M,S,tau_label,tau,shared,hetero,beta,n_datasets,R1_reject,R1_reject_lo,R1_reject_hi,R1_reject_prime,R1_reject_prime_lo,R1_reject_prime_hi,R2_reject,R2_reject_lo,R2_reject_hi,R2_reject_prime,R2_reject_prime_lo,R2_reject_prime_hi,R4_reject,R4_reject_lo,R4_reject_hi,R4_reject_prime,R4_reject_prime_lo,R4_reject_prime_hi,sd_est,R2_se_over_sd,R4_se_over_sd,R4_floor_share
2,47,0,0.0,False,False,0.0,10000,0.3,0.2910965125945352,0.30905708675373533,0.1936,0.18597405973359787,0.2014612544679527,0.0553,0.050988580601897746,0.059952947548982005,0.0021,0.0013739917049838345,0.0032083938725359184,0.0336,0.03024343535567891,0.03731475832448821,0.0011,0.0006143506542303221,0.0019688029200307855,0.0036041732008284776,0.6710219510240969,1.0393763968517453,0.6244
2,47,0,0.0,False,False,0.05,10000,1.0,0.9996160016293234,1.0,1.0,0.9996160016293234,1.0,0.7357,0.7269680246484505,0.7442509585196126,0.0253,0.02239965645785025,0.028564911595270106,0.8196,0.8119412630209215,0.8270132852205418,0.6706,0.6613242858940296,0.6797446938618954,0.0036073700031596326,0.6519949939306797,1.0421920386861125,0.636
2,47,0,0.0,False,True,0.0,10000,0.2719,0.26326818757088455,0.280706992485818,0.166,0.15883588136420215,0.1734206295474098,0.0423,0.03852772656784895,0.046423785540668394,0.0009,0.00047357706058500574,0.0017097301130243718,0.0168,0.014460231994417769,0.01951086403100409,0.0002,5.484892732085777e-05,0.0007289958440074673,0.005665639313608648,0.6586676599931268,1.0419980537034916,0.6577
2,47,0,0.0,False,True,0.05,10000,0.9996,0.9989718716646431,0.9998444371633769,0.9897,0.9875245442696368,0.9914993677261226,0.5231,0.5133036495747253,0.5328786097005495,0.0163,0.013997437725809895,0.018974042297982642,0.7346,0.7258569648668753,0.7431628630976033,0.6644,0.6550834866502142,0.6735902546855073,0.005722466775903064,0.6541099075884266,1.0359344659233551,0.6551
2,47,half_limit,0.01899110076791385,True,False,0.0,10000,0.312,0.3029929425013479,0.32115144088602643,0.1977,0.19001087512531453,0.2056212902895965,0.0492,0.045131271500572244,0.05361494143042977,0.001,0.0005432859864972464,0.0018399443874379962,0.1198,0.11358100130889932,0.12631099105216315,0.0435,0.039674290803033356,0.04767629970939436,0.014110246521998814,0.6487241799960796,0.7178816603351837,0.0
2,47,half_limit,0.01899110076791385,True,False,0.05,10000,0.9039,0.8979673609430874,0.9095224451730801,0.7292,0.720403664503582,0.7378203106432998,0.2233,0.21524470487233555,0.23156779982599685,0.0071,0.005633116021239761,0.008945429572573226,0.4443,0.4345844128419153,0.4540583645765779,0.2385,0.2302487089595065,0.24695212218835733,0.013879817821455412,0.6584898937975928,0.7272120152380256,0.0
2,47,half_limit,0.01899110076791385,True,True,0.0,10000,0.3076,0.29863008277109615,0.3167176798019401,0.1942,0.18656473063500323,0.20207012276850256,0.054,0.049738938389422546,0.05860358815722096,0.0025,0.0016939976111583195,0.0036880807676648924,0.1143,0.10821142580631357,0.12068479053682635,0.0365,0.03299884792033432,0.04035711856928287,0.014671914254789715,0.6487247457525956,0.7113642868961734,0.1067
2,47,half_limit,0.01899110076791385,True,True,0.05,10000,0.8856,0.87921287474316,0.8916909857133744,0.7046,0.6955810117922443,0.7134618560744748,0.2179,0.20991804909709916,0.22609860278363658,0.0062,0.0048397848118849635,0.007939451978995241,0.4196,0.4099603864630421,0.4293013604749625,0.2263,0.21820481549016432,0.23460538521794402,0.014984143415891934,0.6355773497732912,0.6998177492850975,0.108
2,47,half_limit,0.01899110076791385,False,False,0.0,10000,0.3015,0.2925831706400945,0.31056927671306406,0.1945,0.1868600767679522,0.20237454623653123,0.0522,0.04800985071545024,0.05673405822532771,0.0022,0.0014533495777926421,0.003328959200052976,0.1221,0.11582775732260307,0.1286624686459543,0.0719,0.06699967006474782,0.0771291093402255,0.01402439947800851,0.6748593116295717,0.6754135160462019,0.1832
2,47,half_limit,0.01899110076791385,False,False,0.05,10000,0.8988,0.8927348913674198,0.9045588315321287,0.7151,0.7061720882391009,0.7238627156618338,0.2235,0.2154420266972296,0.23177032440175457,0.0066,0.005191478817931517,0.008387450774252148,0.2746,0.2659402405542965,0.2834328659112045,0.1981,0.19040478101773844,0.20602707719847607,0.01410114102316122,0.6586150024617808,0.6613616579217579,0.1877
2,47,half_limit,0.01899110076791385,False,True,0.0,10000,0.2985,0.2896099690333195,0.3075447823100631,0.1918,0.1842022188540291,0.19963447774165594,0.051,0.046857920608897666,0.055486909927969896,0.0013,0.0007599118725796528,0.0022230881023331834,0.1292,0.12276797279142278,0.13591680040027096,0.0568,0.05243133353814889,0.06150904261761884,0.0146568934182649,0.6722423404869288,0.6782344597891372,0.2913
2,47,half_limit,0.01899110076791385,False,True,0.05,10000,0.8845,0.8780872925872064,0.8906174126657432,0.7026,0.6935643139955889,0.711480089864613,0.2133,0.2053821261423473,0.2214380585233986,0.0061,0.00475210315987151,0.00782721043068283,0.3375,0.32829614216162806,0.3468286573088418,0.2882,0.2794055023128903,0.2971571593969282,0.014705922855416123,0.6634113984518434,0.6682979109572046,0.2905
2,47,limit,0.0379822015358277,True,False,0.0,10000,0.3059,0.2969446901015281,0.31500437806596854,0.1945,0.1868600767679522,0.20237454623653123,0.0531,0.04887421902765423,0.0576689987160565,0.0019,0.0012167441596287053,0.002965795017239319,0.1185,0.11231142894620898,0.12498156181061724,0.0586,0.054163804894883746,0.06337518886674953,0.02741333556424808,0.6717806081288735,0.6889888769923118,0.0
2,47,limit,0.0379822015358277,True,False,0.05,10000,0.611,0.6014038341396012,0.6205109182221086,0.4317,0.42202009653272593,0.4414323576447083,0.1133,0.10723562483853581,0.11966135950134545,0.002,0.0012951117125432855,0.0030873506646506045,0.2273,0.21919165310319333,0.23561777960817365,0.1096,0.10362651150274718,0.11587331442507712,0.027234416214656967,0.6662886260656138,0.6849172969929909,0.0
2,47,limit,0.0379822015358277,True,True,0.0,10000,0.3038,0.2948629342191212,0.31288774674153225,0.1953,0.18764770115680238,0.2031863074502879,0.0506,0.046474089659734416,0.05507104807582969,0.0014,0.000834162028874972,0.002348761146363729,0.117,0.11084684235929051,0.12344730039264776,0.054,0.049738938389422546,0.05860358815722096,0.02760907955326249,0.66633010474115,0.6829224830252054,0.0547
2,47,limit,0.0379822015358277,True,True,0.05,10000,0.6057,0.596082824185259,0.6152359985591799,0.4164,0.406772036323446,0.42609216820413104,0.1152,0.10908977660766776,0.12160574853840493,0.0028,0.001938005730685637,0.004043842249115168,0.2174,0.2094249420541781,0.22559209382492829,0.1075,0.10157906719635687,0.11372237152462425,0.027428592883388777,0.6642941094829046,0.6835496564288704,0.0584
2,47,limit,0.0379822015358277,False,False,0.0,10000,0.307,0.29803522182551073,0.31611300154557037,0.1959,0.18823845246294182,0.20379509534610366,0.0484,0.044364369328904134,0.052782457999490946,0.0011,0.0006143506542303221,0.0019688029200307855,0.0927,0.08717121992221599,0.09854158515053718,0.0635,0.05888602413178547,0.06844920644581519,0.027298020839987384,0.6696005188565441,0.670928527560104,0.0981
2,47,limit,0.0379822015358277,False,False,0.05,10000,0.6047,0.5950789924615347,0.6142405982796455,0.4187,0.40906362075623603,0.4283988173788359,0.1142,0.10811383884504829,0.12058245429776575,0.0037,0.002685648037750953,0.005095508744982636,0.1437,0.13696151223459843,0.1507121250043457,0.0947,0.08911584918956159,0.10059541988970888,0.02726571639847748,0.6717255502338313,0.6738297011547429,0.0951
2,47,limit,0.0379822015358277,False,True,0.0,10000,0.301,0.29208760526795824,0.31006522608357096,0.1982,0.19050325942492735,0.20612852199161302,0.0504,0.04628220197159746,0.05486308936331493,0.0012,0.0006866043187699607,0.002096472455817011,0.1151,0.10899217603704556,0.12150342590870128,0.0783,0.07319514536363607,0.08372871886219256,0.027627048480199645,0.6746809171360788,0.6744877399051808,0.1575
2,47,limit,0.0379822015358277,False,True,0.05,10000,0.6023,0.5926699671775757,0.6118514667557837,0.4257,0.4160393336133986,0.4354177285444839,0.1221,0.11582775732260307,0.1286624686459543,0.0032,0.0022677138537914978,0.004513826927312767,0.1787,0.17131516675833633,0.18633159059466045,0.1425,0.1357859257888288,0.1494886330462049,0.02751856387710925,0.669086289042177,0.6706107533682529,0.1591
2,47,p8_sma0.03,0.042426406871192854,True,False,0.0,10000,0.2992,0.29030367508369176,0.3082505386619719,0.1886,0.18105292301763248,0.19638623116762488,0.0462,0.04225704225860869,0.050491474662617365,0.001,0.0005432859864972464,0.0018399443874379962,0.1116,0.10557711680446394,0.11792117312987765,0.0514,0.04724182497055032,0.05590269836762071,0.03006564452671414,0.6685321580213783,0.6830040679358651,0.0
2,47,p8_sma0.03,0.042426406871192854,True,False,0.05,10000,0.565,0.5552602152207444,0.5746898649910674,0.3916,0.38207663041813,0.40120662042863264,0.1085,0.10255395126002158,0.11474671946421817,0.0028,0.001938005730685637,0.004043842249115168,0.2031,0.19532963950721344,0.2110983787252943,0.1,0.09427283017063046,0.10603436852591083,0.03066797401080787,0.6527283605293891,0.6676002918226199,0.0
2,47,p8_sma0.03,0.042426406871192854,True,True,0.0,10000,0.3029,0.29397082101000416,0.3119805511477165,0.1954,0.18774615774610343,0.2032877740613127,0.0515,0.047337812436656745,0.05600663410184015,0.0014,0.000834162028874972,0.002348761146363729,0.112,0.1059673135711643,0.11833066916448072,0.0523,0.04810587403933279,0.05683795810177102,0.030640293982367103,0.6679301325124297,0.6816595589069525,0.0526
2,47,p8_sma0.03,0.042426406871192854,True,True,0.05,10000,0.5638,0.5540576230210528,0.5734933787868488,0.3913,0.38177805256648195,0.40090542867930296,0.106,0.10011705042730641,0.11218554028878673,0.003,0.0021022876940520996,0.004279406686400436,0.1976,0.18991240058849998,0.2055198416260852,0.095,0.08940761135685976,0.10090342732338828,0.030533221760151417,0.6574168945757954,0.6724020903881747,0.0487
2,47,p8_sma0.03,0.042426406871192854,False,False,0.0,10000,0.2984,0.2895108702118523,0.3074439579312044,0.194,0.18636783716633087,0.2018671698365232,0.0509,0.04676195595728594,0.055382951379255765,0.0016,0.0009851326596934777,0.002597636916196953,0.0878,0.08241031794150065,0.09350625031528513,0.0613,0.05676478789369582,0.06617213227673581,0.030255011710580107,0.6792683697653333,0.6806893906139547,0.0852
2,47,p8_sma0.03,0.042426406871192854,False,False,0.05,10000,0.5648,0.5550597791698588,0.5744904546413014,0.3881,0.3785934583725122,0.39769248046284517,0.1049,0.09904514423629897,0.11105829127620966,0.0031,0.002184864524503692,0.004396753056274708,0.1287,0.12227900571210885,0.1354061514779556,0.0831,0.07784860575276353,0.0886715720887066,0.030082360733918963,0.6736560284157594,0.6743464800549408,0.0852
2,47,p8_sma0.03,0.042426406871192854,False,True,0.0,10000,0.2999,0.2909974061232927,0.308956270024652,0.1877,0.18016733373898292,0.19547251164334167,0.0503,0.04618626511967923,0.05475910301490729,0.0013,0.0007599118725796528,0.0022230881023331834,0.1087,0.1027489476525089,0.1149515694723826,0.0748,0.06980563604901403,0.08012091616540935,0.030153013367473915,0.6712668937650874,0.673544565827993,0.1444
2,47,p8_sma0.03,0.042426406871192854,False,True,0.05,10000,0.5658,0.5560619755031809,0.575487490311238,0.3918,0.3822756844247881,0.40140741282262615,0.1091,0.10313895989083074,0.11536125003536421,0.002,0.0012951117125432855,0.0030873506646506045,0.1628,0.15569385922295093,0.17016510927823336,0.1294,0.12296356870948937,0.1361210508828561,0.030528575211669524,0.6620638807767669,0.6627456198845223,0.1477
2,93,0,0.0,True,False,0.0,10000,0.5703,0.5605723571580228,0.5799736526710602,0.4224,0.41275053515193943,0.4321090613951895,0.1256,0.11924814335863339,0.13223939462132922,0.0036,0.0026016036387784434,0.004979629943629281,0.0503,0.04618626511967923,0.05475910301490729,0.0018,0.0011389279915130562,0.0028436879850291027,0.00332842406986112,0.2695293158303083,0.9775669925123137,0.0
2,93,0,0.0,True,False,0.05,10000,1.0,0.9996160016293234,1.0,1.0,0.9996160016293234,1.0,0.996,0.9945580873540203,0.9970609862622684,0.0649,0.06023675635244411,0.06989739902971867,1.0,0.9996160016293234,1.0,0.9892,0.9869780188938961,0.9910462771002337,0.003354794898249513,0.2687387990610788,0.9699537090783559,0.0
2,93,0,0.0,True,True,0.0,10000,0.3527,0.34339327998715957,0.3621198459328417,0.2192,0.21120020872080547,0.22741544476416647,0.0562,0.05185412408045512,0.0608867128733574,0.0016,0.0009851326596934777,0.002597636916196953,0.0286,0.025509774684446714,0.03205225897942718,0.0011,0.0006143506542303221,0.0019688029200307855,0.004566635362043097,0.5004830283162334,0.8611455996448425,0.2921
2,93,0,0.0,True,True,0.05,10000,1.0,0.9996160016293234,1.0,0.9998,0.9992710041559925,0.9999451510726791,0.7548,0.7462713313777664,0.763132983052537,0.0242,0.021365877393778255,0.02739953545575759,0.9593,0.9552475812047758,0.9629996778919208,0.6826,0.6734084267666932,0.6916513370283356,0.004567283704221636,0.4978600280432808,0.8583210398433299,0.2874
2,93,0,0.0,False,False,0.0,10000,0.3091,0.30011731353368415,0.31822929704424,0.197,0.1893215696666018,0.20491113334602823,0.0492,0.045131271500572244,0.05361494143042977,0.0013,0.0007599118725796528,0.0022230881023331834,0.0341,0.030718029353498766,0.03783978032829767,0.0013,0.0007599118725796528,0.0022230881023331834,0.0025799850898925694,0.6473866432556775,1.0134113864484895,0.6534
