M,S,L,tau_lam_label,tau_lam,beta_label,beta,int_label,interaction,margin,n_datasets,level_dependent_plain,level_dependent_plain_lo,level_dependent_plain_hi,level_dependent_significant_only,level_dependent_significant_only_lo,level_dependent_significant_only_hi,ii_holds_alpha,ii_holds_alpha_lo,ii_holds_alpha_hi,ii_holds_alpha_prime,ii_holds_alpha_prime_lo,ii_holds_alpha_prime_hi,equivalence_declared,equivalence_declared_lo,equivalence_declared_hi,equivalence_any_level,equivalence_any_level_lo,equivalence_any_level_hi,interaction_half_width_median,half_width_over_margin,interaction_est_mean
6,19,2,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.464,0.44223367331256824,0.48590435409168187,0.061,0.05132898110812262,0.07235418640481744,0.025,0.019014423503992475,0.032806771413197815,0.0,1.0842021724855044e-19,0.001917047281252934,0.006,0.003435594376936234,0.010458448336941664,0.08,0.06889957451773436,0.09271074519851809,0.02243676861925427,0.8974707447701707,0.025188573128264936
6,19,2,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.1165,0.10316899183684573,0.13130138342787528,0.0015,0.0005102635836384819,0.004401032555770693,0.088,0.07636089079305232,0.10121875616670008,0.0,1.0842021724855044e-19,0.001917047281252934,0.099,0.08666951249362448,0.11286795942594038,0.4315,0.40994528998916885,0.4533173454883627,0.022030906610791358,0.8812362644316543,-2.6592256844399247e-05
6,19,2,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.081,0.06983042853923943,0.09377605708245051,0.02,0.014721726201265444,0.027118639188737373,0.2065,0.18933020760743016,0.2247950991466652,0.002,0.0007780273070510575,0.005131351785076866,0.009,0.005700499728577407,0.014182040701612969,0.081,0.06983042853923943,0.09377605708245051,0.02235836410420867,0.8943345641683468,0.0251657968804911
6,19,2,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.005,0.0027181808584985597,0.009179695949941846,0.0,1.0842021724855044e-19,0.001917047281252934,0.4475,0.42582937749144806,0.46937191247308346,0.0075,0.004550377435809225,0.012337914136224913,0.086,0.07449254068038921,0.09909477446848819,0.423,0.4015162133222035,0.44477901195910935,0.02231310637794903,0.8925242551179611,1.909001794734269e-05
6,19,2,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.001,0.0002742789176520342,0.003638934269038394,0.0005,8.826773070546787e-05,0.0028268625032662133,0.623,0.6015435902777672,0.6439848160910445,0.0215,0.016000780509074646,0.028833833739084404,0.006,0.003435594376936234,0.010458448336941664,0.085,0.07355910081272696,0.09803204843071298,0.022325573428712067,0.8930229371484827,0.024811964513421658
6,19,6,0,0.0,0,0.0,0,0.0,0.025,2000,0.221,0.2033600655726267,0.23970964681031237,0.0,1.0842021724855044e-19,0.001917047281252934,0.0155,0.010940972933704062,0.021916645881830028,0.0,1.0842021724855044e-19,0.001917047281252934,0.981,0.974029585433736,0.9861262150816985,1.0,0.9980829527187469,0.9999999999999998,0.00846679588525582,0.33867183541023277,1.97512560926078e-05
6,19,6,0,0.0,0,0.0,margin,0.025,0.025,2000,0.4815,0.45965837761892475,0.5034125531304815,0.053,0.04401045720579706,0.06370338306364304,0.0265,0.020316920414969065,0.03449852336037745,0.0015,0.0005102635836384819,0.004401032555770693,0.0005,8.826773070546787e-05,0.0028268625032662133,0.2345,0.21645128937571745,0.2535666627306278,0.008513341205784236,0.3405336482313694,0.0251307226695694
6,19,6,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.072,0.061473133317261355,0.08416785915549115,0.0,1.0842021724855044e-19,0.001917047281252934,0.1455,0.13072618405103206,0.1616330024713762,0.003,0.0013756299236301083,0.006529915073935308,0.97,0.9615758302685604,0.9766221452870616,1.0,0.9980829527187469,0.9999999999999998,0.008535287578435427,0.3414115031374171,-1.3072543107359544e-05
6,19,6,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.0585,0.049036041566208714,0.06965671118313761,0.01,0.006482767876552687,0.015395938459075187,0.225,0.20723612332971553,0.24381825267497353,0.0125,0.008481081388571086,0.018388039710650523,0.0015,0.0005102635836384819,0.004401032555770693,0.2305,0.21256960875452585,0.24946367973006944,0.008470394109449116,0.3388157643779646,0.025149071751814155
6,19,6,0,0.0,delta,0.05,0,0.0,0.025,2000,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.5705,0.5486910879464967,0.5920386083868466,0.026,0.019882087677964753,0.033935273144663027,0.97,0.9615758302685604,0.9766221452870616,1.0,0.9980829527187469,0.9999999999999998,0.008592008022885036,0.3436803209154014,4.622412556885628e-05
6,19,6,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.002,0.0007780273070510575,0.005131351785076866,0.001,0.0002742789176520342,0.003638934269038394,0.697,0.6764975868255326,0.7167470965456536,0.077,0.06611031084545657,0.08951151115448341,0.0005,8.826773070546787e-05,0.0028268625032662133,0.2365,0.21839299316762395,0.25561729074959627,0.008534030077199096,0.3413612030879638,0.025201889478563087
6,19,6,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.5105,0.4885926402278873,0.5323671017792062,0.0065,0.0038025964940741515,0.011089529172522494,0.0015,0.0005102635836384819,0.004401032555770693,0.0,1.0842021724855044e-19,0.001917047281252934,0.004,0.0020282466069651696,0.007873464296037741,0.7415,0.7218623193188707,0.7602117468442842,0.022225212435292567,0.8890084974117026,-0.00028291349755499474
6,19,6,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.486,0.46414335632114256,0.5079103210027324,0.1015,0.0890195479939982,0.11550833868916041,0.0185,0.013451349814109871,0.025394766717736703,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.1915,0.1748530251159714,0.20932979305656163,0.022097083502097402,0.883883340083896,0.024748471063247828
6,19,6,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.1905,0.17388927376554605,0.20829737850154947,0.0015,0.0005102635836384819,0.004401032555770693,0.0315,0.02469804258437448,0.0400982307181595,0.0,1.0842021724855044e-19,0.001917047281252934,0.003,0.0013756299236301083,0.006529915073935308,0.736,0.7162422759724121,0.7548528777108365,0.022383327279279663,0.8953330911711865,0.00015595819669678623
6,19,6,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.0725,0.06193616869555324,0.08470290672991801,0.0325,0.025580698826170273,0.04121174038180121,0.163,0.14746080314735577,0.17983128672020865,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.189,0.1724439847429343,0.206748418666005,0.022137310422756157,0.8854924169102463,0.025071853854633536
6,19,6,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.012,0.008077154276022635,0.017793883870480226,0.0,1.0842021724855044e-19,0.001917047281252934,0.3165,0.2964842974069462,0.33721925894527355,0.0015,0.0005102635836384819,0.004401032555770693,0.003,0.0013756299236301083,0.006529915073935308,0.735,0.7152208664166256,0.7538781213611855,0.02226508629421537,0.8906034517686148,2.8335862523649778e-05
6,19,6,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.003,0.0013756299236301083,0.006529915073935308,0.0025,0.0010683087284139143,0.005839153316432755,0.6085,0.5869205913312101,0.6296634094087581,0.0155,0.010940972933704062,0.021916645881830028,0.0,1.0842021724855044e-19,0.001917047281252934,0.2125,0.1951316184962224,0.23097068369049795,0.022319133772034754,0.8927653508813901,0.024377799373177807
6,19,12,0,0.0,0,0.0,0,0.0,0.025,2000,0.287,0.2675978783634713,0.3072187837783423,0.0,1.0842021724855044e-19,0.001917047281252934,0.0135,0.009294493997659236,0.019570793006999862,0.0,1.0842021724855044e-19,0.001917047281252934,0.961,0.9515939149560816,0.968638567450603,1.0,0.9980829527187469,0.9999999999999998,0.00842141500435023,0.3368566001740092,-7.394707863550696e-05
6,19,12,0,0.0,0,0.0,margin,0.025,0.025,2000,0.497,0.4751140951980067,0.5188974070856807,0.064,0.05408699935255319,0.07558466587669936,0.029,0.022500401616129873,0.03730545692281039,0.001,0.0002742789176520342,0.003638934269038394,0.0005,8.826773070546787e-05,0.0028268625032662133,0.3355,0.3151396320427095,0.3564910765128227,0.008469779959027049,0.33879119836108196,0.025139962781942103
6,19,12,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.085,0.07355910081272696,0.09803204843071298,0.0,1.0842021724855044e-19,0.001917047281252934,0.1305,0.11644255627223538,0.1459741416686105,0.0,1.0842021724855044e-19,0.001917047281252934,0.958,0.9482955994324269,0.9659483852579451,1.0,0.9980829527187469,0.9999999999999998,0.008473323992777428,0.3389329597110971,0.0001759220237067085
6,19,12,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.0595,0.04995260683841223,0.07073631181637158,0.0135,0.009294493997659236,0.019570793006999862,0.2515,0.23297357642562866,0.270979196073154,0.0085,0.005313767739685552,0.013570689737786079,0.0,1.0842021724855044e-19,0.001917047281252934,0.322,0.30188057618665304,0.34280189264547295,0.008489054253894433,0.3395621701557773,0.025169356550189904
6,19,12,0,0.0,delta,0.05,0,0.0,0.025,2000,0.003,0.0013756299236301083,0.006529915073935308,0.0,1.0842021724855044e-19,0.001917047281252934,0.544,0.5221083682982768,0.5657229315409731,0.0245,0.01858163028213664,0.032241481682334906,0.953,0.9428245575283534,0.9614385976348314,1.0,0.9980829527187469,0.9999999999999998,0.008473903657379695,0.3389561462951878,-0.00011329684480661317
6,19,12,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.719,0.6988952847381477,0.7382650485526635,0.066,0.05592939864008358,0.07773459840004397,0.0,1.0842021724855044e-19,0.001917047281252934,0.337,0.31661403832985313,0.3580109190838353,0.008505164108419729,0.34020656433678914,0.024990480428028393
6,19,12,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.622,0.600534464895254,0.6429977755681202,0.013,0.008886895534737305,0.01898030851720305,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.0005,8.826773070546787e-05,0.0028268625032662133,0.876,0.8608307677957512,0.8897276126487466,0.022318148637701027,0.8927259455080411,0.00016027546668989038
6,19,12,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.517,0.49508799393928304,0.5388468264531544,0.15,0.1350225249497082,0.1663194081471688,0.0095,0.006090240228609851,0.014790383154299275,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.2855,0.2661317454119759,0.3056906678716815,0.022348304835292612,0.8939321934117045,0.024900980872826835
6,19,12,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.241,0.22276389933057889,0.26022913116111007,0.008,0.0049302968532159265,0.012956077671536958,0.0195,0.014297256348690845,0.026545026088593226,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.874,0.8587356201177461,0.8878304285158767,0.02229084786538789,0.8916339146155156,0.00010647253719019168
6,19,12,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.082,0.07076181688143124,0.0948408346456962,0.0445,0.03630266512840682,0.054443764944814586,0.151,0.13597793189773769,0.16736016710457682,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.298,0.278357551076473,0.3184169360251531,0.022202851354140553,0.8881140541656221,0.024887153023060864
6,19,12,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.013,0.008886895534737305,0.01898030851720305,0.0,1.0842021724855044e-19,0.001917047281252934,0.236,0.21790751368923972,0.25510468727526175,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.8745,0.8592592943847576,0.8883048372015839,0.022285278718030457,0.8914111487212182,-8.750833014834951e-05
6,19,12,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.002,0.0007780273070510575,0.005131351785076866,0.0005,8.826773070546787e-05,0.0028268625032662133,0.561,0.5391542276042659,0.5826118926274214,0.0055,0.003073897009543817,0.009822062751615332,0.0,1.0842021724855044e-19,0.001917047281252934,0.2865,0.2671091378312516,0.3067094413578432,0.02216498494113736,0.8865993976454944,0.025165116059197794
6,47,1,0,0.0,0,0.0,0,0.0,0.025,2000,0.0645,0.05454732717628902,0.07612242100568228,0.0,1.0842021724855044e-19,0.001917047281252934,0.0345,0.027351694147721588,0.04343307687112489,0.0,1.0842021724855044e-19,0.001917047281252934,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005415233375956582,0.21660933503826327,-7.003954809014285e-05
6,47,1,0,0.0,0,0.0,margin,0.025,0.025,2000,0.4535,0.4317917889314336,0.4753864964657229,0.018,0.01302999144428223,0.024818042134845595,0.026,0.019882087677964753,0.033935273144663027,0.0005,8.826773070546787e-05,0.0028268625032662133,0.057,0.047662768878229574,0.06803573501296051,0.057,0.047662768878229574,0.06803573501296051,0.0054784270007030254,0.21913708002812102,0.025067127389013216
6,47,1,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.021,0.015573520825817387,0.028263010469622922,0.0,1.0842021724855044e-19,0.001917047281252934,0.22,0.2023914311650162,0.23868211531248537,0.0065,0.0038025964940741515,0.011089529172522494,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005437064116445592,0.21748256465782367,-3.0280421687201916e-05
6,47,1,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.053,0.04401045720579706,0.06370338306364304,0.0025,0.0010683087284139143,0.005839153316432755,0.247,0.22859615967613203,0.2663738662481819,0.012,0.008077154276022635,0.017793883870480226,0.0635,0.053626856130583093,0.0750467261459507,0.0635,0.053626856130583093,0.0750467261459507,0.005360426915006485,0.2144170766002594,0.025071610718374538
6,47,1,0,0.0,delta,0.05,0,0.0,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.706,0.6856534979182288,0.7255566786018949,0.075,0.0642536480572273,0.08737584213183769,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005417157677948614,0.21668630711794454,-2.6446782051388008e-05
6,47,1,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.7285,0.7085847795393793,0.7475391298530881,0.0755,0.06471759454279065,0.08790997859899309,0.064,0.05408699935255319,0.07558466587669936,0.064,0.05408699935255319,0.07558466587669936,0.005373921312173128,0.21495685248692512,0.024946074882019113
6,47,1,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.1885,0.17196231241451954,0.206232008041701,0.0005,8.826773070546787e-05,0.0028268625032662133,0.016,0.011356235350080627,0.02249946641817221,0.0,1.0842021724855044e-19,0.001917047281252934,0.302,0.28227360669180807,0.322485544031568,0.302,0.28227360669180807,0.322485544031568,0.02145114949925967,0.8580459799703868,9.472034682579641e-05
6,47,1,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.4235,0.40201186066314715,0.44528144757088445,0.03,0.02337785471293825,0.03842416973143951,0.0195,0.014297256348690845,0.026545026088593226,0.0,1.0842021724855044e-19,0.001917047281252934,0.0475,0.03901402059617837,0.05772090719335553,0.0475,0.03901402059617837,0.05772090719335553,0.021409995630879468,0.8563998252351787,0.024740193959365116
6,47,1,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.0805,0.06936493417594901,0.09324346849302219,0.0005,8.826773070546787e-05,0.0028268625032662133,0.1155,0.10222324031966848,0.13025096903961503,0.0005,8.826773070546787e-05,0.0028268625032662133,0.3055,0.2857016368980114,0.32604409449439586,0.3055,0.2857016368980114,0.32604409449439586,0.02089554092579638,0.8358216370318552,0.00017010743911206454
6,47,1,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.0705,0.060084974670173194,0.08256176894442306,0.011,0.007275425411318251,0.016599446829747115,0.2055,0.18836387636696572,0.22376526448169215,0.0025,0.0010683087284139143,0.005839153316432755,0.0425,0.03450117971009799,0.05225291855224844,0.0425,0.03450117971009799,0.05225291855224844,0.021690611072201535,0.8676244428880614,0.024669326778304433
6,47,1,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.002,0.0007780273070510575,0.005131351785076866,0.0,1.0842021724855044e-19,0.001917047281252934,0.5235,0.5015870468715085,0.5453228519062725,0.022,0.0164289081143177,0.0294037890865601,0.314,0.29403252603687446,0.33468061555175155,0.314,0.29403252603687446,0.33468061555175155,0.020949753713733255,0.8379901485493302,-3.1371088649503955e-06
6,47,1,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.0015,0.0005102635836384819,0.004401032555770693,0.0015,0.0005102635836384819,0.004401032555770693,0.6205,0.599020956423249,0.6415170351819691,0.0435,0.03540128785854411,0.0533489763092398,0.048,0.03946691899074102,0.05826609175151162,0.048,0.03946691899074102,0.05826609175151162,0.02115418213908392,0.8461672855633567,0.025138926714666825
6,47,2,0,0.0,0,0.0,0,0.0,0.025,2000,0.104,0.09137205082544919,0.1181462506213031,0.0,1.0842021724855044e-19,0.001917047281252934,0.037,0.029575304829629133,0.04619988095281107,0.001,0.0002742789176520342,0.003638934269038394,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005415882471503776,0.216635298860151,-6.409532410865414e-05
6,47,2,0,0.0,0,0.0,margin,0.025,0.025,2000,0.456,0.43427706845902697,0.47789163170172316,0.0235,0.017718224361690932,0.031108721697343113,0.0255,0.019447915824308683,0.033371362045600345,0.0,1.0842021724855044e-19,0.001917047281252934,0.018,0.01302999144428223,0.024818042134845595,0.0995,0.08713931829845581,0.1133962365738278,0.0054965815678683335,0.21986326271473333,0.0250177892147341
6,47,2,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.0265,0.020316920414969065,0.03449852336037745,0.0,1.0842021724855044e-19,0.001917047281252934,0.2185,0.2009387675817283,0.23714053003761704,0.0065,0.0038025964940741515,0.011089529172522494,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005386121719539684,0.21544486878158733,1.2344769226616956e-05
6,47,2,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.056,0.04674833393876454,0.06695400404698805,0.0065,0.0038025964940741515,0.011089529172522494,0.234,0.21596595290745405,0.25305391624617246,0.0095,0.006090240228609851,0.014790383154299275,0.0155,0.010940972933704062,0.021916645881830028,0.1225,0.10885029598940679,0.13759707470793917,0.0054588738319825345,0.21835495327930138,0.024973387664940307
6,47,2,0,0.0,delta,0.05,0,0.0,0.025,2000,0.002,0.0007780273070510575,0.005131351785076866,0.0,1.0842021724855044e-19,0.001917047281252934,0.678,0.657198107354527,0.698119423813347,0.062,0.05224755446133823,0.07343177895703933,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005389998631911084,0.21559994527644336,5.709197268232755e-05
6,47,2,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.706,0.6856534979182288,0.7255566786018949,0.082,0.07076181688143124,0.0948408346456962,0.016,0.011356235350080627,0.02249946641817221,0.114,0.10080523897679412,0.12867472152433315,0.005435925639296741,0.2174370255718696,0.024815942844212093
