M,S,tau_label,tau,shared,hetero,beta,n_datasets,R1_reject,R1_reject_lo,R1_reject_hi,R1_reject_prime,R1_reject_prime_lo,R1_reject_prime_hi,R2_reject,R2_reject_lo,R2_reject_hi,R2_reject_prime,R2_reject_prime_lo,R2_reject_prime_hi,R4_reject,R4_reject_lo,R4_reject_hi,R4_reject_prime,R4_reject_prime_lo,R4_reject_prime_hi,R5_reject,R5_reject_lo,R5_reject_hi,R5_reject_prime,R5_reject_prime_lo,R5_reject_prime_hi,sd_est,R2_se_over_sd,R4_se_over_sd,R4_floor_share
2,19,half_limit,0.01899110076791385,True,True,0.0,10000,0.3202,0.311126261880194,0.3294118239339012,0.2024,0.19464004496368897,0.2103885108665377,0.0507,0.0465700404698355,0.05517502046605448,0.0014,0.000834162028874972,0.002348761146363729,0.0801,0.07493953717194199,0.08558294465975222,0.0139,0.011784873697881632,0.01638844951809015,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.016845727122672377,0.6176302297039474,0.7420762770402756,0.166
2,19,half_limit,0.01899110076791385,True,True,0.05,10000,0.8498,0.8426634220730937,0.8566679326667808,0.6688,0.6595122553121705,0.6779581068378889,0.2071,0.19927088227377765,0.21515406397176468,0.0068,0.005367876155841787,0.008610899836993606,0.4418,0.43209098716155153,0.45155371024879515,0.2091,0.2012419466891476,0.21718146356291204,0.0024,0.0016133788093978356,0.0035687763690995114,0.0,0.0,0.00038399837067659573,0.01666645850256691,0.6234705911058143,0.7551023094412165,0.1657
2,19,half_limit,0.01899110076791385,False,False,0.0,10000,0.2942,0.28534918312796353,0.3032088706014069,0.1862,0.178691499797427,0.19394949758000962,0.0514,0.04724182497055032,0.05590269836762071,0.0016,0.0009851326596934777,0.002597636916196953,0.1129,0.10684534737713178,0.11925194416144605,0.0352,0.031762848433424355,0.0389941164519566,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.01440192413781191,0.685206792973246,0.6922951530119049,0.2548
2,19,half_limit,0.01899110076791385,False,False,0.05,10000,0.8777,0.8711330901605455,0.8839768374702454,0.6939,0.6847940495296185,0.702857035902233,0.2173,0.20932632273707832,0.2254907899417022,0.0059,0.004577046502138715,0.007602420687763897,0.3617,0.3523372842053153,0.37116892974401383,0.2786,0.2698995745170009,0.2874704599615346,0.0297,0.026549131566489234,0.03321205730096917,0.0,0.0,0.00038399837067659573,0.014597023711041096,0.6761337361521981,0.6880266747343523,0.2583
2,19,half_limit,0.01899110076791385,False,True,0.0,10000,0.2903,0.2814855765694699,0.2992754723471918,0.1917,0.18410379084405787,0.1995329825513013,0.0506,0.046474089659734416,0.05507104807582969,0.0008,0.0004054337198968799,0.0015779502533866333,0.0937,0.0881434357192143,0.0995686013567975,0.0149,0.012704886505102705,0.017467668714127728,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.016093994135311297,0.6740279599160174,0.7166878616655235,0.3772
2,19,half_limit,0.01899110076791385,False,True,0.05,10000,0.841,0.8337021168799681,0.8480359962312303,0.6484,0.6389864013206121,0.657699627962971,0.1924,0.1847928037414475,0.2002434320561927,0.0055,0.004228233256266611,0.007151541132332541,0.4273,0.4176340614494073,0.43702177191368896,0.3225,0.3134081438948046,0.3317281755267855,0.0009,0.00047357706058500574,0.0017097301130243718,0.0,0.0,0.00038399837067659573,0.01620916524528199,0.6664311872816688,0.7083295645672064,0.3819
2,19,limit,0.0379822015358277,True,False,0.0,10000,0.3143,0.30527390834149215,0.32346870865337707,0.2031,0.19532963950721344,0.2110983787252943,0.0523,0.04810587403933279,0.05683795810177102,0.0017,0.0010617073611205116,0.0027209854150957837,0.1208,0.11455775995301061,0.12733346441131055,0.0387,0.03509335668205077,0.04266092021473544,0.0005,0.00021358842616382576,0.0011700259461420934,0.0,0.0,0.00038399837067659573,0.028009854370826103,0.6397592192321064,0.6855591671347117,0.0009
2,19,limit,0.0379822015358277,True,False,0.05,10000,0.5987,0.5890568801524899,0.6082673185691386,0.4204,0.41075753924410124,0.4301035932965103,0.1189,0.11270204066831718,0.12539064288981253,0.0033,0.002350823409618217,0.004630640571811913,0.2591,0.2506062577502665,0.26777875266472534,0.1235,0.11719571024051997,0.1300934405325995,0.0147,0.012520656667208162,0.017252052151370538,0.0,0.0,0.00038399837067659573,0.027699288010534742,0.6679259915811577,0.7127895010454248,0.0004
2,19,limit,0.0379822015358277,True,True,0.0,10000,0.3086,0.2996215575198391,0.31772543705645584,0.1956,0.18794307328013804,0.20349070492792987,0.0503,0.04618626511967923,0.05475910301490729,0.0015,0.0009092618255931228,0.002473584549971443,0.111,0.10499186871008465,0.11730688202230174,0.033,0.02967419810234849,0.03668445637586344,0.0002,5.484892732085777e-05,0.0007289958440074673,0.0,0.0,0.00038399837067659573,0.028839502910224735,0.6493851290111204,0.6934395558714904,0.0938
2,19,limit,0.0379822015358277,True,True,0.05,10000,0.5917,0.5820329737849388,0.6012966009138792,0.4119,0.40228912748438656,0.4215785330285265,0.1127,0.10665021790152265,0.11904722723640343,0.0023,0.001533154495882851,0.0034490774822886323,0.2398,0.23153263874810384,0.24826719400399624,0.1085,0.10255395126002158,0.11474671946421817,0.0077,0.006165744043271591,0.009612340752496585,0.0,0.0,0.00038399837067659573,0.028578326600600733,0.6681396006101155,0.7106479240691793,0.0905
2,19,limit,0.0379822015358277,False,False,0.0,10000,0.3014,0.29248405655178794,0.3104684676010447,0.1926,0.18498967176967157,0.20044641042862038,0.0471,0.04311883126035707,0.05142899446380179,0.0013,0.0007599118725796528,0.0022230881023331834,0.1128,0.10674778186658007,0.11914958647167187,0.0615,0.05695755799797594,0.06637920857310743,0.0023,0.001533154495882851,0.0034490774822886323,0.0,0.0,0.00038399837067659573,0.02738928415048762,0.6741241459459851,0.6759711210079936,0.1429
2,19,limit,0.0379822015358277,False,False,0.05,10000,0.6033,0.5936736984301156,0.6128469675065025,0.4227,0.4130494985649794,0.43240986758312716,0.1199,0.11367867076807738,0.12641324479331098,0.003,0.0021022876940520996,0.004279406686400436,0.1934,0.18577717577698932,0.20125829202390955,0.1362,0.12961684541447105,0.1430625518000332,0.045,0.04110865767535974,0.04924078084195594,0.0,0.0,0.00038399837067659573,0.02765387882653262,0.6579475736410817,0.6578491449050179,0.1452
2,19,limit,0.0379822015358277,False,True,0.0,10000,0.3005,0.2915920525800947,0.30956116276980516,0.1996,0.19188203806520374,0.20754866815589876,0.0506,0.046474089659734416,0.05507104807582969,0.0017,0.0010617073611205116,0.0027209854150957837,0.1298,0.12335477606592087,0.13652953632772807,0.0551,0.05079628235660827,0.05974539939361975,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0,0.0,0.00038399837067659573,0.02826011329767476,0.6667082437762398,0.6688399144355033,0.2358
2,19,limit,0.0379822015358277,False,True,0.05,10000,0.5818,0.572102609724401,0.5914345681421563,0.4035,0.39392325966346114,0.4131508520220794,0.1044,0.09855798199552993,0.11054583751534941,0.0025,0.0016939976111583195,0.0036880807676648924,0.2215,0.21346893076882767,0.22974495632363917,0.1537,0.14676426061753925,0.16090169665399137,0.0058,0.004489676579576176,0.00748986741000057,0.0,0.0,0.00038399837067659573,0.028373032280753566,0.6815686850215479,0.6816456276831189,0.2183
2,19,p8_sma0.03,0.042426406871192854,True,False,0.0,10000,0.3041,0.2951603143550072,0.3131901362066237,0.1976,0.18991240058849998,0.2055198416260852,0.0497,0.04561074273117131,0.05413508620146002,0.0015,0.0009092618255931228,0.002473584549971443,0.1187,0.11250673191485933,0.12518610524261864,0.0419,0.03814572841630529,0.04600609089090859,0.0012,0.0006866043187699607,0.002096472455817011,0.0,0.0,0.00038399837067659573,0.030938975698714365,0.6546301688633734,0.6897784468963972,0.0003
2,19,p8_sma0.03,0.042426406871192854,True,False,0.05,10000,0.5743,0.5645822714555161,0.5839606663866014,0.3982,0.3886462992870381,0.4078318827812316,0.106,0.10011705042730641,0.11218554028878673,0.0036,0.0026016036387784434,0.004979629943629281,0.2349,0.2266937708760873,0.24330982506004542,0.1069,0.10099421565320636,0.11310768386581956,0.0178,0.015387513024217672,0.020582815004462834,0.0,0.0,0.00038399837067659573,0.030937093140934315,0.6477754281050041,0.6826771245445501,0.0005
2,19,p8_sma0.03,0.042426406871192854,True,True,0.0,10000,0.3068,0.29783693883407614,0.31591143813635325,0.1968,0.18912463224579376,0.2047082243661845,0.0504,0.04628220197159746,0.05486308936331493,0.0012,0.0006866043187699607,0.002096472455817011,0.1099,0.1039190617444306,0.11618053378437128,0.035,0.031572809892695966,0.03878430859203326,0.0004,0.00015556283662307484,0.0010281283353569795,0.0,0.0,0.00038399837067659573,0.032077634975799366,0.6534844014028918,0.6887314836654709,0.0814
2,19,p8_sma0.03,0.042426406871192854,True,True,0.05,10000,0.5612,0.5514522048731458,0.5709007937262833,0.3905,0.3809818635020038,0.40010223214117435,0.1077,0.10177403090282862,0.11392725421880424,0.0021,0.0013739917049838345,0.0032083938725359184,0.2222,0.2141594833693351,0.2304538661254128,0.1015,0.09573329332686764,0.10757275337456162,0.0082,0.006611596600786796,0.010166104196610706,0.0,0.0,0.00038399837067659573,0.03124960963252471,0.6542192069733014,0.68812207669676,0.0847
2,19,p8_sma0.03,0.042426406871192854,False,False,0.0,10000,0.2983,0.28941177190154505,0.3073431330411858,0.195,0.1873523361052432,0.2028819029008695,0.0531,0.04887421902765423,0.0576689987160565,0.001,0.0005432859864972464,0.0018399443874379962,0.1126,0.1065526554837536,0.11894486645384662,0.0663,0.061588129514028624,0.07134495067269625,0.0042,0.0031088769681385277,0.005671895816224385,0.0,0.0,0.00038399837067659573,0.030637558719101576,0.6659041399453576,0.6675665525049468,0.1312
2,19,p8_sma0.03,0.042426406871192854,False,False,0.05,10000,0.5518,0.5420348726872872,0.5615253450815105,0.3821,0.3726235137197529,0.39166703309605255,0.1021,0.09631759094359657,0.10818799495978784,0.0029,0.0020199966335610452,0.004161774546565626,0.1662,0.15903229029211297,0.1736240670201507,0.1174,0.11123736659075249,0.12385646896248924,0.0402,0.03652333626057827,0.04422978864109592,0.0,0.0,0.00038399837067659573,0.03038695660128051,0.6788591729982882,0.6823713690845814,0.1258
2,19,p8_sma0.03,0.042426406871192854,False,True,0.0,10000,0.3015,0.2925831706400945,0.31056927671306406,0.1921,0.1844975076946872,0.1999389585019754,0.0513,0.047145842042160484,0.05579875809568468,0.0011,0.0006143506542303221,0.0019688029200307855,0.1211,0.11485081518327375,0.12764017878202497,0.0581,0.053682437969896135,0.06285693979010783,0.0002,5.484892732085777e-05,0.0007289958440074673,0.0,0.0,0.00038399837067659573,0.03115740095328707,0.6767857421534058,0.6786066377606739,0.2066
2,19,p8_sma0.03,0.042426406871192854,False,True,0.05,10000,0.5566,0.5468432822187402,0.5663132491656991,0.3798,0.37033544163198917,0.3893568715763215,0.1044,0.09855798199552993,0.11054583751534941,0.004,0.002939013737731544,0.005441912645979639,0.2029,0.195132608729312,0.210895563102544,0.1436,0.13686354043769397,0.1506101736009243,0.0086,0.0069694684051106025,0.010607925193590355,0.0,0.0,0.00038399837067659573,0.031517037654377855,0.667407487243693,0.6701079758592587,0.2036
2,47,0,0.0,True,False,0.0,10000,0.5722,0.5624769857778368,0.5818675648574375,0.421,0.4113554209309419,0.4307052508116249,0.1244,0.11807525100321868,0.13101320857283358,0.0026,0.0017749883701664527,0.0038070132089826243,0.045,0.04110865767535974,0.04924078084195594,0.001,0.0005432859864972464,0.0018399443874379962,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.0046323748014955824,0.2708943233904902,0.9894881828729609,0.0001
2,47,0,0.0,True,False,0.05,10000,1.0,0.9996160016293234,1.0,1.0,0.9996160016293234,1.0,0.9606,0.9566067557662725,0.9642395049346602,0.0447,0.04082168371429806,0.04892798520204003,1.0,0.9996160016293234,1.0,0.974,0.9706942843573859,0.9769416851872125,0.1841,0.1766256463812982,0.19181696378929528,0.0,0.0,0.00038399837067659573,0.004773565511030436,0.26458637598590495,0.9590067332425686,0.0
2,47,0,0.0,True,True,0.0,10000,0.3535,0.3441881562555999,0.3629243552670082,0.2137,0.20577649490250466,0.22184338256454472,0.0542,0.049931145085800314,0.05881122786149492,0.0017,0.0010617073611205116,0.0027209854150957837,0.023,0.02023997548271378,0.02612635896291169,0.0004,0.00015556283662307484,0.0010281283353569795,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.006434983397965262,0.5027371449025281,0.8777521865878104,0.2922
2,47,0,0.0,True,True,0.05,10000,0.9998,0.9992710041559925,0.9999451510726791,0.9938,0.9920605480210047,0.9951602151881149,0.5897,0.5800265152667123,0.5993045954255882,0.0198,0.01724822590054425,0.022720566134653557,0.8927,0.8864825177547974,0.8986158899248732,0.6166,0.6070273233707372,0.6260831282092211,0.0185,0.016037871857846654,0.021331918573114905,0.0,0.0,0.00038399837067659573,0.006384135534756361,0.5072504778306227,0.8852952525688533,0.2871
2,47,0,0.0,False,False,0.0,10000,0.3126,0.3035879520213925,0.321755970567937,0.2048,0.1970045222109895,0.212822190427058,0.0558,0.05146939764838815,0.06047174650412093,0.0014,0.000834162028874972,0.002348761146363729,0.0321,0.028820922446793868,0.03573842322848528,0.0012,0.0006866043187699607,0.002096472455817011,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.0036645045175971347,0.658985501616721,1.0219553564432788,0.6202
2,47,0,0.0,False,False,0.05,10000,1.0,0.9996160016293234,1.0,0.9999,0.9994337311025987,0.9999823473263989,0.732,0.7232310966558667,0.7405907281001393,0.0245,0.02164766048220529,0.02771752196830815,0.8159,0.8081830362107046,0.8233743536187018,0.6624,0.6530707081729729,0.6716045691562312,0.5739,0.5641812508965437,0.5835619941442701,0.0,0.0,0.00038399837067659573,0.0036626709547735352,0.6522374200516241,1.0279702191974531,0.6291
2,47,0,0.0,False,True,0.0,10000,0.2704,0.26178388855049634,0.2791924435013183,0.1615,0.1544176959432807,0.16884227095366733,0.0398,0.03614186338857826,0.04381156871179247,0.0016,0.0009851326596934777,0.002597636916196953,0.0152,0.012981435254342082,0.017790889565865945,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.0056792991244186035,0.6625431774923856,1.0398813558257625,0.6536
2,47,0,0.0,False,True,0.05,10000,0.9997,0.9991182642277636,0.9998979678005822,0.9873,0.9849106380508621,0.9893151171370764,0.5221,0.5123031472736725,0.5318798799983435,0.0162,0.01390494978185447,0.0188666070416122,0.7295,0.7207065826622374,0.7381171620856222,0.6566,0.6472346951580967,0.6658450365522073,0.0031,0.002184864524503692,0.004396753056274708,0.0,0.0,0.00038399837067659573,0.0056783514358984075,0.6551861941586854,1.0436931353192462,0.6498
2,47,half_limit,0.01899110076791385,True,False,0.0,10000,0.3167,0.3076543226207199,0.32588645118197,0.2034,0.19562519131190695,0.21140259652157836,0.0553,0.050988580601897746,0.059952947548982005,0.0019,0.0012167441596287053,0.002965795017239319,0.1298,0.12335477606592087,0.13652953632772807,0.0427,0.03890982053191082,0.04684138437790998,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.014204645920675933,0.6315651302777369,0.700327076866989,0.0
2,47,half_limit,0.01899110076791385,True,False,0.05,10000,0.8986,0.892529793093317,0.9043640834055794,0.7212,0.7123276832563374,0.729902435864475,0.2281,0.21998117109911366,0.23642764721486023,0.0053,0.004054522887776702,0.006925405100170722,0.4422,0.4324899184875214,0.4519544717241287,0.2424,0.23410081666426108,0.2508970192963115,0.0587,0.05426008963159949,0.06347882733035966,0.0,0.0,0.00038399837067659573,0.014296715424212849,0.6486723421311743,0.7142144783964837,0.0
2,47,half_limit,0.01899110076791385,True,True,0.0,10000,0.3064,0.2974403788433664,0.3155083053257596,0.1955,0.18784461512070064,0.2033892398870414,0.0502,0.046090332946713386,0.05465511198754727,0.0009,0.00047357706058500574,0.0017097301130243718,0.1167,0.11055396465220951,0.12314040849875116,0.037,0.03347456890925213,0.04088101358199439,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.015054610218502382,0.6293222347908041,0.6947570788804892,0.1007
2,47,half_limit,0.01899110076791385,True,True,0.05,10000,0.8866,0.8802362905095767,0.8926668019502161,0.7052,0.6961860612971853,0.714056345771489,0.2238,0.21573801451255628,0.23207410618740545,0.0051,0.0038813110835616135,0.006698770503734081,0.4189,0.40926289917066994,0.4285993853650537,0.2326,0.22442299561764656,0.24098236671099127,0.042,0.0382412189005821,0.04611052360695765,0.0,0.0,0.00038399837067659573,0.014825241486113876,0.6486045339378443,0.7104103449661976,0.1054
2,47,half_limit,0.01899110076791385,False,False,0.0,10000,0.3033,0.2943673107291008,0.3123837542299233,0.1919,0.1843006476661095,0.19973597212990138,0.0475,0.04350198283479496,0.05184553569066735,0.0011,0.0006143506542303221,0.0019688029200307855,0.1232,0.11690255466672587,0.12978682650541598,0.0711,0.06622602477244359,0.07630336902992278,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.01379184874452624,0.676145131377565,0.6820214254801653,0.1876
2,47,half_limit,0.01899110076791385,False,False,0.05,10000,0.9011,0.8950940390146831,0.9067979174923602,0.7251,0.716264284115385,0.7337628398181364,0.2313,0.22313966564188126,0.2396666950825203,0.0065,0.005103414629831768,0.00827559176202603,0.2866,0.2778208397427062,0.29554305076189846,0.2051,0.19730011215076365,0.2131263700882614,0.1633,0.15618473511471792,0.1706738493880957,0.0,0.0,0.00038399837067659573,0.013888171717830196,0.662398782418506,0.6654050430202871,0.1935
2,47,half_limit,0.01899110076791385,False,True,0.0,10000,0.3028,0.29387169984153144,0.3118797491158633,0.1931,0.1854818558022911,0.20095384239763014,0.0491,0.045035391683213966,0.053510898047462174,0.0022,0.0014533495777926421,0.003328959200052976,0.127,0.120616762317256,0.1336697004672687,0.057,0.05262376832268912,0.06171645423373034,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,0.014691764806176745,0.6599301507334967,0.6635812814582178,0.2886
2,47,half_limit,0.01899110076791385,False,True,0.05,10000,0.8825,0.876041242566673,0.8886649986797592,0.6957,0.6866082733317638,0.7046414297059533,0.2123,0.20439625414876617,0.2204246985137211,0.0056,0.004315267073552004,0.007264430515373014,0.3311,0.3219426343291417,0.3403870803204727,0.2897,0.28089124601182425,0.2986702637028823,0.03,0.026832804617312578,0.03352815385112342,0.0,0.0,0.00038399837067659573,0.014561342652100566,0.6709565935159492,0.6741246283835779,0.2911
2,47,limit,0.0379822015358277,True,False,0.0,10000,0.3002,0.2912947270633249,0.30925871868559746,0.1967,0.189026164703617,0.20460676870803546,0.0519,0.04772180742973848,0.05642233191006187,0.0019,0.0012167441596287053,0.002965795017239319,0.1178,0.11162791429463623,0.12426561405990896,0.0559,0.0515655732207708,0.06057549413206414,0.0036,0.0026016036387784434,0.004979629943629281,0.0,0.0,0.00038399837067659573,0.027154166680736034,0.6717212573919936,0.6913882307277428,0.0
2,47,limit,0.0379822015358277,True,False,0.05,10000,0.608,0.598391796467292,0.6175252598846419,0.4251,0.41544133740382067,0.4348161855521065,0.1182,0.11201848536746892,0.12467473578837973,0.0038,0.002769903124779159,0.005211176858280293,0.226,0.2179087772231108,0.23430165388401997,0.1176,0.11143263751512908,0.12406104443876437,0.0491,0.045035391683213966,0.053510898047462174,0.0,0.0,0.00038399837067659573,0.027453037587967185,0.6594978049813445,0.6776473632716806,0.0
2,47,limit,0.0379822015358277,True,True,0.0,10000,0.3,0.2910965125945352,0.30905708675373533,0.1941,0.1864662835050288,0.20196864669815112,0.0519,0.04772180742973848,0.05642233191006187,0.0015,0.0009092618255931228,0.002473584549971443,0.1151,0.10899217603704556,0.12150342590870128,0.054,0.049738938389422546,0.05860358815722096,0.0024,0.0016133788093978356,0.0035687763690995114,0.0,0.0,0.00038399837067659573,0.027802126082762772,0.6625806433798824,0.6806817240700198,0.0523
2,47,limit,0.0379822015358277,True,True,0.05,10000,0.6038,0.5941755797373022,0.6133447022009454,0.4236,0.41394641073682564,0.4333122642142136,0.1117,0.10567466364979963,0.11802354948486779,0.0021,0.0013739917049838345,0.0032083938725359184,0.218,0.21001667259474294,0.22619990248631866,0.1066,0.1007018122439457,0.11280031767410265,0.0392,0.0355698505848916,0.04318404231352394,0.0,0.0,0.00038399837067659573,0.027483634318900236,0.6758956334690179,0.6940463522434882,0.052
2,47,limit,0.0379822015358277,False,False,0.0,10000,0.3055,0.29654814811597185,0.3146012272502212,0.1951,0.1874507903359149,0.20298337187052365,0.0474,0.04340618728991059,0.051741408035225846,0.0027,0.0018563306257756151,0.003925594153699328,0.0919,0.086393591536865,0.09771982793328123,0.0647,0.060043754915036135,0.0696905540664749,0.0111,0.00922610769453467,0.013349365912312904,0.0,0.0,0.00038399837067659573,0.027206636564007583,0.6629408434627374,0.6638391571979742,0.0953
2,47,limit,0.0379822015358277,False,False,0.05,10000,0.6095,0.5998977678588256,0.6190181364979962,0.4272,0.4175343879241991,0.43692152223857134,0.1179,0.11172555487602825,0.1243678966788428,0.0039,0.002854360868773877,0.005326642314611441,0.1447,0.1379412924037386,0.15173157683846417,0.095,0.08940761135685976,0.10090342732338828,0.0869,0.08153641858771099,0.09258084086614202,0.0,0.0,0.00038399837067659573,0.027230916239672855,0.6709456007917896,0.6710597356826284,0.0964
2,47,limit,0.0379822015358277,False,True,0.0,10000,0.3008,0.29188938266969233,0.30986360228118515,0.1878,0.18026572926541168,0.19557403931723877,0.0481,0.044076862159560894,0.0524701955678566,0.0017,0.0010617073611205116,0.0027209854150957837,0.1078,0.10187151522049265,0.11402969310146607,0.0732,0.06825722961892496,0.0784705513902846,0.0016,0.0009851326596934777,0.002597636916196953,0.0,0.0,0.00038399837067659573,0.027317853861525396,0.6725178496030523,0.6735462048326324,0.1491
2,47,limit,0.0379822015358277,False,True,0.05,10000,0.6016,0.5919673801577175,0.611154591373361,0.42,0.41035895959516366,0.42970248014414447,0.1215,0.11524157521223531,0.12804911155436688,0.003,0.0021022876940520996,0.004279406686400436,0.1785,0.17111853053755527,0.18612838041478974,0.1432,0.13647166460830873,0.15020235662900605,0.0425,0.03871876165407628,0.04663259685509281,0.0,0.0,0.00038399837067659573,0.027206564058018638,0.6882171553753067,0.6902796138955303,0.162
