metric,scenario,policy,mean,lo,hi,n_runs,theta
mcr,crash,align_0.6,0.08121169160794073,0.07975807404344928,0.08266139036118887,300,0.05
mcr,crash,align_0.8,0.04169985295383676,0.04066646920085628,0.04257583958662261,300,0.05
mcr,crash,align_1.0,0.002279379173084755,0.0022160892721239246,0.002340017472674797,300,0.05
mcr,crash,always_buy,0.4232454974712751,0.4155354867796079,0.4302712210804375,300,0.05
mcr,crash,always_hold,0.13997385365064563,0.13577555594165072,0.14418914940089778,300,0.05
mcr,crash,always_sell,0.5767545025287253,0.5686373869848088,0.5834701712194846,300,0.05
mcr,crash,band_hi,0.14468351887221392,0.13763366362835577,0.15262111559103134,300,0.05
mcr,crash,band_lo,0.05808956108439285,0.05117846579465603,0.06620127731844541,300,0.05
mcr,crash,buy_day1_hold,0.4232454974712751,0.4153348552559909,0.4314180707413856,300,0.05
mcr,crash,ceil_d0.000,0.10084806424729048,0.09947846087194043,0.10226335066219588,300,0.05
mcr,crash,ceil_d0.002,0.21511422854976028,0.2059493269366074,0.2239096280507146,300,0.05
mcr,crash,ceil_d0.005,0.3794092145350258,0.3597713081711028,0.4039148079531302,300,0.05
mcr,crash,ceil_d0.010,0.4491779091063096,0.4193216358603649,0.4774752544020936,300,0.05
mcr,crash,ceil_d0.020,0.47347231594899863,0.4419332551801603,0.5059525092397361,300,0.05
mcr,crash,ceil_d0.040,0.4845143991597449,0.4551788089437914,0.5139265282655028,300,0.05
mcr,crash,constant_mix,0.1004295322433015,0.10030954750960522,0.10054024388772774,300,0.05
mcr,crash,drift_0.000,0.1004295322433015,0.10030338444684402,0.10054930742660159,300,0.05
mcr,crash,drift_0.002,0.21186317764497023,0.20274417956714508,0.22216102302012655,300,0.05
mcr,crash,drift_0.005,0.38038138060731846,0.3598667294600919,0.4003675619427858,300,0.05
mcr,crash,drift_0.010,0.44928802199639356,0.41881821390560103,0.4749479405032016,300,0.05
mcr,crash,drift_0.020,0.4734496466854347,0.44294914738260865,0.5039748212736136,300,0.05
mcr,crash,drift_0.040,0.4845119446795375,0.4521997568060443,0.5159058077879844,300,0.05
mcr,crash,mandate_conditional_oracle,0.002249909563513249,0.0021837842697729026,0.002314497028314964,300,0.05
mcr,crash,mean_reversion,0.384366791053583,0.37266511932482566,0.3970830311843213,300,0.05
mcr,crash,momentum,0.5603416515413167,0.5548870900119118,0.5655134709745789,300,0.05
mcr,crash,panic_0.00,0.1004295322433015,0.10030472280609178,0.10054044116072051,300,0.05
mcr,crash,panic_0.25,0.18013014533289934,0.17529094163106348,0.1850315589404591,300,0.05
mcr,crash,panic_0.50,0.2787186456955286,0.2714352970095279,0.2867288596098108,300,0.05
mcr,crash,panic_0.75,0.3849907292776888,0.3737138961914536,0.3953309295123619,300,0.05
mcr,crash,panic_1.00,0.5022358955337732,0.4901140813700602,0.5153840896126676,300,0.05
mcr,crash,random_0,0.3828424404669327,0.3806458234963908,0.38498551758773536,300,0.05
mcr,crash,random_1,0.39095408666755116,0.38627781908042375,0.3951234852247516,300,0.05
mcr,crash,random_2,0.3823548898345056,0.3799596791086886,0.3849552311674544,300,0.05
mcr,crash,random_3,0.3679502525242134,0.36567681268558627,0.36990413605582523,300,0.05
mcr,crash,random_4,0.3955760806724546,0.3923475386543583,0.3986560676274323,300,0.05
mcr,crash,random_5,0.4028119603090595,0.4000489120393986,0.4060508121197147,300,0.05
mcr,crash,random_6,0.37425677822051023,0.37125755475839767,0.376799721980084,300,0.05
mcr,crash,random_7,0.3827981421170977,0.3803037985570431,0.38532546007464374,300,0.05
mcr,crash,random_8,0.36941977135036846,0.36616694848730097,0.37247756163543966,300,0.05
mcr,crash,random_9,0.3795157483403717,0.37660495038432473,0.38236049589300325,300,0.05
mcr,crash,rule_analyst,0.07174246553932424,0.06243894040145985,0.08127285178960478,300,0.05
mcr,crash,rule_p_sma50,0.04810170438722904,0.042785791147920214,0.053750323512611095,300,0.05
mcr,crash,rule_rsi,0.049395082178278156,0.04423750980756925,0.054902639197995866,300,0.05
mcr,crash,v_oracle,0.38552627693486935,0.38290998261044185,0.387927896108504,300,0.05
mcr,sustained_bull,L5_full_level_free,0.0768790319902249,0.06709757347890402,0.08744233358301501,300,0.05
mcr,sustained_bull,L5_level_free,0.0771480523714118,0.06719253416774916,0.08669503129413829,300,0.05
mcr,sustained_bull,align_0.0,0.20041126578653443,0.20026262078852405,0.20056947709442918,300,0.05
mcr,sustained_bull,align_0.2,0.160306307576753,0.15901402016579302,0.1617226514797328,300,0.05
mcr,sustained_bull,align_0.4,0.12057904848025672,0.11869473639921668,0.12231505692732036,300,0.05
mcr,sustained_bull,align_0.5,0.10101427798630876,0.09939671082867942,0.10267410070290424,300,0.05
mcr,sustained_bull,align_0.6,0.08203861940633805,0.08033752662691243,0.08361205671763566,300,0.05
mcr,sustained_bull,align_0.8,0.04247201753383305,0.04110976400216858,0.04377801061481881,300,0.05
mcr,sustained_bull,align_1.0,0.0028611466423149093,0.0027661366742991428,0.0029532711964623047,300,0.05
mcr,sustained_bull,always_buy,0.4811323681103539,0.46873397813616635,0.49419354421344996,300,0.05
mcr,sustained_bull,always_hold,0.11790210640811118,0.11090812458220002,0.12409088241063876,300,0.05
mcr,sustained_bull,always_sell,0.5188676318896461,0.505082670802042,0.5317208052426243,300,0.05
mcr,sustained_bull,band_hi,0.08767546317041315,0.07537467417888073,0.09904108344591166,300,0.05
mcr,sustained_bull,band_lo,0.11595065632465279,0.10302359815730999,0.12992186090065036,300,0.05
mcr,sustained_bull,buy_day1_hold,0.4811323681103539,0.4683092400580665,0.49242038479283073,300,0.05
mcr,sustained_bull,ceil_d0.000,0.10101427798630876,0.09928366020372095,0.10285558966012785,300,0.05
mcr,sustained_bull,ceil_d0.002,0.1928159771771729,0.18420102022287724,0.20131327946244806,300,0.05
mcr,sustained_bull,ceil_d0.005,0.3299772302914184,0.3091746939761465,0.35326165715579816,300,0.05
mcr,sustained_bull,ceil_d0.010,0.4069023024775575,0.37760251369792963,0.4345503992850472,300,0.05
mcr,sustained_bull,ceil_d0.020,0.4494361022460542,0.42172831245542935,0.48067706293668977,300,0.05
mcr,sustained_bull,ceil_d0.040,0.4701571315457108,0.4378929775827877,0.5022327365643757,300,0.05
mcr,sustained_bull,constant_mix,0.10101317920876861,0.10079602395211396,0.10123058754897989,300,0.05
mcr,sustained_bull,drift_0.000,0.10101317920876861,0.1007886291931043,0.1012362777713378,300,0.05
mcr,sustained_bull,drift_0.002,0.18266030686971235,0.17387401069938171,0.1928065968080643,300,0.05
mcr,sustained_bull,drift_0.005,0.3285160499819599,0.3071595148393378,0.34962044794742925,300,0.05
mcr,sustained_bull,drift_0.010,0.4064372938835711,0.38032249383495603,0.43452835128653233,300,0.05
mcr,sustained_bull,drift_0.020,0.44928998118699837,0.4197585545668186,0.4819723532076889,300,0.05
mcr,sustained_bull,drift_0.040,0.47026260118957375,0.43435111298147183,0.503386323614255,300,0.05
mcr,sustained_bull,mandate_conditional_oracle,0.002763720770948235,0.0026595910407215713,0.0028648919945261104,300,0.05
mcr,sustained_bull,mean_reversion,0.4428589998686006,0.4245551825218624,0.462047740054026,300,0.05
mcr,sustained_bull,momentum,0.5219006408917094,0.5113738911506235,0.5329468869592875,300,0.05
mcr,sustained_bull,panic_0.00,0.10101317920876861,0.10079338014779538,0.10123060678366032,300,0.05
mcr,sustained_bull,panic_0.25,0.1148071832897593,0.11141878315401234,0.11821302971346032,300,0.05
mcr,sustained_bull,panic_0.50,0.13783547751998473,0.13007601000703187,0.14607332876231482,300,0.05
mcr,sustained_bull,panic_0.75,0.1783440505959154,0.16339714176876144,0.19435116986131223,300,0.05
mcr,sustained_bull,panic_1.00,0.27614034376191093,0.25358146499072165,0.29692491205453925,300,0.05
mcr,sustained_bull,random_0,0.3779013623687247,0.3740662164287771,0.3822326786325422,300,0.05
mcr,sustained_bull,random_1,0.3533050572081898,0.3463743104278824,0.36038420732491927,300,0.05
mcr,sustained_bull,random_2,0.3764953559428887,0.37283154110046357,0.38035332162503505,300,0.05
mcr,sustained_bull,random_3,0.37029373133057014,0.36666682679180534,0.374074433506559,300,0.05
mcr,sustained_bull,random_4,0.3767698047721364,0.3710065752922329,0.38282199221023394,300,0.05
mcr,sustained_bull,random_5,0.3893272035667083,0.38437832414131073,0.3943697056821211,300,0.05
mcr,sustained_bull,random_6,0.3708945469375527,0.3666407814659541,0.3748064975053324,300,0.05
mcr,sustained_bull,random_7,0.3794673237495503,0.37567992264120614,0.38303199067413873,300,0.05
mcr,sustained_bull,random_8,0.3740745851748365,0.3692908000705808,0.3789600780517989,300,0.05
mcr,sustained_bull,random_9,0.37112198595451823,0.36570553895527996,0.3762861021321589,300,0.05
mcr,sustained_bull,rule_analyst,0.09075880193986036,0.08074932205496294,0.10092083270284388,300,0.05
mcr,sustained_bull,rule_p_sma50,0.0569628403374707,0.0478851005978203,0.06699163840833566,300,0.05
mcr,sustained_bull,rule_rsi,0.056760607928781244,0.04788146117588325,0.06556434335079672,300,0.05
mcr,sustained_bull,v_oracle,0.4048219004812289,0.4005729947245426,0.4091341354140366,300,0.05
mcr_B,flat,L5_full_level_free,0.0011991023391143463,0.0010727767825834166,0.0013151895688164592,300,0.05
mcr_B,flat,L5_level_free,0.0009954116752021332,0.0008787871072796333,0.0011237786442778624,300,0.05
mcr_B,flat,align_0.0,0.0015630166416560932,0.0014374083536396161,0.0016870716639401234,300,0.05
mcr_B,flat,align_0.2,0.0009728538244041722,0.0009064075788980449,0.0010513303831393304,300,0.05
mcr_B,flat,align_0.4,0.0006342522267481436,0.0005991113907752025,0.0006756370104215555,300,0.05
mcr_B,flat,align_0.5,0.000594423777052366,0.0005628010553641741,0.0006264997399110569,300,0.05
mcr_B,flat,align_0.6,0.0005796568924843963,0.0005492577328025817,0.0006117086466693166,300,0.05
mcr_B,flat,align_0.8,0.0007658997605826203,0.0007171216418043504,0.0008161073217946959,300,0.05
mcr_B,flat,align_1.0,0.0012415471723006305,0.0011412341326540007,0.0013636088521879663,300,0.05
mcr_B,flat,always_buy,0.3666666666666667,0.3666666666666666,0.36666666666666664,300,0.05
mcr_B,flat,always_hold,0.00018173075831633628,5.547400010115882e-05,0.0003627350709051859,300,0.05
mcr_B,flat,always_sell,0.43333333333333296,0.43333333333333296,0.4333333333333331,300,0.05
mcr_B,flat,band_hi,0.001780929942735049,0.0016516013137408481,0.0019035902298507,300,0.05
mcr_B,flat,band_lo,0.0011726703493687928,0.0011068996493491256,0.001239730256452209,300,0.05
mcr_B,flat,buy_day1_hold,0.3666666666666667,0.3666666666666666,0.36666666666666664,300,0.05
mcr_B,flat,ceil_d0.000,0.000594423777052366,0.000559946969778027,0.0006234881900568627,300,0.05
mcr_B,flat,ceil_d0.002,0.09196445152762124,0.08457892388361764,0.09910795303406858,300,0.05
mcr_B,flat,ceil_d0.005,0.22751017837547247,0.20614055229881334,0.24746959738223853,300,0.05
mcr_B,flat,ceil_d0.010,0.306931482144845,0.2805115230750949,0.3319704085653941,300,0.05
mcr_B,flat,ceil_d0.020,0.3495246375892986,0.31954322466010837,0.37659588638600655,300,0.05
mcr_B,flat,ceil_d0.040,0.3700755629035559,0.33672709662014916,0.40128732949121404,300,0.05
mcr_B,flat,constant_mix,0.0,0.0,0.0,300,0.05
mcr_B,flat,drift_0.000,0.0,0.0,0.0,300,0.05
mcr_B,flat,drift_0.002,0.08214578654240998,0.07398573264201935,0.09069389209982891,300,0.05
mcr_B,flat,drift_0.005,0.22666933422932123,0.2066671965139909,0.2476473485842226,300,0.05
mcr_B,flat,drift_0.010,0.3064301651699975,0.2812519952729282,0.3347993275421185,300,0.05
mcr_B,flat,drift_0.020,0.34903425644939395,0.317973553547217,0.37916663177773685,300,0.05
mcr_B,flat,drift_0.040,0.3698414164241777,0.34028183070563855,0.3972157422062,300,0.05
mcr_B,flat,mandate_conditional_oracle,0.0012121233596748037,0.0011134627567022917,0.001319257204091324,300,0.05
mcr_B,flat,mean_reversion,0.3070492179712183,0.28156349904464767,0.3293694110217452,300,0.05
mcr_B,flat,momentum,0.39765495438804055,0.39463216952155994,0.40084139109718364,300,0.05
mcr_B,flat,panic_0.00,0.0,0.0,0.0,300,0.05
mcr_B,flat,panic_0.25,0.019729866970556304,0.016853544951406705,0.022486200054128158,300,0.05
mcr_B,flat,panic_0.50,0.06874798847892981,0.060510005549828084,0.07699257859787735,300,0.05
mcr_B,flat,panic_0.75,0.1382791656505974,0.12169953958643416,0.15119723873632138,300,0.05
mcr_B,flat,panic_1.00,0.24204137717077231,0.22205175871623475,0.2621112756162995,300,0.05
mcr_B,flat,random_0,0.27730004096202987,0.2749417348619825,0.2802978980193722,300,0.05
mcr_B,flat,random_1,0.2558548938380612,0.2513118007402252,0.2606694221451628,300,0.05
mcr_B,flat,random_2,0.27786338794313403,0.27483464626750953,0.2807294890086785,300,0.05
mcr_B,flat,random_3,0.26825957046489324,0.26544438584462293,0.27094361477880796,300,0.05
mcr_B,flat,random_4,0.2799183755666802,0.2767667732143334,0.28299341136413053,300,0.05
mcr_B,flat,random_5,0.2939740093762014,0.28950490958812813,0.29851952292477113,300,0.05
mcr_B,flat,random_6,0.272688973351563,0.2701844348719635,0.27557423963525596,300,0.05
mcr_B,flat,random_7,0.2815200376594943,0.2786311809178911,0.28446745555948155,300,0.05
mcr_B,flat,random_8,0.2678183082012759,0.26375765617730923,0.271435488076669,300,0.05
mcr_B,flat,random_9,0.27104176520522943,0.26637626341675297,0.2754747559986366,300,0.05
mcr_B,flat,rule_analyst,0.0013710346819181005,0.0012743152664040239,0.001477260684015349,300,0.05
mcr_B,flat,rule_p_sma50,0.001209820390263362,0.0011339817087005477,0.001294371580447864,300,0.05
mcr_B,flat,rule_rsi,0.0011863052361344942,0.0011073431619921486,0.0012703391933459912,300,0.05
mcr_B,flat,v_oracle,0.4049974827240585,0.4005156443614032,0.4092353513666606,300,0.05
mcr_B,bull_trap,L5_full_level_free,0.001220698991329994,0.0011533483869804397,0.0012844919281503379,300,0.05
mcr_B,bull_trap,L5_level_free,0.0011001613141121886,0.0010302521356232153,0.0011788685379422541,300,0.05
mcr_B,bull_trap,align_0.0,0.0014484741785684935,0.001400123165364713,0.0014977132861891166,300,0.05
mcr_B,bull_trap,align_0.2,0.0009347361194704251,0.0009004264030434553,0.0009712644808738013,300,0.05
mcr_B,bull_trap,align_0.4,0.0006665808416762644,0.0006430031782775738,0.0006909984512913571,300,0.05
mcr_B,bull_trap,align_0.5,0.0006032614696996035,0.0005837999946426745,0.0006258617823568192,300,0.05
mcr_B,bull_trap,align_0.6,0.000619388987934712,0.0005958502962823548,0.0006438160745405603,300,0.05
mcr_B,bull_trap,align_0.8,0.000819175183932081,0.000781910421040748,0.0008535558778140338,300,0.05
mcr_B,bull_trap,align_1.0,0.001280167886574044,0.001211143461265437,0.0013535643926103462,300,0.05
mcr_B,bull_trap,always_buy,0.36666666666666686,0.36666666666666686,0.36666666666666686,300,0.05
mcr_B,bull_trap,always_hold,0.002983165378123792,0.0018803349366754525,0.004024932267514041,300,0.05
mcr_B,bull_trap,always_sell,0.4333333333333324,0.4333333333333323,0.43333333333333246,300,0.05
mcr_B,bull_trap,band_hi,0.0013641028470614946,0.0012958967252067052,0.0014373060280859586,300,0.05
mcr_B,bull_trap,band_lo,0.001348654465792383,0.0013014085413833136,0.0013918890167789934,300,0.05
mcr_B,bull_trap,buy_day1_hold,0.36666666666666686,0.36666666666666686,0.36666666666666686,300,0.05
mcr_B,bull_trap,ceil_d0.000,0.0006032614696996035,0.0005829580180903037,0.0006227839191599808,300,0.05
mcr_B,bull_trap,ceil_d0.002,0.12256506809856292,0.11637693788907616,0.12945736423493595,300,0.05
mcr_B,bull_trap,ceil_d0.005,0.2973854072494457,0.27569143717985883,0.31704526681870643,300,0.05
mcr_B,bull_trap,ceil_d0.010,0.36170636600980677,0.3338774659479949,0.388004028669999,300,0.05
mcr_B,bull_trap,ceil_d0.020,0.3838254944456365,0.3512810214264349,0.4114899856801745,300,0.05
mcr_B,bull_trap,ceil_d0.040,0.3951192248345134,0.36623772851309755,0.42802909200770173,300,0.05
mcr_B,bull_trap,constant_mix,0.0,0.0,0.0,300,0.05
mcr_B,bull_trap,drift_0.000,0.0,0.0,0.0,300,0.05
mcr_B,bull_trap,drift_0.002,0.11757690920409078,0.11170249738526991,0.12353907942279571,300,0.05
mcr_B,bull_trap,drift_0.005,0.29868107809768984,0.2758310719649218,0.31750708571529396,300,0.05
mcr_B,bull_trap,drift_0.010,0.3614641059081625,0.3354645642609315,0.3893525534478409,300,0.05
mcr_B,bull_trap,drift_0.020,0.38357320304874337,0.3532599143658466,0.4120077929267341,300,0.05
mcr_B,bull_trap,drift_0.040,0.395060858580416,0.3649370305823824,0.4279085458576163,300,0.05
mcr_B,bull_trap,mandate_conditional_oracle,0.0012624801660636575,0.001195084968641857,0.0013326907915752596,300,0.05
mcr_B,bull_trap,mean_reversion,0.3672527033068609,0.3540114275816522,0.37969354817776196,300,0.05
mcr_B,bull_trap,momentum,0.38244136216968355,0.3805812297055131,0.38437022987203623,300,0.05
mcr_B,bull_trap,panic_0.00,0.0,0.0,0.0,300,0.05
mcr_B,bull_trap,panic_0.25,0.010122172717740874,0.0081781790761857,0.01191779426793702,300,0.05
mcr_B,bull_trap,panic_0.50,0.03942977308380503,0.032674535738499745,0.04609932097481928,300,0.05
mcr_B,bull_trap,panic_0.75,0.09985313397722546,0.08781831494534696,0.11344095731820411,300,0.05
mcr_B,bull_trap,panic_1.00,0.2642404267578588,0.24416936212076898,0.2846130691889342,300,0.05
