scoring,family,metric,registered_direction,theta,swept,mean,lo,hi,n_cells,n_seeds
A_decomposition,align,mcr_D,decreasing,0.032791,0.4,0.11777462929661553,0.11700158729954487,0.11852680450683126,1200,100
A_decomposition,align,mcr_D,decreasing,0.032791,0.5,0.10037247104581787,0.09972063365443812,0.10103490261236853,1200,100
A_decomposition,align,mcr_D,decreasing,0.032791,0.6,0.08296232376551012,0.08223718161790587,0.08373681018172806,1200,100
A_decomposition,align,mcr_D,decreasing,0.032791,0.8,0.048457878851835445,0.04731158376484987,0.0496633926322955,1200,100
A_decomposition,align,mcr_D,decreasing,0.032791,1.0,0.013739406696847,0.012033634706052794,0.0155939632200556,1200,100
A_decomposition,align,mcr_D,decreasing,0.046321,0.0,0.19648658944995406,0.19579074729527723,0.1971305718141741,1200,100
A_decomposition,align,mcr_D,decreasing,0.046321,0.2,0.15824731843831338,0.15765707332501097,0.15892331217013186,1200,100
A_decomposition,align,mcr_D,decreasing,0.046321,0.4,0.11941439323141076,0.11884289472997153,0.11996945704968474,1200,100
A_decomposition,align,mcr_D,decreasing,0.046321,0.5,0.10029656056845371,0.09965330142687001,0.10087286813606033,1200,100
A_decomposition,align,mcr_D,decreasing,0.046321,0.6,0.08127481486071562,0.0805272483940003,0.08194478759390922,1200,100
A_decomposition,align,mcr_D,decreasing,0.046321,0.8,0.042879195439601385,0.04227404775948879,0.04353139347678962,1200,100
A_decomposition,align,mcr_D,decreasing,0.046321,1.0,0.004022076856481591,0.0035270325825268434,0.0045682923778899535,1200,100
A_decomposition,align,mcr_D,decreasing,0.05,0.0,0.1988336383257922,0.19877895993911246,0.19889064807974957,1200,100
A_decomposition,align,mcr_D,decreasing,0.05,0.2,0.1595923660661585,0.15906466383786583,0.16020207480599435,1200,100
A_decomposition,align,mcr_D,decreasing,0.05,0.4,0.11995807407622759,0.11938369416199984,0.12066949495153276,1200,100
A_decomposition,align,mcr_D,decreasing,0.05,0.5,0.10048779352876498,0.09972834344259311,0.10122352200269295,1200,100
A_decomposition,align,mcr_D,decreasing,0.05,0.6,0.08092600918535876,0.08008664669828208,0.08176978171368218,1200,100
A_decomposition,align,mcr_D,decreasing,0.05,0.8,0.041551344466714234,0.0409369210359595,0.042128470078656124,1200,100
A_decomposition,align,mcr_D,decreasing,0.05,1.0,0.0016805797080054177,0.0016084312559159445,0.0017509215946804146,1200,100
A_decomposition,align,mcr_D,decreasing,0.065609,0.0,0.19883730867544633,0.19876631680362095,0.19891004200573284,1200,100
A_decomposition,align,mcr_D,decreasing,0.065609,0.2,0.15972542488453717,0.1590373400111141,0.16045155004197745,1200,100
A_decomposition,align,mcr_D,decreasing,0.065609,0.4,0.12011902188253011,0.11931662061379608,0.12103376516974196,1200,100
A_decomposition,align,mcr_D,decreasing,0.065609,0.5,0.1001812373958981,0.09921446271547175,0.10124737321663113,1200,100
A_decomposition,align,mcr_D,decreasing,0.065609,0.6,0.08071111256931021,0.07984588936595301,0.08163444565435567,1200,100
A_decomposition,align,mcr_D,decreasing,0.065609,0.8,0.041507927913290825,0.04042911121818991,0.0425100038961521,1200,100
A_decomposition,align,mcr_D,decreasing,0.065609,1.0,0.0017713116725291548,0.0016898606437265394,0.0018651737752783855,1200,100
A_decomposition,align,mcr_D,decreasing,0.08,0.0,0.19885444793798235,0.19878915793223043,0.19892630919707652,1200,100
A_decomposition,align,mcr_D,decreasing,0.08,0.2,0.1599087561590782,0.15900987006048875,0.16081572965983162,1200,100
A_decomposition,align,mcr_D,decreasing,0.08,0.4,0.11995958608668776,0.11857875862295245,0.12128075352376906,1200,100
A_decomposition,align,mcr_D,decreasing,0.08,0.5,0.0998243299323381,0.09869261323661477,0.10103783973899982,1200,100
A_decomposition,align,mcr_D,decreasing,0.08,0.6,0.08097511303565026,0.07968823491034661,0.08223739438693792,1200,100
A_decomposition,align,mcr_D,decreasing,0.08,0.8,0.041758333244993166,0.04072308331132316,0.04299779961553447,1200,100
A_decomposition,align,mcr_D,decreasing,0.08,1.0,0.0018210612116609374,0.0017399139235248493,0.0019110290218699642,1200,100
A_decomposition,align,mcr_D,decreasing,0.12,0.0,0.1989842256316585,0.1989091941168436,0.1990580130852444,1200,100
A_decomposition,align,mcr_D,decreasing,0.12,0.2,0.1602582575391523,0.15815930737684528,0.16199160439999688,1200,100
A_decomposition,align,mcr_D,decreasing,0.12,0.4,0.12009270763487209,0.11771101522717344,0.12242942331490687,1200,100
A_decomposition,align,mcr_D,decreasing,0.12,0.5,0.10050099733551629,0.09828874731028371,0.10241447636796408,1200,100
A_decomposition,align,mcr_D,decreasing,0.12,0.6,0.08116891283135809,0.07866818299329421,0.08336100916819979,1200,100
A_decomposition,align,mcr_D,decreasing,0.12,0.8,0.04025031194635498,0.038778795416681985,0.041758630537161,1200,100
A_decomposition,align,mcr_D,decreasing,0.12,1.0,0.0019287029283592415,0.0018059754806820905,0.0020528235830522554,1200,100
A_decomposition,align,mcr_D,decreasing,0.2,0.0,0.19896173605667658,0.19888689333618423,0.19904106802953742,1200,100
A_decomposition,align,mcr_D,decreasing,0.2,0.2,0.15985762889711272,0.15777972230837625,0.16148795645508027,1200,100
A_decomposition,align,mcr_D,decreasing,0.2,0.4,0.11947645378957594,0.11664907570403549,0.12206349757674548,1200,100
A_decomposition,align,mcr_D,decreasing,0.2,0.5,0.09964179945400457,0.0970312839408936,0.10217393914891526,1200,100
A_decomposition,align,mcr_D,decreasing,0.2,0.6,0.08008453328515491,0.07763101871603353,0.08292268808116346,1200,100
A_decomposition,align,mcr_D,decreasing,0.2,0.8,0.04120637357661417,0.03944854692297796,0.04283703569240475,1200,100
A_decomposition,align,mcr_D,decreasing,0.2,1.0,0.0016764617401126777,0.0015736056358504175,0.0017897690045833828,1200,100
A_decomposition,panic,mdd_pct,monotone,0.002,0.0,-16.198509790618274,-16.9747486569946,-15.53365542078813,1200,100
A_decomposition,panic,mdd_pct,monotone,0.002,0.25,-14.844125587102866,-15.414417063359165,-14.256406000810438,1200,100
A_decomposition,panic,mdd_pct,monotone,0.002,0.5,-13.275055373905483,-13.795248096961089,-12.803216876546374,1200,100
A_decomposition,panic,mdd_pct,monotone,0.002,0.75,-11.436885985702325,-11.83961251359556,-11.122513978106133,1200,100
A_decomposition,panic,mdd_pct,monotone,0.002,1.0,-8.891264334971606,-9.090273410279327,-8.708838073007062,1200,100
A_decomposition,panic,mdd_pct,monotone,0.03,0.0,-16.198509790618274,-16.9625948996134,-15.511298150856812,1200,100
A_decomposition,panic,mdd_pct,monotone,0.03,0.25,-14.844125587102866,-15.499905633587092,-14.233927545260455,1200,100
A_decomposition,panic,mdd_pct,monotone,0.03,0.5,-13.275055373905483,-13.739752954805647,-12.716609771854646,1200,100
A_decomposition,panic,mdd_pct,monotone,0.03,0.75,-11.436885985702325,-11.823067007550135,-11.104249076225182,1200,100
A_decomposition,panic,mdd_pct,monotone,0.03,1.0,-8.891264334971606,-9.081596614022265,-8.70505171655069,1200,100
A_decomposition,panic,mdd_pct,monotone,0.032791,0.0,-16.198509790618274,-16.960315810441564,-15.505526611089532,1200,100
A_decomposition,panic,mdd_pct,monotone,0.032791,0.25,-14.844125587102866,-15.44297179875521,-14.290724290976218,1200,100
A_decomposition,panic,mdd_pct,monotone,0.032791,0.5,-13.275055373905483,-13.800510678812083,-12.832289880204701,1200,100
A_decomposition,panic,mdd_pct,monotone,0.032791,0.75,-11.436885985702325,-11.776170218222948,-11.049494108223088,1200,100
A_decomposition,panic,mdd_pct,monotone,0.032791,1.0,-8.891264334971606,-9.095723727309341,-8.688253347057666,1200,100
A_decomposition,panic,mdd_pct,monotone,0.046321,0.0,-16.198509790618274,-16.908722072876586,-15.507680426926292,1200,100
A_decomposition,panic,mdd_pct,monotone,0.046321,0.25,-14.844125587102866,-15.458922375007768,-14.25376191218227,1200,100
A_decomposition,panic,mdd_pct,monotone,0.046321,0.5,-13.275055373905483,-13.774892665639577,-12.810272692979863,1200,100
A_decomposition,panic,mdd_pct,monotone,0.046321,0.75,-11.436885985702325,-11.788753853610709,-11.095144486209508,1200,100
A_decomposition,panic,mdd_pct,monotone,0.046321,1.0,-8.891264334971606,-9.084643910404724,-8.708111976358502,1200,100
A_decomposition,panic,mdd_pct,monotone,0.05,0.0,-16.198509790618274,-16.92783796227144,-15.525252155013204,1200,100
A_decomposition,panic,mdd_pct,monotone,0.05,0.25,-14.844125587102866,-15.444969646942946,-14.272184403281114,1200,100
A_decomposition,panic,mdd_pct,monotone,0.05,0.5,-13.275055373905483,-13.76952068246192,-12.799341521784411,1200,100
A_decomposition,panic,mdd_pct,monotone,0.05,0.75,-11.436885985702325,-11.790065548635923,-11.045563671838925,1200,100
A_decomposition,panic,mdd_pct,monotone,0.05,1.0,-8.891264334971606,-9.083381308160913,-8.681531680221513,1200,100
A_decomposition,panic,mdd_pct,monotone,0.065609,0.0,-16.198509790618274,-16.951230106219032,-15.467070730317714,1200,100
A_decomposition,panic,mdd_pct,monotone,0.065609,0.25,-14.844125587102866,-15.46978092206664,-14.162213574221212,1200,100
A_decomposition,panic,mdd_pct,monotone,0.065609,0.5,-13.275055373905483,-13.824980546672778,-12.74147891178236,1200,100
A_decomposition,panic,mdd_pct,monotone,0.065609,0.75,-11.436885985702325,-11.767070857058728,-11.093474313620263,1200,100
A_decomposition,panic,mdd_pct,monotone,0.065609,1.0,-8.891264334971606,-9.09639344350644,-8.695421378557976,1200,100
A_decomposition,panic,mdd_pct,monotone,0.08,0.0,-16.198509790618274,-16.969178722144832,-15.470368749633655,1200,100
A_decomposition,panic,mdd_pct,monotone,0.08,0.25,-14.844125587102866,-15.437906086192779,-14.25890583933222,1200,100
A_decomposition,panic,mdd_pct,monotone,0.08,0.5,-13.275055373905483,-13.774513006179037,-12.84361932387365,1200,100
A_decomposition,panic,mdd_pct,monotone,0.08,0.75,-11.436885985702325,-11.772095849971594,-11.096681002807617,1200,100
A_decomposition,panic,mdd_pct,monotone,0.08,1.0,-8.891264334971606,-9.057832488924737,-8.720077692548992,1200,100
A_decomposition,panic,mdd_pct,monotone,0.12,0.0,-16.198509790618274,-16.97473952962939,-15.54719065869454,1200,100
A_decomposition,panic,mdd_pct,monotone,0.12,0.25,-14.844125587102866,-15.526025357846814,-14.260004932845884,1200,100
A_decomposition,panic,mdd_pct,monotone,0.12,0.5,-13.275055373905483,-13.812776205653567,-12.761979407894353,1200,100
A_decomposition,panic,mdd_pct,monotone,0.12,0.75,-11.436885985702325,-11.794578922907291,-11.093568229350739,1200,100
A_decomposition,panic,mdd_pct,monotone,0.12,1.0,-8.891264334971606,-9.087804327317974,-8.714457843881265,1200,100
A_decomposition,panic,mdd_pct,monotone,0.2,0.0,-16.198509790618274,-16.869577996406303,-15.439122880561408,1200,100
A_decomposition,panic,mdd_pct,monotone,0.2,0.25,-14.844125587102866,-15.476343809477923,-14.2315292887599,1200,100
A_decomposition,panic,mdd_pct,monotone,0.2,0.5,-13.275055373905483,-13.737538069415733,-12.800189897292872,1200,100
A_decomposition,panic,mdd_pct,monotone,0.2,0.75,-11.436885985702325,-11.762461994741528,-11.093438519359385,1200,100
A_decomposition,panic,mdd_pct,monotone,0.2,1.0,-8.891264334971606,-9.065446546255362,-8.720716017870586,1200,100
B_per_window,drift,band_mas,increasing,0.002,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.002,0.002,0.0836027788812742,0.08152747923953514,0.08572024918696522,1200,100
B_per_window,drift,band_mas,increasing,0.002,0.005,0.234333012510404,0.22645227431566103,0.24239500638490177,1200,100
B_per_window,drift,band_mas,increasing,0.002,0.01,0.31600809861381607,0.3027766560755929,0.32924821004823424,1200,100
B_per_window,drift,band_mas,increasing,0.002,0.02,0.35697528529813155,0.34185204202801545,0.37160001622620165,1200,100
B_per_window,drift,band_mas,increasing,0.002,0.04,0.3770859492303669,0.3623557984356426,0.39321859705454243,1200,100
B_per_window,drift,band_mas,increasing,0.03,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.03,0.002,0.0836027788812742,0.08143518879820624,0.08549660686735709,1200,100
B_per_window,drift,band_mas,increasing,0.03,0.005,0.234333012510404,0.22540658003651223,0.242364059484265,1200,100
B_per_window,drift,band_mas,increasing,0.03,0.01,0.31600809861381607,0.30296891094331224,0.3281929874086348,1200,100
B_per_window,drift,band_mas,increasing,0.03,0.02,0.35697528529813155,0.340399873487368,0.3714547522139164,1200,100
B_per_window,drift,band_mas,increasing,0.03,0.04,0.3770859492303669,0.36235579651039435,0.3926030494645365,1200,100
B_per_window,drift,band_mas,increasing,0.032791,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.032791,0.002,0.0836027788812742,0.08144107765037277,0.08568351653354014,1200,100
B_per_window,drift,band_mas,increasing,0.032791,0.005,0.234333012510404,0.22606445704006503,0.2413459865914986,1200,100
B_per_window,drift,band_mas,increasing,0.032791,0.01,0.31600809861381607,0.3039808117506492,0.32864125139518396,1200,100
B_per_window,drift,band_mas,increasing,0.032791,0.02,0.35697528529813155,0.34409645888558255,0.3713152897614225,1200,100
B_per_window,drift,band_mas,increasing,0.032791,0.04,0.3770859492303669,0.36203634423016057,0.39181610294483415,1200,100
B_per_window,drift,band_mas,increasing,0.046321,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.046321,0.002,0.0836027788812742,0.08163332053253397,0.08552832707573425,1200,100
B_per_window,drift,band_mas,increasing,0.046321,0.005,0.234333012510404,0.22668312520578207,0.2418462804608139,1200,100
B_per_window,drift,band_mas,increasing,0.046321,0.01,0.31600809861381607,0.30422481981378086,0.3297834644338008,1200,100
B_per_window,drift,band_mas,increasing,0.046321,0.02,0.35697528529813155,0.34206798311007147,0.3698484873651825,1200,100
B_per_window,drift,band_mas,increasing,0.046321,0.04,0.3770859492303669,0.3625934492013237,0.3924394334353684,1200,100
B_per_window,drift,band_mas,increasing,0.05,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.05,0.002,0.0836027788812742,0.0815217188641647,0.08544260382209155,1200,100
B_per_window,drift,band_mas,increasing,0.05,0.005,0.234333012510404,0.22599015782719212,0.24284949093753821,1200,100
B_per_window,drift,band_mas,increasing,0.05,0.01,0.31600809861381607,0.30379147897488235,0.32869992059132375,1200,100
B_per_window,drift,band_mas,increasing,0.05,0.02,0.35697528529813155,0.34410273438684014,0.37057425724795245,1200,100
B_per_window,drift,band_mas,increasing,0.05,0.04,0.3770859492303669,0.3619701087966468,0.3923654165419075,1200,100
B_per_window,drift,band_mas,increasing,0.065609,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.065609,0.002,0.0836027788812742,0.08148433160227965,0.08564393864666034,1200,100
B_per_window,drift,band_mas,increasing,0.065609,0.005,0.234333012510404,0.22650747322856407,0.24254371705937133,1200,100
B_per_window,drift,band_mas,increasing,0.065609,0.01,0.31600809861381607,0.30415918428132094,0.329659666447356,1200,100
B_per_window,drift,band_mas,increasing,0.065609,0.02,0.35697528529813155,0.34191394967318306,0.3718077814492466,1200,100
B_per_window,drift,band_mas,increasing,0.065609,0.04,0.3770859492303669,0.36172469165892196,0.3921277467427937,1200,100
B_per_window,drift,band_mas,increasing,0.08,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.08,0.002,0.0836027788812742,0.08173946847260445,0.08564635147791098,1200,100
B_per_window,drift,band_mas,increasing,0.08,0.005,0.234333012510404,0.226387391434154,0.24292094444136703,1200,100
B_per_window,drift,band_mas,increasing,0.08,0.01,0.31600809861381607,0.30541809283838456,0.32949843646314336,1200,100
B_per_window,drift,band_mas,increasing,0.08,0.02,0.35697528529813155,0.34235799626768404,0.37101239664055347,1200,100
B_per_window,drift,band_mas,increasing,0.08,0.04,0.3770859492303669,0.36048581967808235,0.3918901195731799,1200,100
B_per_window,drift,band_mas,increasing,0.12,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.12,0.002,0.0836027788812742,0.08158310585159018,0.08547466621650329,1200,100
B_per_window,drift,band_mas,increasing,0.12,0.005,0.234333012510404,0.22578021068134022,0.24364167504952555,1200,100
B_per_window,drift,band_mas,increasing,0.12,0.01,0.31600809861381607,0.3033359391427077,0.3284893735678918,1200,100
B_per_window,drift,band_mas,increasing,0.12,0.02,0.35697528529813155,0.342861890078521,0.37072722224285787,1200,100
B_per_window,drift,band_mas,increasing,0.12,0.04,0.3770859492303669,0.3609455130945194,0.39251344814733474,1200,100
B_per_window,drift,band_mas,increasing,0.2,0.0,0.0,0.0,0.0,1200,100
B_per_window,drift,band_mas,increasing,0.2,0.002,0.0836027788812742,0.08158099474637388,0.08576383002947803,1200,100
B_per_window,drift,band_mas,increasing,0.2,0.005,0.234333012510404,0.22624252328028144,0.24184014523336972,1200,100
B_per_window,drift,band_mas,increasing,0.2,0.01,0.31600809861381607,0.3032426935062528,0.3284324559194589,1200,100
B_per_window,drift,band_mas,increasing,0.2,0.02,0.35697528529813155,0.34250427757407537,0.3728403481138332,1200,100
B_per_window,drift,band_mas,increasing,0.2,0.04,0.3770859492303669,0.3633726100115195,0.3932263999386318,1200,100
B_per_window,align,mcr_window_D,decreasing,0.002,0.0,0.16556023166481468,0.16123817132584786,0.1693505063340112,1200,100
B_per_window,align,mcr_window_D,decreasing,0.002,0.2,0.13940142996546726,0.1367601838140063,0.14225841293820943,1200,100
B_per_window,align,mcr_window_D,decreasing,0.002,0.4,0.1132264132095144,0.11161826364538954,0.11446620126026959,1200,100
B_per_window,align,mcr_window_D,decreasing,0.002,0.5,0.09998660635003655,0.09872300564851956,0.1011906345928145,1200,100
B_per_window,align,mcr_window_D,decreasing,0.002,0.6,0.08696502368251326,0.08585614794272377,0.08811612804746913,1200,100
B_per_window,align,mcr_window_D,decreasing,0.002,0.8,0.06095846052620441,0.05889912377312152,0.06306716486276606,1200,100
B_per_window,align,mcr_window_D,decreasing,0.002,1.0,0.03451209740105734,0.0310842836410183,0.0377029989359956,1200,100
B_per_window,align,mcr_window_D,decreasing,0.03,0.0,0.17260270062083896,0.16906539408278048,0.17631538780198092,1200,100
B_per_window,align,mcr_window_D,decreasing,0.03,0.2,0.14413673664523952,0.14154991650099774,0.1464911619880917,1200,100
B_per_window,align,mcr_window_D,decreasing,0.03,0.4,0.11506205724790543,0.11367038838118884,0.11635670455267898,1200,100
B_per_window,align,mcr_window_D,decreasing,0.03,0.5,0.10028926196947012,0.09914534840803109,0.10126698171076712,1200,100
B_per_window,align,mcr_window_D,decreasing,0.03,0.6,0.08590697278548226,0.08478867993713803,0.08697904698707747,1200,100
B_per_window,align,mcr_window_D,decreasing,0.03,0.8,0.057101766189403214,0.05514292104547474,0.059494281367906555,1200,100
B_per_window,align,mcr_window_D,decreasing,0.03,1.0,0.028372899924697215,0.025459357224701454,0.03148704419734823,1200,100
B_per_window,align,mcr_window_D,decreasing,0.032791,0.0,0.17452884352156123,0.171024742897669,0.1781877533330787,1200,100
B_per_window,align,mcr_window_D,decreasing,0.032791,0.2,0.1451416822751203,0.14264538488670978,0.14733313146584343,1200,100
B_per_window,align,mcr_window_D,decreasing,0.032791,0.4,0.11522335246069289,0.11406916529264995,0.11649110348735374,1200,100
B_per_window,align,mcr_window_D,decreasing,0.032791,0.5,0.10023156641491489,0.09909260171137099,0.10130268657821144,1200,100
B_per_window,align,mcr_window_D,decreasing,0.032791,0.6,0.08534567045933436,0.08437702182285353,0.08655978240663191,1200,100
B_per_window,align,mcr_window_D,decreasing,0.032791,0.8,0.05578558696958543,0.054002508215661604,0.057835114963542676,1200,100
