ticker,end,eps,filed,derived_q4,eps_prev,consecutive_prev,eps_lag4,seasonal_pair,level,eps_ttm
A,2024-04-30,1.05,2024-06-03,False,1.19,True,1.02,True,1.055,4.25
A,2024-07-31,0.97,2024-08-30,False,1.05,True,0.38,True,1.0625,4.84
A,2024-10-31,1.2300000000000004,2024-12-20,True,0.97,True,1.63,True,1.21,4.44
A,2025-01-31,1.12,2025-03-03,False,1.2300000000000004,True,1.19,True,1.11,4.370000000000001
A,2025-04-30,0.75,2025-06-02,False,1.12,True,1.05,True,1.0925000000000002,4.07
A,2025-07-31,1.18,2025-08-29,False,0.75,True,0.97,True,1.0175,4.28
A,2025-10-31,1.54,2025-12-22,True,1.18,True,1.2300000000000004,True,1.07,4.59
A,2026-01-31,1.08,2026-03-03,False,1.54,True,1.12,True,1.1475,4.55
A,2026-04-30,1.2,2026-06-01,False,1.08,True,0.75,True,1.1375,5.0
AAPL,2008-06-28,1.21,2009-07-22,False,,False,,False,,
AAPL,2008-12-27,2.54,2010-01-25,False,,False,,False,,
AAPL,2009-03-28,1.82,2010-04-21,False,2.54,True,,False,,
AAPL,2009-06-27,1.38,2009-07-22,False,1.82,True,,False,,
AAPL,2009-09-26,2.82,2010-10-27,False,1.38,True,,False,,
AAPL,2009-12-26,3.74,2010-01-25,False,2.82,True,2.54,True,2.14,9.76
AAPL,2010-03-27,3.39,2010-04-21,False,3.74,True,1.82,True,2.44,11.33
AAPL,2010-06-26,3.57,2010-07-21,False,3.39,True,1.38,True,2.8325,13.520000000000001
AAPL,2010-09-25,4.71,2010-10-27,False,3.57,True,2.82,True,3.3800000000000003,15.41
AAPL,2010-12-25,6.53,2011-01-19,False,4.71,True,3.74,True,3.8525,18.2
AAPL,2011-03-26,6.49,2011-04-21,False,6.53,True,3.39,True,4.55,21.299999999999997
AAPL,2011-06-25,7.89,2011-07-20,False,6.49,True,3.57,True,5.324999999999999,25.62
AAPL,2011-09-24,7.13,2011-10-26,False,7.89,True,4.71,True,6.405,28.04
AAPL,2011-12-31,14.03,2012-01-25,False,7.13,True,6.53,True,7.01,35.54
AAPL,2012-03-31,12.45,2012-04-25,False,14.03,True,6.49,True,8.885,41.5
AAPL,2012-06-30,9.42,2012-07-25,False,12.45,True,7.89,True,10.375,43.03
AAPL,2012-09-29,8.76,2012-10-31,False,9.42,True,7.13,True,10.7575,44.66
AAPL,2012-12-29,13.93,2013-01-24,False,8.76,True,14.03,True,11.165,44.559999999999995
AAPL,2013-03-30,10.16,2013-04-24,False,13.93,True,12.45,True,11.139999999999999,42.269999999999996
AAPL,2013-06-29,7.51,2013-07-24,False,10.16,True,9.42,True,10.567499999999999,40.35999999999999
AAPL,2013-09-28,8.31,2013-10-30,False,7.51,True,8.76,True,10.089999999999998,39.910000000000004
AAPL,2013-12-28,14.59,2014-01-28,False,8.31,True,13.93,True,9.977500000000001,40.57000000000001
AAPL,2014-03-29,11.69,2014-04-24,False,14.59,True,10.16,True,10.142500000000002,42.1
AAPL,2014-06-28,1.29,2014-07-23,False,11.69,True,7.51,True,10.525,35.879999999999995
AAPL,2014-09-27,1.43,2014-10-27,False,1.29,True,8.31,True,8.969999999999999,29.0
AAPL,2014-12-27,3.08,2015-01-28,False,1.43,True,14.59,True,7.25,17.490000000000002
AAPL,2015-03-28,2.34,2015-04-28,False,3.08,True,11.69,True,4.3725000000000005,8.14
AAPL,2015-06-27,1.86,2015-07-22,False,2.34,True,1.29,True,2.035,8.709999999999999
AAPL,2015-09-26,1.97,2015-10-28,False,1.86,True,1.43,True,2.1774999999999998,9.25
AAPL,2015-12-26,3.3,2016-01-27,False,1.97,True,3.08,True,2.3125,9.469999999999999
AAPL,2016-03-26,1.91,2016-04-27,False,3.3,True,2.34,True,2.3674999999999997,9.04
AAPL,2016-06-25,1.43,2016-07-27,False,1.91,True,1.86,True,2.26,8.61
AAPL,2016-09-24,1.68,2016-10-26,False,1.43,True,1.97,True,2.1525,8.32
AAPL,2016-12-31,3.38,2017-02-01,False,1.68,True,3.3,True,2.08,8.399999999999999
AAPL,2017-04-01,2.11,2017-05-03,False,3.38,True,1.91,True,2.0999999999999996,8.6
AAPL,2017-07-01,1.68,2017-08-02,False,2.11,True,1.43,True,2.15,8.85
AAPL,2017-09-30,2.08,2017-11-03,False,1.68,True,1.68,True,2.2125,9.25
AAPL,2017-12-30,3.92,2018-02-02,False,2.08,True,3.38,True,2.3125,9.79
AAPL,2018-03-31,2.75,2018-05-02,False,3.92,True,2.11,True,2.4475,10.43
AAPL,2018-06-30,2.36,2018-08-01,False,2.75,True,1.68,True,2.6075,11.11
AAPL,2018-09-29,2.94,2018-11-05,False,2.36,True,2.08,True,2.7775,11.969999999999999
AAPL,2018-12-29,4.22,2019-01-30,False,2.94,True,3.92,True,2.9924999999999997,12.27
AAPL,2019-03-30,2.47,2019-05-01,False,4.22,True,2.75,True,3.0675,11.99
AAPL,2019-06-29,2.2,2019-07-31,False,2.47,True,2.36,True,2.9975,11.830000000000002
AAPL,2019-09-28,3.05,2019-10-31,False,2.2,True,2.94,True,2.9575000000000005,11.940000000000001
AAPL,2019-12-28,5.04,2020-01-29,False,3.05,True,4.22,True,2.9850000000000003,12.76
AAPL,2020-03-28,2.58,2020-05-01,False,5.04,True,2.47,True,3.19,12.87
AAPL,2020-06-27,2.61,2020-07-31,False,2.58,True,2.2,True,3.2175,13.28
AAPL,2020-09-26,0.74,2020-10-30,False,2.61,True,3.05,True,3.32,10.97
AAPL,2020-12-26,1.7,2021-01-28,False,0.74,True,5.04,True,2.7425,7.63
AAPL,2021-03-27,1.41,2021-04-29,False,1.7,True,2.58,True,1.9075,6.46
AAPL,2021-06-26,1.31,2021-07-28,False,1.41,True,2.61,True,1.615,5.16
AAPL,2021-09-25,1.25,2021-10-29,True,1.31,True,0.74,True,1.29,5.67
AAPL,2021-12-25,2.11,2022-01-28,False,1.25,True,1.7,True,1.4175,6.08
AAPL,2022-03-26,1.54,2022-04-29,False,2.11,True,1.41,True,1.52,6.21
AAPL,2022-06-25,1.2,2022-07-29,False,1.54,True,1.31,True,1.5525,6.1000000000000005
AAPL,2022-09-24,1.3000000000000007,2022-10-28,True,1.2,True,1.25,True,1.5250000000000001,6.15
AAPL,2022-12-31,1.89,2023-02-03,False,1.3000000000000007,True,2.11,True,1.5375,5.930000000000001
AAPL,2023-04-01,1.53,2023-05-05,False,1.89,True,1.54,True,1.4825000000000002,5.920000000000001
AAPL,2023-07-01,1.27,2023-08-04,False,1.53,True,1.2,True,1.4800000000000002,5.99
AAPL,2023-09-30,1.4700000000000006,2023-11-03,True,1.27,True,1.3000000000000007,True,1.4975,6.16
AAPL,2023-12-30,2.19,2024-02-02,False,1.4700000000000006,True,1.89,True,1.54,6.460000000000001
AAPL,2024-03-30,1.53,2024-05-03,False,2.19,True,1.53,True,1.6150000000000002,6.460000000000001
AAPL,2024-06-29,1.4,2024-08-02,False,1.53,True,1.27,True,1.6150000000000002,6.59
AAPL,2024-09-28,0.9900000000000011,2024-11-01,True,1.4,True,1.4700000000000006,True,1.6475,6.11
AAPL,2024-12-28,2.41,2025-01-31,False,0.9900000000000011,True,2.19,True,1.5275,6.330000000000001
AAPL,2025-03-29,1.65,2025-05-02,False,2.41,True,1.53,True,1.5825000000000002,6.450000000000001
AAPL,2025-06-28,1.57,2025-08-01,False,1.65,True,1.4,True,1.6125000000000003,6.620000000000001
AAPL,2025-09-27,1.8599999999999994,2025-10-31,True,1.57,True,0.9900000000000011,True,1.6550000000000002,7.49
AAPL,2025-12-27,2.85,2026-01-30,False,1.8599999999999994,True,2.41,True,1.8725,7.93
AAPL,2026-03-28,2.02,2026-05-01,False,2.85,True,1.65,True,1.9825,8.299999999999999
AAPL,2026-06-27,2.03,2026-07-31,False,2.02,True,1.57,True,2.0749999999999997,8.759999999999998
ABT,2008-03-31,0.61,2011-02-18,False,,False,,False,,
ABT,2008-06-30,0.86,2009-08-07,False,0.61,True,,False,,
ABT,2008-09-30,0.7,2009-11-06,False,0.86,True,,False,,
ABT,2008-12-31,0.99,2011-02-18,False,0.7,True,,False,,
ABT,2009-03-31,0.93,2010-05-04,False,0.99,True,0.61,True,0.79,3.48
ABT,2009-06-30,0.83,2009-08-07,False,0.93,True,0.86,True,0.87,3.45
ABT,2009-09-30,0.95,2009-11-06,False,0.83,True,0.7,True,0.8625,3.7
ABT,2009-12-31,0.99,2011-02-18,False,0.95,True,0.99,True,0.925,3.7
ABT,2010-03-31,0.65,2010-05-04,False,0.99,True,0.93,True,0.925,3.4199999999999995
ABT,2010-06-30,0.83,2010-08-05,False,0.65,True,0.83,True,0.8549999999999999,3.42
ABT,2010-09-30,0.58,2010-11-05,False,0.83,True,0.95,True,0.855,3.0500000000000003
ABT,2010-12-31,0.93,2011-02-18,False,0.58,True,0.99,True,0.7625000000000001,2.99
ABT,2011-03-31,0.56,2011-05-06,False,0.93,True,0.65,True,0.7475,2.9
ABT,2011-06-30,1.24,2011-08-04,False,0.56,True,0.83,True,0.725,3.3100000000000005
ABT,2011-09-30,0.19,2011-11-04,False,1.24,True,0.58,True,0.8275000000000001,2.9200000000000004
ABT,2011-12-31,1.03,2012-02-21,False,0.19,True,0.93,True,0.7300000000000001,3.02
ABT,2012-03-31,0.79,2012-05-08,False,1.03,True,0.56,True,0.755,3.25
ABT,2012-06-30,1.09,2012-08-07,False,0.79,True,1.24,True,0.8125,3.0999999999999996
ABT,2012-09-30,1.22,2012-11-07,False,1.09,True,0.19,True,0.7749999999999999,4.13
ABT,2012-12-31,0.66,2013-02-15,False,1.22,True,1.03,True,1.0325,3.7600000000000002
ABT,2013-03-31,0.35,2013-05-08,False,0.66,True,0.79,True,0.9400000000000001,3.3200000000000003
ABT,2013-06-30,0.3,2013-08-06,False,0.35,True,1.09,True,0.8300000000000001,2.53
ABT,2013-09-30,0.62,2013-11-07,False,0.3,True,1.22,True,0.6325,1.9300000000000002
ABT,2013-12-31,0.38,2014-02-21,False,0.62,True,0.66,True,0.48250000000000004,1.65
ABT,2014-03-31,0.24,2014-05-07,False,0.38,True,0.35,True,0.4125,1.5399999999999998
ABT,2014-06-30,0.3,2014-08-05,False,0.24,True,0.3,True,0.38499999999999995,1.54
ABT,2014-09-30,0.36,2014-11-06,False,0.3,True,0.62,True,0.385,1.2799999999999998
ABT,2014-12-31,0.59,2015-02-27,False,0.36,True,0.38,True,0.31999999999999995,1.49
ABT,2015-03-31,1.52,2015-05-06,False,0.59,True,0.24,True,0.3725,2.77
ABT,2015-06-30,0.52,2015-08-04,False,1.52,True,0.3,True,0.6925,2.9899999999999998
ABT,2015-09-30,0.39,2015-11-05,False,0.52,True,0.36,True,0.7474999999999999,3.02
ABT,2015-12-31,0.51,2016-02-19,False,0.39,True,0.59,True,0.755,2.9400000000000004
ABT,2016-03-31,0.21,2016-05-04,False,0.51,True,1.52,True,0.7350000000000001,1.63
ABT,2016-06-30,0.41,2016-08-03,False,0.21,True,0.52,True,0.4075,1.52
ABT,2016-09-30,-0.22,2016-11-03,False,0.41,True,0.39,True,0.38,0.9099999999999999
ABT,2016-12-31,0.54,2017-02-17,False,-0.22,True,0.51,True,0.33749999999999997,0.9400000000000001
ABT,2017-03-31,0.24,2017-05-03,False,0.54,True,0.21,True,0.345,0.97
ABT,2017-06-30,0.16,2017-08-02,False,0.24,True,0.41,True,0.3525,0.7200000000000001
ABT,2017-09-30,0.34,2017-11-02,False,0.16,True,-0.22,True,0.29,1.28
ABT,2017-12-31,-0.48,2018-02-16,False,0.34,True,0.54,True,0.32,0.26
ABT,2018-03-31,0.24,2018-05-02,False,-0.48,True,0.24,True,0.305,0.26
ABT,2018-06-30,0.42,2018-08-01,False,0.24,True,0.16,True,0.305,0.52
ABT,2018-09-30,0.32,2018-10-31,False,0.42,True,0.34,True,0.37,0.5
ABT,2018-12-31,0.37,2019-02-22,False,0.32,True,-0.48,True,0.365,1.35
ABT,2019-03-31,0.38,2019-05-01,False,0.37,True,0.24,True,0.3375,1.4899999999999998
ABT,2019-06-30,0.57,2019-07-31,False,0.38,True,0.42,True,0.37249999999999994,1.6399999999999997
ABT,2019-09-30,0.54,2019-10-31,False,0.57,True,0.32,True,0.4099999999999999,1.8599999999999999
ABT,2019-12-31,0.59,2020-02-21,False,0.54,True,0.37,True,0.46499999999999997,2.08
ABT,2020-03-31,0.32,2020-04-29,False,0.59,True,0.38,True,0.52,2.0199999999999996
ABT,2020-06-30,0.3,2020-07-29,False,0.32,True,0.57,True,0.5049999999999999,1.75
ABT,2020-09-30,0.69,2020-11-04,False,0.3,True,0.54,True,0.4375,1.9
ABT,2020-12-31,1.21,2021-02-19,True,0.69,True,0.59,True,0.475,2.52
ABT,2021-03-31,1.0,2021-05-05,False,1.21,True,0.32,True,0.63,3.2
ABT,2021-06-30,0.67,2021-08-04,False,1.0,True,0.3,True,0.8,3.57
ABT,2021-09-30,1.18,2021-11-03,False,0.67,True,0.69,True,0.8925,4.06
ABT,2021-12-31,1.1200000000000006,2022-02-18,True,1.18,True,1.21,True,1.015,3.97
ABT,2022-03-31,1.38,2022-05-03,False,1.1200000000000006,True,1.0,True,0.9925,4.3500000000000005
ABT,2022-06-30,1.15,2022-08-02,False,1.38,True,0.67,True,1.0875000000000001,4.83
ABT,2022-09-30,0.82,2022-11-01,False,1.15,True,1.18,True,1.2075,4.470000000000001
ABT,2022-12-31,0.5900000000000003,2023-02-17,True,0.82,True,1.1200000000000006,True,1.1175000000000002,3.94
ABT,2023-03-31,0.75,2023-05-04,False,0.5900000000000003,True,1.38,True,0.985,3.31
ABT,2023-06-30,0.79,2023-08-03,False,0.75,True,1.15,True,0.8275,2.95
ABT,2023-09-30,0.82,2023-11-01,False,0.79,True,0.82,True,0.7375,2.95
ABT,2023-12-31,0.9199999999999999,2024-02-16,True,0.82,True,0.5900000000000003,True,0.7375,3.28
ABT,2024-03-31,0.7,2024-05-02,False,0.9199999999999999,True,0.75,True,0.82,3.2299999999999995
ABT,2024-06-30,0.74,2024-07-31,False,0.7,True,0.79,True,0.8074999999999999,3.1799999999999997
ABT,2024-09-30,0.94,2024-10-31,False,0.74,True,0.82,True,0.7949999999999999,3.3
ABT,2024-12-31,5.29,2025-02-21,True,0.94,True,0.9199999999999999,True,0.825,7.67
ABT,2025-03-31,0.76,2025-04-30,False,5.29,True,0.7,True,1.9175,7.7299999999999995
ABT,2025-06-30,1.02,2025-07-30,False,0.76,True,0.74,True,1.9324999999999999,8.01
ABT,2025-09-30,0.94,2025-10-29,False,1.02,True,0.94,True,2.0025,8.01
ABT,2025-12-31,1.0100000000000002,2026-02-20,True,0.94,True,5.29,True,2.0025,3.73
ABT,2026-03-31,0.62,2026-04-29,False,1.0100000000000002,True,0.76,True,0.9325,3.5900000000000003
ACGL,2009-06-30,2.52,2010-08-05,False,,False,,False,,
ACGL,2009-09-30,4.56,2010-11-08,False,2.52,True,,False,,
ACGL,2010-03-31,3.97,2011-05-09,False,,False,,False,,
ACGL,2010-06-30,4.65,2010-08-05,False,3.97,True,,False,,
ACGL,2010-09-30,2.89,2010-11-08,False,4.65,True,,False,,
ACGL,2010-12-31,1.59,2012-02-29,False,2.89,True,,False,,
ACGL,2011-03-31,0.43,2011-05-09,False,1.59,True,3.97,True,3.2750000000000004,9.56
ACGL,2011-06-30,0.7,2011-08-05,False,0.43,True,4.65,True,2.39,5.61
ACGL,2011-09-30,1.24,2011-11-08,False,0.7,True,2.89,True,1.4025,3.96
ACGL,2011-12-31,1.03,2012-02-29,False,1.24,True,1.59,True,0.99,3.4000000000000004
ACGL,2012-03-31,1.18,2012-05-10,False,1.03,True,0.43,True,0.8500000000000001,4.1499999999999995
ACGL,2012-06-30,1.58,2012-08-08,False,1.18,True,0.7,True,1.0374999999999999,5.03
ACGL,2012-09-30,1.36,2012-11-09,False,1.58,True,1.24,True,1.2575,5.15
ACGL,2012-12-31,0.1,2013-03-01,False,1.36,True,1.03,True,1.2875,4.22
ACGL,2013-03-31,1.92,2013-05-10,False,0.1,True,1.18,True,1.055,4.960000000000001
ACGL,2013-06-30,1.31,2013-08-09,False,1.92,True,1.58,True,1.2400000000000002,4.6899999999999995
ACGL,2013-09-30,0.83,2013-11-08,False,1.31,True,1.36,True,1.1724999999999999,4.16
ACGL,2013-12-31,1.19,2014-03-03,False,0.83,True,0.1,True,1.04,5.25
ACGL,2014-03-31,1.34,2014-05-12,False,1.19,True,1.92,True,1.3125,4.67
ACGL,2014-06-30,1.53,2014-08-08,False,1.34,True,1.31,True,1.1675,4.890000000000001
ACGL,2014-09-30,1.69,2014-11-07,False,1.53,True,0.83,True,1.2225000000000001,5.75
ACGL,2014-12-31,1.65,2015-02-27,False,1.69,True,1.19,True,1.4375,6.210000000000001
ACGL,2015-03-31,2.24,2015-05-08,False,1.65,True,1.34,True,1.5525000000000002,7.109999999999999
ACGL,2015-06-30,0.91,2015-08-07,False,2.24,True,1.53,True,1.7774999999999999,6.49
ACGL,2015-09-30,0.62,2015-11-09,False,0.91,True,1.69,True,1.6225,5.42
ACGL,2015-12-31,0.44,2016-02-26,False,0.62,True,1.65,True,1.355,4.210000000000001
ACGL,2016-03-31,1.24,2016-05-06,False,0.44,True,2.24,True,1.0525000000000002,3.21
ACGL,2016-06-30,1.7,2016-08-05,False,1.24,True,0.91,True,0.8025,4.0
ACGL,2016-09-30,2.05,2016-11-04,False,1.7,True,0.62,True,1.0,5.43
ACGL,2016-12-31,0.51,2017-03-01,False,2.05,True,0.44,True,1.3575,5.5
ACGL,2017-03-31,1.8,2017-05-05,False,0.51,True,1.24,True,1.375,6.06
ACGL,2017-06-30,1.29,2017-08-04,False,1.8,True,1.7,True,1.515,5.6499999999999995
ACGL,2017-09-30,-0.39,2017-11-03,False,1.29,True,2.05,True,1.4124999999999999,3.21
ACGL,2017-12-31,1.5,2018-02-28,False,-0.39,True,0.51,True,0.9975,4.199999999999999
ACGL,2018-03-31,1.01,2018-05-09,False,1.5,True,1.8,True,1.245,3.41
ACGL,2018-06-30,0.58,2018-08-08,False,1.01,True,1.29,True,1.0475,2.7
ACGL,2018-09-30,0.54,2018-11-09,False,0.58,True,-0.39,True,0.8700000000000001,3.63
ACGL,2018-12-31,0.31,2019-02-28,False,0.54,True,1.5,True,0.9075,2.44
ACGL,2019-03-31,1.09,2019-05-07,False,0.31,True,1.01,True,0.61,2.5200000000000005
ACGL,2019-06-30,1.14,2019-08-07,False,1.09,True,0.58,True,0.6300000000000001,3.08
ACGL,2019-09-30,0.95,2019-11-08,False,1.14,True,0.54,True,0.77,3.49
ACGL,2019-12-31,0.78,2020-02-28,False,0.95,True,0.31,True,0.8725,3.96
ACGL,2020-03-31,0.33,2020-05-08,False,0.78,True,1.09,True,0.99,3.2
ACGL,2020-06-30,0.72,2020-08-06,False,0.33,True,1.14,True,0.8,2.7800000000000002
ACGL,2020-09-30,1.01,2020-11-05,False,0.72,True,0.95,True,0.6950000000000001,2.84
ACGL,2020-12-31,1.32,2021-02-26,False,1.01,True,0.78,True,0.71,3.38
ACGL,2021-03-31,1.07,2021-05-06,False,1.32,True,0.33,True,0.845,4.12
ACGL,2021-06-30,1.67,2021-08-05,False,1.07,True,0.72,True,1.03,5.07
ACGL,2021-09-30,1.0,2021-11-04,False,1.67,True,1.01,True,1.2675,5.0600000000000005
ACGL,2021-12-31,1.5999999999999996,2022-02-25,True,1.0,True,1.32,True,1.2650000000000001,5.34
ACGL,2022-03-31,0.5,2022-05-04,False,1.5999999999999996,True,1.07,True,1.335,4.77
ACGL,2022-06-30,1.07,2022-08-03,False,0.5,True,1.67,True,1.1925,4.17
ACGL,2022-09-30,0.02,2022-11-03,False,1.07,True,1.0,True,1.0425,3.19
ACGL,2022-12-31,2.3099999999999996,2023-02-24,True,0.02,True,1.5999999999999996,True,0.7975,3.8999999999999995
ACGL,2023-03-31,1.92,2023-05-04,False,2.3099999999999996,True,0.5,True,0.9749999999999999,5.319999999999999
ACGL,2023-06-30,1.79,2023-08-02,False,1.92,True,1.07,True,1.3299999999999998,6.04
ACGL,2023-09-30,1.93,2023-11-09,False,1.79,True,0.02,True,1.51,7.949999999999999
ACGL,2023-12-31,6.3,2024-02-23,True,1.93,True,2.3099999999999996,True,1.9874999999999998,11.94
ACGL,2024-03-31,2.99,2024-05-09,False,6.3,True,1.92,True,2.985,13.01
ACGL,2024-06-30,3.38,2024-08-06,False,2.99,True,1.79,True,3.2525,14.600000000000001
ACGL,2024-09-30,2.62,2024-11-07,False,3.38,True,1.93,True,3.6500000000000004,15.29
ACGL,2024-12-31,2.4800000000000004,2025-02-27,True,2.62,True,6.3,True,3.8225,11.47
ACGL,2025-03-31,1.51,2025-05-07,False,2.4800000000000004,True,2.99,True,2.8675,9.99
ACGL,2025-06-30,3.3,2025-08-05,False,1.51,True,3.38,True,2.4975,9.91
ACGL,2025-09-30,3.63,2025-11-06,False,3.3,True,2.62,True,2.4775,10.92
ACGL,2025-12-31,3.3900000000000006,2026-02-26,True,3.63,True,2.4800000000000004,True,2.73,11.83
ACGL,2026-03-31,2.94,2026-05-05,False,3.3900000000000006,True,1.51,True,2.9575,13.26
ACGL,2026-06-30,3.05,2026-08-04,False,2.94,True,3.3,True,3.315,13.010000000000002
ADBE,2008-05-30,0.4,2009-06-26,False,,False,,False,,
ADBE,2008-08-29,0.36,2009-10-01,False,0.4,True,,False,,
ADBE,2009-02-27,0.3,2010-04-09,False,,False,,False,,
ADBE,2009-05-29,0.24,2009-06-26,False,0.3,True,,False,,
ADBE,2009-08-28,0.26,2009-10-01,False,0.24,True,,False,,
ADBE,2009-11-27,-0.06,2011-01-27,False,0.26,True,,False,,
ADBE,2010-03-05,0.24,2010-04-09,False,-0.06,True,0.3,True,0.21500000000000002,0.6799999999999999
ADBE,2010-06-04,0.28,2010-07-02,False,0.24,True,0.24,True,0.2,0.72
