scenario,seed,persona,acting_theta,return_net_pct,return_gross_pct,cost_drag_pct,turnover,trade_count,cost_paid,mcr_own_theta,coverage,oracle_switches
flat,0,ENTJ,0.065609,-32.15899557197632,-32.155449358816014,0.003546213160305456,0.1,1,0.5,0.0,0.765,1
flat,0,ENTJ,0.08,-31.493544445347133,-31.48966534017751,0.0038791051696236423,0.09999999999999991,1,0.49999999999999956,0.0,0.715,1
flat,0,ENTJ,0.12,-31.493544445347133,-31.48966534017751,0.0038791051696236423,0.09999999999999991,1,0.49999999999999956,0.0,0.585,1
flat,0,ENTJ,0.2,-30.478983889426846,-30.47459725021223,0.004386639214615684,0.1,1,0.5,0.0,0.385,1
flat,1,ISFJ,0.002,0.10858344510551454,0.39993818316594876,0.2913547380604342,5.894335159748202,33,29.471675798741003,0.0027942977509142894,0.93,28
flat,1,ISFJ,0.03,-2.0996603403858893,-2.0733948708258287,0.026265469560060595,0.5330142024225304,7,2.6650710121126515,0.003374458748310926,0.24,2
flat,1,ISFJ,0.032791,-1.8122817822366466,-1.7859189739442116,0.02636280829243498,0.5348594506962275,7,2.674297253481138,0.0037087877282205636,0.22,2
flat,1,ISFJ,0.046321,-4.19865188838201,-4.174754900071709,0.02389698831030085,0.49149709575038725,6,2.457485478751936,0.003541474262538258,0.145,2
flat,1,ISFJ,0.05,-4.19865188838201,-4.174754900071709,0.02389698831030085,0.49149709575038725,6,2.457485478751936,0.0036771055152793053,0.12,2
flat,1,ISFJ,0.065609,-4.715771038133665,-4.699481063170374,0.016289974963290987,0.34028057927811545,5,1.7014028963905772,0.003737322191445897,0.055,1
flat,1,ISFJ,0.08,-4.715771038133665,-4.699481063170374,0.016289974963290987,0.34028057927811545,5,1.7014028963905772,0.0019883031860215747,0.015,1
flat,1,ISFJ,0.12,-5.56528004917356,-5.56528004917356,0.0,0.0,0,0.0,,0.0,0
flat,1,ISFJ,0.2,-5.56528004917356,-5.56528004917356,0.0,0.0,0,0.0,,0.0,0
flat,1,INTJ,0.002,-9.000490741840828,-8.721098238983727,0.2793925028571014,5.80940567235467,44,29.047028361773343,0.0026711511206362754,0.93,28
flat,1,INTJ,0.03,-11.015607666220983,-10.98661625357119,0.02899141264979299,0.6228870236563429,15,3.1144351182817136,0.004020700473219032,0.24,2
flat,1,INTJ,0.032791,-10.793462491340033,-10.76519885838685,0.028263632953184015,0.6073542735258693,13,3.0367713676293464,0.0040265044791489395,0.22,2
flat,1,INTJ,0.046321,-13.00038612425184,-12.976923221268988,0.023462902982851475,0.5082707864088665,9,2.5413539320443324,0.0038524231550827294,0.145,2
flat,1,INTJ,0.05,-13.00038612425184,-12.976923221268988,0.023462902982851475,0.5082707864088665,9,2.5413539320443324,0.0036903992439873087,0.12,2
flat,1,INTJ,0.065609,-13.265932157082172,-13.24918587010263,0.016746286979541836,0.3685428839141163,8,1.8427144195705818,0.002790663267355195,0.055,1
flat,1,INTJ,0.08,-13.265932157082172,-13.24918587010263,0.016746286979541836,0.3685428839141163,8,1.8427144195705818,0.0013849897947385004,0.015,1
flat,1,INTJ,0.12,-13.913200122933922,-13.913200122933922,0.0,0.0,0,0.0,,0.0,0
flat,1,INTJ,0.2,-13.913200122933922,-13.913200122933922,0.0,0.0,0,0.0,,0.0,0
flat,1,ENTJ,0.002,-20.39759919792379,-20.16340358482681,0.23419561309697912,5.290068048947752,35,26.45034024473876,0.0021407025372465506,0.93,28
flat,1,ENTJ,0.03,-22.143554538918643,-22.121257889947586,0.02229664897105721,0.5022771189510374,6,2.5113855947551875,0.0021834672409632044,0.24,2
flat,1,ENTJ,0.032791,-21.87740031505089,-21.854944196275305,0.022456118775583178,0.5076059562123141,6,2.5380297810615704,0.0021757986993108476,0.22,2
flat,1,ENTJ,0.046321,-24.04277417035442,-24.021400870346287,0.021373300008132645,0.4720392053192608,5,2.360196026596304,0.001369787291281712,0.145,2
flat,1,ENTJ,0.05,-24.04277417035442,-24.021400870346287,0.021373300008132645,0.4720392053192608,5,2.360196026596304,0.0015120874604760924,0.12,2
flat,1,ENTJ,0.065609,-24.630368874889818,-24.617509926090964,0.012858948798854186,0.2999373346806358,4,1.499686673403179,0.0011610540976155922,0.055,1
flat,1,ENTJ,0.08,-24.630368874889818,-24.617509926090964,0.012858948798854186,0.2999373346806358,4,1.499686673403179,0.00019628371942546444,0.015,1
flat,1,ENTJ,0.12,-25.043760221281065,-25.043760221281065,0.0,0.0,0,0.0,,0.0,0
flat,1,ENTJ,0.2,-25.043760221281065,-25.043760221281065,0.0,0.0,0,0.0,,0.0,0
flat,2,ISFJ,0.002,10.726842971087303,10.870225393428413,0.14338242234111043,2.7590185425428766,19,13.795092712714382,0.003017669342354683,0.945,12
flat,2,ISFJ,0.03,10.650268315933364,10.686403016440703,0.0361347005073398,0.6982660064378091,14,3.4913300321890457,0.00320625702763584,0.43,3
flat,2,ISFJ,0.032791,10.9289008861289,10.965234375204446,0.036333489075545344,0.7020401478678319,14,3.510200739339159,0.003080574169927741,0.38,3
flat,2,ISFJ,0.046321,12.436542833609598,12.457184869316107,0.020642035706508466,0.40695873027765206,10,2.0347936513882603,0.0024979369903526767,0.145,2
flat,2,ISFJ,0.05,12.095792789297377,12.115442114679498,0.019649325382120608,0.3890733432105844,9,1.9453667160529222,0.0026924651867776313,0.11,2
flat,2,ISFJ,0.065609,10.769391715903854,10.78049944399817,0.011107728094316371,0.22284015478164151,2,1.1142007739082078,0.0020884365553257844,0.02,1
flat,2,ISFJ,0.08,7.846342786092619,7.846342786092619,0.0,0.0,0,0.0,,0.0,0
flat,2,ISFJ,0.12,7.846342786092619,7.846342786092619,0.0,0.0,0,0.0,,0.0,0
flat,2,ISFJ,0.2,7.846342786092619,7.846342786092619,0.0,0.0,0,0.0,,0.0,0
flat,2,INTJ,0.002,22.928488695464978,23.102586053678387,0.17409735821340888,3.2613390966919384,39,16.30669548345969,0.003483956066016018,0.945,12
flat,2,INTJ,0.03,22.756050574310738,22.805116147759218,0.04906557344848039,0.9325155745006963,23,4.662577872503482,0.0032189497156272008,0.43,3
flat,2,INTJ,0.032791,22.939633136892958,22.98534689657408,0.04571375968112079,0.8834029888958977,19,4.417014944479488,0.0031366040574436387,0.38,3
flat,2,INTJ,0.046321,24.45947256890515,24.48498888961115,0.025516320706000073,0.5158426501762734,14,2.579213250881367,0.0029674891805286795,0.145,2
flat,2,INTJ,0.05,24.228499094734456,24.253146818027062,0.024647723292606116,0.5018246955348505,13,2.5091234776742524,0.0034954898201275523,0.11,2
flat,2,INTJ,0.065609,23.417128860603988,23.43443459417973,0.01730573357574272,0.35923810624552854,7,1.7961905312276425,0.0013904152758801303,0.02,1
flat,2,INTJ,0.08,19.79064206609218,19.79139698040551,0.0007549143133296354,0.015098286266200285,1,0.07549143133100142,,0.0,0
flat,2,INTJ,0.12,19.79064206609218,19.79139698040551,0.0007549143133296354,0.015098286266200285,1,0.07549143133100142,,0.0,0
flat,2,INTJ,0.2,19.79064206609218,19.79139698040551,0.0007549143133296354,0.015098286266200285,1,0.07549143133100142,,0.0,0
flat,2,ENTJ,0.002,39.489189323827276,39.66865293053763,0.17946360671035677,3.2398143975567613,19,16.19907198778381,0.0022468351722692323,0.945,12
flat,2,ENTJ,0.03,39.33144941252624,39.37221312570212,0.04076371317587757,0.7645373757002563,8,3.8226868785012815,0.0025352789152318198,0.43,3
flat,2,ENTJ,0.032791,39.63002561669968,39.67087898814161,0.040853371441926356,0.7663940030857964,8,3.831970015428982,0.0024099260710632453,0.38,3
flat,2,ENTJ,0.046321,41.395066588642074,41.41943007414448,0.024363485502405524,0.48678891717524314,6,2.4339445858762154,0.0030268815298945683,0.145,2
flat,2,ENTJ,0.05,40.88858990294673,40.91263430408685,0.02404440114012374,0.4854034404852784,6,2.4270172024263923,0.003191603672855568,0.11,2
flat,2,ENTJ,0.065609,38.13573372119865,38.14749129777384,0.011757576575192275,0.24672833189429802,3,1.23364165947149,0.002863908918367006,0.02,1
flat,2,ENTJ,0.08,35.3085425374168,35.3085425374168,0.0,0.0,0,0.0,,0.0,0
flat,2,ENTJ,0.12,35.3085425374168,35.3085425374168,0.0,0.0,0,0.0,,0.0,0
flat,2,ENTJ,0.2,35.3085425374168,35.3085425374168,0.0,0.0,0,0.0,,0.0,0
flat,3,ISFJ,0.002,8.671752517179465,8.797594801968579,0.12584228478911363,2.4020915803746576,22,12.010457901873288,0.003409332308841417,0.98,10
flat,3,ISFJ,0.03,9.143501115152874,9.225764524333968,0.08226340918109365,1.575209026893807,20,7.876045134469036,0.003948447637859481,0.655,6
flat,3,ISFJ,0.032791,9.143501115152874,9.225764524333968,0.08226340918109365,1.575209026893807,20,7.876045134469036,0.0038018188712971392,0.63,6
flat,3,ISFJ,0.046321,8.45898842624122,8.517531656664602,0.05854323042338194,1.1132873468725728,15,5.5664367343628625,0.0033878756775025482,0.535,4
flat,3,ISFJ,0.05,5.098060525556236,5.132491197381461,0.03443067182522519,0.662371615940801,12,3.3118580797040047,0.003330668688689358,0.505,2
flat,3,ISFJ,0.065609,4.560471858348802,4.594993584165241,0.03452172581643875,0.6646863925826357,12,3.3234319629131788,0.00354689771268372,0.375,3
flat,3,ISFJ,0.08,5.524102126645469,5.558018834742473,0.033916708097003756,0.6517618513580524,12,3.2588092567902622,0.0038693102946782292,0.305,3
flat,3,ISFJ,0.12,8.088442732486701,8.109496378664339,0.02105364617763783,0.411794796282119,8,2.058973981410595,0.00264606806234412,0.05,2
flat,3,ISFJ,0.2,3.8194942488022576,3.8194942488022576,0.0,0.0,0,0.0,,0.0,0
flat,3,INTJ,0.002,14.90136853068449,15.047607723970158,0.14623919328566792,2.677159623750181,37,13.385798118750907,0.0034220950297694825,0.98,10
flat,3,INTJ,0.03,15.5062632161459,15.60746295508897,0.10119973894306966,1.8765659217463246,39,9.382829608731623,0.003351464723757166,0.655,6
flat,3,INTJ,0.032791,15.555205290260954,15.656443023342526,0.10123773308157169,1.8768582175689994,38,9.384291087844995,0.003413721450999059,0.63,6
flat,3,INTJ,0.046321,15.06822057662025,15.143301753753956,0.07508117713370588,1.3853088629832018,31,6.92654431491601,0.003993768950096509,0.535,4
flat,3,INTJ,0.05,11.631634953757564,11.681357702082806,0.049722748325242705,0.9373853942994461,28,4.686926971497231,0.004048175252221767,0.505,2
flat,3,INTJ,0.065609,11.165705208551735,11.213103732954742,0.047398524403007514,0.895548137595172,24,4.47774068797586,0.004023197449411292,0.375,3
flat,3,INTJ,0.08,12.180154487731155,12.226619169055919,0.046464681324764,0.8738763504915084,24,4.3693817524575405,0.0037211985015006273,0.305,3
flat,3,INTJ,0.12,14.76902726385303,14.796354336775487,0.027327072922457063,0.5296974049796384,14,2.648487024898192,0.0017787951433750671,0.05,2
flat,3,INTJ,0.2,9.548735622005665,9.548735622005665,0.0,0.0,0,0.0,,0.0,0
flat,3,ENTJ,0.002,22.29020024321551,22.425727764491832,0.13552752127632317,2.3690405954723093,19,11.845202977361547,0.0023931521596536978,0.98,10
flat,3,ENTJ,0.03,23.017305101580774,23.10635912696899,0.08905402538821505,1.5890427496611923,18,7.94521374830596,0.0026212946922683886,0.655,6
flat,3,ENTJ,0.032791,23.017305101580774,23.10635912696899,0.08905402538821505,1.5890427496611923,18,7.94521374830596,0.002608009565048092,0.63,6
flat,3,ENTJ,0.046321,22.496223720675236,22.5590913387919,0.06286761811666608,1.1220786220822228,14,5.610393110411113,0.0028871729992617735,0.535,4
flat,3,ENTJ,0.05,18.876096766515737,18.913315486166702,0.03721871965096568,0.7070871728837371,13,3.5354358644186856,0.00299738887264008,0.505,2
flat,3,ENTJ,0.065609,18.330419729737592,18.367627770339446,0.03720804060185401,0.7138833584067307,13,3.5694167920336533,0.0028573953999592792,0.375,3
flat,3,ENTJ,0.08,19.245102151323223,19.280856026487882,0.035753875164658666,0.6696356540354657,11,3.3481782701773284,0.002786461038644384,0.305,3
flat,3,ENTJ,0.12,22.1862114474362,22.210142775683472,0.023931328247272177,0.41425216741818166,6,2.0712608370909082,0.004533572279254425,0.05,2
flat,3,ENTJ,0.2,17.187724119610202,17.187724119610202,0.0,0.0,0,0.0,,0.0,0
flat,4,ISFJ,0.002,2.1880251971936104,2.3149963525044948,0.12697115531088432,2.549423207095677,24,12.747116035478387,0.0034675094223671744,0.96,11
flat,4,ISFJ,0.03,5.638858363123789,5.699429026100722,0.06057066297693314,1.2172214095330063,19,6.086107047665031,0.004106775051814626,0.405,5
flat,4,ISFJ,0.032791,5.465254387279828,5.525427566208818,0.060173178928990545,1.208901291081806,18,6.04450645540903,0.003323710274434087,0.37,5
flat,4,ISFJ,0.046321,1.7479169856971177,1.7832468806588064,0.0353298949616887,0.7220934896497151,16,3.610467448248575,0.003121523632649307,0.26,3
flat,4,ISFJ,0.05,0.6167598618444625,0.6421157306833125,0.025355868838849993,0.5195596180095862,13,2.5977980900479305,0.0031558420985617433,0.215,2
flat,4,ISFJ,0.065609,0.2661321294451513,0.27928419989962094,0.013152070454469644,0.267875583944723,12,1.3393779197236149,0.004189453023748702,0.17,1
flat,4,ISFJ,0.08,-0.032197983534354435,-0.024182350981138967,0.008015632553215468,0.15831484259853937,6,0.7915742129926968,0.0031166596501937425,0.15,1
flat,4,ISFJ,0.12,0.18013728599572953,0.18704507427309558,0.006907788277366045,0.13619158744329965,4,0.6809579372164982,0.004435419126125444,0.13,1
flat,4,ISFJ,0.2,0.9428363665816564,0.9502302356995562,0.007393869117899854,0.14366727439146224,4,0.7183363719573111,0.0027693163642618893,0.09,1
flat,4,INTJ,0.002,2.812971297856315,2.948434875584427,0.13546357772811213,2.7669808380534633,31,13.834904190267316,0.003382939570186107,0.96,11
flat,4,INTJ,0.03,6.14759200270536,6.214369656374807,0.06677765366944755,1.3754230530193212,27,6.877115265096606,0.0037397738114588923,0.405,5
flat,4,INTJ,0.032791,5.931828757630253,5.99676548277257,0.06493672514231719,1.3348330760272746,23,6.674165380136374,0.0035429501065941445,0.37,5
flat,4,INTJ,0.046321,2.000106491295117,2.036930913490176,0.03682442219505866,0.7758657437991784,18,3.8793287189958923,0.00320357174390837,0.26,3
flat,4,INTJ,0.05,0.8800304215390575,0.907514305118684,0.0274838835796265,0.5798339430259137,15,2.8991697151295686,0.0032599484495738104,0.215,2
flat,4,INTJ,0.065609,0.6060820531704758,0.6199815351048521,0.01389948193437629,0.28881584978221564,12,1.444079248911078,0.004641957093250978,0.17,1
flat,4,INTJ,0.08,0.1504405858620883,0.15835586719621375,0.007915281334125446,0.15490417706432316,6,0.7745208853216159,0.0032096232012618687,0.15,1
flat,4,INTJ,0.12,0.39734024143676105,0.40454705605512675,0.007206814618365698,0.14015976630736224,4,0.7007988315368111,0.005085683628282696,0.13,1
flat,4,INTJ,0.2,1.173221173767014,1.1812307636866803,0.008009589919666382,0.15138243936950657,4,0.7569121968475327,0.003169391471360262,0.09,1
flat,4,ENTJ,0.002,2.247854994541476,2.3680688772417247,0.12021388270024858,2.526186881994926,14,12.630934409974632,0.0009234094350259233,0.96,11
flat,4,ENTJ,0.03,5.112728181312609,5.163027436078438,0.05029925476582875,1.0509039285016628,7,5.254519642508314,0.0005341280149703418,0.405,5
flat,4,ENTJ,0.032791,4.905690866994505,4.95583261930963,0.050141752315124855,1.0460598237775347,7,5.230299118887673,0.0005719451539766798,0.37,5
flat,4,ENTJ,0.046321,1.0805873645421071,1.1062891453936796,0.025701780851572487,0.5544776509808164,3,2.772388254904082,0.00047654977365539056,0.26,3
flat,4,ENTJ,0.05,0.09483992028589405,0.11085342391250474,0.016013503626610692,0.3508467438544456,2,1.7542337192722282,0.0003796221005008731,0.215,2
flat,4,ENTJ,0.065609,-0.1477015269841675,-0.14307002823108483,0.0046314987530826635,0.1,1,0.5,0.0,0.17,1
flat,4,ENTJ,0.08,0.2143281993448376,0.2191408035137954,0.00481260416895779,0.1,1,0.5,0.0,0.15,1
flat,4,ENTJ,0.12,0.5112328836102353,0.5161940143846078,0.004961130774372435,0.1,1,0.5,0.0,0.13,1
flat,4,ENTJ,0.2,1.295169881637892,1.3005231769936065,0.0053532953557144936,0.1,1,0.5,0.0,0.09,1
flat,5,ISFJ,0.002,-4.105535429948959,-4.027432829713473,0.07810260023548565,1.574227208966191,16,7.871136044830956,0.0032601471688142244,0.985,7
flat,5,ISFJ,0.03,-1.499975149953059,-1.4490114865898462,0.050963663363212675,1.0141247470787924,10,5.070623735393964,0.0033282097930124144,0.505,5
flat,5,ISFJ,0.032791,-1.4703321665849534,-1.4192088682100423,0.05112329837491103,1.0170322329167374,10,5.085161164583688,0.003331818323800309,0.46,5
flat,5,ISFJ,0.046321,-0.9543643509176913,-0.9229674784818287,0.031396872435862644,0.6220391685213248,10,3.1101958426066236,0.003006292694061966,0.24,3
flat,5,ISFJ,0.05,-1.135541086012637,-1.107869153234331,0.02767193277830593,0.5495512700662344,7,2.747756350331172,0.0031841021771172435,0.215,3
flat,5,ISFJ,0.065609,-3.3106259578550956,-3.2938147516581417,0.016811206196953865,0.34016686915879224,5,1.700834345793961,0.0022490784873982596,0.1,2
flat,5,ISFJ,0.08,-4.272528742958204,-4.265087972968596,0.007440769989607965,0.15005941076787008,4,0.7502970538393503,0.0031807931058061233,0.05,1
flat,5,ISFJ,0.12,-3.6533977256227645,-3.6533977256227645,0.0,0.0,0,0.0,,0.0,0
flat,5,ISFJ,0.2,-3.6533977256227645,-3.6533977256227645,0.0,0.0,0,0.0,,0.0,0
flat,5,INTJ,0.002,-9.283737325804253,-9.199907679600694,0.0838296462035597,1.724122273234505,31,8.620611366172525,0.0034084318723622505,0.985,7
flat,5,INTJ,0.03,-6.961984954459299,-6.907622339090535,0.05436261536876419,1.10893670523419,20,5.54468352617095,0.0035433859834162478,0.505,5
flat,5,INTJ,0.032791,-6.991212124090684,-6.937741733160385,0.053470390930299594,1.0931574390941812,19,5.465787195470906,0.0036811115851917925,0.46,5
flat,5,INTJ,0.046321,-6.538045366413203,-6.5036122536551,0.034433112758103235,0.6946251655404805,17,3.4731258277024026,0.0033315113496544964,0.24,3
flat,5,INTJ,0.05,-6.809920414461845,-6.779578359793215,0.030342054668630603,0.616799429545116,14,3.0839971477255803,0.003405949690378784,0.215,3
flat,5,INTJ,0.065609,-8.825276340039146,-8.806588020028826,0.018688320010319615,0.3863251711304959,10,1.9316258556524795,0.0022277842050981377,0.1,2
flat,5,INTJ,0.08,-9.785001305831397,-9.777170661768398,0.007830644062998715,0.15947030435148435,4,0.7973515217574217,0.002443196458853952,0.05,1
flat,5,INTJ,0.12,-9.1334943140569,-9.1334943140569,0.0,0.0,0,0.0,,0.0,0
flat,5,INTJ,0.2,-9.1334943140569,-9.1334943140569,0.0,0.0,0,0.0,,0.0,0
flat,5,ENTJ,0.002,-16.888965408666568,-16.818581599501027,0.07038380916554132,1.3948618175970062,12,6.9743090879850325,0.0008844947165541525,0.985,7
flat,5,ENTJ,0.03,-14.822683389377744,-14.781976970726651,0.04070641865109259,0.86322699509615,8,4.31613497548075,0.0008177940366211688,0.505,5
flat,5,ENTJ,0.032791,-14.822683389377744,-14.781976970726651,0.04070641865109259,0.86322699509615,8,4.31613497548075,0.0007961826682493892,0.46,5
flat,5,ENTJ,0.046321,-14.477045067830552,-14.453400900407686,0.02364416742286579,0.5016832110092899,6,2.50841605504645,0.0005193422483598086,0.24,3
flat,5,ENTJ,0.05,-14.245345077542826,-14.22156020808336,0.02378486945946534,0.5047032665911252,6,2.5235163329556256,0.0004195921017499382,0.215,3
flat,5,ENTJ,0.065609,-16.29036150161842,-16.276822614225384,0.013538887393035992,0.2976175413279503,3,1.4880877066397515,1.9883892695596315e-06,0.1,2
flat,5,ENTJ,0.08,-17.159601991447417,-17.154959326227893,0.004642665219524389,0.1,1,0.5,0.0,0.05,1
flat,5,ENTJ,0.12,-16.440289765302417,-16.440289765302417,0.0,0.0,0,0.0,,0.0,0
flat,5,ENTJ,0.2,-16.440289765302417,-16.440289765302417,0.0,0.0,0,0.0,,0.0,0
flat,6,ISFJ,0.002,7.1288085520022415,7.306796196621046,0.17798764461880445,3.4564900189711114,31,17.282450094855562,0.003214925161721694,0.95,15
flat,6,ISFJ,0.03,7.660433988399018,7.722268070140426,0.06183408174140759,1.2102910833646192,23,6.051455416823096,0.0033476354211916816,0.48,5
flat,6,ISFJ,0.032791,8.952937252730564,9.016226886207246,0.06328963347668193,1.2260947900991235,23,6.130473950495617,0.0030980688457810375,0.445,5
flat,6,ISFJ,0.046321,8.381467982297487,8.41885632797541,0.037388345677923596,0.717221103265318,17,3.58610551632659,0.003329461123120717,0.345,3
flat,6,ISFJ,0.05,8.454795096159206,8.492177258484212,0.03738216232500591,0.7171653685120656,17,3.585826842560328,0.003315165927965515,0.335,3
flat,6,ISFJ,0.065609,6.9499253931931015,6.975502568327641,0.025577175134539054,0.490260056994759,15,2.4513002849737955,0.003477895278319604,0.3,2
flat,6,ISFJ,0.08,6.029266592214699,6.042642167845758,0.01337557563105829,0.24971182779111123,12,1.2485591389555557,0.003786725912454029,0.27,1
flat,6,ISFJ,0.12,6.5687430901015365,6.5817293376412955,0.012986247539759077,0.2445206786196085,11,1.2226033930980424,0.00336516469673613,0.19,1
flat,6,ISFJ,0.2,6.903944283954133,6.909808385399185,0.005864101445052228,0.20356542790440024,6,1.017827139522001,1.9403408543339218e-05,0.005,1
flat,6,INTJ,0.002,11.981796213051975,12.17316070682024,0.19136449376826548,3.6662517939573545,34,18.331258969786774,0.003783251650248936,0.95,15
flat,6,INTJ,0.03,12.483752949194482,12.552838382497677,0.06908543330319539,1.3418091923786768,26,6.709045961893384,0.0037134450792711527,0.48,5
flat,6,INTJ,0.032791,13.848437292465853,13.918960856036167,0.07052356357031364,1.350120101976276,25,6.750600509881379,0.0033030387258484273,0.445,5
flat,6,INTJ,0.046321,13.173130415647849,13.215824398021535,0.04269398237368627,0.8007513446626396,19,4.003756723313199,0.003273619727124753,0.345,3
flat,6,INTJ,0.05,13.29910910625447,13.342593192887842,0.04348408663337189,0.8213053829621978,21,4.106526914810989,0.0032422704724381084,0.335,3
flat,6,INTJ,0.065609,11.697024152627344,11.727294502852391,0.030270350225046982,0.5660875910717176,17,2.8304379553585877,0.0033910413050977795,0.3,2
flat,6,INTJ,0.08,10.831304545475673,10.848401812391195,0.01709726691552227,0.30344570489492245,14,1.5172285244746122,0.0037512371177789807,0.27,1
flat,6,INTJ,0.12,11.334970125469424,11.350528029146577,0.015557903677153817,0.27873406107287135,12,1.393670305364357,0.0038329903276915155,0.19,1
flat,6,INTJ,0.2,11.75227979371889,11.765572985991923,0.013293192273033938,0.2373623441911658,7,1.186811720955829,4.456111036604815e-05,0.005,1
flat,6,ENTJ,0.002,17.336955193561487,17.522015372773648,0.18506017921216156,3.5245058676987684,17,17.62252933849384,0.0005976399670844696,0.95,15
flat,6,ENTJ,0.03,17.706417408325326,17.76154695369161,0.05512954536628456,1.0660804613276609,6,5.330402306638304,0.00014932988979046222,0.48,5
flat,6,ENTJ,0.032791,19.04403820115881,19.100583646226976,0.056545445068167055,1.0685174064320009,6,5.342587032160004,0.00014192160954827412,0.445,5
flat,6,ENTJ,0.046321,18.783006546670734,18.81514072043371,0.03213417376297656,0.5955685253853576,4,2.9778426269267886,2.9969406074462363e-05,0.345,3
flat,6,ENTJ,0.05,18.873251874200548,18.905450916268208,0.03219904206765989,0.5959450333151286,4,2.9797251665756432,3.086401521101306e-05,0.335,3
flat,6,ENTJ,0.065609,17.31338202604329,17.333434089051213,0.020052063007923948,0.37521963837684214,4,1.8760981918842108,5.038368804369253e-06,0.3,2
flat,6,ENTJ,0.08,16.262796330117002,16.269279651298675,0.006483321181672608,0.1,1,0.5,0.0,0.27,1
flat,6,ENTJ,0.12,16.848469181864555,16.855245485963554,0.006776304098998764,0.1,1,0.5,0.0,0.19,1
flat,6,ENTJ,0.2,17.241141729146282,17.248114467736176,0.006972738589894334,0.09999999999999991,1,0.49999999999999956,0.0,0.005,1
flat,7,ISFJ,0.002,1.1467947393678068,1.3043260890446495,0.15753134967684268,2.9848450094468215,21,14.92422504723411,0.0027416282850261328,0.985,14
flat,7,ISFJ,0.03,2.304781275478973,2.355753756413903,0.0509724809349299,0.9894025409276401,11,4.947012704638201,0.003717278971485041,0.63,4
