Final_Value,Return_Pct,Max_Drawdown_Pct,Trade_Count,Rationality_Score,Avg_Buy_PE,MAS_Deviation,Avg_Cash_Pct,Cideal,Model,Persona,Agent_Type,Scenario,Seed,Crash_Discount,Status
10000.0,0.0,0.0,10,81.5,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,memory,bull_trap,42,0.92,PASS
11434.11,14.34,-8.75,147,89.0,16.0,0.4724,66.8,0.5,google/gemma-3-4b-it,INTJ,static,bull_trap,42,0.92,PASS
11738.43,17.38,-14.31,193,68.0,19.0,0.4452,50.6,0.5,google/gemma-3-4b-it,INTJ,memory,bull_trap,42,0.92,PASS
12066.85,20.67,-5.2,200,53.0,19.9,0.4122,44.5,0.2,google/gemma-3-4b-it,ENTJ,static,bull_trap,123,0.92,PASS
17738.61,77.39,-8.52,200,28.5,20.0,0.2195,9.6,0.2,google/gemma-3-4b-it,ENTJ,memory,bull_trap,123,0.92,PASS
10000.0,0.0,0.0,2,78.0,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,static,bull_trap,123,0.92,PASS
11188.8,11.89,-1.77,11,88.0,15.0,0.1007,89.9,1.0,google/gemma-3-4b-it,ISFJ,memory,bull_trap,123,0.92,PASS
12601.4,26.01,-4.2,131,78.5,17.8,0.447,55.7,0.5,google/gemma-3-4b-it,INTJ,static,bull_trap,123,0.92,PASS
12429.59,24.3,-4.54,173,64.0,19.0,0.4388,46.2,0.5,google/gemma-3-4b-it,INTJ,memory,bull_trap,123,0.92,PASS
11873.56,18.74,-7.08,200,56.5,19.7,0.4142,42.1,0.2,google/gemma-3-4b-it,ENTJ,static,bull_trap,456,0.92,PASS
18124.83,81.25,-7.26,200,28.5,20.4,0.2398,11.4,0.2,google/gemma-3-4b-it,ENTJ,memory,bull_trap,456,0.92,PASS
10000.0,0.0,0.0,5,81.0,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,static,bull_trap,456,0.92,PASS
10000.0,0.0,0.0,2,81.0,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,memory,bull_trap,456,0.92,PASS
11071.77,10.72,-3.29,112,83.0,17.6,0.4,63.9,0.5,google/gemma-3-4b-it,INTJ,static,bull_trap,456,0.92,PASS
11728.5,17.28,-6.98,188,63.0,19.3,0.4406,44.7,0.5,google/gemma-3-4b-it,INTJ,memory,bull_trap,456,0.92,PASS
13376.18,33.76,-5.29,200,61.0,18.5,0.4214,45.7,0.2,google/gemma-3-4b-it,ENTJ,static,bull_trap,789,0.92,PASS
19070.11,90.7,-5.79,200,34.0,19.9,0.2598,16.6,0.2,google/gemma-3-4b-it,ENTJ,memory,bull_trap,789,0.92,PASS
10000.0,0.0,0.0,5,81.0,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,static,bull_trap,789,0.92,PASS
10221.86,2.22,-0.05,9,80.5,27.2,0.0128,98.7,1.0,google/gemma-3-4b-it,ISFJ,memory,bull_trap,789,0.92,PASS
13604.37,36.04,-4.75,152,81.5,17.8,0.4331,63.2,0.5,google/gemma-3-4b-it,INTJ,static,bull_trap,789,0.92,PASS
13389.84,33.9,-5.1,191,65.5,18.6,0.4409,48.6,0.5,google/gemma-3-4b-it,INTJ,memory,bull_trap,789,0.92,PASS
11627.25,16.27,-10.23,199,67.0,18.8,0.4636,53.0,0.2,google/gemma-3-4b-it,ENTJ,static,bull_trap,999,0.92,PASS
17970.6,79.71,-14.08,200,34.0,19.6,0.2496,13.1,0.2,google/gemma-3-4b-it,ENTJ,memory,bull_trap,999,0.92,PASS
10000.0,0.0,0.0,13,77.5,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,static,bull_trap,999,0.92,PASS
9974.92,-0.25,-2.2,8,77.0,26.5,0.0343,96.6,1.0,google/gemma-3-4b-it,ISFJ,memory,bull_trap,999,0.92,PASS
11061.16,10.61,-9.45,134,78.0,20.8,0.4133,76.3,0.5,google/gemma-3-4b-it,INTJ,static,bull_trap,999,0.92,PASS
10795.95,7.96,-10.47,193,74.0,18.4,0.4306,61.0,0.5,google/gemma-3-4b-it,INTJ,memory,bull_trap,999,0.92,PASS
6358.08,-36.42,-50.59,200,95.0,12.8,0.209,8.7,0.2,google/gemma-3-4b-it,ENTJ,static,crash,42,0.85,PASS
6369.89,-36.3,-50.16,200,95.5,13.8,0.206,7.5,0.2,google/gemma-3-4b-it,ENTJ,static,crash,42,0.92,PASS
6014.1,-39.86,-50.01,200,94.5,14.3,0.2168,8.2,0.2,google/gemma-3-4b-it,ENTJ,static,crash,42,0.95,PASS
5980.51,-40.19,-50.65,200,100.0,12.8,0.1989,0.8,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,42,0.85,PASS
5966.05,-40.34,-50.21,200,100.0,13.8,0.1987,0.9,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,42,0.92,PASS
5967.18,-40.33,-50.01,200,99.5,14.3,0.198,1.2,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,42,0.95,PASS
9801.49,-1.99,-11.34,3,48.0,12.7,0.2297,77.0,1.0,google/gemma-3-4b-it,ISFJ,static,crash,42,0.85,PASS
9201.25,-7.99,-16.68,3,50.0,13.6,0.2827,71.7,1.0,google/gemma-3-4b-it,ISFJ,static,crash,42,0.92,PASS
9169.8,-8.3,-19.58,7,50.5,14.2,0.3634,63.7,1.0,google/gemma-3-4b-it,ISFJ,static,crash,42,0.95,PASS
9220.8,-7.79,-19.27,9,51.0,12.7,0.3806,61.9,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,42,0.85,PASS
8527.01,-14.73,-26.63,12,69.0,13.7,0.4681,53.2,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,42,0.92,PASS
9139.67,-8.6,-19.87,10,53.0,14.1,0.3939,60.6,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,42,0.95,PASS
6245.71,-37.54,-48.33,167,93.0,12.7,0.4891,8.3,0.5,google/gemma-3-4b-it,INTJ,static,crash,42,0.85,PASS
6379.39,-36.21,-46.95,156,88.0,13.8,0.4641,15.6,0.5,google/gemma-3-4b-it,INTJ,static,crash,42,0.92,PASS
6363.09,-36.37,-46.76,148,88.0,14.2,0.4474,19.4,0.5,google/gemma-3-4b-it,INTJ,static,crash,42,0.95,PASS
6194.25,-38.06,-49.79,198,95.0,12.8,0.4332,10.8,0.5,google/gemma-3-4b-it,INTJ,memory,crash,42,0.85,PASS
6421.57,-35.78,-49.3,194,97.0,13.8,0.433,8.4,0.5,google/gemma-3-4b-it,INTJ,memory,crash,42,0.92,PASS
6244.38,-37.56,-48.38,196,94.5,14.2,0.442,11.3,0.5,google/gemma-3-4b-it,INTJ,memory,crash,42,0.95,PASS
6616.68,-33.83,-42.56,200,97.5,12.7,0.1818,4.4,0.2,google/gemma-3-4b-it,ENTJ,static,crash,123,0.85,PASS
6325.28,-36.75,-42.24,200,99.0,13.8,0.191,2.7,0.2,google/gemma-3-4b-it,ENTJ,static,crash,123,0.92,PASS
6119.08,-38.81,-42.36,200,99.5,14.2,0.1949,2.2,0.2,google/gemma-3-4b-it,ENTJ,static,crash,123,0.95,PASS
6052.87,-39.47,-42.9,200,100.0,12.7,0.1986,1.1,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,123,0.85,PASS
6053.51,-39.46,-42.5,200,100.0,13.8,0.1988,1.1,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,123,0.92,PASS
6053.55,-39.46,-42.35,200,100.0,14.2,0.1986,1.1,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,123,0.95,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,static,crash,123,0.85,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,google/gemma-3-4b-it,ISFJ,static,crash,123,0.92,PASS
9507.69,-4.92,-6.29,1,45.5,14.2,0.1239,87.6,1.0,google/gemma-3-4b-it,ISFJ,static,crash,123,0.95,PASS
8849.96,-11.5,-14.29,4,57.0,12.7,0.2872,71.3,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,123,0.85,PASS
8534.07,-14.66,-17.0,4,85.0,13.5,0.357,64.3,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,123,0.92,PASS
8698.05,-13.02,-15.35,4,63.5,14.0,0.3277,67.2,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,123,0.95,PASS
6267.21,-37.33,-41.24,168,93.5,12.7,0.4878,7.9,0.5,google/gemma-3-4b-it,INTJ,static,crash,123,0.85,PASS
6277.49,-37.23,-40.7,168,93.5,13.7,0.4862,8.1,0.5,google/gemma-3-4b-it,INTJ,static,crash,123,0.92,PASS
6443.46,-35.57,-39.0,149,85.0,14.2,0.4863,16.6,0.5,google/gemma-3-4b-it,INTJ,static,crash,123,0.95,PASS
6347.11,-36.53,-42.25,193,99.0,12.7,0.4723,3.3,0.5,google/gemma-3-4b-it,INTJ,memory,crash,123,0.85,PASS
6319.12,-36.81,-41.7,195,99.0,13.8,0.4712,3.4,0.5,google/gemma-3-4b-it,INTJ,memory,crash,123,0.92,PASS
6144.08,-38.56,-41.21,198,99.0,14.2,0.4673,4.1,0.5,google/gemma-3-4b-it,INTJ,memory,crash,123,0.95,PASS
6201.43,-37.99,-42.29,200,99.5,12.7,0.1939,1.9,0.2,google/gemma-3-4b-it,ENTJ,static,crash,456,0.85,PASS
6082.49,-39.18,-43.09,200,100.0,13.8,0.1979,1.2,0.2,google/gemma-3-4b-it,ENTJ,static,crash,456,0.92,PASS
6165.09,-38.35,-42.36,199,99.0,14.2,0.1979,2.7,0.2,google/gemma-3-4b-it,ENTJ,static,crash,456,0.95,PASS
6080.61,-39.19,-43.73,200,100.0,12.7,0.1997,0.8,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,456,0.85,PASS
6082.01,-39.18,-43.34,200,100.0,13.8,0.1987,0.4,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,456,0.92,PASS
6094.86,-39.05,-43.15,200,100.0,14.2,0.1992,0.9,0.2,google/gemma-3-4b-it,ENTJ,memory,crash,456,0.95,PASS
9722.78,-2.77,-6.07,1,34.0,12.7,0.1006,89.9,1.0,google/gemma-3-4b-it,ISFJ,static,crash,456,0.85,PASS
9439.25,-5.61,-9.44,2,35.5,13.8,0.1743,82.6,1.0,google/gemma-3-4b-it,ISFJ,static,crash,456,0.92,PASS
9318.06,-6.82,-10.24,2,43.5,13.9,0.171,82.9,1.0,google/gemma-3-4b-it,ISFJ,static,crash,456,0.95,PASS
8823.92,-11.76,-14.49,5,56.0,12.8,0.2943,70.6,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,456,0.85,PASS
8705.78,-12.94,-16.02,3,55.5,13.5,0.2608,73.9,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,456,0.92,PASS
8652.06,-13.48,-15.68,3,55.5,14.1,0.2752,72.5,1.0,google/gemma-3-4b-it,ISFJ,memory,crash,456,0.95,PASS
