seed,topped,top_day,top_day_realised,top_day_offset,attempts,rejected,mania_days,max_x,peak_pv,cap_hits,cap_binding_share,post_top_drop,topped_panel_rule
230093,False,,,,1,0,144,0.34673609013818746,1.4144433905494835,56,0.3888888888888889,,
230094,False,,,,1,0,130,0.47141055867994575,1.6022526713979965,68,0.5230769230769231,,
230095,False,,,,1,0,94,0.37921584290858995,1.46113837806738,35,0.3723404255319149,,
230096,False,,,,1,0,129,0.4573827692842296,1.5799335185463645,72,0.5581395348837209,,
230097,False,,,,1,0,104,0.32903353490432274,1.389624455729408,30,0.28846153846153844,,
230098,False,,,,1,0,137,0.3110489371570495,1.3648560117248743,82,0.5985401459854015,,
230099,False,,,,1,0,108,0.3967917919701452,1.4870462828400544,62,0.5740740740740741,,
230100,False,,,,1,0,148,0.3629170992853516,1.4375166831410344,67,0.4527027027027027,,
230101,False,,,,1,0,139,0.4388432059134613,1.550912094477452,65,0.4676258992805755,,
230102,False,,,,1,0,130,0.3890524004252321,1.4755818704247357,67,0.5153846153846153,,
230103,True,160.0,118.0,-42.0,1,0,109,0.4020370441231095,1.4948667076767286,53,0.48623853211009177,-0.4589240888687529,True
230104,True,162.0,157.0,-5.0,1,0,97,0.46148046628443845,1.5864208899494932,20,0.20618556701030927,-0.4390946211904434,True
230105,False,,,,1,0,103,0.3012461427008131,1.3515419727904037,21,0.20388349514563106,,
230106,False,,,,1,0,141,0.40691965554192244,1.5021834087014443,80,0.5673758865248227,,
230107,True,133.0,134.0,1.0,1,0,70,0.39692634010743777,1.487246375608231,23,0.32857142857142857,-0.41830513838457617,True
230108,False,,,,1,0,144,0.44753341720608636,1.564448580547548,90,0.625,,
230109,False,,,,1,0,145,0.6244061173077579,1.8671367678900883,66,0.45517241379310347,,
230110,False,,,,1,0,109,0.4214519374066108,1.5241729535498572,55,0.5045871559633027,,
230111,True,192.0,192.0,0.0,1,0,102,0.3632043463267118,1.4379296648662223,35,0.3431372549019608,-0.20412322047190423,False
230112,False,,,,1,0,133,0.4879669105838595,1.6290009463905517,87,0.6541353383458647,,
230113,False,,,,1,0,135,0.4138459460501055,1.5126240832194813,80,0.5925925925925926,,
230114,False,,,,1,0,96,0.34722915595637893,1.4151409762008171,51,0.53125,,
230115,False,,,,1,0,138,0.3722008792627774,1.4509244126472793,82,0.5942028985507246,,
230116,False,,,,1,0,137,0.3507259140495263,1.420098043644174,59,0.4306569343065693,,
230117,True,163.0,142.0,-21.0,1,0,111,0.4129972929530262,1.5113409346575526,52,0.46846846846846846,-0.5028666567763906,True
230118,False,,,,1,0,121,0.41006463008942606,1.5069151740281475,74,0.6115702479338843,,
230119,False,,,,1,0,111,0.36546351058891213,1.4411818564108843,36,0.32432432432432434,,
230120,False,,,,1,0,138,0.4071394874339723,1.5025136728223483,87,0.6304347826086957,,
230121,False,,,,1,0,128,0.3985649574055109,1.4896854010146645,80,0.625,,
230122,False,,,,1,0,143,0.5042746637547557,1.655784084580185,84,0.5874125874125874,,
230123,False,,,,1,0,103,0.3762372448664162,1.4567927093681772,44,0.42718446601941745,,
230124,True,192.0,164.0,-28.0,2,1,133,0.3737484109546043,1.4531715024311695,65,0.48872180451127817,-0.3925700198834501,False
230125,False,,,,2,1,135,0.3797623145688036,1.4619370669931997,76,0.562962962962963,,
230126,True,174.0,175.0,1.0,1,0,121,0.49750040579936233,1.6446052828661257,69,0.5702479338842975,-0.4309729228281385,True
230127,True,192.0,188.0,-4.0,1,0,101,0.524633202150774,1.6898389054131249,50,0.49504950495049505,-0.28480083812037116,False
230128,False,,,,1,0,92,0.3527302845349167,1.42294730077876,41,0.44565217391304346,,
230129,False,,,,2,1,123,0.36500858758514704,1.4405263787390343,51,0.4146341463414634,,
230130,True,164.0,134.0,-30.0,1,0,98,0.3227929460993857,1.3809793841332312,29,0.29591836734693877,-0.4005674083582563,True
230131,False,,,,1,0,105,0.4227312557656779,1.5261241037967799,41,0.3904761904761905,,
230132,False,,,,2,1,130,0.3737210616097721,1.4531317596861206,57,0.43846153846153846,,
230133,False,,,,1,0,90,0.3604181921304782,1.4339289469930276,39,0.43333333333333335,,
230134,True,174.0,163.0,-11.0,1,0,120,0.3961619258992955,1.4861099377576656,46,0.38333333333333336,-0.5649234934497249,True
230135,False,,,,1,0,146,0.465980265427368,1.593575550505725,99,0.678082191780822,,
230136,False,,,,1,0,112,0.41945351349937926,1.5211300513976342,66,0.5892857142857143,,
230137,False,,,,1,0,92,0.3310713777472305,1.3924591793604733,31,0.33695652173913043,,
230138,False,,,,1,0,129,0.39118864238682727,1.4787374396637722,54,0.4186046511627907,,
230139,False,,,,1,0,112,0.34548522666392906,1.412675221075693,53,0.4732142857142857,,
230140,False,,,,1,0,117,0.35059637915600883,1.419914103308909,47,0.4017094017094017,,
230141,False,,,,2,1,93,0.38477337018034,1.4692813007501413,21,0.22580645161290322,,
230142,False,,,,1,0,129,0.4805235374380754,1.6169206991598994,58,0.4496124031007752,,
230143,False,,,,1,0,96,0.3954697159317533,1.485081593601985,45,0.46875,,
230144,True,192.0,184.0,-8.0,3,1,85,0.3327493565528827,1.3947976577610854,32,0.3764705882352941,-0.36981129759003917,False
230145,False,,,,1,0,137,0.46435227187357864,1.5909833304133525,68,0.49635036496350365,,
230146,False,,,,1,0,134,0.4326092952743836,1.5412739200434074,62,0.4626865671641791,,
230147,True,186.0,106.0,-80.0,1,0,135,0.3962721967596465,1.4862738214147082,46,0.34074074074074073,-0.43617880191715797,True
230148,True,199.0,164.0,-35.0,1,0,120,0.40026664251958594,1.492222534575194,59,0.49166666666666664,-0.2087661198342604,False
230149,False,,,,1,0,120,0.4338618753533207,1.5432056986529676,47,0.39166666666666666,,
230150,False,,,,1,0,123,0.44154474218598305,1.5551076043655743,50,0.4065040650406504,,
230151,False,,,,2,1,103,0.3067171102079647,1.3589564787748305,17,0.1650485436893204,,
230152,False,,,,2,1,111,0.3994518322906705,1.4910071516106824,57,0.5135135135135135,,
230153,True,193.0,172.0,-21.0,2,1,141,0.4460767257165084,1.5621713206496246,76,0.5390070921985816,-0.36705259139935686,False
230154,False,,,,1,0,98,0.3228938657716743,1.3811187591528375,42,0.42857142857142855,,
230155,False,,,,1,0,118,0.36592886452118767,1.4418526721261489,61,0.5169491525423728,,
230156,False,,,,1,0,107,0.3090983017488926,1.3621962701977224,39,0.3644859813084112,,
230157,False,,,,1,0,114,0.35884784263972275,1.4316789445088403,38,0.3333333333333333,,
230158,False,,,,1,0,126,0.42735961700380926,1.533203928798674,70,0.5555555555555556,,
230159,False,,,,1,0,135,0.44826522679242187,1.5655938780348486,82,0.6074074074074074,,
230160,False,,,,1,0,138,0.40333377998764797,1.496806412319761,72,0.5217391304347826,,
230161,False,,,,1,0,141,0.4814418604282118,1.618406236608363,92,0.6524822695035462,,
230162,False,,,,2,1,93,0.36575130836690467,1.4415966850373576,44,0.4731182795698925,,
230163,False,,,,1,0,102,0.34049106615984487,1.4056376822081342,54,0.5294117647058824,,
230164,True,152.0,149.0,-3.0,1,0,99,0.4655825229373944,1.5929418438326952,52,0.5252525252525253,-0.44020747192041854,True
230165,False,,,,1,0,129,0.387457664469807,1.473230582300965,65,0.5038759689922481,,
230166,True,198.0,191.0,-7.0,1,0,135,0.4804741377175577,1.6168408257021412,89,0.6592592592592592,-0.16554384911994002,False
230167,False,,,,1,0,92,0.3429513906978277,1.4091002648811009,26,0.2826086956521739,,
230168,False,,,,1,0,97,0.4152815305525336,1.514797142343146,47,0.4845360824742268,,
230169,True,167.0,167.0,0.0,2,1,116,0.7333769676648099,2.082099933135022,65,0.5603448275862069,-0.5128279553141872,True
230170,False,,,,1,0,109,0.42892038492597895,1.535598772720521,47,0.43119266055045874,,
230171,False,,,,1,0,97,0.30915330008972775,1.3622711907927105,31,0.31958762886597936,,
230172,False,,,,1,0,116,0.4325768178016251,1.5412238641745042,35,0.3017241379310345,,
230173,False,,,,1,0,129,0.38679397961424195,1.4722531458654946,55,0.4263565891472868,,
230174,False,,,,1,0,144,0.5213309001193993,1.6842677508434873,70,0.4861111111111111,,
230175,False,,,,1,0,145,0.3816504973956366,1.4647000791721816,69,0.47586206896551725,,
230176,True,178.0,175.0,-3.0,1,0,99,0.39345412184080314,1.4820912865523246,22,0.2222222222222222,-0.3382066821060772,False
230177,False,,,,1,0,94,0.4634714191598941,1.5895825254713223,20,0.2127659574468085,,
230178,False,,,,1,0,147,0.44719602351431026,1.5639208344994633,57,0.3877551020408163,,
230179,True,80.0,72.0,-8.0,1,0,15,0.3983667683837107,1.489390190976908,0,0.0,-0.4786381438444164,True
230180,False,,,,1,0,95,0.32112652038448225,1.3786800009834752,31,0.3263157894736842,,
230181,True,158.0,152.0,-6.0,3,1,70,0.38729325292037975,1.4729883860887383,15,0.21428571428571427,-0.4918666996028721,True
230182,True,177.0,169.0,-8.0,1,0,102,0.35046973166105244,1.4197342861316098,34,0.3333333333333333,-0.4906005882801251,True
230183,False,,,,1,0,94,0.35874963524414416,1.431538349952221,13,0.13829787234042554,,
230184,False,,,,3,1,92,0.32574505270081616,1.3850622059871176,31,0.33695652173913043,,
230185,False,,,,2,1,142,0.37602578895461153,1.4564846945044372,89,0.6267605633802817,,
230186,False,,,,1,0,119,0.4654141924712095,1.5926737257563708,56,0.47058823529411764,,
230187,True,136.0,137.0,1.0,1,0,66,0.3812207217313284,1.4640707219735343,13,0.19696969696969696,-0.4034573091591698,True
230188,False,,,,1,0,120,0.4013473911251413,1.4938361237836992,40,0.3333333333333333,,
230189,True,181.0,180.0,-1.0,1,0,125,0.39426773778944235,1.4832976303441303,73,0.584,-0.38313395171416886,False
230190,False,,,,1,0,121,0.3901948065414448,1.477268547430106,60,0.49586776859504134,,
230191,True,174.0,148.0,-26.0,1,0,120,0.40805278829899033,1.5038865466874543,69,0.575,-0.5014640614916985,True
230192,True,195.0,194.0,-1.0,1,0,122,0.5069155538974933,1.6601626075019056,64,0.5245901639344263,-0.25329294273843095,False
230193,False,,,,2,1,142,0.4536529013931734,1.57405155154458,94,0.6619718309859155,,
230194,False,,,,2,1,108,0.3037578668334914,1.354940940227119,22,0.2037037037037037,,
230195,False,,,,1,0,131,0.3930251002008703,1.4814555736950752,79,0.6030534351145038,,
230196,False,,,,1,0,136,0.42105013141866016,1.5235606547513483,55,0.40441176470588236,,
230197,False,,,,1,0,111,0.33454356659615275,1.3973024641293872,48,0.43243243243243246,,
230198,False,,,,1,0,141,0.444326377721367,1.5594393688411377,78,0.5531914893617021,,
230199,False,,,,1,0,150,0.33401699472484764,1.3965668776426448,83,0.5533333333333333,,
230200,False,,,,1,0,114,0.4733198493237572,1.6053147597105923,69,0.6052631578947368,,
230201,False,,,,1,0,94,0.6137188632947643,1.847288453879633,43,0.4574468085106383,,
230202,False,,,,2,1,121,0.40234141058614864,1.4953217642177212,36,0.2975206611570248,,
230203,True,200.0,190.0,-10.0,1,0,111,0.4395338522846771,1.5519835962593946,45,0.40540540540540543,-0.10636302398468922,False
230204,False,,,,2,1,106,0.4654400483857409,1.5927149063244788,56,0.5283018867924528,,
230205,False,,,,1,0,105,0.3802879640862255,1.4627057355143855,39,0.37142857142857144,,
230206,False,,,,2,1,126,0.45138575202521647,1.5704869837949376,76,0.6031746031746031,,
230207,True,193.0,173.0,-20.0,1,0,110,0.3607403058033118,1.4343909095109533,31,0.2818181818181818,-0.1923306057944807,False
230208,False,,,,1,0,124,0.42484567440819826,1.5293543829303726,38,0.3064516129032258,,
230209,False,,,,1,0,132,0.5162254254610361,1.6756906781679828,85,0.6439393939393939,,
230210,False,,,,1,0,94,0.3107363792051577,1.3644294817863567,35,0.3723404255319149,,
230211,False,,,,1,0,142,0.4537918123289238,1.5742702197058722,90,0.6338028169014085,,
230212,False,,,,1,0,99,0.3404952550629112,1.4056435703004637,20,0.20202020202020202,,
230213,False,,,,2,1,132,0.44603189390165204,1.5621012872440774,86,0.6515151515151515,,
230214,False,,,,1,0,121,0.34738042734265495,1.4153550627302383,65,0.5371900826446281,,
230215,False,,,,1,0,94,0.3963294660611275,1.486358941715637,30,0.3191489361702128,,
230216,False,,,,1,0,135,0.36081298129494627,1.4344951583636203,53,0.3925925925925926,,
230217,False,,,,1,0,111,0.3908501868643074,1.4782370374976763,32,0.2882882882882883,,
230218,False,,,,2,1,113,0.4958294908483351,1.6418595818656958,62,0.5486725663716814,,
230219,False,,,,1,0,149,0.5073905599032664,1.6609513820325175,92,0.6174496644295302,,
230220,False,,,,2,1,106,0.32358738976669094,1.3820769303712386,28,0.2641509433962264,,
230221,False,,,,1,0,113,0.3753325751854906,1.4554753891323013,57,0.504424778761062,,
230222,False,,,,1,0,113,0.37272066418564614,1.4516787773179023,59,0.5221238938053098,,
230223,False,,,,1,0,124,0.39338128194342825,1.481983335106746,70,0.5645161290322581,,
230224,False,,,,1,0,133,0.5181298155140246,1.678884887372119,72,0.5413533834586466,,
230225,False,,,,1,0,135,0.47959417582244507,1.615418693188039,78,0.5777777777777777,,
230226,False,,,,1,0,143,0.4616026156093593,1.5866146820257854,75,0.5244755244755245,,
230227,False,,,,1,0,116,0.4249125694292777,1.5294566925460205,62,0.5344827586206896,,
230228,True,152.0,145.0,-7.0,1,0,99,0.44459000353976935,1.559850531515164,47,0.47474747474747475,-0.5378718976145014,True
230229,False,,,,1,0,96,0.32941294738684296,1.3901517966274608,28,0.2916666666666667,,
230230,True,180.0,150.0,-30.0,2,1,85,0.34377539328081064,1.410261845646096,29,0.3411764705882353,-0.40295520464178103,True
230231,False,,,,3,1,142,0.45160348371257963,1.57082896580471,62,0.43661971830985913,,
230232,False,,,,1,0,147,0.43465768232753366,1.5444342813030822,60,0.40816326530612246,,
230233,False,,,,1,0,113,0.5350163307961326,1.7074761264710479,64,0.5663716814159292,,
230234,False,,,,1,0,122,0.4562617650148515,1.5781633986680794,76,0.6229508196721312,,
230235,False,,,,2,1,149,0.4515296815497177,1.5707130395074058,95,0.6375838926174496,,
230236,False,,,,2,1,112,0.36040517744127176,1.4339102849748788,54,0.48214285714285715,,
230237,True,200.0,145.0,-55.0,1,0,119,0.36454614855378425,1.439860377120238,70,0.5882352941176471,-0.28704770469896856,False
230238,False,,,,1,0,148,0.3807167992966947,1.4633331297510843,58,0.3918918918918919,,
230239,False,,,,1,0,92,0.39653839779543026,1.486669521711005,38,0.41304347826086957,,
230240,False,,,,1,0,145,0.4329295052743325,1.5417675303905327,67,0.46206896551724136,,
230241,False,,,,1,0,91,0.39456181459459594,1.4837338979172967,23,0.25274725274725274,,
230242,False,,,,1,0,137,0.4714005594297049,1.6022366501526863,85,0.6204379562043796,,
230243,False,,,,1,0,110,0.3446959911379403,1.4115607274613637,59,0.5363636363636364,,
230244,False,,,,1,0,149,0.46751410136330396,1.596021709475406,97,0.6510067114093959,,
230245,False,,,,1,0,102,0.4940660150668844,1.6389667537224057,30,0.29411764705882354,,
230246,False,,,,1,0,95,0.3498571031438094,1.4188647827894842,42,0.4421052631578947,,
230247,True,164.0,163.0,-1.0,1,0,79,0.3740142599079731,1.4535578779106388,18,0.22784810126582278,-0.47361972624054915,True
230248,True,199.0,187.0,-12.0,1,0,110,0.393585064591032,1.4822853683680024,49,0.44545454545454544,-0.07022066552353434,False
230249,False,,,,1,0,111,0.3718281573271462,1.4503837220616231,51,0.4594594594594595,,
230250,False,,,,1,0,113,0.3277083400587839,1.3877841522131271,59,0.5221238938053098,,
230251,False,,,,1,0,144,0.35520701974473173,1.4264759323996166,91,0.6319444444444444,,
230252,False,,,,1,0,132,0.42885791239173615,1.5355028429701274,78,0.5909090909090909,,
230253,False,,,,1,0,148,0.5060822719142971,1.658779800126148,80,0.5405405405405406,,
230254,False,,,,1,0,112,0.5093273416482541,1.664171399577593,59,0.5267857142857143,,
230255,True,194.0,166.0,-28.0,1,0,141,0.35369468566308887,1.424320254693701,62,0.4397163120567376,-0.2239339377419377,False
230256,False,,,,1,0,149,0.4268273905945362,1.5323881342899144,62,0.4161073825503356,,
230257,False,,,,1,0,98,0.48764269632839546,1.628472886668438,49,0.5,,
230258,False,,,,1,0,137,0.37133548829723856,1.4496693389119577,50,0.36496350364963503,,
230259,False,,,,1,0,145,0.4147487332253423,1.5139902774412872,59,0.4068965517241379,,
230260,False,,,,2,1,103,0.3747175647405929,1.4545805317672122,33,0.32038834951456313,,
230261,True,196.0,161.0,-35.0,1,0,133,0.4393455267811136,1.5516913456870887,88,0.6616541353383458,-0.17527949173027668,False
230262,True,131.0,132.0,1.0,1,0,71,0.302379521191417,1.353074649779012,13,0.18309859154929578,-0.4415369100550831,True
230263,False,,,,1,0,113,0.4291950163215813,1.5360205542691352,57,0.504424778761062,,
230264,False,,,,1,0,143,0.379725169410337,1.4618827641177288,74,0.5174825174825175,,
230265,False,,,,1,0,103,0.44671377410062163,1.5631668164209718,50,0.4854368932038835,,
230266,False,,,,1,0,139,0.349137216477395,1.417843728516683,61,0.43884892086330934,,
230267,True,189.0,182.0,-7.0,1,0,110,0.3697660427830904,1.4473959463205504,55,0.5,-0.4384347082571598,True
230268,True,171.0,172.0,1.0,1,0,93,0.45125588081103196,1.5702830359872524,9,0.0967741935483871,-0.47131406505291584,True
230269,False,,,,3,1,138,0.41310656938547086,1.5115060976271453,66,0.4782608695652174,,
230270,False,,,,1,0,119,0.35420725970972894,1.4250505114296974,42,0.35294117647058826,,
230271,False,,,,1,0,124,0.39316409862427215,1.4816615079960986,36,0.2903225806451613,,
230272,False,,,,1,0,104,0.45283189296546944,1.572759772308502,22,0.21153846153846154,,
230273,False,,,,1,0,128,0.4660180375431991,1.5936357443628217,83,0.6484375,,
230274,False,,,,2,1,142,0.33707875673365945,1.4008493857161468,71,0.5,,
230275,False,,,,1,0,112,0.3369644085016597,1.400689210223659,48,0.42857142857142855,,
230276,False,,,,1,0,113,0.34905334807044774,1.417724821208225,67,0.5929203539823009,,
230277,False,,,,1,0,91,0.38353170802634196,1.4674580819105805,41,0.45054945054945056,,
230278,False,,,,1,0,99,0.3273331594963285,1.3872635802346833,19,0.1919191919191919,,
230279,False,,,,2,1,124,0.4194829922445831,1.521174893063776,63,0.5080645161290323,,
230280,False,,,,1,0,95,0.33850666550388564,1.402851099632093,34,0.35789473684210527,,
230281,False,,,,4,1,148,0.4619306216238807,1.5871351865438574,76,0.5135135135135135,,
230282,True,168.0,169.0,1.0,1,0,90,0.3547279633732268,1.4257927336738192,31,0.34444444444444444,-0.3421252134767859,False
230283,False,,,,1,0,125,0.4937441299159288,1.6384392795590772,72,0.576,,
230284,False,,,,1,0,133,0.41698283386861007,1.5173764652277462,68,0.5112781954887218,,
230285,False,,,,1,0,107,0.4502935023234626,1.5687725563171737,48,0.4485981308411215,,
230286,False,,,,2,1,114,0.42563899419064694,1.5305681313984045,66,0.5789473684210527,,
230287,False,,,,1,0,101,0.3360908591826381,1.3994661733871787,47,0.46534653465346537,,
230288,False,,,,1,0,112,0.517716751575101,1.6781915437750186,65,0.5803571428571429,,
