seed,attempts,rejected,det_len,panic_len,front_load,delta,D_V,delta_end,setup_len,mode,trunc,rv_calm,depth,duration,ep_peak_rel_event,rise,onset_lag_before_event,realised_det_len,decay_half_life,stress_spell
220010,1,0,19,44,0.0972058560622798,0.6999190950443045,0.22671489193577987,0.7716729045625272,107,v21,,0.0004837796024999147,,,,,,,,
220011,1,0,3,53,0.5184956643629544,0.6031527644856863,0.14216792856232974,0.8280364117058433,100,v21,,0.0004743560964557854,-0.5822378112691424,64.0,-12.0,20.0,0.0,12.0,13.0,21.0
220012,1,0,18,68,0.2967480675451059,0.702081314817277,0.11172743997460424,1.0,104,v21,panic_len,0.00048795481929660443,,,,,,,,
220013,1,0,12,92,0.1697819375130612,0.6830264807601525,0.2178691558525124,0.9183393035024661,79,v21,,0.0003520616207101818,,,,,,,,
220014,1,0,5,16,0.40806840554528334,0.6138492235282197,0.1651154020408862,0.8011581559289872,92,v21,,0.0003400841288784807,-0.5208855464190416,105.0,-86.0,103.0,80.0,6.0,13.0,23.0
220015,1,0,14,48,0.38118011115412176,0.9102099204325594,0.2611866168998986,1.0,50,v21,,0.0003236023567266387,-0.6397926066290395,107.0,-43.0,52.0,16.0,27.0,9.0,25.0
220016,2,1,26,70,0.5584351566747533,0.7648394273500887,0.257632883702249,0.8704228134765299,88,v21,,0.0004141980982318565,,,,,,,,
220017,1,0,12,16,0.4364726776771023,0.6213095416733844,0.11943264880145912,0.777831097897077,79,v21,,0.0005161731824815095,-0.5436166060911887,61.0,-40.0,59.0,24.0,16.0,6.0,21.0
220018,1,0,9,89,0.44167563825554096,0.6674231906824116,0.13998968522329888,0.9920620675984136,50,v21,,0.00028442141700742586,,,,,,,,
220019,1,0,14,45,0.24228711931407831,0.8145005597104498,0.19181597594508557,0.8950125196697606,110,v21,,0.0005419904940935464,,,,,,,,
220020,1,0,9,97,0.25065072017468,0.7538852855613225,0.29334050088523667,0.9001245869362549,71,v21,,0.0003029696037166524,-0.68576291131536,100.0,-33.0,95.0,9.0,24.0,10.0,54.0
220021,1,0,5,80,0.2066479878120995,0.6929506223047895,0.11530081449902088,0.9723113348944376,59,v21,,0.00024467203331142955,-0.5150881189642732,101.0,-60.0,58.0,32.0,28.0,29.0,71.0
220022,1,0,19,20,0.30132951475507846,0.894422238479102,0.2529899603956526,0.9526078408894988,95,v21,,0.00039060385042735376,-0.47147526420665076,74.0,-41.0,71.0,31.0,10.0,17.0,21.0
220023,1,0,22,85,0.5484566754116393,0.6912141736576664,0.2205105450493171,0.8259095146383465,77,v21,,0.0003334051152405101,,,,,,,,
220024,1,0,14,58,0.2624862145033289,0.716212282579147,0.10781060625171675,0.9581723816522406,85,v21,,0.0003319824819629946,-0.6461047681974424,17.0,10.0,26.0,-19.0,9.0,15.0,25.0
220025,1,0,3,61,0.2942128163968511,0.839904081092218,0.21497452065575104,0.8981797165562354,79,v21,,0.0003459572688762708,-0.4945048036358892,113.0,-53.0,71.0,7.0,46.0,17.0,56.0
220026,1,0,5,93,0.44898114145037177,0.5578617069054705,0.16515688171979886,0.8769692365450178,72,v21,,0.0005923782683479672,-0.5057590084163369,41.0,-1.0,26.0,-2.0,3.0,27.0,74.0
220027,1,0,20,53,0.11763112899545751,0.7055228465761588,0.10342686926039349,0.8740531088591977,72,v21,,0.0002946070943791003,-0.33490081768601254,118.0,-47.0,65.0,27.0,20.0,56.0,65.0
220028,1,0,15,45,0.12518508647753407,0.7853193758215948,0.19099884175436926,0.9320372150773855,60,v21,,0.000289062044352815,-0.3959772400430529,113.0,-3.0,42.0,-7.0,10.0,20.0,39.0
220029,1,0,19,24,0.511125115954562,0.6878652585496192,0.1095114526149076,0.9956658783643975,80,v21,,0.00037928078865328137,-0.4447324927494233,67.0,-35.0,79.0,25.0,10.0,19.0,39.0
220030,1,0,12,29,0.3510529279339947,0.5656697522305025,0.13541294388152103,0.7620851929154395,101,v21,,0.00042800091028010183,,,,,,,,
220031,1,0,12,68,0.5683367064285971,0.7391133174096022,0.22572861334362518,0.8340219480726863,110,v21,panic_len,0.00033946133903080185,-0.518391921123416,77.0,-10.0,58.0,-1.0,11.0,13.0,28.0
220032,2,1,12,18,0.32480317167188744,0.8214474119611778,0.1911303632991206,1.0,98,v21,,0.0005929391095638867,,,,,,,,
220033,1,0,22,57,0.2726126935003315,0.6379575455324062,0.17048960040630617,0.9306113955250614,89,v21,,0.00035772634423966455,-0.6329884263704717,76.0,-1.0,34.0,-7.0,8.0,7.0,68.0
220034,1,0,12,48,0.3210935684917784,0.7027751855704729,0.14456215983225476,0.9901605145906571,73,v21,,0.00022137073701851052,-0.5027705038132206,76.0,-33.0,64.0,24.0,9.0,21.0,100.0
220035,1,0,10,77,0.5589764089108797,0.6584283913729746,0.2470821581678292,0.9197043934538949,103,v21,panic_len,0.00027939518647349386,,,,,,,,
220036,1,0,14,40,0.5416696785529515,0.7957584253074933,0.22144759246791063,0.9402211568732309,67,v21,,0.00034416305884743434,,,,,,,,
220037,1,0,5,54,0.2797244304518281,0.851138466336045,0.25211058759535276,0.9562588052065263,53,v21,,0.00044105947942554526,-0.40797518089700724,49.0,-11.0,71.0,-1.0,12.0,5.0,64.0
220038,1,0,5,79,0.1438038861871401,0.758737271292304,0.1476376318529357,0.8655134753794438,98,v21,,0.00035523732784539547,,,,,,,,
220039,1,0,26,30,0.37338101537660745,0.9651686915414263,0.2966840132174978,0.9834338818174233,55,v21,,0.0008397568896100589,-0.5476875457106953,68.0,-8.0,71.0,4.0,4.0,15.0,39.0
220040,1,0,26,82,0.19212003439898168,0.7831288542968924,0.23869693401244627,0.9962098212878637,82,v21,panic_len,0.000405388681467975,-0.5799180811304696,88.0,17.0,82.0,-24.0,7.0,,62.0
220041,1,0,26,26,0.21887837293943946,0.5859044490826444,0.11423558695431112,0.9600539672789205,69,v21,,0.0004611116199420732,-0.5650126713272838,109.0,-19.0,50.0,0.0,19.0,19.0,74.0
220042,1,0,11,58,0.1940522693824355,0.813005445967306,0.16175494124376702,0.9080847059802969,98,v21,,0.0003495786149371398,-0.49350056646913376,44.0,-4.0,48.0,-3.0,7.0,12.0,45.0
220043,1,0,6,97,0.4688375571229371,0.660463575324697,0.23467477083213728,0.9470837032833117,80,v21,,0.00043107881044209255,-0.5193092081747129,105.0,-3.0,24.0,-2.0,5.0,9.0,105.0
220044,1,0,24,65,0.1625540489486078,0.6077954157500001,0.10523772639922768,0.841465241337065,101,v21,panic_len,0.00037112119565942104,-0.5299994969449706,72.0,-21.0,52.0,-3.0,24.0,17.0,21.0
220045,1,0,22,74,0.45869024833902416,0.7265500879716315,0.2981869096182431,0.873149405109467,58,v21,,0.00042577247163638553,-0.4039929490880936,97.0,-59.0,114.0,34.0,25.0,6.0,21.0
220046,1,0,17,20,0.2619603290009827,0.8166460627147687,0.24869793321187397,0.9866432795876969,50,v21,,0.0005364591290132859,-0.40344542085071033,36.0,-1.0,33.0,-5.0,6.0,11.0,21.0
220047,1,0,16,43,0.3113173599122678,0.6320870503370354,0.13804968702773016,0.7940877022757893,74,v21,,0.00028697522618334183,-0.5277674720677665,123.0,-65.0,92.0,48.0,17.0,36.0,46.0
220048,1,0,15,18,0.3550692644209121,0.802150414225683,0.20658792550926605,0.9235584138290819,69,v21,,0.0003110128167278128,-0.48802316998475215,35.0,-5.0,34.0,-2.0,7.0,21.0,34.0
220049,1,0,6,84,0.2260638933029422,0.8254182900982355,0.17737663752150132,0.9734371897594271,100,v21,panic_len,0.0003299356954479026,,,,,,,,
220050,2,1,17,48,0.3813811797346502,0.663984089207154,0.271763592636932,0.9646405685005348,73,v21,,0.0002487775175212824,-0.6858159018451254,124.0,-73.0,116.0,63.0,10.0,19.0,45.0
220051,1,0,21,15,0.5505571282538061,0.6135778584573627,0.15714310182184077,0.8298579505882057,107,v21,,0.000623883003043505,-0.5368959373733715,62.0,-27.0,46.0,6.0,21.0,5.0,46.0
220052,1,0,25,50,0.11567467510314539,0.6623127550135542,0.2445723472185242,0.9309845512624018,110,v21,,0.000378917027868106,,,,,,,,
220053,1,0,14,34,0.45030886164430545,0.6803118332216127,0.20192178909835043,0.9038001269961904,55,v21,,0.00047849012666351484,-0.5390131524295051,52.0,-16.0,42.0,5.0,11.0,20.0,27.0
220054,1,0,3,53,0.40773865914380775,0.8076371800817357,0.2908019103796995,0.9710162930816705,107,v21,,0.0005120574143818123,,,,,,,,
220055,1,0,12,55,0.4761348921067394,0.6114268543711403,0.2308124847918099,0.8826429401720125,96,v21,,0.00033785718309741803,-0.6912024427421097,18.0,48.0,2.0,-50.0,2.0,17.0,19.0
220056,1,0,8,54,0.19147336666166587,0.7303232161210177,0.19265048853109507,1.0,104,v21,,0.00031764001404835113,,,,,,,,
220057,1,0,4,49,0.22801533190642947,0.758791811375438,0.2559006741850268,0.8832688011414622,83,v21,,0.0009183815121984646,-0.7597247133403239,70.0,-61.0,88.0,51.0,10.0,26.0,47.0
220058,1,0,17,101,0.2590391922827885,0.608374312419717,0.20969011582868685,0.7472648939283115,63,v21,,0.00030246291851103056,,,,,,,,
220059,1,0,15,85,0.2178430831276476,0.6441709467850772,0.1510425171462009,0.7917427565447699,87,v21,,0.000286283584391201,,,,,,,,
220060,1,0,10,85,0.3325942312373791,0.6122135531545402,0.1815541374000057,0.8919168399182502,64,v21,,0.00026674168915117235,,,,,,,,
220061,1,0,17,74,0.14098260074466223,0.8089269598406131,0.25707452694861876,0.9306879343148755,85,v21,,0.0003284436767895694,-0.5639398887274858,98.0,-13.0,63.0,-1.0,14.0,21.0,67.0
220062,1,0,17,80,0.3628285361933063,0.5994206482349727,0.18371585124997675,0.7556578376167202,93,v21,,0.0005510355578159018,-0.7002064150120281,89.0,-41.0,119.0,39.0,2.0,21.0,57.0
220063,1,0,10,67,0.29251866620194833,0.8091332956756208,0.29053638027053275,0.903171251850937,79,v21,,0.00030903621100283185,-0.5803317863978933,76.0,-3.0,65.0,-1.0,4.0,16.0,32.0
220064,1,0,26,85,0.34567697695381305,0.8872672400521098,0.23453265084010125,0.9457766572515807,79,v21,,0.0003171336708023974,-0.5686888720003118,114.0,-4.0,89.0,-16.0,20.0,,85.0
220065,1,0,4,66,0.21355961959830333,0.6864232224880367,0.17021051430408268,0.9091452977363954,101,v21,,0.00028145232157200526,,,,,,,,
220066,1,0,6,72,0.412164811966214,0.8815387696663208,0.21947691034157432,0.9509402118309881,58,v21,,0.0003971003468112703,-0.4400525971525924,82.0,-1.0,34.0,-1.0,2.0,15.0,117.0
220067,1,0,6,29,0.4635235304275697,0.825308000075822,0.18813543669827393,0.8795443057845872,69,v21,,0.00022486137178801414,-0.41964838355871914,68.0,-27.0,47.0,-3.0,30.0,14.0,106.0
220068,1,0,21,65,0.48067057494642496,0.632354378312064,0.16044551651031796,0.9945158617089501,104,v21,,0.0004518088773929906,-0.6682217486692261,106.0,-31.0,87.0,13.0,18.0,,59.0
220069,1,0,14,72,0.12371856848075756,0.8995897064304451,0.2765148243413037,0.946771740575591,104,v21,panic_len,0.0005839545173443813,-0.395502832063369,50.0,34.0,26.0,-36.0,2.0,28.0,54.0
220070,1,0,15,77,0.5669235799045703,0.793984096686779,0.16124168582608356,0.9729093764000406,84,v21,,0.00029512459846885527,-0.4999743661733421,108.0,-28.0,79.0,-3.0,31.0,16.0,68.0
220071,1,0,26,83,0.2806726453139681,0.778646374514897,0.2700051259659746,0.8587041726521535,81,v21,panic_len,0.0005330074883445268,-0.5269533169237947,68.0,-13.0,53.0,-5.0,18.0,37.0,56.0
220072,1,0,6,78,0.2784194313866667,0.5852264561012896,0.10822020363429113,0.7794449092316109,106,v21,,0.0010485824181580496,-0.5491390489471807,68.0,13.0,20.0,-15.0,2.0,16.0,67.0
220073,1,0,13,58,0.36969272789678354,0.6320063327572207,0.11526999712927491,0.9172618748249173,104,v21,,0.00025305840844338725,-0.5503707130334623,34.0,16.0,49.0,-19.0,3.0,17.0,38.0
220074,1,0,7,20,0.4718749739585634,0.6723923538945265,0.1431689126835995,0.8030067752346939,77,v21,,0.00028079539065111066,,,,,,,,
220075,1,0,7,100,0.5735609839212984,0.7622906054052114,0.26194650721088364,0.8952714342813488,77,v21,,0.0002908303706136742,-0.4728250179117176,43.0,-13.0,86.0,-1.0,14.0,12.0,21.0
220076,1,0,16,82,0.40930834607422034,0.6885069063758783,0.2419691843873205,0.8501479574105327,58,v21,,0.00047120447865925337,,,,,,,,
220077,1,0,19,63,0.30781972904011484,0.7939002742116512,0.1643987526465944,0.8425487095469522,99,v21,,0.0008366188849245384,,,,,,,,
220078,1,0,15,49,0.13685427317700366,0.782307838243944,0.14530441411222944,0.9784942633794388,56,v21,,0.00020271713738163237,-0.3587885491308299,65.0,-4.0,109.0,-12.0,16.0,,98.0
220079,1,0,5,23,0.5312948520367037,0.5868720586046636,0.13619828024560493,0.9722961705019635,62,v21,,0.0006890683479713179,-0.5087715877952039,30.0,-3.0,19.0,0.0,3.0,20.0,128.0
220080,1,0,13,41,0.11773236217841372,0.8090617530269534,0.22678561801473965,0.9107546466999077,105,v21,,0.00029411395527133895,-0.4475480856244498,83.0,-38.0,76.0,22.0,16.0,13.0,69.0
220081,1,0,15,15,0.4598358145170457,0.6736929275363561,0.13913114155215328,0.8483286198907762,52,v21,,0.00016992703515695076,-0.39580365829938635,57.0,-27.0,37.0,-2.0,29.0,8.0,21.0
220082,1,0,10,36,0.4090442005124874,0.796683830808349,0.18597099937758532,0.9504210796647601,75,v21,,0.0007084171371648317,-0.7046262859054684,26.0,18.0,11.0,-19.0,1.0,18.0,105.0
220083,1,0,22,34,0.09490214124200627,0.7633349751094529,0.28419390896268154,0.8263649726350205,52,v21,,0.0003055460177089892,,,,,,,,
220084,1,0,14,58,0.5001450426519556,0.7890226273901549,0.21154854420284958,0.991566111831921,88,v21,,0.00028975999725160877,-0.4373823325884747,103.0,-64.0,94.0,60.0,4.0,20.0,34.0
220085,1,0,20,87,0.09445265302857239,0.6007372833131313,0.14163272321119308,0.8552277815275661,73,v21,,0.00040892132457037256,,,,,,,,
220086,1,0,15,65,0.5111046703656854,0.6214765096576796,0.16606492856817262,0.8209368848405324,110,v21,panic_len,0.00035624930391569014,,,,,,,,
220087,1,0,22,15,0.37129085159995445,0.8701471323138115,0.2589898567496741,0.9089514283314674,105,v21,,0.0003781250902086517,-0.467066982169586,63.0,-9.0,22.0,-3.0,12.0,21.0,73.0
220088,1,0,13,101,0.22513168396839528,0.5952369566947777,0.2218177378574921,0.7085846746515237,59,v21,,0.0005130221032624101,,,,,,,,
220089,1,0,21,46,0.5247175915021745,0.8024334980388796,0.14222001349123442,0.9729498804141108,103,v21,,0.0003951616848127943,-0.4608362520600924,77.0,-10.0,61.0,-5.0,15.0,16.0,23.0
220090,1,0,23,79,0.504410518997557,0.6085845574471822,0.11412637605481842,0.7850560907891799,88,v21,panic_len,0.0003898676080686583,-0.6480250698657842,82.0,-26.0,80.0,19.0,7.0,,75.0
220091,1,0,10,71,0.4236728868391643,0.665014478064013,0.2155650409296813,0.9182633323484533,109,v21,panic_len,0.0003958265412193443,-0.8268093486916223,34.0,19.0,27.0,-21.0,2.0,4.0,32.0
220092,1,0,22,39,0.14867432661863245,0.8063724027124104,0.224745237244758,0.9269152974717224,94,v21,,0.00035856549451104987,-0.46139619772519247,104.0,-53.0,134.0,41.0,12.0,4.0,30.0
220093,1,0,22,42,0.48883705387934356,0.7598623906965604,0.2878338491259129,0.8391944707638614,68,v21,,0.0002737978535724765,-0.602193729640794,62.0,-3.0,61.0,-2.0,5.0,18.0,34.0
220094,1,0,12,44,0.34514386794928736,0.9078805582024381,0.2618287511596421,0.9591723166855136,68,v21,,0.0006372288611072626,-0.5791605813172467,47.0,-2.0,58.0,-3.0,5.0,4.0,23.0
220095,1,0,11,64,0.16690365501505142,0.7835516443105179,0.25242924077648365,0.9150211308632625,72,v21,,0.0007438442374985783,-0.4760527574528589,66.0,-9.0,29.0,-6.0,15.0,9.0,115.0
220096,1,0,10,77,0.10935103628018378,0.601914449787255,0.13433822251264013,0.7541267455532604,103,v21,,0.0004487367206225694,,,,,,,,
220097,1,0,26,23,0.5420657715555319,0.752456957504828,0.23940590223968128,0.8306173214426482,82,v21,,0.00040674547930068033,,,,,,,,
220098,1,0,23,22,0.5408892712781966,0.9013632125548416,0.25583626388205244,0.9613062851343499,78,v21,,0.00029467259476580003,,,,,,,,
220099,1,0,6,15,0.5077005708722389,0.7289176265595966,0.2559195968849235,0.9796425109056308,56,v21,,0.0006205745512001332,-0.5441336146929818,35.0,-13.0,31.0,6.0,7.0,7.0,90.0
220100,1,0,11,23,0.11945855864652749,0.7437607646320707,0.11391969613074347,0.9105933220277918,91,v21,,0.00033944729316776864,-0.5315817487503309,58.0,-24.0,41.0,10.0,14.0,17.0,27.0
220101,1,0,7,23,0.27303514383198363,0.79319280728557,0.19558117502193273,0.9252862512968812,75,v21,,0.0004606067785588237,-0.5650226787444199,98.0,-40.0,62.0,32.0,8.0,23.0,92.0
220102,1,0,4,81,0.10551879585263144,0.8076126319294171,0.2746511428840271,0.9685212002162702,105,v21,panic_len,0.00033195853562548346,-0.47887354428746354,50.0,-3.0,62.0,-1.0,4.0,20.0,76.0
220103,1,0,17,43,0.36051235536435783,0.6522204465827774,0.17112108631217915,0.77206242933405,72,v21,,0.00022938376937022527,-0.5947920715362622,93.0,-37.0,42.0,3.0,34.0,18.0,70.0
220104,1,0,24,82,0.3243861919175947,0.5624097946808119,0.133751318874946,0.7168845706414697,84,v21,panic_len,0.00031649323050159664,-0.5881667498782346,106.0,-11.0,86.0,-12.0,23.0,,76.0
220105,1,0,16,26,0.12650934280157977,0.8065938241701196,0.1898662425279659,0.8633048267741672,82,v21,,0.00032006414817515997,,,,,,,,
220106,1,0,8,75,0.2227070225621583,0.6088783305817879,0.16949198783686079,0.8702641663184696,106,v21,,0.00046828303320325503,-0.5822954007180612,89.0,-34.0,99.0,27.0,7.0,10.0,28.0
220107,1,0,16,68,0.329276949119055,0.7584454820893746,0.17353704990045737,0.9629381699026011,60,v21,,0.0004405596523673101,-0.56516351605736,60.0,24.0,14.0,-28.0,4.0,2.0,55.0
220108,1,0,26,78,0.5640066412002237,0.5801772136022783,0.1362279266456517,0.7284231153120568,86,v21,panic_len,0.0002206509110645459,-0.5346289988021491,73.0,0.0,69.0,-3.0,3.0,19.0,30.0
220109,1,0,23,40,0.5143470500414375,0.626873646539005,0.15735133980133603,1.0,82,v21,,0.000546462768959479,-0.5575635867846456,108.0,-55.0,85.0,38.0,17.0,27.0,37.0
220110,1,0,5,35,0.1727329713283317,0.7742929373975355,0.29882950747344844,0.9527945527595753,62,v21,,0.00042476323951605774,,,,,,,,
220111,1,0,13,96,0.19157409302638373,0.8201506272257054,0.23840248931816307,0.919484341262886,66,v21,,0.00039616597336333777,-0.484778776144158,81.0,0.0,32.0,-4.0,4.0,20.0,87.0
220112,1,0,6,32,0.43242912095003927,0.7095942869601938,0.1118152730817243,0.8937613987936552,104,v21,,0.00030697875139514257,-0.4879590506006225,37.0,-12.0,23.0,-4.0,16.0,18.0,29.0
220113,1,0,12,30,0.4048562682271166,0.6341473760196304,0.19782365956239079,0.8311030644614034,108,v21,,0.000619833467985441,-0.7345496649558825,106.0,-65.0,111.0,62.0,3.0,12.0,61.0
220114,1,0,17,23,0.25270403664789215,0.9129502387983027,0.25024195822324313,0.9755487162223903,84,v21,,0.000365295583490106,-0.3488902173749834,35.0,-1.0,21.0,-8.0,9.0,17.0,23.0
220115,1,0,7,34,0.17613801823013814,0.5851154659904807,0.1388275180749364,0.8437664883880995,89,v21,,0.0009148021742547819,-0.564100942441255,62.0,-30.0,9.0,16.0,14.0,12.0,21.0
220116,1,0,15,35,0.3609796392359768,0.6299541242034838,0.24128294685528331,0.8237795930824562,61,v21,,0.0004797068556854792,-0.6009451774622818,88.0,-43.0,68.0,32.0,11.0,17.0,115.0
220117,1,0,14,64,0.3964927102346314,0.5438470209297981,0.10139909231137555,0.9005319999711154,105,v21,,0.00027252721205363296,,,,,,,,
220118,1,0,5,69,0.5068962851536469,0.6781994347271162,0.10521955500966558,0.9995155090680382,109,v21,,0.00039742157978164713,-0.38682816992258306,28.0,-19.0,39.0,10.0,9.0,13.0,56.0
220119,1,0,24,25,0.4093287067216239,0.7461486452112613,0.29099108674800567,0.9517322309231449,81,v21,,0.00048411977087492106,-0.47570888523657295,53.0,-5.0,81.0,-6.0,11.0,,77.0
220120,1,0,9,18,0.30438621783701775,0.8801008731441547,0.2891163770564934,0.9861845436335178,94,v21,,0.001523853596496007,-0.6648369130431839,115.0,-89.0,120.0,86.0,3.0,13.0,60.0
220121,1,0,11,52,0.4281797474291327,0.8597539821347427,0.2160483077925442,1.0,56,v21,,0.0001566273538872342,-0.4272138847320839,102.0,-49.0,90.0,25.0,24.0,10.0,89.0
220122,1,0,5,101,0.41403346965940185,0.5940341583242997,0.22143156227914124,0.7036021263007248,64,v21,,0.0010375699036451204,,,,,,,,
220123,1,0,3,94,0.33134675564915844,0.5942356901573471,0.18537918413692583,0.9288136709469897,86,v21,,0.00041428501049042246,-0.6475183697731955,89.0,-6.0,93.0,-1.0,7.0,13.0,21.0
220124,1,0,21,73,0.5139228716408131,0.7343348183599482,0.12229204591584278,0.9608904501571022,96,v21,panic_len,0.0004515983900898964,,,,,,,,
220125,1,0,17,72,0.1653517532011357,0.6434038366820491,0.23411687679507912,0.9438544881194297,101,v21,panic_len,0.0004891717543927315,,,,,,,,
220126,1,0,17,19,0.35092884123406676,0.6059536035496262,0.22935876923393475,0.7093777121973136,63,v21,,0.0003082760622625998,,,,,,,,
220127,1,0,19,25,0.5628826285857313,0.7273578002964445,0.1486129996970515,0.8885456037630899,60,v21,,0.0003079731444521406,-0.4924011199382805,62.0,-32.0,63.0,23.0,9.0,14.0,37.0
220128,1,0,18,64,0.5301767476150839,0.669719697140421,0.23373739029362556,0.8645937177479195,76,v21,,0.0002782968386223085,-0.5603689009894155,79.0,-5.0,54.0,-1.0,6.0,25.0,74.0
220129,1,0,23,74,0.20271511875469922,0.966866189386073,0.29257264367491814,0.9949786340168354,69,v21,,0.0003355385063639202,-0.3690186731699667,62.0,-15.0,47.0,-4.0,19.0,20.0,72.0
220130,1,0,18,62,0.2787115509711807,0.6637405598756987,0.12415932508267169,0.9674104194870068,93,v21,,0.0004079109764166866,-0.5286201911695231,76.0,-1.0,59.0,-10.0,11.0,21.0,66.0
220131,1,0,13,64,0.402613082023365,0.7600647174510692,0.18385075498726994,0.8925887588545633,71,v21,,0.0005546046233777519,-0.6216509011516951,96.0,1.0,109.0,-6.0,5.0,2.0,52.0
220132,1,0,5,58,0.22611928919940766,0.8761339846495504,0.2871164058025636,0.991488303170696,97,v21,,0.0005227265222781907,-0.5773155526892113,120.0,-95.0,94.0,68.0,27.0,20.0,38.0
220133,1,0,7,17,0.22099694336452524,0.9095706509363861,0.26355008785024003,0.9730192657509317,80,v21,,0.00018887907370623538,-0.47809497191080197,119.0,-6.0,65.0,-2.0,8.0,17.0,108.0
220134,1,0,4,88,0.5178155429516539,0.6804177980520572,0.16399426077653287,0.9456483471011738,98,v21,panic_len,0.0006205516834638895,-0.5031638668131606,71.0,-7.0,90.0,-1.0,8.0,,64.0
220135,1,0,26,61,0.3758612340027155,0.8216753117226814,0.25315195671695473,0.9263861853475506,89,v21,,0.00034914704415917356,,,,,,,,
220136,1,0,6,85,0.3703248618245012,0.8045230349820053,0.16782827011378126,0.8815490551993403,99,v21,panic_len,0.000430308209010187,-0.48742947066972964,99.0,-69.0,101.0,60.0,9.0,11.0,61.0
220137,2,1,8,33,0.16461820549794237,0.7681947361790329,0.20710776139324094,0.9079998665499974,77,v21,,0.0009101571814168205,-0.6140983291995739,79.0,-50.0,71.0,42.0,8.0,15.0,25.0
220138,1,0,11,65,0.17483432435596358,0.5716659561511598,0.1602438926643151,0.8476397419808617,87,v21,,0.00037826267820338996,-0.6364044036717474,109.0,-32.0,62.0,24.0,8.0,46.0,66.0
220139,1,0,7,53,0.1996286984605697,0.737849324475298,0.22949166864859563,0.8590042934799343,101,v21,,0.0006618565157239189,-0.47222455658585427,54.0,-1.0,24.0,-2.0,3.0,11.0,63.0
220140,1,0,14,70,0.4811993496078436,0.5938436153074916,0.18025587429509468,0.8781806591679581,66,v21,,0.00024705976140695565,-0.5439680686177826,107.0,-8.0,47.0,-1.0,9.0,19.0,84.0
220141,1,0,14,34,0.5581805536255788,0.6308709392674409,0.16270097630461974,0.8955253485144534,110,v21,,0.0008519626029557724,,,,,,,,
220142,1,0,7,69,0.47262601440435315,0.6969832188776399,0.16172128756783213,0.988958573151693,104,v21,,0.00027999338272684867,-0.44364464235763645,126.0,-52.0,108.0,40.0,12.0,17.0,62.0
220143,1,0,6,72,0.5043622463965476,0.7537724672682662,0.1390834097180242,0.8190588863244086,79,v21,,0.0008992462557558612,-0.653233549593358,20.0,24.0,1.0,-25.0,1.0,35.0,36.0
220144,1,0,3,16,0.23294400488056827,0.6945238507770751,0.22380412397510807,0.9186796311043807,53,v21,,0.000710613432085834,-0.5622286407835289,64.0,-45.0,58.0,38.0,7.0,14.0,115.0
220145,1,0,16,16,0.5648057302819116,0.6263051947033822,0.1564135062290612,0.9927721044670216,105,v21,,0.0004427103441077845,-0.6598916473707215,67.0,-39.0,57.0,23.0,16.0,17.0,25.0
220146,1,0,24,58,0.4299412345875685,0.6787825475510767,0.127871404489634,0.9279069945819063,99,v21,,0.0003225850887635213,-0.4559735603755899,84.0,-41.0,80.0,36.0,5.0,31.0,49.0
220147,1,0,18,21,0.3645606407762537,0.5354106404884461,0.11319612021983581,0.8567108425899808,74,v21,,0.0003788650857347541,-0.483363001803527,33.0,5.0,17.0,-19.0,14.0,11.0,97.0
