seed,attempts,rejected,det_len,panic_len,front_load,delta,D_V,delta_end,setup_len,mode,trunc,rv_calm,depth,duration,ep_peak_rel_event,rise,onset_lag_before_event,realised_det_len,decay_half_life,stress_spell
220014,1,0,17,16,0.5,0.7,0.23177134145707617,0.7976731030613292,92,v2,,0.0003400841288784807,,,,,,,,
220015,1,0,27,36,0.5,0.7,0.22069766646147645,0.9417799253498479,50,v2,,0.0003236023567266387,-0.6865904622055783,102.0,-43.0,71.0,16.0,27.0,19.0,120.0
220016,1,0,16,18,0.5,0.7,0.21670836955202508,0.8304164022898158,69,v2,,0.0003273054659029245,-0.37988214827730793,54.0,-24.0,32.0,-2.0,26.0,12.0,21.0
220017,1,0,24,16,0.5,0.7,0.24346935671600337,0.7291489732021886,79,v2,,0.0005161731824815095,-0.571569701295205,78.0,-40.0,63.0,24.0,16.0,20.0,24.0
220018,1,0,22,62,0.5,0.7,0.24561214396841777,0.7599845278349483,50,v2,,0.00028442141700742586,-0.4954340399109912,78.0,-42.0,70.0,27.0,15.0,15.0,46.0
220019,1,0,27,34,0.5,0.7,0.16349597756191211,0.8377239639176284,110,v2,,0.0005419904940935464,-0.49680902671173965,53.0,0.0,43.0,-4.0,4.0,18.0,40.0
220020,1,0,21,68,0.5,0.7,0.1669404428885661,0.9900107513278551,71,v2,,0.0003029696037166524,-0.6713133290037665,100.0,-33.0,95.0,9.0,24.0,9.0,53.0
220021,1,0,17,57,0.5,0.7,0.14881835786476688,0.7229512217485313,59,v2,,0.00024467203331142955,-0.5705582735652519,101.0,-60.0,71.0,32.0,28.0,21.0,49.0
220022,1,0,32,18,0.5,0.7,0.1878119973348223,0.9294849405934789,95,v2,,0.00039060385042735376,-0.44382760313436576,74.0,-41.0,83.0,31.0,10.0,5.0,21.0
220023,1,0,35,60,0.5,0.7,0.28958884564974036,0.8807658175739757,77,v2,,0.0003334051152405101,,,,,,,,
220024,1,0,27,42,0.5,0.7,0.17181477279960736,0.7117159093775751,85,v2,,0.0003319824819629946,-0.5754335391641812,25.0,10.0,29.0,-18.0,8.0,21.0,32.0
220025,1,0,15,44,0.5,0.7,0.18488105632702698,0.8724617809836266,79,v2,,0.0003459572688762708,-0.538965466132582,104.0,-53.0,45.0,7.0,46.0,31.0,39.0
220026,1,0,17,65,0.5,0.7,0.24862084235895102,0.7977353225796983,72,v2,,0.0005923782683479672,-0.5194245111023339,41.0,-1.0,32.0,-7.0,8.0,16.0,67.0
220027,1,0,34,39,0.5,0.7,0.11215765528079405,0.7051403038905902,72,v2,,0.0002946070943791003,-0.3449575282919589,118.0,-47.0,88.0,27.0,20.0,33.0,43.0
220028,1,0,28,34,0.5,0.7,0.11526867708344848,0.8364982626315538,60,v2,,0.000289062044352815,-0.4109154082329106,63.0,0.0,30.0,-19.0,19.0,20.0,22.0
220029,1,0,32,21,0.5,0.7,0.27421421643404453,0.7142671789223614,80,v2,,0.00037928078865328137,,,,,,,,
220030,1,0,25,24,0.5,0.7,0.20829008751060646,0.7531194158222815,101,v2,,0.00042800091028010183,,,,,,,,
220031,1,0,25,55,0.5,0.7,0.2977762375006937,0.8885929200154378,110,v2,panic_len,0.00033946133903080185,-0.574931379899005,77.0,-10.0,52.0,-7.0,17.0,13.0,28.0
220032,1,0,32,17,0.5,0.7,0.16102180833296736,0.9733979061902858,88,v2,,0.000282765326584694,-0.42471968115441117,126.0,-71.0,121.0,66.0,5.0,8.0,20.0
220033,1,0,35,42,0.5,0.7,0.17598526184704336,0.8057344006094592,89,v2,,0.00035772634423966455,-0.6130716831565541,76.0,-1.0,62.0,-12.0,13.0,21.0,40.0
220034,1,0,25,36,0.5,0.7,0.19595162510339226,0.7668432397483821,73,v2,,0.00022137073701851052,-0.532422555745235,76.0,-33.0,70.0,24.0,9.0,14.0,86.0
220035,1,0,23,64,0.5,0.7,0.2939212926289434,0.9206232372517438,103,v2,panic_len,0.00027939518647349386,,,,,,,,
220036,1,0,27,31,0.5,0.7,0.2867936889054743,0.882171388701866,67,v2,,0.00034416305884743434,,,,,,,,
220037,1,0,17,40,0.5,0.7,0.17891415954912135,0.9281658813930291,53,v2,,0.00044105947942554526,-0.4244808157372445,66.0,-11.0,71.0,-1.0,12.0,5.0,39.0
220038,1,0,17,56,0.5,0.7,0.12293664344059,0.7714564477794036,98,v2,,0.00035523732784539547,,,,,,,,
220039,1,0,40,24,0.5,0.7,0.2174856869047465,0.9950260198262467,55,v2,,0.0008397568896100589,-0.6270359719245946,42.0,18.0,42.0,-26.0,8.0,14.0,29.0
220040,1,0,40,68,0.5,0.7,0.14283516562104603,0.9080454010186694,82,v2,panic_len,0.000405388681467975,-0.6157740592642893,88.0,17.0,78.0,-28.0,11.0,,56.0
220041,1,0,39,22,0.5,0.7,0.15385531959989643,0.7213533804314666,69,v2,,0.0004611116199420732,-0.6586103071376843,109.0,-19.0,61.0,0.0,19.0,16.0,70.0
220042,1,0,24,42,0.5,0.7,0.14363093726466986,0.7926324118656505,98,v2,,0.0003495786149371398,-0.5288460355371938,44.0,-4.0,45.0,-6.0,10.0,12.0,45.0
220043,1,0,19,68,0.5,0.7,0.256798508466616,0.902012156248206,80,v2,,0.00043107881044209255,-0.48671330563361825,80.0,-3.0,60.0,-10.0,13.0,19.0,90.0
220044,1,0,38,51,0.5,0.7,0.13065871035619697,0.7078565895988415,101,v2,panic_len,0.00037112119565942104,-0.5295047125656875,72.0,-21.0,55.0,-3.0,24.0,14.0,21.0
220045,1,0,36,53,0.5,0.7,0.2526194408798679,0.9972803644273647,58,v2,,0.00042577247163638553,-0.36384892843267336,113.0,-59.0,114.0,34.0,25.0,6.0,21.0
220046,1,0,30,18,0.5,0.7,0.1715981921175767,0.923046899817811,50,v2,,0.0005364591290132859,-0.45171293943800495,29.0,18.0,14.0,-24.0,6.0,13.0,27.0
220047,1,0,29,33,0.5,0.7,0.1919253914225278,0.7570745305415952,74,v2,,0.00028697522618334183,-0.5127535464439164,115.0,-65.0,96.0,48.0,17.0,12.0,40.0
220048,1,0,28,17,0.5,0.7,0.20994417550451472,0.859881888263899,69,v2,,0.0003110128167278128,-0.48389783625289273,40.0,-5.0,37.0,-7.0,12.0,13.0,21.0
220049,1,0,18,61,0.5,0.7,0.15681460426191826,0.816064956282252,100,v2,,0.0003299356954479026,,,,,,,,
220050,1,0,24,16,0.5,0.7,0.1699203001568982,0.8943346216620107,86,v2,,0.00047891957885938963,-0.41151872359094543,34.0,2.0,30.0,-14.0,12.0,15.0,76.0
220051,1,0,34,15,0.5,0.7,0.2904538961352551,0.7857146527327611,107,v2,,0.000623883003043505,-0.6069840054734083,89.0,-27.0,61.0,6.0,21.0,17.0,25.0
220052,1,0,39,37,0.5,0.7,0.11135190932189597,0.9168585208277863,110,v2,,0.000378917027868106,,,,,,,,
220053,1,0,27,27,0.5,0.7,0.2491676506354012,0.8528826836475256,55,v2,,0.00047849012666351484,-0.5425289479204536,52.0,-16.0,53.0,5.0,11.0,10.0,22.0
220054,1,0,15,39,0.5,0.7,0.23163553870113382,0.9862028655695492,107,v2,,0.0005120574143818123,,,,,,,,
220055,1,0,25,41,0.5,0.7,0.25980384286116986,0.8962187271877149,96,v2,,0.00033785718309741803,-0.6720311390507437,17.0,49.0,2.0,-50.0,1.0,17.0,19.0
220056,1,0,20,40,0.5,0.7,0.14256884198411318,0.8389757327966426,104,v2,,0.00031764001404835113,-0.4459587148046862,78.0,0.0,42.0,-6.0,6.0,15.0,23.0
220057,1,0,17,37,0.5,0.7,0.15761828472429779,0.9338510112775402,83,v2,,0.0009183815121984646,-0.7085018947195701,80.0,-61.0,88.0,51.0,10.0,26.0,37.0
220058,1,0,30,70,0.5,0.7,0.17039515118963935,0.8645351737430302,63,v2,,0.00030246291851103056,,,,,,,,
220059,1,0,28,60,0.5,0.7,0.15342894585021719,0.7765637757193014,87,v2,,0.000286283584391201,,,,,,,,
220060,1,0,23,60,0.5,0.7,0.20068805797734376,0.8223312061000085,64,v2,,0.00026674168915117235,,,,,,,,
220061,1,0,30,53,0.5,0.7,0.12177472526142552,0.9356117904229281,85,v2,,0.0003284436767895694,-0.5286560364631111,81.0,-13.0,62.0,-2.0,15.0,21.0,39.0
220062,1,0,30,57,0.5,0.7,0.21313975394322257,0.8255737768749651,93,v2,,0.0005510355578159018,-0.7067636432503541,89.0,-41.0,119.0,39.0,2.0,16.0,47.0
220063,1,0,23,48,0.5,0.7,0.18418333752124613,0.9858045704057992,79,v2,,0.00030903621100283185,-0.5202659180816366,75.0,-3.0,58.0,-8.0,11.0,10.0,23.0
220064,1,0,40,60,0.5,0.7,0.20607605589220912,0.9017989762601518,79,v2,,0.0003171336708023974,-0.5804209505472062,90.0,11.0,76.0,-19.0,8.0,13.0,55.0
220065,1,0,16,48,0.5,0.7,0.1516648442568095,0.805315771456124,101,v2,,0.00028145232157200526,,,,,,,,
220066,1,0,18,51,0.5,0.7,0.23345840545211283,0.8792153655123615,58,v2,,0.0003971003468112703,-0.5004186298384568,72.0,-1.0,37.0,-3.0,4.0,8.0,108.0
220067,1,0,18,24,0.5,0.7,0.2546099797452932,0.8322031550474109,69,v2,,0.00022486137178801414,-0.6013713071754712,68.0,-27.0,44.0,-6.0,33.0,12.0,24.0
220068,1,0,34,47,0.5,0.7,0.26167181845378706,0.790668274765477,104,v2,,0.0004518088773929906,-0.6932773565892354,106.0,-31.0,87.0,13.0,18.0,10.0,39.0
220069,1,0,27,54,0.5,0.7,0.11466470632073476,0.9647722365119555,104,v2,,0.0005839545173443813,-0.40183118532160533,50.0,34.0,26.0,-36.0,2.0,28.0,48.0
220070,1,0,28,55,0.5,0.7,0.2971942554817868,0.7918625287391253,84,v2,,0.00029512459846885527,-0.624082116096945,108.0,-28.0,79.0,-3.0,31.0,15.0,68.0
220071,1,0,40,63,0.5,0.7,0.17930467235207503,0.9550076889489618,81,v2,,0.0005330074883445268,-0.49441379498880245,68.0,-13.0,60.0,-6.0,19.0,29.0,40.0
220072,1,0,18,56,0.5,0.7,0.1783767087422041,0.7123303054514366,106,v2,,0.0010485824181580496,-0.4802619508135829,66.0,4.0,26.0,-12.0,8.0,13.0,47.0
220073,1,0,26,42,0.5,0.7,0.21596670261188877,0.7229049956939123,104,v2,,0.00025305840844338725,-0.5593125520280937,86.0,-36.0,61.0,-6.0,42.0,9.0,26.0
220074,1,0,19,18,0.5,0.7,0.2580494381973968,0.7647533690253991,77,v2,,0.00028079539065111066,,,,,,,,
220075,1,0,20,70,0.5,0.7,0.29992780391094614,0.9429197608163254,77,v2,,0.0002908303706136742,-0.4833633595622574,43.0,-13.0,83.0,-4.0,17.0,12.0,52.0
220076,1,0,29,58,0.5,0.7,0.23228199855683754,0.9129537765809808,58,v2,,0.00047120447865925337,-0.6702729524907984,123.0,-38.0,110.0,22.0,16.0,17.0,21.0
220077,1,0,33,46,0.5,0.7,0.19048492714579296,0.7965981289698916,99,v2,,0.0008366188849245384,,,,,,,,
220078,1,0,28,37,0.5,0.7,0.12007451486151809,0.7679566211683442,56,v2,,0.00020271713738163237,-0.4219992460428922,109.0,3.0,127.0,-15.0,12.0,,95.0
220079,1,0,17,20,0.5,0.7,0.28252092041724985,0.7542974203684074,62,v2,,0.0006890683479713179,-0.6179508999582022,37.0,-3.0,37.0,0.0,3.0,17.0,106.0
220080,1,0,26,32,0.5,0.7,0.11219934715423603,0.8901784270221095,105,v2,,0.00029411395527133895,-0.41668451163990317,90.0,-38.0,76.0,22.0,16.0,13.0,46.0
220081,1,0,29,15,0.5,0.7,0.2530912308475324,0.7586967123282299,52,v2,,0.00016992703515695076,-0.4860167158145192,100.0,-27.0,41.0,-2.0,29.0,17.0,112.0
220082,1,0,22,28,0.5,0.7,0.2321732128503287,0.8289564990663779,75,v2,,0.0007084171371648317,-0.6259211278123964,42.0,2.0,35.0,-7.0,5.0,18.0,96.0
220083,1,0,35,27,0.5,0.7,0.1027969491051201,0.9762908634440224,52,v2,,0.0003055460177089892,-0.36164905292367544,84.0,-28.0,61.0,4.0,24.0,20.0,82.0
220084,1,0,27,43,0.5,0.7,0.269692183113073,0.8673228163042743,88,v2,,0.00028975999725160877,,,,,,,,
220085,1,0,33,61,0.5,0.7,0.10261183188208212,0.7624490848167896,73,v2,,0.00040892132457037256,,,,,,,,
220086,1,0,28,49,0.5,0.7,0.27420579612284823,0.7990973928522589,110,v2,,0.00035624930391569014,,,,,,,,
220087,1,0,35,15,0.5,0.7,0.21662487386790924,0.9384847851245112,105,v2,,0.0003781250902086517,-0.5372539582342499,61.0,-9.0,52.0,-5.0,14.0,21.0,81.0
220088,1,0,26,70,0.5,0.7,0.15643068317534947,0.882726606786238,59,v2,,0.0005130221032624101,,,,,,,,
220089,1,0,34,35,0.5,0.7,0.2798121414794269,0.7633300202368516,103,v2,,0.0003951616848127943,-0.596916361084454,77.0,-10.0,61.0,-5.0,15.0,16.0,23.0
220090,1,0,37,62,0.5,0.7,0.27144887686483943,0.7211895640822276,88,v2,,0.0003898676080686583,-0.691758069619558,82.0,-26.0,82.0,19.0,7.0,22.0,59.0
220091,1,0,23,58,0.5,0.7,0.23819789093654611,0.873347561394522,109,v2,panic_len,0.0003958265412193443,-0.6784529903972623,70.0,-17.0,62.0,14.0,3.0,4.0,30.0
220092,1,0,36,31,0.5,0.7,0.12494248559774457,0.887117855867137,94,v2,,0.00035856549451104987,-0.42925154303465385,104.0,-53.0,134.0,41.0,12.0,4.0,30.0
220093,1,0,36,32,0.5,0.7,0.2650351010869644,0.9817507736888694,68,v2,,0.0002737978535724765,-0.603354070131892,62.0,-3.0,63.0,-2.0,5.0,16.0,27.0
220094,1,0,25,33,0.5,0.7,0.20585650028308555,0.9427431267394631,68,v2,,0.0006372288611072626,-0.6158801926342812,47.0,-2.0,48.0,-13.0,15.0,5.0,24.0
220095,1,0,23,47,0.5,0.7,0.1324500520916742,0.9286438611647254,72,v2,,0.0007438442374985783,-0.4854653127218389,47.0,10.0,44.0,-22.0,12.0,11.0,95.0
220096,1,0,23,55,0.5,0.7,0.10874758194819495,0.7515073337689602,103,v2,,0.0004487367206225694,,,,,,,,
220097,1,0,39,20,0.5,0.7,0.28695681584520494,0.909108853359522,82,v2,,0.00040674547930068033,,,,,,,,
220098,1,0,37,19,0.5,0.7,0.28647228597827057,0.9337543958230787,78,v2,,0.00029467259476580003,-0.6132279365475348,107.0,-55.0,103.0,46.0,9.0,16.0,69.0
220099,1,0,18,15,0.5,0.7,0.27280385180854083,0.9338793953273852,56,v2,,0.0006205745512001332,-0.611693832630082,45.0,-13.0,47.0,6.0,7.0,5.0,76.0
220100,1,0,23,20,0.5,0.7,0.11291026389697773,0.7208795441961151,91,v2,,0.00033944729316776864,-0.5645892565321838,62.0,-24.0,55.0,10.0,14.0,6.0,26.0
220101,1,0,20,20,0.5,0.7,0.1761592437890157,0.8433717625328991,75,v2,,0.0004606067785588237,-0.598691773193128,98.0,-40.0,75.0,32.0,8.0,10.0,21.0
220102,1,0,16,62,0.5,0.7,0.10716931207423588,0.9619767143260407,105,v2,,0.00033195853562548346,-0.4296962106840492,54.0,-3.0,52.0,-11.0,14.0,20.0,48.0
220103,1,0,31,33,0.5,0.7,0.21218585804496712,0.8066816294682687,72,v2,,0.00022938376937022527,-0.6134736760851806,100.0,-37.0,86.0,3.0,34.0,12.0,59.0
220104,1,0,38,68,0.5,0.7,0.19730765911469694,0.750626978312419,84,v2,panic_len,0.00031649323050159664,-0.5587124188896364,106.0,-11.0,83.0,-15.0,26.0,,48.0
220105,1,0,30,22,0.5,0.7,0.11581405879974545,0.8347993637919489,82,v2,,0.00032006414817515997,,,,,,,,
220106,1,0,20,53,0.5,0.7,0.15543211063681509,0.8042379817552912,106,v2,,0.00046828303320325503,-0.5626117494774723,89.0,-34.0,99.0,27.0,7.0,10.0,28.0
220107,1,0,29,49,0.5,0.7,0.19932186853026934,0.810305574850686,60,v2,,0.0004405596523673101,-0.5745885015344019,110.0,-38.0,92.0,26.0,12.0,19.0,39.0
220108,1,0,40,64,0.5,0.7,0.2959929434638464,0.7543418899684775,86,v2,panic_len,0.0002206509110645459,-0.5655288292318371,74.0,-1.0,70.0,-2.0,3.0,19.0,39.0
220109,1,0,36,31,0.5,0.7,0.27554113774843747,0.786027009702004,82,v2,,0.000546462768959479,-0.572772834592632,108.0,-55.0,95.0,38.0,17.0,26.0,39.0
220110,1,0,17,28,0.5,0.7,0.13485079768604824,0.9982442612101727,62,v2,,0.00042476323951605774,-0.6447415439896163,89.0,-47.0,75.0,27.0,20.0,8.0,27.0
220111,1,0,26,67,0.5,0.7,0.14261032512953503,0.9076037339772446,66,v2,,0.00039616597336333777,-0.5238001380204249,72.0,9.0,33.0,-16.0,7.0,7.0,53.0
220112,1,0,18,26,0.5,0.7,0.241804058338562,0.7177229096225864,104,v2,,0.00030697875139514257,-0.5440438411536412,37.0,-12.0,37.0,-4.0,16.0,6.0,22.0
220113,1,0,25,25,0.5,0.7,0.23044845484384766,0.8467354893435861,108,v2,,0.000619833467985441,-0.7074207365206712,106.0,-65.0,111.0,62.0,3.0,12.0,51.0
220114,1,0,30,20,0.5,0.7,0.16778608073218243,0.9253629373348647,84,v2,,0.000365295583490106,-0.3421339420001789,31.0,6.0,34.0,-19.0,13.0,10.0,23.0
220115,1,0,20,27,0.5,0.7,0.1362531321810087,0.7582412771124045,89,v2,,0.0009148021742547819,-0.5016494913251143,62.0,-30.0,9.0,16.0,14.0,12.0,69.0
220116,1,0,28,28,0.5,0.7,0.2123783042317619,0.911924420282925,61,v2,,0.0004797068556854792,-0.5316742305633153,88.0,-43.0,134.0,32.0,11.0,,101.0
220117,1,0,27,47,0.5,0.7,0.22700400717199845,0.7020986384670632,105,v2,,0.00027252721205363296,,,,,,,,
220118,1,0,17,49,0.5,0.7,0.27247261478317497,0.7078293325144983,109,v2,,0.00039742157978164713,-0.4967657147774017,82.0,-19.0,46.0,10.0,9.0,11.0,52.0
220119,1,0,38,21,0.5,0.7,0.2322903838857382,0.9864866301220085,81,v2,,0.00048411977087492106,-0.488203283173838,55.0,1.0,67.0,-20.0,19.0,17.0,46.0
220120,1,0,21,16,0.5,0.7,0.18907086991316513,0.9836745655847401,94,v2,,0.001523853596496007,-0.6543660715990697,115.0,-89.0,126.0,86.0,3.0,15.0,47.0
220121,1,0,24,39,0.5,0.7,0.24005399637401825,0.8740724616888162,56,v2,,0.0001566273538872342,-0.5156317990521597,102.0,-49.0,90.0,25.0,24.0,9.0,77.0
220122,1,0,18,70,0.5,0.7,0.23422799342490708,0.8821473434187118,64,v2,,0.0010375699036451204,,,,,,,,
220123,1,0,15,66,0.5,0.7,0.20017429763881367,0.8280687762053887,86,v2,,0.00041428501049042246,-0.5506864442972557,89.0,-6.0,81.0,-13.0,19.0,13.0,21.0
220124,1,0,34,60,0.5,0.7,0.27536644411855027,0.7334380688737642,96,v2,panic_len,0.0004515983900898964,,,,,,,,
220125,1,0,30,59,0.5,0.7,0.13181091685823845,0.9011753151926186,101,v2,panic_len,0.0004891717543927315,-0.30000572294592376,32.0,15.0,36.0,-24.0,9.0,21.0,43.0
220126,1,0,30,17,0.5,0.7,0.2082389836448763,0.8940381538509021,63,v2,,0.0003082760622625998,,,,,,,,
220127,1,0,32,21,0.5,0.7,0.29553003011565226,0.7729194995455773,60,v2,,0.0003079731444521406,,,,,,,,
220128,1,0,31,46,0.5,0.7,0.28206044029917177,0.9006060854404383,76,v2,,0.0002782968386223085,-0.5823718423568885,79.0,-5.0,54.0,-1.0,6.0,25.0,72.0
220129,1,0,37,53,0.5,0.7,0.1471986450965142,0.9888589655123772,69,v2,,0.0003355385063639202,-0.38064057381621175,99.0,-15.0,45.0,-11.0,26.0,16.0,83.0
220130,1,0,32,45,0.5,0.7,0.17849701527008194,0.7362389876240075,93,v2,,0.0004079109764166866,-0.5471122484076963,76.0,-1.0,60.0,-10.0,11.0,20.0,42.0
220131,1,0,26,47,0.5,0.7,0.22952462105158136,0.8257761324809049,71,v2,,0.0005546046233777519,-0.662064843603893,96.0,1.0,108.0,-7.0,6.0,2.0,52.0
220132,1,0,18,43,0.5,0.7,0.15683741850757565,0.9806746087038454,97,v2,,0.0005227265222781907,-0.5333621946584461,120.0,-95.0,109.0,68.0,27.0,6.0,22.0
220133,1,0,19,16,0.5,0.7,0.1547278316306484,0.94532513177536,80,v2,,0.00018887907370623538,-0.4114348086434869,119.0,-6.0,55.0,-12.0,18.0,17.0,98.0
220134,1,0,16,65,0.5,0.7,0.2769696018471087,0.7959913911647993,98,v2,,0.0006205516834638895,-0.5695305317285384,71.0,-7.0,76.0,-3.0,10.0,,71.0
220135,1,0,40,45,0.5,0.7,0.21850714012836864,0.9297279350754322,89,v2,,0.00034914704415917356,,,,,,,,
220136,1,0,19,70,0.5,0.7,0.21622704064476667,0.8017424051706719,99,v2,,0.000430308209010187,,,,,,,,
220137,1,0,27,18,0.5,0.7,0.12395789417228656,0.9004824944624235,104,v2,,0.00032310472107494634,-0.5302470962262128,85.0,-42.0,67.0,20.0,22.0,16.0,21.0
220138,1,0,23,47,0.5,0.7,0.1357162189039394,0.7903658389964726,87,v2,,0.00037826267820338996,-0.5697335747858033,81.0,-32.0,88.0,24.0,8.0,18.0,47.0
220139,1,0,19,40,0.5,0.7,0.14592753378168685,0.8942375029728935,101,v2,,0.0006618565157239189,-0.44056881585343355,54.0,-1.0,52.0,-6.0,7.0,21.0,40.0
220140,1,0,27,50,0.5,0.7,0.26188958900707227,0.820383811442642,66,v2,,0.00024705976140695565,-0.5824373959854406,107.0,-8.0,50.0,-1.0,9.0,16.0,71.0
220141,1,0,26,27,0.5,0.7,0.293593527593172,0.7940514644569296,110,v2,,0.0008519626029557724,,,,,,,,
220142,1,0,19,50,0.5,0.7,0.25835874668994135,0.7925819313517481,104,v2,,0.00027999338272684867,-0.4906342451295346,119.0,-52.0,108.0,40.0,12.0,12.0,38.0
220143,1,0,19,51,0.5,0.7,0.27142899627713857,0.7586251145770363,79,v2,,0.0008992462557558612,-0.6868455118556602,110.0,-66.0,97.0,52.0,14.0,16.0,30.0
220144,1,0,15,16,0.5,0.7,0.15964810937145538,0.8857061859626622,53,v2,,0.000710613432085834,,,,,,,,
220145,1,0,29,16,0.5,0.7,0.2963220403063019,0.7846202593435917,105,v2,,0.0004427103441077845,-0.5734988099393377,82.0,-39.0,69.0,23.0,16.0,9.0,21.0
220146,1,0,38,43,0.5,0.7,0.2407794472344437,0.7418071067344509,99,v2,,0.0003225850887635213,,,,,,,,
220147,1,0,32,19,0.5,0.7,0.21385310388394074,0.7197941803297536,74,v2,,0.0003788650857347541,-0.42503284654260953,90.0,5.0,88.0,-26.0,21.0,6.0,41.0
220148,1,0,22,22,0.5,0.7,0.2108918792017712,0.8633293180396269,90,v2,,0.00034981699689959014,-0.5810586809796987,120.0,-72.0,162.0,64.0,8.0,9.0,82.0
220149,1,0,20,31,0.5,0.7,0.11600439055930048,0.7797494399062225,57,v2,,0.0003274281970489236,-0.4957858856814926,77.0,-34.0,97.0,17.0,17.0,13.0,64.0
220150,1,0,23,48,0.5,0.7,0.12046438940422322,0.8019369285700602,79,v2,,0.00048405535526194757,-0.6165417047774723,103.0,-35.0,57.0,13.0,22.0,21.0,32.0
220151,1,0,16,29,0.5,0.7,0.13814751280321264,0.8208163394387202,102,v2,,0.0005435013432857222,,,,,,,,
220152,1,0,16,23,0.5,0.7,0.25064852078331457,0.7107779642338851,62,v2,,0.0004384953317454457,-0.6028035282018418,123.0,0.0,25.0,-5.0,5.0,21.0,40.0
220153,1,0,32,68,0.5,0.7,0.2724231691283785,0.7585496924457831,88,v2,,0.0005195429058830565,,,,,,,,
220154,1,0,25,64,0.5,0.7,0.16365144699156414,0.852416547389344,50,v2,,0.00031771952500533266,-0.5161963194325732,117.0,-43.0,96.0,38.0,5.0,19.0,38.0
220155,1,0,23,46,0.5,0.7,0.21806157613274596,0.7728061811741107,51,v2,,0.00031026931126015167,,,,,,,,
220156,1,0,20,50,0.5,0.7,0.1312664786921084,0.7770226528392463,60,v2,,0.0003023426238887037,-0.54929066681934,94.0,-41.0,80.0,25.0,16.0,13.0,35.0
220157,1,0,22,63,0.5,0.7,0.16275202155040494,0.7905691229835687,68,v2,,0.0003874591981796598,-0.4579498593787982,64.0,-10.0,77.0,-1.0,11.0,12.0,28.0
220158,1,0,37,41,0.5,0.7,0.20448793820887573,0.7880136217943228,87,v2,,0.0002454847085735049,,,,,,,,
220159,1,0,33,28,0.5,0.7,0.21250008458181663,0.7148291553914236,70,v2,,0.00022597754587905938,,,,,,,,
220160,1,0,37,59,0.5,0.7,0.27560766337480613,0.9098675657804502,65,v2,,0.00060711825461315,,,,,,,,
220161,1,0,20,23,0.5,0.7,0.2957511461100014,0.7486627740111608,102,v2,,0.00026856930165953077,-0.602075278174653,92.0,-65.0,89.0,48.0,17.0,7.0,26.0
220162,1,0,40,39,0.5,0.7,0.15897611584683743,0.8966773778413704,74,v2,,0.0002568320314258771,-0.586846330959397,86.0,-34.0,69.0,7.0,27.0,11.0,73.0
220163,1,0,30,17,0.5,0.7,0.28747226997727826,0.738768193121825,99,v2,,0.0005821208302474743,,,,,,,,
