ticker,peak,trough,depth,peak_date,trough_date,duration,det_len,front_load,rec60,rec120,rec200,panic_len,rv_calm,m_deterioration,m_panic,m_stabilisation,rise,onset,decay_half_life,stress_spell
ABT,520,639,-0.45664830366107645,2002-01-31,2002-07-23,119,33,0.15170774695178452,0.4895789219963753,0.34149102680669036,0.48454252274571785,86,0.00018102981821224942,1.1605848364918279,13.242104644603431,5.197532771409876,59.0,553.0,19.0,52.0
ABT,5044,5086,-0.31613349876822927,2020-01-22,2020-03-23,42,23,0.07821521662365939,0.9801229819022971,1.4713854957670904,1.6761113165154575,19,0.0001398440401232386,0.880609921174409,22.765732109097073,5.9258058617458325,24.0,5067.0,15.0,24.0
ABT,5531,5982,-0.33876732407629895,2021-12-27,2023-10-12,451,15,0.609315883115621,0.4878067794163118,0.4663207934179908,0.3756435526922723,436,0.0001196620936637788,1.4512783704960441,1.34205075047297,0.9048078689939526,206.0,5546.0,5.0,249.0
ACGL,2191,2307,-0.439473045651106,2008-09-19,2009-03-09,116,6,0.4291791057120048,0.40045236018755553,0.5472284482764123,0.7208709688577031,110,0.00022491623380810506,1.6461958656433922,9.159262708900362,4.086074965427136,28.0,2197.0,4.0,123.0
ACGL,5063,5122,-0.5383976875158931,2020-02-19,2020-05-13,59,6,0.6033751668573331,0.3951426859208568,0.35196605385760404,0.5269853273792263,53,0.00010472801643077286,1.1482744810039334,58.357624136363015,9.146993454535744,27.0,5069.0,11.0,26.0
ADBE,214,648,-0.7988731749851239,2000-11-06,2002-08-05,434,5,0.43097359597249296,0.09052967297853995,0.137780840508204,0.2569120639810326,429,0.0018984803739468222,3.371352333384014,2.8495673041421625,0.8184469229279061,35.0,219.0,19.0,79.0
ADBE,1963,2303,-0.6670833428700764,2007-10-24,2009-03-03,340,13,0.24083745597374054,0.3610243975024098,0.5265459203409734,0.6364772260074667,327,0.00017268057225129277,4.085768030145065,27.70745978963855,8.00255838767568,242.0,1976.0,33.0,127.0
ADBE,5507,5723,-0.6002149800846833,2021-11-19,2022-09-30,216,9,0.49319599559883764,0.144952408471267,0.24145021026307148,0.584940829857755,207,0.00018412042747489082,2.331709687222057,13.07406866065655,3.586562606021218,198.0,5516.0,19.0,208.0
ADI,55,89,-0.39130436557704107,2000-03-22,2000-05-10,34,4,0.31165463111607017,0.059028355611711596,0.11284755461258854,-0.35527783588722167,30,,,,,,,,
ADI,116,149,-0.406887616995695,2000-06-19,2000-08-04,33,6,0.6321972492838014,0.04858913400675769,-0.08463955699809439,-0.15235145378839662,27,0.0031194664815311097,0.7373012725228834,1.0120681895216155,1.203723197548198,86.0,122.0,33.0,261.0
ADI,169,2241,-0.828820422129688,2000-09-01,2008-12-01,2072,2,0.5480827522538902,0.03554488960243046,0.10414637137509483,0.1598455611976104,2070,0.003092543850428973,0.9926004941417088,1.9436827445576825,0.37635492544742566,51.0,171.0,15.0,130.0
ADI,5064,5083,-0.3361994436140028,2020-02-20,2020-03-18,19,5,0.3111166232456337,0.8841727725949283,0.7659759088674898,1.6263151491795167,14,0.0002864558663486488,1.113486974111622,20.331936226255273,4.973780504057598,27.0,5069.0,7.0,22.0
ADM,11,184,-0.3381339133701432,2000-01-19,2000-09-25,173,6,0.4362014474057125,1.265707927974781,1.4438590527863853,1.3664474239391071,167,,,,,,,,
ADM,278,328,-0.3107770074213676,2001-02-08,2001-04-23,50,23,0.1346269420469452,0.5691871126647787,0.34421796451134795,0.7040371323815072,27,0.0005355037303901587,1.4711182096349993,0.9617169747286066,0.6727021774478118,47.0,301.0,1.0,269.0
ADM,484,799,-0.30947766637037655,2001-12-07,2003-03-12,315,17,0.26061441169930727,0.42957897009169843,0.774904477463883,1.0323390140566882,298,0.0003759541564392498,0.6950398783997668,0.9862694996880563,0.5921806946166299,67.0,501.0,4.0,21.0
ADM,1597,1769,-0.3164444260002337,2006-05-11,2007-01-18,172,5,0.13666996751605998,0.5259984369171115,0.3845276946565427,0.32696964836837716,167,0.000583511679666676,0.6489411882647582,1.1123953077511388,0.6994363645322001,7.0,1602.0,4.0,11.0
ADM,2085,2205,-0.6800592468585236,2008-04-21,2008-10-09,120,8,0.32624786037483494,0.4044365947719971,0.4202451823775379,0.5021595635368614,112,0.0005109851242471247,1.520374539646396,7.100127063178211,7.5539952730199005,134.0,2093.0,19.0,39.0
ADM,3872,4035,-0.4184434430155032,2015-05-27,2016-01-19,163,29,0.2318800368423313,0.29216763992468536,0.6101235005455494,0.7913229971893836,134,0.00019340438319921958,1.1464471477181561,3.2148309205241445,2.6579180485802847,153.0,3901.0,12.0,211.0
ADM,4721,5086,-0.40522316772290223,2018-10-08,2020-03-23,365,14,0.3630292000975589,0.5794527871527159,0.923611314664227,1.2496242074216404,351,6.441806731553512e-05,2.3669910049655263,49.533374835845855,15.096009891144783,358.0,4735.0,13.0,26.0
ADM,5760,6281,-0.4640504808536645,2022-11-22,2024-12-19,521,28,0.2050672195626516,,,,493,0.00043687257687812577,0.4614869329772633,9.00394980809584,,281.0,5788.0,2.0,21.0
ADP,224,800,-0.5942447676607668,2000-11-20,2003-03-13,576,14,0.2849938445528972,0.17790567812238503,0.3267155338273682,0.3016037649084379,562,0.0003264825669489008,0.8213553074488666,12.948819342417462,1.0360398602230427,406.0,238.0,13.0,21.0
ADP,5063,5086,-0.3945118383737859,2020-02-19,2020-03-23,23,6,0.31517766180694795,0.5979524045783285,0.36654256474888025,0.870412568872746,17,0.00011999929821052909,1.195552200388117,36.3244204437697,10.221291848035905,27.0,5069.0,7.0,22.0
ADSK,47,144,-0.6355727905921487,2000-03-10,2000-07-28,97,5,0.40598935810517583,0.04291474566419265,0.553723201683232,0.4576297009632413,92,,,,,,,,
ADSK,1467,1642,-0.3684873859337361,2005-11-02,2006-07-17,175,12,0.32367465631699194,0.3209805860388814,0.6693272767942535,0.6539338632805028,163,0.00033574570736243943,3.9108426424452287,1.5985771243090197,1.7680252107109464,4.0,1479.0,17.0,21.0
ADSK,2006,2307,-0.7692006363309549,2007-12-26,2009-03-09,301,6,0.17291427209321952,0.2623535374550961,0.31788079775850103,0.3372389283237012,295,0.00044019052077995364,2.3657140705095907,9.55868894765894,2.97606278714215,234.0,2012.0,16.0,55.0
ADSK,3811,3961,-0.3284557779542082,2015-02-27,2015-10-01,150,43,0.2805573024459974,0.8872039134819366,0.67440761001425,0.6815166875842261,107,0.00025194185646970575,0.9558631044271848,1.985878150747487,2.0025170986425005,132.0,3854.0,2.0,188.0
ADSK,4006,4050,-0.34691378784300575,2015-12-04,2016-02-09,44,22,0.12704451648452414,0.6984546856100198,0.7549669376083988,1.4379689845764978,22,0.0004129224414423169,1.072606079813431,2.4950525264569614,0.7954711487398456,24.0,4028.0,15.0,24.0
ADSK,5063,5079,-0.35471624812749325,2020-02-19,2020-03-12,16,4,0.22867796620687666,1.3043071384645404,1.5718298975542462,2.212279652231843,12,0.00026527515150586247,0.5099314350021126,9.36043544916795,8.401912487425976,29.0,5067.0,15.0,31.0
ADSK,5446,5650,-0.5199403896552834,2021-08-25,2022-06-16,204,5,0.4298180145433803,0.2474151544922457,0.1631265462643317,0.2192066286734576,199,0.00027312193095204357,0.7675744173632535,6.705178898030481,2.5253807465941853,206.0,5451.0,11.0,334.0
AEE,2005,2307,-0.6056805339004745,2007-12-24,2009-03-09,302,16,0.16671848204104192,0.14068418243870687,0.270736656968827,0.3179802600786984,286,0.00015937207056419838,1.8925052829885012,16.673079369793484,2.0772318423314333,204.0,2021.0,8.0,107.0
AEP,351,694,-0.6275197888278861,2001-05-24,2002-10-09,343,14,0.11201006529337988,0.45220793487008504,0.21649784877150952,0.39476368193764155,329,0.0002522101460016879,0.7761161242692771,9.810434426288886,7.881516733659077,343.0,365.0,8.0,69.0
AEP,1835,2307,-0.4843234042703086,2007-04-24,2009-03-09,472,31,0.01230760955967209,0.10789677543701108,0.36338780900584633,0.5442272501453996,441,8.469624856326442e-05,2.378279499293641,15.583222681298391,4.348653210140127,359.0,1866.0,14.0,32.0
AEP,5062,5086,-0.329051924678216,2020-02-18,2020-03-23,24,7,0.39092858567959454,0.37829894039922396,0.3064217706999895,0.4132053802030604,17,6.047240143060462e-05,0.9604249705912685,52.72398158246186,15.6737233009448,29.0,5069.0,8.0,22.0
AES,189,699,-0.9865486726498114,2000-10-02,2002-10-16,510,8,0.11803769869974003,0.036311444903705456,0.050376733843369645,0.0721922950208334,502,0.001188787206159002,0.9668889877128739,12.741260331655418,7.889573916205599,242.0,197.0,15.0,229.0
AFL,210,430,-0.3662985258139656,2000-10-31,2001-09-21,220,16,0.40980423289527507,0.13831548009242625,0.4748614947237639,0.5133767017320378,204,0.0005097101557069966,1.0697429205368667,1.3242825644221217,1.119252278377501,217.0,226.0,9.0,228.0
AFL,2090,2307,-0.8270633795079152,2008-04-28,2009-03-09,217,50,0.1146385292956565,0.4183834683669164,0.5486299971680262,0.6497496476227602,167,0.000297590630699619,14.155582796740529,52.687848669712764,21.024817603893695,154.0,2140.0,3.0,55.0
AFL,4911,5083,-0.5489019900717609,2019-07-12,2020-03-18,172,28,0.1412244366133574,0.3794492342871563,0.3984055948083184,0.6567179307532212,144,5.404097238863533e-05,1.4585508912488452,121.267076390261,44.749479427570044,157.0,4939.0,8.0,21.0
AIG,237,2305,-0.99640551723381,2000-12-08,2009-03-05,2068,8,0.09539604759309432,0.013502164171906571,0.013898985438187085,0.010930571012008793,2060,0.0002916502168397043,13.972933374386532,258.0055902485906,50.63425531780155,1961.0,245.0,4.0,23.0
AIV,569,1085,-0.3562888317817178,2002-04-12,2004-04-29,516,63,0.5953133879757659,0.25803401001207876,0.5820367649743305,0.7301839203802969,453,7.202261240387301e-05,3.243487905986305,2.9241159890096227,2.1665674761697167,351.0,632.0,2.0,128.0
AIV,1785,2306,-0.8751366407946187,2007-02-09,2009-03-06,521,14,0.1643028925209208,0.14690065838680236,0.2248714660067843,0.31552155932933573,507,0.00013148784463572913,14.721038382105913,94.22481318114946,48.05349673612227,451.0,1799.0,18.0,65.0
AIV,5065,5086,-0.544242172393433,2020-02-21,2020-03-23,21,4,0.1445980843629993,0.4739627963991841,0.3478584003164474,0.892975931652976,17,7.235750801846636e-05,1.1358116734421804,103.84134758881906,30.699743805447987,30.0,5069.0,8.0,24.0
AIV,5503,5624,-0.3329239423681162,2021-11-15,2022-05-10,121,11,0.29966880576997434,1.051660337582329,0.9325681831074408,0.7698537987203361,110,0.0003795960987003198,1.092052683714486,1.8939801172498112,1.3505398814269272,116.0,5514.0,12.0,194.0
AIV,5689,5994,-0.4070471240824679,2022-08-12,2023-10-30,305,26,0.5094377640141489,0.5077996562342093,0.6103854524527856,0.774522446020561,279,0.0005169533907146314,0.8107787159706112,1.5359202068096027,0.6735719564344783,285.0,5715.0,4.0,270.0
AJG,249,264,-0.34633281953822903,2000-12-27,2001-01-19,15,5,0.46980931437434137,0.3260627592356496,0.518602178794156,1.2427975174968025,10,0.0006054228008008924,1.033703192648802,3.2047029652547927,1.400116915737309,17.0,254.0,9.0,187.0
AJG,453,2303,-0.49147557873360403,2001-10-24,2009-03-03,1850,13,0.1354129903161863,0.40576719902939506,0.6658729122014277,0.5894294143034645,1837,0.000611489182897218,0.6218973877133376,6.180938046853759,1.6654277513609215,1838.0,466.0,2.0,1666.0
AJG,5061,5086,-0.3722027547052116,2020-02-14,2020-03-23,25,9,0.20811835762651568,0.755457461948525,0.8515177110716926,1.365523211962258,16,9.056833256681971e-05,0.8153348072825968,43.82928061650472,10.928584598955744,26.0,5070.0,8.0,21.0
AKAM,0,692,-0.9979143968352084,2000-01-03,2002-10-07,692,2,0.37912933818628897,0.003774408817160522,0.002308316020870368,0.01335080102563682,690,,,,,,,,
ALB,609,799,-0.3092103451883421,2002-06-10,2003-03-12,190,25,0.2831830444485254,0.4953406311854207,0.6285204959344856,0.8506517018608336,165,0.00038230057054421406,1.5600110986782914,2.4814911614491924,0.8405091117506183,66.0,634.0,15.0,21.0
ALB,1968,2305,-0.6630519638757182,2007-10-31,2009-03-05,337,8,0.2768467589502093,0.4538001704158941,0.5443366300472499,0.6547441857135348,329,0.0004854945196220059,2.1696527990684196,9.601034087482489,2.5174432039493233,273.0,1976.0,10.0,52.0
ALB,2855,2956,-0.44813167108104235,2011-05-10,2011-10-03,101,58,0.1173887294520729,0.35817525155265717,0.8152669346960835,0.603355701443726,43,0.0003990584553470738,0.6515135929200282,7.365076943828211,2.5176063428120585,20.0,2913.0,8.0,50.0
ALB,3653,3947,-0.4104984949048891,2014-07-14,2015-09-11,294,13,0.4062471896041657,0.32329446849376503,0.6132186765723868,1.2994411579747873,281,8.504526508755051e-05,4.07554493929886,17.40068504619781,6.933139946624994,128.0,3666.0,18.0,244.0
ALB,4492,5086,-0.6327415372442937,2017-11-08,2020-03-23,594,17,0.4229937286194557,0.3265331262641791,0.5074204419212022,1.4388710821883968,577,0.00023675280180088392,3.1112569556855214,23.31789914470914,8.453345570304949,587.0,4509.0,10.0,24.0
ALB,5508,5579,-0.3926344579211485,2021-11-22,2022-03-07,71,8,0.39142582829074923,0.6159811362280203,1.0527510707204297,0.5657129501570409,63,0.0005383778976990919,1.1959492331583224,6.730741429262757,2.5569859606654393,70.0,5516.0,3.0,74.0
ALB,5753,6192,-0.7722362360437376,2022-11-11,2024-08-14,439,3,0.24161927297667501,0.11149602605047039,,,436,0.0010729571577689672,0.5083628684236876,1.4869585758569652,1.278853340117125,328.0,5756.0,17.0,21.0
ALK,4,694,-0.6087350134904024,2000-01-07,2002-10-09,690,9,0.24847225215278157,0.41179816427868565,0.11889338266606306,0.4883272126358751,681,,,,,,,,
ALK,1711,2144,-0.7576300696289638,2006-10-23,2008-07-15,433,2,0.29822242640884566,0.13921788605913418,0.5696090843888579,0.17713277243642098,431,0.0006465647998041645,2.55866937460865,6.1491296338600625,6.5431724326009615,443.0,1713.0,11.0,181.0
ALK,4007,4146,-0.35007045795183744,2015-12-07,2016-06-27,139,19,0.5389286439249831,0.3775365129132125,1.1733713427193748,1.1335357479203976,120,0.00042473717502621353,0.5979042330850347,0.74128890403647,0.5663217826752172,22.0,4026.0,10.0,21.0
ALK,4316,5085,-0.7506124541290331,2017-03-01,2020-03-20,769,25,0.31102337504900307,0.20659572599559176,0.24438935214803695,0.37088518577444224,744,0.00026494203643649526,0.5549968326086665,41.14857311892266,17.402128074715694,753.0,4341.0,10.0,23.0
ALL,354,488,-0.3061392621906921,2001-05-30,2001-12-13,134,35,0.68088653337772,0.440819309999475,0.5148764452413548,0.423320683054482,99,0.0005093947768659477,0.38254018438171195,2.737666661788378,0.4949206959517349,10.0,389.0,11.0,63.0
ALL,1757,2307,-0.7703244413916781,2006-12-28,2009-03-09,550,43,0.09903169162552737,0.2559831352707925,0.33512435533684926,0.3436757416437978,507,5.793570139129768e-05,14.371203949600911,132.293688410945,43.209843619050325,445.0,1800.0,12.0,95.0
ALL,5061,5086,-0.41394036022078806,2020-02-14,2020-03-23,25,8,0.2491149382574594,0.488451182469612,0.4188112014589694,0.7462410471186066,17,8.585631797322063e-05,1.0425232186442688,51.51862582907383,13.11398185261621,27.0,5069.0,8.0,24.0
AMAT,67,2235,-0.8521676715957278,2000-04-07,2008-11-20,2168,1,0.8053000743243338,0.00531411620684311,0.057297349795477036,0.12736839421568066,2167,0.0019441780055964438,0.630362852445682,2.170317764181887,0.8721877624099704,186.0,68.0,7.0,194.0
AMAT,4574,4774,-0.5227417833819339,2018-03-09,2018-12-24,200,10,0.250647222779601,0.3487527518511449,0.4331560203285187,0.7172838795543194,190,0.0005129624968737008,0.5012190883188102,1.1104495456452013,1.43361553646089,210.0,4584.0,8.0,201.0
AMAT,5063,5085,-0.4364337979954168,2020-02-19,2020-03-20,22,4,0.25857242091874855,0.7064272702973963,0.5959674209854289,1.7856383594297944,18,0.00046964297786818333,0.8968588211570199,16.249942451677004,4.214462880789066,29.0,5067.0,6.0,21.0
AMAT,5545,5734,-0.5513919973226798,2022-01-14,2022-10-17,189,2,0.46455672379350427,0.39425841404389667,0.46498155885045855,0.7907813219347085,187,0.0005307088683835038,1.9263272894322951,2.498788094324616,1.8214074019780382,209.0,5547.0,17.0,226.0
AMAT,6167,6281,-0.36412220441557364,2024-07-10,2024-12-19,114,5,0.7238566854321662,,,,109,0.0004818093121120916,0.7011148219376302,4.753848041858372,,16.0,6172.0,15.0,21.0
AMD,118,3914,-0.9658947367417186,2000-06-21,2015-07-27,3796,4,0.27896207539439993,0.008718395296419238,0.008936354983958388,0.04424586074128249,3792,0.002886711224721571,0.6725031809777392,3.430366512429383,0.5868882442016301,588.0,122.0,1.0,18.0
AMD,5063,5081,-0.34278441287536066,2020-02-19,2020-03-16,18,3,0.6942918689388022,0.9276868388992512,2.170876499805014,2.571074659983736,15,0.0004663243138437011,1.3327689524681698,11.855099709979843,3.284834836559992,30.0,5066.0,6.0,112.0
AMD,5512,5733,-0.6544994295506881,2021-11-29,2022-10-14,221,4,0.3694808196559301,0.12380860912011746,0.3731244960969461,0.5398697761697597,217,0.0006619459357999671,2.9467410561207106,2.3266798202231334,1.7055238592295192,114.0,5516.0,14.0,257.0
AMD,6082,6281,-0.437600555836281,2024-03-07,2024-12-19,199,5,0.49519302717902564,,,,194,0.0009159554244013012,0.6427567621389526,1.7072080717212894,,104.0,6087.0,2.0,106.0
AME,409,430,-0.3366920896656904,2001-08-16,2001-09-21,21,11,0.18217966903061686,0.8380256267192653,1.545344651560562,1.0336429953958333,10,0.0003272713800228218,1.1292601121158372,3.33795902669694,1.715527585704737,18.0,420.0,12.0,221.0
AME,591,694,-0.3494086954297152,2002-05-14,2002-10-09,103,10,0.2808282282085239,0.9018013042225678,0.5996083936712682,0.961473651595049,93,0.0003653365475574812,1.018780515920257,1.8049624439227057,1.3478986539764446,48.0,601.0,13.0,179.0
AME,2117,2302,-0.5331092017283676,2008-06-05,2009-03-02,185,15,0.13198780946302655,0.22134176491266147,0.24031836833878323,0.49298833667766895,170,0.00032076126246324854,2.094643857372567,10.62458472542045,2.6813329932616483,88.0,2132.0,10.0,51.0
AME,2845,2956,-0.32592024783407014,2011-04-26,2011-10-03,111,19,0.3363356783013689,0.6519672790121593,1.1329821363009627,1.3262344846572947,92,0.00023453064371240518,1.0152200476891928,4.087446790027217,3.303100909101368,69.0,2864.0,6.0,58.0
AME,5035,5086,-0.4271945935866538,2020-01-08,2020-03-23,51,33,0.07446568240803125,0.7358275654825197,0.9692440083545913,1.5365540835285194,18,0.0001453756323335084,0.8325970478398256,40.91336028651717,7.03569138781447,21.0,5068.0,13.0,21.0
AMG,56,100,-0.3724998504514946,2000-03-23,2000-05-25,44,8,0.4521806920887972,1.1845638047167166,1.2751684082592922,0.954898910612668,36,,,,,,,,
AMG,177,315,-0.32140060666741677,2000-09-14,2001-04-03,138,2,0.28627681490536505,0.9830509930072573,0.6397101571241733,1.217433681439047,136,0.0010489337146807518,1.7685579924486805,2.1520037420392244,0.5505620868551149,74.0,179.0,18.0,39.0
AMG,542,799,-0.4975556484892171,2002-03-05,2003-03-12,257,34,0.2896515801105506,0.632369422594091,0.862718906179344,0.8512553554405726,223,0.0005839650657209303,0.7345726056702567,3.16860484400945,0.902824611861556,80.0,576.0,4.0,21.0
AMG,1955,2236,-0.8592499610080315,2007-10-12,2008-11-21,281,18,0.15117385636257702,0.18131627565058595,0.33925639604042246,0.4216336599612653,263,0.000402648134804569,6.359279981197942,18.898468603301353,13.472629865453182,281.0,1973.0,6.0,57.0
AMG,3852,5086,-0.7958156257718633,2015-04-28,2020-03-23,1234,74,0.22938830031102497,0.16599905477839966,0.12155235763471009,0.34013573222349386,1160,0.00021625216330853762,1.1811450448402283,33.82654987900116,9.251250291088452,1170.0,3926.0,7.0,23.0
AMGN,13,77,-0.31297053954397513,2000-01-21,2000-04-24,64,3,0.26955462240218214,0.9465247192692638,0.45187134262696094,0.8262039316485088,61,,,,,,,,
AMGN,139,633,-0.6016666682543327,2000-07-21,2002-07-15,494,3,0.24285972394645872,0.3136584269745027,0.3861071884630913,0.6441508903142361,491,0.0018013197624985172,0.4380361152397397,0.7110325606561938,0.8315669205538442,502.0,142.0,10.0,444.0
AMGN,1435,2063,-0.5361495693934841,2005-09-19,2008-03-19,628,13,0.3758524108772491,0.08658037685317652,0.4445885439682658,0.4116879958154917,615,0.00031370999448121354,0.6493456989149696,1.2001609881411954,0.6045216318819882,631.0,1448.0,2.0,483.0
AMT,47,694,-0.9870467519769577,2000-03-10,2002-10-09,647,3,0.07683739442361755,0.058777326853524915,0.09297167421131171,0.1689386216121224,644,,,,,,,,
AMT,5060,5086,-0.3028804858608487,2020-02-13,2020-03-23,26,10,0.15793937676068942,1.105034743933084,0.9355246982763706,0.5124073003551077,16,0.0001996687273610635,0.7405604675604729,21.393227626819005,5.683067205677614,28.0,5070.0,8.0,24.0
AMT,5455,5976,-0.4534422561150375,2021-09-08,2023-10-04,521,14,0.4333657132089614,0.4747736825696381,0.33079417585883486,0.4535811812952217,507,0.00011984890720180974,2.192479084365776,5.323249451400274,2.988428765217734,283.0,5469.0,21.0,375.0
AMZN,0,435,-0.9332027968826827,2000-01-03,2001-09-28,435,2,0.4018654066412438,0.046280196357659883,0.1146214220687046,0.12217493600567196,433,,,,,,,,
AMZN,1962,2235,-0.6525490876953781,2007-10-23,2008-11-20,273,1,0.41537230169658645,0.4091807645231402,0.5862593486160651,0.7175862790628146,272,0.0008532741422856806,1.2737122180275233,6.213229928313052,2.4768523405655247,246.0,1963.0,21.0,47.0
AMZN,4022,4050,-0.3053446326540753,2015-12-29,2016-02-09,28,6,0.3187091378362968,0.8353937616835216,1.3481358212093544,1.4311464325113703,22,0.0004374688507089971,0.8088074195720993,3.479793575905081,0.9409717104801951,24.0,4028.0,12.0,22.0
AMZN,4697,4774,-0.34103783046300673,2018-09-04,2018-12-24,77,26,0.2076296529023335,0.6050032939499912,0.8013944497984691,0.5410107194324622,51,0.0002682531001874912,0.6391799242061287,5.471671737636458,1.9200142073578421,20.0,4723.0,16.0,58.0
AMZN,5412,5784,-0.5614526325328263,2021-07-08,2022-12-28,372,16,0.10995456193166288,0.1548441473206895,0.4613820085671686,0.4842936820099437,356,0.00023205838358468988,2.5948405691879666,9.223673658388634,2.6326388894137036,202.0,5428.0,8.0,205.0
AN,0,22,-0.3103448798428602,2000-01-03,2000-02-03,22,16,0.13316720112542937,1.1555554386952074,0.33792544418305287,0.4117758419861117,6,,,,,,,,
AN,93,243,-0.4596311081093366,2000-05-16,2000-12-18,150,3,0.48261242074737004,0.8017985755894849,1.3637630790157436,1.0345787638111559,147,0.0017250378221798591,0.2698983086031183,1.1266500368833874,0.6126660057023662,157.0,96.0,11.0,20.0
AN,370,433,-0.33250823193265167,2001-06-21,2001-09-26,63,12,0.21748068019184177,0.9900744504954255,1.3275433702947232,1.2456575277210424,51,0.0007157766718054618,1.1497715602410967,2.0894529758826734,0.8276572574313433,58.0,382.0,7.0,232.0
AN,595,707,-0.5078591030768376,2002-05-20,2002-10-28,112,10,0.463765613523141,0.30416223331981024,0.5549625766832452,0.9711845855303294,102,0.0005903523478142271,1.1951439251112503,2.366217618745675,1.3971612869716854,105.0,605.0,18.0,88.0
AN,1787,2217,-0.8175909856124923,2007-02-13,2008-10-27,430,39,0.14512419291034495,0.20826710805564708,0.5718071026651381,0.7980922369343459,391,0.00010169328537180514,20.09810494903984,78.5502830375885,51.27042825662027,405.0,1826.0,14.0,30.0
AN,3908,5083,-0.6593655547342239,2015-07-17,2020-03-18,1175,6,0.264886241049063,0.3844216145215439,0.7693013423103259,1.0822452269308027,1169,0.00016668217524723727,1.914346679264049,36.5581366970766,16.236420018591737,1185.0,3914.0,5.0,21.0
ANF,0,99,-0.7022728681419887,2000-01-03,2000-05-24,99,6,0.5141584792130915,0.702265164437029,0.8964397341834209,1.2252424711887044,93,,,,,,,,
ANF,228,245,-0.4746834112707399,2000-11-27,2000-12-20,17,3,0.6200440094479422,1.2755561795184893,1.756267018407632,0.412267047791933,14,0.002919997250267667,1.0313390945952223,2.6359964442450345,1.0486578588323598,18.0,231.0,3.0,31.0
ANF,370,695,-0.6613742685678909,2001-06-21,2002-10-10,325,10,0.6241781784111391,0.2137454826345764,0.5238408566296873,0.5415985448558416,315,0.0017599455472815404,0.8857415399911348,2.367810029462635,1.0987477106713186,62.0,380.0,2.0,21.0
ANF,1384,1437,-0.39167898859288885,2005-07-07,2005-09-21,53,20,0.056911976313543514,0.6882194619643053,0.44986740231898753,0.3937257181510258,33,0.00045831980737369215,0.6277119618573745,1.8477799832976705,1.3579577776278149,78.0,1404.0,4.0,263.0
ANF,1953,4408,-0.8659124088898031,2007-10-10,2017-07-12,2455,16,0.19568241089612315,0.10057273625223563,0.1709869919267186,0.3069788253149215,2439,0.00037271176383752504,6.516964597822103,18.09701857270076,2.4539526187388483,280.0,1969.0,6.0,27.0
ANF,6149,6210,-0.3248414106121651,2024-06-12,2024-09-10,61,7,0.2662541507874864,0.5067222443511583,,,54,0.0012754707702824775,1.504019848777276,0.8385629384090101,0.7696118282139749,0.0,6156.0,4.0,67.0
AON,4,39,-0.5034926051092332,2000-01-07,2000-02-29,35,1,0.8584244247201147,0.6634730020464921,0.7656035839848875,0.5659129191373249,34,,,,,,,,
