date,share_in_drawdown,n_live
2000-10-09,0.38848920863309355,417.0
2000-10-10,0.38848920863309355,417.0
2000-10-11,0.38848920863309355,417.0
2000-10-12,0.38848920863309355,417.0
2000-10-13,0.37170263788968827,417.0
2000-10-16,0.3669064748201439,417.0
2000-10-17,0.3645083932853717,417.0
2000-10-18,0.34532374100719426,417.0
2000-10-19,0.33573141486810554,417.0
2000-10-20,0.3381294964028777,417.0
2000-10-23,0.3381294964028777,417.0
2000-10-24,0.33093525179856115,417.0
2000-10-25,0.33093525179856115,417.0
2000-10-26,0.3261390887290168,417.0
2000-10-27,0.3213429256594724,417.0
2000-10-30,0.31894484412470026,417.0
2000-10-31,0.31894484412470026,417.0
2000-11-01,0.31894484412470026,417.0
2000-11-02,0.3213429256594724,417.0
2000-11-03,0.3237410071942446,417.0
2000-11-06,0.3261390887290168,417.0
2000-11-07,0.3261390887290168,417.0
2000-11-08,0.33093525179856115,417.0
2000-11-09,0.3333333333333333,417.0
2000-11-10,0.3333333333333333,417.0
2000-11-13,0.3333333333333333,417.0
2000-11-14,0.3333333333333333,417.0
2000-11-15,0.3333333333333333,417.0
2000-11-16,0.3333333333333333,417.0
2000-11-17,0.33573141486810554,417.0
2000-11-20,0.33573141486810554,417.0
2000-11-21,0.33573141486810554,417.0
2000-11-22,0.33573141486810554,417.0
2000-11-24,0.3405275779376499,417.0
2000-11-27,0.34292565947242204,417.0
2000-11-28,0.34292565947242204,417.0
2000-11-29,0.34292565947242204,417.0
2000-11-30,0.3405275779376499,417.0
2000-12-01,0.3405275779376499,417.0
2000-12-04,0.3405275779376499,417.0
2000-12-05,0.3381294964028777,417.0
2000-12-06,0.3381294964028777,417.0
2000-12-07,0.33573141486810554,417.0
2000-12-08,0.34532374100719426,417.0
2000-12-11,0.3501199040767386,417.0
2000-12-12,0.354916067146283,417.0
2000-12-13,0.354916067146283,417.0
2000-12-14,0.354916067146283,417.0
2000-12-15,0.354916067146283,417.0
2000-12-18,0.35731414868105515,417.0
2000-12-19,0.3501199040767386,417.0
2000-12-20,0.3501199040767386,417.0
2000-12-21,0.3405275779376499,417.0
2000-12-22,0.33093525179856115,417.0
2000-12-26,0.33573141486810554,417.0
2000-12-27,0.34292565947242204,417.0
2000-12-28,0.37170263788968827,417.0
2000-12-29,0.38609112709832133,417.0
2001-01-02,0.38609112709832133,417.0
2001-01-03,0.38369304556354916,417.0
2001-01-04,0.38609112709832133,417.0
2001-01-05,0.38848920863309355,417.0
2001-01-08,0.38848920863309355,417.0
2001-01-09,0.3908872901678657,417.0
2001-01-10,0.3908872901678657,417.0
2001-01-11,0.3908872901678657,417.0
2001-01-12,0.38848920863309355,417.0
2001-01-16,0.38848920863309355,417.0
2001-01-17,0.38848920863309355,417.0
2001-01-18,0.38848920863309355,417.0
2001-01-19,0.3908872901678657,417.0
2001-01-22,0.3908872901678657,417.0
2001-01-23,0.3908872901678657,417.0
2001-01-24,0.3908872901678657,417.0
2001-01-25,0.3908872901678657,417.0
2001-01-26,0.3932853717026379,417.0
2001-01-29,0.3932853717026379,417.0
2001-01-30,0.39568345323741005,417.0
2001-01-31,0.39568345323741005,417.0
2001-02-01,0.3980815347721823,417.0
2001-02-02,0.3980815347721823,417.0
2001-02-05,0.3980815347721823,417.0
2001-02-06,0.3980815347721823,417.0
2001-02-07,0.3980815347721823,417.0
2001-02-08,0.40047961630695444,417.0
2001-02-09,0.40047961630695444,417.0
2001-02-12,0.4052757793764988,417.0
2001-02-13,0.4052757793764988,417.0
2001-02-14,0.407673860911271,417.0
2001-02-15,0.41007194244604317,417.0
2001-02-16,0.41007194244604317,417.0
2001-02-20,0.41247002398081534,417.0
2001-02-21,0.41247002398081534,417.0
2001-02-22,0.41247002398081534,417.0
2001-02-23,0.41247002398081534,417.0
2001-02-26,0.41247002398081534,417.0
2001-02-27,0.41247002398081534,417.0
2001-02-28,0.41247002398081534,417.0
2001-03-01,0.41247002398081534,417.0
2001-03-02,0.41247002398081534,417.0
2001-03-05,0.41247002398081534,417.0
2001-03-06,0.41247002398081534,417.0
2001-03-07,0.41247002398081534,417.0
2001-03-08,0.42206235011990406,417.0
2001-03-09,0.4244604316546763,417.0
2001-03-12,0.4244604316546763,417.0
2001-03-13,0.4244604316546763,417.0
2001-03-14,0.42206235011990406,417.0
2001-03-15,0.4196642685851319,417.0
2001-03-16,0.4196642685851319,417.0
2001-03-19,0.4172661870503597,417.0
2001-03-20,0.4148681055155875,417.0
2001-03-21,0.4148681055155875,417.0
2001-03-22,0.41007194244604317,417.0
2001-03-23,0.39568345323741005,417.0
2001-03-26,0.39568345323741005,417.0
2001-03-27,0.39568345323741005,417.0
2001-03-28,0.39568345323741005,417.0
2001-03-29,0.39568345323741005,417.0
2001-03-30,0.3932853717026379,417.0
2001-04-02,0.39568345323741005,417.0
2001-04-03,0.39568345323741005,417.0
2001-04-04,0.38609112709832133,417.0
2001-04-05,0.37889688249400477,417.0
2001-04-06,0.3764988009592326,417.0
2001-04-09,0.37410071942446044,417.0
2001-04-10,0.3764988009592326,417.0
2001-04-11,0.3764988009592326,417.0
2001-04-12,0.3764988009592326,417.0
2001-04-16,0.3764988009592326,417.0
2001-04-17,0.37410071942446044,417.0
2001-04-18,0.3764988009592326,417.0
2001-04-19,0.3764988009592326,417.0
2001-04-20,0.3764988009592326,417.0
2001-04-23,0.3764988009592326,417.0
2001-04-24,0.37410071942446044,417.0
2001-04-25,0.37410071942446044,417.0
2001-04-26,0.381294964028777,417.0
2001-04-27,0.38369304556354916,417.0
2001-04-30,0.38369304556354916,417.0
2001-05-01,0.3932853717026379,417.0
2001-05-02,0.3932853717026379,417.0
2001-05-03,0.3932853717026379,417.0
2001-05-04,0.3932853717026379,417.0
2001-05-07,0.3932853717026379,417.0
2001-05-08,0.3932853717026379,417.0
2001-05-09,0.3908872901678657,417.0
2001-05-10,0.3932853717026379,417.0
2001-05-11,0.3980815347721823,417.0
2001-05-14,0.3980815347721823,417.0
2001-05-15,0.3980815347721823,417.0
2001-05-16,0.4052757793764988,417.0
2001-05-17,0.4148681055155875,417.0
2001-05-18,0.42206235011990406,417.0
2001-05-21,0.4244604316546763,417.0
2001-05-22,0.434052757793765,417.0
2001-05-23,0.4364508393285372,417.0
2001-05-24,0.43884892086330934,417.0
2001-05-25,0.4412470023980815,417.0
2001-05-29,0.4460431654676259,417.0
2001-05-30,0.4460431654676259,417.0
2001-05-31,0.44844124700239807,417.0
2001-06-01,0.44844124700239807,417.0
2001-06-04,0.45323741007194246,417.0
2001-06-05,0.4580335731414868,417.0
2001-06-06,0.4580335731414868,417.0
2001-06-07,0.4628297362110312,417.0
2001-06-08,0.4628297362110312,417.0
2001-06-11,0.4628297362110312,417.0
2001-06-12,0.46522781774580335,417.0
2001-06-13,0.46522781774580335,417.0
2001-06-14,0.46522781774580335,417.0
2001-06-15,0.46522781774580335,417.0
2001-06-18,0.46522781774580335,417.0
2001-06-19,0.46522781774580335,417.0
2001-06-20,0.4676258992805755,417.0
2001-06-21,0.4748201438848921,417.0
2001-06-22,0.4748201438848921,417.0
2001-06-25,0.4748201438848921,417.0
2001-06-26,0.47721822541966424,417.0
2001-06-27,0.47961630695443647,417.0
2001-06-28,0.48201438848920863,417.0
2001-06-29,0.4892086330935252,417.0
2001-07-02,0.49160671462829736,417.0
2001-07-03,0.4940047961630695,417.0
2001-07-05,0.4940047961630695,417.0
2001-07-06,0.4940047961630695,417.0
2001-07-09,0.4940047961630695,417.0
2001-07-10,0.4940047961630695,417.0
2001-07-11,0.4940047961630695,417.0
2001-07-12,0.4940047961630695,417.0
2001-07-13,0.49640287769784175,417.0
2001-07-16,0.4988009592326139,417.0
2001-07-17,0.5011990407673861,417.0
2001-07-18,0.5035971223021583,417.0
2001-07-19,0.513189448441247,417.0
2001-07-20,0.5155875299760192,417.0
2001-07-23,0.5155875299760192,417.0
2001-07-24,0.5155875299760192,417.0
2001-07-25,0.5155875299760192,417.0
2001-07-26,0.5179856115107914,417.0
2001-07-27,0.5203836930455635,417.0
2001-07-30,0.5203836930455635,417.0
2001-07-31,0.5227817745803357,417.0
2001-08-01,0.5227817745803357,417.0
2001-08-02,0.5227817745803357,417.0
2001-08-03,0.5275779376498801,417.0
2001-08-06,0.5275779376498801,417.0
2001-08-07,0.5275779376498801,417.0
2001-08-08,0.5275779376498801,417.0
2001-08-09,0.5275779376498801,417.0
2001-08-10,0.5275779376498801,417.0
2001-08-13,0.5275779376498801,417.0
2001-08-14,0.5275779376498801,417.0
2001-08-15,0.5275779376498801,417.0
2001-08-16,0.5323741007194245,417.0
2001-08-17,0.5323741007194245,417.0
2001-08-20,0.5323741007194245,417.0
2001-08-21,0.5323741007194245,417.0
2001-08-22,0.5347721822541966,417.0
2001-08-23,0.5347721822541966,417.0
2001-08-24,0.5347721822541966,417.0
2001-08-27,0.5347721822541966,417.0
2001-08-28,0.5347721822541966,417.0
2001-08-29,0.5347721822541966,417.0
2001-08-30,0.5347721822541966,417.0
2001-08-31,0.5347721822541966,417.0
2001-09-04,0.539568345323741,417.0
2001-09-05,0.5419664268585132,417.0
2001-09-06,0.5419664268585132,417.0
2001-09-07,0.5419664268585132,417.0
2001-09-10,0.5419664268585132,417.0
2001-09-17,0.5419664268585132,417.0
2001-09-18,0.5419664268585132,417.0
2001-09-19,0.5347721822541966,417.0
2001-09-20,0.5323741007194245,417.0
2001-09-21,0.49640287769784175,417.0
2001-09-24,0.434052757793765,417.0
2001-09-25,0.4316546762589928,417.0
2001-09-26,0.4316546762589928,417.0
2001-09-27,0.407673860911271,417.0
2001-09-28,0.3980815347721823,417.0
2001-10-01,0.39568345323741005,417.0
2001-10-02,0.3908872901678657,417.0
2001-10-03,0.3908872901678657,417.0
2001-10-04,0.38848920863309355,417.0
2001-10-05,0.38848920863309355,417.0
2001-10-08,0.38848920863309355,417.0
2001-10-09,0.38609112709832133,417.0
2001-10-10,0.38609112709832133,417.0
2001-10-11,0.38609112709832133,417.0
2001-10-12,0.38609112709832133,417.0
2001-10-15,0.38609112709832133,417.0
2001-10-16,0.38848920863309355,417.0
2001-10-17,0.38848920863309355,417.0
2001-10-18,0.38848920863309355,417.0
2001-10-19,0.38848920863309355,417.0
2001-10-22,0.38848920863309355,417.0
2001-10-23,0.38848920863309355,417.0
2001-10-24,0.38848920863309355,417.0
2001-10-25,0.38848920863309355,417.0
2001-10-26,0.38848920863309355,417.0
2001-10-29,0.38609112709832133,417.0
2001-10-30,0.38609112709832133,417.0
2001-10-31,0.38369304556354916,417.0
2001-11-01,0.38369304556354916,417.0
2001-11-02,0.38369304556354916,417.0
2001-11-05,0.38369304556354916,417.0
2001-11-06,0.38369304556354916,417.0
2001-11-07,0.38369304556354916,417.0
2001-11-08,0.38609112709832133,417.0
2001-11-09,0.38609112709832133,417.0
2001-11-12,0.38609112709832133,417.0
2001-11-13,0.38609112709832133,417.0
2001-11-14,0.38609112709832133,417.0
2001-11-15,0.38609112709832133,417.0
2001-11-16,0.38609112709832133,417.0
2001-11-19,0.38848920863309355,417.0
2001-11-20,0.38848920863309355,417.0
2001-11-21,0.38848920863309355,417.0
2001-11-23,0.38848920863309355,417.0
2001-11-26,0.38848920863309355,417.0
2001-11-27,0.38609112709832133,417.0
2001-11-28,0.38609112709832133,417.0
2001-11-29,0.38609112709832133,417.0
2001-11-30,0.38609112709832133,417.0
2001-12-03,0.38848920863309355,417.0
2001-12-04,0.38609112709832133,417.0
2001-12-05,0.38609112709832133,417.0
2001-12-06,0.38609112709832133,417.0
2001-12-07,0.38848920863309355,417.0
2001-12-10,0.38848920863309355,417.0
2001-12-11,0.38848920863309355,417.0
2001-12-12,0.38848920863309355,417.0
2001-12-13,0.38848920863309355,417.0
2001-12-14,0.38609112709832133,417.0
2001-12-17,0.38609112709832133,417.0
2001-12-18,0.38848920863309355,417.0
2001-12-19,0.38848920863309355,417.0
2001-12-20,0.38848920863309355,417.0
2001-12-21,0.38848920863309355,417.0
2001-12-24,0.38848920863309355,417.0
2001-12-26,0.3908872901678657,417.0
2001-12-27,0.3908872901678657,417.0
2001-12-28,0.39568345323741005,417.0
2001-12-31,0.39568345323741005,417.0
2002-01-02,0.39568345323741005,417.0
2002-01-03,0.3980815347721823,417.0
2002-01-04,0.40047961630695444,417.0
2002-01-07,0.40047961630695444,417.0
2002-01-08,0.40047961630695444,417.0
2002-01-09,0.40047961630695444,417.0
2002-01-10,0.40047961630695444,417.0
2002-01-11,0.40047961630695444,417.0
2002-01-14,0.40047961630695444,417.0
2002-01-15,0.40047961630695444,417.0
2002-01-16,0.40047961630695444,417.0
2002-01-17,0.40047961630695444,417.0
2002-01-18,0.40047961630695444,417.0
2002-01-22,0.40047961630695444,417.0
2002-01-23,0.40047961630695444,417.0
2002-01-24,0.40047961630695444,417.0
2002-01-25,0.40047961630695444,417.0
2002-01-28,0.40047961630695444,417.0
2002-01-29,0.40047961630695444,417.0
2002-01-30,0.40047961630695444,417.0
2002-01-31,0.4052757793764988,417.0
2002-02-01,0.407673860911271,417.0
2002-02-04,0.407673860911271,417.0
2002-02-05,0.407673860911271,417.0
2002-02-06,0.407673860911271,417.0
2002-02-07,0.407673860911271,417.0
2002-02-08,0.407673860911271,417.0
2002-02-11,0.407673860911271,417.0
2002-02-12,0.407673860911271,417.0
2002-02-13,0.407673860911271,417.0
2002-02-14,0.407673860911271,417.0
2002-02-15,0.407673860911271,417.0
2002-02-19,0.407673860911271,417.0
2002-02-20,0.407673860911271,417.0
2002-02-21,0.407673860911271,417.0
2002-02-22,0.407673860911271,417.0
2002-02-25,0.407673860911271,417.0
2002-02-26,0.41007194244604317,417.0
2002-02-27,0.41007194244604317,417.0
2002-02-28,0.41247002398081534,417.0
2002-03-01,0.41247002398081534,417.0
2002-03-04,0.4196642685851319,417.0
2002-03-05,0.4196642685851319,417.0
2002-03-06,0.4244604316546763,417.0
2002-03-07,0.4292565947242206,417.0
2002-03-08,0.4292565947242206,417.0
2002-03-11,0.4316546762589928,417.0
2002-03-12,0.4412470023980815,417.0
2002-03-13,0.4412470023980815,417.0
2002-03-14,0.4412470023980815,417.0
2002-03-15,0.4412470023980815,417.0
2002-03-18,0.44364508393285373,417.0
2002-03-19,0.4556354916067146,417.0
2002-03-20,0.4580335731414868,417.0
2002-03-21,0.4580335731414868,417.0
2002-03-22,0.4580335731414868,417.0
2002-03-25,0.4580335731414868,417.0
2002-03-26,0.4580335731414868,417.0
2002-03-27,0.460431654676259,417.0
2002-03-28,0.460431654676259,417.0
2002-04-01,0.460431654676259,417.0
2002-04-02,0.460431654676259,417.0
2002-04-03,0.460431654676259,417.0
2002-04-04,0.460431654676259,417.0
2002-04-05,0.460431654676259,417.0
2002-04-08,0.460431654676259,417.0
2002-04-09,0.460431654676259,417.0
2002-04-10,0.47002398081534774,417.0
2002-04-11,0.47002398081534774,417.0
2002-04-12,0.4748201438848921,417.0
2002-04-15,0.47721822541966424,417.0
2002-04-16,0.486810551558753,417.0
2002-04-17,0.49160671462829736,417.0
2002-04-18,0.49160671462829736,417.0
2002-04-19,0.5011990407673861,417.0
2002-04-22,0.5011990407673861,417.0
2002-04-23,0.5011990407673861,417.0
2002-04-24,0.5011990407673861,417.0
2002-04-25,0.5059952038369304,417.0
2002-04-26,0.5083932853717026,417.0
2002-04-29,0.5083932853717026,417.0
2002-04-30,0.5107913669064749,417.0
2002-05-01,0.5107913669064749,417.0
2002-05-02,0.5155875299760192,417.0
2002-05-03,0.5299760191846523,417.0
2002-05-06,0.5299760191846523,417.0
2002-05-07,0.5299760191846523,417.0
2002-05-08,0.5323741007194245,417.0
2002-05-09,0.5371702637889688,417.0
2002-05-10,0.539568345323741,417.0
2002-05-13,0.539568345323741,417.0
2002-05-14,0.5467625899280576,417.0
2002-05-15,0.5515587529976019,417.0
2002-05-16,0.5515587529976019,417.0
2002-05-17,0.5539568345323741,417.0
2002-05-20,0.5635491606714629,417.0
2002-05-21,0.5635491606714629,417.0
2002-05-22,0.5635491606714629,417.0
2002-05-23,0.5683453237410072,417.0
2002-05-24,0.5707434052757794,417.0
2002-05-28,0.5731414868105515,417.0
2002-05-29,0.5731414868105515,417.0
2002-05-30,0.5731414868105515,417.0
2002-05-31,0.5731414868105515,417.0
2002-06-03,0.5755395683453237,417.0
2002-06-04,0.5755395683453237,417.0
2002-06-05,0.5755395683453237,417.0
2002-06-06,0.5779376498800959,417.0
2002-06-07,0.5755395683453237,417.0
2002-06-10,0.5779376498800959,417.0
2002-06-11,0.5779376498800959,417.0
2002-06-12,0.5779376498800959,417.0
2002-06-13,0.5779376498800959,417.0
2002-06-14,0.5779376498800959,417.0
2002-06-17,0.5779376498800959,417.0
2002-06-18,0.580335731414868,417.0
2002-06-19,0.592326139088729,417.0
2002-06-20,0.5971223021582733,417.0
2002-06-21,0.5995203836930456,417.0
2002-06-24,0.5995203836930456,417.0
2002-06-25,0.5995203836930456,417.0
2002-06-26,0.5995203836930456,417.0
2002-06-27,0.60431654676259,417.0
2002-06-28,0.6115107913669064,417.0
2002-07-01,0.6139088729016786,417.0
2002-07-02,0.6115107913669064,417.0
2002-07-03,0.6115107913669064,417.0
2002-07-05,0.6115107913669064,417.0
2002-07-08,0.6139088729016786,417.0
2002-07-09,0.6139088729016786,417.0
2002-07-10,0.6139088729016786,417.0
2002-07-11,0.6115107913669064,417.0
2002-07-12,0.6139088729016786,417.0
2002-07-15,0.6139088729016786,417.0
2002-07-16,0.6115107913669064,417.0
2002-07-17,0.6115107913669064,417.0
2002-07-18,0.6115107913669064,417.0
2002-07-19,0.6115107913669064,417.0
2002-07-22,0.60431654676259,417.0
2002-07-23,0.5899280575539568,417.0
2002-07-24,0.5467625899280576,417.0
2002-07-25,0.5419664268585132,417.0
2002-07-26,0.5371702637889688,417.0
2002-07-29,0.5347721822541966,417.0
2002-07-30,0.5323741007194245,417.0
2002-07-31,0.5323741007194245,417.0
2002-08-01,0.5275779376498801,417.0
2002-08-02,0.5275779376498801,417.0
2002-08-05,0.5227817745803357,417.0
2002-08-06,0.5083932853717026,417.0
2002-08-07,0.5083932853717026,417.0
2002-08-08,0.5083932853717026,417.0
2002-08-09,0.5059952038369304,417.0
2002-08-12,0.5059952038369304,417.0
2002-08-13,0.5011990407673861,417.0
2002-08-14,0.4988009592326139,417.0
2002-08-15,0.4988009592326139,417.0
2002-08-16,0.4988009592326139,417.0
2002-08-19,0.4988009592326139,417.0
2002-08-20,0.5011990407673861,417.0
2002-08-21,0.5011990407673861,417.0
2002-08-22,0.5035971223021583,417.0
2002-08-23,0.5059952038369304,417.0
2002-08-26,0.5059952038369304,417.0
2002-08-27,0.5059952038369304,417.0
2002-08-28,0.5059952038369304,417.0
2002-08-29,0.5059952038369304,417.0
2002-08-30,0.5059952038369304,417.0
2002-09-03,0.5059952038369304,417.0
2002-09-04,0.5035971223021583,417.0
2002-09-05,0.5035971223021583,417.0
2002-09-06,0.5035971223021583,417.0
2002-09-09,0.5035971223021583,417.0
2002-09-10,0.5035971223021583,417.0
2002-09-11,0.5035971223021583,417.0
2002-09-12,0.5035971223021583,417.0
2002-09-13,0.5035971223021583,417.0
2002-09-16,0.5035971223021583,417.0
2002-09-17,0.5011990407673861,417.0
2002-09-18,0.5011990407673861,417.0
2002-09-19,0.5011990407673861,417.0
2002-09-20,0.5011990407673861,417.0
2002-09-23,0.5011990407673861,417.0
2002-09-24,0.5011990407673861,417.0
2002-09-25,0.5011990407673861,417.0
2002-09-26,0.5011990407673861,417.0
2002-09-27,0.5011990407673861,417.0
2002-09-30,0.5011990407673861,417.0
2002-10-01,0.5011990407673861,417.0
2002-10-02,0.5011990407673861,417.0
2002-10-03,0.5035971223021583,417.0
2002-10-04,0.5035971223021583,417.0
2002-10-07,0.5011990407673861,417.0
2002-10-08,0.47961630695443647,417.0
2002-10-09,0.46522781774580335,417.0
2002-10-10,0.3405275779376499,417.0
2002-10-11,0.3237410071942446,417.0
2002-10-14,0.3261390887290168,417.0
2002-10-15,0.3261390887290168,417.0
2002-10-16,0.328537170263789,417.0
2002-10-17,0.3213429256594724,417.0
