ticker,top,start,runup,top_date,start_date,runup_len,post_drop,post_len,topped,horizon,drop_thr,rv_calm_clean,rv_calm_e33,rv_mania,rv_blow-off,rv_post-top
ABT,4716,4256,2.045565098678744,2018-10-01,2016-12-01,460,-0.1118514550556664,58.0,False,200.0,-0.4,6.8475251418506e-05,0.00019237719201512275,9.444730475353507e-05,0.00013292546822987283,0.00033162870206394755
ABT,5312,5086,2.0729591216260634,2021-02-12,2020-03-23,226,-0.17196880192969966,74.0,False,200.0,-0.4,0.0005770336652397822,0.0006301267815914364,0.00010658080586534602,0.00029734866320477247,0.0001583677910758389
ABT,5588,5086,2.0091135733161543,2022-03-18,2020-03-23,502,-0.21343060224298716,150.0,False,200.0,-0.4,0.0005770336652397822,0.0006301267815914364,0.00014786735758629135,0.00019325049165752256,0.0003499379956923319
ACGL,505,1,2.44284183412707,2002-01-09,2000-01-04,504,-0.14101629405426575,130.0,False,200.0,-0.4,0.0005555789866383179,,,,
ACGL,767,270,2.1651494269829823,2003-01-24,2001-01-29,497,-0.11322532867133372,20.0,False,200.0,-0.4,0.0005425751051928822,0.00034116094626984397,0.0002191887165263134,0.0003611831739139058,0.0002336915946675831
ACGL,2741,2307,2.032594449883224,2010-11-24,2009-03-09,434,-0.06261595465103575,31.0,False,200.0,-0.4,0.0005722039206331118,0.001315881911363648,7.770256196376951e-05,8.702459988921183e-05,6.1878230926407e-05
ACGL,5545,5122,2.1317446084529847,2022-01-14,2020-05-13,423,-0.12107156522735396,174.0,False,200.0,-0.4,0.0006697089709253717,0.0019515066250374972,0.0002220117094809986,0.00012941457507335222,0.000229476639097327
ACGL,5802,5302,2.063037344798988,2023-01-25,2021-01-29,500,-0.054629743644604156,7.0,False,200.0,-0.4,0.00019379218297145527,0.0004373771969990217,0.00039718786551635874,0.0009035148615935001,0.0003646444848237741
ACGL,6102,5719,2.277417985905315,2024-04-05,2022-09-26,383,-0.05416228122942113,6.0,False,200.0,-0.4,0.0004517301399021093,0.00024281527015872193,0.00016387696256393568,0.0003190732014953344,0.0001634690705137348
ADBE,805,648,2.043240441948283,2003-03-20,2002-08-05,157,-0.10331665133440093,2.0,False,200.0,-0.4,0.001375767919369102,0.0025021076716717494,0.001489051036338999,0.0025104452160323483,0.00098740360519853
ADBE,1088,648,2.75648025902806,2004-05-04,2002-08-05,440,-0.13481925428651365,56.0,False,200.0,-0.4,0.001375767919369102,0.0025021076716717494,0.0004371915437110163,0.0007171842376862276,0.0003127743134569963
ADBE,1359,871,2.150331838395403,2005-06-01,2003-06-24,488,-0.21910790810419667,49.0,False,200.0,-0.4,0.0004925989222489616,0.000839855022423136,0.0007172949879737324,0.00020896109813343432,0.00030844290413855534
ADBE,2417,2303,2.0919900665089384,2009-08-13,2009-03-03,114,-0.07448398888386043,197.0,False,200.0,-0.4,0.0009608237065746515,0.002498555050682776,0.0016120134358421432,0.0026521267822820146,0.00034116621790778514
ADBE,2694,2303,2.071965053743548,2010-09-20,2009-03-03,391,-0.22681969466753493,10.0,False,200.0,-0.4,0.0009608237065746515,0.002498555050682776,0.0005245974049081184,0.0008665977370428829,0.0011894188693857416
ADBE,3353,2926,2.0718376912760026,2013-05-03,2011-08-19,427,-0.09742604083990203,15.0,False,200.0,-0.4,0.00046265689557036313,0.00042559260783817186,0.00010536803873001438,0.00026178091168275477,0.0002030639669591284
ADBE,3636,3159,2.4343771058189634,2014-06-18,2012-07-24,477,-0.166940345611146,82.0,False,200.0,-0.4,0.00019762342450482099,0.00024295131962203618,0.0005612617157624303,0.00027590966178803037,9.220451224688094e-05
ADBE,4414,4050,2.0303318285639373,2017-07-20,2016-02-09,364,-0.03581429258203461,46.0,False,200.0,-0.4,0.00021770779068257053,0.00043105212025895933,0.00015770161682035605,0.0001018748350005418,0.00012191872272796255
ADBE,4669,4171,2.739927174035817,2018-07-25,2016-08-02,498,-0.22042788617919173,105.0,False,200.0,-0.4,0.0001474171596473074,0.0002159673674125693,0.00020630388480683977,0.0002624844215853866,0.0005158604927591602
ADBE,4921,4460,2.1530744500524563,2019-07-26,2017-09-25,461,-0.16121050678476168,61.0,False,200.0,-0.4,0.00034495866034892645,0.0001152792485691873,0.0002517003490598908,0.00042875146505910326,0.0002596916715758947
ADBE,5200,4774,2.601871603941462,2020-09-02,2018-12-24,426,-0.21094038621373812,127.0,False,200.0,-0.4,0.00027998767105660117,0.0006588129002257357,0.0004755981005022926,0.0006776458940792602,0.0006386959213430633
ADBE,5453,4982,2.5531044322081136,2021-09-03,2019-10-22,471,-0.45875276555382816,198.0,True,200.0,-0.4,0.0012182653371841001,0.0002793425085991117,0.00038316938180108195,0.00025761129792168654,0.00029018164837917287
ADBE,5955,5723,2.0526162057647612,2023-09-05,2022-09-30,232,-0.22280841024856413,187.0,False,200.0,-0.4,0.0005906114998589045,0.0009018112209617391,0.00034475967575022773,0.0009462070269609165,0.00032958650815717686
ADBE,6212,5723,2.131358872730394,2024-09-12,2022-09-30,489,-0.25430053064322866,69.0,False,200.0,-0.4,0.0005906114998589045,0.0009018112209617391,0.00023985471031039984,0.0011077352122953181,0.00043985436344939487
ADI,857,694,2.15965061469641,2003-06-04,2002-10-09,163,-0.17088582267381025,14.0,False,200.0,-0.4,0.0018563706350182652,0.0017622921222861692,0.0013843781721293476,0.0009334463762021605,0.0006194625966542227
ADI,1111,694,2.733892766935619,2004-06-07,2002-10-09,417,-0.3267149009908087,47.0,False,200.0,-0.4,0.0018563706350182652,0.0017622921222861692,0.0005255101991960227,0.0002545969272812554,0.000488012937412102
ADI,2513,2241,2.0645766880638035,2009-12-30,2008-12-01,272,-0.16561696451473795,24.0,False,200.0,-0.4,0.0010693037936032983,0.0012354805156644694,0.0003264611634971276,0.00039909671433581743,0.0003410177911318535
ADI,2777,2302,2.3639728224095213,2011-01-18,2009-03-02,475,-0.2338385375437496,140.0,False,200.0,-0.4,0.0006198125502572374,0.0015729882508785412,0.0003392299945542163,0.00032822871910497816,0.0002059916369258882
ADI,4539,4052,2.09204489185843,2018-01-18,2016-02-11,487,-0.18785687017154118,194.0,False,200.0,-0.4,0.00021678134150574812,0.000495153793454046,0.00013577636906190758,0.00010652645465342318,0.0003794684248837706
ADI,5316,5083,2.0220721248808777,2021-02-19,2020-03-18,233,-0.1167452521497847,11.0,False,200.0,-0.4,0.000865336323924136,0.0012153368902999358,0.0002864248742782586,0.0003717962606106902,0.00045320552412177835
ADI,5595,5093,2.098802735120777,2022-03-29,2020-04-01,502,-0.1889312522994302,138.0,False,200.0,-0.4,0.0006332798891237948,0.0014219537678649794,0.00020462308127898332,0.00028282475158253247,0.0005311238787456215
ADM,1254,799,2.189125088294274,2004-12-30,2003-03-12,455,-0.1926485702963553,83.0,False,200.0,-0.4,0.00021077254401979947,0.00020275411143003572,0.00012787387306496196,0.0005442402944939339,0.0003382003573761388
ADM,1527,1148,2.0907705855278986,2006-01-31,2004-07-30,379,-0.05269835772695142,4.0,False,200.0,-0.4,0.0002430818865896617,0.00016953441027635393,0.00019275370566255637,0.0009062540967375894,0.00033569867926880087
ADM,1790,1337,2.047127416348724,2007-02-16,2005-04-29,453,-0.09973565692860897,133.0,False,200.0,-0.4,0.00024288974991166994,0.0006870119516395928,0.00027130859277630666,0.0007993075510911524,0.0002409095039700498
ADM,2404,2205,2.1218544925942187,2009-07-27,2008-10-09,199,-0.1835040782304851,196.0,False,200.0,-0.4,0.002481415173144591,0.0011666267079278548,0.0008905549013138154,0.0005226363276014559,0.0002743581877256874
ADM,2696,2205,2.2747367253115156,2010-09-22,2008-10-09,491,-0.13075131608618906,47.0,False,200.0,-0.4,0.002481415173144591,0.0011666267079278548,0.0002845574940352367,0.00031983921489699916,0.0001974050957739578
ADM,3700,3238,2.2081916389292986,2014-09-18,2012-11-15,462,-0.1744144296529514,19.0,False,200.0,-0.4,0.00018604901766359238,0.00016776217427929841,0.00010205634016133057,0.00011287295083737625,0.0002487156446588535
ADM,5319,5086,2.0609661633493963,2021-02-24,2020-03-23,233,-0.05112877597481258,6.0,False,200.0,-0.4,0.0005696536877183672,0.0006565693497136087,0.00014834894226010972,0.00016812406347806107,0.00015801886525124669
ADM,5610,5122,3.0655586309203833,2022-04-20,2020-05-13,488,-0.26664120624007615,58.0,False,200.0,-0.4,0.00035077601362933433,0.0009413091492102561,0.0001924194996365996,0.0003856587704842042,0.0006069079401676981
ADP,5435,5086,2.0427680228412863,2021-08-10,2020-03-23,349,-0.08662139594147544,29.0,False,200.0,-0.4,0.0007459490089249848,0.0008215275033222615,0.0001416345593954312,0.0003359390549922985,0.00010823638616186991
ADP,5693,5214,2.0970735230375928,2022-08-18,2020-09-23,479,-0.18715206764411874,196.0,False,200.0,-0.4,0.000226789098426089,0.0005187787561972366,0.000273115857411113,0.0004425005768018845,0.0003043035402519343
ADSK,541,144,2.3715122904632304,2002-03-04,2000-07-28,397,-0.5314381681243421,113.0,True,200.0,-0.4,0.0013947725003349333,0.0022263452830084047,0.0007523402266480509,0.0010982153780154467,0.0016125527059990027
ADSK,1016,654,2.463224172774668,2004-01-21,2002-08-13,362,-0.05461397315836736,10.0,False,200.0,-0.4,0.0008735793970578269,0.0014819802648329717,0.0002822175588929828,0.0013126198438496138,0.0003956639722834974
ADSK,1281,788,4.839932618648818,2005-02-08,2003-02-25,493,-0.1045197645359991,7.0,False,200.0,-0.4,0.0005185050544668398,0.0007492871444808085,0.0005002955152912412,0.0009270485946423858,0.0004268024890759218
ADSK,1547,1054,2.9952241193384204,2006-03-01,2004-03-16,493,-0.2787908050420632,95.0,False,200.0,-0.4,0.0005610003622762246,0.0004798063149081011,0.00026800596097662,0.00033971448337640885,0.0003272112294763783
ADSK,2418,2307,2.1544991286994852,2009-08-14,2009-03-09,111,-0.11111110276092862,14.0,False,200.0,-0.4,0.0009583501968460523,0.0027199734356722423,0.0017698608105023313,0.0019032273817972845,0.00040535315190859265
ADSK,2694,2307,2.8387096251889843,2010-09-20,2009-03-09,387,-0.06638754200131303,3.0,False,200.0,-0.4,0.0009583501968460523,0.0027199734356722423,0.0009861188192816172,0.0007042102077662124,0.000445009688560986
ADSK,4316,4050,2.085600412244964,2017-03-01,2016-02-09,266,-0.07713932966164971,4.0,False,200.0,-0.4,0.00037643584996777856,0.000674306233954957,0.0005627853475202338,0.0004000340064459545,0.0005140041295864225
ADSK,4574,4146,2.7574198275793096,2018-03-09,2016-06-27,428,-0.15097589569014758,200.0,False,200.0,-0.4,0.0003841432648326404,0.0006362174371619332,0.00030810749275969206,0.0012007828618557693,0.0003577722001876866
ADSK,5161,4774,2.097701129043355,2020-07-09,2018-12-24,387,-0.10975016345409316,54.0,False,200.0,-0.4,0.00037578531900305277,0.0008139222276880985,0.003385394380701081,0.0016257228621316482,0.0005293209824507213
ADSK,5446,5079,2.516691095688764,2021-08-25,2020-03-12,367,-0.4754141209716586,188.0,True,200.0,-0.4,0.0013502863167832951,0.0005938657714153583,0.00017322732330736024,0.00018772821984987,0.0004404166837829135
AEP,1043,694,2.181326591654674,2004-03-01,2002-10-09,349,-0.1611768926689422,49.0,False,200.0,-0.4,0.0012530719260082056,0.0017943215911760681,8.447140650791852e-05,0.00010998971249356134,0.00011656815074959376
AES,554,534,2.248174392705765,2002-03-21,2002-02-21,20,-0.8971861032580419,145.0,True,200.0,-0.4,0.007133943948848275,0.007639587314310564,0.00806484933736288,0.005892533313505929,0.0038249576804128813
AES,858,699,8.810523888126284,2003-06-05,2002-10-16,159,-0.29390691508404854,44.0,False,200.0,-0.4,0.0062707686841931,0.009688351977109414,0.016215164275590686,0.009385457185579198,0.0010709805785994325
AES,1124,699,10.684207017335371,2004-06-25,2002-10-16,425,-0.0935959955912774,29.0,False,200.0,-0.4,0.0062707686841931,0.009688351977109414,0.0007754912284855995,0.0003712674123363546,0.0003329058119131769
AES,1390,902,2.820644312875372,2005-07-15,2003-08-07,488,-0.11997633724893342,46.0,False,200.0,-0.4,0.0006482956841528352,0.001719860219298176,0.00019195168539941045,0.0002914703626494935,0.00025114020625959085
AES,1648,1153,2.2271736597478378,2006-07-25,2004-08-06,495,-0.10932147616966059,8.0,False,200.0,-0.4,0.00029957878101809736,0.000507266739007671,0.00022423485136638244,0.00020469224277222818,0.0003542966710853156
AES,2424,2307,2.9368632082034374,2009-08-24,2009-03-09,117,-0.3606103671047759,186.0,False,200.0,-0.4,0.0017581342132966954,0.004601138639312662,0.0029898037396443324,0.0027126170240518526,0.0007233448738329365
AES,2711,2307,2.549898163196255,2010-10-13,2009-03-09,404,-0.13658178069196103,33.0,False,200.0,-0.4,0.0017581342132966954,0.004601138639312662,0.0011601022814824423,0.0009346652623196739,0.0001690696002350026
AES,5041,4554,2.1745855784928385,2020-01-16,2018-02-08,487,-0.531951579139113,42.0,True,200.0,-0.4,0.0002026923476946391,0.00022505477392890163,0.00019018302691400327,0.00018687566638272992,0.003493226077835023
AES,5294,5083,3.0146111567586065,2021-01-19,2020-03-18,211,-0.18175354735613702,6.0,False,200.0,-0.4,0.0014387439932026117,0.0013262041141001207,0.0004245376526560244,0.000440298692463702,0.0006767049160332524
AES,5562,5083,2.5476925669916897,2022-02-09,2020-03-18,479,-0.1709018897700305,86.0,False,200.0,-0.4,0.0014387439932026117,0.0013262041141001207,0.0002040522615237672,0.00019956771705414533,0.0004723547482064803
AFL,2350,2307,3.2776329974952763,2009-05-08,2009-03-09,43,-0.23255998635178887,43.0,False,200.0,-0.4,0.003537706707676513,0.007354253865120869,0.012954278258501003,0.009342602572752542,0.00162873013378004
AFL,2665,2307,4.6344534523526715,2010-08-09,2009-03-09,358,-0.11681167806100612,11.0,False,200.0,-0.4,0.003537706707676513,0.007354253865120869,0.0013664578967412426,0.0007986192972231449,0.0003008844442942421
AFL,3415,2950,2.1224345437729046,2013-08-01,2011-09-23,465,-0.08567996287250246,18.0,False,200.0,-0.4,0.0006831647410422471,0.0006892835805433386,0.00021175093001667974,0.00015661319046725872,0.00010304764687274098
AFL,5332,5083,2.1243450981565952,2021-03-15,2020-03-18,249,-0.050632835854543035,6.0,False,200.0,-0.4,0.0013561054402829171,0.001162796270987391,0.0002868476712387533,0.0011074287738831075,0.00010956220418820292
AFL,5593,5094,2.1702974711943157,2022-03-25,2020-04-02,499,-0.1852575668176777,57.0,False,200.0,-0.4,0.0006751292612759463,0.0018564669911282088,0.00022825022141718907,0.00015528285242326912,0.0002579912429847439
AFL,6206,5723,2.058138900849583,2024-09-04,2022-09-30,483,-0.08748627548749333,74.0,False,200.0,-0.4,0.0002440971020441227,0.0002196526273049463,6.360074274752878e-05,0.00032790570823461253,0.00014330157921804075
AIG,2315,2305,4.628571961597363,2009-03-19,2009-03-05,10,-0.7074075210368705,77.0,True,200.0,-0.4,0.013559709562518766,0.02568944175668623,0.0041600356093158914,0.03497811891958473,0.006716882963351923
AIG,2592,2305,6.358571155003706,2010-04-26,2009-03-05,287,-0.25634676388788113,48.0,False,200.0,-0.4,0.013559709562518766,0.02568944175668623,0.0009060000510989156,0.004106642750942715,0.0014262115483153611
AIG,2878,2392,3.685401809593443,2011-06-13,2009-07-09,486,-0.30745319381758573,116.0,False,200.0,-0.4,0.006893146283585316,0.012513922509920629,0.00029795300445366324,0.0016813349279415552,0.0011712460933886385
AIG,3360,2994,2.2959636471973814,2013-05-14,2011-11-25,366,-0.08159716767857883,28.0,False,200.0,-0.4,0.00054227707944949,0.001242435287133627,0.00027975967542439385,0.0005613074366080194,0.00020290294382250125
AIG,5139,5083,2.100106449248113,2020-06-08,2020-03-18,56,-0.31544283667599105,75.0,False,200.0,-0.4,0.0022471734260015174,0.0017240754592123652,0.007288760332603572,0.002131070197888135,0.001209622782252265
AIG,5421,5083,2.682152136011942,2021-07-21,2020-03-18,338,-0.027748938186739958,5.0,False,200.0,-0.4,0.0022471734260015174,0.0017240754592123652,0.0003342059231577995,0.0005617660254474764,0.00022373040201811793
AIG,5689,5214,2.2705618630626496,2022-08-12,2020-09-23,475,-0.168054482031757,34.0,False,200.0,-0.4,0.000550812441675355,0.0016268548630339766,0.0005825591563766407,0.0003958340903718675,0.00038654690294469176
AIV,1784,1281,2.020336972095137,2007-02-08,2005-02-08,503,-0.4017371075015944,198.0,True,200.0,-0.4,0.00011456482744154369,0.00013966170981024277,0.00015152285081315888,0.000136763176297158,0.0002304566752528131
AIV,2374,2306,2.23644051206791,2009-06-12,2009-03-06,68,-0.31410244687873545,19.0,False,200.0,-0.4,0.004007359267327084,0.0088061412837132,0.006647025448527469,0.0062892663729755775,0.0016824489672972356
AIV,2629,2306,4.7243324526217485,2010-06-17,2009-03-06,323,-0.17914451176807544,12.0,False,200.0,-0.4,0.004007359267327084,0.0088061412837132,0.0008969528886792547,0.0004752385539135076,0.0005540954004072229
AIV,2905,2401,3.4667124134403577,2011-07-21,2009-07-22,504,-0.26733659836220935,91.0,False,200.0,-0.4,0.0011221231620131861,0.004477067793288923,0.00031537265724869163,0.00013315406634767566,0.0011254370682968605
AIV,5283,5086,2.151933457648353,2020-12-31,2020-03-23,197,-0.1306818564998088,19.0,False,200.0,-0.4,0.001261891884656626,0.001314369399793245,0.0007518895418508628,0.0017579811452665662,0.00040798560941850224
AIV,5536,5086,3.1626902000962014,2022-01-03,2020-03-23,450,-0.3002578042822954,88.0,False,200.0,-0.4,0.001261891884656626,0.001314369399793245,0.0003200630043317565,0.00032084811478299934,0.0004292276439067031
AJG,530,43,3.256874999349968,2002-02-14,2000-03-06,487,-0.39098282077091295,164.0,False,200.0,-0.4,0.0010009849828915575,,,,
AJG,2727,2303,2.1165258088885834,2010-11-04,2009-03-03,424,-0.12253530334416063,190.0,False,200.0,-0.4,0.0005877033366486028,0.0013749722774496786,0.00012429359043389542,0.00021745562381781896,7.039761300783419e-05
AJG,3401,2917,2.00644168656332,2013-07-12,2011-08-08,484,-0.08441530915332085,35.0,False,200.0,-0.4,0.0003409083705526791,0.00015852256021946505,6.062324053614588e-05,8.86266892516585e-05,9.148883798688381e-05
AJG,4545,4042,2.0629090113028763,2018-01-26,2016-01-28,503,-0.08639550080466896,9.0,False,200.0,-0.4,0.00013693737642750902,0.00015322801419750937,6.773820931701113e-05,0.00030205623750148797,0.00017313000359424607
AJG,5370,5086,2.2522465877715585,2021-05-07,2020-03-23,284,-0.09308865781087772,49.0,False,200.0,-0.4,0.0005853743386700331,0.0007595953161310261,0.0001552542134094401,0.0001617025197962845,0.00011319176984309775
AKAM,725,692,3.283582078929892,2002-11-21,2002-10-07,33,-0.4409090943572934,49.0,True,200.0,-0.4,0.004766166056385625,0.0049579280053654124,0.003386966898303563,0.012331788730939434,0.0029112207772907547
AKAM,983,692,20.58208898261546,2003-12-02,2002-10-07,291,-0.24945609788972412,5.0,False,200.0,-0.4,0.004766166056385625,0.0049579280053654124,0.0020936652154263306,0.0080043603279886,0.0025499769752115866
AKAM,1237,774,10.869918437586863,2004-12-06,2003-02-04,463,-0.1952131397918936,51.0,False,200.0,-0.4,0.004559572541118234,0.004833829721062923,0.001762618698681808,0.0010345213127476165,0.0008613842784878658
AKAM,1492,988,2.1111110701589144,2005-12-08,2003-12-09,504,-0.1084668557371431,7.0,False,200.0,-0.4,0.0018646489404893123,0.003450403033793761,0.00047947559634650493,0.0011518212626076185,0.0008893805905097128
AKAM,1749,1288,5.240706151500557,2006-12-15,2005-02-17,461,-0.49849262293418484,195.0,True,200.0,-0.4,0.0005658457342344051,0.0008158052242751064,0.001559300380463269,0.0033608701286284627,0.0005703382493596475
AKAM,2325,2235,2.3196985280462887,2009-04-02,2008-11-20,90,-0.2380510135677546,84.0,False,200.0,-0.4,0.0019909851732821103,0.002699250890002212,0.004649059074267917,0.0038740209017092595,0.0009555240100100661
AKAM,2607,2235,4.416576851213769,2010-05-17,2008-11-20,372,-0.09334628638326892,53.0,False,200.0,-0.4,0.0019909851732821103,0.002699250890002212,0.00025835649864121437,0.0023876176504751523,0.0009838740886075677
AKAM,3047,2956,2.0680965406831335,2012-02-13,2011-10-03,91,-0.2885662237186939,78.0,False,200.0,-0.4,0.0010825080819333926,0.001255151821206255,0.001305576133895859,0.0025381949650943444,0.0006372511769216133
AKAM,3312,2956,2.012332415385564,2013-03-06,2011-10-03,356,-0.10604848578976944,31.0,False,200.0,-0.4,0.0010825080819333926,0.001255151821206255,0.00032419806337229617,0.0006911812420573574,0.0006840733474094696
AKAM,3574,3125,2.2580174153994625,2014-03-20,2012-06-05,449,-0.17462879042449408,26.0,False,200.0,-0.4,0.000724082170083029,0.0008357765607327256,0.00030697093933408886,0.001989539696070523,0.00028807416963336105
AKAM,3827,3343,2.180029837641705,2015-03-23,2013-04-19,484,-0.30981679021751807,200.0,False,200.0,-0.4,0.0004189504126189976,0.0005619174647715655,0.0002093586974226846,0.00037887197537389436,0.00012986219487735827
AKAM,4925,4436,2.0064573795705334,2019-08-01,2017-08-21,489,-0.11164129941686063,154.0,False,200.0,-0.4,0.0002796750964106839,0.0006249911383238406,0.0004351203977545494,0.00019753109323300948,0.0002723582610322827
AKAM,5200,4780,2.072270331261827,2020-09-02,2019-01-03,420,-0.21878394329248474,124.0,False,200.0,-0.4,0.00017496145216257887,0.0005430701499607667,0.0015558642449944892,0.0009987135862668767,0.0004944407549998816
ALB,1748,1327,2.3186675833708748,2006-12-14,2005-04-15,421,-0.04447435156825952,14.0,False,200.0,-0.4,0.0002459028693199825,0.00025756523018807223,0.00012438240863851623,0.0005602829535194293,0.000248623864539681
ALB,2027,1523,2.0252291860154017,2008-01-28,2006-01-25,504,-0.50773556161149,190.0,True,200.0,-0.4,0.0002719793654721208,0.0002037043752775806,0.0007032019397704805,0.0007230489450635229,0.0006696151859395538
ALB,2416,2305,2.0762757356589554,2009-08-12,2009-03-05,111,-0.061035852200791774,3.0,False,200.0,-0.4,0.0009321588003837663,0.003108600028970002,0.0015102316208566845,0.0015216175904150802,0.00046057140056896245
ALB,2759,2305,3.703669665146996,2010-12-21,2009-03-05,454,-0.30615750260857344,197.0,False,200.0,-0.4,0.0009321588003837663,0.003108600028970002,0.0004276486085765204,0.00022879258385398189,0.000296846805946132
ALB,4144,3947,2.053525252876714,2016-06-23,2015-09-11,197,-0.10734597704807058,2.0,False,200.0,-0.4,0.0006156397951917268,0.00032768123709892813,0.0006980228856963354,0.0005646482327537221,0.0003402687471561756
ALB,4426,3947,3.0346888124914604,2017-08-07,2015-09-11,479,-0.271217798213358,163.0,False,200.0,-0.4,0.0006156397951917268,0.00032768123709892813,0.0002138646736214998,0.0005952312340692642,0.0002661500914009286
ALB,5294,5086,3.6806660042573296,2021-01-19,2020-03-23,208,-0.24053947776035856,33.0,False,200.0,-0.4,0.001322072828420917,0.0014777735778260701,0.0013080923722910017,0.0016022608837841425,0.0010239701143369417
ALB,5567,5086,4.927432232760749,2022-02-16,2020-03-23,481,-0.3004471191946724,12.0,False,200.0,-0.4,0.001322072828420917,0.0014777735778260701,0.0005018069195367584,0.000612762142055493,0.002050508296731197
