Model,Agent_Type,Scenario,Seed,MBTI,Day,p_intended,predicted_persona,correct,p_ENTJ,p_ISFJ,p_INTJ
claude-sonnet-4-6,static,flat,789,ENTJ,65,0.0678,INTJ,0,0.0678,0.0024,0.9298
claude-sonnet-4-6,static,flat,789,ENTJ,66,0.8293,ENTJ,1,0.8293,0.0033,0.1674
claude-sonnet-4-6,static,flat,789,ENTJ,67,0.9817,ENTJ,1,0.9817,0.0017,0.0166
claude-sonnet-4-6,static,flat,789,ENTJ,68,0.9969,ENTJ,1,0.9969,0.0007,0.0024
claude-sonnet-4-6,static,flat,789,ENTJ,69,0.9421,ENTJ,1,0.9421,0.0016,0.0563
claude-sonnet-4-6,static,flat,789,ENTJ,70,0.9883,ENTJ,1,0.9883,0.0014,0.0103
claude-sonnet-4-6,static,flat,789,ENTJ,71,0.9963,ENTJ,1,0.9963,0.0008,0.0028
claude-sonnet-4-6,static,flat,789,ENTJ,72,0.9959,ENTJ,1,0.9959,0.0008,0.0033
claude-sonnet-4-6,static,flat,789,ENTJ,73,0.9739,ENTJ,1,0.9739,0.0013,0.0248
claude-sonnet-4-6,static,flat,789,ENTJ,74,0.935,ENTJ,1,0.935,0.0025,0.0625
claude-sonnet-4-6,static,flat,789,ENTJ,75,0.9924,ENTJ,1,0.9924,0.001,0.0066
claude-sonnet-4-6,static,flat,789,ENTJ,76,0.0107,INTJ,0,0.0107,0.0019,0.9874
claude-sonnet-4-6,static,flat,789,ENTJ,77,0.0372,INTJ,0,0.0372,0.0015,0.9612
claude-sonnet-4-6,static,flat,789,ENTJ,78,0.9967,ENTJ,1,0.9967,0.0009,0.0024
claude-sonnet-4-6,static,flat,789,ENTJ,79,0.9206,ENTJ,1,0.9206,0.0023,0.0771
claude-sonnet-4-6,static,flat,789,ENTJ,80,0.0328,INTJ,0,0.0328,0.0019,0.9653
claude-sonnet-4-6,static,flat,789,ENTJ,81,0.0491,INTJ,0,0.0491,0.0022,0.9487
claude-sonnet-4-6,static,flat,789,ENTJ,82,0.189,INTJ,0,0.189,0.0029,0.808
claude-sonnet-4-6,static,flat,789,ENTJ,83,0.9424,ENTJ,1,0.9424,0.0026,0.055
claude-sonnet-4-6,static,flat,789,ENTJ,84,0.0295,INTJ,0,0.0295,0.0015,0.969
claude-sonnet-4-6,static,flat,789,ENTJ,85,0.0139,INTJ,0,0.0139,0.0014,0.9848
claude-sonnet-4-6,static,flat,789,ENTJ,86,0.8486,ENTJ,1,0.8486,0.0025,0.1488
claude-sonnet-4-6,static,flat,789,ENTJ,87,0.056,INTJ,0,0.056,0.0031,0.9409
claude-sonnet-4-6,static,flat,789,ENTJ,88,0.0215,INTJ,0,0.0215,0.0018,0.9767
claude-sonnet-4-6,static,flat,789,ENTJ,89,0.9619,ENTJ,1,0.9619,0.0015,0.0366
claude-sonnet-4-6,static,flat,789,ENTJ,90,0.8998,ENTJ,1,0.8998,0.0029,0.0973
claude-sonnet-4-6,static,flat,789,ENTJ,91,0.9837,ENTJ,1,0.9837,0.0014,0.0149
claude-sonnet-4-6,static,flat,789,ENTJ,92,0.3855,INTJ,0,0.3855,0.0036,0.6109
claude-sonnet-4-6,static,flat,789,ENTJ,93,0.1055,INTJ,0,0.1055,0.0021,0.8924
claude-sonnet-4-6,static,flat,789,ENTJ,94,0.9651,ENTJ,1,0.9651,0.002,0.033
claude-sonnet-4-6,static,flat,789,ENTJ,95,0.0763,INTJ,0,0.0763,0.0023,0.9214
claude-sonnet-4-6,static,flat,789,ENTJ,96,0.3521,INTJ,0,0.3521,0.0048,0.6431
claude-sonnet-4-6,static,flat,789,ENTJ,97,0.7549,ENTJ,1,0.7549,0.0028,0.2423
claude-sonnet-4-6,static,flat,789,ENTJ,98,0.8045,ENTJ,1,0.8045,0.0037,0.1918
claude-sonnet-4-6,static,flat,789,ENTJ,99,0.6404,ENTJ,1,0.6404,0.0034,0.3562
claude-sonnet-4-6,static,flat,789,ENTJ,100,0.9903,ENTJ,1,0.9903,0.0014,0.0083
claude-sonnet-4-6,static,flat,789,ENTJ,101,0.9887,ENTJ,1,0.9887,0.0014,0.0099
claude-sonnet-4-6,static,flat,789,ENTJ,102,0.101,INTJ,0,0.101,0.0053,0.8938
claude-sonnet-4-6,static,flat,789,ENTJ,103,0.0191,INTJ,0,0.0191,0.0026,0.9782
claude-sonnet-4-6,static,flat,789,ENTJ,104,0.9947,ENTJ,1,0.9947,0.001,0.0042
claude-sonnet-4-6,static,flat,789,ENTJ,105,0.2494,INTJ,0,0.2494,0.0052,0.7454
claude-sonnet-4-6,static,flat,789,ENTJ,106,0.9936,ENTJ,1,0.9936,0.001,0.0054
claude-sonnet-4-6,static,flat,789,ENTJ,107,0.938,ENTJ,1,0.938,0.0034,0.0586
claude-sonnet-4-6,static,flat,789,ENTJ,108,0.1526,INTJ,0,0.1526,0.0036,0.8438
claude-sonnet-4-6,static,flat,789,ENTJ,109,0.1059,INTJ,0,0.1059,0.0029,0.8912
claude-sonnet-4-6,static,flat,789,ENTJ,110,0.0042,INTJ,0,0.0042,0.0016,0.9942
claude-sonnet-4-6,static,flat,789,ENTJ,111,0.9937,ENTJ,1,0.9937,0.0011,0.0051
claude-sonnet-4-6,static,flat,789,ENTJ,112,0.0186,INTJ,0,0.0186,0.0017,0.9797
claude-sonnet-4-6,static,flat,789,ENTJ,113,0.0051,INTJ,0,0.0051,0.0014,0.9935
claude-sonnet-4-6,static,flat,789,ENTJ,114,0.0095,INTJ,0,0.0095,0.0015,0.989
claude-sonnet-4-6,static,flat,789,ENTJ,115,0.0116,INTJ,0,0.0116,0.0013,0.9871
claude-sonnet-4-6,static,flat,789,ENTJ,116,0.5602,ENTJ,1,0.5602,0.0039,0.4359
claude-sonnet-4-6,static,flat,789,ENTJ,117,0.2234,INTJ,0,0.2234,0.0034,0.7732
claude-sonnet-4-6,static,flat,789,ENTJ,118,0.0035,INTJ,0,0.0035,0.0014,0.9951
claude-sonnet-4-6,static,flat,789,ENTJ,119,0.0321,INTJ,0,0.0321,0.0023,0.9656
claude-sonnet-4-6,static,flat,789,ENTJ,120,0.149,INTJ,0,0.149,0.003,0.848
claude-sonnet-4-6,static,flat,789,ENTJ,121,0.1153,INTJ,0,0.1153,0.0038,0.8809
claude-sonnet-4-6,static,flat,789,ENTJ,122,0.0296,INTJ,0,0.0296,0.0016,0.9688
claude-sonnet-4-6,static,flat,789,ENTJ,123,0.0067,INTJ,0,0.0067,0.0013,0.992
claude-sonnet-4-6,static,flat,789,ENTJ,124,0.0148,INTJ,0,0.0148,0.0019,0.9833
claude-sonnet-4-6,static,flat,789,ENTJ,125,0.0034,INTJ,0,0.0034,0.0014,0.9952
claude-sonnet-4-6,static,flat,789,ENTJ,126,0.1415,INTJ,0,0.1415,0.0044,0.8542
claude-sonnet-4-6,static,flat,789,ENTJ,127,0.5199,ENTJ,1,0.5199,0.0046,0.4755
claude-sonnet-4-6,static,flat,789,ENTJ,128,0.0814,INTJ,0,0.0814,0.0032,0.9154
claude-sonnet-4-6,static,flat,789,ENTJ,129,0.3282,INTJ,0,0.3282,0.0041,0.6678
claude-sonnet-4-6,static,flat,789,ENTJ,130,0.9399,ENTJ,1,0.9399,0.0025,0.0576
claude-sonnet-4-6,static,flat,789,ENTJ,131,0.5571,ENTJ,1,0.5571,0.0121,0.4308
claude-sonnet-4-6,static,flat,789,ENTJ,132,0.9935,ENTJ,1,0.9935,0.0012,0.0052
claude-sonnet-4-6,static,flat,789,ENTJ,133,0.9831,ENTJ,1,0.9831,0.0015,0.0154
claude-sonnet-4-6,static,flat,789,ENTJ,134,0.1843,INTJ,0,0.1843,0.0046,0.811
claude-sonnet-4-6,static,flat,789,ENTJ,135,0.9954,ENTJ,1,0.9954,0.0009,0.0037
claude-sonnet-4-6,static,flat,789,ENTJ,136,0.2118,INTJ,0,0.2118,0.0036,0.7847
claude-sonnet-4-6,static,flat,789,ENTJ,137,0.0512,INTJ,0,0.0512,0.0039,0.9449
claude-sonnet-4-6,static,flat,789,ENTJ,138,0.833,ENTJ,1,0.833,0.0034,0.1636
claude-sonnet-4-6,static,flat,789,ENTJ,139,0.0769,INTJ,0,0.0769,0.0034,0.9197
claude-sonnet-4-6,static,flat,789,ENTJ,140,0.0328,INTJ,0,0.0328,0.0017,0.9655
claude-sonnet-4-6,static,flat,789,ENTJ,141,0.3919,INTJ,0,0.3919,0.0088,0.5993
claude-sonnet-4-6,static,flat,789,ENTJ,142,0.8816,ENTJ,1,0.8816,0.0039,0.1144
claude-sonnet-4-6,static,flat,789,ENTJ,143,0.0879,INTJ,0,0.0879,0.0033,0.9088
claude-sonnet-4-6,static,flat,789,ENTJ,144,0.4079,INTJ,0,0.4079,0.0042,0.588
claude-sonnet-4-6,static,flat,789,ENTJ,145,0.0353,INTJ,0,0.0353,0.0026,0.962
claude-sonnet-4-6,static,flat,789,ENTJ,146,0.7953,ENTJ,1,0.7953,0.0031,0.2016
claude-sonnet-4-6,static,flat,789,ENTJ,147,0.9916,ENTJ,1,0.9916,0.0011,0.0073
claude-sonnet-4-6,static,flat,789,ENTJ,148,0.0384,INTJ,0,0.0384,0.0028,0.9589
claude-sonnet-4-6,static,flat,789,ENTJ,149,0.9942,ENTJ,1,0.9942,0.001,0.0047
claude-sonnet-4-6,static,flat,789,ENTJ,150,0.2948,INTJ,0,0.2948,0.004,0.7012
claude-sonnet-4-6,static,flat,789,ENTJ,151,0.0048,INTJ,0,0.0048,0.0018,0.9934
claude-sonnet-4-6,static,flat,789,ENTJ,152,0.0581,INTJ,0,0.0581,0.0032,0.9387
claude-sonnet-4-6,static,flat,789,ENTJ,153,0.252,INTJ,0,0.252,0.0051,0.7429
claude-sonnet-4-6,static,flat,789,ENTJ,154,0.0593,INTJ,0,0.0593,0.0043,0.9365
claude-sonnet-4-6,static,flat,789,ENTJ,155,0.3923,INTJ,0,0.3923,0.0043,0.6034
claude-sonnet-4-6,static,flat,789,ENTJ,156,0.0429,INTJ,0,0.0429,0.0021,0.955
claude-sonnet-4-6,static,flat,789,ENTJ,157,0.556,ENTJ,1,0.556,0.0037,0.4403
claude-sonnet-4-6,static,flat,789,ENTJ,158,0.0102,INTJ,0,0.0102,0.0019,0.9879
claude-sonnet-4-6,static,flat,789,ENTJ,159,0.2422,INTJ,0,0.2422,0.0048,0.7529
claude-sonnet-4-6,static,flat,789,ENTJ,160,0.0855,INTJ,0,0.0855,0.0044,0.9102
claude-sonnet-4-6,static,flat,789,ENTJ,161,0.0049,INTJ,0,0.0049,0.0016,0.9934
claude-sonnet-4-6,static,flat,789,ENTJ,162,0.9638,ENTJ,1,0.9638,0.0019,0.0343
claude-sonnet-4-6,static,flat,789,ENTJ,163,0.9843,ENTJ,1,0.9843,0.0015,0.0142
claude-sonnet-4-6,static,flat,789,ENTJ,164,0.9916,ENTJ,1,0.9916,0.0011,0.0073
claude-sonnet-4-6,static,flat,789,ENTJ,165,0.9461,ENTJ,1,0.9461,0.0025,0.0514
claude-sonnet-4-6,static,flat,789,ENTJ,166,0.0228,INTJ,0,0.0228,0.0024,0.9748
claude-sonnet-4-6,static,flat,789,ENTJ,167,0.9321,ENTJ,1,0.9321,0.0024,0.0655
claude-sonnet-4-6,static,flat,789,ENTJ,168,0.0091,INTJ,0,0.0091,0.0029,0.988
claude-sonnet-4-6,static,flat,789,ENTJ,169,0.9944,ENTJ,1,0.9944,0.0011,0.0045
claude-sonnet-4-6,static,flat,789,ENTJ,170,0.5319,ENTJ,1,0.5319,0.005,0.4631
claude-sonnet-4-6,static,flat,789,ENTJ,171,0.9573,ENTJ,1,0.9573,0.003,0.0396
claude-sonnet-4-6,static,flat,789,ENTJ,172,0.9966,ENTJ,1,0.9966,0.0008,0.0026
claude-sonnet-4-6,static,flat,789,ENTJ,173,0.006,INTJ,0,0.006,0.0012,0.9928
claude-sonnet-4-6,static,flat,789,ENTJ,174,0.0354,INTJ,0,0.0354,0.0024,0.9622
claude-sonnet-4-6,static,flat,789,ENTJ,175,0.0156,INTJ,0,0.0156,0.0044,0.98
claude-sonnet-4-6,static,flat,789,ENTJ,176,0.2692,INTJ,0,0.2692,0.0037,0.727
claude-sonnet-4-6,static,flat,789,ENTJ,177,0.5,ENTJ,1,0.5,0.0031,0.4969
claude-sonnet-4-6,static,flat,789,ENTJ,178,0.0377,INTJ,0,0.0377,0.0025,0.9598
claude-sonnet-4-6,static,flat,789,ENTJ,179,0.9895,ENTJ,1,0.9895,0.0012,0.0093
claude-sonnet-4-6,static,flat,789,ENTJ,180,0.8599,ENTJ,1,0.8599,0.0033,0.1368
claude-sonnet-4-6,static,flat,789,ENTJ,181,0.0072,INTJ,0,0.0072,0.0013,0.9915
claude-sonnet-4-6,static,flat,789,ENTJ,182,0.0274,INTJ,0,0.0274,0.0018,0.9709
claude-sonnet-4-6,static,flat,789,ENTJ,183,0.983,ENTJ,1,0.983,0.0015,0.0155
claude-sonnet-4-6,static,flat,789,ENTJ,184,0.6695,ENTJ,1,0.6695,0.0065,0.324
claude-sonnet-4-6,static,flat,789,ENTJ,185,0.861,ENTJ,1,0.861,0.0033,0.1357
claude-sonnet-4-6,static,flat,789,ENTJ,186,0.0041,INTJ,0,0.0041,0.0026,0.9933
claude-sonnet-4-6,static,flat,789,ENTJ,187,0.093,INTJ,0,0.093,0.0039,0.903
claude-sonnet-4-6,static,flat,789,ENTJ,188,0.9875,ENTJ,1,0.9875,0.0016,0.0109
claude-sonnet-4-6,static,flat,789,ENTJ,189,0.9856,ENTJ,1,0.9856,0.0016,0.0128
claude-sonnet-4-6,static,flat,789,ENTJ,190,0.0049,INTJ,0,0.0049,0.0013,0.9937
claude-sonnet-4-6,static,flat,789,ENTJ,191,0.0077,INTJ,0,0.0077,0.0017,0.9906
claude-sonnet-4-6,static,flat,789,ENTJ,192,0.033,INTJ,0,0.033,0.0027,0.9643
claude-sonnet-4-6,static,flat,789,ENTJ,193,0.0081,INTJ,0,0.0081,0.0016,0.9903
claude-sonnet-4-6,static,flat,789,ENTJ,194,0.052,INTJ,0,0.052,0.0054,0.9426
claude-sonnet-4-6,static,flat,789,ENTJ,195,0.006,INTJ,0,0.006,0.0016,0.9923
claude-sonnet-4-6,static,flat,789,ENTJ,196,0.017,INTJ,0,0.017,0.0026,0.9804
claude-sonnet-4-6,static,flat,789,ENTJ,197,0.9831,ENTJ,1,0.9831,0.0015,0.0154
claude-sonnet-4-6,static,flat,789,ENTJ,198,0.0087,INTJ,0,0.0087,0.0027,0.9886
claude-sonnet-4-6,static,flat,789,ENTJ,199,0.0758,INTJ,0,0.0758,0.0034,0.9208
claude-sonnet-4-6,static,flat,789,ENTJ,200,0.9358,ENTJ,1,0.9358,0.0021,0.0621
claude-sonnet-4-6,static,flat,999,ENTJ,1,0.0028,INTJ,0,0.0028,0.0017,0.9955
claude-sonnet-4-6,static,flat,999,ENTJ,2,0.0088,INTJ,0,0.0088,0.0016,0.9897
claude-sonnet-4-6,static,flat,999,ENTJ,3,0.9441,ENTJ,1,0.9441,0.0023,0.0536
claude-sonnet-4-6,static,flat,999,ENTJ,4,0.8356,ENTJ,1,0.8356,0.0024,0.162
claude-sonnet-4-6,static,flat,999,ENTJ,5,0.0031,INTJ,0,0.0031,0.0015,0.9954
claude-sonnet-4-6,static,flat,999,ENTJ,6,0.0298,INTJ,0,0.0298,0.0019,0.9683
claude-sonnet-4-6,static,flat,999,ENTJ,7,0.0031,INTJ,0,0.0031,0.0015,0.9954
claude-sonnet-4-6,static,flat,999,ENTJ,8,0.0031,INTJ,0,0.0031,0.0015,0.9954
claude-sonnet-4-6,static,flat,999,ENTJ,9,0.8491,ENTJ,1,0.8491,0.0034,0.1475
claude-sonnet-4-6,static,flat,999,ENTJ,10,0.0045,INTJ,0,0.0045,0.0012,0.9943
claude-sonnet-4-6,static,flat,999,ENTJ,11,0.0299,INTJ,0,0.0299,0.0015,0.9686
claude-sonnet-4-6,static,flat,999,ENTJ,12,0.0858,INTJ,0,0.0858,0.002,0.9122
claude-sonnet-4-6,static,flat,999,ENTJ,13,0.0041,INTJ,0,0.0041,0.0013,0.9946
claude-sonnet-4-6,static,flat,999,ENTJ,14,0.9915,ENTJ,1,0.9915,0.001,0.0076
claude-sonnet-4-6,static,flat,999,ENTJ,15,0.8126,ENTJ,1,0.8126,0.003,0.1844
claude-sonnet-4-6,static,flat,999,ENTJ,16,0.7862,ENTJ,1,0.7862,0.0031,0.2107
claude-sonnet-4-6,static,flat,999,ENTJ,17,0.1756,INTJ,0,0.1756,0.003,0.8214
claude-sonnet-4-6,static,flat,999,ENTJ,18,0.9507,ENTJ,1,0.9507,0.0022,0.0471
claude-sonnet-4-6,static,flat,999,ENTJ,19,0.4475,INTJ,0,0.4475,0.0059,0.5467
claude-sonnet-4-6,static,flat,999,ENTJ,20,0.3892,INTJ,0,0.3892,0.005,0.6058
claude-sonnet-4-6,static,flat,999,ENTJ,21,0.9842,ENTJ,1,0.9842,0.0013,0.0145
claude-sonnet-4-6,static,flat,999,ENTJ,22,0.1616,INTJ,0,0.1616,0.003,0.8354
claude-sonnet-4-6,static,flat,999,ENTJ,23,0.0062,INTJ,0,0.0062,0.0012,0.9926
claude-sonnet-4-6,static,flat,999,ENTJ,24,0.0173,INTJ,0,0.0173,0.0015,0.9813
claude-sonnet-4-6,static,flat,999,ENTJ,25,0.0062,INTJ,0,0.0062,0.0016,0.9922
claude-sonnet-4-6,static,flat,999,ENTJ,26,0.0532,INTJ,0,0.0532,0.002,0.9448
claude-sonnet-4-6,static,flat,999,ENTJ,27,0.2212,INTJ,0,0.2212,0.0031,0.7756
claude-sonnet-4-6,static,flat,999,ENTJ,28,0.9713,ENTJ,1,0.9713,0.0017,0.027
claude-sonnet-4-6,static,flat,999,ENTJ,29,0.0175,INTJ,0,0.0175,0.0014,0.9811
claude-sonnet-4-6,static,flat,999,ENTJ,30,0.0209,INTJ,0,0.0209,0.0016,0.9775
claude-sonnet-4-6,static,flat,999,ENTJ,31,0.8075,ENTJ,1,0.8075,0.0028,0.1897
claude-sonnet-4-6,static,flat,999,ENTJ,32,0.0223,INTJ,0,0.0223,0.0017,0.9759
claude-sonnet-4-6,static,flat,999,ENTJ,33,0.003,INTJ,0,0.003,0.0014,0.9956
claude-sonnet-4-6,static,flat,999,ENTJ,34,0.9696,ENTJ,1,0.9696,0.0015,0.0289
claude-sonnet-4-6,static,flat,999,ENTJ,35,0.2818,INTJ,0,0.2818,0.0037,0.7145
claude-sonnet-4-6,static,flat,999,ENTJ,36,0.9962,ENTJ,1,0.9962,0.0008,0.003
claude-sonnet-4-6,static,flat,999,ENTJ,37,0.6254,ENTJ,1,0.6254,0.0051,0.3695
claude-sonnet-4-6,static,flat,999,ENTJ,38,0.0242,INTJ,0,0.0242,0.0022,0.9736
claude-sonnet-4-6,static,flat,999,ENTJ,39,0.9671,ENTJ,1,0.9671,0.0015,0.0314
claude-sonnet-4-6,static,flat,999,ENTJ,40,0.0132,INTJ,0,0.0132,0.002,0.9849
claude-sonnet-4-6,static,flat,999,ENTJ,41,0.4528,INTJ,0,0.4528,0.0045,0.5427
claude-sonnet-4-6,static,flat,999,ENTJ,42,0.0262,INTJ,0,0.0262,0.0038,0.97
claude-sonnet-4-6,static,flat,999,ENTJ,43,0.0448,INTJ,0,0.0448,0.0021,0.9531
claude-sonnet-4-6,static,flat,999,ENTJ,44,0.9762,ENTJ,1,0.9762,0.0014,0.0224
claude-sonnet-4-6,static,flat,999,ENTJ,45,0.1423,INTJ,0,0.1423,0.0033,0.8544
claude-sonnet-4-6,static,flat,999,ENTJ,46,0.2043,INTJ,0,0.2043,0.004,0.7917
claude-sonnet-4-6,static,flat,999,ENTJ,47,0.3218,INTJ,0,0.3218,0.0036,0.6746
claude-sonnet-4-6,static,flat,999,ENTJ,48,0.7737,ENTJ,1,0.7737,0.0031,0.2232
claude-sonnet-4-6,static,flat,999,ENTJ,49,0.9837,ENTJ,1,0.9837,0.0015,0.0148
claude-sonnet-4-6,static,flat,999,ENTJ,50,0.9954,ENTJ,1,0.9954,0.0009,0.0037
claude-sonnet-4-6,static,flat,999,ENTJ,51,0.0124,INTJ,0,0.0124,0.0033,0.9843
claude-sonnet-4-6,static,flat,999,ENTJ,52,0.9439,ENTJ,1,0.9439,0.002,0.0541
claude-sonnet-4-6,static,flat,999,ENTJ,53,0.0359,INTJ,0,0.0359,0.0474,0.9167
claude-sonnet-4-6,static,flat,999,ENTJ,54,0.9869,ENTJ,1,0.9869,0.0021,0.011
claude-sonnet-4-6,static,flat,999,ENTJ,55,0.9951,ENTJ,1,0.9951,0.0008,0.004
claude-sonnet-4-6,static,flat,999,ENTJ,56,0.4241,INTJ,0,0.4241,0.0064,0.5695
