file,model,persona,arm,scenario,seed,start_design,T,theta,half_width,theta_labels,mcr,mcr_B,mcr_D,coverage,n_resolvable,oracle_switches,share_target_lo,share_target_hi,share_agent_outside,mcr_window,mcr_window_B,mcr_window_D,window_switches,band_mas_v2_key,mean_cash_share,return_pct,mdd_pct,turnover,mcr_v2_0.05,coverage_v2_0.05
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.03,0.1,grid,0.24137685026625808,0.19551618443198482,0.04586066583427325,0.95,190,1,0.41578947368421054,0.5842105263157895,0.33157894736842103,0.23874420434256796,0.18640669071030977,0.05233751363225818,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.032791,0.1,theta_cost_one_day,0.24137685026625808,0.19551618443198482,0.04586066583427325,0.95,190,1,0.41578947368421054,0.5842105263157895,0.33157894736842103,0.23874420434256796,0.18640669071030977,0.05233751363225818,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.046321,0.1,theta_var,0.24557735879949238,0.2008004056328494,0.04477695316664305,0.925,185,1,0.40540540540540543,0.5945945945945946,0.34054054054054056,0.23953442694584332,0.18723958508521485,0.05229484186062846,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.05,0.1,grid|theta_info_all,0.24582506183644617,0.2018917121852018,0.04393334965124436,0.92,184,1,0.4076086956521739,0.592391304347826,0.3423913043478261,0.239048384363679,0.18751721654351652,0.05153116782016247,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.065609,0.1,theta_var_stationary,0.2504583805353011,0.20753114548646437,0.04292723504883669,0.895,179,1,0.39664804469273746,0.6033519553072626,0.35195530726256985,0.23770006828328702,0.18786425586639363,0.04983581241689336,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.08,0.1,grid,0.2535911938398801,0.21106860819362006,0.04252258564626004,0.88,176,1,0.39204545454545453,0.6079545454545454,0.35795454545454547,0.23708869385182424,0.18831044928152135,0.04877824457030286,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.12,0.1,grid,0.2673180970996871,0.2251398487398614,0.04217824835982578,0.825,165,1,0.36363636363636365,0.6363636363636364,0.38181818181818183,0.23463627844607338,0.18973826820993003,0.04489801023614332,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.2,0.1,grid|theta_info_calm,0.2761011900252209,0.23180472057396606,0.04429646945125491,0.715,143,1,0.32867132867132864,0.6713286713286714,0.40559440559440557,0.27616697194593787,0.23968883795160187,0.03647813399433597,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.002,0.15,theta_cost,0.25426471062254236,0.16999430331661666,0.08427040730592567,1.0,200,5,0.42,0.58,0.28,0.2560689809666764,0.16999430331661666,0.08607467765005974,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.03,0.15,grid,0.25875255405074216,0.1789413719122281,0.07981118213851411,0.95,190,1,0.41578947368421054,0.5842105263157895,0.29473684210526313,0.2574177896044944,0.17049395214987403,0.08692383745462035,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.032791,0.15,theta_cost_one_day,0.25875255405074216,0.1789413719122281,0.07981118213851411,0.95,190,1,0.41578947368421054,0.5842105263157895,0.29473684210526313,0.2574177896044944,0.17049395214987403,0.08692383745462035,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.046321,0.15,theta_var,0.26207132484842194,0.18377762520715316,0.0782936996412688,0.925,185,1,0.40540540540540543,0.5945945945945946,0.3027027027027027,0.25779134554110306,0.17111851319144578,0.08667283234965728,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.05,0.15,grid|theta_info_all,0.26213692987477205,0.18477641664849634,0.07736051322627568,0.92,184,1,0.4076086956521739,0.592391304347826,0.30434782608695654,0.25716641407004986,0.17132670020530302,0.08583971386474684,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.065609,0.15,theta_var_stationary,0.2658292393009546,0.18993776906884544,0.07589147023210913,0.895,179,1,0.39664804469273746,0.6033519553072626,0.3128491620111732,0.2556444868785468,0.1715869339726246,0.08405755290592218,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.08,0.15,grid,0.26837178315267535,0.19317534467797345,0.0751964384747019,0.88,176,1,0.39204545454545453,0.6079545454545454,0.3181818181818182,0.25480989816136973,0.17192152024489515,0.08288837791647453,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.12,0.15,grid,0.27975072570000215,0.20605370098983838,0.07369702471016375,0.825,165,1,0.36363636363636365,0.6363636363636364,0.3393939393939394,0.25164319704133314,0.17299219631616097,0.07865100072517214,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,ENTJ,static,bull_trap,42,common,200,0.2,0.15,grid|theta_info_calm,0.2862507265220878,0.21153049414911423,0.07472023237297357,0.715,143,1,0.32867132867132864,0.6713286713286714,0.35664335664335667,0.27703202176909186,0.21483618435872295,0.06219583741036892,1,0.18599018308243406,0.273615871982803,206.7700702011602,-8.709081037603239,35.34099211388438,0.24582506183644617,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.002,0.05,theta_cost,0.43700828243028234,0.41400632778049484,0.02300195464978751,1.0,200,5,0.42,0.58,0.975,0.4415082824302823,0.41400632778049473,0.027501954649787518,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.03,0.05,grid,0.4336929288739815,0.4121119239794683,0.021581004894513173,0.95,190,1,0.41578947368421054,0.5842105263157895,0.9736842105263158,0.4411750991044493,0.41367314445466175,0.02750195464978752,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.032791,0.05,theta_cost_one_day,0.4336929288739815,0.4121119239794683,0.021581004894513173,0.95,190,1,0.41578947368421054,0.5842105263157895,0.9736842105263158,0.4411750991044493,0.41367314445466175,0.02750195464978752,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.046321,0.05,theta_var,0.4327116566813863,0.41108792192485927,0.02162373475652704,0.925,185,1,0.40540540540540543,0.5945945945945946,0.972972972972973,0.4407586199471581,0.4132566652973706,0.027501954649787518,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.05,0.05,grid|theta_info_all,0.4320742200329156,0.4108764432396682,0.021197776793247296,0.92,184,1,0.4076086956521739,0.592391304347826,0.9728260869565217,0.44061979356139436,0.41311783891160686,0.027501954649787518,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.065609,0.05,theta_var_stationary,0.4310148407042261,0.4097836064586534,0.02123123424557264,0.895,179,1,0.39664804469273746,0.6033519553072626,0.9720670391061452,0.4404462605791897,0.4129443059294022,0.027501954649787518,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.08,0.05,grid,0.43012304821622993,0.40909809975056227,0.021024948465667628,0.88,176,1,0.39204545454545453,0.6079545454545454,0.9715909090909091,0.4402231467449266,0.412721192095139,0.02750195464978752,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.12,0.05,grid,0.42758579688519066,0.4063713064005997,0.021214490484590925,0.825,165,1,0.36363636363636365,0.6363636363636364,0.9696969696969697,0.4395091824752845,0.412007227825497,0.027501954649787518,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.2,0.05,grid|theta_info_calm,0.4248619105774399,0.4031808551231917,0.021681055454248272,0.715,143,1,0.32867132867132864,0.6713286713286714,0.965034965034965,0.4271791948001584,0.39567676350076303,0.0315024312993954,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.002,0.1,theta_cost,0.4115083716036479,0.36525637236717756,0.04625199923647036,1.0,200,5,0.42,0.58,0.97,0.42050837160364796,0.3652563723671776,0.05525199923647035,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.03,0.1,grid,0.40685091747752405,0.3634277603865026,0.04342315709102143,0.95,190,1,0.41578947368421054,0.5842105263157895,0.968421052631579,0.420175188277815,0.3649231890413447,0.05525199923647036,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.032791,0.1,theta_cost_one_day,0.40685091747752405,0.3634277603865026,0.04342315709102143,0.95,190,1,0.41578947368421054,0.5842105263157895,0.968421052631579,0.420175188277815,0.3649231890413447,0.05525199923647036,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.046321,0.1,theta_var,0.40595499632826804,0.3624393214780298,0.04351567485023822,0.925,185,1,0.40540540540540543,0.5945945945945946,0.9675675675675676,0.4197587091205238,0.3645067098840534,0.05525199923647035,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.05,0.1,grid|theta_info_all,0.40490040391700866,0.36223518735562776,0.04266521656138082,0.92,184,1,0.4076086956521739,0.592391304347826,0.967391304347826,0.4196198827347601,0.36436788349828975,0.05525199923647035,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.065609,0.1,theta_var_stationary,0.40391996827223225,0.36118030432086873,0.04273966395136353,0.895,179,1,0.39664804469273746,0.6033519553072626,0.9664804469273743,0.41944634975255546,0.36419435051608506,0.05525199923647035,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.08,0.1,grid,0.4028504222768726,0.36051860496270177,0.04233181731417086,0.88,176,1,0.39204545454545453,0.6079545454545454,0.9659090909090909,0.41922323591829225,0.3639712366818219,0.05525199923647035,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.12,0.1,grid,0.40061620800442166,0.3578865119602152,0.0427296960442065,0.825,165,1,0.36363636363636365,0.6363636363636364,0.9636363636363636,0.4185092716486502,0.36325727241217987,0.05525199923647035,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.2,0.1,grid|theta_info_calm,0.39863825907165756,0.35492916923044027,0.04370908984121728,0.715,143,1,0.32867132867132864,0.6713286713286714,0.958041958041958,0.4106078936192524,0.3472482557674529,0.06335963785179946,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.002,0.15,theta_cost,0.3865090722339839,0.3170063439666392,0.06950272826734477,1.0,200,5,0.42,0.58,0.955,0.40000907223398385,0.3170063439666391,0.08300272826734476,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.03,0.15,grid,0.38053586550945684,0.3152698357543571,0.06526602975509975,0.95,190,1,0.41578947368421054,0.5842105263157895,0.9526315789473684,0.3996758889081509,0.3166731606408062,0.08300272826734476,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.032791,0.15,theta_cost_one_day,0.38053586550945684,0.3152698357543571,0.06526602975509975,0.95,190,1,0.41578947368421054,0.5842105263157895,0.9526315789473684,0.3996758889081509,0.3166731606408062,0.08300272826734476,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.046321,0.15,theta_var,0.37973953755025297,0.314331182666637,0.06540835488361596,0.925,185,1,0.40540540540540543,0.5945945945945946,0.9513513513513514,0.3992594097508597,0.316256681483515,0.08300272826734476,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.05,0.15,grid|theta_info_all,0.378270730689113,0.3141373303985209,0.06413340029059213,0.92,184,1,0.4076086956521739,0.592391304347826,0.9510869565217391,0.39912058336509604,0.31611785509775125,0.08300272826734476,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.065609,0.15,theta_var_stationary,0.3773844382502614,0.31313557985099355,0.06424885839926787,0.895,179,1,0.39664804469273746,0.6033519553072626,0.9497206703910615,0.39894705038289136,0.31594432211554657,0.08300272826734476,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,gemini-2.5-flash,INTJ,static,bull_trap,42,common,200,0.08,0.15,grid,0.37614667299316357,0.31250720905299906,0.0636394639401645,0.88,176,1,0.39204545454545453,0.6079545454545454,0.9488636363636364,0.3987239365486282,0.31572120828128347,0.08300272826734477,1,0.36525637236717756,0.3494541971351508,194.77349605826717,-4.853110599078347,21.441625570311313,0.40490040391700866,0.92
