M,S,R,s_ma,rho,beta,n_datasets,e0_reject,e0_reject_lo,e0_reject_hi,e0_fit_fail,e1_reject,e1_reject_lo,e1_reject_hi,e1_fit_fail,e2_reject,e2_reject_lo,e2_reject_hi,e3_reject,e3_reject_lo,e3_reject_hi,e2_coverage,e1_nonconverged,e1_vc_model_median,e1_vc_model_at_boundary,e1_vc_model_arm_median,e1_vc_model_arm_at_boundary,e1_vc_path_median,e1_vc_path_at_boundary,planted_model_var,planted_slope_var,planted_resid_var,t_e1_median_s,e1_vc_path_arm_median,e1_vc_path_arm_at_boundary
3,10,1,0.03,0.5,0.0,300,0.52,0.4635710820137406,0.5759231991372775,0,0.09,0.06259022560547936,0.12777701079864834,0,0.12333333333333334,0.09081731429366795,0.1653737240288234,0.18666666666666668,0.1466374821326313,0.23461877983475085,0.8766666666666667,50,0.00152156999924185,0.0033333333333333335,0.0005036309545829499,0.0033333333333333335,6.282237026879657e-06,0.0033333333333333335,0.0025000000000000005,0.0009,0.0009,0.2373932600021362,,
3,10,1,0.03,0.5,0.05,300,0.98,0.9570603791821394,0.9908023684422963,0,0.6933333333333334,0.6389838112035251,0.7427942399229839,0,0.7866666666666666,0.7368372921361543,0.8292474043617724,0.8166666666666667,0.7689713823226987,0.8563547359017554,0.8966666666666666,43,0.0016330183597148499,0.0033333333333333335,0.00050403430070365,0.0,5.898828780559262e-06,0.016666666666666666,0.0025000000000000005,0.0009,0.0009,0.2650654315948486,,
6,5,1,0.0,0.0,0.0,300,0.04,0.023027321487942308,0.06860421203864003,0,0.02666666666666667,0.01357306980864708,0.05172894295058982,0,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.9966666666666667,174,0.00170606379106475,0.0,5.010440704882165e-05,0.02666666666666667,2.068335017582198e-05,0.0,0.0025000000000000005,0.0,0.0009,0.3466304540634155,,
6,5,1,0.0,0.0,0.05,300,1.0,0.9873570287754538,0.9999999999999998,0,1.0,0.9873570287754538,0.9999999999999998,0,1.0,0.9873570287754538,0.9999999999999998,0.9833333333333333,0.9615846051669054,0.9928605226493666,0.99,166,0.00185335631920575,0.0,5.690482508108653e-05,0.023333333333333334,1.9432254314753487e-05,0.0,0.0025000000000000005,0.0,0.0009,0.330014705657959,,
6,5,1,0.03,0.0,0.0,300,0.37333333333333335,0.32052468559554903,0.42934486711466924,0,0.05333333333333334,0.03309191251909646,0.08486914177483133,0,0.023333333333333334,0.011347660299125234,0.04737197226827532,0.04,0.023027321487942308,0.06860421203864003,0.9766666666666667,60,0.0017906698443337001,0.0033333333333333335,0.00047225602990565,0.0,4.884439982214727e-06,0.013333333333333334,0.0025000000000000005,0.0009,0.0009,0.26041328907012934,,
6,5,1,0.03,0.0,0.05,300,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.88,0.8383421861729838,0.912049155696361,0,0.8633333333333333,0.8198445870022494,0.8976348539079136,0.8966666666666666,0.8570598275670679,0.9262434152614588,0.95,70,0.00178191608162615,0.0,0.0004574829546572,0.0,4.601904777132837e-06,0.03666666666666667,0.0025000000000000005,0.0009,0.0009,0.2916141748428345,,
6,5,1,0.03,0.5,0.0,300,0.41,0.35582394979935006,0.4664517850210681,0,0.07333333333333333,0.04892399383922859,0.10853134160571733,0,0.056666666666666664,0.03567747646328951,0.08886595802247463,0.05333333333333334,0.03309191251909646,0.08486914177483133,0.9433333333333334,69,0.00245318054665345,0.0,0.00052914420729035,0.0,5.888824833641659e-06,0.02,0.0025000000000000005,0.0009,0.0009,0.2706568241119385,,
6,5,1,0.03,0.5,0.05,300,1.0,0.9873570287754538,0.9999999999999998,0,0.86,0.8161683876490509,0.8947286730692758,0,0.9066666666666666,0.8684146029829267,0.934635780421109,0.8166666666666667,0.7689713823226987,0.8563547359017554,0.9433333333333334,69,0.00245765573326285,0.0,0.00052716776201025,0.0,5.158472113118349e-06,0.013333333333333334,0.0025000000000000005,0.0009,0.0009,0.25541889667510986,,
6,10,1,0.0,0.0,0.0,300,0.043333333333333335,0.025496448084407246,0.07271746563401146,0,0.013333333333333334,0.005196961739358857,0.03377553025253262,0,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.9966666666666667,125,0.00160010153180075,0.0,1.2751504689633911e-05,0.02,1.4413280442713877e-05,0.0033333333333333335,0.0025000000000000005,0.0,0.0009,0.6859351396560669,,
6,10,1,0.0,0.0,0.05,300,1.0,0.9873570287754538,0.9999999999999998,0,1.0,0.9873570287754538,0.9999999999999998,0,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.9966666666666667,117,0.00157546314750005,0.0,1.0036497848995283e-05,0.03,1.3542590694755531e-05,0.0033333333333333335,0.0025000000000000005,0.0,0.0009,0.6860791444778442,,
6,10,1,0.03,0.0,0.0,300,0.5166666666666667,0.4602663137927717,0.5726455871664101,0,0.056666666666666664,0.03567747646328951,0.08886595802247463,0,0.05333333333333334,0.03309191251909646,0.08486914177483133,0.14,0.10527132693072412,0.18383161235094903,0.9466666666666667,58,0.00168626541857745,0.0,0.00045253197649745,0.0,3.53413972182741e-06,0.023333333333333334,0.0025000000000000005,0.0009,0.0009,1.068145990371704,,
6,10,1,0.03,0.0,0.05,300,1.0,0.9873570287754538,0.9999999999999998,0,0.9366666666666666,0.9032086875144784,0.9590831176160847,0,0.9566666666666667,0.9272825343659885,0.9745035519155927,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.9366666666666666,46,0.0016107108087211,0.0,0.00044592235386735,0.0,3.1748538549851844e-06,0.02,0.0025000000000000005,0.0009,0.0009,1.4549963474273682,,
6,10,1,0.03,0.5,0.0,300,0.5133333333333333,0.4569640167618392,0.5693655040055061,0,0.07,0.046236944827176336,0.10463601042593323,0,0.07333333333333333,0.04892399383922859,0.10853134160571733,0.13333333333333333,0.09946641683411198,0.1764717620638884,0.9266666666666666,48,0.0019400294160054998,0.0,0.0005146347115979,0.0,3.682087564848562e-06,0.016666666666666666,0.0025000000000000005,0.0009,0.0009,1.4219584465026855,,
6,10,1,0.03,0.5,0.05,300,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.8866666666666667,0.8458006041283088,0.9177554981247089,0,0.9466666666666667,0.9151308582251686,0.9669080874809034,0.9566666666666667,0.9272825343659885,0.9745035519155927,0.9333333333333333,61,0.0018885381129121002,0.0,0.00047694889199115004,0.0,3.014336185711798e-06,0.01,0.0025000000000000005,0.0009,0.0009,1.6336064338684082,,
6,5,3,0.03,0.0,0.0,300,0.58,0.5234831499847111,0.6344939746193615,0,0.02666666666666667,0.01357306980864708,0.05172894295058982,0,0.07666666666666666,0.051627611786607464,0.1124101038501748,0.20666666666666667,0.16469552636242532,0.2560550167559749,0.9233333333333333,184,0.00140264574800615,0.0,0.00060440224662025,0.0,6.716897541041474e-05,0.0,0.0025000000000000005,0.0009,0.0009,3.848753809928894,3.770012411097369e-05,0.0
6,5,3,0.03,0.0,0.05,300,1.0,0.9873570287754538,0.9999999999999998,0,0.8566666666666667,0.8124994228503402,0.8918152576761502,0,0.97,0.9439774608583589,0.9841381461905676,0.99,0.9710165066376601,0.9965933815622847,0.94,183,0.00148048147964565,0.0,0.00064911716878785,0.0,7.460341149870797e-05,0.006666666666666667,0.0025000000000000005,0.0009,0.0009,3.21195125579834,4.069607858493838e-05,0.0
