Model,Persona,Arm,Scenario,point_mas_v1,point_mas_v2,band_mas,relative_mas,rg_v1,rg_theta_0.05,coverage_0.05,mcr_0.05,norm_mcr_0.05,norm_band_mas,return_pct,mdd_pct,trade_count,turnover,zero_trade,fallback_share,beats_mcr_0.05,beats_band_mas,n_runs,n_baselines
gemini-2.5-flash,ENTJ,swapped,bull_trap,0.7852102693375619,0.8852102693375621,0.7852102693375619,0.8852102693375621,63.0,64.67391304347827,0.92,0.8654459449321324,0.020534858461761847,0.0184871633280477,1.7344735323271854,-0.5123717124301486,5.0,0.9178036371418431,0.0,0.0,1.0,1.0,1,10
gemini-2.5-flash,ENTJ,swapped,crash,0.7851931816445918,0.885193181644592,0.7851931816445918,0.885193181644592,4.5,4.5,1.0,0.9851931816445918,0.016446758219050905,0.018508522944260253,1.8421324641668013,-0.8164963786134294,8.0,1.9663925185844622,0.0,0.0,1.0,1.0,1,10
gemini-2.5-flash,ENTJ,swapped,flat,0.7722169973002102,0.8712169973002102,0.7717149713885498,0.8712169973002102,8.5,5.555555555555555,0.9,0.9680143838632107,0.035462929453887675,0.03535628576431277,0.0006207718274975349,-1.4807793680500336,17.0,3.720947497176356,0.0,0.0,1.0,1.0,1,10
gemini-2.5-flash,INTJ,memory,bull_trap,0.4184734887144658,0.4184734887144658,0.32239471093638516,0.4184734887144658,87.0,90.21739130434783,0.92,0.3584306222628746,0.38277863558667924,0.19401322265903714,142.421347034366,-4.8531105990783585,64.0,23.80860078243236,0.0,0.0,6.0,6.0,1,10
gemini-2.5-flash,INTJ,memory,crash,0.42749340979435174,0.42749340979435174,0.33124006316976234,0.42749340979435174,84.0,84.0,1.0,0.36598642060902337,0.4668644364617044,0.1718998420755942,14.952713678534057,-35.339106129582056,75.0,18.81858773030683,0.0,0.0,6.0,6.0,1,10
gemini-2.5-flash,INTJ,memory,flat,0.4260585466546566,0.4260585466546566,0.33133217531099346,0.4260585466546566,88.5,87.77777777777777,0.9,0.3587271770400067,0.4823426472479547,0.1716695617225164,64.28731978449338,-17.662507650801484,66.0,17.084707757096215,0.0,0.0,6.0,6.0,1,10
gemini-2.5-flash,INTJ,placebo_directive,bull_trap,0.4770999372570943,0.4770999372570943,0.37809928488489086,0.4770999372570943,96.5,96.19565217391305,0.92,0.4175001614187087,0.24150471364917103,0.0547517877877729,191.48930707331888,-4.8531105990783585,25.0,10.337298950727135,0.0,0.0,5.0,6.0,1,10
gemini-2.5-flash,INTJ,placebo_directive,crash,0.47121298963720476,0.47121298963720476,0.3732112398719498,0.47121298963720476,97.0,97.0,1.0,0.3792094901066949,0.4404839977478884,0.06697190032012551,30.73550858525609,-31.600410416296356,32.0,7.151368522242371,0.0,0.0,6.0,6.0,1,10
gemini-2.5-flash,INTJ,placebo_directive,flat,0.48185056886023814,0.48185056886023814,0.38235038096570434,0.48185056886023814,97.5,97.22222222222221,0.9,0.38427799230130055,0.4312625143043472,0.04412404758573921,59.34464398081079,-20.918496730496162,27.0,4.0067752061867115,0.0,0.0,6.0,6.0,1,10
gemini-2.5-flash,INTJ,stateful_memory,flat,0.36296666401853833,0.36296666401853833,0.28498783396754923,0.36296666401853833,91.0,91.66666666666666,0.9,0.32061277045721737,0.5585393922600354,0.287530415081127,57.34343870778489,-14.836862499524962,24.0,8.11170930504676,0.0,0.0,6.0,6.0,1,10
gemini-2.5-flash,INTJ,static,bull_trap,0.46214390373851716,0.46214390373851716,0.36401724150403514,0.46214390373851716,92.25,91.57608695652175,0.92,0.403145667519179,0.2758357018301463,0.08995689623991214,188.49878353081778,-4.853110599078347,39.0,24.615386192019358,0.0,0.0,5.0,6.0,2,10
gemini-2.5-flash,INTJ,static,crash,0.48774412622558494,0.48774412622558494,0.3884932520407063,0.48774412622558494,98.5,98.5,1.0,0.3907423778558278,0.41747552467642074,0.02876686989823428,33.042487991671074,-29.08274769920873,13.5,4.466506803311072,0.0,0.0,6.0,6.0,2,10
gemini-2.5-flash,INTJ,static,flat,0.4778387477475011,0.4778387477475011,0.3789626685742679,0.4778387477475011,97.5,97.22222222222223,0.9,0.382363519331514,0.435089849472074,0.05259332856433027,62.633435046113874,-19.13029018934167,20.0,4.558128755184097,0.0,0.0,6.0,6.0,2,10
gemini-2.5-flash,INTJ,swapped,bull_trap,0.5,0.5,0.4,0.5,99.0,98.91304347826086,0.92,0.48695652173913045,0.07538910539828861,0.0,203.6474050794131,-21.107725463250215,6.0,16.0168713340993,0.0,0.0,4.0,0.0,1,10
gemini-2.5-flash,INTJ,swapped,crash,0.5,0.5,0.4,0.5,62.5,62.5,1.0,0.4750000000000001,0.24937892369148223,0.0,42.50850387999383,-15.174400407068788,7.0,8.258707536733617,0.0,0.0,3.0,0.0,1,10
gemini-2.5-flash,INTJ,swapped,flat,0.4975006251562891,0.4975006251562891,0.39799999999999996,0.4975006251562891,68.0,64.44444444444444,0.9,0.4694437498263454,0.26100265479949486,0.005000000000000143,63.906557951303846,-12.641417874258565,11.0,15.036270198929607,0.0,0.0,2.0,5.0,1,10
gemini-2.5-flash,ISFJ,memory,bull_trap,0.021408534916886778,0.17871955702333928,0.08273957466939086,0.17871955702333928,75.0,77.71739130434783,0.92,0.15825159248164483,0.9182682207269093,0.8818006076151559,2.2742123488524335,-0.9344482867250647,10.0,0.7255478013743725,0.0,0.0,8.0,7.0,1,10
gemini-2.5-flash,ISFJ,memory,crash,0.038042948417974794,0.16267981372175824,0.07306077563153306,0.16267981372175824,28.499999999999996,28.499999999999996,1.0,0.2619570515820252,0.7303024663827762,0.8956274633835243,3.2377549487338175,-0.8886780341298861,12.0,0.8733755680147366,0.0,0.0,7.0,7.0,1,10
gemini-2.5-flash,ISFJ,memory,flat,0.04795393033038286,0.15239647390763508,0.05677155216998732,0.15239647390763508,59.583333333333336,57.22222222222223,0.95,0.25822622080717517,0.7355062483347179,0.9188977826143039,1.2819518001362162,-0.8862337688995414,7.5,0.5328618002704408,0.0,0.0,7.0,7.0,2,10
gemini-2.5-flash,ISFJ,placebo_directive,bull_trap,0.2652378783778067,0.2666955266931045,0.16966055031588778,0.2666955266931045,87.0,88.04347826086956,0.92,0.18682909381318363,0.8785215510496486,0.7576277852630174,47.998533984391486,-4.125245314005577,50.0,2.8910463960347803,0.0,0.0,7.0,6.0,1,10
gemini-2.5-flash,ISFJ,placebo_directive,crash,0.3110845564967949,0.2491574970358224,0.15192373551307115,0.2491574970358224,58.5,58.5,1.0,0.23071287331311668,0.7823925651557273,0.7829660921241841,24.94641818496892,-6.526715384418513,62.0,3.542286699239725,0.0,0.0,7.0,6.0,1,10
gemini-2.5-flash,ISFJ,placebo_directive,flat,0.4531511092955736,0.34836130825860484,0.24981413868342123,0.34836130825860484,72.5,71.11111111111111,0.9,0.2839209189706739,0.6927273150017845,0.6431226590236839,32.85205418451558,-11.270878496044068,65.0,4.251976818735401,0.0,0.0,7.0,5.0,1,10
gemini-2.5-flash,ISFJ,stateful_memory,flat,0.08015256565556776,0.12048081689187244,0.047153910807517026,0.12048081689187244,55.00000000000001,51.11111111111111,0.9,0.21588641182546067,0.805997516775883,0.9326372702749756,8.63218598862976,-0.9981096920941401,20.0,0.28646509243251406,0.0,0.0,7.0,7.0,1,10
gemini-2.5-flash,ISFJ,static,bull_trap,0.2088841519226588,0.2167297349449709,0.12895411898075843,0.2900315492590279,87.75,88.04347826086956,0.92,0.14927685243603817,0.9307494620239514,0.8157798300274879,34.36287439000731,-4.159580864791473,45.0,2.4579518973220713,0.0,0.0,8.0,6.5,2,10
gemini-2.5-flash,ISFJ,static,crash,0.31984950113157395,0.2643875706650879,0.1695553549146115,0.27828402694614834,49.75,49.75,1.0,0.25170676549456245,0.7473906592251627,0.7577780644076979,27.11561847789631,-5.437976607059413,71.0,4.252911927157092,0.0,0.0,7.0,6.5,2,10
gemini-2.5-flash,ISFJ,static,flat,0.4472316165677894,0.3366758288567231,0.24049176586906432,0.34528873543116356,66.16666666666667,64.62962962962963,0.9333333333333332,0.2836295426891487,0.6932116154722432,0.6564403344727652,25.801022286726905,-6.681486264624034,53.0,3.7818061095927913,0.0,0.0,6.666666666666667,5.666666666666667,3,10
gemini-2.5-flash,ISFJ,swapped,bull_trap,0.8546522293736969,0.7126522293736969,0.6126522293736969,0.7126522293736969,98.5,98.36956521739131,0.92,0.6920132927974967,0.1758922606070672,0.12478252946614724,202.59529488106307,-21.322609083595555,10.0,22.76233900960444,0.0,0.0,3.0,3.0,1,10
gemini-2.5-flash,ISFJ,swapped,crash,0.6057553899824665,0.5617553899824663,0.46175538998246635,0.5617553899824663,60.5,60.5,1.0,0.5397553899824665,0.2671588124931648,0.3403494428821909,39.21159525833859,-17.09094190127941,13.0,11.906952615710074,0.0,0.0,4.0,4.0,1,10
gemini-2.5-flash,ISFJ,swapped,flat,0.6697023529466954,0.6017023529466955,0.5017023529466955,0.6017023529466955,67.0,63.33333333333333,0.9,0.5530026143852171,0.2447349768157016,0.28328235293329207,64.27086824053585,-12.28479259878814,6.0,7.24926341350534,0.0,0.0,4.0,4.0,1,10
