Model,Persona,Arm,Scenario,Seed,Crash_Discount,Ordering,Decode_Replicate,Track,Start_Design,Start_Cash_Share,Action_Interface,Cost_bp,Cost_Visible,Topped,Env_Attempts,point_mas_v1,point_mas_v2,band_mas,relative_mas,mean_cash_share,rg_v1,rg_theta_0.03,coverage_0.03,rg_action_0.03,mcr_0.03,rg_theta_0.05,coverage_0.05,rg_action_0.05,mcr_0.05,rg_theta_0.08,coverage_0.08,rg_action_0.08,mcr_0.08,return_pct,mdd_pct,trade_count,turnover,cost_paid,zero_trade,fallback_share,n_rows,norm_rg_v1,degenerate_rg_v1,beats_rg_v1,floor_rg_v1,ceiling_rg_v1,norm_rg_theta_0.05,degenerate_rg_theta_0.05,beats_rg_theta_0.05,floor_rg_theta_0.05,ceiling_rg_theta_0.05,norm_rg_action_0.05,degenerate_rg_action_0.05,beats_rg_action_0.05,floor_rg_action_0.05,ceiling_rg_action_0.05,norm_return_pct,degenerate_return_pct,beats_return_pct,floor_return_pct,ceiling_return_pct,norm_mdd_pct,degenerate_mdd_pct,beats_mdd_pct,floor_mdd_pct,ceiling_mdd_pct,norm_point_mas_v1,degenerate_point_mas_v1,beats_point_mas_v1,floor_point_mas_v1,ceiling_point_mas_v1,norm_point_mas_v2,degenerate_point_mas_v2,beats_point_mas_v2,floor_point_mas_v2,ceiling_point_mas_v2,norm_band_mas,degenerate_band_mas,beats_band_mas,floor_band_mas,ceiling_band_mas,norm_relative_mas,degenerate_relative_mas,beats_relative_mas,floor_relative_mas,ceiling_relative_mas,norm_mcr_0.05,degenerate_mcr_0.05,beats_mcr_0.05,floor_mcr_0.05,ceiling_mcr_0.05
gemini-2.5-flash,ENTJ,placebo_directive,bull_trap,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,True,1,0.2892239334067164,0.25021614486439925,0.16325150055395507,0.25021614486439925,0.23727906770119375,83.5,84.21052631578947,0.95,57.74647887323944,0.22111850788782692,84.23913043478261,0.92,57.971014492753625,0.22506877384748758,83.52272727272727,0.88,57.971014492753625,0.23302644538600975,218.49742346478277,-6.797934875084833,75,28.709382088855975,143.54691044427992,False,0.0,200,4.125,True,3,100.0,96.0,3.6250000000000044,True,3,100.0,95.65217391304348,1.0507246376811594,True,4,100.0,60.0,-14.524087500492325,True,10,119.37128842384314,112.54634089873497,-1.6086111948890234,True,8,-26.59468402968229,-38.90141745134247,0.7328303033088455,False,4,0.8,0.10300908097406947,0.7256377695049817,False,4,0.9000000000000002,0.004534131983134257,0.7959356243075562,False,4,0.8,0.0,0.7256377695049817,False,4,0.9000000000000002,0.004534131983134257,0.8385382745390442,False,4,0.8815217391304347,0.09866783106785014
gemini-2.5-flash,ENTJ,static,bull_trap,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,True,1,0.2846816824974724,0.25657271552040734,0.17158822503275015,0.25657271552040734,0.2584947675680279,78.5,79.47368421052632,0.95,56.666666666666664,0.22496543537945418,79.34782608695652,0.92,56.32183908045977,0.22942075609321017,79.54545454545455,0.88,56.09756097560976,0.2357850587361523,213.98606242956944,-10.315405660877508,98,41.96731734780048,209.8365867390024,False,0.0,200,5.375,True,3,100.0,96.0,4.750000000000007,True,3,100.0,95.65217391304348,1.0919540229885059,True,4,100.0,60.0,-13.863077138344256,True,10,119.37128842384314,112.54634089873497,-1.3227944257046165,True,8,-26.59468402968229,-38.90141745134247,0.7393472474830851,False,4,0.8,0.10300908097406947,0.718539150916553,False,4,0.9000000000000002,0.004534131983134257,0.7855147187090623,False,4,0.8,0.0,0.718539150916553,False,4,0.9000000000000002,0.004534131983134257,0.8329791501597678,False,4,0.8815217391304347,0.09866783106785014
gemini-2.5-flash,ENTJ,swapped,bull_trap,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,True,1,0.7852102693375619,0.8852102693375621,0.7852102693375619,0.8852102693375621,0.985210269337562,63.0,63.68421052631579,0.95,0.0,0.8675897571974334,64.67391304347827,0.92,0.0,0.8654459449321324,66.47727272727273,0.88,0.0,0.8616025787926838,1.7344735323271854,-0.5123717124301486,5,0.9178036371418431,4.589018185709215,False,0.0,200,9.25,True,2,100.0,96.0,8.125000000000009,True,2,100.0,95.65217391304348,2.5,True,0,100.0,60.0,17.23629587754984,True,2,119.37128842384314,112.54634089873497,-2.1193529934878237,True,9,-26.59468402968229,-38.90141745134247,0.021219402231391096,False,1,0.8,0.10300908097406947,0.016516241646587916,False,1,0.9000000000000002,0.004534131983134257,0.0184871633280477,False,1,0.8,0.0,0.016516241646587916,False,1,0.9000000000000002,0.004534131983134257,0.020534858461761847,False,1,0.8815217391304347,0.09866783106785014
gemini-2.5-flash,INTJ,memory,bull_trap,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,True,1,0.4184734887144658,0.4184734887144658,0.32239471093638516,0.4184734887144658,0.3983368884106333,87.0,90.0,0.95,66.66666666666666,0.35943626468556145,90.21739130434783,0.92,67.27272727272727,0.3584306222628746,89.77272727272727,0.88,67.27272727272727,0.354599080541435,142.421347034366,-4.8531105990783585,64,23.80860078243236,119.04300391216181,False,0.0,200,1.3,True,3,100.0,90.0,0.9473684210526317,True,5,100.0,89.67391304347827,0.6545454545454547,True,5,100.0,50.0,-0.36610779078878386,True,9,119.32741197233581,56.24780633959576,4.331307605173767,False,8,-26.59468402968229,-21.57505129691736,0.16433006671858785,False,6,0.5,0.0038856070986279445,0.16433006671858785,False,6,0.5,0.0038856070986279445,0.19401322265903714,False,6,0.4,0.0,0.16433006671858785,False,6,0.5,0.0038856070986279445,0.38277863558667924,False,6,0.518478260869565,0.10035764564403714
gemini-2.5-flash,INTJ,placebo_directive,bull_trap,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,True,1,0.4770999372570943,0.4770999372570943,0.37809928488489086,0.4770999372570943,0.35928498467957026,96.5,96.3157894736842,0.95,72.0,0.41905278790022316,96.19565217391305,0.92,72.0,0.4175001614187087,96.02272727272727,0.88,72.0,0.41602289602864995,191.48930707331888,-4.8531105990783585,25,10.337298950727135,51.68649475363568,False,0.0,200,0.35,True,5,100.0,90.0,0.3684210526315788,True,5,100.0,89.67391304347827,0.56,True,5,100.0,50.0,-1.1439813926726432,True,10,119.32741197233581,56.24780633959576,4.331307605173767,False,8,-26.59468402968229,-21.57505129691736,0.04615883568501555,False,6,0.5,0.0038856070986279445,0.04615883568501555,False,6,0.5,0.0038856070986279445,0.0547517877877729,False,6,0.4,0.0,0.04615883568501555,False,6,0.5,0.0038856070986279445,0.24150471364917103,False,5,0.518478260869565,0.10035764564403714
gemini-2.5-flash,INTJ,static,bull_trap,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,True,1,0.4612796566316415,0.4612796566316415,0.36277811064089277,0.4612796566316415,0.35267050115242266,91.5,91.05263157894737,0.95,57.49999999999999,0.40345227013857,90.76086956521739,0.92,57.49999999999999,0.4013909311213494,90.3409090909091,0.88,57.49999999999999,0.39918142799050166,182.22407100336838,-4.853110599078347,40,27.7891468137274,138.945734068637,False,0.0,200,0.85,True,5,100.0,90.0,0.8947368421052636,True,5,100.0,89.67391304347827,0.8500000000000001,True,5,100.0,50.0,-0.9970997503888559,True,10,119.32741197233581,56.24780633959576,4.331307605173769,False,8,-26.59468402968229,-21.57505129691736,0.0780472083099918,False,6,0.5,0.0038856070986279445,0.0780472083099918,False,6,0.5,0.0038856070986279445,0.09305472339776813,False,6,0.4,0.0,0.0780472083099918,False,6,0.5,0.0038856070986279445,0.2800324248185193,False,5,0.518478260869565,0.10035764564403714
gemini-2.5-flash,INTJ,swapped,bull_trap,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,True,1,0.5,0.5,0.4,0.5,0.145,99.0,98.94736842105263,0.95,66.66666666666666,0.48631578947368415,98.91304347826086,0.92,66.66666666666666,0.48695652173913045,98.86363636363636,0.88,66.66666666666666,0.48863636363636365,203.6474050794131,-21.107725463250215,6,16.0168713340993,80.08435667049649,False,0.0,200,0.1,True,5,100.0,90.0,0.10526315789473778,True,5,100.0,89.67391304347827,0.6666666666666669,True,5,100.0,50.0,-1.336723529915553,True,10,119.32741197233581,56.24780633959576,1.09309960679329,False,8,-26.59468402968229,-21.57505129691736,-0.0,False,0,0.5,0.0038856070986279445,-0.0,False,0,0.5,0.0038856070986279445,-0.0,False,0,0.4,0.0,-0.0,False,0,0.5,0.0038856070986279445,0.07538910539828861,False,4,0.518478260869565,0.10035764564403714
gemini-2.5-flash,ISFJ,memory,bull_trap,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,True,1,0.021408534916886778,0.17871955702333928,0.08273957466939086,0.17871955702333928,0.9785914650831131,75.0,76.31578947368422,0.95,20.0,0.1606225948243297,77.71739130434783,0.92,20.0,0.15825159248164483,80.11363636363636,0.88,20.0,0.1540812103217196,2.2742123488524335,-0.9344482867250647,10,0.7255478013743725,3.6277390068718613,False,0.0,200,4.166666666666667,True,3,100.0,94.0,3.727272727272726,True,3,100.0,94.02173913043478,1.3818181818181816,True,2,100.0,42.10526315789473,1.2146572896901746,True,2,119.29450463370527,22.954332571920276,1.2823565140840885,False,9,-22.66352162519999,-5.718878618497037,1.2265549530487918,False,9,1.0,0.20216255892108795,0.7805488397555433,False,7,0.8,0.0040466767316741006,0.8818006076151559,False,7,0.7,0.0,0.7805488397555433,False,7,0.8,0.0040466767316741006,0.9182682207269093,False,8,0.8184782608695653,0.09948717146294368
gemini-2.5-flash,ISFJ,placebo_directive,bull_trap,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,True,1,0.2652378783778067,0.2666955266931045,0.16966055031588778,0.2666955266931045,0.7347621216221932,87.0,86.8421052631579,0.95,48.97959183673469,0.1822079210577714,88.04347826086956,0.92,52.17391304347826,0.18682909381318363,88.06818181818183,0.88,53.333333333333336,0.19377295966485406,47.998533984391486,-4.125245314005577,50,2.8910463960347803,14.455231980173902,False,0.0,200,2.1666666666666665,True,3,100.0,94.0,2.0,True,3,100.0,94.02173913043478,0.8260869565217391,True,5,100.0,42.10526315789473,0.7400440452150134,True,6,119.29450463370527,22.954332571920276,1.094049387990119,False,9,-22.66352162519999,-5.718878618497037,0.9209421415828489,False,6,1.0,0.20216255892108795,0.6700197834680212,False,6,0.8,0.0040466767316741006,0.7576277852630174,False,6,0.7,0.0,0.6700197834680212,False,6,0.8,0.0040466767316741006,0.8785215510496486,False,7,0.8184782608695653,0.09948717146294368
gemini-2.5-flash,ISFJ,static,bull_trap,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,True,1,0.207303829583123,0.2130366332301816,0.12336866926469874,0.2130366332301816,0.7926961704168771,86.0,86.31578947368422,0.95,48.0,0.14023542170247974,86.41304347826086,0.92,47.91666666666667,0.14240325421007138,86.93181818181817,0.88,48.888888888888886,0.14523853394417482,35.65781608895371,-3.995567233906483,52,2.711015152480889,13.555075762404442,False,0.0,200,2.3333333333333335,True,3,100.0,94.0,2.272727272727274,True,3,100.0,94.02173913043478,0.8996212121212119,True,4,100.0,42.10526315789473,0.8681392897151313,True,5,119.29450463370527,22.954332571920276,1.1017024309044956,False,9,-22.66352162519999,-5.718878618497037,0.9935559922393683,False,6,1.0,0.20216255892108795,0.7374344067810942,False,6,0.8,0.0040466767316741006,0.8237590439075733,False,6,0.7,0.0,0.7374344067810942,False,6,0.8,0.0040466767316741006,0.9403106889926188,False,8,0.8184782608695653,0.09948717146294368
gemini-2.5-flash,ISFJ,swapped,bull_trap,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,True,1,0.8546522293736969,0.7126522293736969,0.6126522293736969,0.7126522293736969,0.14534777062630314,98.5,98.42105263157895,0.95,70.0,0.6943707677617861,98.36956521739131,0.92,70.0,0.6920132927974967,98.29545454545455,0.88,70.0,0.689377533379201,202.59529488106307,-21.322609083595555,10,22.76233900960444,113.81169504802219,False,0.0,200,0.25,True,5,100.0,94.0,0.27272727272727143,True,5,100.0,94.02173913043478,0.5181818181818182,True,5,100.0,42.10526315789473,-0.8646527036918227,True,10,119.29450463370527,22.954332571920276,0.07913489479087862,False,6,-22.66352162519999,-5.718878618497037,0.18217717437495784,False,3,1.0,0.20216255892108795,0.10973981522891027,False,3,0.8,0.0040466767316741006,0.12478252946614724,False,3,0.7,0.0,0.10973981522891027,False,3,0.8,0.0040466767316741006,0.1758922606070672,False,3,0.8184782608695653,0.09948717146294368
gemini-2.5-flash,ENTJ,memory,crash,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.42175257540420696,0.40074657436703887,0.30124817972601775,0.40074657436703887,0.38074378404782855,62.0,62.0,1.0,57.89473684210527,0.38074378404782855,62.0,1.0,57.89473684210527,0.38074378404782855,62.0,1.0,57.89473684210527,0.38074378404782855,40.527339281032184,-14.391536775828662,19,14.89025422731425,74.45127113657125,False,0.0,200,,True,2,100.0,100.0,,True,2,100.0,100.0,,True,4,100.0,100.0,,True,10,34.61129547396482,34.61129547396482,-0.3698479189634749,True,9,-18.498853856348443,-29.604275490275246,0.5405758388046006,False,3,0.8,0.10028795694563705,0.5573647920218459,False,4,0.9000000000000002,0.004260920712420836,0.6234397753424779,False,4,0.8,0.0,0.5573647920218459,False,4,0.9000000000000002,0.004260920712420836,0.6878423855108445,False,3,1.0,0.09971204305436294
gemini-2.5-flash,ENTJ,placebo_directive,crash,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.3226206559066486,0.2946161348730047,0.20738505752622946,0.2946161348730047,0.2921494591458104,67.5,67.5,1.0,57.333333333333336,0.2921494591458104,67.5,1.0,57.333333333333336,0.2921494591458104,67.5,1.0,57.333333333333336,0.2921494591458104,28.42879841799746,-25.85487845992538,75,13.336175643351826,66.68087821675913,False,0.0,200,,True,4,100.0,100.0,,True,4,100.0,100.0,,True,4,100.0,100.0,,True,3,34.61129547396482,34.61129547396482,0.6623813886637545,True,6,-18.498853856348443,-29.604275490275246,0.6822511472140865,False,4,0.8,0.10028795694563705,0.6758484464119662,False,4,0.9000000000000002,0.004260920712420836,0.7407686780922131,False,4,0.8,0.0,0.6758484464119662,False,4,0.9000000000000002,0.004260920712420836,0.7862490388693851,False,4,1.0,0.09971204305436294
gemini-2.5-flash,ENTJ,static,crash,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.33264735475498575,0.30708961361975046,0.21889252288306252,0.30708961361975046,0.30513769101113924,65.0,65.0,1.0,62.65060240963856,0.30513769101113924,65.0,1.0,62.65060240963856,0.30513769101113924,65.0,1.0,62.65060240963856,0.30513769101113924,22.384223144826354,-27.219466601759613,83,15.337038855725346,76.68519427862674,False,0.0,200,,True,3,100.0,100.0,,True,3,100.0,100.0,,True,4,100.0,100.0,,True,3,34.61129547396482,34.61129547396482,0.7852572403707666,True,5,-18.498853856348443,-29.604275490275246,0.6679213969291423,False,4,0.8,0.10028795694563705,0.6619230980207065,False,4,0.9000000000000002,0.004260920712420836,0.7263843463961719,False,4,0.8,0.0,0.6619230980207065,False,4,0.9000000000000002,0.004260920712420836,0.7718222860008993,False,4,1.0,0.09971204305436294
gemini-2.5-flash,ENTJ,swapped,crash,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.7851931816445918,0.885193181644592,0.7851931816445918,0.885193181644592,0.9851931816445918,4.5,4.5,1.0,12.5,0.9851931816445918,4.5,1.0,12.5,0.9851931816445918,4.5,1.0,12.5,0.9851931816445918,1.8421324641668013,-0.8164963786134294,8,1.9663925185844622,9.83196259292231,False,0.0,200,,True,1,100.0,100.0,,True,1,100.0,100.0,,True,1,100.0,100.0,,True,1,34.61129547396482,34.61129547396482,-1.5922274777677803,True,9,-18.498853856348443,-29.604275490275246,0.02116130271357615,False,1,0.8,0.10028795694563705,0.01653028063393719,False,1,0.9000000000000002,0.004260920712420836,0.018508522944260253,False,1,0.8,0.0,0.01653028063393719,False,1,0.9000000000000002,0.004260920712420836,0.016446758219050905,False,1,1.0,0.09971204305436294
