source,model,model_col,persona,agent_type,scenario,seed,discount,path_variant,file,n_rows,n_fallback,fallback_frac,mean_cash_share,point_mas_v1,point_mas_v2,band_mas_v2,rel_mas,rg_v1,rg_v1_n,coverage_0.03,rg_0.03,rg_0.03_n,rg_action_0.03,rg_action_0.03_n,coverage_action_0.03,coverage_0.05,rg_0.05,rg_0.05_n,rg_action_0.05,rg_action_0.05_n,coverage_action_0.05,coverage_0.08,rg_0.08,rg_0.08_n,rg_action_0.08,rg_action_0.08_n,coverage_action_0.08,final_value,return_pct,max_drawdown_pct,trade_count,zero_trade,effective_trade_count,turnover,fallback_hold_rows,cash_share_day1,floor_rg_v1,ceil_rg_v1,norm_rg_v1,norm_degenerate_rg_v1,bl_always_hold_rg_v1,bl_random_rg_v1,bl_buy_day1_hold_rg_v1,bl_mco_0.05_rg_v1,floor_rg_0.03,ceil_rg_0.03,norm_rg_0.03,norm_degenerate_rg_0.03,floor_rg_0.05,ceil_rg_0.05,norm_rg_0.05,norm_degenerate_rg_0.05,bl_always_hold_rg_0.05,bl_random_rg_0.05,bl_buy_day1_hold_rg_0.05,bl_mco_0.05_rg_0.05,floor_rg_0.08,ceil_rg_0.08,norm_rg_0.08,norm_degenerate_rg_0.08,floor_rg_action_0.03,ceil_rg_action_0.03,norm_rg_action_0.03,norm_degenerate_rg_action_0.03,floor_rg_action_0.05,ceil_rg_action_0.05,norm_rg_action_0.05,norm_degenerate_rg_action_0.05,floor_rg_action_0.08,ceil_rg_action_0.08,norm_rg_action_0.08,norm_degenerate_rg_action_0.08,floor_return_pct,ceil_return_pct,norm_return_pct,norm_degenerate_return_pct,bl_always_hold_return_pct,bl_random_return_pct,bl_buy_day1_hold_return_pct,bl_mco_0.05_return_pct,floor_point_mas_v1,ceil_point_mas_v1,norm_point_mas_v1,norm_degenerate_point_mas_v1,floor_point_mas_v2,ceil_point_mas_v2,norm_point_mas_v2,norm_degenerate_point_mas_v2,floor_band_mas_v2,ceil_band_mas_v2,norm_band_mas_v2,norm_degenerate_band_mas_v2,beats_k_rg_v1,beats_n_rg_v1,beats_k_rg_0.05,beats_n_rg_0.05,beats_k_return_pct,beats_n_return_pct,beats_k_point_mas_v1,beats_n_point_mas_v1,beats_k_point_mas_v2,beats_n_point_mas_v2,beats_k_band_mas_v2,beats_n_band_mas_v2,beats_k_max_drawdown_pct,beats_n_max_drawdown_pct
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,memory,crash,456,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed456/ISFJ_memory_crash_seed456_discount0.95.csv,200,0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,0.0,200,0.855,0.0,171,,0,0.0,0.51,0.0,102,,0,0.0,0.095,0.0,19,,0,0.0,10000.0,0.0,0.0,0,1,0,0.0,0,1.0,100.0,98.5,,1,0.0,63.3,100.0,98.5,100.0,98.24561403508771,,1,100.0,98.0392156862745,,1,0.0,64.2156862745098,100.0,98.0392156862745,100.0,100.0,,1,100.0,50.0,,1,47.442573712005846,50.0,,0,48.5218253968254,,,1,0.0,-13.08030442102352,,1,0.0,-19.566871631436925,-39.76951283394447,-13.08030442102352,1.0,0.0,1.0,0,0.8,0.0,0.7500000000000001,0,0.7,0.0,0.8571428571428572,0,0,11,0.0,11,7,11,7,11,5,11,5,11,7,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,static,crash,456,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed456/ISFJ_static_crash_seed456_discount0.95.csv,200,0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,0.0,200,0.855,0.0,171,,0,0.0,0.51,0.0,102,,0,0.0,0.095,0.0,19,,0,0.0,10000.0,0.0,0.0,0,1,0,0.0,0,1.0,100.0,98.5,,1,0.0,63.3,100.0,98.5,100.0,98.24561403508771,,1,100.0,98.0392156862745,,1,0.0,64.2156862745098,100.0,98.0392156862745,100.0,100.0,,1,100.0,50.0,,1,47.442573712005846,50.0,,0,48.5218253968254,,,1,0.0,-13.08030442102352,,1,0.0,-19.566871631436925,-39.76951283394447,-13.08030442102352,1.0,0.0,1.0,0,0.8,0.0,0.7500000000000001,0,0.7,0.0,0.8571428571428572,0,0,11,0.0,11,7,11,7,11,5,11,5,11,7,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,memory,crash,789,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed789/ENTJ_memory_crash_seed789_discount0.95.csv,200,0,0.0,0.9165000000000001,0.7475,0.8315,0.7319999999999999,0.08349999999999999,8.5,200,0.825,6.0606060606060606,165,41.17647058823529,17,0.085,0.515,4.854368932038835,103,40.0,10,0.05,0.11,4.545454545454546,22,100.0,1,0.005,9070.35110199983,-9.296488980001705,-14.781063249351057,21,0,21,19.69173059279231,0,1.0,100.0,100.0,,1,0.0,63.3,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,0.0,63.49514563106796,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,100.0,100.0,,1,44.75091575091575,,,1,0.0,-42.086715079026085,,1,0.0,-22.792785570450487,-42.086715079026064,-42.086715079026085,0.8,6.106226635438361e-18,0.06562499999999999,0,0.9000000000000002,4.579669976578771e-18,0.07611111111111134,0,0.8,0.0,0.08500000000000021,0,2,11,2.0,11,8,11,2,11,2,11,2,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,static,crash,789,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed789/ENTJ_static_crash_seed789_discount0.95.csv,200,0,0.0,0.9210033610567898,0.7280642628993361,0.8213283210239599,0.724533811978063,0.07899663894321027,13.0,200,0.825,12.121212121212121,165,45.45454545454545,11,0.055,0.515,7.766990291262135,103,14.285714285714285,7,0.035,0.11,0.0,22,0.0,1,0.005,9347.91898542138,-6.520810145786199,-8.07478955840888,16,0,14,4.5641200370562105,0,1.0,100.0,100.0,,1,0.0,63.3,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,0.0,63.49514563106796,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,100.0,100.0,,1,44.75091575091575,,,1,0.0,-42.086715079026085,,1,0.0,-22.792785570450487,-42.086715079026064,-42.086715079026085,0.8,6.106226635438361e-18,0.0899196713758299,0,0.9000000000000002,4.579669976578771e-18,0.08741297664004478,0,0.8,0.0,0.09433273502742132,0,3,11,3.0,11,8,11,3,11,2,11,2,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,memory,crash,789,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed789/INTJ_memory_crash_seed789_discount0.95.csv,200,0,0.0,0.39952086845219326,0.4055070594021103,0.4055070594021103,0.31434159890959057,0.6004791315478069,68.0,200,0.825,67.27272727272727,165,85.71428571428571,21,0.105,0.515,66.01941747572816,103,86.66666666666667,15,0.075,0.11,77.27272727272727,22,71.42857142857143,7,0.035,6778.521450761095,-32.21478549238905,-39.851356685862896,22,0,22,3.1112117100121663,0,1.0,100.0,98.0,,1,0.0,63.3,100.0,98.0,100.0,97.57575757575758,,1,100.0,96.11650485436894,,1,0.0,63.49514563106796,100.0,96.11650485436894,100.0,100.0,,1,100.0,75.0,,1,100.0,75.0,,1,44.75091575091575,100.0,0.4828614997016509,0,0.0,-27.271155328447584,,1,0.0,-22.792785570450487,-42.086715079026064,-27.271155328447584,0.5,3.3306690738754695e-18,0.18898588119577941,0,0.5,3.3306690738754695e-18,0.18898588119577941,0,0.4,0.0,0.21414600272602363,0,5,11,5.0,11,3,11,7,11,7,11,7,11,3,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,static,crash,789,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed789/INTJ_static_crash_seed789_discount0.95.csv,200,0,0.0,0.6920676708004652,0.41464985502002605,0.41464985502002605,0.32660324409731645,0.30793232919953484,42.5,200,0.825,45.45454545454545,165,89.47368421052632,19,0.095,0.515,43.689320388349515,103,92.3076923076923,13,0.065,0.11,40.909090909090914,22,100.0,1,0.005,8100.248347058186,-18.997516529418142,-23.892268112363023,23,0,23,4.374863449785991,0,1.0,100.0,98.0,,1,0.0,63.3,100.0,98.0,100.0,97.57575757575758,,1,100.0,96.11650485436894,,1,0.0,63.49514563106796,100.0,96.11650485436894,100.0,100.0,,1,100.0,75.0,,1,100.0,75.0,,1,44.75091575091575,100.0,1.0,0,0.0,-27.271155328447584,,1,0.0,-22.792785570450487,-42.086715079026064,-27.271155328447584,0.5,3.3306690738754695e-18,0.1707002899599479,0,0.5,3.3306690738754695e-18,0.1707002899599479,0,0.4,0.0,0.18349188975670894,0,4,11,4.0,11,7,11,7,11,7,11,7,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,memory,crash,789,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed789/ISFJ_memory_crash_seed789_discount0.95.csv,200,0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,0.0,200,0.825,0.0,165,,0,0.0,0.515,0.0,103,,0,0.0,0.11,0.0,22,,0,0.0,10000.0,0.0,0.0,0,1,0,0.0,0,1.0,100.0,98.5,,1,0.0,63.3,100.0,98.5,100.0,98.18181818181819,,1,100.0,97.0873786407767,,1,0.0,63.49514563106796,100.0,97.0873786407767,100.0,100.0,,1,100.0,72.72727272727273,,1,100.0,72.72727272727273,,1,44.75091575091575,100.0,,0,0.0,-14.423933844826534,,1,0.0,-22.792785570450487,-42.086715079026064,-14.423933844826534,1.0,0.0,1.0,0,0.8,0.0,0.7500000000000001,0,0.7,0.0,0.8571428571428572,0,0,11,0.0,11,7,11,8,11,6,11,6,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,static,crash,789,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed789/ISFJ_static_crash_seed789_discount0.95.csv,200,0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,0.0,200,0.825,0.0,165,,0,0.0,0.515,0.0,103,,0,0.0,0.11,0.0,22,,0,0.0,10000.0,0.0,0.0,0,1,0,0.0,0,1.0,100.0,98.5,,1,0.0,63.3,100.0,98.5,100.0,98.18181818181819,,1,100.0,97.0873786407767,,1,0.0,63.49514563106796,100.0,97.0873786407767,100.0,100.0,,1,100.0,72.72727272727273,,1,100.0,72.72727272727273,,1,44.75091575091575,100.0,,0,0.0,-14.423933844826534,,1,0.0,-22.792785570450487,-42.086715079026064,-14.423933844826534,1.0,0.0,1.0,0,0.8,0.0,0.7500000000000001,0,0.7,0.0,0.8571428571428572,0,0,11,0.0,11,7,11,8,11,6,11,6,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,memory,crash,999,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed999/ENTJ_memory_crash_seed999_discount0.95.csv,200,0,0.0,0.96675,0.7777499999999999,0.8717500000000002,0.77225,0.03325,3.5000000000000004,200,0.895,3.35195530726257,179,57.14285714285714,7,0.035,0.565,0.8849557522123894,113,0.0,1,0.005,0.1,0.0,20,,0,0.0,9942.767059201826,-0.5723294079817424,-2.918615994741647,9,0,9,8.206484567896045,0,1.0,100.0,100.0,,1,0.0,63.35,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,0.0,64.95575221238938,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,100.0,100.0,,1,100.0,100.0,,1,0.0,-31.18493909191592,,1,0.0,-18.124571879388135,-31.18493909191583,-31.18493909191592,0.8,6.800116025829084e-18,0.02781250000000013,0,0.9000000000000002,4.163336342344337e-18,0.031388888888888876,0,0.8,0.0,0.034687500000000066,0,3,11,3.0,11,9,11,3,11,3,11,3,11,9,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,static,crash,999,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed999/ENTJ_static_crash_seed999_discount0.95.csv,200,0,0.0,0.9723584802600215,0.7769564789619927,0.8729564789619931,0.7746574796110071,0.02764151973997864,3.0,200,0.895,2.2346368715083798,179,50.0,4,0.02,0.565,1.7699115044247788,113,50.0,4,0.02,0.1,0.0,20,0.0,2,0.01,9439.65138791293,-5.603486120870693,-9.40172458996351,6,0,6,2.635575340545896,0,1.0,100.0,100.0,,1,0.0,63.35,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,0.0,64.95575221238938,100.0,100.0,100.0,100.0,,1,100.0,100.0,,1,100.0,100.0,,1,100.0,100.0,,1,0.0,-31.18493909191592,,1,0.0,-18.124571879388135,-31.18493909191583,-31.18493909191592,0.8,6.800116025829084e-18,0.028804401297509163,0,0.9000000000000002,4.163336342344337e-18,0.030048356708896783,0,0.8,0.0,0.03167815048624123,0,3,11,3.0,11,8,11,3,11,3,11,3,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,memory,crash,999,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed999/INTJ_memory_crash_seed999_discount0.95.csv,200,0,0.0,0.1762000492161135,0.4194321545981559,0.4194321545981559,0.32261605269102117,0.8237999507838865,89.5,200,0.895,88.8268156424581,179,94.73684210526315,19,0.095,0.565,91.1504424778761,113,100.0,15,0.075,0.1,95.0,20,100.0,7,0.035,7666.760496062379,-23.332395039376205,-34.27354934061177,20,0,20,2.7187722799513905,0,1.0,100.0,98.5,,1,0.0,63.35,100.0,98.5,100.0,98.32402234636871,,1,100.0,97.34513274336283,,1,0.0,64.95575221238938,100.0,97.34513274336283,100.0,100.0,,1,100.0,70.0,,1,100.0,70.0,,1,100.0,100.0,,1,0.0,-19.397046731951743,,1,0.0,-18.124571879388135,-31.18493909191583,-19.397046731951743,0.5,5.551115123125783e-19,0.16113569080368817,0,0.5,5.551115123125783e-19,0.16113569080368817,0,0.4,0.0,0.19345986827244713,0,7,11,5.0,11,3,11,7,11,7,11,7,11,3,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,static,crash,999,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed999/INTJ_static_crash_seed999_discount0.95.csv,200,0,0.0,0.3210245272923293,0.36414236534816397,0.36414236534816397,0.27344747892568777,0.6789754727076708,82.0,200,0.895,80.44692737430168,179,80.95238095238095,21,0.105,0.565,82.30088495575221,113,90.9090909090909,11,0.055,0.1,85.0,20,50.0,2,0.01,7406.951696262164,-25.93048303737836,-33.74505072761581,23,0,23,3.02159552729219,0,1.0,100.0,98.5,,1,0.0,63.35,100.0,98.5,100.0,98.32402234636871,,1,100.0,97.34513274336283,,1,0.0,64.95575221238938,100.0,97.34513274336283,100.0,100.0,,1,100.0,70.0,,1,100.0,70.0,,1,100.0,100.0,,1,0.0,-19.397046731951743,,1,0.0,-18.124571879388135,-31.18493909191583,-19.397046731951743,0.5,5.551115123125783e-19,0.27171526930367207,0,0.5,5.551115123125783e-19,0.27171526930367207,0,0.4,0.0,0.31638130268578063,0,5,11,5.0,11,3,11,7,11,7,11,7,11,4,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,memory,crash,999,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed999/ISFJ_memory_crash_seed999_discount0.95.csv,200,0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,0.0,200,0.895,0.0,179,,0,0.0,0.565,0.0,113,,0,0.0,0.1,0.0,20,,0,0.0,10000.0,0.0,0.0,0,1,0,0.0,0,1.0,100.0,99.0,,1,0.0,63.35,100.0,99.0,100.0,98.88268156424581,,1,100.0,98.23008849557522,,1,0.0,64.95575221238938,100.0,98.23008849557522,100.0,100.0,,1,100.0,75.0,,1,100.0,75.0,,1,100.0,100.0,,1,0.0,-9.933172760139296,,1,0.0,-18.124571879388135,-31.18493909191583,-9.933172760139296,1.0,0.0,1.0,0,0.8,0.0,0.7500000000000001,0,0.7,0.0,0.8571428571428572,0,0,11,0.0,11,8,11,8,11,6,11,6,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,static,crash,999,0.95,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/crash/discount0.95/seed999/ISFJ_static_crash_seed999_discount0.95.csv,200,0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,0.0,200,0.895,0.0,179,,0,0.0,0.565,0.0,113,,0,0.0,0.1,0.0,20,,0,0.0,10000.0,0.0,0.0,0,1,0,0.0,0,1.0,100.0,99.0,,1,0.0,63.35,100.0,99.0,100.0,98.88268156424581,,1,100.0,98.23008849557522,,1,0.0,64.95575221238938,100.0,98.23008849557522,100.0,100.0,,1,100.0,75.0,,1,100.0,75.0,,1,100.0,100.0,,1,0.0,-9.933172760139296,,1,0.0,-18.124571879388135,-31.18493909191583,-9.933172760139296,1.0,0.0,1.0,0,0.8,0.0,0.7500000000000001,0,0.7,0.0,0.8571428571428572,0,0,11,0.0,11,8,11,8,11,6,11,6,11,8,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,memory,flat,123,,1,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed123/ENTJ_memory_flat_seed123.csv,200,0,0.0,0.5085000000000001,0.5025,0.5045000000000001,0.40549999999999997,0.4915,73.0,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,8667.572604941191,-13.324273950588086,-18.36885680597269,38,0,38,32.256622077176274,0,1.0,100.0,56.49999999999999,,1,56.49999999999999,67.95,100.0,56.49999999999999,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,7.976381104883913,0.0,,1,0.0,2.2218263024476235,7.976381104883913,0.0,0.8,1.1657341758564143e-17,0.3718750000000001,0,0.9000000000000002,7.0082828429463e-18,0.4394444444444445,0,0.8,0.0,0.4931250000000001,0,6,11,,0,1,11,5,11,5,11,5,11,3,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,static,flat,123,,1,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed123/ENTJ_static_flat_seed123.csv,200,0,0.0,0.4127474002424962,0.3610754212032042,0.37077557675738787,0.28691141072285015,0.5872525997575039,68.5,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,8701.260771417192,-12.987392285828081,-18.577091927842726,79,0,79,21.61754431181747,0,1.0,100.0,56.49999999999999,,1,56.49999999999999,67.95,100.0,56.49999999999999,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,7.976381104883913,0.0,,1,0.0,2.2218263024476235,7.976381104883913,0.0,0.8,1.1657341758564143e-17,0.5486557234959948,0,0.9000000000000002,7.0082828429463e-18,0.5880271369362359,0,0.8,0.0,0.6413607365964374,0,6,11,,0,1,11,7,11,7,11,7,11,3,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,memory,flat,123,,18,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed123/INTJ_memory_flat_seed123.csv,200,0,0.0,0.34254383933762766,0.36874711206751004,0.36874711206751004,0.2816638024084927,0.6574561606623723,84.5,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,7984.081996014124,-20.159180039858757,-24.544472134356145,40,0,40,7.663560036006471,0,1.0,99.5,47.5,,1,47.5,65.75,99.5,47.5,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,0.0,0.0,,1,0.0,-14.332996560358875,-33.30343796711509,0.0,0.5,0.0,0.2625057758649799,0,0.5,0.0,0.2625057758649799,0,0.4,0.0,0.29584049397876827,0,7,11,,0,3,11,8,11,8,11,8,11,3,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,static,flat,123,,19,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed123/INTJ_static_flat_seed123.csv,200,0,0.0,0.21664334061182355,0.39002356759732576,0.39002356759732576,0.3022998820920952,0.7833566593881764,88.5,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,10265.75186290058,2.6575186290058084,-16.240999803353706,32,0,32,5.020817279957236,0,1.0,99.5,52.0,,1,52.0,66.9,99.5,52.0,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,8.809476408520805,0.0,,1,0.0,6.795572622596548,8.809476408520805,0.0,0.5,0.0,0.21995286480534848,0,0.5,0.0,0.21995286480534848,0,0.4,0.0,0.2442502947697621,0,8,11,,0,5,11,8,11,8,11,8,11,3,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,memory,flat,123,,20,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed123/ISFJ_memory_flat_seed123.csv,200,0,0.0,0.8639582952319895,0.13604170476801042,0.141945010616796,0.05692321579436104,0.13604170476801042,77.5,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,9786.722284058924,-2.1327771594107614,-5.538312793888622,7,0,7,0.48848989789954306,0,1.0,100.0,54.50000000000001,,1,54.50000000000001,66.45,100.0,54.50000000000001,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,9.04718966035469,0.0,,1,0.0,2.4909300989438767,9.04718966035469,0.0,1.0,0.0,0.8639582952319895,0,0.8,2.55351295663786e-17,0.822568736729005,0,0.7,0.0,0.91868112029377,0,8,11,,0,1,11,6,11,10,11,10,11,5,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,static,flat,123,,21,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed123/ISFJ_static_flat_seed123.csv,200,0,0.0,0.6751100929280344,0.32488990707196563,0.27688990707196565,0.1793913493254255,0.32488990707196563,79.5,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,9985.98044311866,-0.14019556881339668,-11.874646288724067,9,0,9,0.757404120390625,0,1.0,100.0,52.5,,1,52.5,66.3,100.0,52.5,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,22.026255135785142,0.0,,1,0.0,16.63772119020215,22.026255135785142,0.0,1.0,0.0,0.6751100929280344,0,0.8,3.3861802251067274e-17,0.6538876161600429,0,0.7,0.0,0.7437266438208207,0,9,11,,0,1,11,5,11,5,11,5,11,3,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,memory,flat,42,,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed42/ENTJ_memory_flat_seed42.csv,200,0,0.0,0.6328947377382093,0.5648912052521902,0.5969035097710428,0.49889297149519973,0.3671052622617907,61.0,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,9954.456604480029,-0.4554339551997145,-14.70528452276877,30,0,30,25.30711298120342,0,1.0,100.0,47.0,,1,47.0,66.3,100.0,47.0,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,0.0,0.0,,1,0.0,-4.331607555398,-8.294976986191704,0.0,0.8,7.077671781985373e-18,0.29388599343476235,0,0.9000000000000002,3.3306690738754695e-18,0.33677387803217484,0,0.8,0.0,0.3763837856310004,0,5,11,,0,7,11,4,11,4,11,4,11,7,11
april,gemini_2_5_flash,gemini-2.5-flash,ENTJ,static,flat,42,,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed42/ENTJ_static_flat_seed42.csv,200,0,0.0,0.5761140613629617,0.49420552492985814,0.5264827141956866,0.43515979314640985,0.42388593863703833,57.49999999999999,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,9061.203256284944,-9.387967437150564,-18.620855232943256,61,0,61,17.633228237716043,0,1.0,100.0,47.0,,1,47.0,66.3,100.0,47.0,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,0.0,0.0,,1,0.0,-4.331607555398,-8.294976986191704,0.0,0.8,7.077671781985373e-18,0.38224309383767735,0,0.9000000000000002,3.3306690738754695e-18,0.4150192064492373,0,0.8,0.0,0.4560502585669877,0,5,11,,0,1,11,5,11,5,11,5,11,6,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,memory,flat,42,,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed42/INTJ_memory_flat_seed42.csv,200,0,0.0,0.23932697960758234,0.37295670518079094,0.37295670518079094,0.2791986887084502,0.7606730203924177,87.5,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,9043.099354092496,-9.569006459075045,-20.105143217698906,28,0,28,4.064651288172001,0,1.0,100.0,47.0,,1,47.0,66.3,100.0,47.0,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,0.0,0.0,,1,0.0,-4.331607555398,-8.294976986191704,0.0,0.5,0.0,0.2540865896384181,0,0.5,0.0,0.2540865896384181,0,0.4,0.0,0.3020032782288745,0,8,11,,0,1,11,8,11,8,11,8,11,2,11
april,gemini_2_5_flash,gemini-2.5-flash,INTJ,static,flat,42,,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed42/INTJ_static_flat_seed42.csv,200,0,0.0,0.20308976630784834,0.3679754154121462,0.3679754154121462,0.28865553916030184,0.7969102336921517,86.0,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,8745.177176001624,-12.548228239983764,-23.807941227615824,35,0,35,3.9126912459439236,0,1.0,100.0,47.0,,1,47.0,66.3,100.0,47.0,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,0.0,0.0,,1,0.0,-4.331607555398,-8.294976986191704,0.0,0.5,0.0,0.26404916917570764,0,0.5,0.0,0.26404916917570764,0,0.4,0.0,0.27836115209924545,0,8,11,,0,1,11,8,11,8,11,8,11,2,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,memory,flat,42,,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed42/ISFJ_memory_flat_seed42.csv,200,0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,47.0,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,10000.0,0.0,0.0,0,1,0,0.0,0,1.0,100.0,47.0,,1,47.0,66.3,100.0,47.0,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,0.0,0.0,,1,0.0,-4.331607555398,-8.294976986191704,0.0,1.0,0.0,1.0,0,0.8,0.0,0.7500000000000001,0,0.7,0.0,0.8571428571428572,0,0,11,,0,6,11,6,11,5,11,5,11,6,11
april,gemini_2_5_flash,gemini-2.5-flash,ISFJ,static,flat,42,,0,results_april/gemini_2_5_flash_200/gemini-2.5-flash/flat/seed42/ISFJ_static_flat_seed42.csv,200,0,0.0,0.8429623363415351,0.15703766365846494,0.21888851407290802,0.12375031872892851,0.15703766365846494,63.5,200,0.0,,0,,0,0.0,0.0,,0,,0,0.0,0.0,,0,,0,0.0,10370.108582206494,3.7010858220649423,-5.297033396483664,6,0,6,0.64764578125,0,1.0,100.0,47.0,,1,47.0,66.3,100.0,47.0,,,,1,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,0.0,0.0,,1,0.0,-4.331607555398,-8.294976986191704,0.0,1.0,0.0,0.8429623363415351,0,0.8,0.0,0.726389357408865,0,0.7,0.0,0.8232138303872449,0,6,11,,0,11,11,6,11,5,11,5,11,6,11
