family,model,persona,agent_type,scenario,seed,discount,run_id,day,cash_share,action,Price,SMA20,SMA60,RSI14,MACD,Volume_Ratio,Implied_Volatility,Reported_PE,Dividend_Yield,Trend_Strength,Trend_Regime,Sentiment
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,999,0.85,Llama-3.1-8B-Instruct|INTJ|memory|crash|999|0.85,1,1.0,HOLD,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,999,0.85,Llama-3.1-8B-Instruct|INTJ|static|crash|999|0.85,1,1.0,HOLD,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,999,0.85,Llama-3.1-8B-Instruct|ISFJ|memory|crash|999|0.85,1,1.0,HOLD,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,999,0.85,Llama-3.1-8B-Instruct|ISFJ|static|crash|999|0.85,1,1.0,HOLD,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,123,0.92,Llama-3.1-8B-Instruct|ENTJ|memory|crash|123|0.92,1,0.0,BUY,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,123,0.92,Llama-3.1-8B-Instruct|ENTJ|static|crash|123|0.92,1,1.0,HOLD,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,123,0.92,Llama-3.1-8B-Instruct|INTJ|memory|crash|123|0.92,1,1.0,HOLD,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,123,0.92,Llama-3.1-8B-Instruct|INTJ|static|crash|123|0.92,1,1.0,HOLD,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,123,0.92,Llama-3.1-8B-Instruct|ISFJ|memory|crash|123|0.92,1,1.0,HOLD,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,123,0.92,Llama-3.1-8B-Instruct|ISFJ|static|crash|123|0.92,1,1.0,HOLD,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,42,0.92,Llama-3.1-8B-Instruct|ENTJ|memory|crash|42|0.92,1,0.0,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,42,0.92,Llama-3.1-8B-Instruct|ENTJ|static|crash|42|0.92,1,0.9,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,42,0.92,Llama-3.1-8B-Instruct|INTJ|memory|crash|42|0.92,1,1.0,HOLD,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,42,0.92,Llama-3.1-8B-Instruct|INTJ|static|crash|42|0.92,1,1.0,HOLD,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,42,0.92,Llama-3.1-8B-Instruct|ISFJ|memory|crash|42|0.92,1,1.0,HOLD,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,42,0.92,Llama-3.1-8B-Instruct|ISFJ|static|crash|42|0.92,1,1.0,HOLD,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,456,0.92,Llama-3.1-8B-Instruct|ENTJ|memory|crash|456|0.92,1,0.9,BUY,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,456,0.92,Llama-3.1-8B-Instruct|ENTJ|static|crash|456|0.92,1,1.0,HOLD,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,456,0.92,Llama-3.1-8B-Instruct|INTJ|memory|crash|456|0.92,1,1.0,HOLD,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,456,0.92,Llama-3.1-8B-Instruct|INTJ|static|crash|456|0.92,1,1.0,HOLD,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,456,0.92,Llama-3.1-8B-Instruct|ISFJ|memory|crash|456|0.92,1,1.0,HOLD,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,456,0.92,Llama-3.1-8B-Instruct|ISFJ|static|crash|456|0.92,1,1.0,HOLD,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,789,0.92,Llama-3.1-8B-Instruct|ENTJ|memory|crash|789|0.92,1,0.9,BUY,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,789,0.92,Llama-3.1-8B-Instruct|ENTJ|static|crash|789|0.92,1,1.0,HOLD,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,789,0.92,Llama-3.1-8B-Instruct|INTJ|memory|crash|789|0.92,1,1.0,HOLD,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,789,0.92,Llama-3.1-8B-Instruct|INTJ|static|crash|789|0.92,1,1.0,HOLD,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,789,0.92,Llama-3.1-8B-Instruct|ISFJ|memory|crash|789|0.92,1,1.0,HOLD,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,789,0.92,Llama-3.1-8B-Instruct|ISFJ|static|crash|789|0.92,1,1.0,HOLD,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,999,0.92,Llama-3.1-8B-Instruct|ENTJ|memory|crash|999|0.92,1,0.5,BUY,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,999,0.92,Llama-3.1-8B-Instruct|ENTJ|static|crash|999|0.92,1,1.0,HOLD,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,999,0.92,Llama-3.1-8B-Instruct|INTJ|memory|crash|999|0.92,1,1.0,HOLD,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,999,0.92,Llama-3.1-8B-Instruct|INTJ|static|crash|999|0.92,1,1.0,HOLD,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,999,0.92,Llama-3.1-8B-Instruct|ISFJ|memory|crash|999|0.92,1,1.0,HOLD,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,999,0.92,Llama-3.1-8B-Instruct|ISFJ|static|crash|999|0.92,1,1.0,HOLD,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,123,0.95,Llama-3.1-8B-Instruct|ENTJ|memory|crash|123|0.95,1,0.9,BUY,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,123,0.95,Llama-3.1-8B-Instruct|ENTJ|static|crash|123|0.95,1,1.0,HOLD,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,123,0.95,Llama-3.1-8B-Instruct|INTJ|memory|crash|123|0.95,1,1.0,HOLD,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,123,0.95,Llama-3.1-8B-Instruct|INTJ|static|crash|123|0.95,1,1.0,HOLD,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,123,0.95,Llama-3.1-8B-Instruct|ISFJ|memory|crash|123|0.95,1,1.0,HOLD,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,123,0.95,Llama-3.1-8B-Instruct|ISFJ|static|crash|123|0.95,1,1.0,HOLD,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,42,0.95,Llama-3.1-8B-Instruct|ENTJ|memory|crash|42|0.95,1,0.9,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,42,0.95,Llama-3.1-8B-Instruct|ENTJ|static|crash|42|0.95,1,0.5,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,42,0.95,Llama-3.1-8B-Instruct|INTJ|memory|crash|42|0.95,1,1.0,HOLD,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,42,0.95,Llama-3.1-8B-Instruct|INTJ|static|crash|42|0.95,1,1.0,HOLD,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,42,0.95,Llama-3.1-8B-Instruct|ISFJ|memory|crash|42|0.95,1,1.0,HOLD,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,42,0.95,Llama-3.1-8B-Instruct|ISFJ|static|crash|42|0.95,1,1.0,HOLD,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,Llama-3.1-8B-Instruct,ENTJ,memory,crash,456,0.95,Llama-3.1-8B-Instruct|ENTJ|memory|crash|456|0.95,1,0.9,BUY,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,ENTJ,static,crash,456,0.95,Llama-3.1-8B-Instruct|ENTJ|static|crash|456|0.95,1,1.0,HOLD,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,INTJ,memory,crash,456,0.95,Llama-3.1-8B-Instruct|INTJ|memory|crash|456|0.95,1,1.0,HOLD,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,INTJ,static,crash,456,0.95,Llama-3.1-8B-Instruct|INTJ|static|crash|456|0.95,1,1.0,HOLD,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,ISFJ,memory,crash,456,0.95,Llama-3.1-8B-Instruct|ISFJ|memory|crash|456|0.95,1,1.0,HOLD,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,Llama-3.1-8B-Instruct,ISFJ,static,crash,456,0.95,Llama-3.1-8B-Instruct|ISFJ|static|crash|456|0.95,1,1.0,HOLD,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
