scenario,seed,discount,path_variant,policy,persona,theta,random_seed,interface,mas_persona,n_rows,n_fallback,fallback_frac,mean_cash_share,point_mas_v1,point_mas_v2,band_mas_v2,rel_mas,rg_v1,rg_v1_n,coverage_0.03,rg_0.03,rg_0.03_n,rg_action_0.03,rg_action_0.03_n,coverage_action_0.03,coverage_0.05,rg_0.05,rg_0.05_n,rg_action_0.05,rg_action_0.05_n,coverage_action_0.05,coverage_0.08,rg_0.08,rg_0.08_n,rg_action_0.08,rg_action_0.08_n,coverage_action_0.08,final_value,return_pct,max_drawdown_pct,trade_count,zero_trade,effective_trade_count,turnover
bull_trap,42,,0,buy_day1_hold,,,-1,v1,INTJ,200.0,0.0,0.0,0.0,0.5,0.5,0.4,1.0,99.5,200.0,0.6,100.0,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,23090.332805071317,130.90332805071316,-15.864462507991583,1.0,0.0,1.0,1.0
bull_trap,42,,0,buy_day1_hold,,,-1,v1,ENTJ,200.0,0.0,0.0,0.0,0.2,0.1,0.0,1.0,99.5,200.0,0.6,100.0,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,23090.332805071317,130.90332805071316,-15.864462507991583,1.0,0.0,1.0,1.0
bull_trap,42,,0,random,,,0,v1,ISFJ,200.0,0.0,0.0,0.49411340731174347,0.5058865926882565,0.38972872410209264,0.29605829512476667,0.5058865926882565,67.0,200.0,0.6,68.33333333333333,120.0,48.64864864864865,74.0,0.37,0.585,70.08547008547008,117.0,50.70422535211267,71.0,0.355,0.58,69.82758620689656,116.0,50.70422535211267,71.0,0.355,15809.298168969552,58.09298168969551,-10.753969605122315,125.0,0.0,125.0,37.53039021570422
bull_trap,42,,0,random,,,0,v1,INTJ,200.0,0.0,0.0,0.49411340731174347,0.3279138139292941,0.3279138139292941,0.23419052167017632,0.5058865926882565,67.0,200.0,0.6,68.33333333333333,120.0,48.64864864864865,74.0,0.37,0.585,70.08547008547008,117.0,50.70422535211267,71.0,0.355,0.58,69.82758620689656,116.0,50.70422535211267,71.0,0.355,15809.298168969552,58.09298168969551,-10.753969605122315,125.0,0.0,125.0,37.53039021570422
bull_trap,42,,0,random,,,0,v1,ENTJ,200.0,0.0,0.0,0.49411340731174347,0.3859957267825533,0.4285380575510564,0.34005456704714837,0.5058865926882565,67.0,200.0,0.6,68.33333333333333,120.0,48.64864864864865,74.0,0.37,0.585,70.08547008547008,117.0,50.70422535211267,71.0,0.355,0.58,69.82758620689656,116.0,50.70422535211267,71.0,0.355,15809.298168969552,58.09298168969551,-10.753969605122315,125.0,0.0,125.0,37.53039021570422
bull_trap,42,,0,random,,,1,v1,ISFJ,200.0,0.0,0.0,0.4586336514295663,0.5413663485704336,0.4052235893171995,0.3111817458681643,0.5413663485704336,64.0,200.0,0.6,62.5,120.0,47.05882352941176,85.0,0.425,0.585,62.39316239316239,117.0,47.61904761904761,84.0,0.42,0.58,62.93103448275862,116.0,48.19277108433735,83.0,0.415,18980.705769697463,89.80705769697462,-4.329249939105406,135.0,0.0,135.0,50.86011038008948
bull_trap,42,,0,random,,,1,v1,INTJ,200.0,0.0,0.0,0.4586336514295663,0.3251308851127918,0.3251308851127918,0.23035779726712227,0.5413663485704336,64.0,200.0,0.6,62.5,120.0,47.05882352941176,85.0,0.425,0.585,62.39316239316239,117.0,47.61904761904761,84.0,0.42,0.58,62.93103448275862,116.0,48.19277108433735,83.0,0.415,18980.705769697463,89.80705769697462,-4.329249939105406,135.0,0.0,135.0,50.86011038008948
bull_trap,42,,0,random,,,1,v1,ENTJ,200.0,0.0,0.0,0.4586336514295663,0.35015057374928416,0.38906918355654246,0.3043921125894253,0.5413663485704336,64.0,200.0,0.6,62.5,120.0,47.05882352941176,85.0,0.425,0.585,62.39316239316239,117.0,47.61904761904761,84.0,0.42,0.58,62.93103448275862,116.0,48.19277108433735,83.0,0.415,18980.705769697463,89.80705769697462,-4.329249939105406,135.0,0.0,135.0,50.86011038008948
bull_trap,42,,0,random,,,2,v1,ISFJ,200.0,0.0,0.0,0.5536679397149865,0.44633206028501354,0.35330311205643417,0.26463523631275426,0.44633206028501354,69.5,200.0,0.6,72.5,120.0,56.57894736842105,76.0,0.38,0.585,74.35897435897436,117.0,58.9041095890411,73.0,0.365,0.58,74.13793103448276,116.0,58.333333333333336,72.0,0.36,11831.739980044265,18.317399800442654,-13.809776625453352,127.0,0.0,127.0,33.25763240167155
bull_trap,42,,0,random,,,2,v1,INTJ,200.0,0.0,0.0,0.5536679397149865,0.3445550555320163,0.3445550555320163,0.24942702412449805,0.44633206028501354,69.5,200.0,0.6,72.5,120.0,56.57894736842105,76.0,0.38,0.585,74.35897435897436,117.0,58.9041095890411,73.0,0.365,0.58,74.13793103448276,116.0,58.333333333333336,72.0,0.36,11831.739980044265,18.317399800442654,-13.809776625453352,127.0,0.0,127.0,33.25763240167155
bull_trap,42,,0,random,,,2,v1,ENTJ,200.0,0.0,0.0,0.5536679397149865,0.42987618520879073,0.4864271351008436,0.39177206246188867,0.44633206028501354,69.5,200.0,0.6,72.5,120.0,56.57894736842105,76.0,0.38,0.585,74.35897435897436,117.0,58.9041095890411,73.0,0.365,0.58,74.13793103448276,116.0,58.333333333333336,72.0,0.36,11831.739980044265,18.317399800442654,-13.809776625453352,127.0,0.0,127.0,33.25763240167155
bull_trap,42,,0,random,,,3,v1,ISFJ,200.0,0.0,0.0,0.5450477207210065,0.4549522792789935,0.3599409195804935,0.26525760525528175,0.4549522792789935,66.0,200.0,0.6,61.66666666666667,120.0,48.888888888888886,90.0,0.45,0.585,62.39316239316239,117.0,49.42528735632184,87.0,0.435,0.58,62.93103448275862,116.0,50.0,86.0,0.43,16288.180595891496,62.88180595891496,-4.347311213132265,137.0,0.0,137.0,43.27418502319952
bull_trap,42,,0,random,,,3,v1,INTJ,200.0,0.0,0.0,0.5450477207210065,0.328058892139113,0.328058892139113,0.23345595367039917,0.4549522792789935,66.0,200.0,0.6,61.66666666666667,120.0,48.888888888888886,90.0,0.45,0.585,62.39316239316239,117.0,49.42528735632184,87.0,0.435,0.58,62.93103448275862,116.0,50.0,86.0,0.43,16288.180595891496,62.88180595891496,-4.347311213132265,137.0,0.0,137.0,43.27418502319952
bull_trap,42,,0,random,,,3,v1,ENTJ,200.0,0.0,0.0,0.5450477207210065,0.40535898604784804,0.46331628298858235,0.37520335338442734,0.4549522792789935,66.0,200.0,0.6,61.66666666666667,120.0,48.888888888888886,90.0,0.45,0.585,62.39316239316239,117.0,49.42528735632184,87.0,0.435,0.58,62.93103448275862,116.0,50.0,86.0,0.43,16288.180595891496,62.88180595891496,-4.347311213132265,137.0,0.0,137.0,43.27418502319952
bull_trap,42,,0,random,,,4,v1,ISFJ,200.0,0.0,0.0,0.527381397105723,0.4726186028942771,0.369179755462625,0.2777618032664277,0.4726186028942771,69.0,200.0,0.6,67.5,120.0,57.14285714285714,91.0,0.455,0.585,68.37606837606837,117.0,57.95454545454546,88.0,0.44,0.58,68.10344827586206,116.0,57.95454545454546,88.0,0.44,13434.572295896136,34.34572295896136,-11.552372974629932,149.0,0.0,149.0,35.73246308239771
bull_trap,42,,0,random,,,4,v1,INTJ,200.0,0.0,0.0,0.527381397105723,0.34860105773521766,0.34860105773521766,0.2514424705102751,0.4726186028942771,69.0,200.0,0.6,67.5,120.0,57.14285714285714,91.0,0.455,0.585,68.37606837606837,117.0,57.95454545454546,88.0,0.44,0.58,68.10344827586206,116.0,57.95454545454546,88.0,0.44,13434.572295896136,34.34572295896136,-11.552372974629932,149.0,0.0,149.0,35.73246308239771
bull_trap,42,,0,random,,,4,v1,ENTJ,200.0,0.0,0.0,0.527381397105723,0.4093774328018051,0.4542782678293738,0.36837941495376403,0.4726186028942771,69.0,200.0,0.6,67.5,120.0,57.14285714285714,91.0,0.455,0.585,68.37606837606837,117.0,57.95454545454546,88.0,0.44,0.58,68.10344827586206,116.0,57.95454545454546,88.0,0.44,13434.572295896136,34.34572295896136,-11.552372974629932,149.0,0.0,149.0,35.73246308239771
bull_trap,42,,0,random,,,5,v1,ISFJ,200.0,0.0,0.0,0.530242687138376,0.469757312861624,0.37494127504138314,0.27893012840579595,0.469757312861624,72.5,200.0,0.6,74.16666666666667,120.0,61.25000000000001,80.0,0.4,0.585,73.50427350427351,117.0,60.256410256410255,78.0,0.39,0.58,73.27586206896551,116.0,59.74025974025974,77.0,0.385,14970.422024905787,49.704220249057876,-9.861725020365075,139.0,0.0,137.0,36.915656569181394
bull_trap,42,,0,random,,,5,v1,INTJ,200.0,0.0,0.0,0.530242687138376,0.33847132339032115,0.33847132339032115,0.24179383783113792,0.469757312861624,72.5,200.0,0.6,74.16666666666667,120.0,61.25000000000001,80.0,0.4,0.585,73.50427350427351,117.0,60.256410256410255,78.0,0.39,0.58,73.27586206896551,116.0,59.74025974025974,77.0,0.385,14970.422024905787,49.704220249057876,-9.861725020365075,139.0,0.0,137.0,36.915656569181394
bull_trap,42,,0,random,,,5,v1,ENTJ,200.0,0.0,0.0,0.530242687138376,0.39965377888371606,0.452665964046911,0.364948233011046,0.469757312861624,72.5,200.0,0.6,74.16666666666667,120.0,61.25000000000001,80.0,0.4,0.585,73.50427350427351,117.0,60.256410256410255,78.0,0.39,0.58,73.27586206896551,116.0,59.74025974025974,77.0,0.385,14970.422024905787,49.704220249057876,-9.861725020365075,139.0,0.0,137.0,36.915656569181394
bull_trap,42,,0,random,,,6,v1,ISFJ,200.0,0.0,0.0,0.5263852941094433,0.4736147058905567,0.36317156605859113,0.27143395772771145,0.4736147058905567,63.5,200.0,0.6,63.33333333333333,120.0,48.837209302325576,86.0,0.43,0.585,63.24786324786324,117.0,48.80952380952381,84.0,0.42,0.58,63.793103448275865,116.0,49.39759036144578,83.0,0.415,13977.893291146127,39.77893291146127,-13.441208316866627,139.0,0.0,135.0,40.87879191814424
bull_trap,42,,0,random,,,6,v1,INTJ,200.0,0.0,0.0,0.5263852941094433,0.3307798113561157,0.3307798113561157,0.23476022101435998,0.4736147058905567,63.5,200.0,0.6,63.33333333333333,120.0,48.837209302325576,86.0,0.43,0.585,63.24786324786324,117.0,48.80952380952381,84.0,0.42,0.58,63.793103448275865,116.0,49.39759036144578,83.0,0.415,13977.893291146127,39.77893291146127,-13.441208316866627,139.0,0.0,135.0,40.87879191814424
bull_trap,42,,0,random,,,6,v1,ENTJ,200.0,0.0,0.0,0.5263852941094433,0.39512536551949523,0.44779785482905554,0.3607553298144693,0.4736147058905567,63.5,200.0,0.6,63.33333333333333,120.0,48.837209302325576,86.0,0.43,0.585,63.24786324786324,117.0,48.80952380952381,84.0,0.42,0.58,63.793103448275865,116.0,49.39759036144578,83.0,0.415,13977.893291146127,39.77893291146127,-13.441208316866627,139.0,0.0,135.0,40.87879191814424
bull_trap,42,,0,random,,,7,v1,ISFJ,200.0,0.0,0.0,0.5503593244665707,0.44964067553342935,0.329341157076945,0.24347565324631623,0.44964067553342935,72.0,200.0,0.6,71.66666666666667,120.0,52.112676056338024,71.0,0.355,0.585,70.94017094017094,117.0,51.42857142857142,70.0,0.35,0.58,70.6896551724138,116.0,50.72463768115942,69.0,0.345,15388.032828065496,53.88032828065496,-4.675058860093739,115.0,0.0,114.0,40.25707118916234
bull_trap,42,,0,random,,,7,v1,INTJ,200.0,0.0,0.0,0.5503593244665707,0.30723836381023384,0.30723836381023384,0.21639741449841757,0.44964067553342935,72.0,200.0,0.6,71.66666666666667,120.0,52.112676056338024,71.0,0.355,0.585,70.94017094017094,117.0,51.42857142857142,70.0,0.35,0.58,70.6896551724138,116.0,50.72463768115942,69.0,0.345,15388.032828065496,53.88032828065496,-4.675058860093739,115.0,0.0,114.0,40.25707118916234
bull_trap,42,,0,random,,,7,v1,ENTJ,200.0,0.0,0.0,0.5503593244665707,0.4113890767164891,0.4695513349017964,0.3808742005915299,0.44964067553342935,72.0,200.0,0.6,71.66666666666667,120.0,52.112676056338024,71.0,0.355,0.585,70.94017094017094,117.0,51.42857142857142,70.0,0.35,0.58,70.6896551724138,116.0,50.72463768115942,69.0,0.345,15388.032828065496,53.88032828065496,-4.675058860093739,115.0,0.0,114.0,40.25707118916234
bull_trap,42,,0,random,,,8,v1,ISFJ,200.0,0.0,0.0,0.5016473087416072,0.4983526912583928,0.3588300830773033,0.2660906643200964,0.4983526912583928,63.5,200.0,0.6,61.66666666666667,120.0,47.12643678160919,87.0,0.435,0.585,62.39316239316239,117.0,47.61904761904761,84.0,0.42,0.58,62.06896551724138,116.0,46.98795180722892,83.0,0.415,14323.998156920661,43.239981569206606,-11.339972117783281,135.0,0.0,135.0,42.15081516860938
bull_trap,42,,0,random,,,8,v1,INTJ,200.0,0.0,0.0,0.5016473087416072,0.2810052344482823,0.2810052344482823,0.18906971720410526,0.4983526912583928,63.5,200.0,0.6,61.66666666666667,120.0,47.12643678160919,87.0,0.435,0.585,62.39316239316239,117.0,47.61904761904761,84.0,0.42,0.58,62.06896551724138,116.0,46.98795180722892,83.0,0.415,14323.998156920661,43.239981569206606,-11.339972117783281,135.0,0.0,135.0,42.15081516860938
bull_trap,42,,0,random,,,8,v1,ENTJ,200.0,0.0,0.0,0.5016473087416072,0.3609045019502888,0.41979379998001287,0.33127590534594803,0.4983526912583928,63.5,200.0,0.6,61.66666666666667,120.0,47.12643678160919,87.0,0.435,0.585,62.39316239316239,117.0,47.61904761904761,84.0,0.42,0.58,62.06896551724138,116.0,46.98795180722892,83.0,0.415,14323.998156920661,43.239981569206606,-11.339972117783281,135.0,0.0,135.0,42.15081516860938
bull_trap,42,,0,random,,,9,v1,ISFJ,200.0,0.0,0.0,0.6993180974988146,0.3006819025011855,0.23468223452526163,0.14666324090025434,0.3006819025011855,70.5,200.0,0.6,76.66666666666667,120.0,62.16216216216216,74.0,0.37,0.585,76.06837606837607,117.0,60.56338028169014,71.0,0.355,0.58,75.86206896551724,116.0,60.56338028169014,71.0,0.355,13286.668916402667,32.86668916402667,-9.410103886466059,130.0,0.0,129.0,33.38411476723766
bull_trap,42,,0,random,,,9,v1,INTJ,200.0,0.0,0.0,0.6993180974988146,0.3163200992621891,0.3163200992621891,0.2217801434876322,0.3006819025011855,70.5,200.0,0.6,76.66666666666667,120.0,62.16216216216216,74.0,0.37,0.585,76.06837606837607,117.0,60.56338028169014,71.0,0.355,0.58,75.86206896551724,116.0,60.56338028169014,71.0,0.355,13286.668916402667,32.86668916402667,-9.410103886466059,130.0,0.0,129.0,33.38411476723766
bull_trap,42,,0,random,,,9,v1,ENTJ,200.0,0.0,0.0,0.6993180974988146,0.515887312845276,0.6031138391575643,0.5076027051720453,0.3006819025011855,70.5,200.0,0.6,76.66666666666667,120.0,62.16216216216216,74.0,0.37,0.585,76.06837606837607,117.0,60.56338028169014,71.0,0.355,0.58,75.86206896551724,116.0,60.56338028169014,71.0,0.355,13286.668916402667,32.86668916402667,-9.410103886466059,130.0,0.0,129.0,33.38411476723766
bull_trap,42,,0,constant_mix_v1,ISFJ,,-1,target,ISFJ,200.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,81.5,200.0,0.6,99.16666666666667,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,10000.0,0.0,0.0,0.0,1.0,0.0,0.0
bull_trap,42,,0,constant_mix_v2,ISFJ,,-1,target,ISFJ,200.0,0.0,0.0,0.8,0.19999999999999996,1.5543122344752193e-17,0.0,0.19999999999999996,99.5,200.0,0.6,100.0,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,11868.250258588574,18.68250258588574,-3.219301644358308,1.0,0.0,200.0,0.6305563158311742
bull_trap,42,,0,constant_mix_v1,INTJ,,-1,target,INTJ,200.0,0.0,0.0,0.5,1.6653345369377347e-18,1.6653345369377347e-18,0.0,0.5,99.5,200.0,0.6,100.0,120.0,100.0,1.0,0.005,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,15288.740182682683,52.88740182682683,-8.01201542068024,3.0,0.0,200.0,1.229406383712489
bull_trap,42,,0,constant_mix_v2,INTJ,,-1,target,INTJ,200.0,0.0,0.0,0.5,1.6653345369377347e-18,1.6653345369377347e-18,0.0,0.5,99.5,200.0,0.6,100.0,120.0,100.0,1.0,0.005,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,15288.740182682683,52.88740182682683,-8.01201542068024,3.0,0.0,200.0,1.229406383712489
bull_trap,42,,0,constant_mix_v1,ENTJ,,-1,target,ENTJ,200.0,0.0,0.0,0.2,7.91033905045424e-18,0.09999999999999998,2.7755575615628914e-19,0.8,99.5,200.0,0.6,100.0,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,19608.485870844765,96.08485870844765,-12.747125738068165,1.0,0.0,200.0,1.309781239208131
bull_trap,42,,0,constant_mix_v2,ENTJ,,-1,target,ENTJ,200.0,0.0,0.0,0.09999999999999998,0.10000000000000002,5.898059818321144e-18,0.0,0.9000000000000002,99.5,200.0,0.6,100.0,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,21283.51352156842,112.8351352156842,-14.310088629104733,1.0,0.0,200.0,1.1957638563391768
bull_trap,42,,0,momentum,,,-1,target,ISFJ,200.0,0.0,0.0,0.335,0.665,0.599,0.499,0.665,83.5,200.0,0.6,99.16666666666667,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,21913.1672370446,119.131672370446,-8.134272731796122,3.0,0.0,3.0,2.9066861883845827
bull_trap,42,,0,momentum,,,-1,target,INTJ,200.0,0.0,0.0,0.335,0.5,0.5,0.4,0.665,83.5,200.0,0.6,99.16666666666667,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,21913.1672370446,119.131672370446,-8.134272731796122,3.0,0.0,3.0,2.9066861883845827
bull_trap,42,,0,momentum,,,-1,target,ENTJ,200.0,0.0,0.0,0.335,0.401,0.36800000000000005,0.26799999999999996,0.665,83.5,200.0,0.6,99.16666666666667,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,21913.1672370446,119.131672370446,-8.134272731796122,3.0,0.0,3.0,2.9066861883845827
bull_trap,42,,0,mean_reversion,,,-1,target,ISFJ,200.0,0.0,0.0,0.675,0.325,0.395,0.295,0.325,96.5,200.0,0.6,100.0,120.0,100.0,1.0,0.005,0.585,100.0,117.0,100.0,1.0,0.005,0.58,100.0,116.0,100.0,1.0,0.005,11541.388174807198,15.413881748071981,-8.801108801108803,2.0,0.0,2.0,2.1541388174807197
bull_trap,42,,0,mean_reversion,,,-1,target,INTJ,200.0,0.0,0.0,0.675,0.5,0.5,0.4,0.325,96.5,200.0,0.6,100.0,120.0,100.0,1.0,0.005,0.585,100.0,117.0,100.0,1.0,0.005,0.58,100.0,116.0,100.0,1.0,0.005,11541.388174807198,15.413881748071981,-8.801108801108803,2.0,0.0,2.0,2.1541388174807197
bull_trap,42,,0,mean_reversion,,,-1,target,ENTJ,200.0,0.0,0.0,0.675,0.6050000000000001,0.6400000000000001,0.54,0.325,96.5,200.0,0.6,100.0,120.0,100.0,1.0,0.005,0.585,100.0,117.0,100.0,1.0,0.005,0.58,100.0,116.0,100.0,1.0,0.005,11541.388174807198,15.413881748071981,-8.801108801108803,2.0,0.0,2.0,2.1541388174807197
bull_trap,42,,0,v_oracle,,0.03,-1,target,ISFJ,200.0,0.0,0.0,0.9,0.1,0.25999999999999995,0.15999999999999998,0.1,86.5,200.0,0.6,100.0,120.0,100.0,2.0,0.01,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,11225.575336517584,12.255753365175842,-3.6383356339972472,2.0,0.0,2.0,2.1225575336517584
bull_trap,42,,0,v_oracle,,0.03,-1,target,INTJ,200.0,0.0,0.0,0.9,0.5,0.5,0.4,0.1,86.5,200.0,0.6,100.0,120.0,100.0,2.0,0.01,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,11225.575336517584,12.255753365175842,-3.6383356339972472,2.0,0.0,2.0,2.1225575336517584
bull_trap,42,,0,v_oracle,,0.03,-1,target,ENTJ,200.0,0.0,0.0,0.9,0.74,0.8200000000000002,0.72,0.1,86.5,200.0,0.6,100.0,120.0,100.0,2.0,0.01,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,11225.575336517584,12.255753365175842,-3.6383356339972472,2.0,0.0,2.0,2.1225575336517584
bull_trap,42,,0,mandate_conditional_oracle,ISFJ,0.03,-1,target,ISFJ,200.0,0.0,0.0,0.885719435287429,0.11428056471257113,0.10837044983900807,0.00837044983900808,0.11428056471257113,98.5,200.0,0.6,99.16666666666667,120.0,66.66666666666666,3.0,0.015,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,11075.053845621294,10.750538456212944,-1.5864462507991672,3.0,0.0,120.0,0.6553427106168019
bull_trap,42,,0,mandate_conditional_oracle,INTJ,0.03,-1,target,INTJ,200.0,0.0,0.0,0.6035512832272584,0.1265151842016265,0.1265151842016265,0.026515184201626497,0.3964487167727415,98.5,200.0,0.6,99.16666666666667,120.0,66.66666666666666,3.0,0.015,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,13943.421879702502,39.434218797025025,-6.345785003196635,3.0,0.0,120.0,1.2056029687173753
bull_trap,42,,0,mandate_conditional_oracle,ENTJ,0.03,-1,target,ENTJ,200.0,0.0,0.0,0.2209286187435791,0.06092861874357909,0.1409286187435791,0.04092861874357908,0.779071381256421,98.5,200.0,0.6,99.16666666666667,120.0,66.66666666666666,3.0,0.015,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,18802.81124142773,88.02811241427732,-12.69157000639327,3.0,0.0,120.0,1.4779920807979092
bull_trap,42,,0,v_oracle,,0.05,-1,target,ISFJ,200.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.09999999999999996,0.0,81.5,200.0,0.6,99.16666666666667,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,10000.0,0.0,0.0,0.0,1.0,0.0,0.0
bull_trap,42,,0,v_oracle,,0.05,-1,target,INTJ,200.0,0.0,0.0,1.0,0.5,0.5,0.4,0.0,81.5,200.0,0.6,99.16666666666667,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,10000.0,0.0,0.0,0.0,1.0,0.0,0.0
bull_trap,42,,0,v_oracle,,0.05,-1,target,ENTJ,200.0,0.0,0.0,1.0,0.8,0.9000000000000002,0.8,0.0,81.5,200.0,0.6,99.16666666666667,120.0,,0.0,0.0,0.585,100.0,117.0,,0.0,0.0,0.58,100.0,116.0,,0.0,0.0,10000.0,0.0,0.0,0.0,1.0,0.0,0.0
