cond,i,M,S,R,s_ma,rho,beta,shared,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap,t_e1b,e1a_p,e1a_coef,e1a_se,e1a_converged,e1a_ok,e1a_method,e1a_llf_gap,e1a_vc_model,e1a_vc_path,e1a_vc_persona_path,t_e1a,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e1_error
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,10,6,19,1,0.0,0.0,0.05,True,1.9139706058180677e-07,0.04092710613305885,0.007859254867103002,True,True,0.003469302240108286,0.0008626583872817721,2.708806455708874e-06,0.001612123904493435,1.5151629447937012,1.7338923913930848e-07,0.0409271061330612,0.007831716705389395,True,True,powell,1.4950623241311405,3.3243110179901123,3.4741334371037204e-08,0.040927106133047036,0.0074201238644727935,True,True,lbfgs,-0.0015007803433491063,2.183808692260494e-12,1.6664218019923497e-05,0.000968689634857083,4.553803205490112,0.04092710613305779,0.023854541050265975,0.0574394930238506,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,11,6,19,1,0.0,0.0,0.05,True,1.864894815030116e-10,0.04740685363022161,0.007439784508802018,True,True,0.002774049158746899,0.00180744952192815,2.0048593309770995e-05,0.0008544452670809692,1.0093679428100586,1.1030979023585497e-11,0.047406853630222526,0.00697943227161394,True,True,powell,1.5803612252889252,2.22721266746521,4.2899061747233186e-14,0.04740685363022733,0.0062774829884618575,True,True,powell,1.1397107704524387,2.0998114917737907e-07,6.76751872606403e-14,0.0006899780713196989,9.093552827835083,0.04740685363022312,0.035300690036809565,0.05891397390654784,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,12,6,19,1,0.0,0.0,0.05,True,1.3371727495407743e-16,0.05209554590481265,0.006299176474795409,True,True,0.002261736921955414,0.0013866433033180698,8.741577668373008e-11,0.0012196111199608184,1.2052667140960693,1.336813203470314e-16,0.052095545904813766,0.006299152055097177,True,True,powell,1.0145768101210706e-05,2.5162127017974854,8.264352203793289e-16,0.052095545904826075,0.006471317363121425,True,True,powell,0.4047567522279678,2.2385952060055517e-06,7.138754003104885e-05,0.0006533090882837999,4.638713836669922,0.052095545904817915,0.041893000818240884,0.06353278672438478,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,13,6,19,1,0.0,0.0,0.05,True,2.220050163499271e-09,0.044139504496065136,0.00738016510080074,True,True,0.0026782712638183164,0.001113671607626677,2.2438865281110957e-05,0.0011552280744978626,1.8437409400939941,1.0672601940153269e-10,0.044139504496069605,0.006835805799700798,True,True,powell,1.93607934729107,3.7080442905426025,1.639476693101275e-08,0.04413950449607217,0.007817435570693445,True,True,powell,7.724122616884642,3.338245624593436e-14,7.658134003356812e-05,0.0010293702280839408,6.408060073852539,0.04413950449606517,0.030542360504425867,0.05795699809167569,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,14,6,19,1,0.0,0.0,0.05,True,1.8552701801577763e-14,0.04792021724110179,0.006255673729355291,True,True,0.002230606521838233,0.0011176634950855423,1.8169803940743133e-11,0.0010107669443707432,1.0773565769195557,1.855275400641945e-14,0.04792021724110338,0.006255674024461665,True,True,powell,2.127933839801699e-06,2.6798861026763916,3.253338863209658e-11,0.04792021724109595,0.007222749545672375,True,True,powell,0.1809363314782786,3.9706238332255873e-14,2.6510312436548704e-05,0.0009039254192090976,7.288518905639648,0.04792021724110317,0.03532237627571338,0.06137331266746999,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,15,6,19,1,0.0,0.0,0.05,True,7.139053940370427e-16,0.053480524722932174,0.006628625220178416,False,True,0.00245161829015623,0.0011039342083657784,2.7834753415961536e-06,0.0008886396128991148,2.1117136478424072,2.8184571998749346e-16,0.05348052472292869,0.006537281178924658,True,True,powell,0.7045946471962452,4.885700941085815,1.3632767176802577e-12,0.053480524722925325,0.0075455060849323324,True,True,powell,2.904700756877446,5.0472801798404815e-14,3.325676482824902e-13,0.0010314282263815496,5.977140188217163,0.05348052472293161,0.04220319700742171,0.06552138606482513,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,16,6,19,1,0.0,0.0,0.05,True,1.6651200852037088e-21,0.06105359963722752,0.006410446658048106,True,True,0.002341597656543325,0.003497956442332977,3.9497143711386e-08,0.0014110752369095967,1.588113784790039,1.5794360991976665e-21,0.061053599637238484,0.0064067561802395,True,True,powell,0.015065909738495975,3.1854066848754883,3.942966043677937e-15,0.06105359963723657,0.007770868059811504,True,True,powell,2.067908995146581,2.708406342874926e-07,9.563532013865226e-14,0.0010917915189278225,6.358283996582031,0.06105359963723205,0.04912989046497171,0.07286247616814145,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,17,6,19,1,0.0,0.0,0.05,True,,,,,False,,,,,1.018571138381958,5.967932483642004e-12,0.04692562864362098,0.006820176245343681,True,True,powell,,2.2253785133361816,6.260955911863694e-14,0.046925628643610114,0.006254661313449984,True,True,lbfgs,-0.0008936590675148182,1.3266647699596599e-06,2.5677238511769432e-05,0.000657757870539423,4.456814289093018,0.04692562864361723,0.037573643424191804,0.05604503958418944,True,True,LinAlgError: Singular matrix
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,18,6,19,1,0.0,0.0,0.05,True,4.544317751097498e-14,0.05154239319134447,0.006831889264758217,True,True,0.0026594578203361246,0.0033918886115809044,5.266854953640076e-08,0.001067253711471214,1.8849294185638428,4.4905710969494664e-14,0.05154239319134272,0.006830485469921591,True,True,powell,0.0459865686093508,3.850449562072754,4.327551086247198e-13,0.05154239319133749,0.007114299147465737,True,True,lbfgs,-0.001374749538172182,1.8231426695033437e-06,1.7853177116671603e-05,0.0008806950859221253,3.5845425128936768,0.05154239319134574,0.036337596547586413,0.06612412637637287,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,19,6,19,1,0.0,0.0,0.05,True,2.939759049876467e-10,0.04925524552523396,0.007815907679804255,True,True,0.002395371531052086,0.0006948443308548421,5.719305273282083e-05,0.001975596390385299,1.746002197265625,3.269398878300481e-14,0.04925524552523458,0.00649190319944748,True,True,powell,3.208226879916765,2.640822649002075,5.079703792411558e-11,0.04925524552522689,0.007498612926738513,True,True,powell,0.834742859661219,1.7349357722067951e-06,5.872717414058404e-05,0.000948099851074464,5.257153749465942,0.04925524552523453,0.03509974587401167,0.06368159293496274,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,20,6,19,1,0.0,0.0,0.05,True,7.813924414541209e-11,0.04115191076684403,0.006327033629575247,True,True,0.002096361188674794,0.0015361105741339258,9.759264245393242e-06,0.001093091152788364,1.9223740100860596,1.0231820242714171e-11,0.041151910766846544,0.006048902239712608,True,True,powell,1.3232235593050063,2.957843780517578,4.560739114613106e-09,0.0411519107668396,0.007019569872927843,True,True,powell,1.3416824765254205,3.5880535513720685e-14,8.04952342900034e-06,0.0008691723323715634,6.002416133880615,0.0411519107668454,0.023833717167700524,0.057329915552484983,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,21,6,19,1,0.0,0.0,0.05,True,1.642652132971177e-09,0.0423848202619903,0.007029342497150721,True,True,0.0028163948616291997,0.0021074520409050997,3.65931994218859e-09,0.001786918557736071,1.1636650562286377,1.6391830278352664e-09,0.04238482026199035,0.007028944206297881,True,True,powell,0.000611277355801576,2.4305970668792725,2.292332120138806e-10,0.042384820261992806,0.006684926355681153,True,True,powell,0.0035303437809943716,3.9717980551665594e-14,7.141549184880268e-14,0.0007894084350898828,6.109333038330078,0.04238482026198757,0.02771329495196153,0.0564051618929153,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,22,6,19,1,0.0,0.0,0.05,True,1.998158972394622e-12,0.051828692904769824,0.007367668766939379,True,True,0.002802779341516089,0.0015631040217321292,1.5332926992945663e-05,0.0007583542072368921,1.6433439254760742,1.2579594384748684e-13,0.05182869290476872,0.006993925535419381,True,True,powell,1.4677702703224895,3.0136964321136475,2.94744064876509e-09,0.051828692904764544,0.008733457128679257,False,True,lbfgs,-0.03823454406892779,1.2941828661540894e-08,3.685429876035315e-05,0.0013604896153349164,5.907246351242065,0.051828692904769734,0.03887840511453914,0.06514202223801863,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,23,6,19,1,0.0,0.0,0.05,True,0.06123337546270506,0.04783211167175629,0.025553982783940114,True,True,0.0026254124594645096,5.04470600413787e-05,0.0018208385052353394,0.0021810182119930497,0.9816923141479492,2.457389577158138e-12,0.04783211167174128,0.0068275908439048546,True,True,powell,13.779020783973465,2.5048675537109375,1.7057168061032638e-09,0.04783211167172483,0.00794077491458356,True,True,powell,6.010047991202555,5.126155699182929e-14,1.4263041455969105e-05,0.0011291317849754397,4.43657922744751,0.04783211167174065,0.03521636129042546,0.05883822988846267,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,24,6,19,1,0.0,0.0,0.05,True,9.333794319327928e-14,0.04902515969518882,0.006580555491069457,False,True,0.00245047112713667,0.0007163240299424622,9.389671269924234e-07,0.0013529905445882247,1.8479609489440918,6.655633349608884e-14,0.04902515969519144,0.006541493246358982,True,True,powell,0.48798203968408416,3.568592071533203,3.005540625213311e-11,0.04902515969518515,0.007376309499434927,True,True,lbfgs,,4.593768997830146e-09,3.7499220949610213e-06,0.0009713762036165646,4.145789623260498,0.049025159695191854,0.03683230364665116,0.061539324936612134,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,25,6,19,1,0.0,0.0,0.05,True,2.404775316212477e-17,0.057408237094398566,0.006775946705238806,True,True,0.0026119008580103463,0.001037707573269113,2.7189504564360853e-07,0.0009399617264712032,1.471085548400879,2.1348147055069343e-17,0.057408237094399364,0.006764883527547231,True,True,powell,0.04182983817463537,2.9388275146484375,5.600443272447613e-15,0.05740823709438907,0.007348127006441539,True,True,lbfgs,-0.0005969621815893333,5.512579220162917e-06,5.110506238314791e-05,0.0008972829774841205,3.729188919067383,0.0574082370943977,0.045852499255522476,0.06892239527987747,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,26,6,19,1,0.0,0.0,0.05,True,1.621029390961666e-08,0.04478163567148416,0.007928429155081821,True,True,0.0028225898263396637,0.004858196961575122,4.002260732042107e-05,0.001293985494306447,2.441380023956299,1.7910835224423502e-10,0.04478163567148495,0.007020977233775247,True,True,powell,2.4827379295738865,3.002932548522949,1.837382460260203e-09,0.04478163567148245,0.007449244716665425,True,True,lbfgs,-7.280650152097223e-06,1.6943440460780036e-06,0.0001046349326507387,0.0008857787575627669,4.130195379257202,0.04478163567148477,0.03008146182590585,0.059236097270391024,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,27,6,19,1,0.0,0.0,0.05,True,4.355671646434615e-15,0.058147368271757836,0.007412742813864446,True,True,0.003120733606339485,0.0047568972979359705,5.971308977294458e-07,0.0014868203979928555,1.3019704818725586,3.724196825324443e-15,0.0581473682717586,0.007394235617662788,True,True,powell,0.11962014761911632,2.0813465118408203,7.602367579590603e-16,0.058147368271742175,0.007213924699881252,True,True,powell,2.9466631385198525,4.043600627232032e-14,5.467823292639118e-05,0.0008750931428700595,8.167200326919556,0.05814736827175718,0.04262327115681142,0.07302018924725392,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,28,6,19,1,0.0,0.0,0.05,True,3.1102818249898524e-14,0.053264445503314516,0.00701434434141573,True,True,0.0020188244664223246,0.0013212540704611788,4.1349160334469856e-05,0.0009196441143693062,1.4162344932556152,2.8673776967749163e-19,0.05326444550331636,0.0059356220689740094,True,True,powell,3.081045922208432,3.0079128742218018,3.758143941409649e-15,0.05326444550332094,0.006774283719367923,True,True,powell,2.654738409546553e-06,2.6992228250135216e-06,7.490531729709505e-14,0.0008031663536770713,4.147159099578857,0.05326444550331434,0.040020440005801745,0.06737890915375915,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,29,6,19,1,0.0,0.0,0.05,True,7.521074774079127e-14,0.05276628345754958,0.007055788690997562,True,True,0.002833712133549495,0.003085886859912359,2.097182849999025e-07,0.0011996908445506369,2.1161727905273438,7.139606534988633e-14,0.05276628345754723,0.007049342228127665,True,True,powell,0.09348552366873264,4.1363372802734375,1.203114182754794e-15,0.052766283457543736,0.0065923797418633205,True,True,powell,0.05978539205693778,1.9030988606182402e-06,3.8002587331523765e-14,0.0007621391755255869,8.059207201004028,0.05276628345755187,0.03822095725841975,0.06827316849613385,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,30,6,19,1,0.0,0.0,0.05,True,3.835126725766705e-09,0.04346095776732495,0.007377327565849107,True,True,0.003102222601457992,0.002282234951628479,1.2280556261147199e-11,0.0010619329520368181,1.0986971855163574,3.835159019514919e-09,0.043460957767323775,0.007377329308122513,True,True,powell,1.060299837263301e-06,2.8595926761627197,6.255165501651746e-10,0.043460957767315934,0.007028124281086347,True,True,powell,2.950063290781145,1.3775071156336003e-11,0.00027776910333560383,0.0006079070999284369,7.516530513763428,0.0434609577673272,0.028064903232439892,0.05907634920432413,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,31,6,19,1,0.0,0.0,0.05,True,5.526879635769966e-06,0.05574353823917921,0.012268246936994616,False,True,0.002439347244447303,0.0005401078705488889,0.0003231429516450714,0.000986772454890571,2.728081703186035,1.2969595735641424e-17,0.05574353823917752,0.006524319033002613,True,True,powell,7.2595463941515845,4.712418794631958,1.802117159149387e-17,0.055743538239182856,0.0065535240770135525,True,True,powell,0.8798627589987973,4.908363106233538e-14,2.514771738377967e-11,0.0007610796817010811,6.642394065856934,0.05574353823918064,0.04174073769312491,0.06952065517071156,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,32,6,19,1,0.0,0.0,0.05,True,4.0712296029300076e-18,0.05731550635446038,0.00660561756990336,True,True,0.002449315188651591,0.004959735584852435,1.9912247209528816e-06,0.0012574538756963234,1.6702821254730225,1.876666792782737e-18,0.05731550635446329,0.0065395332347712555,True,True,powell,0.4290627061568557,2.4280991554260254,7.847001448994272e-16,0.05731550635444956,0.007114139290706396,True,True,lbfgs,-0.0013097933006065432,1.0239371678865558e-06,1.882827815765894e-05,0.0008765585380933827,4.438915729522705,0.057315506354463565,0.04374229798455523,0.07108290261035784,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,33,6,19,1,0.0,0.0,0.05,True,7.5021575924171e-17,0.057173389071902364,0.006856274419694869,True,True,0.002679355936571314,0.0015512268811884152,6.763250728024979e-09,0.0009580850209657047,1.4322545528411865,7.49448324374858e-17,0.05717338907190618,0.006856174899920603,True,True,powell,0.0006883246560391854,3.224639654159546,2.7539510677643153e-15,0.05717338907190937,0.007235692831287744,True,True,lbfgs,-1.6114759318952565e-05,1.1874885053650868e-06,0.0001926833612543397,0.0007391272297666953,4.098373651504517,0.05717338907190639,0.04185571772249852,0.07252558239452442,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,34,6,19,1,0.0,0.0,0.05,True,2.296844264026692e-17,0.04967025396613803,0.005858928658592591,True,True,0.0019517256879327865,0.003102961809610779,2.5873045139719004e-07,0.0014716475424205644,1.322516679763794,2.118074915646566e-17,0.04967025396614253,0.005852422322942129,True,True,powell,0.07912745755083961,2.505922555923462,4.4685605248260293e-10,0.04967025396614211,0.007964169734827827,True,True,powell,2.0813651308626504,2.8891769444840115e-08,0.00014208000978180245,0.0010095539118719283,5.710625410079956,0.049670253966138146,0.03805924971001702,0.060191787210646934,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,35,6,19,1,0.0,0.0,0.05,True,8.932878559732706e-11,0.04538019149644688,0.006998807688681483,True,True,0.0027881924391167236,0.0029499719977401557,2.029567096198272e-07,0.001033071152276998,1.6377935409545898,8.767051471870875e-11,0.04538019149644624,0.006995759732287364,True,True,powell,0.03256291226080066,2.7335894107818604,4.263422249800734e-13,0.045380191496443,0.006261993349385895,True,True,powell,1.190134777680214,4.977661228132397e-12,0.00011608972381448073,0.0005753104200655566,6.252994537353516,0.045380191496446405,0.030504653535417193,0.06099536639987309,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,36,6,19,1,0.0,0.0,0.05,True,5.719829387568196e-12,0.0402729530403616,0.005848136740974356,False,True,0.0019425073627718566,0.0011268501095384052,3.6488040381703867e-07,0.0015936560083970725,2.0696661472320557,5.6468982635061985e-12,0.040272953040360875,0.005846586320179986,True,True,powell,0.43908794102480897,2.919785737991333,3.375715964192495e-10,0.04027295304036032,0.006412420380001648,True,True,powell,0.2955619959670912,7.607559184992645e-07,5.892896560884051e-05,0.0006612959141034496,4.236337900161743,0.04027295304035966,0.02453030823090371,0.05622798399204644,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,37,6,19,1,0.0,0.0,0.05,True,4.10124627766944e-08,0.04182282561542447,0.007622950119273177,False,True,0.002315461737449253,0.002082210514084782,5.246169832862113e-05,0.0007202548010640341,2.811248302459717,4.189934417870477e-11,0.041822825615421236,0.006339480578896193,True,True,powell,4.054951464714122,4.060727834701538,2.4030993776778727e-08,0.04182282561541738,0.00749492728377352,True,True,powell,3.144082854998942,1.7600277738222358e-06,2.1555200285318674e-05,0.0009849465014691598,5.482080936431885,0.041822825615424865,0.028244121080749304,0.054886363270473505,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,38,6,19,1,0.0,0.0,0.05,True,0.008097874183924237,0.05221881713599886,0.019720383670523423,False,True,0.003032728695753998,0.00021136323853438967,0.001007063296561122,0.0006224863708911847,2.878086805343628,7.701111935335906e-13,0.052218817135985376,0.007286645786519606,True,True,powell,10.178988611219665,4.352339506149292,1.5559761378309084e-13,0.05221881713598978,0.007073531959654819,True,True,powell,5.116077806153498,3.7683153945221805e-14,2.726559097157694e-05,0.0008661363079224764,9.357255458831787,0.05221881713598563,0.04197865327745452,0.06192720982339431,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,39,6,19,1,0.0,0.0,0.05,True,4.548600581733872e-14,0.047705558974795975,0.006323423887044573,True,True,0.0022791843048353493,0.00252088909018591,2.9017243102671344e-13,0.0010515003452942486,0.9583652019500732,4.5476771304492e-14,0.047705558974792193,0.006323401706319551,True,True,powell,5.0807366278604604e-06,2.4752464294433594,7.306710337972123e-14,0.04770555897479935,0.006375840335883803,True,True,powell,0.22070571651238424,3.429805487414638e-14,1.1976038592256034e-13,0.000715306048036928,6.738940000534058,0.04770555897479138,0.03295090590445163,0.06158767716070502,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,40,6,19,1,0.0,0.0,0.05,True,4.6822703354438325e-19,0.06512446232732563,0.007301324847995358,True,True,0.0028102236480315058,0.000994592555800514,1.2021525816742578e-05,0.0010065522174637531,0.985417366027832,9.47766598767055e-21,0.06512446232733718,0.006971352518508341,True,True,powell,2.829620005774359,2.4852371215820312,1.2873890373117756e-25,0.06512446232733442,0.006224699323393888,True,True,powell,0.8904537862497364,3.2543139829497506e-14,3.649756253736402e-14,0.0006830149648973012,7.3861939907073975,0.06512446232733002,0.053353899033914826,0.07713889450768023,True,False,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,41,6,19,1,0.0,0.0,0.05,True,4.3299805348096e-06,0.04648586304857207,0.010116882589120546,False,True,0.0025110684696517823,0.0011166949059702035,0.00017489244156342236,0.0016463534969757014,1.5378568172454834,2.8659924358626212e-12,0.0464858630485663,0.006655914760487548,True,True,powell,5.892201453186772,3.3636398315429688,3.3761652131123707e-13,0.04648586304856475,0.006386759244728443,True,True,powell,1.7410590088506979,3.3733554499135635e-14,3.566774631971916e-14,0.0007189741131195012,10.182178497314453,0.04648586304857106,0.031048579587366988,0.060518161059879665,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,42,6,19,1,0.0,0.0,0.05,True,1.5924159896202082e-14,0.05048851257180684,0.0065741304926414555,True,True,0.0024634902823511256,0.00041214510071550163,1.9192119815878006e-10,0.0016839050965374634,0.6701524257659912,1.5922517678677536e-14,0.050488512571814734,0.006574119182953996,True,True,powell,2.183799551858101e-05,2.3806893825531006,1.7062418050978162e-11,0.05048851257181751,0.007502924174491039,True,True,powell,3.26599006037668,4.364501310294138e-14,2.651297832000759e-13,0.0010151634818852822,7.070098400115967,0.05048851257181074,0.03952335072758968,0.06126953998834058,True,True,
