cond,i,M,S,R,s_ma,rho,beta,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap
M3_S10_R1_sma0.03_rho0.0_beta0.0,26,3,10,1,0.03,0.0,0.0,0.09231982115329666,0.01500311242763865,0.008912992919072932,True,True,0.0007735829922939242,0.001303383821061646,4.1803864933772946e-05,2.222922512476757e-05,0.09231982115329666,0.01500311242763865,0.008912992919072932,True,True,lbfgs,-1.6164288581421715e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,27,3,10,1,0.03,0.0,0.0,0.0005813498331712219,0.03874826682398092,0.011263475843817495,True,True,0.0008617222900651803,0.0014676467419305066,0.00010412660311987328,6.530074834577674e-06,0.0005813498331712219,0.03874826682398092,0.011263475843817495,True,True,lbfgs,-2.5469622642049217e-06
M3_S10_R1_sma0.03_rho0.0_beta0.0,28,3,10,1,0.03,0.0,0.0,0.22141556804120588,0.010843001815825003,0.008867553241380808,True,True,0.001022252179697718,0.00038117773154363373,1.5725032763311164e-05,5.689993844592841e-06,0.2291988535951215,0.010843001815824432,0.009017610702620905,True,True,powell,0.5056488837153665
M3_S10_R1_sma0.03_rho0.0_beta0.0,29,3,10,1,0.03,0.0,0.0,0.8380554853700092,-0.004525537025656582,0.022142609990031516,True,True,0.0008616685576724441,0.0008494516398082883,0.0006492759099887787,2.2674885988275405e-07,0.8368950227470688,-0.004525537025657024,0.0219828491039063,True,True,powell,0.021021204082558143
M3_S10_R1_sma0.03_rho0.0_beta0.0,30,3,10,1,0.03,0.0,0.0,0.15432876001884951,0.026937609478542818,0.01891145867509732,False,True,0.0008744130588485111,0.0005890947755410143,0.00044902359794502964,6.824078031754356e-06,0.030944837931145438,0.026937609478543754,0.01248393858738924,True,True,powell,2.3684889218631042
M3_S10_R1_sma0.03_rho0.0_beta0.0,31,3,10,1,0.03,0.0,0.0,0.4914291853029472,0.010273490897813943,0.014931586340911998,False,True,0.0010021983551400716,0.0007427183202656069,0.00023420857047015773,1.0602103546778746e-05,0.39950020976632483,0.010273490897813665,0.012193849345150743,True,True,powell,0.4632752931554478
M3_S10_R1_sma0.03_rho0.0_beta0.0,32,3,10,1,0.03,0.0,0.0,0.00015894697479097418,0.041985062155773564,0.011116989190747007,True,True,0.0008861302034497465,0.006748740449568868,9.676815265580073e-05,1.9390630847795547e-05,0.00015962263066422622,0.041985062155773814,0.011120101778751744,True,True,powell,1.21788730211847e-07
M3_S10_R1_sma0.03_rho0.0_beta0.0,33,3,10,1,0.03,0.0,0.0,0.5991252089231927,0.011580635814085683,0.022030703381394266,True,True,0.0008470432584408133,0.002955133060973245,0.0006433235113743442,1.603742066677052e-05,0.5991252089231927,0.011580635814085683,0.022030703381394266,True,True,lbfgs,-1.0933548992397846e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,34,3,10,1,0.03,0.0,0.0,0.6993853210313895,0.00770008062760961,0.019940628294229663,True,True,0.0009135828908961644,0.0012307875110831464,0.0005050846960633285,8.508049053627023e-06,0.6993853210313895,0.00770008062760961,0.019940628294229663,True,True,lbfgs,-9.337851633972605e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,35,3,10,1,0.03,0.0,0.0,0.48696982693518975,0.00994094923675973,0.014300717496054256,True,True,0.000966776334790645,0.0008878336524135763,0.00021008814787385995,1.0146661160522915e-05,0.43394158011397976,0.009940949236758236,0.012704663189390283,True,True,powell,0.4158306120755242
M3_S10_R1_sma0.03_rho0.0_beta0.0,36,3,10,1,0.03,0.0,0.0,0.7643352508644516,0.00674910436107677,0.022512567468629615,True,True,0.0008167175801055527,0.0009683134238735836,0.0006785517830338221,3.966196644625628e-07,0.6645818914948382,0.006749104361075729,0.015565423724770178,True,True,powell,0.4329825138072465
M3_S10_R1_sma0.03_rho0.0_beta0.0,37,3,10,1,0.03,0.0,0.0,0.3817609329207189,0.011141130780001217,0.012737723961553512,True,True,0.0008119823287727039,0.0017800812570706065,0.00016217618470383178,1.6503124379928826e-05,0.17941507283527136,0.011141130780002116,0.00829843411975387,True,True,powell,1.5390558820010938
M3_S10_R1_sma0.03_rho0.0_beta0.0,38,3,10,1,0.03,0.0,0.0,0.6232727789949839,0.01143564289593136,0.023280213013050704,True,True,0.0008602511126380268,0.000939377000060712,0.0007269273656358004,1.4848079863732869e-07,0.5515712451657266,0.011435642895932562,0.019206420279654534,True,True,powell,0.12512954732051185
M3_S10_R1_sma0.03_rho0.0_beta0.0,39,3,10,1,0.03,0.0,0.0,0.0381922978157216,-0.02454180954868835,0.011840017251131051,True,True,0.0008393805705829312,0.010745466775706133,0.00012634095570232746,8.282242589314047e-06,0.027485722497649093,-0.02454180954868921,0.011132346768586866,True,True,powell,0.2249933223889684
M3_S10_R1_sma0.03_rho0.0_beta0.0,40,3,10,1,0.03,0.0,0.0,0.5257216566214045,-0.016262863495579302,0.025628952941700096,True,True,0.0008754819747209078,0.0014842093059516926,0.0008977166458597254,2.9722456917196146e-06,0.37850488086469813,-0.016262863495577925,0.018466793190225542,True,True,powell,0.6931123069794012
M3_S10_R1_sma0.03_rho0.0_beta0.0,41,3,10,1,0.03,0.0,0.0,0.5705212130810168,0.018176036675594455,0.0320404508763656,True,True,0.0009156908850376846,0.003379321126917227,0.0014483166500372884,1.072733293292537e-05,0.47645115987403,0.018176036675593796,0.025527353037808197,True,True,powell,0.48064645348574686
M3_S10_R1_sma0.03_rho0.0_beta0.0,42,3,10,1,0.03,0.0,0.0,0.6201041294529764,0.00424451912995829,0.008562629362148114,True,True,0.0008996592885537183,0.000386263726335514,2.001200353491103e-05,4.142316785264213e-06,0.6258049339855933,0.004244519129957887,0.008704208161825199,True,True,powell,0.3594823316856264
M3_S10_R1_sma0.03_rho0.0_beta0.0,43,3,10,1,0.03,0.0,0.0,0.5359149438547409,0.005117265060845772,0.00826695848731958,True,True,0.0010228500698890224,0.001073744020462473,2.2889695769543882e-07,5.709926726454801e-06,0.5354467561842662,0.005117265060844913,0.008257475753164992,True,True,powell,0.002114060808253271
M3_S10_R1_sma0.03_rho0.0_beta0.0,44,3,10,1,0.03,0.0,0.0,0.1535096390290196,0.0194635389189121,0.013637150975601729,True,True,0.0008186807345043235,0.0008272894056818226,0.0001970897566465955,6.428169005243256e-06,0.1535096390290196,0.0194635389189121,0.013637150975601729,True,True,lbfgs,-0.00011925627472919587
M3_S10_R1_sma0.03_rho0.0_beta0.0,45,3,10,1,0.03,0.0,0.0,0.05310402239569238,-0.033418205584608444,0.01727865867500124,True,True,0.0009017558113395082,0.0014205651522739417,0.00035765248727685176,3.855875595639775e-05,0.05310402239569238,-0.033418205584608444,0.01727865867500124,True,True,lbfgs,-3.6486678823166585e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,46,3,10,1,0.03,0.0,0.0,0.7656285975900654,-0.008793013158682295,0.02949708496025319,True,True,0.0009275559171494945,0.0030133515517142394,0.0012123614400136996,6.1012842642204065e-06,0.7201543905806589,-0.008793013158682922,0.024544180735455126,True,True,powell,0.33844794369974807
M3_S10_R1_sma0.03_rho0.0_beta0.0,47,3,10,1,0.03,0.0,0.0,0.05038806525869208,-0.020738526147238492,0.01059897021658874,True,True,0.0008750739741955385,0.000498470778275518,8.099985705864752e-05,5.960157094600272e-06,0.041315929972298986,-0.02073852614723816,0.010164222948153731,True,True,powell,0.08304513467294328
M3_S10_R1_sma0.03_rho0.0_beta0.0,48,3,10,1,0.03,0.0,0.0,0.1566772553063794,0.010434937469383563,0.007367559718251191,True,True,0.0007996634446696537,0.0005727157968884912,1.4550598360326862e-06,1.9582455888782074e-05,0.15568237311440003,0.010434937469383369,0.007349875221761565,True,True,powell,0.7780444647556806
M3_S10_R1_sma0.03_rho0.0_beta0.0,49,3,10,1,0.03,0.0,0.0,0.20351646542386703,-0.035980187147451284,0.028295282919292723,True,True,0.0008801310789947588,0.004846640459898635,0.0011129214453248265,1.2924818391546878e-05,4.544103039090016e-06,-0.03598018714744829,0.007847702808919022,True,True,powell,3.863021386166679
M3_S10_R1_sma0.03_rho0.0_beta0.0,50,3,10,1,0.03,0.0,0.0,0.3659777906924374,0.02704499131152913,0.029915926697159978,False,True,0.0007743532661481198,0.0014472121937524347,0.0012650086786097304,1.319524052885815e-06,0.38031189985746816,0.027044991311526382,0.03082676475522303,True,True,powell,0.5655237016042065
M3_S10_R1_sma0.03_rho0.0_beta0.0,51,3,10,1,0.03,0.0,0.0,0.2142063938728973,0.034526506711770745,0.02779728963322394,True,True,0.0009728472971634641,0.0035429409953085873,0.0010617492367136659,8.74489889961418e-06,0.08318299270014916,0.03452650671176866,0.019928617153373546,True,True,powell,0.7279097836640176
M3_S10_R1_sma0.03_rho0.0_beta0.0,52,3,10,1,0.03,0.0,0.0,0.460187193471427,0.014052920492775779,0.01902800972894144,True,True,0.0008651275931668715,0.00039429951066862476,0.0004565849720503926,1.670464622453686e-06,0.4891673507474883,0.014052920492776384,0.020318441882590552,True,True,powell,0.021931857095637497
M3_S10_R1_sma0.03_rho0.0_beta0.0,53,3,10,1,0.03,0.0,0.0,0.73302751730622,0.011057599896080102,0.032417373609552935,True,True,0.0009091239084033946,0.003117766355589351,0.0014854167767716982,4.508133863609054e-06,0.5576506743780112,0.011057599896080468,0.01885885572241984,True,True,powell,1.8178506313926164
M3_S10_R1_sma0.03_rho0.0_beta0.0,54,3,10,1,0.03,0.0,0.0,0.24268798407394399,0.01581173723259998,0.013534033523729195,True,True,0.0010457774771773466,0.0004244847141172285,0.0001701773474144041,1.2803066650651895e-05,0.24268798407394399,0.01581173723259998,0.013534033523729195,True,True,lbfgs,-4.288357331461157e-06
M3_S10_R1_sma0.03_rho0.0_beta0.0,55,3,10,1,0.03,0.0,0.0,0.9727659991083604,0.0006187948072704047,0.018125538568314965,True,True,0.0007838819067919378,0.001398527028486755,0.000414414531908032,1.2069186624169517e-05,0.9727659991083604,0.0006187948072704047,0.018125538568314965,True,True,lbfgs,-3.741020509551163e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,56,3,10,1,0.03,0.0,0.0,0.21299093626389365,-0.015037279604603203,0.01207442010744199,True,True,0.0009069795268569352,0.00043278652557810003,0.00012798947871080037,5.750585424827824e-06,0.21209428131828956,-0.015037279604602839,0.012050769125439434,True,True,powell,0.2591753948257747
M3_S10_R1_sma0.03_rho0.0_beta0.0,57,3,10,1,0.03,0.0,0.0,0.012594455479078384,-0.030165635153413677,0.012090263254101188,True,True,0.0008945492257627965,0.00040149213425739615,0.00012980677575392434,2.600592879684942e-06,0.02684332607116013,-0.030165635153413885,0.013626249332982033,True,True,powell,0.3892349109122506
M3_S10_R1_sma0.03_rho0.0_beta0.0,58,3,10,1,0.03,0.0,0.0,0.9050548106888567,0.0016537683386526252,0.013864778554726832,True,True,0.0007782899692478924,0.0019005714296040403,0.00021051912963263074,1.7744826756158246e-05,0.9050548106888567,0.0016537683386526252,0.013864778554726832,True,True,lbfgs,-4.878352456216817e-06
M3_S10_R1_sma0.03_rho0.0_beta0.0,59,3,10,1,0.03,0.0,0.0,0.5774285369111154,0.0063848577165397605,0.01145996215706881,True,True,0.0009952898554630295,0.0021436043716645124,9.746711341586853e-05,5.460993649940736e-06,0.5774285369111154,0.0063848577165397605,0.01145996215706881,True,True,lbfgs,-3.818528284682543e-07
M3_S10_R1_sma0.03_rho0.0_beta0.0,60,3,10,1,0.03,0.0,0.0,0.9395367278061976,-0.0022381801075598523,0.029507142229544998,True,True,0.0008705910792088986,0.002150711235703126,0.0012189480559110651,1.0749797989525261e-05,0.9206707644298839,-0.002238180107553796,0.02247420893836026,True,True,powell,1.0252129562649088
M3_S10_R1_sma0.03_rho0.0_beta0.0,61,3,10,1,0.03,0.0,0.0,0.21358274232325614,0.019983209904216623,0.01606659206661469,True,True,0.0009832706685336337,0.0016015038279053979,0.00028887600409914304,3.4168650936352334e-06,0.21358274232325614,0.019983209904216623,0.01606659206661469,True,True,lbfgs,-1.3275989090288931e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,62,3,10,1,0.03,0.0,0.0,0.34160552054905213,0.010186046249646483,0.010710904733889286,True,True,0.0008559773171677399,0.002491081938404938,8.648748861090415e-05,1.2237519599479706e-05,0.34160552054905213,0.010186046249646483,0.010710904733889286,True,True,lbfgs,-3.827155410363048e-06
M3_S10_R1_sma0.03_rho0.0_beta0.0,63,3,10,1,0.03,0.0,0.0,0.03319422280769426,0.02207915311371182,0.010367132115362165,True,True,0.0009012752312790347,0.004312108498388617,7.108861931815911e-05,3.131534812510651e-06,0.03317724657674068,0.02207915311371212,0.010366131628730613,True,True,powell,1.8397656731394818e-07
M3_S10_R1_sma0.03_rho0.0_beta0.0,64,3,10,1,0.03,0.0,0.0,0.6393264195009394,-0.01298819264497392,0.027714601585280156,True,True,0.0009286328195935949,0.0011344091521079348,0.0010592854295868146,2.4302064909784177e-07,0.6324555112350126,-0.01298819264497371,0.027156409401910858,True,True,powell,0.04940646350053157
M3_S10_R1_sma0.03_rho0.0_beta0.0,65,3,10,1,0.03,0.0,0.0,0.5588561560963459,-0.013342224122096132,0.022825116137098006,True,True,0.0008697036811394407,0.0015089846921444259,0.000694508521894099,3.4037795592544733e-06,0.2977835924006458,-0.013342224122096359,0.012814298674710244,True,True,powell,1.0513798351527157
M3_S10_R1_sma0.03_rho0.0_beta0.0,66,3,10,1,0.03,0.0,0.0,0.5929623623224858,0.012121817016259603,0.02267675524222782,True,True,0.0008235229315896876,0.0010645986414087251,0.000689000549314967,1.0087730876246132e-06,0.45000676566726916,0.012121817016260292,0.0160468055186199,True,True,powell,0.49033176386092236
M3_S10_R1_sma0.03_rho0.0_beta0.0,67,3,10,1,0.03,0.0,0.0,0.3834145773037725,-0.02322980970012733,0.026651240309572475,True,True,0.0008131957338524489,0.0004987121407401216,0.0009841133416725024,4.99742698804094e-07,0.39318510891418323,-0.02322980970012283,0.027205788530613187,True,True,powell,0.020430739890457517
M3_S10_R1_sma0.03_rho0.0_beta0.0,68,3,10,1,0.03,0.0,0.0,0.017307230587694435,0.019970109023073532,0.008390396296221004,True,True,0.0009280043631379245,0.0016577481481941892,1.2797688697667066e-05,7.747935840247861e-06,0.017307230587694435,0.019970109023073532,0.008390396296221004,True,True,lbfgs,-2.149442480003927e-06
M3_S10_R1_sma0.03_rho0.0_beta0.0,69,3,10,1,0.03,0.0,0.0,0.11735321721769965,-0.0138740209575292,0.008859639233797676,True,True,0.0008313330386577749,0.0003217292931450782,3.460650716379313e-05,1.2129358888936929e-05,0.11735321721769965,-0.0138740209575292,0.008859639233797676,True,True,lbfgs,-0.0004080351338870969
M3_S10_R1_sma0.03_rho0.0_beta0.0,70,3,10,1,0.03,0.0,0.0,0.4411819728692685,0.007694738101417318,0.009990586917037605,False,True,0.0008563407322218433,0.0005899247042589519,6.408366719813767e-05,1.2772252465818441e-05,0.4806901604592828,0.007694738101416776,0.010911535585197796,True,True,powell,0.4492958016543298
M3_S10_R1_sma0.03_rho0.0_beta0.0,71,3,10,1,0.03,0.0,0.0,0.9186573202682778,-0.0020845828846128805,0.020412037721319456,True,True,0.0009639489722703204,0.00028526673838069253,0.0005285820286777933,3.997611136660973e-06,0.9251270931977543,-0.0020845828846123866,0.02218174189318489,True,True,powell,0.4192989040766406
M3_S10_R1_sma0.03_rho0.0_beta0.0,72,3,10,1,0.03,0.0,0.0,0.4823177910156604,-0.015559631292360892,0.022146432527679345,True,True,0.0009303172684319501,0.0029461250897751677,0.0006426649837113858,1.9945209275076922e-05,0.4823177910156604,-0.015559631292360892,0.022146432527679345,True,True,lbfgs,-1.2912054330627143e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,73,3,10,1,0.03,0.0,0.0,0.9837686958127385,0.00022817065250734143,0.011215444003576786,True,True,0.0009632542094478948,0.0015527875403044517,9.235385535126235e-05,5.756026992510846e-06,0.9837686958127385,0.00022817065250734143,0.011215444003576786,True,True,lbfgs,-3.835619736491935e-06
M3_S10_R1_sma0.03_rho0.0_beta0.0,74,3,10,1,0.03,0.0,0.0,0.8499740067996963,-0.004169309124998811,0.02204215721544551,True,True,0.0009521487258769045,0.0011100412448593277,0.0006335701694779059,1.626837171391667e-06,0.7214696826673554,-0.004169309124997989,0.01169527144710154,True,True,powell,1.029497905101607
M3_S10_R1_sma0.03_rho0.0_beta0.0,75,3,10,1,0.03,0.0,0.0,0.06515085926796509,-0.024051140734489187,0.01304135111062166,True,True,0.000892527309903528,0.002385751724972317,0.0001658625271954162,1.9370551639015905e-06,0.06515085926796509,-0.024051140734489187,0.01304135111062166,True,True,lbfgs,-4.041301849611045e-06
M3_S10_R1_sma0.03_rho0.0_beta0.0,76,3,10,1,0.03,0.0,0.0,0.7536908168975789,0.009016563469954697,0.028735626597835878,True,True,0.0007953471940333275,1.079254847582369e-06,0.0011590696345518932,3.519316519917188e-06,0.7511865462200193,0.00901656346995545,0.028436672495475036,True,True,powell,0.001955805211423467
M3_S10_R1_sma0.03_rho0.0_beta0.0,77,3,10,1,0.03,0.0,0.0,0.6018197016315534,0.011521623061474705,0.022081149323424882,True,True,0.0007961530238194271,0.002635994902119729,0.0006517504307831773,4.0202697191300235e-05,0.6018197016315534,0.011521623061474705,0.022081149323424882,True,True,lbfgs,-1.3075152764940867e-05
M3_S10_R1_sma0.03_rho0.0_beta0.0,78,3,10,1,0.03,0.0,0.0,0.520822407082635,-0.016594086990992286,0.02584433934675836,True,True,0.0009092417870032607,0.00047681171435575895,0.0009109706357052087,4.86176401290525e-07,0.5399276047630969,-0.016594086990985225,0.027073712900440743,True,True,powell,0.018846629649488023
M3_S10_R1_sma0.03_rho0.0_beta0.0,79,3,10,1,0.03,0.0,0.0,0.18790242104495458,0.01911001727753744,0.014512360667118704,True,True,0.0008191341098030971,0.0006617908094770821,0.00023399950721848705,7.092116827066882e-06,0.08338811922383169,0.019110017277537653,0.011037595245433875,True,True,powell,0.5104921355260785
M3_S10_R1_sma0.03_rho0.0_beta0.0,80,3,10,1,0.03,0.0,0.0,0.9331491111900879,-0.0024007661670314893,0.028620265807565236,True,True,0.000884827158011653,0.001386492695763076,0.00114019670654227,1.5183155004559348e-06,0.9289255212470962,-0.002400766167029689,0.026915389337647113,True,True,powell,0.2521520987004351
M3_S10_R1_sma0.03_rho0.0_beta0.0,81,3,10,1,0.03,0.0,0.0,0.023214673434911938,0.01687660442659489,0.007435010207577324,True,True,0.0007386221303623064,0.006585860438733709,9.056852143937757e-06,6.17429476948548e-05,0.01679583661418746,0.016876604426595002,0.007057954184777767,True,True,powell,0.7028830407801934
M3_S10_R1_sma0.03_rho0.0_beta0.0,82,3,10,1,0.03,0.0,0.0,0.9085264452942486,-0.0009252606969101121,0.00805292974670371,False,True,0.0008688547110334674,0.0005901337148853079,1.0389045154671838e-05,1.2187416751878193e-06,0.9079336359021841,-0.0009252606969101031,0.008000847923760577,True,True,powell,0.5102872345225933
