scenario,persona,policy,mcr,v2_floor,v2_ceiling,v2_norm,v2_degenerate,v21_floor,v21_ceiling,v21_norm,v21_degenerate
bull_trap,ISFJ,always_hold,0.1372952069995859,0.8770201025973823,0.10087525375603479,0.953075829469306,False,0.8770201025973823,0.0034311303391477417,0.8467653771837362,False
bull_trap,ISFJ,constant_mix,0.10087525375603479,0.8770201025973823,0.10087525375603479,1.0,False,0.8770201025973823,0.0034311303391477417,0.8884554103687995,False
crash,ENTJ,L5_full_level_free,0.045451519819414754,0.9434211691953915,0.10068996836246386,1.0655469365421064,False,0.9434211691953915,0.0008940234660035657,0.9527255033923402,False
crash,ENTJ,L5_level_free,0.042501085207130404,0.9434211691953915,0.10068996836246386,1.0690479753186086,False,0.9434211691953915,0.0008940234660035657,0.9558558478345697,False
crash,ENTJ,rule_p_sma50,0.04696015492449804,0.9434211691953915,0.10068996836246386,1.0637567629925901,False,0.9434211691953915,0.0008940234660035657,0.9511248756418091,False
crash,ENTJ,always_hold,0.12662359400014117,0.9434211691953915,0.10068996836246386,0.9692266933845033,False,0.9434211691953915,0.0008940234660035657,0.8666037672189907,False
crash,ENTJ,constant_mix,0.10068996836246386,0.9434211691953915,0.10068996836246386,1.0,False,0.9434211691953915,0.0008940234660035657,0.8941187579067214,False
crash,INTJ,L5_full_level_free,0.047065762874868494,0.5434211691953921,0.10024629213620818,1.1199989710929341,False,0.5434211691953921,0.0028537174934556747,0.9182117879235708,False
crash,INTJ,L5_level_free,0.04414100112884231,0.5434211691953921,0.10024629213620818,1.126598536856757,False,0.5434211691953921,0.0028537174934556747,0.923622327786483,False
crash,INTJ,rule_p_sma50,0.048563039640304125,0.5434211691953921,0.10024629213620818,1.1166204475282158,False,0.5434211691953921,0.0028537174934556747,0.9154419638050052,False
crash,INTJ,always_hold,0.1597603571045213,0.5434211691953921,0.10024629213620818,0.8657097501482123,False,0.5434211691953921,0.0028537174934556747,0.7097371676428968,False
crash,INTJ,constant_mix,0.10024629213620818,0.5434211691953921,0.10024629213620818,1.0,False,0.5434211691953921,0.0028537174934556747,0.8198327066564602,False
crash,ISFJ,L5_full_level_free,0.04729462837818682,0.7565788308046093,0.10035233623123245,1.08085273650455,False,0.7565788308046093,0.0030019877310805076,0.9412234584246846,False
crash,ISFJ,L5_level_free,0.04438511925112859,0.7565788308046093,0.10035233623123245,1.0852864330271959,False,0.7565788308046093,0.0030019877310805076,0.9450843906624526,False
crash,ISFJ,rule_p_sma50,0.048781918596884945,0.7565788308046093,0.10035233623123245,1.0785863083261735,False,0.7565788308046093,0.0030019877310805076,0.9392498173390161,False
crash,ISFJ,always_hold,0.1335376098472745,0.7565788308046093,0.10035233623123245,0.9494301527133305,False,0.7565788308046093,0.0030019877310805076,0.8267786181117336,False
crash,ISFJ,constant_mix,0.10035233623123245,0.7565788308046093,0.10035233623123245,1.0,False,0.7565788308046093,0.0030019877310805076,0.8708156316174738,False
flat,ENTJ,L5_full_level_free,0.07667440660916858,0.8850075518278239,0.10112774257167471,1.0311952619186744,False,0.8850075518278239,0.0018211033390665196,0.9152463181492589,False
flat,ENTJ,L5_level_free,0.0742856572329703,0.8850075518278239,0.10112774257167471,1.0342426032942165,False,0.8850075518278239,0.0018211033390665196,0.9179510124754521,False
flat,ENTJ,rule_p_sma50,0.053427982744439564,0.8850075518278239,0.10112774257167471,1.0608508591036412,False,0.8850075518278239,0.0018211033390665196,0.9415674012053978,False
flat,ENTJ,always_hold,0.10615546048300549,0.8850075518278239,0.10112774257167471,0.9935861112227118,False,0.8850075518278239,0.0018211033390665196,0.8818659895399571,False
flat,ENTJ,constant_mix,0.10112774257167471,0.8850075518278239,0.10112774257167471,1.0,False,0.8850075518278239,0.0018211033390665196,0.8875586922755276,False
flat,INTJ,L5_full_level_free,0.07706784868051707,0.5149924481721758,0.10043902365429762,1.056376750477845,False,0.5149924481721758,0.003163950201867747,0.8556080820592827,False
flat,INTJ,L5_level_free,0.0744879278766263,0.5149924481721758,0.10043902365429762,1.0626001239957243,False,0.5149924481721758,0.003163950201867747,0.8606486783022071,False
flat,INTJ,rule_p_sma50,0.05447822810718783,0.5149924481721758,0.10043902365429762,1.1108682086043837,False,0.5149924481721758,0.003163950201867747,0.8997432184631953,False
flat,INTJ,always_hold,0.11755474462805156,0.5149924481721758,0.10043902365429762,0.958712870376938,False,0.5149924481721758,0.003163950201867747,0.7765056168622722,False
flat,INTJ,constant_mix,0.10043902365429762,0.5149924481721758,0.10043902365429762,1.0,False,0.5149924481721758,0.003163950201867747,0.8099459607306334,False
flat,ISFJ,L5_full_level_free,0.07728168942786134,0.814992448172176,0.10075854426215745,1.0328699809765034,False,0.814992448172176,0.003150242596675274,0.908687370129229,False
flat,ISFJ,L5_level_free,0.0746524218140604,0.814992448172176,0.10075854426215745,1.0365512226529447,False,0.814992448172176,0.003150242596675274,0.9119260137914381,False
flat,ISFJ,rule_p_sma50,0.05429542398257739,0.814992448172176,0.10075854426215745,1.0650530869862398,False,0.814992448172176,0.003150242596675274,0.9370010809555704,False
flat,ISFJ,always_hold,0.111597366066654,0.814992448172176,0.10075854426215745,0.9848245487295404,False,0.814992448172176,0.003150242596675274,0.8664184705781557,False
flat,ISFJ,constant_mix,0.10075854426215745,0.814992448172176,0.10075854426215745,1.0,False,0.814992448172176,0.003150242596675274,0.8797693677476531,False
sustained_bull,ENTJ,L5_full_level_free,0.07656610829205159,0.8855342985563125,0.10132113533294149,1.0315667068621224,False,0.8855342985563125,0.0018142616010966598,0.9154122985051847,False
sustained_bull,ENTJ,L5_level_free,0.07696698586529056,0.8855342985563125,0.10132113533294149,1.0310555224137623,False,0.8855342985563125,0.0018142616010966598,0.9149586734243048,False
sustained_bull,ENTJ,rule_p_sma50,0.056482410835626676,0.8855342985563125,0.10132113533294149,1.057176704753352,False,0.8855342985563125,0.0018142616010966598,0.9381386107042626,False
sustained_bull,ENTJ,always_hold,0.10759052120207198,0.8855342985563125,0.10132113533294149,0.9920055079879541,False,0.8855342985563125,0.0018142616010966598,0.8803056905154955,False
sustained_bull,ENTJ,constant_mix,0.10132113533294149,0.8855342985563125,0.10132113533294149,1.0,False,0.8855342985563125,0.0018142616010966598,0.8874000027489616,False
sustained_bull,INTJ,L5_full_level_free,0.07695177140271771,0.5144657014436873,0.10065644443527322,1.0572840569201514,False,0.5144657014436873,0.003302322698534752,0.8559179867599593,False
sustained_bull,INTJ,L5_level_free,0.0771559763455317,0.5144657014436873,0.10065644443527322,1.0567905809058873,False,0.5144657014436873,0.003302322698534752,0.8555184962031136,False
sustained_bull,INTJ,rule_p_sma50,0.05731926059468407,0.5144657014436873,0.10065644443527322,1.1047274392890345,False,0.5144657014436873,0.003302322698534752,0.894325493291881,False
sustained_bull,INTJ,always_hold,0.12713031401157884,0.5144657014436873,0.10065644443527322,0.9360239793384629,False,0.5144657014436873,0.003302322698534752,0.7577526159698146,False
sustained_bull,INTJ,constant_mix,0.10065644443527322,0.5144657014436873,0.10065644443527322,1.0,False,0.5144657014436873,0.003302322698534752,0.8095440209826226,False
sustained_bull,ISFJ,L5_full_level_free,0.0771192162759054,0.8144657014436874,0.10106195785809113,1.033561278304833,False,0.8144657014436874,0.0031745780132132933,0.9088556054329504,False
sustained_bull,ISFJ,L5_level_free,0.07732119490341313,0.8144657014436874,0.10106195785809113,1.0332781586417754,False,0.8144657014436874,0.0031745780132132933,0.9086066459390344,False
sustained_bull,ISFJ,rule_p_sma50,0.057086849582101334,0.8144657014436874,0.10106195785809113,1.0616412636902761,False,0.8144657014436874,0.0031745780132132933,0.9335475638622488,False
sustained_bull,ISFJ,always_hold,0.11898548401068273,0.8144657014436874,0.10106195785809113,0.9748760413528148,False,0.8144657014436874,0.0031745780132132933,0.8572511116505588,False
sustained_bull,ISFJ,constant_mix,0.10106195785809113,0.8144657014436874,0.10106195785809113,1.0,False,0.8144657014436874,0.0031745780132132933,0.879343706571114,False
