,var1,VR5,VR10,VR20,VR60,VR120,VR250,VR500
CTSH,0.0006970864061611335,0.9105625554990336,0.8629462270740673,0.8058601029870723,0.6072671815285222,0.6367698992442478,0.6354485282294228,0.7429631340695007
CVS,0.00035254005490670595,0.93798520940438,0.9096911759393934,0.842279421816833,0.7380755544439712,0.7842303648122517,0.7204201197053975,0.8240021774703151
CVX,0.0003018070847312642,0.8704771850240172,0.8547149871231606,0.8183490020671164,0.611483238582477,0.5225930342245104,0.5646818191567431,0.5526264530049666
D,0.00020007762508668202,0.8966712131891464,0.845461288232901,0.765302654187825,0.6090430729440527,0.598693479196945,0.598621901702735,0.5141532314893669
DD,0.0004767820098232931,0.9539723354049935,0.9798582642445166,1.016459468163341,1.0527801170560331,1.0822669373360914,0.8670944599672711,0.7022390455751072
DDS,0.0011926867271135444,0.936610757387077,0.9208585053566087,0.929768439879558,0.986658310278934,1.1046946158136055,1.1973315661707484,1.2474127924215377
DE,0.0004327986266009595,0.9588734466251738,0.9036442478195174,0.8224986007185615,0.7431710741911011,0.781521859859405,0.7686492630913356,0.5730887121137381
DECK,0.0010680918726367558,0.9237709521290556,0.856305959187922,0.792730079433426,0.7500210999388637,0.8692804333797405,1.0683295949325562,0.9246957787823419
DGX,0.0003461014653208332,0.9715641720559215,0.9573233641273902,0.9613229114095297,0.8915387950985593,0.8256560052422364,0.48464396464432163,0.4210189271010483
DHI,0.0008099147552793275,0.9607245401843842,0.9184727726677672,0.8244296170598472,0.7326151271195864,0.6729585460532695,0.6182846707506133,0.6598050149400317
DHR,0.00029182543005897113,0.9171697450625507,0.8485590272664585,0.8498645746198837,0.6962608312573756,0.6287972437573697,0.5379288339328969,0.5433007577047341
DIS,0.00037026705639875597,0.9049310212772612,0.8508735444942561,0.8248242163992641,0.8216913350069373,0.8161219271188087,0.7862041939215298,0.8000784683628065
DLTR,0.0006282940772653574,0.9222033080589495,0.8818058979449208,0.8292084839765156,0.761817081814353,0.7178642907809424,0.49653768715846835,0.4244264553282335
DLX,0.0006262921780499572,0.9239517888274017,0.9214078084097154,0.9549970594135722,0.9598255629655573,1.070478518184596,1.201395809110405,1.0129000778573054
DOC,0.00043380974485688175,0.7968246119158643,0.7269123281553169,0.7048985778034796,0.5689503236814576,0.549787895941829,0.48366085013050714,0.40075434139962385
DOV,0.00033522710469537326,0.9734935243753914,0.9382747452070472,0.9256570092848134,0.7879414801548605,0.7536635945060214,0.6853661595998579,0.5744799352990421
DRI,0.0005090865023199814,1.01782930267211,0.961696950013232,0.9731733856853523,0.7715312730075317,0.6082235662483567,0.4946230401429317,0.34976822305996425
DTE,0.0001932491437017303,0.9000516032416666,0.8447497565354214,0.8016145935172615,0.5963345665980185,0.5489544599742503,0.5175884419766293,0.3893275147903425
DUK,0.0002276122365145923,0.9368273048223946,0.9345241127110971,0.8915822914893226,0.7363051899027799,0.7284540216080713,0.8009354648283769,0.8064187038550741
DVA,0.0005174421199286868,0.9169166802141446,0.8613919579817113,0.834416672034838,0.8346737392949091,0.789518324515414,0.8454158373136463,0.7194074136608739
DVN,0.0007587601149401509,0.9748481120430252,1.0114283485230655,1.0519829081428342,0.9988350739961614,0.949777028252008,1.030996894330335,1.0291037950294795
DXC,0.0007504640814866849,0.9363030349249669,0.9236647902226027,0.9431205306098865,0.8426412873211043,0.8081835764748744,0.9639906224859158,0.9939011318135684
EBAY,0.0007121103104681437,0.833571580539444,0.8089952600547922,0.7895159201023888,0.7062195961874175,0.6885667279394431,0.6166574993902142,0.5808896912006968
ECL,0.00024504127780724074,0.844516350230698,0.7716726197008182,0.7107158986695504,0.49876347870996524,0.44874807848055676,0.42620580212137993,0.4024246380150768
ED,0.000151473917687053,0.9274350559066243,0.8980546723463232,0.7973634150519198,0.54180547919869,0.430644719587614,0.37530296072017283,0.3184658142721667
EFX,0.00031717140955256085,0.9850513844790928,0.9693096387137318,0.9863612970090448,0.8908344767529783,0.6817775160874237,0.5964046581693392,0.5627946555450662
EG,0.0003167035542150596,0.8645754533733154,0.7941571295938685,0.710396469322873,0.6307373435104308,0.5918668078785203,0.5661527324119867,0.37637773722642753
EIX,0.00044314936852648824,0.9193809212440274,0.8914293833830457,0.8868615680875293,0.705314303786362,0.6926379554473779,0.6326081655253338,0.5675443966124817
EL,0.0003925206382392827,0.907744569895391,0.9141887415250277,0.8918527811209631,0.8345276081726808,0.9279671590521237,0.9578784291536,1.095034676678102
EMN,0.00041465733077778046,0.9865715325690154,0.9806707659987036,1.0242698477280938,0.9877261931864234,1.0150462168874572,0.848067754615417,0.7132580112788722
EMR,0.00033102978763928793,0.8472355808929365,0.792825306431985,0.7834918060116406,0.6791600390736471,0.5944903006995683,0.5565667681732773,0.3957316097832834
EOG,0.0006332280131839582,0.9544494661909305,0.9008493706026687,0.8769380705216582,0.7973343765143598,0.7541663600323087,0.7692758134329202,0.693674128978692
EQT,0.0006059852406971334,1.0054353367366191,0.9779103412711427,0.9334563204692337,0.9236439590094789,0.9201644347259892,0.8463724564953886,0.9169010251405441
ERIE,0.00026405695758031483,0.7625884400694065,0.7664291588620272,0.7795222023604294,0.7921840508543404,0.8183000868595682,0.7303587899350383,0.6071335997225071
ES,0.0002040454640262286,0.8904596161519023,0.8569175628010361,0.8113750399536128,0.6338042807083121,0.5651005958573521,0.5806597298616413,0.5819872343960389
ESS,0.00032323929637500707,0.7988719321108445,0.743277876853836,0.7104070953837851,0.6024645637442558,0.6676641353437154,0.6680503211251189,0.5594283467511012
ETN,0.000356058282379937,0.9164191651372278,0.9071611523416924,0.9020958130231849,0.8196741740013518,0.8377343131123012,0.806539864825081,0.6483184839555381
ETR,0.00024210662713400653,0.8643005982160555,0.809611965943542,0.7728226650364325,0.6819851053517543,0.6297637703351643,0.5883488661904919,0.4883768066257266
EVRG,0.00024581298422138195,0.8573305750808328,0.8309988386342055,0.7535477047231636,0.6397800381044979,0.7231647077449621,0.7028754303421437,0.5506562967936157
EXC,0.00026768176586853144,0.8645707489690031,0.8108246580859463,0.7525824514237894,0.7317906305907746,0.7139234608356773,0.7236215231778517,0.7277050660180443
EXPD,0.0004109960877630771,0.8514701703078941,0.7760847320778983,0.684542486438757,0.4935365225660918,0.3942107875986279,0.4026776690121366,0.3593431239480374
F,0.0006971778176309517,1.118956202597647,1.1229162807834483,1.1454417617633974,1.1003496641194688,1.1647692450331708,1.1322176467881933,0.9536394002339257
FAST,0.000419447151383025,0.9368418657886506,0.850948310431441,0.8151885993104632,0.6087285409772801,0.5050954491709758,0.35741076049935167,0.31998601489059814
FCX,0.0010508722383454551,0.9939836226935435,0.9727235680084261,1.0227999196066886,1.1763507030761124,1.1832627461264529,1.036900299352703,0.9139830997758901
FDS,0.00043032999464178676,0.9622887805875159,0.8774357988020268,0.7986864510227204,0.728706485705231,0.5890544569910299,0.40401453689613354,0.3302363706415607
FDX,0.00039882236736320356,0.9386729206397785,0.9068129947758398,0.885423945316986,0.8133466370441012,0.8116027089529886,0.7494651858901419,0.636642620139186
FE,0.00026091491881812375,0.8946306359179707,0.9026683925679012,0.8633530836698168,0.6653361754227094,0.6571150095204699,0.6490975468775185,0.6072608334428706
FFIV,0.0012093129652396754,0.9738696885808578,0.949831263398529,1.0097352510934783,1.0035689323424721,0.9573807010155971,0.8802503284897171,0.6222186558416699
FHN,0.0007381865767217071,0.809975369409247,0.7321750745137782,0.7032154088034569,0.700429063230208,0.7205223437157557,0.7420263558234622,0.6580277446672692
FICO,0.000549884097450393,0.9504227906832988,0.9233643647862715,0.9517858172936842,0.8370583511007343,0.7312044596456022,0.7422163707106532,0.8072570656017318
FISV,0.0003669828391750474,0.7998811593355706,0.7143304682284773,0.6758051602665295,0.5278517882112725,0.47622755471198547,0.3898425499198163,0.3993940130322664
FITB,0.000959754778969732,0.9204497965013262,0.8375299347694178,0.9265802088101647,1.0051889395407712,0.9420087724130973,0.8780288495153278,0.7618943397502776
FLS,0.0006932247069425609,0.9264688875474258,0.9348310482767163,0.9662018724090883,0.9673687335286549,0.9359980714846341,0.783236326579226,0.5965114054258025
FMC,0.00048561149042379445,0.9151567673498967,0.8867230879465344,0.8790086575030873,0.9099533271180686,0.8803848295477316,0.8841793529100526,0.7966478399245142
FOSL,0.001795437533718878,0.9048370598869557,0.8617855996958123,0.8440429746705835,0.7508314503311841,0.8457045272571954,0.9957174258790106,0.9980211035011797
FRT,0.00036618825974868056,0.8042653195315506,0.7106193648530095,0.6700069181349286,0.51151120516305,0.5134116969835829,0.5647111172925651,0.5613693043374295
GD,0.00024428423773081035,0.9840001415856183,0.9840557403654051,1.0227057896875262,0.9277448971154442,0.8740597072942097,0.8461245043907148,0.7121202762921697
GE,0.0004370333952889401,0.9832626762967215,0.9722931976570391,1.0147230214749527,1.0732145397333341,1.1704488363142675,1.2908980958225311,1.322236567976115
GEN,0.0006831987747465915,0.8344835088519563,0.7987246807882084,0.8008889801669106,0.6501517877248105,0.5776560604851086,0.4863234330841543,0.4314075479154914
GHC,0.00029579481287085114,0.9352825639488093,0.9278992450243979,0.8523786570963185,0.8361782525979764,0.9288470640395011,0.9735644287883002,0.8477198073558826
GILD,0.0005905867735759894,0.8538567047671578,0.758365142058312,0.6132070307598498,0.5346300777920755,0.48752706201160273,0.48400430783395326,0.642426557352394
GIS,0.00015185860935974164,0.8983826781375472,0.8268366588368339,0.7727886939350391,0.7303472028741504,0.6118639979960936,0.5061327468196876,0.38947189442508295
GL,0.00044702804196040014,0.8267909952285828,0.8012613730187114,0.7425347851415437,0.5888236424512276,0.5516665249192833,0.4353628945645909,0.36550812263064975
GLW,0.0008766459873455193,1.0191565774867708,1.0203877287707632,1.0431568278962993,1.1719385957619148,1.452707619147341,1.6628874095807953,1.6590553483770458
GPC,0.0002388694011119516,0.9525637299865718,0.9102450011273938,0.8764643846303402,0.6819624844464853,0.607112606538785,0.5637622641437122,0.46952930785681946
GS,0.0005073661164876147,0.89246604947547,0.8297938532034739,0.8398918478918741,0.8551604527282906,0.8161119255838449,0.7480212623798246,0.5751715349902762
GT,0.0009942013083424864,1.0698034229865225,1.083645800233218,1.1138907753397027,1.1484130288424481,1.2034822569076118,1.1465239221809074,0.9036763670097634
GWW,0.0003166456014212116,0.9904894075878483,0.9777325865040953,0.9186981897227198,0.8205918747983975,0.733455441418502,0.5386244085810881,0.4267092837995252
HAL,0.0008537610752400329,1.0172558460893133,1.0372738645038238,1.1115701912929494,1.0784061163412888,0.971976663240906,0.946299747125367,0.915010755210076
HAS,0.0004158221820555778,0.9749469115321339,0.9801253527491021,0.9444701855140499,0.7858451379711572,0.8230702531759403,0.6366519444283949,0.4394585868965967
HBAN,0.0009711656720216707,0.8577209599064913,0.7497348690670813,0.7925022235419645,0.8474043938325948,0.6370116072376953,0.57070428026227,0.60041896006622
HD,0.0003644726648280155,0.9624365033910143,0.9014211051010084,0.8397125681412739,0.7254080237549687,0.6800415465312117,0.6599083291103036,0.7378824705637209
HOG,0.0006404164361832377,0.946301786902651,0.9250266166989626,0.9169675821318731,0.8157972410469142,0.754443390096995,0.6465001689341535,0.6106501764319119
HON,0.0003555803166164302,0.9992492141101853,0.9868907300974806,0.9863365583218192,0.8069804829634233,0.757415226241914,0.6301381359885384,0.5534075693100157
HP,0.0008688985193422608,0.969327694761026,0.9466140004069639,0.9602620206663355,0.9588836536070672,0.890789804816515,0.7112406200015716,0.5441130731148003
HPQ,0.0005633266705159987,0.9402109311564384,0.8632455352779375,0.844022301000682,0.7928388977742551,0.7971671533605282,0.8754139122940277,0.9022596184320453
HRB,0.00047086226980053473,0.9312933512273689,0.8641946042557971,0.8404011778401168,0.824206979046953,0.8058655619290082,0.7685898191694478,0.7050843645137994
HRL,0.00020853494742013471,0.8288504550349456,0.7888395848374823,0.778679327617698,0.6586715656090232,0.5928804438406902,0.6328984457447615,0.5864289976694618
HSIC,0.0003366357590409425,0.9190361057601191,0.8273179786694325,0.7603434485682922,0.6562230580211252,0.6274770273412623,0.5481483688667405,0.47974373360055567
HST,0.0006776796367197032,0.8317290798962848,0.7783898499619818,0.7770278956533323,0.7244095497939994,0.7164169485464551,0.6374713610260868,0.5822569014383429
HSY,0.0002039760878656439,0.885667864232764,0.8230885980959651,0.7467387295867051,0.646266281695259,0.6350849979077373,0.684499437513935,0.7299756932125289
HUBB,0.00031866775252519723,0.9719625631224766,0.9037612489275586,0.8592966702386956,0.6942657580329775,0.5959875385922279,0.5201904305111963,0.50771323335377
HUM,0.0005937015336448283,0.9900027008935169,0.9859512969077953,0.9429100108453694,0.8221590041805339,0.795780633212498,0.7181844299135777,0.6734653851078923
IBM,0.0002648322214617171,0.9489245498682981,0.9376777113976774,0.953723824721372,0.7626181418167596,0.6605114850097734,0.5226133706065543,0.47049166945731563
IDXX,0.0004266048558183677,0.9270459133917524,0.9055828613549439,0.891754571542786,0.7974340057251982,0.7181159592159094,0.6133264355006862,0.4570687329984543
