ticker,n_months,rho_ols,rho_mu,h_ols_days,h_mu_days,s_x,sigma_V_daily
FDX,114,0.9983797738103337,0.995,8976.706843694556,2903.9340327072778,0.6752718838628973,0.05461859299025597
FE,80,0.8513899834120515,0.8909287745448086,90.47513224465015,126.0368065021097,0.48963108130863825,0.08462081745555804
FFIV,164,0.9575501193103684,0.9808180610697756,335.56996841806097,751.542019097631,0.4437835125065452,0.019103128332615793
FHN,128,0.9072066528589613,0.9344131857675103,149.4695168956284,214.5759123330461,0.7208376508876967,0.049057164201725234
FICO,164,0.9229733081591439,0.9433270007258078,181.59936904625846,249.49467667503035,0.24194503135662299,0.01912866900108781
FISV,176,0.9815394096421816,0.995,781.194764183343,2903.9340327072778,0.7212948089795427,0.026143962130780744
FITB,161,0.8885401698753996,0.9074356381586427,123.17358892870202,149.8578764747249,0.19531688947333933,0.020512560775193988
FLS,93,0.9809140328212475,0.995,755.3579017237684,2903.9340327072778,0.6520791238699472,0.028364004115346817
FMC,95,0.9227592676088884,0.9586759669323012,181.07542324112796,344.91350837774246,0.9981128599596554,0.07280618467604938
FOSL,75,0.9342322853952686,0.9838660349700818,213.96522073785127,894.9039315421402,0.5600679759791393,0.0829069074530512
FRT,117,0.9665851430955291,0.995,428.29806159381536,2903.9340327072778,0.28018925527061916,0.024618593799660644
GE,60,0.779575064628766,0.8285633869854931,58.45671770313879,77.40051512146893,0.09335170050763186,0.031140309382237295
GEN,81,0.9295379331636863,0.9775894176007351,199.21385631836975,642.2130920352078,0.465184268735669,0.06781507933341287
GHC,98,0.9039719976932876,0.9367991458189877,144.18124469134023,222.95754680832755,0.4584230930285903,0.06482662397301094
GILD,123,0.9540200565395754,0.9863690227900009,309.239646400725,1060.5737774733477,0.5433857891323657,0.08897549353110011
GIS,178,0.8802603732041593,0.8969903207651251,114.13181700169648,133.89810493081112,0.2186547022464289,0.022277410530877666
GL,164,0.9356575299515528,0.9568345457249111,218.86963790859303,329.884640276892,0.3632777741318142,0.027665606036617652
GLW,94,0.8182761959031993,0.8477417202114489,72.57891987468146,88.12299055174829,0.4085992845875444,0.06289077155490849
GPC,125,0.7567529625625118,0.7789582995049622,52.22507715211457,58.271501234462804,0.09065948219470797,0.0491072801648237
GS,125,0.9023261749953738,0.9293009118395456,141.62485409797551,198.5209781594719,0.2801238673668155,0.03078335974008033
GT,106,0.8519120971330455,0.8814689484419242,90.82121120630579,115.37298531279511,0.7451679749733058,0.10611192412740564
GWW,177,0.910727149454209,0.9281296205476715,155.6602488108442,195.1640362239139,0.14613389845454575,0.017063919470771904
HAL,70,0.9128280533777233,0.9793727186818884,159.59270103138488,698.3684747378143,0.45490130876187274,0.0497526880680688
HAS,147,0.9243451412105396,0.9478390071042297,185.0278058473344,271.7178218836766,0.4110389536971931,0.036776919008252605
HBAN,165,0.8902121923761396,0.9090991919089589,125.16477438756516,152.7379596398649,0.2442404547510578,0.025099272241949556
HD,175,0.7805004312856645,0.7952935579590629,58.73654905818412,63.55151080702116,0.10649129154312056,0.017340401851322792
HOG,164,0.8239779943646738,0.8410472494591379,75.18197086737793,84.08703259808361,0.8897683633395145,0.11568071536602154
HON,177,0.8984226341055833,0.9155686318795909,135.89258268885436,165.0164250888717,0.2798921085744145,0.030256569626220208
HP,78,0.9751512692859208,0.995,578.479533998104,2903.9340327072778,0.5944227771074198,0.07860203036308568
HPQ,133,0.8568319592140888,0.8779644678511775,94.20597275867611,111.84160762683688,0.27752363411394376,0.029976251831741945
HRB,108,0.8723282896403416,0.9034712563603021,106.56819478944867,143.39424508845457,0.3553980608141901,0.03895024335383314
HRL,157,0.9576893795884648,0.9809796335622083,336.6987606545045,757.988374680166,0.26423939295114235,0.015109939900689633
HSIC,167,0.9416787569711786,0.963422127953177,242.23378256916396,390.62474821701943,0.24698481338045913,0.017842841533707243
HST,75,0.8752538267482006,0.9157552619013029,109.24604953136384,165.3985986032611,0.298575892559295,0.03559480817871905
HUBB,165,0.7822701811086479,0.798946923084341,59.27830825804138,64.84915445011602,0.09942176738441237,0.016122912123422317
HUM,177,0.836521671434816,0.8523644681124469,81.54542440035927,91.12303632909477,0.2458578373647594,0.02934811720987197
IBM,177,0.935822384714244,0.9538679439361136,219.4509703962305,308.1956015204161,0.4726441991756131,0.035490469331690574
IDXX,165,0.9718017511320404,0.995,508.89274595232735,2903.9340327072778,0.4117337936034169,0.01902456358105768
IEX,164,0.9028021262335321,0.9216253580792285,142.35524031640094,178.34745919572896,0.4009106164319105,0.04048633566716582
IFF,138,0.9211187027096461,0.944417558435851,177.1538820876856,254.5354867716545,0.3836032824085186,0.031480316816199845
INTC,155,0.9123493316114093,0.9317231243030168,158.68006264132543,205.82828246956095,0.34374265233983836,0.03541824821624733
INTU,176,0.8558102283110837,0.871506304101742,93.48408231896654,105.83770828520866,0.30816208797901834,0.03407841187778597
IP,170,0.9290747971193518,0.9499912590259989,197.86429723444334,283.73065798496526,0.5267430288243494,0.04746974157097291
IRM,126,0.9048677883679989,0.9319632379770698,145.60978015773375,206.58098730664,0.5877453780155933,0.053427605456905995
IT,78,0.9610476681031087,0.995,366.3636045612109,2903.9340327072778,0.2879874448863664,0.03299595528599694
ITT,173,0.9317465886881908,0.9497883306318259,205.9016049017014,282.554047698009,0.5258102918854871,0.04105167577769483
ITW,176,0.9091999049924697,0.9265559275173186,152.91570770991478,190.82229452579563,0.18855709996148043,0.02203406465753795
IVZ,165,0.9248747226016629,0.945403791663774,186.38479664001093,259.26744038007837,0.2737873986271736,0.022503075420778996
J,177,0.9226631289064782,0.9404286127162722,180.84103048190835,236.99447410024038,0.3035438460418331,0.029567474476369097
JBHT,165,0.9415577834228162,0.9632965134724187,241.71699425600463,389.2626477688155,0.24313962993620583,0.01929794748112373
JBL,163,0.9264618988604165,0.9471373607360525,190.56875440979735,268.0129461950409,0.577037502005837,0.048916741946500863
JCI,89,0.8876554319822637,0.9288958167709657,122.1439177529736,197.34746363969737,0.5161330971522327,0.06260337981020501
JEF,98,0.8384422237653256,0.8676404626517913,82.6066822178476,102.52366401236124,1.110972292158714,0.13970632872370373
JKHY,164,0.9279135559154079,0.9487229110239985,194.5567032796465,276.5293458808905,0.2558543102261964,0.019739877922314686
JNJ,176,0.9065206815701249,0.9238100758710813,148.31748583899926,183.67591125620697,0.5855055073591716,0.05640408640719601
JPM,176,0.9075243478066981,0.9248315145710997,150.0088446765751,186.27336508401623,0.16488791708876335,0.017648064414461893
KBH,132,0.8842807538621117,0.9061766798116051,118.36080065934736,147.7461006379588,0.7506278736648894,0.06757246677288399
KEY,122,1.0620786666253474,0.995,inf,2903.9340327072778,0.6763487836412346,0.07889304672685736
KIM,170,0.9666508032770281,0.9914602225097594,429.15581720899496,1697.2162422647596,0.653448825657664,0.03550485197183754
KLAC,165,0.9144685860537709,0.9340378476598619,162.79765921320976,213.3125626204619,0.2896755308569639,0.024199959242415532
KMB,176,0.9028301285586857,0.9200541722320152,142.3984348416086,174.69532232136334,0.24806135237274293,0.023069487382069973
KMX,162,0.891093955963051,0.9099764893862653,126.23944673012164,154.29964412348247,0.21730550383370334,0.020240012597080578
KO,159,0.9249775911383851,0.9455161482547881,186.65060622315258,259.81739500288234,0.4902237472468513,0.039580553275698996
KR,138,0.8999457482768278,0.9220921157982295,138.07608349500254,179.46077623182026,0.28996850456761397,0.026911817229327607
KSS,123,0.719358721535825,0.7402409062373753,44.19036451212025,48.3945418735469,0.3436365559664293,0.046859789638094826
LEG,153,0.9540742287918587,0.9771169103169809,309.6131345667618,628.8007553589318,0.38233397456707435,0.024263843055087768
LEN,162,0.9384713096791858,0.9600916327201539,229.21896930185764,357.41037211204446,0.5531281549648434,0.036919143576786356
LH,177,0.9417958913810807,0.9603621402875222,242.73621682907378,359.89985778094876,0.49283135848088105,0.03692391868089898
LHX,84,0.8607765589162119,0.9008610611110451,97.09217955173649,139.42049676562857,0.5242367163806458,0.08572738033046011
LII,155,0.9343723037645545,0.9553418741846013,214.4376066992561,318.61149365253044,0.2322331732128715,0.01993964866268066
LIN,65,0.8717918187568957,0.92862348877905,106.0903810444594,196.56604415295513,0.35818203900331785,0.038274746772847965
LLY,74,0.9284123500332592,0.9763023605561524,195.96429105844132,606.9350889177998,0.6418697379483572,0.03711285918338489
LMT,177,0.948256213929157,0.9671708815477181,273.96840529764194,436.0710983480939,0.3088558274275463,0.02284945434723577
LNC,147,0.8474429388351721,0.8684842689984567,87.93532940057732,103.2304354919359,0.472282654524302,0.06179820937970336
LNT,102,0.9619905178316915,0.995,375.6344115825138,2903.9340327072778,0.15403862188900583,0.012575740116639663
LOW,175,0.8811076778854022,0.8978805642176693,114.99933164122763,135.1311838208532,0.18110265085709717,0.01977703950755143
LRCX,164,0.968362019473073,0.9935717928042547,452.765761900421,2257.1232196905153,0.6928088673831848,0.03692108928839399
LUV,126,0.9173754742290543,0.9450649706585587,168.78890992463235,257.6226216563225,0.7545426061775977,0.07967055850661862
M,118,0.9163055278479507,0.9439442076633516,166.53532568389275,252.32346640070415,0.6368202663156836,0.04754031907775381
MAA,78,0.9362682296938016,0.9865133806694875,221.03822705178038,1072.0041899667715,0.2202351352858902,0.020472864550464185
MAC,105,0.9164033069476789,0.950012752363833,166.73888034557234,283.8558390622208,0.8923715831602489,0.07743736343952912
MAR,124,0.955795630527602,0.9889926583739163,321.9578834230649,1315.1069138215248,0.4624442692601795,0.03629100150933729
MAS,138,0.8740398331197484,0.8957088248451044,108.119760611462,132.1600252849173,0.4998184501664691,0.047183952682205814
MAT,90,0.8800031282066431,0.9206413391885659,113.8708570773365,176.04324678244478,0.27288853741605934,0.04334737286554506
MCD,176,0.9330706253924713,0.9511179124953755,210.1222699061134,290.44081217606305,0.202970828726406,0.016853731099103375
MCHP,179,0.8591703590205764,0.8748408755451267,95.89747277166124,108.86048379332853,0.5735107351260473,0.06565133907825983
MCK,102,0.8313643358653544,0.8606941393098451,78.81485434171282,97.03020586328452,0.6898211072452416,0.10667194900402245
MCO,176,0.9193594845431847,0.9370244935725967,173.12590375417935,223.78198301573292,0.3985128814447272,0.030083286345717487
MDT,115,0.823605815564547,0.8479254119162938,75.0069440719983,88.23873033420688,0.23038672451732528,0.030022969297995365
MHK,143,0.965591519109116,0.995,415.7173622161813,2903.9340327072778,0.5579148645002419,0.051514154089660494
MKC,162,0.960385435715883,0.9841076504971129,360.1158357939981,908.6206368280588,0.30411363661463187,0.01944912432513199
MLM,110,0.8863115077587965,0.9181280513933443,120.61046143978447,170.40929511730644,0.31460220407899003,0.028123759140047375
MMM,158,0.9628218982846423,0.9869329780110166,384.19923737840577,1106.6622481187771,0.22128168629021844,0.019999839281277767
MNST,164,0.9698918494122416,0.995,476.145015784357,2903.9340327072778,0.3813367532627076,0.013489860519812172
MO,118,0.963776621124771,0.995,394.519636386319,2903.9340327072778,0.2666166799838128,0.0282738131620714
MOS,83,0.8591952416417419,0.8992102272009576,95.91577327319456,137.0134263732398,0.5856060165494201,0.059808891124374236
MRK,176,0.8370254100477497,0.8528643749728774,81.82136708744108,91.4587314546198,0.7115323874183862,0.0876643867559537
MS,140,0.8823500692458625,0.9042151286864155,116.29391790431183,144.5663310400931,0.342125254009274,0.049909601929029865
MSFT,177,0.9028787365648876,0.9201036409665966,142.47347341096574,174.80812095841213,0.27254999322432816,0.025388499360745508
MSI,90,0.8936912544716288,0.9357801360586108,129.50844449568723,219.30170332105672,0.8207133518473505,0.0429866556764611
MTB,176,0.9267903566244982,0.9446813631155961,191.45724686472192,255.78469816743845,0.2219503573109329,0.018604757672757766
MTCH,63,0.8294941963755353,0.883183613969657,77.86538856605213,117.1778946987431,0.5354066253911013,0.07586893695442658
MTD,164,0.9220042955045773,0.9422686114263595,179.2502889262682,244.78460462321087,0.20952372525684487,0.01570095543723523
MTG,128,0.9162206796176434,0.9438553296051454,166.35907504408257,251.91228740990002,0.56418549459406,0.03694474187798048
MU,75,0.9275397156931434,0.9753045398315607,193.51443190913142,582.1153751269381,0.8250845839682803,0.07662771604636602
MUR,66,0.8520251490781295,0.9066095371184574,90.89646769984395,148.46575794295154,0.23072751369496863,0.08315587096494903
NC,96,0.8765939165000973,0.9079423600820101,110.51501522677664,150.72414047814257,0.36509232964476374,0.03344247370445699
NDSN,163,0.8826028895926621,0.9015284300459196,116.56071022079747,140.41646909789984,0.15372542994218283,0.01794654724615707
NEE,143,0.9805582001004248,0.995,741.3989216208611,2903.9340327072778,0.8688079057310303,0.03853903627091181
NI,90,0.9637278190739308,0.995,393.9789199945695,2903.9340327072778,0.5593903066908326,0.041504061558327095
NKE,177,0.9780299986829658,0.995,655.2389277932042,2903.9340327072778,0.7129111230763384,0.029605913250669476
NOC,177,0.9453993850152633,0.964122228425693,259.2459171606527,398.39098278685475,0.32729372441395993,0.023990983449169976
NOV,69,0.9552190559583503,0.995,317.71738645902866,2903.9340327072778,0.2984775206101979,0.06364585693061867
NSC,174,0.8813534438329834,0.8981387848206422,115.253274494502,135.49287436934796,0.26432246452329866,0.02810654387653983
NTAP,83,0.8596370207622795,0.899678959017836,96.24176799161205,137.68883581499608,0.2618938208891835,0.037093943701468325
NTRS,177,0.9097305181788019,0.9271026784102263,153.8587288810511,192.309513385807,0.17472330257181762,0.02014762619409299
NUE,170,0.957767613316809,0.9810704018606323,337.33615950590695,761.6580864777361,0.8574456071218208,0.039432874407845805
NVDA,169,0.9556911921576694,0.9787994035565208,321.18159389216805,679.2847014422184,1.1672443755297455,0.07818036395911487
NVR,164,0.9776458070498649,0.995,643.8516017266718,2903.9340327072778,0.4021039987908075,0.0190263683331231
NWL,90,0.9850522695728822,0.995,966.5030774178365,2903.9340327072778,0.6953078523178067,0.05056268492152453
NYT,149,0.8530890088423879,0.8741316830690572,91.61031877946274,108.20421639222234,0.7794832847390585,0.09173770673246986
ODFL,164,0.9600360742497887,0.9837023145060582,356.9032377416974,885.8405481488455,0.2859068836656053,0.018577330900000837
