item,statistic,population,is_main,reference,n_gen,n_ref,gen_p10,gen_p50,gen_p90,ref_p10,ref_p50,ref_p90,B_D,B_upper95,B_pass,C_share,C_threshold,C_pass
2,kurtosis,all,True,all,3000,12927,0.3133010523181699,1.723870143139329,6.334352047524358,0.4664963378680587,2.17286594307138,10.740907134572575,0.1257743482633248,0.14197650266883266,False,0.8086666666666666,0.7856861838305317,True
2,kurtosis,flat,False,all,500,12927,0.10056826248009752,0.983458226374845,5.34460358979748,0.4664963378680587,2.17286594307138,10.740907134572575,0.31787839405894647,0.3566886671308115,False,0.692,0.7649384541128034,False
2,kurtosis,bull_trap,False,all,500,12927,0.13000578445118066,0.9786259020419967,5.315677349127418,0.4664963378680587,2.17286594307138,10.740907134572575,0.2888829581496093,0.3297712926433047,False,0.686,0.7649384541128034,False
2,kurtosis,crash,False,all,1500,12927,0.9556037353328398,2.466290827054501,6.7784791792257,0.4664963378680587,2.17286594307138,10.740907134572575,0.1325860601841108,0.15129156803589386,False,0.9266666666666666,0.7797572070438226,True
2,kurtosis,sustained_bull,False,all,500,12927,0.09836639484669486,0.9961510406581973,5.197446155988666,0.4664963378680587,2.17286594307138,10.740907134572575,0.29987839405894645,0.34688546453160046,False,0.694,0.7649384541128034,False
2,hill,all,True,all,3000,12927,2.6501535385763937,3.864577116013323,6.030152596009102,2.3080913984455123,3.5563598845796194,5.571745619809766,0.11988875995977413,0.13714215595265722,False,0.8276666666666667,0.7856861838305317,True
2,hill,flat,False,all,500,12927,2.8908764800045996,4.064071822594473,6.437318910538626,2.3080913984455123,3.5563598845796194,5.571745619809766,0.20017869575307495,0.23735399551326683,False,0.796,0.7649384541128034,True
2,hill,bull_trap,False,all,500,12927,2.833819081537549,4.2178604350435105,6.549616708797357,2.3080913984455123,3.5563598845796194,5.571745619809766,0.2259839096464763,0.26078063742554347,False,0.792,0.7649384541128034,True
2,hill,crash,False,all,1500,12927,2.504640992795398,3.606212444729639,5.446600770188227,2.3080913984455123,3.5563598845796194,5.571745619809766,0.05868151930068852,0.0833823160826178,True,0.862,0.7797572070438226,True
2,hill,sustained_bull,False,all,500,12927,2.878171981466686,4.11647709091895,6.367563371343974,2.3080913984455123,3.5563598845796194,5.571745619809766,0.20472530362806535,0.241295296665893,False,0.792,0.7649384541128034,True
2,jb_p,all,True,all,3000,12927,8.302183551486021e-78,7.604080769176247e-07,0.35006313662194116,1.015094062197111e-223,8.240071078861177e-11,0.19050477427247017,0.13280258373946008,0.14851541347567104,False,0.802,0.7856861838305317,True
2,jb_p,flat,False,all,500,12927,5.920640160953526e-61,0.00470153161351335,0.5920208195010394,1.015094062197111e-223,8.240071078861177e-11,0.19050477427247017,0.31373327144735824,0.3533670611897579,False,0.68,0.7649384541128034,False
2,jb_p,bull_trap,False,all,500,12927,3.4773344045147517e-54,0.0039505614228594,0.6068976976742547,1.015094062197111e-223,8.240071078861177e-11,0.19050477427247017,0.2826632629380367,0.32307886593950647,False,0.676,0.7649384541128034,False
2,jb_p,crash,False,all,1500,12927,2.485781535159746e-90,8.047307650751621e-13,0.010193866740131839,1.015094062197111e-223,8.240071078861177e-11,0.19050477427247017,0.11403156184729635,0.1332358551868183,False,0.9253333333333333,0.7797572070438226,True
2,jb_p,sustained_bull,False,all,500,12927,3.016165459977105e-53,0.00470060247864975,0.5797603501945499,1.015094062197111e-223,8.240071078861177e-11,0.19050477427247017,0.2958575075423532,0.3385940976251257,False,0.68,0.7649384541128034,False
3,lb_p_absr,all,True,all,3000,12927,3.0778212687731864e-21,0.01712455083082985,0.7991530970583672,3.6972961591474836e-07,0.1822630516318432,0.8353877458729795,0.242397617389959,0.25967999922642526,False,0.595,0.7856861838305317,False
3,lb_p_absr,flat,False,all,500,12927,0.021709435939045608,0.470340530645455,0.9134463299277895,3.6972961591474836e-07,0.1822630516318432,0.8353877458729795,0.25565018952579865,0.29086208710451,False,0.826,0.7649384541128034,True
3,lb_p_absr,bull_trap,False,all,500,12927,0.0024464194668193506,0.35111554066240663,0.9023341961180903,3.6972961591474836e-07,0.1822630516318432,0.8353877458729795,0.19041865862148988,0.22781704958613752,False,0.808,0.7649384541128034,True
3,lb_p_absr,crash,False,all,1500,12927,8.914570230649232e-28,5.733128617595634e-10,0.023576374559877485,3.6972961591474836e-07,0.1822630516318432,0.8353877458729795,0.611058404888992,0.6324933240504371,False,0.36866666666666664,0.7797572070438226,False
3,lb_p_absr,sustained_bull,False,all,500,12927,0.02118518771684651,0.4493517769340306,0.9091619977142892,3.6972961591474836e-07,0.1822630516318432,0.8353877458729795,0.23593873288466,0.27213175524096855,False,0.83,0.7649384541128034,True
3,lb_p_r2,all,True,all,3000,12927,2.3885083341369706e-11,0.0851444611872447,0.9448213655801943,3.163688336841395e-06,0.4473912837464289,0.997532067814312,0.1888975013537557,0.20666825636265182,False,0.7173333333333334,0.7856861838305317,False
3,lb_p_r2,flat,False,all,500,12927,0.030489763415132945,0.5807344033378485,0.9919197419377719,3.163688336841395e-06,0.4473912837464289,0.997532067814312,0.16821644619788043,0.1989866094221397,False,0.908,0.7649384541128034,True
3,lb_p_r2,bull_trap,False,all,500,12927,0.002487068338475431,0.5042162260282903,0.9813315748333605,3.163688336841395e-06,0.4473912837464289,0.997532067814312,0.11053655140403806,0.1407359093370465,False,0.906,0.7649384541128034,True
3,lb_p_r2,crash,False,all,1500,12927,1.6414451754231763e-15,1.5305302403175814e-05,0.43505011433882435,3.163688336841395e-06,0.4473912837464289,0.997532067814312,0.5110576313143034,0.5313557979422913,False,0.5266666666666666,0.7797572070438226,False
3,lb_p_r2,sustained_bull,False,all,500,12927,0.03409286064600069,0.6122487786923139,0.9894738909609982,3.163688336841395e-06,0.4473912837464289,0.997532067814312,0.17228699620948404,0.1955385704339754,False,0.91,0.7649384541128034,True
3,arch_lm_p,all,True,all,3000,12927,2.523746883900362e-05,0.1821619433674789,0.9300640624744123,0.00015470563231248022,0.3950250180202189,0.9823941647196681,0.12430192620097469,0.14079076738609111,False,0.803,0.7856861838305317,True
3,arch_lm_p,flat,False,all,500,12927,0.04572883927762862,0.6017946686452506,0.9681217826987343,0.00015470563231248022,0.3950250180202189,0.9823941647196681,0.19903071091513885,0.23518471416415254,False,0.906,0.7649384541128034,True
3,arch_lm_p,bull_trap,False,all,500,12927,0.016277436869946336,0.55322232722387,0.9672089682920768,0.00015470563231248022,0.3950250180202189,0.9823941647196681,0.1507709445346948,0.18740491219927286,False,0.906,0.7649384541128034,True
3,arch_lm_p,crash,False,all,1500,12927,9.605274396107862e-07,0.0062935261753283,0.6081811135388606,0.00015470563231248022,0.3950250180202189,0.9823941647196681,0.4108012686624894,0.43369638740620403,False,0.7006666666666667,0.7797572070438226,False
3,arch_lm_p,sustained_bull,False,all,500,12927,0.04866701799463713,0.6117630838094552,0.9745801194736601,0.00015470563231248022,0.3950250180202189,0.9823941647196681,0.19303071091513885,0.23044737371393206,False,0.904,0.7649384541128034,True
3,acf1_absr,all,True,all,3000,12927,-0.04170901324989948,0.10036583232865826,0.2896935285304936,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.11904185039065529,0.13804544751295744,False,0.662,0.7856861838305317,False
3,acf1_absr,flat,False,all,500,12927,-0.07128539829880373,0.0137227787467774,0.12167763537674331,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.3282719888605245,0.36595280420824633,False,0.688,0.7649384541128034,False
3,acf1_absr,bull_trap,False,all,500,12927,-0.0654831869494226,0.02878830251238145,0.1461820346746765,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.25864578015007345,0.29992733039374947,False,0.734,0.7649384541128034,False
3,acf1_absr,crash,False,all,1500,12927,0.06563055687205772,0.19860651231115184,0.3370737855408014,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.42774688636187824,0.4488367680049508,False,0.6126666666666667,0.7797572070438226,False
3,acf1_absr,sustained_bull,False,all,500,12927,-0.07098459701908151,0.014445105627508201,0.12838156667920236,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.3389918774657693,0.3757610195714396,False,0.712,0.7649384541128034,False
4,acf1_absr,all,True,all,3000,12927,-0.04170901324989948,0.10036583232865826,0.2896935285304936,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.11904185039065529,0.1368013885665661,False,0.662,0.7856861838305317,False
4,acf1_absr,flat,False,all,500,12927,-0.07128539829880373,0.0137227787467774,0.12167763537674331,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.3282719888605245,0.3677315309043088,False,0.688,0.7649384541128034,False
4,acf1_absr,bull_trap,False,all,500,12927,-0.0654831869494226,0.02878830251238145,0.1461820346746765,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.25864578015007345,0.29944478997447205,False,0.734,0.7649384541128034,False
4,acf1_absr,crash,False,all,1500,12927,0.06563055687205772,0.19860651231115184,0.3370737855408014,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.42774688636187824,0.4497300997911348,False,0.6126666666666667,0.7797572070438226,False
4,acf1_absr,sustained_bull,False,all,500,12927,-0.07098459701908151,0.014445105627508201,0.12838156667920236,-0.02559008429306716,0.0872632579861749,0.23211300338860125,0.3389918774657693,0.3772247389185426,False,0.712,0.7649384541128034,False
4,acf5_absr,all,True,all,3000,12927,-0.043734221702217205,0.07970013437556885,0.24412915619427586,-0.050884442392195826,0.0427196346943529,0.17165159356079723,0.18805538794770638,0.2045328073025451,False,0.672,0.7856861838305317,False
4,acf5_absr,flat,False,all,500,12927,-0.06997044636130748,0.013371220261292751,0.11394627681033821,-0.050884442392195826,0.0427196346943529,0.17165159356079723,0.17172584513034728,0.21440660632784087,False,0.802,0.7649384541128034,True
4,acf5_absr,bull_trap,False,all,500,12927,-0.06246257290619909,0.028721185673991803,0.13680394546932834,-0.050884442392195826,0.0427196346943529,0.17165159356079723,0.1281284133983136,0.16482842113406052,False,0.8,0.7649384541128034,True
4,acf5_absr,crash,False,all,1500,12927,0.04568760627916192,0.1601766136150867,0.28480724970960497,-0.050884442392195826,0.0427196346943529,0.17165159356079723,0.48784853407596507,0.5073019339367215,False,0.54,0.7797572070438226,False
4,acf5_absr,sustained_bull,False,all,500,12927,-0.07183183970856598,0.011086724658965201,0.11452159441128722,-0.050884442392195826,0.0427196346943529,0.17165159356079723,0.17959371857352824,0.21946816740156272,False,0.81,0.7649384541128034,True
4,acf10_absr,all,True,all,3000,12927,-0.05238388238214801,0.06600276526306856,0.22072353923354462,-0.06204110030908178,0.0291462908217472,0.14731496504672514,0.17829480931383923,0.19693061035042936,False,0.6663333333333333,0.7856861838305317,False
4,acf10_absr,flat,False,all,500,12927,-0.07628850510612917,0.00141755719866845,0.09968509313144551,-0.06204110030908178,0.0291462908217472,0.14731496504672514,0.1460827724916841,0.1894324050437069,False,0.814,0.7649384541128034,True
4,acf10_absr,bull_trap,False,all,500,12927,-0.07506301486350704,0.01316232625954095,0.12706750593210914,-0.06204110030908178,0.0291462908217472,0.14731496504672514,0.08493989324669299,0.12782016709213273,False,0.796,0.7649384541128034,True
4,acf10_absr,crash,False,all,1500,12927,0.02149029208299518,0.13805187576763045,0.2743013385604459,-0.06204110030908178,0.0291462908217472,0.14731496504672514,0.4518129496402878,0.47481961011835694,False,0.5246666666666666,0.7797572070438226,False
4,acf10_absr,sustained_bull,False,all,500,12927,-0.07592254018424519,0.006584147103271799,0.10064749578692626,-0.06204110030908178,0.0291462908217472,0.14731496504672514,0.13080049508780073,0.1745780459503365,False,0.814,0.7649384541128034,True
4,acf20_absr,all,True,all,3000,12927,-0.0588790560181208,0.0437114223766894,0.16775453650496003,-0.07153709860131621,0.0094764972287695,0.10759507617021297,0.1887973234315774,0.20554562930300918,False,0.676,0.7856861838305317,False
4,acf20_absr,flat,False,all,500,12927,-0.07619179139615594,0.00430032290507025,0.09022602315132358,-0.07153709860131621,0.0094764972287695,0.10759507617021297,0.04919718418813335,0.08889005182950414,True,0.814,0.7649384541128034,True
4,acf20_absr,bull_trap,False,all,500,12927,-0.07397164886854869,0.00943787733471935,0.10327112673796876,-0.07153709860131621,0.0094764972287695,0.10759507617021297,0.02306846135994431,0.06840916686006035,True,0.796,0.7649384541128034,True
4,acf20_absr,crash,False,all,1500,12927,-0.013745337085336746,0.0875631134711059,0.2108214623887526,-0.07153709860131621,0.0094764972287695,0.10759507617021297,0.39529666589309204,0.41804033418426545,False,0.5533333333333333,0.7797572070438226,False
4,acf20_absr,sustained_bull,False,all,500,12927,-0.08288002484760512,0.005189544741052401,0.09147642909367465,-0.07153709860131621,0.0094764972287695,0.10759507617021297,0.05992480854026458,0.10256398236249697,False,0.786,0.7649384541128034,True
4,acf50_absr,all,True,all,3000,12927,-0.08933234527723215,-0.01243474373895065,0.06962498067586208,-0.08236299919565633,-0.0089750124177813,0.06965329708217866,0.024902761661638406,0.045614489053918114,True,0.7813333333333333,0.7856861838305317,False
4,acf50_absr,flat,False,all,500,12927,-0.07874383148013361,-0.0119650092186916,0.06895207968154486,-0.08236299919565633,-0.0089750124177813,0.06965329708217866,0.04603357314148682,0.08361595884582652,True,0.81,0.7649384541128034,True
4,acf50_absr,bull_trap,False,all,500,12927,-0.07882260151254994,-0.0033582785785386503,0.06674053132254407,-0.08236299919565633,-0.0089750124177813,0.06965329708217866,0.05171671694902141,0.09268306645006578,True,0.818,0.7649384541128034,True
4,acf50_absr,crash,False,all,1500,12927,-0.09604759178624199,-0.016605193685167198,0.0709672974327327,-0.08236299919565633,-0.0089750124177813,0.06965329708217866,0.054869497950027046,0.08149576854645312,True,0.7526666666666667,0.7797572070438226,False
4,acf50_absr,sustained_bull,False,all,500,12927,-0.08127602586047969,-0.0094874986645718,0.0693710530469011,-0.08236299919565633,-0.0089750124177813,0.06965329708217866,0.051225497021737454,0.0877696913436992,True,0.802,0.7649384541128034,True
5,garch_persistence,all,True,all,3000,12927,0.6731553761685608,0.9814358779866286,1.0,0.2892795651371836,0.9298196170581976,0.999999999977204,0.26717459580722525,0.28272556277558597,False,0.7233333333333334,0.7856861838305317,False
5,garch_persistence,flat,False,all,500,12927,0.2796622397361461,0.9467172201302708,0.9999999979901842,0.2892795651371836,0.9298196170581976,0.999999999977204,0.07809344782238725,0.12025097857198112,False,0.808,0.7649384541128034,True
5,garch_persistence,bull_trap,False,all,500,12927,0.37037524213873857,0.9675694535364818,1.0,0.2892795651371836,0.9298196170581976,0.999999999977204,0.18585518681828728,0.2260338516283747,False,0.72,0.7649384541128034,False
5,garch_persistence,crash,False,all,1500,12927,0.9405688612303837,0.9929178620665954,1.0000000000000386,0.2892795651371836,0.9298196170581976,0.999999999977204,0.43943699234161054,0.4575613522085557,False,0.6673333333333333,0.7797572070438226,False
5,garch_persistence,sustained_bull,False,all,500,12927,0.20699789885688735,0.9461725737996971,0.9990722703446359,0.2892795651371836,0.9298196170581976,0.999999999977204,0.07231871277171814,0.10878429643382065,False,0.81,0.7649384541128034,True
5,garch_alpha,all,True,all,3000,12927,0.0,0.062337721473930255,0.1682302844754804,0.0,0.0579497865971718,0.2699141290069553,0.12082037595729866,0.1317622843660555,False,0.9746666666666667,0.7856861838305317,True
5,garch_alpha,flat,False,all,500,12927,0.0,4.3365522099514655e-10,0.1114867911261834,0.0,0.0579497865971718,0.2699141290069553,0.29459487893556124,0.33098801732807304,False,0.98,0.7649384541128034,True
5,garch_alpha,bull_trap,False,all,500,12927,0.0,2.3543495639670767e-09,0.1197900303019949,0.0,0.0579497865971718,0.2699141290069553,0.27575183723988556,0.3064748742941131,False,0.972,0.7649384541128034,True
5,garch_alpha,crash,False,all,1500,12927,0.037470636244785145,0.10654879578170305,0.18504224144275488,0.0,0.0579497865971718,0.2699141290069553,0.34943900363580105,0.36514976405971994,False,0.9733333333333334,0.7797572070438226,True
5,garch_alpha,sustained_bull,False,all,500,12927,0.0,2.2886759564730752e-10,0.11062465390276167,0.0,0.0579497865971718,0.2699141290069553,0.3005220081998916,0.3307554653051751,False,0.976,0.7649384541128034,True
5,garch_beta,all,True,all,3000,12927,0.48940112226628874,0.8911124677922597,0.9969057425657251,1.2034706093537965e-10,0.825254475267863,0.9949581354478082,0.2581643846213352,0.2740015548851242,False,0.8376666666666667,0.7856861838305317,True
5,garch_beta,flat,False,all,500,12927,0.008599264265870188,0.9200237268823502,0.99857430190777,1.2034706093537965e-10,0.825254475267863,0.9949581354478082,0.19686083391351433,0.23516358783940583,False,0.744,0.7649384541128034,False
5,garch_beta,bull_trap,False,all,500,12927,0.11952691947822036,0.9371225601976318,0.9999999999999445,1.2034706093537965e-10,0.825254475267863,0.9949581354478082,0.2634977953121374,0.3037882648719734,False,0.692,0.7649384541128034,False
5,garch_beta,crash,False,all,1500,12927,0.7840355400816372,0.8800738286051717,0.9472673828636732,1.2034706093537965e-10,0.825254475267863,0.9949581354478082,0.34368159665815734,0.3583179082540419,False,0.946,0.7797572070438226,True
5,garch_beta,sustained_bull,False,all,500,12927,7.978115314523273e-11,0.9149135043882017,0.9976702889083447,1.2034706093537965e-10,0.825254475267863,0.9949581354478082,0.18832443722441405,0.2254471106985379,False,0.752,0.7649384541128034,False
6,leverage_corr,all,True,all,3000,12927,-0.13325408208796172,-0.0155109363237423,0.08759522420162236,-0.14724961673140252,-0.0380814584468858,0.06983105676473689,0.11366736288388646,0.13266268662489358,False,0.781,0.7856861838305317,False
6,leverage_corr,flat,False,all,500,12927,-0.09629422360321307,-0.0012515922211793,0.09061694664910482,-0.14724961673140252,-0.0380814584468858,0.06983105676473689,0.2209460818442021,0.25670107526881725,False,0.812,0.7649384541128034,True
6,leverage_corr,bull_trap,False,all,500,12927,-0.09020071695390602,0.0031742409927447,0.09453102564402939,-0.14724961673140252,-0.0380814584468858,0.06983105676473689,0.2460567803821459,0.2837034501431112,False,0.782,0.7649384541128034,True
6,leverage_corr,crash,False,all,1500,12927,-0.15320355473321057,-0.03848673236708565,0.08383049058813287,-0.14724961673140252,-0.0380814584468858,0.06983105676473689,0.0532869188520152,0.07787421675562775,True,0.752,0.7797572070438226,False
6,leverage_corr,sustained_bull,False,all,500,12927,-0.09584312765432841,-0.0018444644217719,0.08567619896363522,-0.14724961673140252,-0.0380814584468858,0.06983105676473689,0.20856037750444803,0.24433832289007504,False,0.836,0.7649384541128034,True
6,gjr_gamma,all,True,all,3000,12927,-0.061586961992610774,0.04595701883724565,0.18757119999871316,-0.10078122409632989,0.0597894911081069,0.33534964818940977,0.13950870271524718,0.15306308888373174,False,0.912,0.7856861838305317,True
6,gjr_gamma,flat,False,all,500,12927,-0.0991610360139655,7.031770936392462e-12,0.13661665067137438,-0.10078122409632989,0.0597894911081069,0.33534964818940977,0.28723462520306337,0.3238900208865166,False,0.882,0.7649384541128034,True
6,gjr_gamma,bull_trap,False,all,500,12927,-0.08452441806621297,1.5570175980387443e-12,0.1370887111652416,-0.10078122409632989,0.0597894911081069,0.33534964818940977,0.2860160903535237,0.3246166318558056,False,0.878,0.7649384541128034,True
6,gjr_gamma,crash,False,all,1500,12927,-0.03207672630183943,0.09391478710668971,0.2124192993647003,-0.10078122409632989,0.0597894911081069,0.33534964818940977,0.1943378974239963,0.21325316005260309,False,0.94,0.7797572070438226,True
6,gjr_gamma,sustained_bull,False,all,500,12927,-0.08047115700427607,7.163241801996513e-11,0.14302724239517195,-0.10078122409632989,0.0597894911081069,0.33534964818940977,0.2643204146360332,0.29766682911735126,False,0.892,0.7649384541128034,True
7,volume_absr_spearman,all,True,all,3000,12927,0.2112270443124714,0.3259578194000305,0.4400671539515761,0.1869179149196647,0.3255728835017502,0.4595933155848674,0.05015556586988475,0.0625950375183724,True,0.8763333333333333,0.7856861838305317,True
7,volume_absr_spearman,flat,False,all,500,12927,0.1788242728795492,0.27010278666057563,0.37530135526115427,0.1869179149196647,0.3255728835017502,0.4595933155848674,0.26989634099172277,0.3050311827956989,False,0.876,0.7649384541128034,True
7,volume_absr_spearman,bull_trap,False,all,500,12927,0.18646474798233587,0.2911603471904979,0.39497030607583367,0.1869179149196647,0.3255728835017502,0.4595933155848674,0.19784837936102728,0.23759990717103738,False,0.886,0.7649384541128034,True
7,volume_absr_spearman,crash,False,all,1500,12927,0.2729334551545607,0.37376808283843455,0.46425795644891127,0.1869179149196647,0.3255728835017502,0.4595933155848674,0.24899141332095615,0.2686382145896186,False,0.8786666666666667,0.7797572070438226,True
7,volume_absr_spearman,sustained_bull,False,all,500,12927,0.17562753159738081,0.27095020557332106,0.3776368204659662,0.1869179149196647,0.3255728835017502,0.4595933155848674,0.2736936644233001,0.3065038601376962,False,0.86,0.7649384541128034,True
7,logvolume_acf1,all,True,all,3000,12927,0.45019940118503693,0.5471367725252823,0.635261014409828,0.3727990975936531,0.5084455732117013,0.6420168500156488,0.2219053918155798,0.23768566566101956,False,0.911,0.7856861838305317,True
7,logvolume_acf1,flat,False,all,500,12927,0.4314453424021664,0.5201470585682709,0.5937220873473034,0.3727990975936531,0.5084455732117013,0.6420168500156488,0.14051628374719577,0.17572910187978644,False,0.976,0.7649384541128034,True
7,logvolume_acf1,bull_trap,False,all,500,12927,0.43457569031808624,0.5229180452233521,0.5989461781483109,0.3727990975936531,0.5084455732117013,0.6420168500156488,0.14433279183105127,0.18155550398390963,False,0.974,0.7649384541128034,True
7,logvolume_acf1,crash,False,all,1500,12927,0.48498783540940543,0.5741927039769146,0.659329788772627,0.3727990975936531,0.5084455732117013,0.6420168500156488,0.33641494546298445,0.360728250947629,False,0.844,0.7797572070438226,True
7,logvolume_acf1,sustained_bull,False,all,500,12927,0.42926103071854627,0.5175188961215096,0.5913389364439394,0.3727990975936531,0.5084455732117013,0.6420168500156488,0.14208091591243135,0.1749820453314767,False,0.984,0.7649384541128034,True
7,logvolume_shapiro_p,all,True,all,3000,12927,0.00016106198315076015,0.22405319127060763,0.8085874151573718,2.227365075130878e-07,0.0036951767127263,0.42192136377170975,0.40172275083159276,0.41905306722364044,False,0.6163333333333333,0.7856861838305317,False
7,logvolume_shapiro_p,flat,False,all,500,12927,0.02297542719958808,0.3828630189035803,0.8599373973686365,2.227365075130878e-07,0.0036951767127263,0.42192136377170975,0.545337510636652,0.5780118821072174,False,0.514,0.7649384541128034,False
7,logvolume_shapiro_p,bull_trap,False,all,500,12927,0.013255470417750015,0.3607284392651514,0.8509556794797837,2.227365075130878e-07,0.0036951767127263,0.42192136377170975,0.5243250560841649,0.5542979345555814,False,0.516,0.7649384541128034,False
7,logvolume_shapiro_p,crash,False,all,1500,12927,1.3363440125396808e-05,0.0937448651275556,0.7336899558761228,2.227365075130878e-07,0.0036951767127263,0.42192136377170975,0.2739973698460586,0.29644977179546683,False,0.7153333333333334,0.7797572070438226,False
7,logvolume_shapiro_p,sustained_bull,False,all,500,12927,0.019631812794278027,0.3769457372786317,0.846317323582418,2.227365075130878e-07,0.0036951767127263,0.42192136377170975,0.5378338361568809,0.568890670689255,False,0.522,0.7649384541128034,False
8,skew,all,False,crash,3000,6275,-0.582911803593546,0.0275509406420909,0.6004599921121173,-1.4098056581825915,-0.1346127278464237,0.608257937611293,0.18947011952191234,0.20604555112881806,False,0.869,0.7856861838305317,True
8,skew,flat,False,crash,500,6275,-0.4283155650284904,0.0586800509441892,0.5857827195556655,-1.4098056581825915,-0.1346127278464237,0.608257937611293,0.2516334661354582,0.28742828685258964,False,0.862,0.7649384541128034,True
8,skew,bull_trap,False,crash,500,6275,-0.43727550081924127,0.08738677544034135,0.5988217957471209,-1.4098056581825915,-0.1346127278464237,0.608257937611293,0.2615617529880478,0.2968067729083665,False,0.852,0.7649384541128034,True
8,skew,crash,True,crash,1500,6275,-0.6736297226986291,-0.0266359945059937,0.6022135926892556,-1.4098056581825915,-0.1346127278464237,0.608257937611293,0.13710491367861885,0.160397609561753,False,0.88,0.7797572070438226,True
8,skew,sustained_bull,False,crash,500,6275,-0.42289617520394257,0.066556142407805,0.6114065792133135,-1.4098056581825915,-0.1346127278464237,0.608257937611293,0.2536334661354582,0.2856203187250996,False,0.86,0.7649384541128034,True
8,worst_over_best,all,False,crash,3000,6275,0.5961659917677057,0.9670318795765467,1.526178197441746,0.6438882072896294,1.1069596677857958,2.1045154442808793,0.17642496679946884,0.1958698539176627,False,0.8286666666666667,0.7856861838305317,True
8,worst_over_best,flat,False,crash,500,6275,0.5887956021204657,0.9560401946490971,1.5043300251448897,0.6438882072896294,1.1069596677857958,2.1045154442808793,0.1957290836653387,0.2314278884462151,False,0.798,0.7649384541128034,True
8,worst_over_best,bull_trap,False,crash,500,6275,0.5606120208960343,0.8780716062519086,1.4830151174846675,0.6438882072896294,1.1069596677857958,2.1045154442808793,0.2561513944223108,0.29324183266932274,False,0.77,0.7649384541128034,True
8,worst_over_best,crash,True,crash,1500,6275,0.6620318229986726,1.0243582375168105,1.5674476340595966,0.6438882072896294,1.1069596677857958,2.1045154442808793,0.14173439575033198,0.16521487383798142,False,0.8786666666666667,0.7797572070438226,True
8,worst_over_best,sustained_bull,False,crash,500,6275,0.5444973053935092,0.8953005588968005,1.4216555594731617,0.6438882072896294,1.1069596677857958,2.1045154442808793,0.25988047808764936,0.2974880478087649,False,0.768,0.7649384541128034,True
20,mdd,all,False,crash,3000,6275,-0.5974090225511771,-0.3651075227952759,-0.14629622079621254,-0.5396630073255964,-0.3065824908413777,-0.21634317548187626,0.24745019920318723,0.2624332669322709,False,0.508,0.7856861838305317,False
