Model,Agent_Type,Scenario,Seed,MBTI,Day,p_intended,predicted_persona,correct,p_ENTJ,p_ISFJ,p_INTJ
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,55,0.9987251,ISFJ,1,0.0006755105,0.9987251,0.00059938646
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,56,0.9987477,ISFJ,1,0.0006420917,0.9987477,0.0006101441
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,57,0.99889356,ISFJ,1,0.0005481453,0.99889356,0.0005583662
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,58,0.9987534,ISFJ,1,0.0006584729,0.9987534,0.0005880923
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,59,0.9981097,ISFJ,1,0.0009929368,0.9981097,0.0008973551
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,60,0.9982255,ISFJ,1,0.00095864694,0.9982255,0.0008158308
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,61,0.9982838,ISFJ,1,0.0007866444,0.9982838,0.00092950364
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,62,0.99889874,ISFJ,1,0.000529432,0.99889874,0.0005717587
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,63,0.91082627,ISFJ,1,0.023331108,0.91082627,0.06584266
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,64,0.9946523,ISFJ,1,0.0038081803,0.9946523,0.0015395195
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,65,0.98480934,ISFJ,1,0.010514058,0.98480934,0.0046765744
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,66,0.99815303,ISFJ,1,0.0011031241,0.99815303,0.0007437991
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,67,0.99851316,ISFJ,1,0.00084160204,0.99851316,0.00064524397
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,68,0.0020796787,INTJ,0,0.018655626,0.0020796787,0.97926474
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,69,0.9988833,ISFJ,1,0.00054559566,0.9988833,0.00057105784
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,70,0.9987649,ISFJ,1,0.00063762005,0.9987649,0.00059755816
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,71,0.54292464,ISFJ,1,0.006452489,0.54292464,0.45062283
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,72,0.96770835,ISFJ,1,0.0024282648,0.96770835,0.029863367
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,73,0.99882776,ISFJ,1,0.000597271,0.99882776,0.00057495746
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,74,0.0035456596,ENTJ,0,0.9582001,0.0035456596,0.038254175
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,75,0.0036886716,INTJ,0,0.18080066,0.0036886716,0.8155107
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,76,0.99884003,ISFJ,1,0.00052195654,0.99884003,0.0006380105
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,77,0.9988194,ISFJ,1,0.0005897434,0.9988194,0.00059079996
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,78,0.99285114,ISFJ,1,0.0057474114,0.99285114,0.0014014937
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,79,0.99815327,ISFJ,1,0.0007234371,0.99815327,0.0011232223
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,80,0.9930189,ISFJ,1,0.0034977205,0.9930189,0.003483383
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,81,0.32558253,ENTJ,0,0.63155353,0.32558253,0.042863965
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,82,0.9959223,ISFJ,1,0.001649321,0.9959223,0.0024283943
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,83,0.010949881,INTJ,0,0.3931326,0.010949881,0.5959175
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,84,0.988255,ISFJ,1,0.008796695,0.988255,0.0029483112
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,85,0.22209321,ENTJ,0,0.71680814,0.22209321,0.061098564
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,86,0.8177083,ISFJ,1,0.17118828,0.8177083,0.011103383
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,87,0.659505,ISFJ,1,0.06964057,0.659505,0.27085438
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,88,0.9984523,ISFJ,1,0.00071049406,0.9984523,0.00083723763
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,89,0.998705,ISFJ,1,0.0006084562,0.998705,0.00068647874
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,90,0.013454029,ENTJ,0,0.9749009,0.013454029,0.011645058
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,91,0.9965424,ISFJ,1,0.0007642533,0.9965424,0.002693292
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,92,0.9988814,ISFJ,1,0.0005685587,0.9988814,0.00055000285
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,93,0.9975031,ISFJ,1,0.0009404511,0.9975031,0.0015564989
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,94,0.9988581,ISFJ,1,0.00052537594,0.9988581,0.0006165772
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,95,0.9829227,ISFJ,1,0.0051374747,0.9829227,0.011939817
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,96,0.99845636,ISFJ,1,0.000795473,0.99845636,0.00074815983
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,97,0.996269,ISFJ,1,0.0025249426,0.996269,0.001206023
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,98,0.9977715,ISFJ,1,0.0012765251,0.9977715,0.00095198245
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,99,0.99532026,ISFJ,1,0.0031771231,0.99532026,0.0015026013
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,100,0.998765,ISFJ,1,0.00063402497,0.998765,0.00060099934
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,101,0.37138456,INTJ,0,0.13942143,0.37138456,0.48919407
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,102,0.9980228,ISFJ,1,0.0012585418,0.9980228,0.0007186791
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,103,0.99770504,ISFJ,1,0.0014722396,0.99770504,0.0008227507
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,104,0.9975222,ISFJ,1,0.0010668695,0.9975222,0.0014109121
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,105,0.99879265,ISFJ,1,0.0006083814,0.99879265,0.00059894304
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,106,0.99802774,ISFJ,1,0.0011157447,0.99802774,0.00085652556
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,107,0.9983929,ISFJ,1,0.00094332715,0.9983929,0.0006637212
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,108,0.9986223,ISFJ,1,0.0006854106,0.9986223,0.000692294
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,109,0.006079988,ENTJ,0,0.9792612,0.006079988,0.014658783
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,110,0.99748105,ISFJ,1,0.0009821049,0.99748105,0.0015369059
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,111,0.9988275,ISFJ,1,0.00058421463,0.9988275,0.00058823376
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,112,0.9988563,ISFJ,1,0.0005611038,0.9988563,0.0005825857
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,113,0.006322139,INTJ,0,0.49096748,0.006322139,0.50271034
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,114,0.998577,ISFJ,1,0.00077153486,0.998577,0.00065146945
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,115,0.9986487,ISFJ,1,0.0005935937,0.9986487,0.0007577105
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,116,0.9984837,ISFJ,1,0.0008221472,0.9984837,0.0006941884
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,117,0.99786645,ISFJ,1,0.0012880161,0.99786645,0.00084559456
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,118,0.39737296,INTJ,0,0.03386484,0.39737296,0.5687621
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,119,0.99736136,ISFJ,1,0.001632719,0.99736136,0.0010059696
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,120,0.9979109,ISFJ,1,0.0007978868,0.9979109,0.0012911937
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,121,0.56209826,ISFJ,1,0.1298045,0.56209826,0.3080972
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,122,0.24540044,ENTJ,0,0.7416008,0.24540044,0.012998729
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,123,0.9982468,ISFJ,1,0.0010013632,0.9982468,0.0007519014
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,124,0.9984664,ISFJ,1,0.00081328274,0.9984664,0.0007203382
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,125,0.99882823,ISFJ,1,0.00058729167,0.99882823,0.00058446196
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,126,0.9956571,ISFJ,1,0.0016814985,0.9956571,0.0026614715
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,127,0.9985807,ISFJ,1,0.0007674502,0.9985807,0.00065188453
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,128,0.9974861,ISFJ,1,0.0012587605,0.9974861,0.0012551572
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,129,0.9989249,ISFJ,1,0.00052308285,0.9989249,0.00055203994
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,130,0.99865675,ISFJ,1,0.0007475282,0.99865675,0.0005957536
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,131,0.99887437,ISFJ,1,0.0005638196,0.99887437,0.0005617444
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,132,0.33653468,INTJ,0,0.017523391,0.33653468,0.6459419
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,133,0.99105036,ISFJ,1,0.006774147,0.99105036,0.0021755379
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,134,0.9953759,ISFJ,1,0.0029512802,0.9953759,0.001672865
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,135,0.99795663,ISFJ,1,0.0011941033,0.99795663,0.000849236
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,136,0.99798524,ISFJ,1,0.0009126417,0.99798524,0.001102084
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,137,0.998538,ISFJ,1,0.00083367375,0.998538,0.0006282736
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,138,0.9988293,ISFJ,1,0.0005933054,0.9988293,0.00057741377
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,139,0.99771994,ISFJ,1,0.0011755698,0.99771994,0.0011044368
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,140,0.99874014,ISFJ,1,0.00067600724,0.99874014,0.0005838207
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,141,0.9985649,ISFJ,1,0.00070648646,0.9985649,0.00072869414
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,142,0.9972554,ISFJ,1,0.00075724535,0.9972554,0.0019874028
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,143,0.9985935,ISFJ,1,0.00061350974,0.9985935,0.0007929327
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,144,0.9982779,ISFJ,1,0.0007903036,0.9982779,0.00093180744
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,145,0.9981066,ISFJ,1,0.00092837046,0.9981066,0.00096504326
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,146,0.99097365,ISFJ,1,0.006059156,0.99097365,0.0029671965
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,147,0.99846065,ISFJ,1,0.00090376165,0.99846065,0.0006356078
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,148,0.9593785,ISFJ,1,0.02169347,0.9593785,0.018927999
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,149,0.9986966,ISFJ,1,0.00059414434,0.9986966,0.0007092278
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,150,0.0030199287,INTJ,0,0.034566898,0.0030199287,0.9624132
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,151,0.99777764,ISFJ,1,0.0013174288,0.99777764,0.0009049695
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,152,0.99875486,ISFJ,1,0.0006394167,0.99875486,0.00060568814
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,153,0.9984132,ISFJ,1,0.0008598126,0.9984132,0.0007270163
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,154,0.99876046,ISFJ,1,0.0006455468,0.99876046,0.00059397955
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,155,0.99790716,ISFJ,1,0.00072816276,0.99790716,0.0013647351
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,156,0.9969518,ISFJ,1,0.0012320218,0.9969518,0.001816081
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,157,0.99861956,ISFJ,1,0.0007396769,0.99861956,0.0006407474
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,158,0.99856997,ISFJ,1,0.0007999083,0.99856997,0.000630122
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,159,0.9984554,ISFJ,1,0.00067229185,0.9984554,0.0008722393
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,160,0.99830294,ISFJ,1,0.0007405231,0.99830294,0.0009565122
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,161,0.99742186,ISFJ,1,0.0015081912,0.99742186,0.0010699645
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,162,0.9986981,ISFJ,1,0.0006647528,0.9986981,0.000637062
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,163,0.99803144,ISFJ,1,0.0010457031,0.99803144,0.00092283316
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,164,0.9983247,ISFJ,1,0.0007264154,0.9983247,0.0009489154
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,165,0.9981687,ISFJ,1,0.0006700502,0.9981687,0.0011612029
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,166,0.998362,ISFJ,1,0.0008124203,0.998362,0.0008255155
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,167,0.99779665,ISFJ,1,0.0012974913,0.99779665,0.0009059133
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,168,0.9974716,ISFJ,1,0.0013216782,0.9974716,0.0012068208
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,169,0.9983224,ISFJ,1,0.00080622436,0.9983224,0.0008713392
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,170,0.9982462,ISFJ,1,0.0008390893,0.9982462,0.000914713
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,171,0.99862134,ISFJ,1,0.00076373946,0.99862134,0.0006149104
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,172,0.986312,ISFJ,1,0.006586603,0.986312,0.0071014753
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,173,0.99880433,ISFJ,1,0.00059850694,0.99880433,0.0005971056
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,174,0.9053011,ISFJ,1,0.08197832,0.9053011,0.012720597
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,175,0.9987791,ISFJ,1,0.0006073574,0.9987791,0.0006135336
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,176,0.9985954,ISFJ,1,0.0006297041,0.9985954,0.0007749154
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,177,0.99787307,ISFJ,1,0.0011653386,0.99787307,0.00096153724
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,178,0.99852824,ISFJ,1,0.0006045309,0.99852824,0.0008671786
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,179,0.9984414,ISFJ,1,0.00094121945,0.9984414,0.00061733444
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,180,0.9987381,ISFJ,1,0.0005427774,0.9987381,0.0007191558
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,181,0.9965527,ISFJ,1,0.0022667984,0.9965527,0.0011805425
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,182,0.99822265,ISFJ,1,0.0010602393,0.99822265,0.0007170908
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,183,0.99864715,ISFJ,1,0.00058849814,0.99864715,0.00076437596
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,184,0.9988569,ISFJ,1,0.0005660847,0.9988569,0.0005769739
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,185,0.9987072,ISFJ,1,0.0005784394,0.9987072,0.0007144033
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,186,0.99210936,ISFJ,1,0.005624382,0.99210936,0.0022662948
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,187,0.9980445,ISFJ,1,0.00097442884,0.9980445,0.0009810783
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,188,0.998473,ISFJ,1,0.00092671707,0.998473,0.00060023036
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,189,0.9984883,ISFJ,1,0.0008203121,0.9984883,0.00069131044
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,190,0.9986185,ISFJ,1,0.00065897853,0.9986185,0.0007224826
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,191,0.99830186,ISFJ,1,0.0008737801,0.99830186,0.0008243157
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,192,0.9987576,ISFJ,1,0.0005703748,0.9987576,0.00067207275
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,193,0.9986727,ISFJ,1,0.0006061612,0.9986727,0.0007211704
meta-llama/Llama-3.1-8B-Instruct,memory,flat,456,ISFJ,194,0.9987041,ISFJ,1,0.00058991904,0.9987041,0.0007059414
