i,raw
13,"{'signature': 'EtgCCpABCBEYAipAKyDFdjpVNlxeZ75QIppeirvjA0bVRk9J2U9HdyL7ZF1ykNysdfcfZ+Osj9zbVobnCqsVEQmjtH7gHWS+EJUazjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAdOeitUGEgx3h2mQ9sgH+XgV33gaDHzA+nhrc7SD6xy5oSIwT7tNrLw+cKMxmihTKfQ5qDX5/D3rdD62p+5ecEdYTXXpY0vBJ2qaA3ZJrPAKVXgoKnVW0bxySAZpxdp7+hN/rugDZ9hiGHSNBul0PMsEPmk2EDJXkCXP0UdhaIzEJjpHTVOdNqTQ1+vE2TFfYPhfg736LuIhmWerhZjsfKF+z7wf/fsO/oLiq6kwGbDwcIbBndNH5/ZQkwuNypKlZFC+/VDrT7OEnOQYAQ==', 'thinking': ''"
14,"{'signature': 'ErkCCpABCBEYAipAIE9HwrVyq2BtUIULMDVtV/qfiudmzPgZEp+fnqqsqm8R6G6TXJ0G+/I97pWsV1mmUTSFjqOB2QPISa9IRMru3zIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAdWeitUGEgyNuFkFmNgU1ZCXeIsaDEZx+SxZRhJY6ijhDSIwhPJvsqZMrLvEmyn2f7BRy1Xtrx6KkR1/FombxoNqNZTKMynoerYxiXbctGTn88OeKlaWI+rCuM57M/BpKqdD/r2z+XCx+u4samDYna9vyTUVX8hE1j27n4P0rdYLl0OsFT0RrrJr0aUyVSMxhwwAIPLVvtx9ImF3ghWXXjM0d+LV8GEWP0IktRgB', 'thinking': '', 'type': 'thinking'} FAIR"
15,OVERVALUED
16,"{'signature': 'EtYCCpABCBEYAipA2NqkBwsde7K06Xdp+zIEf6FRodNVvDf+iXgekIxVEMgzbFo8lma1p7TE+WB42Pe6eUUcNZE1fVzExgCR85JLnTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAdueitUGEgzyEI88d1JFPLgfOe8aDD2AxhbJl/KQz4NO2yIw1kzkw/odhWiqaBXtQgkWXWEDQFmvfzx6YzBRrB1Euo9sWK9nL9dhhPVDDtD5EPB2KnMlpZi9cWR2ziNJ9pnxR+18eSZloeOFFmvT9JLN7TM4rlJq0lqBPXIHLjUpE6KIKwLBr8MUOMyegX6rj28rgWox4OABked4PrVv08Z18V1wxey6EWZgzu1rlHqvzR29JZQyJMgaVxxnj6t8G2EhqJcRhi8DGAE=', 'thinking': '', 't"
17,UNDERVALUED
18,"{'signature': 'ErACCpABCBEYAipAhgkdtxsEcHykxNH+sQ63+v4v8QfqIIz3gEVWKtxjF5JuV7RC+OKnFjIToQIIophv1GeWNVrf4lg0duetScgKqjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAd+eitUGEgxIZGhG29+I3kucc6UaDCL+bk0LApV+z4UFqCIwsJfjHOGkQvtZha5TtN1J3Imx+2zPiRrdaXWIZO0tUWQnyVryS1o0ZNZm8bREZVIGKk0SxnrnXY7LzJ2fvpE1AmkFEDfE5WvJuwVcxo7iMUs8GuY1nnWsioRSMu7iZcnXwSffcO1YLfGu7Adr6W9DmvCepveb+2J/L8/7X6bbfhgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
19,"{'signature': 'ErMCCpABCBEYAipAlPY7Y19YZwwO6IbbzPP0qI5QGKyp/C/8Cq/BZecFugL+2Cq3I9wtdVRgpOhHDQeEGBExxoms3lq0fvbzeUSiTTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeCeitUGEgxr13h+6vOeIAuT8hwaDC2fRvlC4hnAmsQtTCIwcNY/cD0csgD5hb7Mq0VFdH0Kl5um8FvdnP9PD48iw6tOxkxqFzSSQkosQ8hQ7IWyKlCrCJgenl1c/e2YSz3wZk5jbW+dNhTwPEnn2tz02kb108CPyGjjumkhopwHTMZrowvVY9AcBP8tbubM0lBLYBXPyKf6bnEZ0oku8nD0o3s+hhgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
20,UNDERVALUED
21,UNDERVALUED
22,"{'signature': 'Eq8CCpABCBEYAipAoK9y3grIo2QIJCJKf87ccy3ns5BeG4dWD5VlJrbZS+4Nm84y2BRtXuTsXBQeP1IKfGKPxElDKkKpQOVGR7e6NTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeWeitUGEgwSjCby7Mc0xJ7mvvsaDKgXVvrLskMxjQ+5sSIwFoSa3ZFnTgzIK+UGkV0Yy59yQ3LVXVwKK1EOoxnJV44tdw81z2Y8wav7jZWwJcfYKkwYrACDiiGwGPjGfTmclJpBXg4Pnjr4Ct0pdQd3XIIIkuLwc8STsRB9cyoKz3d6+GRdbZ5lPTZeexFHzZnHL0Jxdi6qDgoL/wQDD9cKGAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
23,OVERVALUED
24,UNDERVALUED
25,"{'signature': 'ErQCCpABCBEYAipA/EvY82aNydUp91yvSVSADqQvDKUtfg5mNDjhq3hjUBU/oKWZsFsJn6Q7P7iKh7GkLsl2T1F9l/6/boqSXzOSXDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeqeitUGEgx4gmkCL3ONrqbC7K0aDLKzvOBsg0LgHbi8QiIww3qcTy1GeRClGHfxsGdZyRslF6+9Bimv5RX3BzKsxsvHOfalp7u5tXpXMMr8YWxwKlEcvrCNXzu9S5JE/YXlA0qoAyOuNTCqCHoACjIC50NWm2r1gyjearG+kmNJQ87IZMFOcCRRLQ6tbAZ23aBodlUZHOO+2FnmoYntagma/28hFKcYAQ==', 'thinking': '', 'type': 'thinking'} OVERVALUED"
26,UNDERVALUED
27,"{'signature': 'EqoCCpABCBEYAipAN8785+3QrOUerXSLQFRudlDxWQJPg/0DyDHrzKkEB7GMvxKgWs0IkHATCpCAwu7ljb2UCAyNlIaQb7b6JWAB3zIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAe6eitUGEgw79iahdxZGcKLI9zwaDONWbF5NqfyXIEgIyyIwyBfELN6tIyyQFxXU1G0NNU31REQ9/ahiXmg8t3bbD26kn/pu8G21lP/vEh+wMDX3KkeCICPGYyf7EXblLTVzOUaYfrecoP1cokh95lkY5zz+LO2+G3rkQL6ijoGpR55mUKpJayX2WgRonAC4uGoid/H/VP1oajlXUBgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
28,OVERVALUED
29,{'signature': 'EvQCCpABCBEYAipAmZ3JwhqD8Jfq8jUZQKVSH3sBR/vSAj+BCTnsGTs7UZSQCqHs/YGzTvm/YcqRdciOkIRJuJFma/+vF4rLlVoapjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAfKeitUGEgzbTnJgXRKB625QzmIaDGcJH9HJpjoDAXI5/iIwFkn5l1IxUQf2uG/o4tVdfGq1L2AvPTzqeaFaYorutsiw6YGml+xbP0ONnInHOSxUKpABoHXGiw54K4ehSPbxwEWdYESaYeaSDMbLNfwSeBFJ3adu9LJio4ulwUniSvJUeFZujZSi+vuAUivtwDjesMXUlozteq/pUtC9ug47X9Qx6YmsejjWWxbMAtjJCUxa/Juyn+ytQaqbj5eJz/i4ShGQstwCe1mJ4fvkm/7oGTmwP5QQsKRqk
30,OVERVALUED
31,OVERVALUED
32,UNDERVALUED
33,OVERVALUED
34,UNDERVALUED
35,"{'signature': 'Eq8CCpABCBEYAipAoMySb2IIpdyKyH9Zc7f4LJj03R/ERAObDuJbKQnEcQmMgLinKG0jzBTOnr9Xj+0uLgHRrzzTRmw8+bLDdnbEWzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAfyeitUGEgxbyXYXOZ0LO6dBnokaDAKrOKW4UE3LBAFD6CIw6VLJOO5KJhycHMuYM+HD+M/HiZAdDAmt4tHI/PGdEAE3B/OLtQFY9R5vP9jppOrDKkw8V1GZcTpuceI+VNswURVHZeWgDoKXzNK6clN5iNxEm9zu+SjM+jFyeh88bvxsFCKChR4zxl8x3fof8OUbKWBadNUtmBto38WYYED0GAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
36,OVERVALUED
37,"{'signature': 'ErYCCpABCBEYAipAe0QM2MfgjR9RQatiB5ZPV77AzVFyXCY6tc6uexloRYITh4Edp1LPHTEisTPKcUQRgz6bNb3R6MRUcsOeyn2zFzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYCfitUGEgwtu2p/iI4bfbMxusQaDMo1KK9nSBfl2erobyIw/ZWjH1wdTOT4Qrs0m85IdN9FNJEMEMIxyGRuHC3JPUh4QU1duK/LFNVYHJLuvs8cKlNssW64+a7Px00vQCBJNY/+Yhiy9TD3v8/pC0Ryr8WR+8Sv1NDaTPffwclLQc0iyDAtG4ucRYx0kNg0JLY5m0u58aA2QlTYLeO1Q/zsQwRW1u3xQRgB', 'thinking': '', 'type': 'thinking'} FAIR"
38,"{'signature': 'ErYCCpABCBEYAipAgt0VRWvbF9Qm9sQ8RaB5wN4g9l9zqrMkUW15YW3ELA7ABvtFGl/C552of8XdOq7/O0VPogMlULG3Ir4npPKiUDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYGfitUGEgyNWyC7XIEqdJi3F9AaDNlItn9X5uVnJOBbTSIwmMHrjgB5FtXKzjdIRtHvyNYpm2Wv+VYINZ6dLjwlWpvfcUkDlrhvxxE0/wQT6MAiKlOH8z3uuZJVqjZdJh5fNZqKBjWQDtNcUyLCHGyl2O0ET0D4TKK9X3PO3vIMkc4SGwGW+G4Ko9mDWXd6ucJd1NiqyxjYVA3aXazQ2mrR/nbY6rVgohgB', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
39,UNDERVALUED
40,OVERVALUED
41,OVERVALUED
42,"{'signature': 'EsYCCpABCBEYAipA5DAdJXSnvLfCiGnz8nSr9rQKjtSUsGaDgvIJvGwF8PvL88g4n/gu/WzGhaE3WARbx9VxIn+s0DCAlUw2V0u2jzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYifitUGEgzCB0PXmsEq46+oMjcaDOzgZf0nvBY2tcPprCIwmUf2eSzIB50KfO6ERuyFKTUILSB/t/vroOKR9MnbTUsmmCT+ek3An8JXYNvkGYvRKmNF4Y308FzCmKwlSMAQ1WQHftzineew3897HUgyHUSRgj0bjmE/p72wLzw2NwAV4pvIm8PZ8qeHyfpb1dXk5+qY+THBsNdyVpUX5X22Qi+/fiOycWa/EpaW0Qx70RTJbp0L4lkYAQ==', 'thinking': '', 'type': 'thinking'} UN"
43,UNDERVALUED
44,"{'signature': 'ErACCpABCBEYAipAqalUlzQP0/XvleEmW6BQ40WFoOC6Xi7g5FMUh/SUWHAWI/yI6JV0o1c+QMv2uFE96lAL69DQo7WKXvi02e89HDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYyfitUGEgzBNj6e0X8QXlaW6kUaDDLeqW/8oDkl7rk3CyIwVUPAuVidOaQnL64GiUzPtwNfk6AOEIfkTSjwpiFulgQeszBZPv/w4qY988dDSJ3dKk0yb60MUIwsekk2LD/cweH5hSaA9iDngWIgrkI0eba26ExmWi3qp5BQC3/b6wvMyRS/RgpNqIN9KQf2VNbsm98KG8BxkelgAV1uiVZL2xgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
45,OVERVALUED
46,"{'signature': 'EsYCCpABCBEYAipA5c0vHvYfSN8iNNlKQ+wfkms3AZQGDPAWNl154jRyryokuaPomULkBB5pK78Bj3iYmNo+MbYSJdmgURVp4ngIuTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAZCfitUGEgxk8IQnhXCqviXg7eUaDBtPgCLHmRAYBnB+6SIw5d50yDBTZiYGd+jB2LLDTmD1Nh2ftUDuWCBdILD03TjR0Xp2kdkmXYJiDIK2Bq3pKmNDLjDg2JgNQd+MdB9SoTpvcXKIdMYMBWUWAs3uXQQSm4EjmiDsQF/+laKJFFH/K4tp6saB9Te6c4F3qblRtxoZk9NPJCGKpyh/GIJ4eU7fbkBt80PF3oIxBuOQ/ip4Hk5G0MkYAQ==', 'thinking': '', 'type': 'thinking'} UN"
47,UNDERVALUED
48,OVERVALUED
49,UNDERVALUED
50,UNDERVALUED
51,"{'signature': 'EroCCpABCBEYAipALyL08XQuE6PGFsQMnLfxQk+TyCaCn9Z548nsMJgbhRAHju5OJZIrL4qLAsasrnL+uTaZJkAPw/Oe8iKhM62/YTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAZmfitUGEgwTvY2XQG9+LF1lsw8aDA4XXOOMzLwuSRpf8CIwwSawMadbPRfGfJQrhALLN4kpjndGt5VP+O9m3iQ9CQqiqfkuLKOV+Mm0kc/zT3RVKle+gWwdeR/yOxQmL9Hu/SQbjTFVUVg3C7pfeWthcSErSDztkWNgRiuFonZaXajoG0vmvIkXa6eYxqrHBLCmIjEXkwVPe1h580zlW6Ua8fdV8LEKZybgJOcYAQ==', 'thinking': '', 'type': 'thinking'} FAIR"
52,UNDERVALUED
53,OVERVALUED
54,UNDERVALUED
55,UNDERVALUED
56,"{'signature': 'EsACCpABCBEYAipAIkOmUUzVUfJ19GirCwf33bF304OmoSTb34Ve1v3ugTXleTi5JYIeU/KNkKNWCxnwJy4sJ53+YBf5NW64PKOsvzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAaGfitUGEgxhorDr3L2x6FHKpwQaDGDg5UFZf3p9rj5+ryIwlOOJHVeSxyILyS7+QhOzqT346NZSp1j1GPk+cEPt9y7jWIVnagSKaogk41PbtmQGKl0CVrr2SPRhhGvBKQglJT0g8BxfaLIf/4kZv8IqyPky2ORKd9fdl9EVwFvIgDr9Y5f94BWW4sDUgHB8gGPwwIbEgIUpnUo3UUw338V9jSfUCZkegdb4NpBti7KTguMYAQ==', 'thinking': '', 'type': 'thinking'} OVERVALUED"
57,OVERVALUED
58,UNDERVALUED
59,UNDERVALUED
60,OVERVALUED
61,UNDERVALUED
62,OVERVALUED
63,OVERVALUED
64,UNDERVALUED
65,OVERVALUED
66,OVERVALUED
67,{'signature': 'EuEDCpABCBEYAipA4jkz69k3KPJ6C7NYURpNDvCajnAeuVRU+3OizZzNDG+xUKn4PatjH/BCT12AfRzSiQi1xaMyKmBX5lAOdUlN2TIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAbSfitUGEgxlSo1BV04xVBUOLBcaDACuqI1K/r31V2z/ACIwv/d4akRmnLKU9h6ZS2aF659LgCSgimQrvuyTxl8kRvbrPnyQxAqm+fDFepNur+9kKv0BFQdQVgF8oeBdMDJjVAqUcUbsOSPOvCQIL7iJyqzV6BS8cq6ciHx+cCC8K8kZ8u48V/OXLMs5twGfp10G8GRQcAjFj29EN10E99oPkcqY5EvsNI5bD3yFOzebVhPlf0CiD3EA51IS2PL+TKy+g3JfEK75M5wl/WkSlShi7ddiQAhwhghaI
68,UNDERVALUED
69,OVERVALUED
70,"{'signature': 'ErACCpABCBEYAipAH20jKWJG1V+tCwv4rysHdTtAkgrtRJ6Sid0If17p3jVCkHblmfBUP/loc/0z5T8uCCz+dqctkf5mKN9AL2oB+TIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAbmfitUGEgw6TQP0a7v2OJdZOg8aDEFQLM8VGXxPleFjFSIwLq2XuahipdkFDJoPgJ54jWaG3hxhMFLyxPfVgZo8eHetC9lcF8U6+CLFHuL38BJrKk0u4UAUwisteZFHdx3o3TydTOwrAuNwRui3UjK3UXIhB7bML076piINpSQ7S1bK6LzbfSGdbMGgUi1q891kAVb4Zfqp6gumOXOGXqbhZBgB', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
71,UNDERVALUED
72,OVERVALUED
73,"{'signature': 'ErQCCpABCBEYAipAKRqpRD/uxYWbfmiQaAyBhhMzgITRWgiCRaqBBeBcTnn2uEmwRfjqvtBTMNTO6GIrA29T8EGQodCGR4tROZreTTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAb6fitUGEgxsFBhxJDg/zHmDvIYaDN3/N6BQFt/nuogGESIwH7EMgQrjo8q/ANGMRzbB97kczGfdUkDmg+ZUIrHB7Tqq4pQKKgfk/4uv2haTIhtCKlHBCTlk+c7lM5I+GzAby9df+nJcuiaI/4LhO21fVkB/3IcCDWggVgXT0DN59ogHDbrxPfo5osTdBD56RPwsWncHhkzd/uY7COD9gqfelVNgi6sYAQ==', 'thinking': '', 'type': 'thinking'} OVERVALUED"
74,OVERVALUED
75,UNDERVALUED
76,OVERVALUED
77,"{'signature': 'EqwCCpABCBEYAipAYTPfyglMNYOc4u7WWPacqHinGpcVhDhzMdO7bOsbTDShmDr8Pia5Gh3fUmq/TVB1WSU3h6e1ib7Nq8QCLXRBzTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAcSfitUGEgzk+g3SYsl50sqlZIgaDBZHpmAl+WvDR7jQbSIwYqJ9Ar41y9Y+LyJRSp8iWgU5b4GvGUIwiNm47nlaCBWm+RltaK7+Z+vAbwYCTEh+Kknx1OOjKkBQFd28wppESHfRl5gv2QU29Jwu7H0KNecdosuSV0QxlnvHBxlyx7gi1nPNoBHpVmXqIja69R8Ita+0b3VvsvhJdbA2GAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
78,{'signature': 'EugECpABCBEYAipATb0h2bxudHHrR+K17ReY/BilUcW9FGWymAVlV27M8u2pF/rFQjmFCmXAqx8gU/AIEUup+Anyf4Kh9zHj4F7eJjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAcifitUGEgw+XLe9OeFOJWt9yI0aDEA8HSm16UZEqfFucSIwfnJ4G165qRNhsCfSxnGXNMi8Ohyn9yAvu+SuCA6IS19S/cJAFY/HYRg/HLLrFz/hKoQDbQM91xwk7l8l4FtxEmPwb4lK1ps4UEJiic1WsEIxGLSqRr0IiUxlq7KOrHI5RCizdAB0rhRNsJ7chZwOgaQT4uKf+F/T+vFy3kHvrx9zqMNfKQfHe07/cVNjJbJiqvJCgsohIjt0EAuULShkseLhZHP3RB97YuC6+zGSOGtedp5T06z83
79,OVERVALUED
80,OVERVALUED
81,UNDERVALUED
82,UNDERVALUED
83,OVERVALUED
84,"{'signature': 'EtYCCpABCBEYAipAiHJ60kR0dyRuqb7FCyAuL5Twp6YQ4R5m6jbGnIVujjBcUzIQ+bnAGLZyK3g1LtAvhinRycvqCNT44fn3yMWP7zIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAdifitUGEgy4ex9WvT57D26/rzgaDODV+bDN3Z8pUzq8PSIwQu+c2f91nyTEf6SQJ1kEw4cGcW9bZpRCkLJuobKNVmutqVY4z1KJYIJpNBGUUW4IKnNyeHa9hlM9imh6oiP227bFRMXhvK2qJ4n97NAcJR+sK7mU0lgaV4Ufe58d3isnzT8QyFgi17llgaDV8VxzCa8Chu3P8dfDOsHHKYF9yrhEUkyqmyOWfWNLmf6UI5aUqupPmu1/lkhJ7MBunjnMEmxUfmVdGAE=', 'thinking': '', 't"
85,UNDERVALUED
86,OVERVALUED
87,OVERVALUED
88,"{'signature': 'EqkCCpABCBEYAipA+5vTghS2k4kDC+NQ8NwJpauvS9ZF9wYSi0mokHWfEF8gYMDbyC+6VNHqwTvge0YtjaV+Um+QbQTn2W5lHOhiRjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAd2fitUGEgyPndxUOhIRlpZgyeMaDHvW7s62eWIdeXiE1iIwkeqGtrwX83K1RAdVJYq0gty0g2iYrDdpbyuIwHtpGz9YdCDj8tT8H1oTASjcZ0OBKkZfVjprrq9c5edCdmfPn0fCmK/+tBdMYjgZNDsE1+Kl4s5h7ue8APGiYPiDGx3onh9Gsga4TKSZFxoQtj+opO3MGH9L8vXGGAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
89,UNDERVALUED
90,"{'signature': 'ErkCCpABCBEYAipAIWv1k09CtC9w2RtJwi4CpygXjBQHcxoCWUDVYqm8Pvab/QXqJtuDMeqp8DuW8ydazTxCd8PRYuDc0NoE6D6QHjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeGfitUGEgzmBQ2EAq4g/fgtdQYaDOQIoJQAWmn0H4wrkSIwFAPrf4lxeA74F3sOA49WdL1o4BJw425Q5nGwYmZmJYVNKFbUt46a7KagRW3XqLwZKlY1LhgXQFsqFY6bM4hJm8P94HvFcDuk/ipk5QI8MivUXC/dxm8LIF7uPCYqUyvHPeJLMmPL6GLObtLItmV12JLA+6N7Age/AlpD5TNwELYiUjsp9h98hBgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
