i,raw
53,"**OVERVALUED**

The price of $44.17 trades at roughly 4.4× the analyst fair-value estimate of $10.09 — an extreme premium that dominates the other signals. While the trailing P/E of 9.3 and 5.81% dividend yield superficially look cheap, those metrics are backward-looking and inconsistent with the analyst anchor, suggesting either collapsing forward earnings, an unsustainable payout, or a price detached from cash-flow fundamentals.

The technical picture confirms this is momentum-driven rather th"
54,UNDERVALUED
55,**UNDERVALUED**
56,OVERVALUED
57,OVERVALUED
58,OVERVALUED
59,UNDERVALUED
60,OVERVALUED
61,UNDERVALUED
62,UNDERVALUED
63,UNDERVALUED
64,OVERVALUED
65,UNDERVALUED
66,UNDERVALUED
67,OVERVALUED
68,OVERVALUED
69,"**OVERVALUED**

Price ($74.64) sits ~30% above the analyst fair-value estimate ($57.21), and the technical/sentiment backdrop (price below both SMA20 and SMA50, negative trend regime, MACD below zero, negative news sentiment) offers no support for a premium. The low trailing P/E of 7.3 and 5.1% dividend yield look cheap on the surface, but with 51.7% implied volatility and deteriorating momentum, those trailing metrics likely reflect earnings that the market expects to decline — a classic value "
70,UNDERVALUED
71,**OVERVALUED**
72,UNDERVALUED
73,UNDERVALUED
74,UNDERVALUED
75,UNDERVALUED
76,"**OVERVALUED**

Price ($34.68) sits ~66% above the analyst fair-value estimate ($20.94), and momentum indicators show late-stage extension (RSI 62.5 with MACD crossing below its signal line) amid deteriorating news sentiment (-0.56 vs -0.21 5-day average). While the trailing P/E of 10.1 and 4.3% dividend yield look superficially cheap, the intrinsic-value anchor dominates: the stock has run ~12% above SMA50 in a stretched trend, suggesting price is discounting far more than fundamentals support."
77,UNDERVALUED
78,OVERVALUED
79,UNDERVALUED
80,"**UNDERVALUED**

Price ($153.30) sits ~17.6% below the analyst fair-value estimate ($185.97) and well under both the SMA20 (168.25) and SMA50 (166.25). RSI of 32.6 signals near-oversold conditions, and the sharp positive sentiment surge (+0.37 vs 5-day average) isn't yet reflected in price. The elevated P/E of 36.8 is the main caveat, but the discount to intrinsic value dominates."
81,**OVERVALUED**
82,UNDERVALUED
83,OVERVALUED
84,"**FAIR**

Price ($31.78) sits ~1.7% below the analyst fair-value estimate ($32.33) and essentially on the SMA20 ($31.86) — a gap well inside any reasonable valuation error band. RSI at 51 is neutral, and the modest discount is offset by a fairly rich trailing P/E of 30.5, so there's no compelling evidence of mispricing in either direction."
85,"**UNDERVALUED**

Price ($17.94) sits ~8.7% below the analyst fair-value anchor ($19.64), with a mildly constructive setup (MACD above signal, RSI neutral at 52, sentiment spiking +0.41 vs its 5-day average). The elevated trailing P/E of 30.3 and 33.3% implied vol argue for caution on position size, but relative to the intrinsic-value estimate the stock screens as trading at a discount."
86,OVERVALUED
87,**UNDERVALUED**
88,UNDERVALUED
89,OVERVALUED
90,UNDERVALUED
91,OVERVALUED
92,"**OVERVALUED**

Despite the superficially cheap trailing P/E (8.5) and high dividend yield (5.48%), the price of $52.48 sits roughly 25% above the analyst fair-value estimate of $41.91 — and the surrounding evidence supports that anchor rather than contradicting it: a firmly bearish regime (SMA20 9.3% below SMA50, trend regime -1), deteriorating momentum (MACD -2.84 below its signal), deeply negative and worsening news sentiment (-0.48 vs. -0.22 five-day average), and elevated implied volatility"
93,UNDERVALUED
94,OVERVALUED
95,OVERVALUED
96,UNDERVALUED
97,**OVERVALUED**
98,**OVERVALUED**
99,OVERVALUED
100,OVERVALUED
101,UNDERVALUED
102,"**FAIR**

Price (64.07) sits within ~1% of the analyst fair-value estimate (63.48), with a moderate trailing P/E of 17.7 and a supportive 1.61% dividend yield. The bearish technical picture (price below SMA20/SMA50, negative MACD, downtrend regime) and high implied volatility (89.3%) reflect momentum and risk conditions rather than a valuation gap. Neutral news sentiment (0.07) offers no strong fundamental re-rating case in either direction."
103,"**OVERVALUED**

The price of $184.06 sits roughly 40% above the analyst fair-value estimate of $131.73, and the technical backdrop (price below both SMA20 and SMA50, negative MACD, weak trend strength) offers no confirmation of an undervaluation case. The low trailing P/E of 12.9 is the one mitigating factor, but it isn't enough to offset such a large premium to intrinsic value."
104,UNDERVALUED
105,UNDERVALUED
106,"**UNDERVALUED**

The price of $67.86 sits roughly 17% below the analyst fair-value estimate of $81.79, and the stock is trading below its SMA20 (68.87) while still in a confirmed uptrend regime (SMA20 well above SMA50, +10.2%). RSI at 52 is neutral, indicating no overbought stretch, and the mild negative sentiment blip (-0.03 vs. 5-day avg 0.16) with below-average volume (0.69x) looks more like a low-conviction pullback than a fundamental repricing.

The main caution is the trailing P/E of 45.1,"
107,OVERVALUED
108,OVERVALUED
109,OVERVALUED
110,OVERVALUED
111,OVERVALUED
112,"**FAIR**

The price ($157.29) sits only ~3.4% above the analyst fair-value estimate ($152.18) — a gap well inside normal estimation error. The trailing P/E of 27.6 is somewhat rich but not extreme, and the 1.26% dividend yield is unremarkable rather than distorted. Technically the stock is mid-range (RSI 48.7, price below SMA20 but above SMA50 in an uptrend regime), suggesting no sentiment-driven dislocation in either direction. Modest premium, no clear mispricing → **FAIR**."
113,UNDERVALUED
114,FAIR
115,UNDERVALUED
116,OVERVALUED
117,"**OVERVALUED**

Despite the oversold technical picture (RSI 27.4, price below both moving averages, MACD deeply negative), the fundamental anchors point the other way:

- **Price ($134.30) sits ~8.4% above the analyst fair-value estimate ($123.85)** — the single most direct valuation signal here.
- **Trailing P/E of 55.6** is rich in absolute terms, implying aggressive growth expectations already embedded in the price.
- **Dividend yield of 0.61%** offers negligible valuation support/cushion.

T"
118,OVERVALUED
119,UNDERVALUED
120,UNDERVALUED
121,UNDERVALUED
122,OVERVALUED
123,UNDERVALUED
124,UNDERVALUED
125,**OVERVALUED**
126,UNDERVALUED
127,"**OVERVALUED**

Price ($49.37) sits ~31% above the analyst fair-value estimate ($37.68), and momentum indicators (RSI 62.8, MACD above signal, price 6% over SMA20, 1.6x volume on a post-earnings sentiment spike of +0.64) suggest the premium is sentiment/momentum-driven rather than fundamentally anchored. The low trailing P/E (11.1) and 4.01% yield argue the gap may be narrower than it looks — but on the stated intrinsic benchmark, the stock is trading rich."
128,OVERVALUED
129,UNDERVALUED
130,UNDERVALUED
131,UNDERVALUED
132,UNDERVALUED
133,OVERVALUED
134,UNDERVALUED
135,UNDERVALUED
136,OVERVALUED
137,UNDERVALUED
138,UNDERVALUED
139,UNDERVALUED
140,"**OVERVALUED**

The price of $133.54 sits more than 3x above the analyst fair-value estimate of $41.51 — an enormous premium that dominates the assessment. Supporting signals:

- **Price vs. intrinsic anchor:** ~222% above fair value; even generous error bars on the estimate leave a large gap.
- **Momentum deteriorating:** Price ($133.54) has broken below SMA20 ($141.40), MACD (5.29) has crossed under its signal (7.76), and RSI is neutral-to-soft at 49.4 — the up-move that stretched valuation is"
141,**OVERVALUED**
142,UNDERVALUED
143,UNDERVALUED
144,UNDERVALUED
145,**OVERVALUED**
146,OVERVALUED
147,UNDERVALUED
148,OVERVALUED
149,OVERVALUED
150,UNDERVALUED
151,UNDERVALUED
152,OVERVALUED
153,UNDERVALUED
154,OVERVALUED
155,"**OVERVALUED**

The valuation signals are unambiguous: the price of $14.07 sits roughly 155% above the analyst fair-value estimate of $5.52, and the trailing P/E of 191.5 implies growth expectations far beyond what a 0.37% dividend yield and this profit base support. The bullish technical picture (SMA20 above SMA50 by 6.3%, trend regime +1, a sentiment spike to 0.61 versus a flat 5-day average of -0.02, and volume at 1.57x normal) reflects momentum and news flow, not intrinsic worth — and moment"
156,UNDERVALUED
157,**FAIR**
158,UNDERVALUED
159,"**OVERVALUED**

Price ($65.80) trades ~17% above the analyst fair-value anchor ($56.21), and the recent run (price > SMA20 > SMA50, MACD extended, RSI ~58 with fading sentiment momentum and below-average volume) looks like momentum-driven premium rather than fundamental support. The low trailing P/E (9.4) and 2.15% yield argue the discount case, but on the stated intrinsic estimate the stock is above fair value."
160,UNDERVALUED
161,**OVERVALUED**
162,OVERVALUED
163,OVERVALUED
164,**OVERVALUED**
165,"**OVERVALUED**

At $49.91 versus an analyst fair-value estimate of $30.43, the stock trades roughly 64% above its assessed intrinsic value — a wide premium that the technical picture does not offset (downtrend with SMA20 11% below SMA50, negative MACD, deteriorating news sentiment). The oversold RSI of 26.6 signals a possible short-term bounce, but that is a tactical condition, not a valuation argument; cheapness relative to recent price is not cheapness relative to fundamentals. A trailing P/E "
166,UNDERVALUED
167,**OVERVALUED**
168,OVERVALUED
169,**OVERVALUED**
170,OVERVALUED
171,UNDERVALUED
172,UNDERVALUED
173,UNDERVALUED
174,OVERVALUED
175,**OVERVALUED**
176,UNDERVALUED
177,UNDERVALUED
178,UNDERVALUED
179,UNDERVALUED
180,"**OVERVALUED**

The price of $22.51 sits roughly 59% above the analyst fair-value estimate of $14.18 — a large premium that dominates the other signals here. Supporting context:

- **Valuation gap:** $22.51 vs. $14.18 intrinsic estimate is the single strongest indicator, and it points clearly to overvaluation rather than a modest premium.
- **P/E of 19.8** is not extreme in absolute terms, but paired with a 2.6% dividend yield and no evident growth catalyst, it doesn't justify a ~60% premium to "
181,OVERVALUED
182,"**UNDERVALUED**

Price ($60.08) sits ~7.8% below the analyst fair-value estimate ($65.16), with a modest trailing P/E of 15.4 and a solid 2.79% dividend yield. The stock also trades below its SMA20 (63.34) while remaining above its SMA50 (59.08) in an uptrend regime, suggesting the weakness is a pullback rather than a broken trend. RSI of 43.1 is neutral-to-soft, and the sharply negative sentiment reading (-0.52 vs -0.08 five-day average) on an earnings day looks like a short-term overreaction r"
183,**OVERVALUED**
184,UNDERVALUED
185,UNDERVALUED
186,OVERVALUED
187,UNDERVALUED
188,"**UNDERVALUED**

At $10.90 the stock trades roughly 8–9% below the analyst fair-value estimate of $11.89, which is the most direct read on intrinsic value here. Supporting considerations:

- **Valuation gap:** ~$1.00 of implied upside; typical ""fair"" bands (±5%) are exceeded.
- **Trend/momentum confirm, don't contradict:** price above SMA20 (10.44) and SMA50 (10.28), MACD above signal, RSI 60 — constructive but not overbought (<70), so no momentum-driven overextension.
- **Offsets:** trailing P/"
189,UNDERVALUED
190,OVERVALUED
191,UNDERVALUED
192,OVERVALUED
193,"**OVERVALUED**

Price ($82.21) sits ~44% above the analyst fair-value estimate ($56.91), and it's trading above both SMA20 (77.68) and SMA50 (81.14) in a bearish trend regime with elevated implied volatility (50.2%) — the low trailing P/E (11.4) and 1.89% yield aren't enough to offset that valuation gap."
194,OVERVALUED
195,"**UNDERVALUED**

The question asks specifically about *fundamental* (intrinsic) value, and the valuation inputs all point the same direction:

- **Price $102.8 vs. analyst fair value $218.61** — trading at ~47% of estimated intrinsic value (>50% implied upside).
- **Trailing P/E of 13.9** — modest, especially for a company whose earnings report is only 9 days old (so figures are fresh).
- **Dividend yield 3.68%** — a high, cash-returning yield that supports a value case and provides a valuation "
196,OVERVALUED
197,"**OVERVALUED**

Price ($33.70) sits ~37% above the analyst fair-value estimate ($24.63), with a trailing P/E of 178 and RSI near 72 — momentum is strong, but the valuation gap, stretched multiple, and negative sentiment shift (-0.27 vs 5-day avg) all point to the stock trading well above intrinsic value."
198,OVERVALUED
199,OVERVALUED
