ticker,n_quarters,rho_q,sd_within,mean_log_pe
CSX,61,0.9486190196034455,0.7820033654700533,1.6391734582981314
CTAS,55,0.9423653922413767,0.3805743749836525,1.8311626834822539
CTSH,59,0.8854471467753412,0.3314642223842692,2.7591756071434497
CVS,35,0.6419238309559733,0.25877566477818,2.5231964735772796
CVX,27,1.6938068969846387,0.6445199139504917,1.9133604145980345
D,38,0.8075961409527684,0.6279962382293188,2.9426311569158696
DDS,43,0.8393026698539582,0.4443520824414392,2.0725878454436075
DE,59,0.8922476278827859,0.3915988326631264,2.5923539879756237
DECK,31,0.5828984846959401,0.6417734095318677,1.558703807639719
DGX,59,0.7294788860568133,0.27793029524212387,2.575258470383881
DHI,55,0.7100584117527357,0.509947802101868,2.411846479483336
DHR,59,0.9676025958366914,0.7444469851876417,2.769978247447834
DLTR,31,0.8672122734627401,0.5217943251320502,2.9906301126412806
DLX,34,0.8952117434257447,0.3205627406246758,2.108728016098487
DOC,36,0.6940240701392225,0.33858653956992035,4.237744236206528
DOV,59,0.9299648154717386,0.4532807927562589,2.593867104365129
DRI,38,0.7635080550766964,0.36414171838226106,2.497051662709938
DTE,56,0.8595108197320058,0.3289523985690372,2.5012334257119444
DUK,35,0.7200694061901743,0.29881253799219115,2.8199968525426224
DVA,59,0.762838672183904,0.5683649671011344,2.8097523091107472
ECL,41,0.7697756337389499,0.17552187628907437,3.296503104290251
ED,55,0.854998944955238,0.2633037593069365,2.551411734558747
EFX,34,0.8227456394429522,0.2655965777159003,3.1333970459887537
EG,51,0.6012455356740491,0.6435131399088537,2.2621536397001734
EIX,21,0.3688413280484321,0.6860302806449212,2.729570074562479
EL,55,0.9099380907399024,0.608005512397772,3.5134749881712497
EMN,59,0.8521888780767959,0.521490021114399,2.2427422438217586
EMR,59,0.739117752620615,0.4359551244786531,2.6623734065153473
EOG,22,0.6877194121062,0.5801803806898373,2.53843530408891
EQT,24,0.8747831230296111,0.43908468219894353,2.790354272569181
ESS,55,0.8269194454423647,0.35884784892060595,3.582737112594591
ETN,46,0.9602922526270509,0.4495545074810518,2.8883274116719595
ETR,28,0.6264727713228595,0.32328389620474146,2.060246565292517
EVRG,23,0.3891604076351639,0.09775371349537515,2.768119504496673
EXC,54,0.8855668341551739,0.5418420377239513,2.2633939007420345
EXPD,59,0.8344306256293446,0.23323536421664212,2.9853235075681295
F,40,1.1389908047782649,0.9393657121763056,1.5815808140131864
FAST,56,0.9584699379270407,0.5361708124814875,1.9860428195985425
FDS,54,0.8934525540224215,0.24073101627980423,3.2801108049747834
FDX,40,1.0504060154912878,0.6788267491002928,2.780605797826672
FE,27,0.715746005126764,0.6320526734750903,2.5471717744288376
FFIV,55,0.6925294565869916,0.24897411003094283,3.271935460839592
FHN,43,0.6497506764389682,0.647000387712668,2.4992117454258733
FICO,55,0.9537822281789323,0.4623335162318471,3.5763987026133077
FISV,59,0.9586324894016613,0.9294866053459611,2.839492627854501
FITB,54,0.7029270936513792,0.2657195482081417,2.0521590988164484
FLS,31,0.9570443971863413,0.852863774711816,2.2499537103708516
FMC,32,0.7148109076870233,0.9832299506546075,2.9482772280186493
FOSL,25,0.6897664515250959,0.4194515896311655,2.6981939454416124
FRT,39,0.852195468400681,0.2704688691438293,3.2775718699027117
GE,20,0.6814778781269888,0.17412731348622218,4.204636599271983
GEN,27,0.5206123141174288,0.3310293428443387,1.7669989866758968
GHC,33,0.6651088283789897,0.46221814118312005,2.517961870792965
GILD,41,0.8600839224630085,0.6735561169816173,2.173613591754259
GIS,60,0.8375405836533025,0.3520884928329655,2.4462305908097997
GL,55,0.7975226269368824,0.39330095191782066,2.2965992699817677
GLW,31,0.5965208380767105,0.4692352414182442,2.0959080236315284
GPC,42,0.7176718659730617,0.1726823178659308,2.602456055146957
GS,42,0.8138784013627427,0.3711007553595989,2.3215593344460554
GT,35,0.5044690354731836,0.7100927458267313,2.381995128970674
GWW,59,0.8004948385144934,0.2167008700087728,2.979047957124496
HAL,23,0.8753928767260234,0.5453563725408063,2.6534267705989145
HAS,49,0.8584598896115028,0.5175962989423972,2.8972483984786166
HBAN,55,0.7142600675046534,0.29809263993464574,2.1886401987993516
HD,59,0.8082313166707459,0.19490003030295805,2.8565067245412683
HOG,55,0.4469647960247271,0.8874924325150243,2.495788542921315
HON,59,0.7860667209190375,0.3750529564709864,2.8932655958292073
HP,26,0.9436275320485268,0.5630851132957824,2.181192126104257
HPQ,45,0.8414130844389102,0.3958165887488407,1.860901358359442
HRB,36,0.4433368821456941,0.3219595152267934,2.299870397469259
HRL,53,0.9501181070698141,0.4691690364960216,2.665151516773439
HSIC,56,0.9366856604443067,0.43902211548029385,2.5628264832817202
HST,25,0.5753985346726327,0.28991073488783636,2.5164029736348117
HUBB,55,0.868747090819827,0.2809139876216041,2.91427277852075
HUM,59,0.8414351857468422,0.43317288014443756,2.749377069733901
IBM,59,0.8848721926273116,0.6066652124318899,2.474312884340877
IDXX,55,0.9462639525888387,0.6158739435806354,3.603720239760904
IEX,55,0.6979205033196249,0.4388267419807671,3.267714620037861
IFF,46,0.9050410415712745,0.5544394987858545,3.1571203649821844
INTC,52,0.7410658047598384,0.2953333663683796,2.3082146916457003
INTU,59,0.7937277535017901,0.49472976465186563,3.5808453426033617
IP,57,0.8466709440325804,0.6542449228077136,2.4287386837787475
IRM,42,0.7324236953741452,0.583088221152,3.125481841582612
IT,26,1.4953590145891795,0.36991587283039645,3.657344276378965
ITT,58,0.8678054368951209,0.7215529532195962,2.658736907868358
ITW,59,0.9107006440633622,0.38834670143577815,2.769391250791324
IVZ,55,0.6897502393276279,0.3057718989722392,2.22263364143055
J,59,0.8089802951910842,0.39358688197591163,2.8820959131464328
JBHT,55,0.6011661433820785,0.1962154413013972,3.1032756370390566
JBL,55,0.8065548906909626,0.6846720863797495,2.8705884666368737
JCI,30,0.761786315009235,0.6739236240870217,2.967462975856539
JEF,33,0.531430731702725,1.143512989719601,2.483575962184343
JKHY,55,0.8893908098197573,0.27788263205014285,3.3032852885713453
JNJ,59,0.7791880620909121,0.7407981069239254,2.897393543899039
JPM,59,0.7938263720656217,0.2640985288668626,2.1946706183203775
KBH,44,0.661544766646575,0.7713724654115623,2.0921498535372822
KEY,41,1.5863347936445464,0.886502218512236,2.2980929256760794
KIM,57,0.8808378063753716,0.5802072833026859,2.660799548195248
KLAC,55,0.8977613686421108,0.4942849752705875,0.46378384622572644
KMB,59,0.8516048167761238,0.3877780532659287,2.7800842620685207
KMX,54,0.652670032867522,0.24961106765357102,2.9685609453325448
KO,53,0.8186193111359612,0.5861699206030565,3.0620706373033273
KR,46,0.8237885219584961,0.39475026689424536,2.3887482120277483
KSS,41,-0.41715156345204474,0.3484306158821537,2.02693123527839
LEG,51,0.7710881249301301,0.36860344268134315,2.6684215058243526
LEN,54,0.7655149049885306,0.47403427216702604,2.371929952179544
LH,59,0.8292050312541376,0.43321587846685106,2.7396191732524002
LHX,28,0.5949533276407282,0.5358966258916272,3.125499797319391
LII,52,0.605483901396692,0.19143395536979094,3.15934245416459
LIN,22,0.6080315063631342,0.331282624523058,3.610764811480561
LLY,25,0.7314091398314989,0.7638347623979144,3.7898561335364516
LMT,59,0.8923028285328083,0.41156281219110646,2.563958317126265
LNC,49,0.47974747632298154,0.45208837918071376,1.9931596863575638
LNT,34,0.9811937384201725,0.3765567880411902,2.094437967200697
LOW,59,0.6492941076716765,0.21157362302394125,2.9011807515903185
LRCX,55,0.8664143327666524,0.6294936380451503,0.6226995180854568
LUV,42,0.4391400480403842,0.7050491480769567,2.7914776569278694
M,40,0.6642734515125264,0.5416646616642273,1.9918636184647565
MAA,26,0.9519382755708367,0.24057895497204473,2.8772572935319283
MAC,35,0.7369732353974164,0.9397587014107736,2.819006164647176
MAR,41,0.8984908910506401,0.47694999056482423,3.347249059174463
MAS,46,0.600130618709112,0.47014731736818133,2.841708269312869
MAT,30,0.8537453157713041,0.36291474334530555,2.7782462382595683
MCD,59,0.9296406980089373,0.32686708672484377,2.9078543738801224
MCHP,60,0.7811482264956225,0.8086429538637874,2.909943287419922
MCK,34,0.30889190750661627,0.7529413073951099,2.897901849148435
MCO,59,0.8491966939905884,0.4738570576018558,3.18199307197214
MDT,39,0.4940289608132048,0.24177923029886594,3.2572635520482605
MHK,48,0.8491438254785555,0.5756010920760258,2.9705691981299296
MKC,54,0.9630377790899012,0.49017490968115485,2.593123932370026
MLM,37,0.6362226991277693,0.2672058402357265,3.236833330134933
MMM,53,0.9124363277562284,0.25441154705797836,2.4180156477414716
MNST,55,0.9572941399633801,0.6393128213528803,2.158386020779404
MO,39,0.9176691996392297,0.4408040928478197,2.3267017934510346
MOS,28,0.7307237130923742,0.682745984536019,2.5356296205512074
MRK,59,0.6068858322606687,0.8436793455857556,3.0830431900256468
MS,47,0.6707521619129141,0.35340565467046753,2.421885059011443
MSFT,59,0.9342001093430182,0.5710858647004893,3.069457599878348
MSI,30,0.6431653925422349,0.7172012413951966,2.9521841374659163
MTB,59,0.7344314878338644,0.2423238525337261,2.3749605152611335
MTCH,21,0.4225353883930263,0.4912859303503532,1.8278905218055188
MTD,55,0.8805234493789059,0.26375996167124494,3.4440891103324756
MTG,43,0.7161923356215862,0.5754548218464945,1.8997752301231956
MU,25,0.7246723997251477,0.8581171189875273,2.4295155453453208
MUR,22,0.4754114092520409,0.2216041827059677,1.9289833409903918
NC,32,0.7717535814678274,0.42023711153397525,1.6394448458453772
NDSN,55,0.8575676290563313,0.340935378020124,3.054494566679564
NEE,48,0.9452969843038549,1.015442033699764,1.985457627612913
NI,30,0.9212730426288934,0.7372119793830072,2.2970966584985764
NKE,59,0.9321446182308357,0.8869722593323265,2.871445254233361
NOC,59,0.9350056328643416,0.4613057885379136,2.5795220726006978
NOV,23,0.46591630499749875,0.20843854812902854,2.2835094311952635
NSC,58,0.8094957142871669,0.40676731418838685,2.657352614682401
NTAP,28,0.5018339355668008,0.2056684722207882,2.890422302722549
NTRS,59,0.698925641974905,0.1765771742924141,2.5827028670562773
NUE,57,0.8398548391137433,0.7023116413829198,2.6638284293048677
NVDA,57,0.927899699553366,1.3541214306101794,0.3570260869488941
NVR,55,0.8758560155295493,0.3002716599390037,2.872051372065109
NWL,30,0.8321516768355909,0.6472197395794648,2.621433486565286
NYT,50,0.5816321950333295,0.788510045151521,3.760467415238981
ODFL,55,0.9717608380273222,0.521713451367091,2.19278704678076
OKE,59,0.8154345480965551,0.6156111144547699,2.515823072474893
OMC,59,0.5928243772037893,0.16142619577709727,2.3894992461758786
ORCL,60,0.8921652801322928,0.39204773223473327,2.9366750444839056
ORLY,57,0.6882436036367775,0.14190419730175868,0.4374751208017723
OXY,20,0.3422348830731105,0.49279272763971066,2.283605874172273
PAYX,60,0.9353337710485606,0.27876321152987316,2.9682320128018205
PBI,40,0.7857729613383673,0.6896048594851356,1.8392355950616526
PCAR,59,0.7567205071942831,0.46051332953519647,2.176157530780998
PCG,35,0.6446919343894217,0.5898774247720736,2.9835715935044993
PEG,46,0.8336754414540098,0.4663769324510258,2.3496867538453983
PEP,59,0.8622997446521715,0.3353618933159064,2.849293747560827
PFE,56,0.8274759347026569,0.4586270342767656,2.320532218196916
PG,40,0.778555764510368,0.3986082572158313,3.0945350721486893
PGR,59,0.9226243219943838,0.640729079551521,2.6107418971975047
PH,59,0.9129262425512709,0.3576663051871652,2.8182024836390567
PHM,49,0.662034880368827,0.5914925329896922,2.2009504715134183
PLD,45,0.5225785222923934,0.6840838379587815,3.406746987323505
PNC,47,0.7541483849589004,0.2212454502374846,2.2361485256884253
PNR,32,0.7474631356947852,0.28969380543816753,2.8480203861851567
PNW,55,0.8861817281749058,0.21788219602724593,2.4824208663599454
POOL,55,0.7574075739087484,0.29389800255593496,3.1976988657693917
PPG,59,0.9125680254826181,0.6807309984886828,2.572192307088481
PPL,50,0.7074823024665899,0.3946063014989345,2.2367097624322434
PSA,59,0.727852021142966,0.26107192143812585,3.1191351410975616
PVH,36,0.8864038083139937,0.4776205721867995,2.8818384626520404
PWR,30,0.8324603943374563,0.23680975851385733,3.1350585774358177
QCOM,31,0.8198836363341528,0.21363144329322725,2.619398651935066
R,35,0.5306452550529575,0.46066048324780884,2.256582418824609
RCL,39,0.5657509725238548,0.8682535204033878,2.912438799515327
REG,44,0.7946970485955709,0.22988925308459768,3.510953540938671
REGN,49,0.9080920367476609,0.7392125526697607,3.3865651392186744
RF,52,0.6126595893312435,0.3125080226419463,2.216698107558399
RHI,55,0.6898190995102909,0.28998862075529214,2.744222017647919
RJF,42,0.8648667138297385,0.287073575969688,2.3404606643417614
RL,25,1.0919962978257245,0.2551152592965583,2.8265473786069255
RMD,55,0.8963340385692103,0.4441532612181585,3.368239111805534
ROK,59,0.8448741070084769,0.39530215090607795,3.01766989425802
ROL,42,0.995906811059093,0.7178121715386437,2.7981420543284465
ROP,59,0.7075430576865568,0.32376020582389425,3.223909472048184
ROST,57,0.8572252146030075,0.8779540332076415,2.763068588408905
RSG,59,0.8935513074758774,0.2977973332593325,3.0911854842190416
RTX,42,1.6602971277481688,0.9130527760078659,2.2250816982866377
RVTY,55,0.6775547636925104,0.9991538587393054,3.6560847931841733
SANM,26,0.5852325245782376,0.5058018417688854,2.326732732995949
SBUX,42,0.8024261285203856,0.5930279206437781,3.276440793723239
SCHW,56,0.8066513998211129,0.2877436812851729,3.0975104925107337
SCI,52,0.8283561818675373,0.26288793532540405,2.8960655561976947
SHW,56,0.967236938371447,0.6238066669174206,2.4192292925370587
SIG,28,0.8141163622755401,0.4211956658524763,2.6190506564772575
SJM,49,0.7722700054537865,0.33766948552792453,2.6836396204965633
SLB,25,1.13775531748424,0.3276564280279433,2.73966845514431
SLG,46,0.7435544065457064,0.7646851594655174,2.861534027707036
SLM,52,0.8788753754080003,0.6056741624029468,1.9088635924932027
SNA,55,0.6954389573240127,0.18354441561109935,2.5383189460344733
SNPS,56,0.7454355445376518,0.5709836515917519,3.6915861765436033
SO,59,0.8055598115007431,0.44562254294707615,2.6769209262767197
SPG,46,0.6971098751455093,0.31440287768873576,3.080485209187482
SPGI,37,0.2563233756652417,0.5528773598203889,3.410431127739741
SRE,28,1.1268528974045093,0.6449829652188628,2.0353788744481682
STLD,34,0.5916324137769605,0.8954467810519898,2.250825879029239
STT,57,0.6727613395350349,0.19785161854289418,2.32439260338156
SWK,50,0.4739343798620979,0.31866357482399826,2.7560376911546793
SWKS,56,0.7017673908593257,0.29060260864607007,2.7814180867125597
SYK,59,0.8942766724873277,0.4860752948615689,3.3636959225135747
SYY,42,0.9019631187582644,0.479509790456962,2.834409736450193
T,43,0.7808088814853664,0.5856700045272658,1.7521833935028956
TAP,59,0.9047033027948966,0.5445664892627885,2.2863135707702282
TDY,55,0.9048719142213844,0.41149326308538514,3.0868067003705955
TECH,50,0.9148022707838679,0.5346926144446404,2.34520863181501
TER,30,0.669424433307216,0.3258110004932256,3.2082948339181843
TEX,21,0.4595887236037185,1.0104095228372676,3.117166231252732
TFC,55,0.7424875855987997,0.22796291329845497,2.2681964424490095
TFX,47,0.8289102372724366,0.4704380206098119,3.5624781768426916
TGT,36,0.7664522869437871,0.28499213439016124,2.5902549474500054
TJX,59,0.8448180607113991,0.9731878940663564,2.553108074429385
TKR,31,0.5577734125746524,0.25358242227238825,2.5511740548276625
TMO,59,0.6790932808803761,2.821474102779629,2.7031988194133167
TRMB,55,0.8585038682082704,0.42433763277516157,3.5754709974564816
TROW,60,0.5407421614396605,0.15820738229513187,2.4698208971260343
TRV,59,0.8262534750600515,0.29891650016548454,2.3237024845528023
TSCO,55,0.7875797637004793,0.35423007418704316,1.353871254186525
TT,54,0.8430153838297542,0.46216208054922026,2.843172045084242
TTWO,24,0.5331554886005371,0.3822966032808243,3.8785055405633764
TXN,59,0.9390136638128315,0.3362918129053924,2.8002801035474003
TXT,43,0.8215298244830121,0.5249627496650916,2.998959061698844
TYL,51,0.8549939854650801,0.3145185330028017,4.293067529630505
UDR,43,0.7288846297638397,0.8024940972785757,4.008510392232563
UHS,55,0.7376969474156814,0.23344384754536393,2.6280800209683446
UNH,59,0.9330023451314146,0.41096557745903445,2.7557774688882897
UNM,59,0.6860807707197201,0.4391558032985096,1.981526945619104
UNP,59,0.9183200956177836,0.5053056310912684,2.509485470669021
UPS,59,0.6658614907903797,0.4664135043685718,2.8185316835702574
URBN,36,0.8009875768265844,0.3444152229839231,2.900371927923919
URI,51,0.837286456738638,0.5480049028715134,2.7663007577985295
USB,51,0.7581900816297923,0.17648727176929074,2.2529467854817367
VFC,42,0.9827453922323433,1.0240017937463146,2.2626056493530573
VLO,38,0.46946510644994643,0.5099084899158195,1.977338569885561
VMC,45,0.6645427750676537,0.5687802330362091,3.711083879282591
VNO,43,0.7412743557755405,0.9097009884445082,2.733987106610365
VRSN,59,0.702177233059286,0.6562871442864815,3.4197139515587827
VRTX,29,0.847185730918113,0.7758758423669596,3.687364053706606
VTR,44,0.7039990013678331,0.3639978770056345,3.2240037575013485
VZ,59,0.7742209955499373,0.6119993457523539,2.295689960361151
WAB,55,0.905350318798769,0.4628695745928877,3.0897080182885923
WAT,37,0.7009067809844659,0.8861563185207051,3.6057213217006945
WDC,26,0.8849753461340095,0.561781601055496,1.8898384129429464
WEC,59,0.9217298463224337,0.4438604063850279,2.6849805652292535
WELL,56,0.9171753417502325,0.8114188538879805,3.793416940592064
WEN,28,0.7793820643881106,0.4725591160016163,2.8133047951613657
WFC,59,0.7752310316467029,0.4474606248264667,2.323737004466898
WHR,29,0.7151605568077416,0.3030315305335413,2.4010477629559253
WM,59,0.7050500428978451,0.5970666701008132,3.1778324002752516
WMT,57,0.9759898465961939,0.5940275641389985,1.826308689836255
WOR,55,0.6157613266904679,0.5468266539990566,2.0398936120821243
WRB,55,0.9755199394272623,0.5526864197475715,1.5054265251990413
WST,55,0.9133025623305253,0.6187547961837646,3.5295462479913313
WY,36,0.7582099358104772,0.754496430283266,2.6936566121699
XEL,59,0.936517071480853,0.3088442358841465,2.658629253689735
XOM,43,0.9735878526049504,0.5331410605952025,2.3096838905748003
XRAY,29,0.9706767129895069,0.2524709424319542,2.940065898914171
YUM,59,0.8553807340946669,0.3152426224896073,2.862818856754662
ZBRA,29,0.6200081658566401,0.6655970073813351,3.6851153986016105
ZION,53,0.581061856274894,0.49425707735312285,2.4589778591324674
