scenario,seed,persona,policy,payer,dps_total_per_share,return_pct_off,return_pct_on,mdd_pct_off,mdd_pct_on,turnover_off,turnover_on,cost_paid_off,cost_paid_on,mcr_0.05_off,mcr_0.05_on,band_mas_off,band_mas_on,mean_cash_share_off,mean_cash_share_on
flat,1,ENTJ,mean_reversion,True,0.23237576131639218,-26.483132141510158,-26.25659610820339,-27.282572462526332,-27.056382447924953,0.1,0.10037170199725079,0.5,0.5018585099862539,0.0847117179413824,0.08440494481612881,0.0,0.0,0.013745001981831763,0.014596533762327843
flat,1,ENTJ,momentum,True,0.23237576131639218,-9.415314387140238,-9.402487914171598,-10.131998672443832,-10.131216864132808,4.685193765457553,4.685455115313894,23.425968827287768,23.427275576569468,0.85,0.85,0.628,0.628,0.785,0.7850200364768328
flat,1,ENTJ,random,True,0.23237576131639218,-16.685850566904573,-16.538525965241632,-18.998769672937502,-18.872849802795635,31.27008549380419,31.293862183886148,156.3889940855332,156.50790795286125,0.33061922725362364,0.33062165879981936,0.3509851694218274,0.35098854931176926,0.5201628044479754,0.5201786520328179
flat,1,ENTJ,v_oracle,True,0.23237576131639218,-7.701421029354483,-7.474885210643878,-23.941288369023162,-23.74113988936116,2.8229975134631866,2.8229975134631866,14.114987567315934,14.114987567315934,0.6,0.6,0.30400000000000005,0.30400000000000005,0.38,0.38022045546089955
flat,2,ISFJ,always_buy,True,0.5723518195086452,39.17602124489095,39.74814412367178,-14.268637293914033,-14.14614968680532,0.8,0.8,4.0,4.0,0.8636363636363634,0.8603987137118492,0.7,0.6979714555982253,0.0,0.002028544401774879
flat,2,ISFJ,always_hold,True,0.5723518195086452,7.846342786092619,7.96081314999435,-4.120330404908645,-4.092735032365347,0.0,0.0,0.0,0.0,0.15621457485828893,0.15601939432008535,0.0,0.0,0.7530215631073353,0.7531626339249619
flat,2,ISFJ,always_sell,True,0.5723518195086452,-0.009999999999998899,-0.009999999999998899,0.0,0.0,0.19999999999999996,0.19999999999999996,0.9999999999999998,0.9999999999999998,0.13636363636363638,0.13636363636363638,0.09999999999999996,0.09999999999999996,1.0,1.0
flat,2,ISFJ,buy_day1_hold,True,0.5723518195086452,39.17602124489095,39.74814412367178,-14.268637293914033,-14.14614968680532,0.8,0.8,4.0,4.0,0.8636363636363634,0.8603987137118492,0.7,0.6979714555982253,0.0,0.002028544401774879
flat,2,ISFJ,constant_mix,True,0.5723518195086452,7.4906288289928735,7.580528214357662,-2.879210657184439,-2.8615899828471347,0.1704975447633061,0.17052123469815267,0.8524877238165305,0.8526061734907634,0.09880190369154858,0.09880449387143692,0.0,0.0,0.7985755288198763,0.7985902515817969
flat,2,ISFJ,mandate_conditional_oracle,True,0.5723518195086452,12.095792789297377,12.20503684798313,-2.5766981210779805,-2.5755809386063144,0.3890733432105844,0.3896366876107173,1.9453667160529222,1.9481834380535865,0.002692465186777702,0.002696189168349204,0.0015386298516842226,0.0015362709086508889,0.7903051435540747,0.7903358655084329
flat,2,ISFJ,mean_reversion,True,0.5723518195086452,3.219504497489245,3.219504497489245,-1.5337653947616436,-1.5337653947616436,0.23231120057518015,0.23231120057518015,1.1615560028759009,1.1615560028759009,0.13636363636363638,0.13636363636363638,0.07999999999999996,0.07999999999999996,0.9592289822708383,0.9592289822708383
flat,2,ISFJ,momentum,True,0.5723518195086452,58.84798151837425,59.48081138389596,-10.0678491335492,-10.050379749122618,4.900869241034299,4.906105805600175,24.504346205171494,24.530529028000878,0.37272727272727263,0.3723685979460973,0.5770000000000001,0.5761937032427614,0.205,0.20580629675723855
flat,2,ISFJ,random,True,0.5723518195086452,18.015106959682402,18.215935222635654,-11.632730551626585,-11.627936427504116,40.389625771569136,40.429134490242944,201.99870891357764,202.19630282277754,0.40484408316996184,0.404844191056238,0.25726547081655854,0.2572601908145448,0.5274400432210101,0.5274477283342717
flat,2,ISFJ,v_oracle,True,0.5723518195086452,36.344805537185444,36.576572069322566,-7.996801179448143,-7.985434066028974,2.1641301204320706,2.165193737589744,10.820650602160352,10.82596868794872,0.209090909090909,0.2090206900922091,0.20099999999999996,0.2007131193472282,0.6404651901535797,0.6407771733097128
flat,2,INTJ,always_buy,True,0.5723518195086452,39.196906001980516,39.76911473353428,-14.268637293914043,-14.146149686805343,0.5,0.5,2.5,2.5,0.5636363636363636,0.5603987137118491,0.4,0.3979714555982251,0.0,0.002028544401774879
flat,2,INTJ,always_hold,True,0.5723518195086452,19.615856965231558,19.902032874985885,-8.830990647827107,-8.76410309651835,0.0,0.0,0.0,0.0,0.1758496491661398,0.17493448482174723,0.0019250261841099881,0.0016555414720512635,0.4342777043707005,0.43497918037324707
flat,2,INTJ,always_sell,True,0.5723518195086452,-0.024999999999997247,-0.024999999999997247,0.0,0.0,0.5,0.5,2.5,2.5,0.43636363636363645,0.43636363636363645,0.4,0.4,1.0,1.0
flat,2,INTJ,buy_day1_hold,True,0.5723518195086452,39.196906001980516,39.76911473353428,-14.268637293914043,-14.146149686805343,0.5,0.5,2.5,2.5,0.5636363636363636,0.5603987137118491,0.4,0.3979714555982251,0.0,0.002028544401774879
flat,2,INTJ,constant_mix,True,0.5723518195086452,19.056091409656716,19.40800449232569,-7.283399259632395,-7.241121995764277,0.38859379510203473,0.43709642076669397,1.9429689755101738,2.1854821038334697,0.09935347180380188,0.09925230898863764,0.0,0.0,0.5001370317608643,0.49945568365004106
flat,2,INTJ,mandate_conditional_oracle,True,0.5723518195086452,24.228499094734456,24.514193396198113,-5.89416465801248,-5.8883221516177535,0.5018246955348505,0.5038100139843247,2.5091234776742524,2.519050069921623,0.0034954898201275523,0.003495524436423382,0.0011787296642756786,0.001165561141125357,0.4840506019647048,0.48421193352292496
flat,2,INTJ,mean_reversion,True,0.5723518195086452,8.048761243723156,8.048761243723156,-3.8344134869041424,-3.8344134869041424,0.5807780014379504,0.5807780014379504,2.9038900071897524,2.9038900071897524,0.43636363636363645,0.43636363636363645,0.32,0.32,0.8988409224093824,0.8988409224093824
flat,2,INTJ,momentum,True,0.5723518195086452,58.87181825029475,59.504743078281265,-10.0678491335492,-10.050379749122618,4.601484617571068,4.60672196793595,23.007423087855344,23.03360983967975,0.45454545454545464,0.4541867797642793,0.4,0.39919370324276143,0.205,0.20580629675723855
flat,2,INTJ,random,True,0.5723518195086452,17.176373568045925,17.376300749591987,-11.632730551626638,-11.627936427504116,40.14402652647983,40.18336420150421,200.77003580977635,200.96677428141268,0.3178604592941854,0.31786056865810147,0.20704841829190326,0.20704545169437946,0.5238580342003103,0.523865719313572
flat,2,INTJ,v_oracle,True,0.5723518195086452,45.926462923006994,46.26053984885932,-7.996801179448143,-7.985434066028962,1.9599946265433412,1.962653669437526,9.799973132716708,9.81326834718763,0.40000000000000013,0.3999297810013002,0.204,0.2037131193472283,0.4881343904427821,0.488558173207787
flat,2,ENTJ,always_buy,True,0.5723518195086452,39.224752344766614,39.797075546684255,-14.268637293914043,-14.146149686805332,0.1,0.1,0.5,0.5,0.1636363636363637,0.1611957235142307,0.0,0.0,0.0,0.002028544401774879
flat,2,ENTJ,always_hold,True,0.5723518195086452,35.3085425374168,35.82365917497459,-13.354942656935243,-13.242563603821978,0.0,0.0,0.0,0.0,0.12308175018012885,0.12095079416374871,0.0,0.0,0.07919516206580723,0.08094030118481516
flat,2,ENTJ,always_sell,True,0.5723518195086452,-0.044999999999995044,-0.044999999999995044,0.0,0.0,0.9,0.9,4.5,4.5,0.8363636363636366,0.8363636363636366,0.8,0.8,1.0,1.0
flat,2,ENTJ,buy_day1_hold,True,0.5723518195086452,39.224752344766614,39.797075546684255,-14.268637293914043,-14.146149686805332,0.1,0.1,0.5,0.5,0.1636363636363637,0.1611957235142307,0.0,0.0,0.0,0.002028544401774879
flat,2,ENTJ,constant_mix,True,0.5723518195086452,35.140433662103376,35.526901690513355,-12.875578532566811,-12.867125828531712,0.07103614023298215,0.04060792577717184,0.35518070116491074,0.20303962888585922,0.09853866036745867,0.10202139458649921,0.0,0.0,0.09996322937677654,0.09939383833295969
flat,2,ENTJ,mandate_conditional_oracle,True,0.5723518195086452,40.88858990294673,41.30389799481402,-11.447062325788849,-11.448549109207883,0.4854034404852784,0.4528376463025146,2.4270172024263923,2.264188231512573,0.003191603672855568,0.0032439612365296935,0.0006942308382703978,0.0005330451303680838,0.09578556151513606,0.09614198914324724
flat,2,ENTJ,mean_reversion,True,0.5723518195086452,14.48777023870167,14.48777023870167,-6.901944276427452,-6.901944276427452,1.0454004025883108,1.0454004025883108,5.227002012941554,5.227002012941554,0.8363636363636366,0.8363636363636366,0.64,0.64,0.8196036637749177,0.8196036637749177
flat,2,ENTJ,momentum,True,0.5723518195086452,58.90360055952208,59.536652004128364,-10.067849133549212,-10.050379749122628,4.202305119620095,4.207543517716982,21.011525598100473,21.037717588584908,0.5636363636363638,0.5634181268525883,0.16400000000000003,0.16400000000000003,0.205,0.20580629675723855
flat,2,ENTJ,random,True,0.5723518195086452,16.058062379197292,16.256788118867096,-11.632730551626613,-11.627936427504102,39.81656086636074,39.8556704831859,199.13180500470787,199.32740289292624,0.3988222483737484,0.39882243153662505,0.3498806241547961,0.34988545391832165,0.5190293510687223,0.5190370361819839
flat,2,ENTJ,v_oracle,True,0.5723518195086452,58.70200610410243,59.17249688824169,-9.529430556988993,-9.514168146068991,1.687813968025037,1.6926002452345688,8.439069840125185,8.463001226172846,0.6545454545454548,0.6546156735441546,0.20799999999999996,0.20799999999999996,0.3034064044366616,0.3040682929957251
flat,3,ISFJ,always_buy,False,0.0,19.049832255513756,19.049832255513756,-28.95606318449495,-28.95606318449495,0.8,0.8,4.0,4.0,0.8603960396039608,0.8603960396039608,0.7,0.7,0.0,0.0
flat,3,ISFJ,always_hold,False,0.0,3.8194942488022576,3.8194942488022576,-7.112535714477297,-7.112535714477297,0.0,0.0,0.0,0.0,0.1148513631709965,0.1148513631709965,0.0,0.0,0.7891109134271559,0.7891109134271559
flat,3,ISFJ,always_sell,False,0.0,-0.009999999999998899,-0.009999999999998899,0.0,0.0,0.19999999999999998,0.19999999999999998,0.9999999999999998,0.9999999999999998,0.13960396039603964,0.13960396039603964,0.09999999999999996,0.09999999999999996,1.0,1.0
flat,3,ISFJ,buy_day1_hold,False,0.0,19.049832255513756,19.049832255513756,-28.95606318449495,-28.95606318449495,0.8,0.8,4.0,4.0,0.8603960396039608,0.8603960396039608,0.7,0.7,0.0,0.0
flat,3,ISFJ,constant_mix,False,0.0,4.673723447279654,4.673723447279654,-6.423863186110501,-6.423863186110501,0.24727336611764486,0.24727336611764486,1.2363668305882243,1.2363668305882243,0.1007319168432838,0.1007319168432838,0.0,0.0,0.8005866685444468,0.8005866685444468
flat,3,ISFJ,mandate_conditional_oracle,False,0.0,5.098060525556236,5.098060525556236,-3.77773430400542,-3.77773430400542,0.662371615940801,0.662371615940801,3.3118580797040047,3.3118580797040047,0.0033306686886893457,0.0033306686886893457,0.0022874516254164463,0.0022874516254164463,0.8665162120714096,0.8665162120714096
flat,3,ISFJ,mean_reversion,False,0.0,4.760099952404029,4.760099952404029,-3.6171003241535993,-3.6171003241535993,0.24772486195501783,0.24772486195501783,1.2386243097750893,1.2386243097750893,0.10218058511629076,0.10218058511629076,0.05499999999999997,0.05499999999999997,0.9053096424475753,0.9053096424475753
flat,3,ISFJ,momentum,False,0.0,2.6265546831464537,2.6265546831464537,-16.196322716990107,-16.196322716990107,6.967372928066221,6.967372928066221,34.83686464033111,34.83686464033111,0.5633663366336633,0.5633663366336633,0.3400000000000001,0.3400000000000001,0.6,0.6
flat,3,ISFJ,random,False,0.0,11.583251321459587,11.583251321459587,-15.95961716730418,-15.95961716730418,35.94196891626231,35.94196891626231,179.75490934150972,179.75490934150972,0.34107685090115636,0.34107685090115636,0.25696734914539715,0.25696734914539715,0.528022572899529,0.528022572899529
flat,3,ISFJ,v_oracle,False,0.0,13.250219633356132,13.250219633356132,-12.339302801355434,-12.339302801355434,2.332968730698911,2.332968730698911,11.664843653494554,11.664843653494554,0.2188118811881189,0.2188118811881189,0.20199999999999999,0.20199999999999999,0.83,0.83
flat,3,INTJ,always_buy,False,0.0,19.06769687620036,19.06769687620036,-28.95606318449495,-28.95606318449495,0.5,0.5,2.5,2.5,0.5603960396039602,0.5603960396039602,0.4,0.4,0.0,0.0
flat,3,INTJ,always_hold,False,0.0,9.548735622005665,9.548735622005665,-16.37987700698964,-16.37987700698964,0.0,0.0,0.0,0.0,0.12199232658613561,0.12199232658613561,0.0,0.0,0.4837966552397886,0.4837966552397886
flat,3,INTJ,always_sell,False,0.0,-0.024999999999997247,-0.024999999999997247,0.0,0.0,0.5,0.5,2.5,2.5,0.4396039603960396,0.4396039603960396,0.4,0.4,1.0,1.0
