n,rho_v,beta_absr,sd_e,rho_v_B,beta_absr_B,beta_ru,sd_e_B,sd_lv,ticker
6037,0.487900345815664,0.22098424850136678,0.29527103125802867,0.47667618264746664,0.22196709355675276,-0.1677133071830034,0.29390586323533496,0.40091281387718836,AMGN
6037,0.5027260304493524,0.20692544199407872,0.350698832615635,0.5015452442779345,0.20863461271181588,0.04450144813751345,0.35052865661708593,0.4570828753888126,AMT
6037,0.5271728988295846,0.2595933569881034,0.2814960162736872,0.5266344650093506,0.2598770539075568,0.020822218213834655,0.28104932017395173,0.43302183562568025,AMZN
6037,0.5437217135671553,0.19798135175542286,0.3768296953330371,0.5428361539551169,0.1974661229914883,-0.02261144367773746,0.37684344043286383,0.4989179242897251,AN
6037,0.4751322970030645,0.303743762459448,0.33620064265261246,0.4731763517172757,0.3035711041709443,-0.027131117679790803,0.33584376458171294,0.4849383481098376,ANF
6037,0.5329671094699358,0.18716951832345272,0.3474981208150043,0.5311409311756469,0.18729651898730348,-0.06792321076705089,0.34711250734928806,0.4643651428664003,AON
6037,0.5555806436592654,0.2140446709525526,0.4095154607528507,0.5522373751310594,0.21558634247893135,0.0862714662332235,0.4090930423341988,0.5439628656587961,AOS
6037,0.5885176033168562,0.16897966485484567,0.2906460744041654,0.587896537938118,0.16895806716708142,-0.022217158393016197,0.2905117483862682,0.4092964453661432,APA
6037,0.5366651568947127,0.17619352876994487,0.33502765909490156,0.5361254574866959,0.1760675674078885,-0.03081882978427299,0.3349168811782651,0.44506137265576495,APD
6037,0.5374824530820728,0.1841297932261733,0.3576557960662754,0.5374682365458107,0.18411196309688374,-0.0014387188194619773,0.35768650199308405,0.4716936291495495,APH
6037,0.5043985184223959,0.16434000929477724,0.4189842527748571,0.5038089154001005,0.1648035865082307,0.05094845558795296,0.4194897480959382,0.5155215194220195,ARE
6037,0.5326114308675725,0.19558604687868805,0.37394380730796173,0.5321591403035643,0.19527260021225115,-0.014251963384059046,0.37396537127874363,0.49343238048328353,ASH
6037,0.5605488856846286,0.22070331811479477,0.3627050864705185,0.5565070331749263,0.22284905761501494,0.05860418108133522,0.36225832988843654,0.4972189529609113,ATI
6037,0.49702934407241617,0.10445153893760992,0.3858897522706556,0.4937441020836139,0.10475525159408709,0.11005973607514045,0.3862798056902926,0.4563571269389045,ATO
6037,0.5156292559682057,0.19058406169830125,0.3459705900834075,0.5148169836129072,0.19036460824745285,-0.034441713892213684,0.3458964817614692,0.45521138994587534,AVY
6037,0.5343121536719536,0.21076665443467768,0.2861626093189112,0.5211066565896153,0.20975972096443457,-0.11318016462120925,0.28457878167865946,0.41842592928755074,AXP
6037,0.5470505502483606,0.21003405880405568,0.33700873218415944,0.5470303498985558,0.21003126745135847,-0.00558123690563265,0.33707732209853314,0.46323260836063995,AZO
6037,0.6106680184130723,0.24608479339623826,0.30345736690222636,0.6097561273050061,0.24598543121777042,-0.026976724802301417,0.30324736710617334,0.48192222102246224,BA
6037,0.6543487066332054,0.1981753020771297,0.26426906244923054,0.6495292715853723,0.19712518491758813,-0.05050002967260138,0.26355956844704803,0.4533279596241303,BAC
6037,0.5150993784785108,0.18019417021113504,0.34472878759518455,0.5149530929832863,0.18023785259072067,-0.016675397473040327,0.34473595630254716,0.4472693584819865,BALL
6037,0.5484880413707415,0.20268508462186915,0.32803984950659326,0.5470166533505842,0.20278747318105111,-0.06329457064949078,0.3278291216200042,0.45579246962121117,BAX
6037,0.5482943581880384,0.22004128789104677,0.34514515070064183,0.5438514153609079,0.21870962094908764,-0.043962516186046026,0.34446283107051184,0.4747535354283176,BBWI
6037,0.4999362388384462,0.2634230549302134,0.3157713258519635,0.49713682863140973,0.2624146443162554,-0.03754208227548459,0.31560014939058556,0.45208093242609043,BBY
6037,0.5082690737812258,0.21691535022742603,0.36363326034316223,0.5084834559229292,0.21767464170350942,0.020449734339395807,0.36366237648018984,0.4785331572989588,BC
6037,0.5308142569069253,0.17780956156496575,0.3100389309609194,0.5303469354412284,0.1777773914297041,-0.03523728530929797,0.30992065870907565,0.41006475291772154,BDX
6037,0.5143070379808413,0.18712051128366355,0.33869945521971007,0.5126459722211332,0.1865466854289327,-0.043242995314575844,0.3383617620782357,0.44413925619617395,BEN
6037,0.5545839630888466,0.17415214005376742,0.3796194928068276,0.5516388846198267,0.17393464452473528,-0.09163343924566691,0.37871897517155256,0.4973300639917126,BF-B
6034,0.4782623154560113,0.23247134549990525,0.34913106743944294,0.475277655737172,0.23348302906291415,-0.0853911868937387,0.3486565492405304,0.47122561340592,BIIB
6037,0.4970061860710862,0.21110949163776843,0.47705580752316334,0.48497357326844287,0.2124789998028339,0.1744364500906365,0.47561132786617094,0.5917029988274257,BIO
6037,0.588855667197987,0.2800065225787834,0.36193831134203014,0.5833587933252959,0.28166763309010545,0.06376523137631185,0.3600906960058234,0.554400378840626,BKNG
6035,0.5495880273441075,0.17343745403523653,0.30592133829566054,0.5469309121457318,0.1740810965687274,0.06419165046617865,0.3057302370882005,0.41011427398902267,BKR
6037,0.5499685775575963,0.21725285200176972,0.405555468162714,0.5494104707034391,0.21762953016830916,0.03383359346564563,0.40582039355269117,0.5415979194295925,BLK
6037,0.5694357557027101,0.22026856007796514,0.29910106735436676,0.5661656502136143,0.2205953447076068,-0.10133672981244332,0.2982296249654698,0.4330192539916812,BMY
6037,0.5368986215438836,0.1867213555172507,0.3333277419780348,0.5326030916147707,0.18725076799013465,0.11230480539034345,0.33329022141525916,0.45375754565417625,BRK-B
6037,0.5710708995983953,0.1906474282434383,0.389397218555675,0.560126631064421,0.19135791383097447,0.1399539802486077,0.3882175246284259,0.5245722392170503,BRO
6037,0.5286014427654556,0.24947251601871406,0.3584449621881103,0.5283248103654979,0.24942829959446972,-0.018311062007032825,0.3583900770051241,0.49051091490162513,BSX
6037,0.526840752909506,0.20194387261136781,0.35168874674598777,0.5253917332465198,0.20146715569372606,-0.03634484660534188,0.35138910693826625,0.46699326388764945,BWA
6037,0.5401312835068088,0.16994934309496657,0.3447223516753256,0.5400616555830707,0.16986797417683552,-0.0053680648119849884,0.3447086674021247,0.4582351584893755,BXP
6037,0.6535115666751865,0.1908943424267342,0.27559900135435766,0.6522104234681484,0.1904620381356771,-0.02794313838874891,0.2753350198550779,0.45709918361764146,C
6037,0.5441889511699635,0.20071397191540297,0.31851743420095074,0.543950509331181,0.20060494564667,-0.024583219661875374,0.31843714897819375,0.4368615875012801,CAG
6037,0.49522054443271946,0.2064803887397899,0.33077951763200447,0.4929612525030198,0.2064843845490179,-0.06679108363212073,0.3303500040309025,0.43695992588502697,CAH
6037,0.5603909567132587,0.18021168867869378,0.33242414884435934,0.5600903773064814,0.180081631116258,-0.01735050303025543,0.33240592647788575,0.4570938761350193,CB
6037,0.5207862148066821,0.1793712505682604,0.37023932561935907,0.5206303045367556,0.17930926345215875,-0.015015948775138139,0.3702072982125027,0.47904797192868404,CCEP
6035,0.4935443894195365,0.2124008971970299,0.39627339616022056,0.49024507779288645,0.21514484319905466,0.07187193582114881,0.39565692989843326,0.502631908977655,CCI
6037,0.5437747131426185,0.2160616768600114,0.3894361036980885,0.5438012250032608,0.21645068995328134,0.01914437780766686,0.38946394561065323,0.5190551726870967,CCK
6037,0.6419768533478084,0.22446797106826646,0.319817161545778,0.6406394314819379,0.22389488041914013,-0.03149368464073078,0.31943488034614387,0.5178155184377082,CCL
6025,0.3221743067224199,0.23323944953916276,0.7937377783057045,0.3196562219783581,0.23320120858834165,-0.16875361858314009,0.7923760509497126,0.8588269054609389,CCU
6037,0.500339433085016,0.19163218604606297,0.3792504296615856,0.5003436681870347,0.19163658150756402,0.0004316834720587332,0.37928256717988557,0.48364781856448713,CDNS
6035,0.4418458069523354,0.2074753880244745,0.36753867764378045,0.44088682841328675,0.20750062087235308,0.048717619526777396,0.3676188564185255,0.4565380719768475,CHD
6037,0.49800595572558043,0.21598037437147385,0.34480243953542394,0.49556186249493417,0.2164418366526065,-0.08901831429215404,0.34400983111263156,0.45265302364389515,CHRW
6037,0.5278750812940379,0.21420418176401074,0.3312121366138501,0.5245486826999604,0.2141209619150548,-0.06284646199953633,0.33075629128199935,0.4646482348415509,CI
6037,0.5294461209726513,0.2948488017737352,0.350793245610786,0.5244302259336447,0.2949536892261213,0.08896465280802407,0.34961034969073634,0.5094295769246178,CIEN
6037,0.47563698723709763,0.160480820761563,0.35700534143187335,0.46879875003677424,0.15950351365165094,-0.12695239251702958,0.3555172815371735,0.4418504773296316,CINF
6037,0.48965778087530526,0.19053867701463714,0.28810393148996066,0.4870855507568936,0.19055755308455571,-0.1028740619726819,0.28763001031401264,0.38783853101175914,CL
6037,0.6261578310535775,0.2594826729413032,0.39060520349467465,0.5940562623130962,0.2639897603889345,0.12711341237545115,0.38608762834887456,0.5807439115261551,CLF
6037,0.5162791670866924,0.22641515113113594,0.3263508601939579,0.5162670673459012,0.22642248217119082,0.007085014413238037,0.3263769494742387,0.4534135117676407,CLX
6037,0.7557015465522572,0.17610443947873716,0.3561784519018466,0.7557024707182105,0.17610556993426418,8.0353795940494e-05,0.3562085458985695,0.598543721546629,CMCSA
6037,0.5357385623234925,0.23361322283500716,0.339202574364382,0.5345400336321113,0.23315436024459898,-0.024865436882306937,0.33912728472540404,0.4691780282356767,CMI
6037,0.5233008137223311,0.14213307775328998,0.36420724320412884,0.5233015802638694,0.1421367742141031,0.0005452927594270283,0.3642397446015088,0.4581946644240296,CMS
6037,0.49479427226813066,0.15329246934734478,0.3667227104228869,0.49407121813069305,0.1537876602385362,0.04721186271750523,0.3668640763838956,0.46118091150440277,CNP
6037,0.5978425520046562,0.2227463868438286,0.35920278143508894,0.5830201900337294,0.22573288850832912,0.11366467916545643,0.3575322840845056,0.5142060057227994,CNX
6037,0.5908938027185319,0.20978828457717866,0.32111551355642765,0.584647623864903,0.2083328737543189,-0.0650610918397792,0.32023412325975475,0.480113018711183,COF
6037,0.5110382107255206,0.23550569705753222,0.40568032348497596,0.5110967067143484,0.23562552537878165,0.008496407866692222,0.40574218021218317,0.5390727021740674,COO
6037,0.5886589305654507,0.14974331127496146,0.2648277868284975,0.5886228817406681,0.14976989744513042,-0.007227162001139045,0.2648012212053162,0.3731148392974739,COP
6037,0.4991709642971493,0.2371116301603537,0.34861320454744416,0.4976453320148988,0.23766517565046308,0.04899361051335247,0.3481675866284818,0.46587806740428567,COR
6037,0.49841460092292816,0.22743479248038778,0.29701684896879244,0.49496880941315086,0.22853634187915808,-0.08786038462568338,0.2966326517226208,0.4114499137454138,COST
6037,0.5357850554887936,0.20874012924624213,0.32831496125751497,0.5356597099526791,0.20868766987864912,0.0171974041434044,0.3283895518667717,0.45098410558315566,CPB
6037,0.5873740197732825,0.21303697883132233,0.4136553261679986,0.5839994983702467,0.21338268926898096,0.06655284052837818,0.4129395569449134,0.5737359921713236,CPRT
6037,0.48119097740932854,0.13955665623829513,0.39380148861706643,0.4811240352687284,0.13981307049665737,0.019246473210100316,0.39399850296940925,0.4759454533044466,CPT
6037,0.4548304773309301,0.20008547403264385,0.28434666586042234,0.4503752494785188,0.2001533358200069,-0.08587279295362764,0.28404658683618916,0.3793913548679698,CSCO
6037,0.4382961639872782,0.2342011799834072,0.5015882946048935,0.43292772781953903,0.23450396673584667,0.11515003850706149,0.5008899849301635,0.5988361863968451,CSGP
6037,0.43680947308339546,0.1834556923568239,0.4613720618436421,0.4116990866082228,0.18536953304275133,0.4568499330756939,0.4599289398162372,0.5406143571790781,CSR
6037,0.5117290125280765,0.20194151529767396,0.31182856800399733,0.5115494312162046,0.2020972931751911,0.017406977458953785,0.3117971738886409,0.41881203051942023,CSX
6037,0.46191181990064173,0.20650092373150442,0.32888863226321274,0.45822826312597187,0.20599470266923506,-0.07477461232338747,0.3286882171304135,0.42533392869329567,CTAS
6037,0.6039715870051511,0.211612013484137,0.3682618701479886,0.6039658387446469,0.2116056697320087,-0.00047543089841179276,0.36829111414842325,0.5227498435489759,CTSH
6037,0.5665691739271648,0.22105993027271154,0.30411255138590637,0.5655123051967864,0.2211823268825332,-0.048628838461903426,0.30373234470659527,0.43793559786357344,CVS
6037,0.5451759488877608,0.16363537443251872,0.249296789876075,0.5443057174772797,0.1638432926830627,-0.03794980738804921,0.24901198204951863,0.35365153241845076,CVX
6037,0.5499430177064223,0.1511649538004041,0.3121102494906267,0.5499408045880059,0.1511644276460424,-0.0009484112157459563,0.31213278764545094,0.41508886100386433,D
6037,0.5784972940939318,0.210318754448898,0.3093059921038693,0.5743245688389904,0.20944113334998257,-0.06463410850777532,0.3088675046533928,0.45173620622822286,DD
6037,0.5679455933938476,0.26009370018016365,0.3586464619109534,0.5673550732506834,0.259823413176627,-0.010187567323077852,0.358708685528831,0.5196447732570064,DDS
6037,0.43674265637225973,0.24022461377409365,0.30056747168583053,0.43675257628019887,0.24023602954337556,0.0013586921117127813,0.30058721414783357,0.39817526441357615,DE
6003,0.5863899366786361,0.2756254609587576,0.5360635406490467,0.554461763737173,0.27891130011713894,0.1591964052265605,0.5290506179339551,0.7298140376295226,DECK
6037,0.5458080306342725,0.2145936992774267,0.3442287832446768,0.5443582413413864,0.21416886934744545,-0.04469436750437296,0.34418559015440986,0.4790680966616602,DGX
6037,0.5383490534424985,0.22563966706403568,0.3232781823241245,0.5369984152241135,0.2264736967705373,0.039936300758032096,0.3231597423304113,0.44524345358875783,DHI
6037,0.5818436948366085,0.12398237243346868,0.33423415586174515,0.579775496939846,0.12337385206118753,-0.0458098004325161,0.3339443387383569,0.44454226366569544,DHR
6037,0.5254560772282885,0.22292770713920407,0.27903017141441816,0.5245217971715672,0.22254867222260236,-0.02483578564992206,0.27890947969192936,0.4081589552679794,DIS
6037,0.536707247178089,0.25427702791447987,0.3480517628997803,0.5334747626481539,0.2544418850987186,-0.07616500839490618,0.3473244355908883,0.4990070801678439,DLTR
6037,0.47134653776432767,0.1821912258339933,0.36218432155507796,0.47062139224650923,0.1818105885651666,-0.020242278019482474,0.36217848189305774,0.45455559106660054,DLX
6035,0.5537788180770408,0.15516129728727343,0.36003127062574236,0.5488945042279664,0.15723698747483542,0.11575515581802602,0.3603013621813436,0.4717834375511187,DOC
6037,0.5268524855648788,0.15448861968658303,0.33100411725668905,0.5229040725705009,0.15337542037728516,-0.07407490564465966,0.33044360542905554,0.42493089977407633,DOV
6037,0.5187410580432218,0.21755388867248462,0.3367074038000053,0.5187856963158588,0.21761443637069663,0.005504536846939142,0.3367474604109129,0.4620712645284674,DRI
6037,0.5157763391829544,0.1287889705843565,0.3363829353635187,0.5157803823211611,0.12881885866549603,0.0037100012564722394,0.3364179312145481,0.42209466282621355,DTE
6037,0.5211899053976023,0.15169401923009504,0.2977273462971501,0.521135200136315,0.151669747504545,-0.007347002219660761,0.29772935866664246,0.38748099664858554,DUK
6037,0.517205074768529,0.26355064926960575,0.38386713412490836,0.5173411446386534,0.2638165266562138,0.010525503436546338,0.38384638923330583,0.5286446171713279,DVA
6037,0.5617976878849381,0.18670144747999065,0.2943055933784433,0.5616647865943197,0.18677304746231818,0.01057429584556955,0.2944051991710795,0.40957533382768135,DVN
6037,0.5452477184944835,0.2119761203258722,0.36101868638315815,0.5431285112401801,0.21129016229633726,-0.04276657674586123,0.36082417325935734,0.5085064868643816,DXC
6037,0.5332954683493818,0.22766192977393646,0.30400369531503574,0.5233641264657612,0.2277820766595532,-0.10455897776560188,0.3034521091424857,0.42313236937734516,EBAY
6037,0.5751726417486192,0.16344257853505537,0.3284964003861902,0.5735897137331668,0.16297632011995458,-0.05627613404488063,0.32816456091498597,0.4508991732020185,ECL
6037,0.4819491765052382,0.14344865019285707,0.3264214954883711,0.48090483442471554,0.14341969001831173,-0.06473914393868505,0.3259840667403177,0.40375233393882776,ED
6037,0.5762492873505708,0.17951561180398556,0.35294914418758183,0.5761837013528098,0.17967225194058317,0.01794296126723166,0.3530091099308222,0.4819111172428083,EFX
6037,0.5021379176519946,0.18832150503503478,0.36693737971342144,0.5020002583056288,0.18874099945384348,0.02925148253529885,0.3669021606886314,0.474477547867809,EG
6037,0.49805755316935024,0.1666203342790391,0.34148629300123,0.4979831252029479,0.16661147131216594,-0.010036317274596604,0.34149212705686954,0.43574553256034027,EIX
6037,0.5137064171532273,0.2392987206341037,0.34894412646999406,0.5125304816722349,0.23908828558752754,-0.0387785358352406,0.3486170885853413,0.48473058765185556,EL
6037,0.5057741618616869,0.18003482464037002,0.33358583358032107,0.5035188306625851,0.17928614977928292,-0.04546803384408989,0.3332806967174819,0.42885663616998776,EMN
6037,0.4918273529454259,0.18003102286736955,0.2922222748838497,0.4907328199289904,0.1795725611933275,-0.03607170736298548,0.292133017111739,0.386747844811909,EMR
6037,0.49866765031039045,0.18619231308023973,0.2968087162918041,0.4986727875502787,0.18619649095596294,-0.0008282405655868372,0.296835845224049,0.3898403241029146,EOG
6037,0.5444960925445975,0.1888075284791348,0.35986292518284263,0.541135771336377,0.18918166707169562,0.06481704231497143,0.35994723167108755,0.4732265261365161,EQT
6035,0.5044626971714625,0.19560393617763738,0.5440805061132226,0.5038249005489743,0.1956223027977591,0.046348432704545445,0.5441753354243626,0.6675611225193718,ERIE
6037,0.4655173039837221,0.13566910469195534,0.37196272912951694,0.46433498197535844,0.13549928595291266,0.06270637704884753,0.3721947004864025,0.44460725927797434,ES
6037,0.5277719845258617,0.1411354959924775,0.41306802511159063,0.5267392071783804,0.140691922856237,-0.046402045356070405,0.4125343054987075,0.514530790708231,ESS
6037,0.5166742522462668,0.1798007887533913,0.31899770955280704,0.5156105703878759,0.179379561450673,-0.025961281932590702,0.31885580920753,0.418907275838653,ETN
6037,0.4805969101154897,0.12963331488194835,0.32478520898276375,0.48055529883013315,0.12960638033601452,0.006445314763143639,0.32482399045837607,0.3966177844437398,ETR
6037,0.5251535253160259,0.13722432570138893,0.4145841439318017,0.5249892233884881,0.13779655269743166,0.03496636682397292,0.41470079912743696,0.5144394324559277,EVRG
6037,0.4758043045335296,0.15625287472123334,0.3126708630221868,0.47447544510760925,0.15598688426384436,0.04838560747571969,0.3127074799376343,0.3899374851379858,EXC
6037,0.5262296446502104,0.20683006645032836,0.35159175403339793,0.5261210366328595,0.20687275091821153,-0.018856464825314282,0.3515817107068298,0.4645482572613058,EXPD
6037,0.5678222334402988,0.23645408598787857,0.29767158277510447,0.5650819541760659,0.2385464394274123,0.05978464593777174,0.29750190845137303,0.44665207685980823,F
6037,0.5249950038233807,0.22245849287025535,0.347581442504766,0.5232818162292883,0.22228131905260815,-0.052127749155675786,0.3473553264325076,0.4710780002946372,FAST
6037,0.5916484877324357,0.23835113143191872,0.3007794101374578,0.5900278222939537,0.2391667794352226,0.03376461226844895,0.30094893757217006,0.45346312605685407,FCX
6037,0.5567071085324455,0.21894912282957882,0.37573695073103786,0.5566150263170372,0.2188995453959393,-0.007666142319129825,0.3757265924054718,0.5160521777834298,FDS
6037,0.5161289601718121,0.2504650434025451,0.3028181144458316,0.5162158594458314,0.2505385355597194,0.0037871903256582193,0.30284868600138865,0.43916115366767977,FDX
6037,0.5207395605887729,0.14980221116825482,0.3538057793857003,0.5202585944760987,0.1498471417107345,0.04366928526879073,0.353956597116694,0.4475951176410446,FE
6037,0.559430233517431,0.27137123286041237,0.3784799569939423,0.5554605907290915,0.27247890822841403,0.06656017564556536,0.37700236407410204,0.5360506531624106,FFIV
6037,0.5674926139288469,0.17531717293229016,0.37976133308315463,0.5677858779208528,0.17605851382678955,0.0247252111870076,0.37997011503830697,0.5144448982754313,FHN
6037,0.5016901539932539,0.2175365031535737,0.3992255332628456,0.5013732942584882,0.2181038200593811,0.02869167092506619,0.39913125312258046,0.521794348331826,FICO
6037,0.5085963819292392,0.18786613749159425,0.3240214805447795,0.5072652830259927,0.1876230234246098,-0.04638138026791503,0.32402814856824874,0.4237253356149939,FISV
6037,0.6017302540732388,0.18275820916343352,0.31401153391875086,0.5988612567006063,0.181666282510559,-0.03746155876200106,0.3136301685582394,0.46343705971557564,FITB
6037,0.5445225553527672,0.20578785333150815,0.38109752594586144,0.5427626694432031,0.206609667488821,0.05250291248173297,0.38097379581847607,0.512159731423148,FLS
6037,0.5313358394006856,0.19449345239488147,0.3596342671963105,0.5313479632170247,0.19450881205704107,0.0012317173738879334,0.3596662831817762,0.47977244107196154,FMC
6037,0.5242882292028385,0.26350257088616025,0.42641178326465023,0.5241477990267015,0.2634896158155415,-0.00839057471088079,0.4264262355060091,0.5992202519070569,FOSL
6037,0.4958666553188209,0.14525006989919967,0.39393099318271263,0.4942024200523866,0.1446085483925541,-0.057805126762404076,0.39316946544432996,0.4844963905536083,FRT
6037,0.532093293577109,0.1903792429436927,0.3100637048227515,0.5303152396357089,0.19037598658529176,-0.05041700267851176,0.30990052457309814,0.42027769548679844,GD
6037,0.6038442905990431,0.22694334052696255,0.26883812288415193,0.5953562660151674,0.22658329498712743,-0.08791394170442628,0.26752140544569997,0.4411095900353673,GE
6035,0.5443994732937928,0.21807081066157807,0.3505767943455046,0.5390205707248911,0.21831525700026402,-0.08772190208969737,0.34992739074921,0.4841083124321467,GEN
6034,0.48054774467552036,0.15674194709921138,0.4468848068914059,0.48052739939068406,0.15677263992856505,-0.011633357954644496,0.4469093415431284,0.5370925525401756,GHC
6032,0.514505052403203,0.24787280032664752,0.2961014889542894,0.5135423772448195,0.247898188592858,-0.031054598599262902,0.29619029263978963,0.42404375801491323,GILD
6037,0.5205794284155438,0.20465961078272182,0.30594613366717416,0.5204734710208777,0.20464449364971435,-0.017518360340759844,0.30591850900206713,0.41649609768627505,GIS
6037,0.5901685041417766,0.08540487175419119,0.35081363190833564,0.5840037938147068,0.08467040536819576,-0.10587867277590841,0.34989883996399435,0.4681405131512871,GL
6037,0.5141721537647612,0.23073206024862375,0.30815429168896497,0.5137722875391088,0.23049662513899202,-0.0093185486735548,0.30819806563013386,0.43225260066245547,GLW
6037,0.5093931059569043,0.1587221372531466,0.32850592648590365,0.5087209565815888,0.15848193679507996,-0.03332836831099231,0.3283136129434456,0.42101127513452813,GPC
6037,0.5946811700507628,0.22645325013560094,0.2818271319052402,0.5938670341418356,0.22620259210628368,-0.020765332254744407,0.2817809116258138,0.44265929491663364,GS
6037,0.5117494130626457,0.27601072554573874,0.33133309670442235,0.5118975781023446,0.2762936042878123,0.012085665011470206,0.3314172626178024,0.4789685732852539,GT
6037,0.5280416614044202,0.19674026692936403,0.34206615651874983,0.5208488737724071,0.1961733292864985,-0.09877782980889536,0.34114793339256483,0.4556722970051083,GWW
6037,0.6067252654646141,0.19064205885043478,0.28854258048521697,0.6056034697562936,0.19049730481201713,-0.024796456778992157,0.288394574047653,0.4333092265723947,HAL
6037,0.5104908935689406,0.22229900157057797,0.3714519184358832,0.5104332609511356,0.22226475437181092,-0.006334825016079687,0.3714636661782426,0.4924997550047578,HAS
6037,0.6072511605767503,0.16018061480249166,0.34321296825433284,0.6074587345514665,0.16077523731642435,0.019865688852992457,0.3434097836624329,0.47656655990787866,HBAN
6037,0.5271111132451696,0.19346039119056407,0.2710190676122386,0.5186304759197555,0.1932242945878643,-0.10049049337790669,0.2701072565129323,0.3833182535856673,HD
6037,0.5244040743340808,0.26554939508511366,0.34556221113986196,0.520501765631352,0.2643354245888808,-0.07238203459782093,0.3450203545643484,0.49775104718586466,HOG
6037,0.5221576927496392,0.18585642563602323,0.2893325181110472,0.519003220114422,0.18547321301090844,-0.07017626655775563,0.2889713405104845,0.3951558068065716,HON
6037,0.5389981820644361,0.1692743509925683,0.33576003692459827,0.5389557614997862,0.16925500070132896,0.004531788014673833,0.335805090706339,0.4373990708470629,HP
6037,0.5489118154521632,0.20426116289798107,0.2961282652424566,0.5459772766973199,0.20386940310604107,-0.051683538546204076,0.2959751647480817,0.4247297799356346,HPQ
6037,0.5509859334060047,0.22400180622325414,0.34853868895712586,0.5464448959399354,0.2243652609420048,-0.07957643538886985,0.34779618906118726,0.4899840718554316,HRB
