seed,accepted,reason,sd_r,acf1,iv_mean,sd_x,mean_x,V_growth
282105,True,,0.021673939513963607,-0.09229240723627224,33.332123656179874,0.03056444951169207,-0.00027073783071921266,1.4224436494835622
282106,True,,0.02081830010097119,-0.11256445351785614,32.73080565577193,0.02485559402825475,-0.00929374998166652,1.3308261029656667
282107,True,,0.018116954090882556,-0.09998992082895992,27.052820654461815,0.016365432521011608,0.003976484793602974,1.5433776585140389
282108,True,,0.018224783667486713,-0.05363172904603436,30.39378557150123,0.0162629541273357,0.0019357212890664653,1.386659309927977
282109,True,,0.01976474968885627,-0.08070933105993401,33.69344450293677,0.016195996158950267,-0.0038837663369339446,1.7957162628473102
282110,True,,0.01670525766301388,-0.12457842996455767,32.33876871889882,0.020036448039832174,0.0013347712289841023,1.391996673153043
282111,True,,0.019151366474572534,-0.07005064393885971,27.923393311488272,0.020678983467094892,-0.0017263303860064092,1.3826803691388867
282112,True,,0.021034171354707063,0.004351951367157738,31.964222453116935,0.0272535920632238,-0.0022056783782314206,1.9655598105156473
282113,True,,0.019412952907288467,-0.030053731289722496,31.695546054536226,0.021997010608593087,-0.001023879274064346,1.8803497536870397
282114,False,sustained_bull: V_T/V_1 1.14 < 1.2,0.019760485338737595,-0.07586965255323916,33.30903659065794,0.025314134313551492,0.005754787541858358,1.1437135928744593
282115,False,sustained_bull: V_T/V_1 1.14 < 1.2,0.018139592405217866,0.01982710372626922,32.501215569685634,0.019251205271228984,0.004396570801634091,1.144273922901552
282116,False,"sustained_bull: x range [-0.04, 0.15] outside [-0.1, 0.15]",0.01875082726312201,0.07664926071849001,31.56613770426238,0.02849682230837484,0.003347744488839483,1.6298295858307987
282117,True,,0.018590277501540447,-0.04110371528836365,28.826584243100346,0.017651592557996247,0.008004151516410388,1.2174809238768796
282118,False,"sustained_bull: x range [-0.36, 0.03] outside [-0.1, 0.15]",0.032631527688050124,-0.11319445625769513,39.84614708114871,0.04484697224511787,-0.01659773822332866,2.0703186017355995
282119,False,"sustained_bull: x range [-0.11, 0.08] outside [-0.1, 0.15]",0.020390281238361122,0.08913243939689998,33.27086054008399,0.024797820277613163,0.00732067690064817,1.9352168046466514
282120,True,,0.02175201894757815,-0.028923729768932642,36.21332355605925,0.021732132457067052,-0.008337919603704997,1.3455409420245756
282121,True,,0.02057943013667675,0.0107839014122892,33.07679569249776,0.02508719069563307,0.012709455299121524,1.9022153958352905
282122,True,,0.01827224475255321,-0.14671977865258218,25.19717766788064,0.025414729450061842,0.004766139882205565,1.591143731480645
282123,True,,0.01839882144080797,0.15845891885279154,32.14126840581166,0.021637125188310152,0.010591010349178167,1.595926294162847
282124,False,"sustained_bull: x range [-0.10, 0.07] outside [-0.1, 0.15]",0.02289086387473904,-0.04087063269193223,33.48696491450526,0.02756414386683944,0.007581572658894531,1.218704068365296
282125,True,,0.021078877461347387,-0.10561668200114564,32.58950557774958,0.0225386303312988,-0.001159183518104816,1.9710519173103003
282126,True,,0.0217648721619188,-0.006493283531713925,35.78093808332298,0.02158130578638069,0.006799433330995188,1.6710794475859434
282127,True,,0.02403250614616327,-0.12305545150643064,36.47636291936813,0.029985163412053525,0.002386896433560122,1.748557209759294
282128,False,"sustained_bull: x range [-0.12, 0.08] outside [-0.1, 0.15]",0.02674409646107337,-0.04021365697898714,41.98821524250294,0.03971199856176003,-0.0063366363354128395,1.5758808807302682
282129,True,,0.02669089865839321,-0.0014976784459466526,39.91912758925881,0.02908680126780113,0.007450000160832723,1.4174844640912982
282130,False,sustained_bull: V_T/V_1 1.02 < 1.2,0.016744759465605826,-0.0006199166109932933,28.10393997492249,0.018969674049425164,-0.0017512722819439646,1.0181586545673522
282131,False,"sustained_bull: x range [-0.14, 0.07] outside [-0.1, 0.15]",0.02261961176811897,-0.09995944336050526,31.506517209624306,0.036168980039643917,-0.01081976453760953,1.5108048891037025
282132,False,sustained_bull: V_T/V_1 0.95 < 1.2,0.01776993455979679,-0.03523888697114234,24.8857000087832,0.018607788580552263,-0.00031902614877407767,0.9528005574525754
282133,True,,0.020117847442535055,0.09515020981188207,31.075563956847112,0.02168243979760574,0.004547815056112955,1.377296363156688
282134,False,"sustained_bull: x range [-0.28, 0.04] outside [-0.1, 0.15]",0.029995248299055196,-0.09617544016956546,38.92102549651075,0.04071753132859462,-0.015622526692390558,1.4276256843232864
282135,True,,0.026354310696202775,0.09913810419118485,39.67316293551702,0.031058250873933636,-0.0009802635466406855,1.2959147141064795
282136,True,,0.019958221874212145,-0.06714918876306267,30.626292552452284,0.02133700499902097,-0.00726101244366008,1.3306406299907698
282137,False,"sustained_bull: x range [-0.11, 0.08] outside [-0.1, 0.15]",0.023202109074003215,-0.033590935042809855,34.747392732250944,0.03609719824997165,-0.006392580780770617,1.1233985751564723
282138,True,,0.019007305861804612,0.09654744862717024,28.67826910360852,0.019147184915694056,-0.004424344408167283,1.8636103490452232
282139,True,,0.020516900151669768,0.02305893865045599,31.0946938582509,0.02561653865753293,0.01097271588430014,1.8175933427009339
282140,False,sustained_bull: V_T/V_1 1.18 < 1.2,0.01641275627977287,-0.11279726301174782,24.82604651232533,0.030475408651477538,0.0023219252367586546,1.1790255455296117
282141,True,,0.018883671214081257,-0.08944779553034458,30.217475920046343,0.02580544989964883,-0.0013796022271466007,1.4297309022687907
282142,False,sustained_bull: V_T/V_1 1.19 < 1.2,0.018669685917036622,-0.017866770096265732,30.608523180730835,0.02162146896699083,-0.007329001914044736,1.1897208278775215
282143,True,,0.02076596492161031,-0.06471418793443337,37.13608885633412,0.030918579891976477,-0.005769205862874707,1.3206463512765048
282144,True,,0.018539880710118334,-0.08755221946938178,29.857890058785205,0.024748294864295674,-0.00020129140073966767,1.2777961206122181
282145,True,,0.02178260101628525,0.08567860364821808,31.571485138950766,0.029134847192568113,0.00785344302093638,1.2555044404119058
282146,True,,0.018891319386150435,0.026226617157912243,31.06503820822796,0.018073586104225683,0.00540142489407177,1.3172238327475585
282147,True,,0.021394438213683916,-0.10330936142155327,35.26206018078929,0.0282695294071207,-1.701465909132213e-05,1.66035377218474
282148,False,"sustained_bull: x range [-0.10, 0.06] outside [-0.1, 0.15]",0.0233267422751225,-0.029296904798296677,34.27244014873797,0.03113299404668089,-0.010807381709845122,1.034120566586906
282149,True,,0.017707751195300176,-0.15324793462819733,30.962126452354877,0.019227861942104935,0.00482290499529098,1.217482947144355
282150,False,"sustained_bull: x range [-0.11, 0.07] outside [-0.1, 0.15]",0.025353482823362028,-0.13961023327965885,41.63289523378839,0.03149047229666253,-1.4252333536243223e-05,1.5866903339972753
282151,True,,0.021924822819375453,-0.01223208704406259,36.44923306859111,0.02495221886211768,-0.0024466187990899255,2.105986876517843
282152,True,,0.022189275787086647,-0.17633409702051708,32.85951058232981,0.030319605379988998,-0.0009573963313069855,1.3681997305617701
282153,True,,0.01710826971493693,0.09233676405284366,26.45742159118525,0.022632826902770603,-0.004657914200653932,1.400237457497457
282154,False,sustained_bull: V_T/V_1 1.07 < 1.2,0.02228238732769197,-0.06679379014245444,33.8657802117684,0.02082883746115332,0.0027204151149264793,1.0742478724881592
282155,True,,0.023961711101751233,0.015934046177813257,35.16526830476728,0.026416812227945147,-0.003637043643146378,2.2362962924597594
282156,True,,0.018036326191729995,-0.018093661462057806,29.17693104696866,0.01829085752846611,0.006074041799973871,1.2952198523157477
282157,True,,0.018601132358396444,-0.04252179966645434,24.38329552115582,0.020333544905394935,-0.004151942612867004,1.3519144723251175
282158,True,,0.022364174306860416,-0.12360469498222634,33.24486023725729,0.023636924953889533,-0.00043855027281791746,1.4243293705277347
282159,True,,0.02033445614770019,0.02129451585571591,30.782347702189913,0.021779844823096434,-0.003727996395168654,1.289269388918254
282160,True,,0.02461009796010826,-0.07799755174836223,36.38657898758295,0.0316326678216242,0.002332596163247743,1.3592212297868334
282161,False,"sustained_bull: x range [-0.12, 0.11] outside [-0.1, 0.15]",0.020599654486598663,0.0011959283291886767,32.22569110652667,0.028159295273040973,0.005702263829565909,0.9712618331110201
282162,True,,0.02049424083844968,-0.03377429820764806,33.05343571346449,0.02348852723074867,0.0012952301866912027,1.3155405196719123
282163,True,,0.020132496911930503,-0.017364585488636744,33.39027751075409,0.02552677338445007,-0.0014516545348426102,1.9080950171957345
282164,False,"sustained_bull: x range [-0.10, 0.05] outside [-0.1, 0.15]",0.019212172138822956,-0.12191733072690188,23.563597776867347,0.027017241976655997,0.003404565629719319,1.6955571971027343
282165,False,"sustained_bull: x range [-0.14, 0.04] outside [-0.1, 0.15]",0.022562711807373178,-0.14744386795068476,35.149735599567094,0.02562270624587483,-0.00956206827868347,1.7463760183568449
282166,True,,0.021989772532260442,-0.03623312866009541,32.46245294268463,0.021444364836078676,-0.005760701394542741,1.5791090138010928
282167,True,,0.022430870932199497,-0.0030861764177659715,34.454142029649546,0.025470385850761904,0.008089458634429258,1.664908558352395
282168,False,"sustained_bull: x range [-0.12, 0.08] outside [-0.1, 0.15]",0.025245059394077955,0.0559568356279788,38.78119790648986,0.030746674908489317,0.0012947175797886196,1.8558915066930288
282169,True,,0.017678756794762017,-0.10562480307839381,31.48923817627144,0.021166707551899405,0.0009327234710821475,1.5526615706968874
282170,True,,0.018596793338586905,-0.04397780835168181,36.6783922513057,0.026431808878739152,-0.0022925754266812613,1.2870616761001588
282171,True,,0.018316147571194905,0.05192140731817994,29.761340699058472,0.02273142620133184,0.007000547913713616,1.4881806356466016
282172,True,,0.022706666515737446,-0.11289646603483673,37.08779075531739,0.02465574319124036,0.0029236119377678937,1.4232904188569377
282173,True,,0.02221463182969223,-0.1766888006699225,33.48305560037232,0.020220960703877904,0.0010340735789194121,1.7024607462229813
282174,True,,0.019229454681156895,-0.043355512700576734,30.81256219727974,0.01981740196781655,0.005514308631357078,1.5128615802663632
282175,True,,0.02037981976477002,-0.12556364798197459,29.770690807723685,0.02646405638819893,0.006073711849511698,2.5735174369569838
282176,True,,0.019232829765539524,0.1108842082461737,33.47452917315638,0.019768521908064957,0.005053381601612298,1.7098268397612586
282177,True,,0.018942500596205735,-0.016271800089997342,35.341792385939726,0.0195202248524386,0.002057031764683267,1.821280964184203
282178,True,,0.02188177298310014,-0.08808836756744486,28.93847181410238,0.023706944689611088,-0.007079363174416535,1.5152351185868977
282179,True,,0.019976974228563732,0.06435880235987938,32.34929584188219,0.02043347517057744,0.0023194231826658977,1.7388312741205003
282180,False,sustained_bull: V_T/V_1 1.06 < 1.2,0.018638841858837542,-0.09534823827615639,31.431996890477205,0.020531265555837022,-0.0021256213655068156,1.0563327752856604
282181,False,"sustained_bull: x range [-0.08, 0.16] outside [-0.1, 0.15]",0.024696138399806375,-0.09267620690056459,32.37400439812162,0.03270211080628386,0.003195418049850118,1.7073135539405764
282182,False,"sustained_bull: x range [-0.13, 0.07] outside [-0.1, 0.15]",0.025278314323772522,-0.031133539114566244,33.59527371086731,0.03652137296549504,-0.012819632563738845,1.5031849562365063
282183,False,"sustained_bull: x range [-0.11, 0.08] outside [-0.1, 0.15]",0.023283195490674948,0.024793149003978953,35.54888279984637,0.03184625887581409,-0.0016105834482125648,1.4203777481968458
282184,False,sustained_bull: V_T/V_1 1.04 < 1.2,0.02271536506408653,-0.06573221718111132,37.26734848641176,0.0221987342286495,0.002472374452058123,1.0374293854939556
282185,True,,0.0193740384321058,-0.06202723825806882,31.595291905168825,0.02130679669085464,0.007491006596421134,1.231232742361311
282186,False,sustained_bull: V_T/V_1 1.09 < 1.2,0.029398225207419026,-0.04519945897649009,42.033142144975535,0.03694556063123905,-0.017534080992653606,1.0944513778129554
282187,False,"sustained_bull: x range [-0.12, 0.23] outside [-0.1, 0.15]",0.029325589465060146,-0.02037355882442026,38.85961589420871,0.041219444955528414,0.003960719866775533,1.4028957991216142
282188,True,,0.01972484338373084,0.008625933275432988,28.610737975412402,0.02457844260478452,-0.0005235762918264974,1.4271300149038795
282189,True,,0.02215439085150463,-0.005574205892735619,30.663042825344938,0.03134849569398487,-0.003167989626732019,1.786779200586594
282190,True,,0.019235024114067932,-0.014310263316896114,27.360578568445234,0.018241944726380993,-0.005400013148744329,1.437789364646096
282191,True,,0.022005310860765084,-0.052081487109010255,34.295241136480634,0.02322038173855634,-0.004320871714844002,1.4740561688674796
282192,True,,0.0223504588727245,-0.15653267069423368,31.633728850981523,0.02288079300550143,-0.0033505340332981525,1.304804925182467
282193,True,,0.019945630255158532,0.022432131225213623,34.277097463783036,0.020315422537388973,0.002675078667942344,1.9261031633222006
282194,False,sustained_bull: V_T/V_1 1.09 < 1.2,0.01963039005339105,0.05095837882164904,34.55809740673676,0.021401675910169376,0.0038645893648085305,1.093175503241207
282195,False,sustained_bull: V_T/V_1 1.11 < 1.2,0.019314893298521426,-0.021804926241757356,27.27196029623604,0.023621588581182715,0.00043978330538772397,1.1097962364497975
282196,True,,0.02323918778714332,-0.10309199062371892,35.23627721895152,0.03275234440619995,0.008742183531154628,1.6756331981916897
282197,False,"sustained_bull: x range [-0.04, 0.45] outside [-0.1, 0.15]",0.039463760962635354,-0.07125042072647583,39.738545291206336,0.05517169144632176,0.01903216252265187,1.999331033109855
