seed,topped_hazard,top_day,top_day_realised,top_day_offset,blowoff_days,mania_days,cap_binding_share,attempts,rejected,peak_pv,schedule_mode,kappa,rv_calm,rv_mania,n_mania,rv_blow-off,n_blow-off,rv_post-top,n_post-top,post_top_drop,topped_panel_rule
280032,False,,,,46,100,0.4,1,0,1.6343257436499337,v21,0.03003725253446938,0.00033581564876025553,0.0006166544567704971,54,0.0014691125628420617,46.0,,,,
280033,False,,,,67,113,0.5486725663716814,1,0,1.5353882944251536,v21,0.03569617555816741,0.0005336004747013183,0.0014045204319563479,46,0.0005291361620093465,67.0,,,,
280034,False,,,,33,93,0.2903225806451613,1,0,1.379552984100013,v21,0.02729660557827252,0.0003657766491693308,0.00033541514062944064,60,0.0003786296559942204,33.0,,,,
280035,False,,,,76,120,0.6,1,0,1.6166717238519555,v21,0.037671255476993515,0.0018920921360038845,0.0011028895999316256,44,0.000738991069426141,76.0,,,,
280036,True,155.0,147.0,-8.0,60,103,0.5436893203883495,1,0,1.6906645711944082,v21,0.03856071673737533,0.00047588516991805456,0.0005980622669854204,43,0.0008979049267347779,60.0,0.00046474454773238604,45.0,-0.3156039855022229,False
280037,True,196.0,195.0,-1.0,99,143,0.6643356643356644,1,0,1.5817563847159044,v21,0.03769955993974883,0.00027032746917830293,0.0004757010765247517,44,0.0011070175956633878,99.0,,,-0.04262143986897504,False
280038,False,,,,83,149,0.5033557046979866,1,0,1.5023107659844663,v21,0.0245051282106762,0.0004526053487543736,0.0004458650255629087,66,0.0005137034520119954,83.0,,,,
280039,True,121.0,87.0,-34.0,1,64,0.0,1,0,1.3680582612956875,v21,0.025787339055371575,0.0013824141423504552,0.0003596061763305966,63,,,0.0003811251576365182,79.0,-0.13636041576642877,False
280040,True,183.0,179.0,-4.0,74,122,0.5655737704918032,1,0,1.6401335736252185,v21,0.033958539773195746,0.00022804435622984727,0.000339231981252434,48,0.00047071787859624773,74.0,0.000441608436158166,17.0,-0.18095912257564672,False
280041,False,,,,71,147,0.4217687074829932,1,0,1.4752459543273715,v21,0.021264051941343235,0.00026598947668185935,0.00043320252908088375,76,0.00041449187784987874,71.0,,,,
280042,False,,,,41,122,0.26229508196721313,1,0,1.5474837775008816,v21,0.020016456946191214,0.00022803392680539392,0.0003988081946711631,81,0.0005031983805921494,41.0,,,,
280043,True,130.0,131.0,1.0,14,62,0.14516129032258066,1,0,1.3839984700170143,v21,0.034094769092420735,0.00019552440387745292,0.00047800003091524055,48,0.0007029976345924025,14.0,0.00041811012650506366,70.0,-0.362908873326127,False
280044,False,,,,44,125,0.28,1,0,1.4403012281652225,v21,0.020027736715786337,0.000559678850229616,0.00048460212539684557,81,0.0004941965000114885,44.0,,,,
280045,False,,,,82,139,0.5467625899280576,1,0,1.5592603120990904,v21,0.028813008756377257,0.00043138406620008625,0.00033291777357196724,57,0.0003109587841809514,82.0,,,,
280046,False,,,,77,135,0.5259259259259259,1,0,1.633057778920818,v21,0.02825566225139276,0.00023464250640745177,0.0006846970423129224,58,0.0005618584281904337,77.0,,,,
280047,False,,,,94,149,0.5973154362416108,1,0,1.6699707656692817,v21,0.0298566759881417,0.00046474314993800406,0.0004935782739478167,55,0.0008896933592370349,94.0,,,,
280048,False,,,,69,130,0.47692307692307695,1,0,1.5191700872563099,v21,0.026677823682422393,0.0003676865165495361,0.0005884447905217988,61,0.0006387366012248804,69.0,,,,
280049,False,,,,72,150,0.4266666666666667,1,0,1.451273814566008,v21,0.02082642708035545,0.00043718236294105676,0.0003008556713174908,78,0.0007403556141766766,72.0,,,,
280050,False,,,,37,115,0.25217391304347825,1,0,1.5031802497713205,v21,0.020834273040041876,0.0002485238587890945,0.00037527350588197614,78,0.0005742799565133865,37.0,,,,
280051,False,,,,85,139,0.5683453237410072,1,0,1.5184487682501877,v21,0.02999715083682272,0.00035757462852977525,0.0004916266050643299,54,0.00044064260518120635,85.0,,,,
280052,True,192.0,183.0,-9.0,47,105,0.3904761904761905,1,0,1.6900873801514387,v21,0.028199523979777062,0.0003866308676924309,0.0004336853279807606,58,0.0006795284179209666,47.0,,,-0.13091395613843526,False
280053,False,,,,92,142,0.6126760563380281,1,0,1.5371169653808834,v21,0.03291456390915655,0.00037758961634971986,0.0001942558601076438,50,0.0004518487805580392,92.0,,,,
280054,False,,,,72,113,0.6017699115044248,1,0,1.516218149238158,v21,0.03998623259583505,0.0005423300821324351,0.0010040087439972022,41,0.001025860271405145,72.0,,,,
280055,False,,,,32,95,0.2631578947368421,1,0,1.448873197925074,v21,0.025746780493514573,0.00035938494450981105,0.00043927723971743586,63,0.00048275133027628724,32.0,,,,
280056,False,,,,55,102,0.49019607843137253,1,0,1.5911817165941398,v21,0.034853547661973364,0.0006393983430050734,0.0005840601410927379,47,0.00037224415880312547,55.0,,,,
280057,True,165.0,184.0,19.0,35,104,0.2692307692307692,1,0,1.5428192824820646,v21,0.023690323997590305,0.0005328633630877223,0.00038669409683904116,69,0.00046008877905026006,35.0,0.00033027188601203943,35.0,-0.07244561200969424,False
280058,False,,,,45,97,0.41237113402061853,1,0,1.5223230570320463,v21,0.03147771574826293,0.0005291182391295156,0.0004949533025159942,52,0.0002010745756700176,45.0,,,,
280059,False,,,,74,137,0.48905109489051096,1,0,1.4509267662556187,v21,0.02587971218603917,0.0002670598904051046,0.0003474674536308,63,0.000683430537670492,74.0,,,,
280060,False,,,,51,119,0.3697478991596639,1,0,1.4910646035981676,v21,0.023923712848903,0.0004963234003997329,0.0006538562701229274,68,0.00032807381629438345,51.0,,,,
280061,False,,,,62,142,0.3732394366197183,1,0,1.4077974177516772,v21,0.020199213510510777,0.00040647393039177336,0.00038203965699959305,80,0.0004198324130106257,62.0,,,,
280062,False,,,,44,116,0.3103448275862069,1,0,1.4049268880579808,v21,0.02243435674107946,0.0003443418375440006,0.0003881236518823653,72,0.0007205960430455402,44.0,,,,
280063,False,,,,32,93,0.26881720430107525,2,1,1.3975540290898267,v21,0.026508442190505424,0.000619238953251255,0.00045987997426065886,61,0.00042045061009927844,32.0,,,,
280064,False,,,,58,110,0.4818181818181818,1,0,1.5227345710280908,v21,0.031611688758514535,0.0004855517773795281,0.000663510576264707,52,0.0008636047732491869,58.0,,,,
280065,True,198.0,169.0,-29.0,69,118,0.5423728813559322,1,0,1.6172114585974378,v21,0.0333586558641016,0.00035839441761119714,0.0006799262643142189,49,0.0008332522088728648,69.0,,,-0.23953715013175325,False
280066,False,,,,88,140,0.5928571428571429,1,0,1.4994714740971793,v21,0.031589404360852065,0.0005242228236160694,0.0003893831363601125,52,0.00046059798196999185,88.0,,,,
280067,False,,,,78,135,0.5333333333333333,1,0,1.5635371058626155,v21,0.028806847162375228,0.00034056128181359695,0.0007015933898704227,57,0.0017310386514935306,78.0,,,,
280068,False,,,,103,145,0.6827586206896552,1,0,1.5909746176887443,v21,0.039254263430847584,0.0002909711845709283,0.0003497451922115578,42,0.00041259658427793966,103.0,,,,
280069,False,,,,17,94,0.09574468085106383,1,0,1.4333104751252634,v21,0.021094535753113035,0.0003692246287926678,0.000562068679482153,77,0.00030941167985481496,17.0,,,,
280070,True,186.0,187.0,1.0,44,95,0.4105263157894737,1,0,1.6296393998490484,v21,0.03206268145159506,0.00029185899955510317,0.00040996525080332704,51,0.001330347158810208,44.0,0.00033432703426766795,14.0,-0.17076360690604464,False
280071,False,,,,44,94,0.4148936170212766,1,0,1.4102880757145482,v21,0.032972207189052416,0.0004147137997755024,0.0003260651032786714,50,0.0005288787793931507,44.0,,,,
280072,False,,,,95,147,0.6122448979591837,1,0,1.530959716352531,v21,0.03165895280455769,0.000578843859100449,0.0007034365243527155,52,0.000584712504031254,95.0,,,,
280073,False,,,,93,147,0.5918367346938775,2,1,1.567007889249822,v21,0.0300424814729391,0.0002205255010071956,0.00034548389399271064,54,0.0006950379961507587,93.0,,,,
280074,False,,,,57,113,0.45132743362831856,1,0,1.6268739893574677,v21,0.0291796972396971,0.0005003711207018594,0.00032835186100143573,56,0.0006148824380248837,57.0,,,,
280075,False,,,,63,113,0.504424778761062,1,0,1.4982869670066274,v21,0.03250927957361292,0.00034070483803803057,0.0006507213511124456,50,0.0006867965542414624,63.0,,,,
280076,False,,,,48,103,0.4077669902912621,2,1,1.3634319455458925,v21,0.02944627749693554,0.0003566334918994808,0.0005215698475817437,55,0.0003845021411424205,48.0,,,,
280077,False,,,,89,135,0.6222222222222222,1,0,1.5359516146457262,v21,0.035554291778069694,0.0003769668113519516,0.0004539701127370249,46,0.0004363091794063218,89.0,,,,
280078,False,,,,65,125,0.464,1,0,1.6796755495186773,v21,0.02706483243806718,0.0002762741551813799,0.0003527198270824504,60,0.000495822669571479,65.0,,,,
280079,False,,,,53,99,0.494949494949495,1,0,1.350319845551036,v21,0.03584352875659455,0.00039703966892828686,0.000466151232042917,46,0.0004123900476372179,53.0,,,,
280080,False,,,,45,99,0.40404040404040403,1,0,1.5386611593187502,v21,0.0304461630623152,0.0004366316059535085,0.0011186803931660437,54,0.0007306521086584898,45.0,,,,
280081,False,,,,50,96,0.4791666666666667,1,0,1.4973915681303374,v21,0.03600533432942776,0.00031688414785685536,0.0003700878332730275,46,0.00030973022188272295,50.0,,,,
280082,False,,,,48,101,0.42574257425742573,1,0,1.3752331699899165,v21,0.031066277701446494,0.0003897144463272216,0.00020970583090566786,53,0.0003282682291557322,48.0,,,,
280083,False,,,,61,122,0.45081967213114754,1,0,1.707176406643434,v21,0.026849139726492506,0.0012614062418288786,0.0008286680494505846,61,0.0007451408814498701,61.0,,,,
280084,False,,,,55,127,0.3700787401574803,2,1,1.4254054734230717,v21,0.022580908490200797,0.00037334959499150846,0.0016933038594797822,72,0.0011604294470422471,55.0,,,,
280085,False,,,,64,142,0.3873239436619718,1,0,1.5830805327890156,v21,0.020681368412983438,0.00034385977649745316,0.000364294640871463,78,0.0004979320337084204,64.0,,,,
280086,False,,,,42,105,0.34285714285714286,1,0,1.4620623919211189,v21,0.02600764161184923,0.0005255561125179057,0.0004457400452267635,63,0.000417402694335944,42.0,,,,
280087,True,183.0,179.0,-4.0,35,88,0.32954545454545453,1,0,1.421453192019652,v21,0.030780867946110534,0.0004388459937929273,0.0007289243472247769,53,0.0005876164540857978,35.0,0.0003796498614592515,17.0,-0.167114082923826,False
280088,False,,,,67,116,0.5344827586206896,1,0,1.781149337547425,v21,0.03334198543727719,0.0004847297344885642,0.0006941109369506008,49,0.0007021720637272064,67.0,,,,
280089,False,,,,30,94,0.24468085106382978,1,0,1.3956104038559898,v21,0.025416723452098663,0.0003552336939533513,0.0004475909437412855,64,0.0036509859244036116,30.0,,,,
280090,False,,,,44,123,0.2926829268292683,1,0,1.4954208028649187,v21,0.020640509605796005,0.0004375034643095781,0.0004368584342162054,79,0.0007101412767878506,44.0,,,,
280091,True,150.0,126.0,-24.0,35,90,0.32222222222222224,2,1,1.5572384234633059,v21,0.02965683016461063,0.0008747834384305142,0.0007829747064479683,55,0.0007471296928365203,35.0,0.00028412156979573303,50.0,-0.2660697061653241,False
280092,False,,,,54,105,0.45714285714285713,1,0,1.4442552752607385,v21,0.031841450218964146,0.000266771558582373,0.00044301634608760065,51,0.0005459433991612503,54.0,,,,
280093,False,,,,37,114,0.2543859649122807,2,1,1.4566180194011682,v21,0.021135051990037162,0.0003603695158114235,0.0005205944455873582,77,0.0005573351595112551,37.0,,,,
280094,False,,,,67,121,0.5041322314049587,2,1,1.4459840637712305,v21,0.030103425873729054,0.0006519727465443654,0.0013393449052999907,54,0.002009888292749501,67.0,,,,
280095,True,175.0,141.0,-34.0,58,110,0.4818181818181818,1,0,1.4740344083159989,v21,0.03137565266574509,0.0006538241046847915,0.0005605811632835478,52,0.0005144774525285741,58.0,0.00037294022467175526,25.0,-0.22956830368834402,False
280096,False,,,,82,144,0.5277777777777778,2,1,1.4792696900420659,v21,0.026414092214043096,0.00020705584976914927,0.0003402892325049517,62,0.00033397070197892286,82.0,,,,
280097,False,,,,28,106,0.1792452830188679,1,0,1.4457949437625786,v21,0.020682181778169124,0.0005311221085587769,0.001143975426337182,78,0.0007148542790714277,28.0,,,,
280098,True,195.0,192.0,-3.0,47,128,0.296875,1,0,1.4431045448125916,v21,0.020096876423625343,0.0003163634429778834,0.0004384313015794558,81,0.0005021600538515782,47.0,,,-0.05515297366933136,False
280099,False,,,,98,140,0.6714285714285714,1,0,1.7014808750828172,v21,0.03924688815500655,0.00018170330175849047,0.00043575372378013293,42,0.0007468162426769536,98.0,,,,
280100,False,,,,38,95,0.3473684210526316,1,0,1.515476822550027,v21,0.02885933290986077,0.0010559474028487873,0.00044845078750254324,57,0.0006291792439866649,38.0,,,,
280101,True,182.0,169.0,-13.0,64,105,0.5714285714285714,1,0,1.4824814653137774,v21,0.039743339230227416,0.0002569464976756671,0.0002631107892183114,41,0.0007003642865587229,64.0,0.000292510489624104,18.0,-0.18777084475344752,False
280102,False,,,,49,110,0.38181818181818183,1,0,1.4936344726259012,v21,0.026617756673356516,0.0002513681876289857,0.00039335311454848787,61,0.000429695180673766,49.0,,,,
280103,True,144.0,147.0,3.0,5,50,0.02,1,0,1.3778538508378546,v21,0.03687237125261165,0.0010182671384924534,0.0025974055892777855,45,,,0.0003519270813997516,56.0,-0.12776604819670012,False
280104,False,,,,66,108,0.5648148148148148,1,0,1.4566320548936422,v21,0.03875409451202377,0.00030113985933510017,0.0002721204355508955,42,0.0006891655975390575,66.0,,,,
280105,False,,,,45,93,0.44086021505376344,2,1,1.6819080652498686,v21,0.03441036418626384,0.0004583183708884857,0.0014732717578987027,48,0.0020491976793777316,45.0,,,,
280106,True,156.0,156.0,0.0,27,88,0.23863636363636365,1,0,1.3654002955586317,v21,0.02691688686356761,0.00045774363360281793,0.0007016685774534324,61,0.0012816135118708036,27.0,0.00034257517700486846,44.0,-0.18800945115049517,False
280107,False,,,,35,93,0.3118279569892473,2,1,1.3501732247738982,v21,0.028110430280862256,0.00037549044520092015,0.00029755887791625414,58,0.0009623654071309236,35.0,,,,
280108,True,147.0,147.0,0.0,45,95,0.42105263157894735,1,0,1.5427141711027075,v21,0.03287527025302224,0.00034967257093013404,0.0003837458449278182,50,0.000699136502726552,45.0,0.0003923510618299963,53.0,-0.32347699854919765,False
280109,False,,,,89,149,0.5503355704697986,1,0,1.3641611146044357,v21,0.027054248171343664,0.00029893808716078944,0.0003192262711807237,60,0.0030633567240748076,89.0,,,,
280110,True,174.0,167.0,-7.0,53,106,0.44339622641509435,1,0,1.6718591395078348,v21,0.030672456055545284,0.0005871596454561133,0.0005710010141221373,53,0.00041846184694656937,53.0,0.00034438949001035365,26.0,-0.22383211293685235,False
280111,False,,,,57,103,0.5048543689320388,1,0,1.5315718284850406,v21,0.03564829098695643,0.0003747430302325553,0.0007468065176890128,46,0.0006627718597538244,57.0,,,,
280112,False,,,,101,143,0.6783216783216783,1,0,1.589925123538757,v21,0.03918771220417412,0.0006876632379714039,0.00038825521808539057,42,0.001051138728216058,101.0,,,,
280113,False,,,,36,116,0.23275862068965517,1,0,1.512746695076108,v21,0.020203082436643913,0.001804053546411569,0.0009398928428380928,80,0.0008325616187805945,36.0,,,,
280114,False,,,,73,116,0.5948275862068966,1,0,1.4362771202794977,v21,0.03846543271836868,0.00044253461496887255,0.00023712198873824457,43,0.0004108912816020141,73.0,,,,
280115,False,,,,52,104,0.4519230769230769,1,0,1.585095640116882,v21,0.03162245319051859,0.0003939373524653908,0.00032948567984334624,52,0.0004204966462816971,52.0,,,,
280116,False,,,,104,146,0.678082191780822,1,0,1.6729853448404537,v21,0.038777278963314656,0.00036707060204286656,0.000504484799325924,42,0.0007303590121415251,104.0,,,,
280117,True,141.0,123.0,-18.0,41,83,0.43373493975903615,1,0,1.4179432619379226,v21,0.03877338458792632,0.00040787944706057605,0.0004614689926274393,42,0.0008178176105525702,41.0,0.00026307600034632963,59.0,-0.3667058824335795,False
280118,False,,,,57,101,0.5247524752475248,2,1,1.409162228192575,v21,0.03740736102555592,0.0003088243693577463,0.00028425685049804106,44,0.0007389518359405965,57.0,,,,
280119,False,,,,83,147,0.5170068027210885,1,0,1.5245661247014566,v21,0.025519765185383157,0.0002551046976694773,0.00044699043014271027,64,0.00039225933866640053,83.0,,,,
280120,True,177.0,173.0,-4.0,47,94,0.44680851063829785,2,1,1.646721908588934,v21,0.03454716543318532,0.0005094946677973823,0.00029461117247550693,47,0.00041944059410375424,47.0,0.00029637351239240694,23.0,-0.20663753415332708,False
280121,False,,,,61,111,0.5045045045045045,1,0,1.7110039826066095,v21,0.0327975090593632,0.0009037131283181752,0.0006880185303715727,50,0.001140107205438172,61.0,,,,
280122,False,,,,23,91,0.16483516483516483,1,0,1.3980264588696207,v21,0.02384342697996858,0.00038067913698663143,0.0004751012405836623,68,0.0005895337636692842,23.0,,,,
280123,False,,,,57,136,0.3602941176470588,1,0,1.5445456642113702,v21,0.020584020194060013,0.0004465083042230153,0.00048024787137903197,79,0.0006654489464159251,57.0,,,,
280124,False,,,,76,122,0.5819672131147541,2,1,1.3924581727481518,v21,0.03566508704445612,0.0003598681798279826,0.00036149891563904167,46,0.00032525868469975537,76.0,,,,
280125,False,,,,65,128,0.453125,2,1,1.607425803500584,v21,0.02565618623707255,0.0004216072814332135,0.0004577290230104364,63,0.00026022993369310694,65.0,,,,
280126,False,,,,64,107,0.5607476635514018,1,0,1.5053833174957494,v21,0.03828709293200888,0.0005546782207966929,0.0005385936904211883,43,0.0007059649853019837,64.0,,,,
280127,False,,,,73,133,0.5037593984962406,1,0,1.4663767996787755,v21,0.027136399422545806,0.0005307915330390487,0.000626578738048939,60,0.0004253394576551181,73.0,,,,
280128,False,,,,52,102,0.46078431372549017,1,0,1.4709782612720237,v21,0.03273435583364942,0.00045145017395217406,0.0005138659529774037,50,0.00046338819408530654,52.0,,,,
280129,False,,,,91,150,0.56,1,0,1.492179358614294,v21,0.02739545711769128,0.00019938311773888431,0.0005474603902469118,59,0.0008561084853362075,91.0,,,,
280130,True,169.0,175.0,6.0,22,66,0.25757575757575757,1,0,1.3871177619866863,v21,0.037105284951427835,0.0008559387091800972,0.00033204968096152963,44,0.0005259101816012856,22.0,0.00018461521968687444,31.0,-0.0890500853285705,False
280131,False,,,,73,119,0.5714285714285714,2,1,1.7751923700391063,v21,0.03541084674711781,0.0003018177092947639,0.0005016605386504492,46,0.0007822657059997393,73.0,,,,
280132,False,,,,75,121,0.5867768595041323,1,0,1.5649816894360726,v21,0.03582472914883235,0.00025338526889351397,0.0005656111392169232,46,0.0003918325164717412,75.0,,,,
280133,False,,,,41,105,0.3238095238095238,1,0,1.5621472752134131,v21,0.02544864269469483,0.00041914725993490084,0.0004002043367593058,64,0.0005723585424048311,41.0,,,,
280134,False,,,,37,97,0.31958762886597936,2,1,1.4829643234040875,v21,0.027154193809366154,0.0003174618003426014,0.00038563324846633586,60,0.0009723449526287778,37.0,,,,
280135,False,,,,39,118,0.2542372881355932,1,0,1.3620794070706488,v21,0.020533679539621225,0.0003684391676231357,0.0003847498529417198,79,0.00041545908193317256,39.0,,,,
280136,False,,,,49,122,0.3360655737704918,1,0,1.4338248233697142,v21,0.022278894741618253,0.00023892034884951085,0.00046850170082170505,73,0.0003200959753192721,49.0,,,,
280137,False,,,,45,108,0.3611111111111111,1,0,1.4785730364973357,v21,0.02601190100329335,0.0002757084106938474,0.0005060359098526778,63,0.0006129507189968676,45.0,,,,
280138,False,,,,25,94,0.18085106382978725,2,1,1.3986831337202228,v21,0.023408314877729694,0.0003570576986472443,0.0005897211746891329,69,0.0005001180086562992,25.0,,,,
280139,True,183.0,180.0,-3.0,77,119,0.6134453781512605,1,0,1.595531338215091,v21,0.03931467159217775,0.0009825938553914126,0.0006358038269382403,42,0.0008223184228824994,77.0,0.00026697124616049126,17.0,-0.18154220848970504,False
280140,False,,,,81,125,0.608,1,0,1.5426969034807443,v21,0.03688619335816973,0.0014618722772471759,0.0002710925046162201,44,0.0008801193989172047,81.0,,,,
280141,False,,,,62,126,0.4365079365079365,1,0,1.5586684616986939,v21,0.025256384461569845,0.00044184317465980526,0.000554634971701679,64,0.0003553274129535409,62.0,,,,
280142,False,,,,52,101,0.46534653465346537,2,1,1.3671223649270268,v21,0.03367090381612048,0.00027013472697506695,0.0003118200730818344,49,0.00047403622232295453,52.0,,,,
280143,False,,,,75,121,0.5867768595041323,1,0,1.5384143130486554,v21,0.03581585388374703,0.000420615677600296,0.00032035387318190666,46,0.000833909518851485,75.0,,,,
280144,False,,,,88,131,0.6335877862595419,1,0,1.6754342613565358,v21,0.03790828184177382,0.0007786880741851003,0.0008847468936809197,43,0.0007645902881440225,88.0,,,,
280145,True,143.0,138.0,-5.0,29,74,0.33783783783783783,1,0,1.4245892214536997,v21,0.036807331394673445,0.00030547596032755563,0.0004778882685957909,45,0.0004438375103391598,29.0,0.00037835998156834005,57.0,-0.22417485898049538,False
280146,False,,,,62,117,0.47863247863247865,1,0,1.401292753393194,v21,0.029423156263173995,0.0004172248250661137,0.0003021354471716897,55,0.0005767313092191283,62.0,,,,
280147,True,182.0,182.0,0.0,60,115,0.46956521739130436,1,0,1.5102166309672267,v21,0.029635605087635512,0.0003316647065780803,0.00027968412877240516,55,0.0004896087017419441,60.0,0.0005500560812530559,18.0,-0.16300760806714099,False
280148,False,,,,97,148,0.6216216216216216,3,1,1.531347971594526,v21,0.03236300087674185,0.0006065549245352268,0.0005500262467092595,51,0.0004817261347844885,97.0,,,,
280149,False,,,,105,149,0.6778523489932886,1,0,1.5731390211506389,v21,0.03729177308362751,0.00016829244528256398,0.0003279790381119971,44,0.00041951439822831877,105.0,,,,
280150,False,,,,79,149,0.47651006711409394,1,0,1.432082387787853,v21,0.02319218634950934,0.00034227391369896635,0.0019398591470766518,70,0.0004996399294469956,79.0,,,,
