[e9_2_pilot] claude-haiku-4-5-20251001|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:32Z
[14/384] default|claude-haiku-4-5-20251001__ISFJ__static__flat__seed3010__rep0 -> ok (1157s, fallbacks 0, errors 0); non-ok so far 0; 37.1 runs/h; ETA 10.0 h
[15/384] default|claude-haiku-4-5-20251001__ISFJ__static__flat__seed3015__rep0 -> ok (1157s, fallbacks 0, errors 0); non-ok so far 0; 39.7 runs/h; ETA 9.3 h
[16/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3001__rep0 -> ok (547s, fallbacks 0, errors 0); non-ok so far 0; 30.7 runs/h; ETA 12.0 h
[17/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3005__rep0 -> ok (546s, fallbacks 0, errors 0); non-ok so far 0; 32.4 runs/h; ETA 11.3 h
[18/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3002__rep0 -> ok (570s, fallbacks 0, errors 0); non-ok so far 0; 34.1 runs/h; ETA 10.7 h
[19/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3009__rep0 -> ok (548s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 10.1 h
[20/384] default|claude-haiku-4-5-20251001__ISFJ__static__flat__seed3016__rep0 -> ok (577s, fallbacks 0, errors 0); non-ok so far 0; 37.8 runs/h; ETA 9.6 h
[21/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3003__rep0 -> ok (567s, fallbacks 0, errors 0); non-ok so far 0; 39.7 runs/h; ETA 9.1 h
[22/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3014__rep0 -> ok (548s, fallbacks 0, errors 0); non-ok so far 0; 41.5 runs/h; ETA 8.7 h
[23/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3011__rep0 -> ok (555s, fallbacks 0, errors 0); non-ok so far 0; 43.4 runs/h; ETA 8.3 h
[24/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3012__rep0 -> ok (559s, fallbacks 0, errors 0); non-ok so far 0; 45.1 runs/h; ETA 8.0 h
[25/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3007__rep0 -> ok (568s, fallbacks 0, errors 0); non-ok so far 0; 47.0 runs/h; ETA 7.6 h
[26/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3006__rep0 -> ok (570s, fallbacks 0, errors 0); non-ok so far 0; 48.9 runs/h; ETA 7.3 h
[27/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3013__rep0 -> ok (557s, fallbacks 0, errors 0); non-ok so far 0; 50.7 runs/h; ETA 7.0 h
[28/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3008__rep0 -> ok (568s, fallbacks 0, errors 0); non-ok so far 0; 52.6 runs/h; ETA 6.8 h
[29/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3010__rep0 -> ok (565s, fallbacks 0, errors 0); non-ok so far 0; 54.4 runs/h; ETA 6.5 h
[30/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3004__rep0 -> ok (582s, fallbacks 0, errors 0); non-ok so far 0; 56.2 runs/h; ETA 6.3 h
[31/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3015__rep0 -> ok (574s, fallbacks 0, errors 0); non-ok so far 0; 45.6 runs/h; ETA 7.7 h
[32/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (550s, fallbacks 0, errors 0); non-ok so far 0; 47.0 runs/h; ETA 7.5 h
[33/384] default|claude-haiku-4-5-20251001__ISFJ__static__bull_trap__seed3016__rep0 -> ok (575s, fallbacks 0, errors 0); non-ok so far 0; 48.2 runs/h; ETA 7.3 h
[34/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (569s, fallbacks 0, errors 0); non-ok so far 0; 49.6 runs/h; ETA 7.1 h
[35/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (554s, fallbacks 0, errors 0); non-ok so far 0; 51.0 runs/h; ETA 6.8 h
[36/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (565s, fallbacks 0, errors 0); non-ok so far 0; 52.4 runs/h; ETA 6.6 h
[37/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (559s, fallbacks 0, errors 0); non-ok so far 0; 53.8 runs/h; ETA 6.4 h
[38/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (579s, fallbacks 0, errors 0); non-ok so far 0; 55.2 runs/h; ETA 6.3 h
[39/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (566s, fallbacks 0, errors 0); non-ok so far 0; 56.6 runs/h; ETA 6.1 h
[40/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (564s, fallbacks 0, errors 0); non-ok so far 0; 58.0 runs/h; ETA 5.9 h
[41/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (563s, fallbacks 0, errors 0); non-ok so far 0; 59.4 runs/h; ETA 5.8 h
[42/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (581s, fallbacks 0, errors 0); non-ok so far 0; 60.8 runs/h; ETA 5.6 h
[43/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (583s, fallbacks 0, errors 0); non-ok so far 0; 62.1 runs/h; ETA 5.5 h
[44/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (583s, fallbacks 0, errors 0); non-ok so far 0; 63.4 runs/h; ETA 5.4 h
[45/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (591s, fallbacks 0, errors 0); non-ok so far 0; 64.6 runs/h; ETA 5.2 h
[46/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (553s, fallbacks 0, errors 0); non-ok so far 0; 54.8 runs/h; ETA 6.2 h
[47/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (548s, fallbacks 0, errors 0); non-ok so far 0; 56.0 runs/h; ETA 6.0 h
[48/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (549s, fallbacks 0, errors 0); non-ok so far 0; 57.0 runs/h; ETA 5.9 h
[49/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (585s, fallbacks 0, errors 0); non-ok so far 0; 58.2 runs/h; ETA 5.8 h
[50/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (551s, fallbacks 0, errors 0); non-ok so far 0; 59.3 runs/h; ETA 5.6 h
[51/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (591s, fallbacks 0, errors 0); non-ok so far 0; 60.3 runs/h; ETA 5.5 h
[52/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (568s, fallbacks 0, errors 0); non-ok so far 0; 61.4 runs/h; ETA 5.4 h
[53/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (581s, fallbacks 0, errors 0); non-ok so far 0; 62.5 runs/h; ETA 5.3 h
[54/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (581s, fallbacks 0, errors 0); non-ok so far 0; 63.6 runs/h; ETA 5.2 h
[55/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (571s, fallbacks 0, errors 0); non-ok so far 0; 64.8 runs/h; ETA 5.1 h
[56/384] default|claude-haiku-4-5-20251001__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (594s, fallbacks 0, errors 0); non-ok so far 0; 66.0 runs/h; ETA 5.0 h
[57/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (575s, fallbacks 0, errors 0); non-ok so far 0; 67.1 runs/h; ETA 4.9 h
[58/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (563s, fallbacks 0, errors 0); non-ok so far 0; 68.2 runs/h; ETA 4.8 h
[59/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (569s, fallbacks 0, errors 0); non-ok so far 0; 69.1 runs/h; ETA 4.7 h
[60/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (582s, fallbacks 0, errors 0); non-ok so far 0; 70.3 runs/h; ETA 4.6 h
[61/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (547s, fallbacks 0, errors 0); non-ok so far 0; 61.5 runs/h; ETA 5.2 h
[62/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (550s, fallbacks 0, errors 0); non-ok so far 0; 62.5 runs/h; ETA 5.2 h
[63/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3005__rep0 -> ok (533s, fallbacks 0, errors 0); non-ok so far 0; 63.2 runs/h; ETA 5.1 h
[64/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (560s, fallbacks 0, errors 0); non-ok so far 0; 64.2 runs/h; ETA 5.0 h
[65/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3003__rep0 -> ok (548s, fallbacks 0, errors 0); non-ok so far 0; 65.1 runs/h; ETA 4.9 h
[66/384] default|claude-haiku-4-5-20251001__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (564s, fallbacks 0, errors 0); non-ok so far 0; 66.1 runs/h; ETA 4.8 h
[67/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3002__rep0 -> ok (561s, fallbacks 0, errors 0); non-ok so far 0; 66.9 runs/h; ETA 4.7 h
[68/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3001__rep0 -> ok (567s, fallbacks 0, errors 0); non-ok so far 0; 67.9 runs/h; ETA 4.7 h
[69/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3009__rep0 -> ok (551s, fallbacks 0, errors 0); non-ok so far 0; 68.7 runs/h; ETA 4.6 h
[70/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3006__rep0 -> ok (561s, fallbacks 0, errors 0); non-ok so far 0; 69.7 runs/h; ETA 4.5 h
[71/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3011__rep0 -> ok (543s, fallbacks 0, errors 0); non-ok so far 0; 70.7 runs/h; ETA 4.4 h
[72/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3008__rep0 -> ok (561s, fallbacks 0, errors 0); non-ok so far 0; 71.6 runs/h; ETA 4.4 h
[73/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3007__rep0 -> ok (568s, fallbacks 0, errors 0); non-ok so far 0; 72.5 runs/h; ETA 4.3 h
[74/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3004__rep0 -> ok (574s, fallbacks 0, errors 0); non-ok so far 0; 73.5 runs/h; ETA 4.2 h
[75/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3010__rep0 -> ok (562s, fallbacks 0, errors 0); non-ok so far 0; 74.2 runs/h; ETA 4.2 h
[76/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3012__rep0 -> ok (542s, fallbacks 0, errors 0); non-ok so far 0; 66.6 runs/h; ETA 4.6 h
[77/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3013__rep0 -> ok (540s, fallbacks 0, errors 0); non-ok so far 0; 67.4 runs/h; ETA 4.6 h
[78/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (532s, fallbacks 0, errors 0); non-ok so far 0; 68.0 runs/h; ETA 4.5 h
[79/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3014__rep0 -> ok (542s, fallbacks 0, errors 0); non-ok so far 0; 68.9 runs/h; ETA 4.4 h
[80/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (525s, fallbacks 0, errors 0); non-ok so far 0; 69.5 runs/h; ETA 4.4 h
[81/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3015__rep0 -> ok (561s, fallbacks 0, errors 0); non-ok so far 0; 70.3 runs/h; ETA 4.3 h
[82/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (545s, fallbacks 0, errors 0); non-ok so far 0; 71.1 runs/h; ETA 4.2 h
[83/384] default|claude-haiku-4-5-20251001__ISFJ__memory__flat__seed3016__rep0 -> ok (557s, fallbacks 0, errors 0); non-ok so far 0; 71.9 runs/h; ETA 4.2 h
[84/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (556s, fallbacks 0, errors 0); non-ok so far 0; 72.7 runs/h; ETA 4.1 h
[85/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (546s, fallbacks 0, errors 0); non-ok so far 0; 73.5 runs/h; ETA 4.1 h
[86/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (538s, fallbacks 0, errors 0); non-ok so far 0; 74.3 runs/h; ETA 4.0 h
[87/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (550s, fallbacks 0, errors 0); non-ok so far 0; 75.0 runs/h; ETA 4.0 h
[88/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (560s, fallbacks 0, errors 0); non-ok so far 0; 75.8 runs/h; ETA 3.9 h
[89/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (565s, fallbacks 0, errors 0); non-ok so far 0; 76.7 runs/h; ETA 3.8 h
[90/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (561s, fallbacks 0, errors 0); non-ok so far 0; 77.2 runs/h; ETA 3.8 h
[91/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (518s, fallbacks 0, errors 0); non-ok so far 0; 70.5 runs/h; ETA 4.2 h
[92/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (537s, fallbacks 0, errors 0); non-ok so far 0; 71.2 runs/h; ETA 4.1 h
[93/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (544s, fallbacks 0, errors 0); non-ok so far 0; 71.9 runs/h; ETA 4.0 h
[94/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (534s, fallbacks 0, errors 0); non-ok so far 0; 72.6 runs/h; ETA 4.0 h
[95/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (540s, fallbacks 0, errors 0); non-ok so far 0; 73.1 runs/h; ETA 4.0 h
[96/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (533s, fallbacks 0, errors 0); non-ok so far 0; 73.6 runs/h; ETA 3.9 h
[97/384] default|claude-haiku-4-5-20251001__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (547s, fallbacks 0, errors 0); non-ok so far 0; 74.3 runs/h; ETA 3.9 h
[98/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (549s, fallbacks 0, errors 0); non-ok so far 0; 75.0 runs/h; ETA 3.8 h
[99/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (559s, fallbacks 0, errors 0); non-ok so far 0; 75.7 runs/h; ETA 3.8 h
[100/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (547s, fallbacks 0, errors 0); non-ok so far 0; 76.4 runs/h; ETA 3.7 h
[101/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (558s, fallbacks 0, errors 0); non-ok so far 0; 76.8 runs/h; ETA 3.7 h
[102/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (564s, fallbacks 0, errors 0); non-ok so far 0; 77.5 runs/h; ETA 3.6 h
[103/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (579s, fallbacks 0, errors 0); non-ok so far 0; 78.2 runs/h; ETA 3.6 h
[104/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (551s, fallbacks 0, errors 0); non-ok so far 0; 78.8 runs/h; ETA 3.6 h
[105/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (573s, fallbacks 0, errors 0); non-ok so far 0; 79.6 runs/h; ETA 3.5 h
[106/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (564s, fallbacks 0, errors 0); non-ok so far 0; 73.2 runs/h; ETA 3.8 h
[107/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (596s, fallbacks 0, errors 0); non-ok so far 0; 73.5 runs/h; ETA 3.8 h
[108/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (595s, fallbacks 0, errors 0); non-ok so far 0; 74.0 runs/h; ETA 3.7 h
[109/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (591s, fallbacks 0, errors 0); non-ok so far 0; 74.7 runs/h; ETA 3.7 h
[110/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (592s, fallbacks 0, errors 0); non-ok so far 0; 75.1 runs/h; ETA 3.6 h
[111/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (587s, fallbacks 0, errors 0); non-ok so far 0; 75.5 runs/h; ETA 3.6 h
[112/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (569s, fallbacks 0, errors 0); non-ok so far 0; 76.0 runs/h; ETA 3.6 h
[113/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (598s, fallbacks 0, errors 0); non-ok so far 0; 76.6 runs/h; ETA 3.5 h
[114/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (604s, fallbacks 0, errors 0); non-ok so far 0; 77.2 runs/h; ETA 3.5 h
[115/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (620s, fallbacks 0, errors 0); non-ok so far 0; 77.9 runs/h; ETA 3.5 h
[116/384] default|claude-haiku-4-5-20251001__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (623s, fallbacks 0, errors 0); non-ok so far 0; 78.5 runs/h; ETA 3.4 h
[117/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (600s, fallbacks 0, errors 0); non-ok so far 0; 78.8 runs/h; ETA 3.4 h
[118/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (599s, fallbacks 0, errors 0); non-ok so far 0; 79.4 runs/h; ETA 3.4 h
[119/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (631s, fallbacks 0, errors 0); non-ok so far 0; 79.7 runs/h; ETA 3.3 h
[120/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (631s, fallbacks 0, errors 0); non-ok so far 0; 80.3 runs/h; ETA 3.3 h
[121/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3009__rep0 -> ok (632s, fallbacks 0, errors 0); non-ok so far 0; 74.5 runs/h; ETA 3.5 h
[122/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3011__rep0 -> ok (627s, fallbacks 0, errors 0); non-ok so far 0; 74.7 runs/h; ETA 3.5 h
[123/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3012__rep0 -> ok (626s, fallbacks 0, errors 0); non-ok so far 0; 75.3 runs/h; ETA 3.5 h
[124/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3010__rep0 -> ok (643s, fallbacks 0, errors 0); non-ok so far 0; 75.8 runs/h; ETA 3.4 h
[125/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3014__rep0 -> ok (629s, fallbacks 0, errors 0); non-ok so far 0; 76.0 runs/h; ETA 3.4 h
[126/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3013__rep0 -> ok (652s, fallbacks 0, errors 0); non-ok so far 0; 76.5 runs/h; ETA 3.4 h
[127/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3003__rep0 -> ok (625s, fallbacks 0, errors 0); non-ok so far 0; 76.9 runs/h; ETA 3.3 h
[128/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3015__rep0 -> ok (639s, fallbacks 0, errors 0); non-ok so far 0; 77.5 runs/h; ETA 3.3 h
[129/384] default|claude-haiku-4-5-20251001__ISFJ__memory__sustained_bull__seed3016__rep0 -> ok (669s, fallbacks 0, errors 0); non-ok so far 0; 77.7 runs/h; ETA 3.3 h
[130/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3001__rep0 -> ok (674s, fallbacks 0, errors 0); non-ok so far 0; 78.2 runs/h; ETA 3.3 h
[131/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3002__rep0 -> ok (675s, fallbacks 0, errors 0); non-ok so far 0; 78.7 runs/h; ETA 3.2 h
[132/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3005__rep0 -> ok (647s, fallbacks 0, errors 0); non-ok so far 0; 79.2 runs/h; ETA 3.2 h
[133/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3004__rep0 -> ok (703s, fallbacks 0, errors 0); non-ok so far 0; 79.1 runs/h; ETA 3.2 h
[134/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3006__rep0 -> ok (687s, fallbacks 0, errors 0); non-ok so far 0; 79.6 runs/h; ETA 3.1 h
[135/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3007__rep0 -> ok (684s, fallbacks 0, errors 0); non-ok so far 0; 80.1 runs/h; ETA 3.1 h
[136/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3011__rep0 -> ok (678s, fallbacks 0, errors 0); non-ok so far 0; 74.6 runs/h; ETA 3.3 h
[137/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3008__rep0 -> ok (724s, fallbacks 0, errors 0); non-ok so far 0; 75.1 runs/h; ETA 3.3 h
[138/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3009__rep0 -> ok (710s, fallbacks 0, errors 0); non-ok so far 0; 75.4 runs/h; ETA 3.3 h
[139/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3012__rep0 -> ok (701s, fallbacks 0, errors 0); non-ok so far 0; 75.6 runs/h; ETA 3.2 h
[140/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3013__rep0 -> ok (710s, fallbacks 0, errors 0); non-ok so far 0; 75.9 runs/h; ETA 3.2 h
[141/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3010__rep0 -> ok (763s, fallbacks 0, errors 0); non-ok so far 0; 76.4 runs/h; ETA 3.2 h
[142/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3014__rep0 -> ok (725s, fallbacks 0, errors 0); non-ok so far 0; 76.7 runs/h; ETA 3.2 h
[143/384] default|claude-haiku-4-5-20251001__INTJ__static__flat__seed3015__rep0 -> ok (762s, fallbacks 0, errors 0); non-ok so far 0; 76.7 runs/h; ETA 3.1 h
[144/384] default|claude-haiku-4-5-20251001__INTJ__static__bull_trap__seed3001__rep0 -> ok (733s, fallbacks 0, errors 0); non-ok so far 0; 77.1 runs/h; ETA 3.1 h
[145/384] default|claude-haiku-4-5-20251001__INTJ__static__bull_trap__seed3002__rep0 -> ok (736s, fallbacks 0, errors 0); non-ok so far 0; 77.6 runs/h; ETA 3.1 h
