[e9_2_pilot] gpt-5.4-mini|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:21Z
[20/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3006__rep0 -> ok (316s, fallbacks 0, errors 0); non-ok so far 0; 51.4 runs/h; ETA 7.1 h
[21/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3004__rep0 -> ok (319s, fallbacks 0, errors 0); non-ok so far 0; 53.9 runs/h; ETA 6.7 h
[22/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3005__rep0 -> ok (319s, fallbacks 0, errors 0); non-ok so far 0; 56.5 runs/h; ETA 6.4 h
[23/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3011__rep0 -> ok (313s, fallbacks 0, errors 0); non-ok so far 0; 58.9 runs/h; ETA 6.1 h
[24/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3008__rep0 -> ok (319s, fallbacks 0, errors 0); non-ok so far 0; 61.4 runs/h; ETA 5.9 h
[25/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3013__rep0 -> ok (311s, fallbacks 0, errors 0); non-ok so far 0; 64.0 runs/h; ETA 5.6 h
[26/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3010__rep0 -> ok (320s, fallbacks 0, errors 0); non-ok so far 0; 66.4 runs/h; ETA 5.4 h
[27/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3009__rep0 -> ok (326s, fallbacks 0, errors 0); non-ok so far 0; 68.7 runs/h; ETA 5.2 h
[28/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3007__rep0 -> ok (329s, fallbacks 0, errors 0); non-ok so far 0; 71.2 runs/h; ETA 5.0 h
[29/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3012__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 73.7 runs/h; ETA 4.8 h
[30/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3014__rep0 -> ok (329s, fallbacks 0, errors 0); non-ok so far 0; 75.4 runs/h; ETA 4.7 h
[31/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (307s, fallbacks 0, errors 0); non-ok so far 0; 65.4 runs/h; ETA 5.4 h
[32/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3015__rep0 -> ok (329s, fallbacks 0, errors 0); non-ok so far 0; 66.8 runs/h; ETA 5.3 h
[33/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (320s, fallbacks 0, errors 0); non-ok so far 0; 68.8 runs/h; ETA 5.1 h
[34/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (326s, fallbacks 0, errors 0); non-ok so far 0; 70.7 runs/h; ETA 5.0 h
[35/384] default|gpt-5.4-mini__ISFJ__static__bull_trap__seed3016__rep0 -> ok (337s, fallbacks 0, errors 0); non-ok so far 0; 72.7 runs/h; ETA 4.8 h
[36/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (334s, fallbacks 0, errors 0); non-ok so far 0; 74.7 runs/h; ETA 4.7 h
[37/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (338s, fallbacks 0, errors 0); non-ok so far 0; 76.7 runs/h; ETA 4.5 h
[38/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (325s, fallbacks 0, errors 0); non-ok so far 0; 78.6 runs/h; ETA 4.4 h
[39/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (333s, fallbacks 0, errors 0); non-ok so far 0; 80.6 runs/h; ETA 4.3 h
[40/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (327s, fallbacks 0, errors 0); non-ok so far 0; 82.7 runs/h; ETA 4.2 h
[41/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (337s, fallbacks 0, errors 0); non-ok so far 0; 84.6 runs/h; ETA 4.1 h
[42/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (350s, fallbacks 0, errors 0); non-ok so far 0; 86.4 runs/h; ETA 4.0 h
[43/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (320s, fallbacks 0, errors 0); non-ok so far 0; 88.4 runs/h; ETA 3.9 h
[44/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (357s, fallbacks 0, errors 0); non-ok so far 0; 90.0 runs/h; ETA 3.8 h
[45/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (345s, fallbacks 0, errors 0); non-ok so far 0; 92.1 runs/h; ETA 3.7 h
[46/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 81.6 runs/h; ETA 4.1 h
[47/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 82.6 runs/h; ETA 4.1 h
[48/384] default|gpt-5.4-mini__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (328s, fallbacks 0, errors 0); non-ok so far 0; 84.1 runs/h; ETA 4.0 h
[49/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (313s, fallbacks 0, errors 0); non-ok so far 0; 85.8 runs/h; ETA 3.9 h
[50/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (319s, fallbacks 0, errors 0); non-ok so far 0; 87.5 runs/h; ETA 3.8 h
[51/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (327s, fallbacks 0, errors 0); non-ok so far 0; 89.0 runs/h; ETA 3.7 h
[52/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (326s, fallbacks 0, errors 0); non-ok so far 0; 90.7 runs/h; ETA 3.7 h
[53/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 92.4 runs/h; ETA 3.6 h
[54/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (322s, fallbacks 0, errors 0); non-ok so far 0; 94.1 runs/h; ETA 3.5 h
[55/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (320s, fallbacks 0, errors 0); non-ok so far 0; 95.8 runs/h; ETA 3.4 h
[56/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (341s, fallbacks 0, errors 0); non-ok so far 0; 97.2 runs/h; ETA 3.4 h
[57/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (318s, fallbacks 0, errors 0); non-ok so far 0; 98.6 runs/h; ETA 3.3 h
[58/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (326s, fallbacks 0, errors 0); non-ok so far 0; 100.2 runs/h; ETA 3.3 h
[59/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 101.8 runs/h; ETA 3.2 h
[60/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (333s, fallbacks 0, errors 0); non-ok so far 0; 103.5 runs/h; ETA 3.1 h
[61/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (335s, fallbacks 0, errors 0); non-ok so far 0; 92.8 runs/h; ETA 3.5 h
[62/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (324s, fallbacks 0, errors 0); non-ok so far 0; 93.8 runs/h; ETA 3.4 h
[63/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (333s, fallbacks 0, errors 0); non-ok so far 0; 95.2 runs/h; ETA 3.4 h
[64/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3001__rep0 -> ok (327s, fallbacks 0, errors 0); non-ok so far 0; 96.7 runs/h; ETA 3.3 h
[65/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3002__rep0 -> ok (322s, fallbacks 0, errors 0); non-ok so far 0; 98.1 runs/h; ETA 3.3 h
[66/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3004__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 99.5 runs/h; ETA 3.2 h
[67/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3005__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 101.0 runs/h; ETA 3.1 h
[68/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3003__rep0 -> ok (326s, fallbacks 0, errors 0); non-ok so far 0; 102.4 runs/h; ETA 3.1 h
[69/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3006__rep0 -> ok (325s, fallbacks 0, errors 0); non-ok so far 0; 103.9 runs/h; ETA 3.0 h
[70/384] default|gpt-5.4-mini__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (345s, fallbacks 0, errors 0); non-ok so far 0; 105.0 runs/h; ETA 3.0 h
[71/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3011__rep0 -> ok (317s, fallbacks 0, errors 0); non-ok so far 0; 106.3 runs/h; ETA 2.9 h
[72/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3010__rep0 -> ok (323s, fallbacks 0, errors 0); non-ok so far 0; 107.6 runs/h; ETA 2.9 h
[73/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3009__rep0 -> ok (326s, fallbacks 0, errors 0); non-ok so far 0; 109.1 runs/h; ETA 2.9 h
[74/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3008__rep0 -> ok (328s, fallbacks 0, errors 0); non-ok so far 0; 110.6 runs/h; ETA 2.8 h
[75/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3007__rep0 -> ok (387s, fallbacks 0, errors 0); non-ok so far 0; 109.7 runs/h; ETA 2.8 h
[76/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3012__rep0 -> ok (294s, fallbacks 0, errors 0); non-ok so far 0; 102.9 runs/h; ETA 3.0 h
[77/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3015__rep0 -> ok (299s, fallbacks 0, errors 0); non-ok so far 0; 103.3 runs/h; ETA 3.0 h
[78/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3013__rep0 -> ok (304s, fallbacks 0, errors 0); non-ok so far 0; 104.6 runs/h; ETA 2.9 h
[79/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (299s, fallbacks 0, errors 0); non-ok so far 0; 105.7 runs/h; ETA 2.9 h
[80/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3016__rep0 -> ok (307s, fallbacks 0, errors 0); non-ok so far 0; 107.0 runs/h; ETA 2.8 h
[81/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (306s, fallbacks 0, errors 0); non-ok so far 0; 108.2 runs/h; ETA 2.8 h
[82/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (309s, fallbacks 0, errors 0); non-ok so far 0; 109.4 runs/h; ETA 2.8 h
[83/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (293s, fallbacks 0, errors 0); non-ok so far 0; 110.5 runs/h; ETA 2.7 h
[84/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (315s, fallbacks 0, errors 0); non-ok so far 0; 111.9 runs/h; ETA 2.7 h
[85/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (299s, fallbacks 0, errors 0); non-ok so far 0; 113.2 runs/h; ETA 2.6 h
[86/384] default|gpt-5.4-mini__ISFJ__memory__flat__seed3014__rep0 -> ok (322s, fallbacks 0, errors 0); non-ok so far 0; 114.5 runs/h; ETA 2.6 h
[87/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (305s, fallbacks 0, errors 0); non-ok so far 0; 115.7 runs/h; ETA 2.6 h
[88/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (305s, fallbacks 0, errors 0); non-ok so far 0; 116.7 runs/h; ETA 2.5 h
[89/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (320s, fallbacks 0, errors 0); non-ok so far 0; 117.4 runs/h; ETA 2.5 h
[90/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (302s, fallbacks 0, errors 0); non-ok so far 0; 117.2 runs/h; ETA 2.5 h
[91/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (316s, fallbacks 0, errors 0); non-ok so far 0; 110.1 runs/h; ETA 2.7 h
[92/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (291s, fallbacks 0, errors 0); non-ok so far 0; 111.1 runs/h; ETA 2.6 h
[93/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (293s, fallbacks 0, errors 0); non-ok so far 0; 112.2 runs/h; ETA 2.6 h
[94/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (303s, fallbacks 0, errors 0); non-ok so far 0; 113.3 runs/h; ETA 2.6 h
[95/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (288s, fallbacks 0, errors 0); non-ok so far 0; 114.3 runs/h; ETA 2.5 h
[96/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (300s, fallbacks 0, errors 0); non-ok so far 0; 115.4 runs/h; ETA 2.5 h
[97/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (297s, fallbacks 0, errors 0); non-ok so far 0; 116.5 runs/h; ETA 2.5 h
[98/384] default|gpt-5.4-mini__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (317s, fallbacks 0, errors 0); non-ok so far 0; 117.6 runs/h; ETA 2.4 h
[99/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (301s, fallbacks 0, errors 0); non-ok so far 0; 118.6 runs/h; ETA 2.4 h
[100/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (302s, fallbacks 0, errors 0); non-ok so far 0; 119.7 runs/h; ETA 2.4 h
[101/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (296s, fallbacks 0, errors 0); non-ok so far 0; 120.8 runs/h; ETA 2.3 h
[102/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (312s, fallbacks 0, errors 0); non-ok so far 0; 121.7 runs/h; ETA 2.3 h
[103/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (297s, fallbacks 0, errors 0); non-ok so far 0; 122.5 runs/h; ETA 2.3 h
[104/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (332s, fallbacks 0, errors 0); non-ok so far 0; 123.3 runs/h; ETA 2.3 h
[105/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (290s, fallbacks 0, errors 0); non-ok so far 0; 123.8 runs/h; ETA 2.3 h
[106/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (281s, fallbacks 0, errors 0); non-ok so far 0; 117.2 runs/h; ETA 2.4 h
[107/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (278s, fallbacks 0, errors 0); non-ok so far 0; 118.2 runs/h; ETA 2.3 h
[108/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (272s, fallbacks 0, errors 0); non-ok so far 0; 119.3 runs/h; ETA 2.3 h
[109/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (273s, fallbacks 0, errors 0); non-ok so far 0; 120.2 runs/h; ETA 2.3 h
[110/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (287s, fallbacks 0, errors 0); non-ok so far 0; 121.1 runs/h; ETA 2.3 h
[111/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (269s, fallbacks 0, errors 0); non-ok so far 0; 122.1 runs/h; ETA 2.2 h
[112/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (270s, fallbacks 0, errors 0); non-ok so far 0; 123.0 runs/h; ETA 2.2 h
[113/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (269s, fallbacks 0, errors 0); non-ok so far 0; 124.0 runs/h; ETA 2.2 h
[114/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (286s, fallbacks 0, errors 0); non-ok so far 0; 125.1 runs/h; ETA 2.2 h
[115/384] default|gpt-5.4-mini__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (299s, fallbacks 0, errors 0); non-ok so far 0; 125.6 runs/h; ETA 2.1 h
[116/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (285s, fallbacks 0, errors 0); non-ok so far 0; 126.4 runs/h; ETA 2.1 h
[117/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (270s, fallbacks 0, errors 0); non-ok so far 0; 127.4 runs/h; ETA 2.1 h
[118/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (314s, fallbacks 0, errors 0); non-ok so far 0; 128.2 runs/h; ETA 2.1 h
[119/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (288s, fallbacks 0, errors 0); non-ok so far 0; 129.3 runs/h; ETA 2.0 h
[120/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (288s, fallbacks 0, errors 0); non-ok so far 0; 129.2 runs/h; ETA 2.0 h
[121/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3012__rep0 -> ok (263s, fallbacks 0, errors 0); non-ok so far 0; 123.4 runs/h; ETA 2.1 h
[122/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3013__rep0 -> ok (260s, fallbacks 0, errors 0); non-ok so far 0; 124.4 runs/h; ETA 2.1 h
[123/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3009__rep0 -> ok (275s, fallbacks 0, errors 0); non-ok so far 0; 125.4 runs/h; ETA 2.1 h
[124/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3011__rep0 -> ok (272s, fallbacks 0, errors 0); non-ok so far 0; 126.4 runs/h; ETA 2.1 h
[125/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3014__rep0 -> ok (261s, fallbacks 0, errors 0); non-ok so far 0; 127.3 runs/h; ETA 2.0 h
[126/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3010__rep0 -> ok (275s, fallbacks 0, errors 0); non-ok so far 0; 128.3 runs/h; ETA 2.0 h
[127/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3016__rep0 -> ok (257s, fallbacks 0, errors 0); non-ok so far 0; 129.3 runs/h; ETA 2.0 h
[128/384] default|gpt-5.4-mini__ISFJ__memory__sustained_bull__seed3015__rep0 -> ok (273s, fallbacks 0, errors 0); non-ok so far 0; 129.8 runs/h; ETA 2.0 h
[129/384] default|gpt-5.4-mini__INTJ__static__flat__seed3002__rep0 -> ok (271s, fallbacks 0, errors 0); non-ok so far 0; 130.2 runs/h; ETA 2.0 h
[130/384] default|gpt-5.4-mini__INTJ__static__flat__seed3001__rep0 -> ok (294s, fallbacks 0, errors 0); non-ok so far 0; 130.9 runs/h; ETA 1.9 h
[131/384] default|gpt-5.4-mini__INTJ__static__flat__seed3003__rep0 -> ok (285s, fallbacks 0, errors 0); non-ok so far 0; 131.4 runs/h; ETA 1.9 h
[132/384] default|gpt-5.4-mini__INTJ__static__flat__seed3006__rep0 -> ok (275s, fallbacks 0, errors 0); non-ok so far 0; 132.4 runs/h; ETA 1.9 h
[133/384] default|gpt-5.4-mini__INTJ__static__flat__seed3005__rep0 -> ok (276s, fallbacks 0, errors 0); non-ok so far 0; 133.4 runs/h; ETA 1.9 h
[134/384] default|gpt-5.4-mini__INTJ__static__flat__seed3004__rep0 -> ok (290s, fallbacks 0, errors 0); non-ok so far 0; 134.2 runs/h; ETA 1.9 h
[135/384] default|gpt-5.4-mini__INTJ__static__flat__seed3007__rep0 -> ok (272s, fallbacks 0, errors 0); non-ok so far 0; 134.5 runs/h; ETA 1.9 h
[136/384] default|gpt-5.4-mini__INTJ__static__flat__seed3013__rep0 -> ok (253s, fallbacks 0, errors 0); non-ok so far 0; 129.3 runs/h; ETA 1.9 h
[137/384] default|gpt-5.4-mini__INTJ__static__flat__seed3010__rep0 -> ok (258s, fallbacks 0, errors 0); non-ok so far 0; 130.1 runs/h; ETA 1.9 h
[138/384] default|gpt-5.4-mini__INTJ__static__flat__seed3008__rep0 -> ok (261s, fallbacks 0, errors 0); non-ok so far 0; 131.1 runs/h; ETA 1.9 h
[139/384] default|gpt-5.4-mini__INTJ__static__flat__seed3009__rep0 -> ok (260s, fallbacks 0, errors 0); non-ok so far 0; 132.0 runs/h; ETA 1.9 h
[140/384] default|gpt-5.4-mini__INTJ__static__flat__seed3012__rep0 -> ok (258s, fallbacks 0, errors 0); non-ok so far 0; 132.9 runs/h; ETA 1.8 h
[141/384] default|gpt-5.4-mini__INTJ__static__flat__seed3014__rep0 -> ok (263s, fallbacks 0, errors 0); non-ok so far 0; 133.6 runs/h; ETA 1.8 h
[142/384] default|gpt-5.4-mini__INTJ__static__flat__seed3011__rep0 -> ok (268s, fallbacks 0, errors 0); non-ok so far 0; 134.5 runs/h; ETA 1.8 h
[143/384] default|gpt-5.4-mini__INTJ__static__flat__seed3016__rep0 -> ok (257s, fallbacks 0, errors 0); non-ok so far 0; 134.6 runs/h; ETA 1.8 h
[144/384] default|gpt-5.4-mini__INTJ__static__flat__seed3015__rep0 -> ok (284s, fallbacks 0, errors 0); non-ok so far 0; 135.2 runs/h; ETA 1.8 h
[145/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3005__rep0 -> ok (249s, fallbacks 0, errors 0); non-ok so far 0; 135.8 runs/h; ETA 1.8 h
[146/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3004__rep0 -> ok (256s, fallbacks 0, errors 0); non-ok so far 0; 136.7 runs/h; ETA 1.7 h
[147/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3001__rep0 -> ok (275s, fallbacks 0, errors 0); non-ok so far 0; 137.4 runs/h; ETA 1.7 h
[148/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3003__rep0 -> ok (262s, fallbacks 0, errors 0); non-ok so far 0; 138.4 runs/h; ETA 1.7 h
[149/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3002__rep0 -> ok (270s, fallbacks 0, errors 0); non-ok so far 0; 139.0 runs/h; ETA 1.7 h
[150/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3006__rep0 -> ok (262s, fallbacks 0, errors 0); non-ok so far 0; 139.3 runs/h; ETA 1.7 h
[151/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3008__rep0 -> ok (256s, fallbacks 0, errors 0); non-ok so far 0; 134.3 runs/h; ETA 1.7 h
[152/384] default|gpt-5.4-mini__INTJ__static__bull_trap__seed3010__rep0 -> ok (262s, fallbacks 0, errors 0); non-ok so far 0; 135.0 runs/h; ETA 1.7 h
