Model,Persona,Arm,Scenario,Seed,Decode_Replicate,band_mas,v21_mcr_B_0.05,v21_mcr_D_0.05,v21_mcr_0.05,v21_mcr_B_0.002,v21_mcr_D_0.002,v21_mcr_0.002,turnover,mdd_pct,return_pct,fallback_share,trade_count
gpt-5-mini|default,ISFJ,static,bull_trap,3003,0,0.05410349432199564,0.05266523528750331,0.10571647353515928,0.1583817088226626,0.05410349432199561,0.1061906899382998,0.1602941842602954,4.928610074994651,-7.235686085148463,2.2611841207257566,0.0,63
gpt-5-mini|default,ISFJ,static,bull_trap,3004,0,0.03261901699243141,0.02973955282394975,0.09881873546680556,0.1285582882907553,0.031102944394235856,0.11426888704748793,0.14537183144172375,5.97464916878813,-4.181397146443977,9.855470275131474,0.0,76
gpt-5-mini|default,ISFJ,static,bull_trap,3005,0,0.058739873444705104,0.06816651221204477,0.01071489292686764,0.07888140513891242,0.05869501361195366,0.03552262100147942,0.09421763461343306,4.331305555333814,-3.4906455914601064,0.3656675056051162,0.0,57
gpt-5-mini|default,ISFJ,static,bull_trap,3006,0,0.0837796598728638,0.09994861008955482,0.09146525803577686,0.19141386812533165,0.08604294752174545,0.09906859530830381,0.18511154283004924,5.404975539212035,-3.2540859333827554,6.894289859205172,0.0,66
gpt-5-mini|default,ISFJ,static,bull_trap,3007,0,0.04402468579484398,0.0644371642910238,0.02986528484419285,0.09430244913521664,0.044024685794843955,0.06459718811241487,0.10862187390725882,5.020870346266672,-4.0431259098387855,2.9166623544142123,0.0,76
gpt-5-mini|default,ISFJ,static,bull_trap,3008,0,0.0759184920488089,0.058030350656254115,0.031876984848474454,0.08990733550472856,0.07865586450508101,0.07555619473744293,0.15421205924252393,5.476611097263346,-5.552460463697805,4.784281519090472,0.0,68
gpt-5-mini|default,ISFJ,static,bull_trap,3009,0,0.046042717741563655,0.05003684200990691,0.011449833992818492,0.06148667600272541,0.04627408818247601,0.03280782293745339,0.07908191111992939,3.4210064125848367,-2.300018768222012,1.0260195065665334,0.0,48
gpt-5-mini|default,ISFJ,static,bull_trap,3010,0,0.10414265070126456,0.10503536787908807,0.06838573383498175,0.1734211017140698,0.10347427841654229,0.08685461023303408,0.19032888864957637,7.1649648996403705,-2.444969231114291,24.275633814118148,0.0,75
gpt-5-mini|default,ISFJ,static,bull_trap,3011,0,0.06331793661164631,0.056759615179879264,0.01721261200153922,0.07397222718141849,0.06322880707689753,0.049272420135157126,0.11250122721205466,4.170777269598932,-2.0695466848429045,0.7060600862922151,0.0,52
gpt-5-mini|default,ISFJ,static,bull_trap,3012,0,0.06569490865401817,0.06783438474217127,0.024336855467803318,0.0921712402099746,0.06508194508877838,0.059969589163438176,0.12505153425221655,2.7598979124752536,-1.0381679685598666,2.205412371679105,0.0,36
gpt-5-mini|default,ISFJ,static,bull_trap,3013,0,0.06282035358586283,0.05279424115205353,0.10232293342118813,0.15511717457324167,0.06282035358586278,0.11800340346432456,0.1808237570501873,4.179996354765573,-4.1333058307578945,4.227909810181019,0.0,57
gpt-5-mini|default,ISFJ,static,bull_trap,3014,0,0.05602502265371737,0.056047826818798364,0.009872943403605164,0.06592077022240352,0.05602502265371733,0.009734380702997647,0.06575940335671498,4.279692354432073,-2.8272292871538207,-1.9162181264544609,0.0,53
gpt-5-mini|default,ISFJ,static,bull_trap,3015,0,0.03344732230529632,0.03404074858504698,0.07414561570342257,0.10818636428846953,0.03378517404575383,0.08561643439789526,0.11940160844364907,5.0833773122551635,-8.28207662972128,-5.413156252658069,0.0,79
gpt-5-mini|default,ISFJ,static,bull_trap,3016,0,0.05597698147049063,0.05216550469902727,0.054290970799314234,0.10645647549834149,0.051758507771433815,0.10309478391637106,0.15485329168780487,5.72509145088789,-2.729170521256208,14.698299555782723,0.0,70
gpt-5-mini|default,ISFJ,static,crash,3001,0,0.058358910053669215,0.051658305769445294,0.07058251295537174,0.12224081872481701,0.05825619321069197,0.06545501402818951,0.12371120723888147,3.4879707093687395,-9.062427527510797,2.6073073169977867,0.0,48
gpt-5-mini|default,ISFJ,static,crash,3002,0,0.044081149419812234,0.05021811825017151,0.17887938034666342,0.22909749859683493,0.04462831522310624,0.14436377209892262,0.1889920873220288,3.57973692213795,-10.291372843484925,-8.436170156623701,0.0,57
gpt-5-mini|default,ISFJ,static,crash,3003,0,0.06995973211213428,0.07977120464929116,0.0947132878381509,0.17448449248744208,0.06965629506276186,0.09613851189584925,0.16579480695861115,3.068572470232643,-3.3460016594913378,1.6860510043577914,0.0,38
gpt-5-mini|default,ISFJ,static,crash,3004,0,0.0445708776274615,0.045856794485827225,0.16765274246748607,0.21350953695331337,0.04517525640283546,0.1267407090050443,0.1719159654078798,6.451304341938572,-11.875737709008938,-3.2814348502705593,0.0,69
gpt-5-mini|default,ISFJ,static,crash,3005,0,0.0585788812967471,0.07048611529232607,0.14801045240293656,0.21849656769526263,0.060378784392460014,0.11798224283028586,0.17836102722274585,6.3163927677533644,-3.619595425276123,12.559509402585256,0.0,71
gpt-5-mini|default,ISFJ,static,crash,3006,0,0.07664990968708346,0.10277625850843927,0.18128468571371462,0.2840609442221539,0.07921456511736484,0.1432105371042513,0.22242510222161613,6.590676309874769,-8.51557719256003,-3.101619962530111,0.0,77
gpt-5-mini|default,ISFJ,static,crash,3007,0,0.0201204265813191,0.026093431803230434,0.1580621430224653,0.1841555748256957,0.020221534252581996,0.14175844356818165,0.1619799778207636,4.465441169195168,-10.554088524122529,-6.704041068855659,0.0,74
gpt-5-mini|default,ISFJ,static,crash,3008,0,0.05822793798267041,0.05668581536081063,0.16090910177940465,0.2175949171402154,0.0602449006180409,0.14642725502982765,0.2066721556478686,5.64914066085125,-11.395730480123078,-5.230331864838156,0.0,84
gpt-5-mini|default,ISFJ,static,crash,3009,0,0.06938291750435382,0.08054903686877506,0.18926017641806847,0.26980921328684354,0.0695787045498523,0.1580650628869788,0.22764376743683115,2.8045054181011038,-3.27633708435231,-2.0366721045966374,0.0,36
gpt-5-mini|default,ISFJ,static,crash,3010,0,0.061897565919888035,0.07432043500133904,0.1675780740279559,0.24189850902929494,0.06352137776130753,0.14553615805140874,0.20905753581271624,5.271069349716918,-7.0737239750432,1.0894966981035203,0.0,65
gpt-5-mini|default,ISFJ,static,crash,3011,0,0.07409937323303081,0.0834166653497963,0.1835510917998669,0.26696775714966314,0.07484387593443803,0.1538053124854438,0.22864918841988183,3.2936359285069834,-4.520727861997919,-3.821360369393556,0.0,41
gpt-5-mini|default,ISFJ,static,crash,3012,0,0.05799412630362636,0.06053645156361175,0.17030105402009887,0.23083750558371058,0.05772852912487962,0.11586258915214541,0.17359111827702503,5.9161165671623674,-5.918667362024676,-1.503804451757318,0.0,79
gpt-5-mini|default,ISFJ,static,crash,3013,0,0.06290559043345686,0.06460686983277997,0.18804677092022784,0.2526536407530078,0.06290559043345682,0.15852865480955994,0.22143424524301672,3.7963250505545294,-4.966016447108668,-3.336674523940386,0.0,48
gpt-5-mini|default,ISFJ,static,crash,3014,0,0.06759618882496406,0.06692976335949233,0.043661731553807766,0.1105914949133001,0.06793586816579299,0.04392375491961865,0.11185962308541166,3.951028349943695,-2.8428647994155565,-1.7251721588554036,0.0,54
gpt-5-mini|default,ISFJ,static,crash,3015,0,0.07877594893655267,0.07226356239732856,0.14900748070378192,0.22127104310111045,0.0790666150874269,0.13889821995904222,0.2179648350464691,4.042296522608788,-5.107124168501798,2.066119608194361,0.0,51
gpt-5-mini|default,ISFJ,static,crash,3016,0,0.08470602247758231,0.0731874261352469,0.18424600473749356,0.2574334308727404,0.08107037594457424,0.16503334553556467,0.24610372148013893,6.417699203506151,-8.582731802613141,6.020976419891055,0.0,80
gpt-5-mini|default,ISFJ,static,sustained_bull,3001,0,0.05302705744427165,0.03838320460962198,0.0002793770541462169,0.0386625816637682,0.05347316146146806,0.044701099304731255,0.09817426076619933,5.553574468931595,-1.2944651759875248,7.896983800382595,0.0,68
gpt-5-mini|default,ISFJ,static,sustained_bull,3002,0,0.08703488161480549,0.06447999352222687,0.13553000039007504,0.20000999391230193,0.08438838451678227,0.09733835062854895,0.1817267351453312,6.15261601274923,-5.139163687437687,9.328921068915852,0.0,78
gpt-5-mini|default,ISFJ,static,sustained_bull,3003,0,0.07178319164877266,0.08705739748824672,0.048620540200023675,0.13567793768827044,0.07175547230322933,0.07137035659251813,0.1431258288957475,4.372778322117691,-1.8816500813585213,1.008557408005517,0.0,49
gpt-5-mini|default,ISFJ,static,sustained_bull,3004,0,0.02575360634522485,0.009326595492855286,0.15022424757732936,0.15955084307018466,0.026449880076407094,0.10411065737991654,0.13056053745632362,4.859018098691098,-4.532191551332588,3.5450958378928865,0.0,64
gpt-5-mini|default,ISFJ,static,sustained_bull,3005,0,0.06200488056471198,0.05499987632086969,0.10047770582151556,0.15547758214238525,0.06248578022136584,0.1021333256385687,0.16461910585993453,6.22732954180871,-0.7231469203550112,8.6958808906892,0.0,71
gpt-5-mini|default,ISFJ,static,sustained_bull,3006,0,0.10121997893308227,0.11615938117509565,0.1279813082849723,0.24414068946006803,0.10412970721109878,0.11867693847947303,0.22280664569057182,6.167861842456244,-2.9202058245613505,14.733016163968248,0.0,74
gpt-5-mini|default,ISFJ,static,sustained_bull,3007,0,0.04588481583406675,0.029805428690942767,0.07675570585380172,0.10656113454474447,0.045568340948291076,0.10169016361068409,0.14725850455897516,4.407043855165571,-6.852458510552517,3.488349257509271,0.0,56
gpt-5-mini|default,ISFJ,static,sustained_bull,3008,0,0.07302243296646431,0.04719559506493435,0.1752905386546348,0.22248613371956916,0.07242325113501326,0.12329018494692048,0.19571343608193378,7.057039230563145,-2.220922355493249,16.55312748354245,0.0,79
gpt-5-mini|default,ISFJ,static,sustained_bull,3009,0,0.05045898068057222,0.061354235919023926,0.04198155372081339,0.10333578963983732,0.050200307298265245,0.06642937797720355,0.11662968527546877,3.017994763011866,-2.259930968579793,0.6470314988658243,0.0,41
gpt-5-mini|default,ISFJ,static,sustained_bull,3010,0,0.09880339033641394,0.08491096213249888,0.12803469805550494,0.2129456601880038,0.09790799923021368,0.1250837434730916,0.22299174270330527,6.875286221231465,-1.8263539505648296,22.397064268998477,0.0,68
gpt-5-mini|default,ISFJ,static,sustained_bull,3011,0,0.0785683408846022,0.09142857142857137,0.19863928502032735,0.2900678564488987,0.07890625971751448,0.1665929839087844,0.24549924362629894,2.845816999365582,-0.5197383114991627,2.1440835597987595,0.0,39
gpt-5-mini|default,ISFJ,static,sustained_bull,3012,0,0.07118789296968332,0.08749999999999994,0.1999997019583607,0.2874997019583606,0.07116748383086906,0.1017591255824842,0.17292660941335328,3.415283139896419,-0.5130164828899164,1.0469869026346057,0.0,43
gpt-5-mini|default,ISFJ,static,sustained_bull,3013,0,0.06554629770622462,0.06498594024003436,0.1658946758387,0.2308806160787344,0.06575208860171222,0.14632225307997604,0.2120743416816882,3.549200413022001,-2.52177528958083,3.8522691532480335,0.0,51
gpt-5-mini|default,ISFJ,static,sustained_bull,3014,0,0.054388399326670826,0.06373618017717239,0.01536115233684638,0.0790973325140188,0.055216649062609945,0.025082096824170935,0.0802987458867809,5.900193074465732,-2.049450819102072,1.969772670552894,0.0,61
gpt-5-mini|default,ISFJ,static,sustained_bull,3015,0,0.08343418687198662,0.07540356986125506,0.12064631209647038,0.19604988195772538,0.08403783488616308,0.10903509129513744,0.19307292618130048,6.140261053956577,-2.6275781417659405,10.124515673205025,0.0,69
gpt-5-mini|default,ISFJ,static,sustained_bull,3016,0,0.0721939714174888,0.06950017550446205,0.0826105971913608,0.15211077269582282,0.07129217275387184,0.10335063554055472,0.17464280829442658,7.430378918556956,-5.218204435365226,13.383241217842357,0.0,81
gpt-5-mini|default,ISFJ,memory,flat,3001,0,0.09999999999999996,0.0999999999999999,-5.551115123125783e-17,0.09999999999999985,0.09999999999999988,0.014070351758793929,0.11407035175879385,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,flat,3002,0,0.09851529110288057,0.09651916027316276,0.1857142857142858,0.28223344598744854,0.09895243734348991,0.13617021276595753,0.23512265010944744,0.32152809687224737,-0.157118869411077,1.9349003320541014,0.0,3
gpt-5-mini|default,ISFJ,memory,flat,3003,0,0.09949999999999996,0.0999999999999999,0.04629629629629629,0.14629629629629623,0.0994949494949494,0.07121212121212121,0.17070707070707067,0.2046587839333953,0.0,0.4556454541428945,0.0,1
gpt-5-mini|default,ISFJ,memory,flat,3004,0,0.09629571431575858,0.0999999999999999,0.16000000000000011,0.2599999999999999,0.0961211668227838,0.0952879581151833,0.19140912493796713,0.6854903216270856,-1.219543706629067,-1.2294217522584083,0.0,8
gpt-5-mini|default,ISFJ,memory,flat,3005,0,0.09999999999999996,0.09999999999999991,0.08000000000000003,0.17999999999999994,0.09999999999999991,0.09062500000000002,0.1906249999999999,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,flat,3006,0,0.09849999999999995,0.09558823529411757,0.005963896690309594,0.10155213198442714,0.09843749999999991,0.01877888007781796,0.11721638007781787,0.40260268852459,-0.13066568449628946,0.24213871803280274,0.0,3
gpt-5-mini|default,ISFJ,memory,flat,3007,0,0.09873865439325068,0.09718020145648404,0.11481481481481487,0.21199501627129896,0.09871291264617411,0.1127551020408164,0.21146801468699047,0.29618796000428205,-0.39914385541583997,-0.3563480203959801,0.0,3
gpt-5-mini|default,ISFJ,memory,flat,3008,0,0.09849999999999996,0.09999999999999992,0.15000000000000008,0.25,0.09836065573770482,0.13935653391562397,0.23771718965332878,0.20092744894106582,-0.23824693026200938,0.08269852165951885,0.0,2
gpt-5-mini|default,ISFJ,memory,flat,3009,0,0.09999999999999996,0.09999999999999994,0.0352941176470588,0.1352941176470587,0.09999999999999991,0.061139896373057015,0.16113989637305692,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,flat,3010,0,0.09826681741249053,0.09999999999999992,0.05555555555555555,0.15555555555555545,0.098156188736692,0.07872343085239372,0.17687961958908577,0.49727720690300575,-0.3126502601990544,-0.20770221691637225,0.0,5
gpt-5-mini|default,ISFJ,memory,flat,3011,0,0.09899999999999995,0.09999999999999994,0.20000000000000012,0.3000000000000001,0.09894179894179884,0.1677248423261249,0.2666666412679237,0.19713402225597343,-0.501962007504686,-0.2964544755154397,0.0,2
gpt-5-mini|default,ISFJ,memory,flat,3012,0,0.09999999999999996,0.09999999999999992,0.20000000000000012,0.30000000000000004,0.09999999999999991,0.10212765957446814,0.20212765957446802,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,flat,3013,0,0.09999999999999996,0.09999999999999991,0.20000000000000012,0.30000000000000004,0.0999999999999999,0.16565656565656578,0.26565656565656565,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,flat,3014,0,0.09949999999999996,0.09915254237288125,0.00508478813771192,0.1042373305105932,0.09949238578680193,0.009137081219543165,0.10862946700634513,0.1990374609781477,-0.10121083577592227,-0.1062057752341361,0.0,2
gpt-5-mini|default,ISFJ,memory,flat,3015,0,0.0987499937498437,0.09764705882352931,0.19998788973208653,0.29763494855561584,0.09867724206332662,0.1555501091387691,0.2542273512020957,0.5034533856727396,-0.028548748112100508,0.803723836929704,0.0,5
gpt-5-mini|default,ISFJ,memory,flat,3016,0,0.09702129194612873,0.09206781574521425,0.02727272727272725,0.11934054301794146,0.09746691740466269,0.06903555837690366,0.16650247578156632,0.6945282767823404,-0.6119167434352035,-0.5287786964487506,0.0,9
gpt-5-mini|default,ISFJ,memory,bull_trap,3001,0,0.09949997499843734,0.0999999999999999,-5.551115123125783e-17,0.09999999999999987,0.09948451030766732,0.030927835051546382,0.1304123453592137,0.3018462398560764,-0.002500000000016378,0.170169535933673,0.0,4
gpt-5-mini|default,ISFJ,memory,bull_trap,3002,0,0.09624999272306453,0.09336281897887524,0.019609801458920575,0.11297262043779585,0.09607329080949159,0.05034506578459701,0.14641835659408864,0.4092329506372684,-0.07128447876530997,0.9048334161949612,0.0,4
gpt-5-mini|default,ISFJ,memory,bull_trap,3003,0,0.0982738949831822,0.09999999999999991,0.1172413793103449,0.2172413793103448,0.09827389498318215,0.12799997499875002,0.22627386998193216,0.29501124159655734,-0.48509568476018394,-0.49007142997594677,0.0,4
gpt-5-mini|default,ISFJ,memory,bull_trap,3004,0,0.0965345018486464,0.0983050847457626,0.022881314131699675,0.12118639887746228,0.0974400921719472,0.050000000349435976,0.14744009252138313,0.3986943512300945,-0.2739461576715785,-0.14305564433286788,0.0,4
gpt-5-mini|default,ISFJ,memory,bull_trap,3005,0,0.09899999999999995,0.09999999999999991,-5.551115123125783e-17,0.09999999999999987,0.09897435897435888,0.016414834261912974,0.11538919323627185,0.20091623036649214,-0.01157952577687249,0.08157722513089105,0.0,2
gpt-5-mini|default,ISFJ,memory,bull_trap,3006,0,0.09899583612294688,0.09921835057821218,-5.551115123125783e-17,0.09921835057821214,0.09895941567144749,0.006217642488341985,0.1051770581597895,0.2994651755162303,-0.15503148865931848,-0.05270293962510442,0.0,4
gpt-5-mini|default,ISFJ,memory,bull_trap,3007,0,0.09999999999999996,0.09999999999999988,0.029090909090909063,0.12909090909090898,0.0999999999999999,0.06200000000000002,0.16199999999999992,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,bull_trap,3008,0,0.09949999999999996,0.09999999999999991,0.015730337078651645,0.11573033707865156,0.09946808510638289,0.06595742021143612,0.16542550531781902,0.20038209606986898,0.0,0.02819050218341168,0.0,2
gpt-5-mini|default,ISFJ,memory,bull_trap,3009,0,0.09974998124859359,0.09965275173415776,-5.551115123125783e-17,0.09965275173415772,0.09974872487295833,0.01909547738693464,0.11884420225989299,0.1991377574984902,-0.08868778961012014,-0.096181138025897,0.0,2
gpt-5-mini|default,ISFJ,memory,bull_trap,3010,0,0.09739995016914818,0.09746372290059772,0.0022372316911685366,0.09970095459176626,0.09733328222476731,0.028763939806646495,0.1260972220314138,0.4300893668225899,-1.0967915907993953,-0.6936093836411028,0.0,8
gpt-5-mini|default,ISFJ,memory,bull_trap,3011,0,0.09901119005635957,0.0999999999999999,-5.551115123125783e-17,0.09999999999999987,0.09895914742774686,0.039999973682894666,0.13895912111064151,0.19957786116322698,-0.2486053008091127,-0.05219277673546019,0.0,2
gpt-5-mini|default,ISFJ,memory,bull_trap,3012,0,0.09999999999999996,0.0999999999999999,0.017021276595744643,0.11702127659574454,0.0999999999999999,0.05743589743589745,0.1574358974358973,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,bull_trap,3013,0,0.09999999999999996,0.09999999999999988,0.044094488188976405,0.14409448818897636,0.0999999999999999,0.08100000000000002,0.1809999999999999,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,bull_trap,3014,0,0.09999999999999996,0.0999999999999999,-5.551115123125783e-17,0.09999999999999985,0.0999999999999999,-5.551115123125783e-17,0.09999999999999985,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,bull_trap,3015,0,0.09999999999999996,0.0999999999999999,0.07154471544715452,0.17154471544715436,0.0999999999999999,0.10404040404040409,0.20404040404040397,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,bull_trap,3016,0,0.09874393421550293,0.09834690996911091,0.012087912087912045,0.11043482205702299,0.09871172740051577,0.045641025641025644,0.1443527530415414,0.2030575837951681,0.0,0.29560550032705635,0.0,2
gpt-5-mini|default,ISFJ,memory,crash,3001,0,0.09999999999999996,0.0999999999999999,0.04130434782608695,0.14130434782608683,0.0999999999999999,0.05,0.14999999999999994,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,crash,3002,0,0.09999999999999996,0.0999999999999999,0.18444444444444455,0.28444444444444444,0.09999999999999991,0.15233160621761668,0.2523316062176165,0.2,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,crash,3003,0,0.09999999999999996,0.09999999999999991,0.0921985815602837,0.19219858156028366,0.0999999999999999,0.095959595959596,0.19595959595959594,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,crash,3004,0,0.09725598129788353,0.09870129870129861,0.17402590908766224,0.2727272077889609,0.09718562184398306,0.14152674002168242,0.23871236186566544,0.5043087457235209,-0.13423937380366846,0.34898256119550997,0.0,7
gpt-5-mini|default,ISFJ,memory,crash,3005,0,0.09924999374984371,0.09961831106846365,0.20000000000000012,0.29961831106846376,0.0992267976802512,0.155670077318299,0.2548968749985501,0.30800636848109725,-0.0025000000000274802,0.7161214546105743,0.0,4
gpt-5-mini|default,ISFJ,memory,crash,3006,0,0.09615368606644434,0.09532088269180813,0.1226432342481219,0.21796411693993006,0.09597244614287359,0.09214755408534513,0.18812000022821873,0.4197707057312758,-0.12044306446782338,-0.00047584826378122,0.0,6
gpt-5-mini|default,ISFJ,memory,crash,3007,0,0.09924999374984371,0.0995689547411098,0.1637931034482759,0.26336205818938574,0.09924622487421472,0.13718592964824128,0.23643215452245603,0.29476270319346315,-0.49880243863733575,-0.49880243863733575,0.0,3
gpt-5-mini|default,ISFJ,memory,crash,3008,0,0.09949999999999996,0.0999999999999999,0.16619718309859158,0.26619718309859164,0.09947368421052621,0.1415789473684211,0.24105263157894735,0.20076419213973795,0.0,0.06638100436680006,0.0,1
gpt-5-mini|default,ISFJ,memory,crash,3009,0,0.09926017112714401,0.0989039572253985,0.18666666666666673,0.2855706238920654,0.09925269810822622,0.1515151515151516,0.25076784962337784,0.19927195866604036,-0.12884278405694838,-0.08276773132925852,0.0,2
gpt-5-mini|default,ISFJ,memory,crash,3010,0,0.09999999999999996,0.0999999999999999,0.15876288659793825,0.2587628865979381,0.09999999999999991,0.12538860103626953,0.22538860103626934,0.19999999999999996,0.0,0.10527719269959324,0.0,1
gpt-5-mini|default,ISFJ,memory,crash,3011,0,0.09999999999999996,0.09999999999999991,0.1800000000000001,0.27999999999999997,0.0999999999999999,0.15157894736842115,0.251578947368421,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,crash,3012,0,0.09924996874828108,0.09903843749939892,0.18076923076923088,0.2798076682686298,0.09922677190544438,0.13092783505154648,0.23015460695699078,0.3986326136463297,-0.15707014746833003,-0.13599995300808132,0.0,6
gpt-5-mini|default,ISFJ,memory,crash,3013,0,0.09999999999999996,0.0999999999999999,0.17731958762886607,0.27731958762886594,0.0999999999999999,0.1490000000000001,0.24899999999999992,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
gpt-5-mini|default,ISFJ,memory,crash,3014,0,0.09999999999999996,0.09999999999999991,0.04172661870503596,0.1417266187050359,0.09999999999999988,0.04321608040201002,0.14321608040200998,0.19999999999999996,0.0,-0.009999999999998899,0.0,1
