[e9_2_pilot] gpt-5-mini|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:10Z
[22/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3003__rep0 -> ok (2269s, fallbacks 0, errors 0); non-ok so far 0; 14.9 runs/h; ETA 24.4 h
[23/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3013__rep0 -> ok (2137s, fallbacks 0, errors 0); non-ok so far 0; 15.4 runs/h; ETA 23.4 h
[24/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3007__rep0 -> ok (2235s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 22.4 h
[25/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3008__rep0 -> ok (2222s, fallbacks 0, errors 0); non-ok so far 0; 16.7 runs/h; ETA 21.5 h
[26/384] default|gpt-5-mini__ISFJ__static__flat__seed3016__rep0 -> ok (2412s, fallbacks 0, errors 0); non-ok so far 0; 17.3 runs/h; ETA 20.7 h
[27/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3004__rep0 -> ok (2318s, fallbacks 0, errors 0); non-ok so far 0; 18.0 runs/h; ETA 19.9 h
[28/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3009__rep0 -> ok (2247s, fallbacks 0, errors 0); non-ok so far 0; 18.6 runs/h; ETA 19.2 h
[29/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3010__rep0 -> ok (2323s, fallbacks 0, errors 0); non-ok so far 0; 18.9 runs/h; ETA 18.7 h
[30/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3014__rep0 -> ok (2321s, fallbacks 0, errors 0); non-ok so far 0; 19.3 runs/h; ETA 18.4 h
[31/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (2313s, fallbacks 0, errors 0); non-ok so far 0; 14.6 runs/h; ETA 24.1 h
[32/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (2230s, fallbacks 0, errors 0); non-ok so far 0; 15.0 runs/h; ETA 23.4 h
[33/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (2360s, fallbacks 0, errors 0); non-ok so far 0; 15.5 runs/h; ETA 22.7 h
[34/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (2408s, fallbacks 0, errors 0); non-ok so far 0; 15.9 runs/h; ETA 22.0 h
[35/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3015__rep0 -> ok (2475s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 21.4 h
[36/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (2318s, fallbacks 0, errors 0); non-ok so far 0; 16.8 runs/h; ETA 20.7 h
[37/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (2385s, fallbacks 0, errors 0); non-ok so far 0; 17.1 runs/h; ETA 20.3 h
[38/384] default|gpt-5-mini__ISFJ__static__bull_trap__seed3016__rep0 -> ok (2561s, fallbacks 0, errors 0); non-ok so far 0; 17.5 runs/h; ETA 19.8 h
[39/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (2474s, fallbacks 0, errors 0); non-ok so far 0; 17.9 runs/h; ETA 19.3 h
[40/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (2518s, fallbacks 0, errors 0); non-ok so far 0; 18.4 runs/h; ETA 18.7 h
[41/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (2528s, fallbacks 0, errors 0); non-ok so far 0; 18.6 runs/h; ETA 18.4 h
[42/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (2415s, fallbacks 0, errors 0); non-ok so far 0; 19.1 runs/h; ETA 17.9 h
[43/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (2637s, fallbacks 0, errors 0); non-ok so far 0; 19.4 runs/h; ETA 17.6 h
[44/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (2374s, fallbacks 0, errors 0); non-ok so far 0; 19.9 runs/h; ETA 17.1 h
[45/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (2604s, fallbacks 0, errors 0); non-ok so far 0; 20.3 runs/h; ETA 16.7 h
[46/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (2343s, fallbacks 0, errors 0); non-ok so far 0; 16.5 runs/h; ETA 20.5 h
[47/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (2351s, fallbacks 0, errors 0); non-ok so far 0; 16.8 runs/h; ETA 20.1 h
[48/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (2456s, fallbacks 0, errors 0); non-ok so far 0; 17.1 runs/h; ETA 19.6 h
[49/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (2509s, fallbacks 0, errors 0); non-ok so far 0; 17.3 runs/h; ETA 19.3 h
[50/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (2343s, fallbacks 0, errors 0); non-ok so far 0; 17.7 runs/h; ETA 18.9 h
[51/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (2360s, fallbacks 0, errors 0); non-ok so far 0; 18.0 runs/h; ETA 18.5 h
[52/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (2491s, fallbacks 0, errors 0); non-ok so far 0; 18.3 runs/h; ETA 18.1 h
[53/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (2312s, fallbacks 0, errors 0); non-ok so far 0; 18.7 runs/h; ETA 17.7 h
[54/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (2395s, fallbacks 0, errors 0); non-ok so far 0; 19.0 runs/h; ETA 17.4 h
[55/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (2259s, fallbacks 0, errors 0); non-ok so far 0; 19.3 runs/h; ETA 17.0 h
[56/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (2262s, fallbacks 0, errors 0); non-ok so far 0; 19.7 runs/h; ETA 16.7 h
[57/384] default|gpt-5-mini__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (2609s, fallbacks 0, errors 0); non-ok so far 0; 20.0 runs/h; ETA 16.4 h
[58/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (2503s, fallbacks 0, errors 0); non-ok so far 0; 20.3 runs/h; ETA 16.1 h
[59/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (2379s, fallbacks 0, errors 0); non-ok so far 0; 20.5 runs/h; ETA 15.8 h
[60/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (2423s, fallbacks 0, errors 0); non-ok so far 0; 20.9 runs/h; ETA 15.5 h
[61/384] default|gpt-5-mini__ISFJ__memory__flat__seed3007__rep0 -> ok (1748s, fallbacks 0, errors 0); non-ok so far 0; 18.3 runs/h; ETA 17.6 h
[62/384] default|gpt-5-mini__ISFJ__memory__flat__seed3002__rep0 -> ok (1805s, fallbacks 0, errors 0); non-ok so far 0; 18.6 runs/h; ETA 17.3 h
[63/384] default|gpt-5-mini__ISFJ__memory__flat__seed3001__rep0 -> ok (1811s, fallbacks 0, errors 0); non-ok so far 0; 18.9 runs/h; ETA 17.0 h
[64/384] default|gpt-5-mini__ISFJ__memory__flat__seed3006__rep0 -> ok (1760s, fallbacks 0, errors 0); non-ok so far 0; 19.2 runs/h; ETA 16.7 h
[65/384] default|gpt-5-mini__ISFJ__memory__flat__seed3003__rep0 -> ok (1816s, fallbacks 0, errors 0); non-ok so far 0; 19.5 runs/h; ETA 16.4 h
[66/384] default|gpt-5-mini__ISFJ__memory__flat__seed3008__rep0 -> ok (1760s, fallbacks 0, errors 0); non-ok so far 0; 19.7 runs/h; ETA 16.1 h
[67/384] default|gpt-5-mini__ISFJ__memory__flat__seed3005__rep0 -> ok (1821s, fallbacks 0, errors 0); non-ok so far 0; 20.0 runs/h; ETA 15.8 h
[68/384] default|gpt-5-mini__ISFJ__memory__flat__seed3009__rep0 -> ok (1765s, fallbacks 0, errors 0); non-ok so far 0; 20.3 runs/h; ETA 15.6 h
[69/384] default|gpt-5-mini__ISFJ__memory__flat__seed3004__rep0 -> ok (1848s, fallbacks 0, errors 0); non-ok so far 0; 20.6 runs/h; ETA 15.3 h
[70/384] default|gpt-5-mini__ISFJ__memory__flat__seed3011__rep0 -> ok (1784s, fallbacks 0, errors 0); non-ok so far 0; 20.8 runs/h; ETA 15.1 h
[71/384] default|gpt-5-mini__ISFJ__memory__flat__seed3010__rep0 -> ok (1834s, fallbacks 0, errors 0); non-ok so far 0; 21.0 runs/h; ETA 14.9 h
[72/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (2226s, fallbacks 0, errors 0); non-ok so far 0; 21.1 runs/h; ETA 14.8 h
[73/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (2314s, fallbacks 0, errors 0); non-ok so far 0; 21.2 runs/h; ETA 14.7 h
[74/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (2372s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 14.5 h
[75/384] default|gpt-5-mini__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (2356s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 14.3 h
[76/384] default|gpt-5-mini__ISFJ__memory__flat__seed3012__rep0 -> ok (1793s, fallbacks 0, errors 0); non-ok so far 0; 19.9 runs/h; ETA 15.5 h
[77/384] default|gpt-5-mini__ISFJ__memory__flat__seed3013__rep0 -> ok (1840s, fallbacks 0, errors 0); non-ok so far 0; 20.0 runs/h; ETA 15.3 h
[78/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (1796s, fallbacks 0, errors 0); non-ok so far 0; 20.3 runs/h; ETA 15.1 h
[79/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (1830s, fallbacks 0, errors 0); non-ok so far 0; 20.5 runs/h; ETA 14.9 h
[80/384] default|gpt-5-mini__ISFJ__memory__flat__seed3014__rep0 -> ok (1921s, fallbacks 0, errors 0); non-ok so far 0; 20.7 runs/h; ETA 14.7 h
[81/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (1850s, fallbacks 0, errors 0); non-ok so far 0; 20.9 runs/h; ETA 14.5 h
[82/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (1869s, fallbacks 0, errors 0); non-ok so far 0; 21.2 runs/h; ETA 14.3 h
[83/384] default|gpt-5-mini__ISFJ__memory__flat__seed3016__rep0 -> ok (1914s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 14.0 h
[84/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (1807s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 13.8 h
[85/384] default|gpt-5-mini__ISFJ__memory__flat__seed3015__rep0 -> ok (1964s, fallbacks 0, errors 0); non-ok so far 0; 21.9 runs/h; ETA 13.6 h
[86/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (1879s, fallbacks 0, errors 0); non-ok so far 0; 22.0 runs/h; ETA 13.5 h
[87/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (1838s, fallbacks 0, errors 0); non-ok so far 0; 22.2 runs/h; ETA 13.4 h
[88/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (1785s, fallbacks 0, errors 0); non-ok so far 0; 22.4 runs/h; ETA 13.2 h
[89/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (1897s, fallbacks 0, errors 0); non-ok so far 0; 22.3 runs/h; ETA 13.2 h
[90/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (1864s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 13.1 h
[91/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (1742s, fallbacks 0, errors 0); non-ok so far 0; 21.0 runs/h; ETA 13.9 h
[92/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (1829s, fallbacks 0, errors 0); non-ok so far 0; 21.2 runs/h; ETA 13.8 h
[93/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (1844s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 13.6 h
[94/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (1798s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 13.5 h
[95/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (1803s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 13.3 h
[96/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (1869s, fallbacks 0, errors 0); non-ok so far 0; 21.9 runs/h; ETA 13.1 h
[97/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (1838s, fallbacks 0, errors 0); non-ok so far 0; 22.1 runs/h; ETA 13.0 h
[98/384] default|gpt-5-mini__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (1880s, fallbacks 0, errors 0); non-ok so far 0; 22.3 runs/h; ETA 12.8 h
[99/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (1875s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 12.6 h
[100/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (1859s, fallbacks 0, errors 0); non-ok so far 0; 22.8 runs/h; ETA 12.5 h
[101/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (1884s, fallbacks 0, errors 0); non-ok so far 0; 22.8 runs/h; ETA 12.4 h
[102/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (1786s, fallbacks 0, errors 0); non-ok so far 0; 23.0 runs/h; ETA 12.3 h
[103/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (1852s, fallbacks 0, errors 0); non-ok so far 0; 23.2 runs/h; ETA 12.1 h
[104/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (1747s, fallbacks 0, errors 0); non-ok so far 0; 23.3 runs/h; ETA 12.0 h
[105/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (1854s, fallbacks 0, errors 0); non-ok so far 0; 23.3 runs/h; ETA 12.0 h
[106/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (1754s, fallbacks 0, errors 0); non-ok so far 0; 21.9 runs/h; ETA 12.7 h
[107/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (1902s, fallbacks 0, errors 0); non-ok so far 0; 22.0 runs/h; ETA 12.6 h
[108/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (1826s, fallbacks 0, errors 0); non-ok so far 0; 22.2 runs/h; ETA 12.4 h
[109/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (1918s, fallbacks 0, errors 0); non-ok so far 0; 22.4 runs/h; ETA 12.3 h
[110/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (1791s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 12.2 h
[111/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (1794s, fallbacks 0, errors 0); non-ok so far 0; 22.7 runs/h; ETA 12.0 h
[112/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (1807s, fallbacks 0, errors 0); non-ok so far 0; 22.9 runs/h; ETA 11.9 h
[113/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (1851s, fallbacks 0, errors 0); non-ok so far 0; 23.1 runs/h; ETA 11.7 h
[114/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (1949s, fallbacks 0, errors 0); non-ok so far 0; 23.2 runs/h; ETA 11.6 h
[115/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (1779s, fallbacks 0, errors 0); non-ok so far 0; 23.3 runs/h; ETA 11.5 h
[116/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (1840s, fallbacks 0, errors 0); non-ok so far 0; 23.5 runs/h; ETA 11.4 h
[117/384] default|gpt-5-mini__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (2047s, fallbacks 0, errors 0); non-ok so far 0; 23.7 runs/h; ETA 11.3 h
[118/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (1883s, fallbacks 0, errors 0); non-ok so far 0; 23.8 runs/h; ETA 11.2 h
[119/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (1800s, fallbacks 0, errors 0); non-ok so far 0; 23.9 runs/h; ETA 11.1 h
[120/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (1847s, fallbacks 0, errors 0); non-ok so far 0; 23.9 runs/h; ETA 11.1 h
[121/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3011__rep0 -> ok (1848s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 11.7 h
[122/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3012__rep0 -> ok (1890s, fallbacks 0, errors 0); non-ok so far 0; 22.6 runs/h; ETA 11.6 h
[123/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3009__rep0 -> ok (1961s, fallbacks 0, errors 0); non-ok so far 0; 22.8 runs/h; ETA 11.4 h
[124/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3010__rep0 -> ok (1973s, fallbacks 0, errors 0); non-ok so far 0; 23.0 runs/h; ETA 11.3 h
[125/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3013__rep0 -> ok (1943s, fallbacks 0, errors 0); non-ok so far 0; 23.0 runs/h; ETA 11.2 h
[126/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3015__rep0 -> ok (1998s, fallbacks 0, errors 0); non-ok so far 0; 23.1 runs/h; ETA 11.2 h
[127/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3014__rep0 -> ok (2021s, fallbacks 0, errors 0); non-ok so far 0; 23.3 runs/h; ETA 11.0 h
[128/384] default|gpt-5-mini__ISFJ__memory__sustained_bull__seed3016__rep0 -> ok (2039s, fallbacks 0, errors 0); non-ok so far 0; 23.4 runs/h; ETA 10.9 h
[129/384] default|gpt-5-mini__INTJ__static__flat__seed3002__rep0 -> ok (2463s, fallbacks 0, errors 0); non-ok so far 0; 23.0 runs/h; ETA 11.1 h
[130/384] default|gpt-5-mini__INTJ__static__flat__seed3003__rep0 -> ok (2451s, fallbacks 0, errors 0); non-ok so far 0; 23.1 runs/h; ETA 11.0 h
[131/384] default|gpt-5-mini__INTJ__static__flat__seed3001__rep0 -> ok (2606s, fallbacks 0, errors 0); non-ok so far 0; 23.2 runs/h; ETA 10.9 h
[132/384] default|gpt-5-mini__INTJ__static__flat__seed3006__rep0 -> ok (2450s, fallbacks 0, errors 0); non-ok so far 0; 23.4 runs/h; ETA 10.8 h
[133/384] default|gpt-5-mini__INTJ__static__flat__seed3004__rep0 -> ok (2571s, fallbacks 0, errors 0); non-ok so far 0; 23.5 runs/h; ETA 10.7 h
[134/384] default|gpt-5-mini__INTJ__static__flat__seed3005__rep0 -> ok (2533s, fallbacks 0, errors 0); non-ok so far 0; 23.7 runs/h; ETA 10.6 h
[135/384] default|gpt-5-mini__INTJ__static__flat__seed3007__rep0 -> ok (2597s, fallbacks 0, errors 0); non-ok so far 0; 23.5 runs/h; ETA 10.6 h
[136/384] default|gpt-5-mini__INTJ__static__flat__seed3008__rep0 -> ok (2413s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 11.0 h
[137/384] default|gpt-5-mini__INTJ__static__flat__seed3010__rep0 -> ok (2368s, fallbacks 0, errors 0); non-ok so far 0; 22.6 runs/h; ETA 10.9 h
[138/384] default|gpt-5-mini__INTJ__static__flat__seed3009__rep0 -> ok (2430s, fallbacks 0, errors 0); non-ok so far 0; 22.7 runs/h; ETA 10.8 h
[139/384] default|gpt-5-mini__INTJ__static__flat__seed3011__rep0 -> ok (2444s, fallbacks 0, errors 0); non-ok so far 0; 22.9 runs/h; ETA 10.7 h
[140/384] default|gpt-5-mini__INTJ__static__flat__seed3012__rep0 -> ok (2460s, fallbacks 0, errors 0); non-ok so far 0; 22.9 runs/h; ETA 10.7 h
[141/384] default|gpt-5-mini__INTJ__static__flat__seed3013__rep0 -> ok (2432s, fallbacks 0, errors 0); non-ok so far 0; 23.0 runs/h; ETA 10.6 h
[142/384] default|gpt-5-mini__INTJ__static__flat__seed3014__rep0 -> ok (2569s, fallbacks 0, errors 0); non-ok so far 0; 23.0 runs/h; ETA 10.5 h
[143/384] default|gpt-5-mini__INTJ__static__flat__seed3015__rep0 -> ok (2565s, fallbacks 0, errors 0); non-ok so far 0; 23.2 runs/h; ETA 10.4 h
[144/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3001__rep0 -> ok (2435s, fallbacks 0, errors 0); non-ok so far 0; 22.9 runs/h; ETA 10.5 h
[145/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3004__rep0 -> ok (2319s, fallbacks 0, errors 0); non-ok so far 0; 23.0 runs/h; ETA 10.4 h
[146/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3002__rep0 -> ok (2385s, fallbacks 0, errors 0); non-ok so far 0; 23.2 runs/h; ETA 10.3 h
[147/384] default|gpt-5-mini__INTJ__static__flat__seed3016__rep0 -> ok (2538s, fallbacks 0, errors 0); non-ok so far 0; 23.3 runs/h; ETA 10.2 h
[148/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3003__rep0 -> ok (2406s, fallbacks 0, errors 0); non-ok so far 0; 23.4 runs/h; ETA 10.1 h
[149/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3005__rep0 -> ok (2424s, fallbacks 0, errors 0); non-ok so far 0; 23.5 runs/h; ETA 10.0 h
[150/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3006__rep0 -> ok (2369s, fallbacks 0, errors 0); non-ok so far 0; 23.4 runs/h; ETA 10.0 h
[151/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3008__rep0 -> ok (2364s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 10.4 h
[152/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3009__rep0 -> ok (2446s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 10.3 h
[153/384] default|gpt-5-mini__INTJ__static__bull_trap__seed3010__rep0 -> ok (2410s, fallbacks 0, errors 0); non-ok so far 0; 22.7 runs/h; ETA 10.2 h
