[e9_2_pilot] gpt-5|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:12Z
[13/384] default|gpt-5__ISFJ__static__flat__seed3008__rep0 -> ok (2939s, fallbacks 0, errors 0); non-ok so far 0; 12.9 runs/h; ETA 28.8 h
[14/384] default|gpt-5__ISFJ__static__flat__seed3004__rep0 -> ok (3069s, fallbacks 0, errors 0); non-ok so far 0; 13.4 runs/h; ETA 27.6 h
[15/384] default|gpt-5__ISFJ__static__flat__seed3015__rep0 -> ok (3226s, fallbacks 0, errors 0); non-ok so far 0; 13.8 runs/h; ETA 26.8 h
[16/384] default|gpt-5__ISFJ__static__bull_trap__seed3001__rep0 -> ok (2406s, fallbacks 0, errors 0); non-ok so far 0; 10.7 runs/h; ETA 34.5 h
[17/384] default|gpt-5__ISFJ__static__bull_trap__seed3005__rep0 -> ok (2530s, fallbacks 0, errors 0); non-ok so far 0; 10.7 runs/h; ETA 34.3 h
[18/384] default|gpt-5__ISFJ__static__bull_trap__seed3002__rep0 -> ok (2802s, fallbacks 0, errors 0); non-ok so far 0; 11.1 runs/h; ETA 32.9 h
[19/384] default|gpt-5__ISFJ__static__bull_trap__seed3009__rep0 -> ok (2427s, fallbacks 0, errors 0); non-ok so far 0; 11.7 runs/h; ETA 31.1 h
[20/384] default|gpt-5__ISFJ__static__bull_trap__seed3011__rep0 -> ok (2294s, fallbacks 0, errors 0); non-ok so far 0; 12.2 runs/h; ETA 29.8 h
[21/384] default|gpt-5__ISFJ__static__flat__seed3016__rep0 -> ok (3072s, fallbacks 0, errors 0); non-ok so far 0; 12.5 runs/h; ETA 28.9 h
[22/384] default|gpt-5__ISFJ__static__bull_trap__seed3012__rep0 -> ok (2394s, fallbacks 0, errors 0); non-ok so far 0; 13.1 runs/h; ETA 27.6 h
[23/384] default|gpt-5__ISFJ__static__bull_trap__seed3003__rep0 -> ok (2974s, fallbacks 0, errors 0); non-ok so far 0; 13.7 runs/h; ETA 26.4 h
[24/384] default|gpt-5__ISFJ__static__bull_trap__seed3006__rep0 -> ok (2809s, fallbacks 0, errors 0); non-ok so far 0; 14.2 runs/h; ETA 25.3 h
[25/384] default|gpt-5__ISFJ__static__bull_trap__seed3013__rep0 -> ok (2371s, fallbacks 0, errors 0); non-ok so far 0; 14.7 runs/h; ETA 24.5 h
[26/384] default|gpt-5__ISFJ__static__bull_trap__seed3010__rep0 -> ok (2715s, fallbacks 0, errors 0); non-ok so far 0; 15.2 runs/h; ETA 23.5 h
[27/384] default|gpt-5__ISFJ__static__bull_trap__seed3007__rep0 -> ok (2849s, fallbacks 0, errors 0); non-ok so far 0; 15.7 runs/h; ETA 22.8 h
[28/384] default|gpt-5__ISFJ__static__bull_trap__seed3004__rep0 -> ok (3076s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 22.1 h
[29/384] default|gpt-5__ISFJ__static__bull_trap__seed3008__rep0 -> ok (2973s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 21.6 h
[30/384] default|gpt-5__ISFJ__static__bull_trap__seed3014__rep0 -> ok (2795s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 22.0 h
[31/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (2478s, fallbacks 0, errors 0); non-ok so far 0; 13.3 runs/h; ETA 26.5 h
[32/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (2645s, fallbacks 0, errors 0); non-ok so far 0; 13.6 runs/h; ETA 25.9 h
[33/384] default|gpt-5__ISFJ__static__bull_trap__seed3015__rep0 -> ok (3214s, fallbacks 0, errors 0); non-ok so far 0; 13.8 runs/h; ETA 25.5 h
[34/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (2860s, fallbacks 0, errors 0); non-ok so far 0; 14.1 runs/h; ETA 24.8 h
[35/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (2480s, fallbacks 0, errors 0); non-ok so far 0; 14.4 runs/h; ETA 24.2 h
[36/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (2596s, fallbacks 0, errors 0); non-ok so far 0; 14.8 runs/h; ETA 23.5 h
[37/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (2708s, fallbacks 0, errors 0); non-ok so far 0; 15.2 runs/h; ETA 22.9 h
[38/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (2652s, fallbacks 0, errors 0); non-ok so far 0; 15.4 runs/h; ETA 22.4 h
[39/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (2880s, fallbacks 0, errors 0); non-ok so far 0; 15.7 runs/h; ETA 22.0 h
[40/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (2836s, fallbacks 0, errors 0); non-ok so far 0; 16.0 runs/h; ETA 21.4 h
[41/384] default|gpt-5__ISFJ__static__bull_trap__seed3016__rep0 -> ok (3338s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 21.0 h
[42/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (2697s, fallbacks 0, errors 0); non-ok so far 0; 16.7 runs/h; ETA 20.5 h
[43/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (3053s, fallbacks 0, errors 0); non-ok so far 0; 17.0 runs/h; ETA 20.0 h
[44/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (2409s, fallbacks 0, errors 0); non-ok so far 0; 17.4 runs/h; ETA 19.6 h
[45/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (3133s, fallbacks 0, errors 0); non-ok so far 0; 17.7 runs/h; ETA 19.2 h
[46/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (2585s, fallbacks 0, errors 0); non-ok so far 0; 15.1 runs/h; ETA 22.3 h
[47/384] default|gpt-5__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (2472s, fallbacks 0, errors 0); non-ok so far 0; 15.1 runs/h; ETA 22.4 h
[48/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (2785s, fallbacks 0, errors 0); non-ok so far 0; 15.4 runs/h; ETA 21.9 h
[49/384] default|gpt-5__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (2715s, fallbacks 0, errors 0); non-ok so far 0; 15.5 runs/h; ETA 21.7 h
[50/384] default|gpt-5__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (2392s, fallbacks 0, errors 0); non-ok so far 0; 15.7 runs/h; ETA 21.2 h
[51/384] default|gpt-5__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (2340s, fallbacks 0, errors 0); non-ok so far 0; 16.0 runs/h; ETA 20.8 h
[52/384] default|gpt-5__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (2640s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 20.4 h
[53/384] default|gpt-5__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (3000s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 20.2 h
[54/384] default|gpt-5__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (2678s, fallbacks 0, errors 0); non-ok so far 0; 16.7 runs/h; ETA 19.8 h
[55/384] default|gpt-5__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (2692s, fallbacks 0, errors 0); non-ok so far 0; 16.9 runs/h; ETA 19.5 h
[56/384] default|gpt-5__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (3034s, fallbacks 0, errors 0); non-ok so far 0; 17.1 runs/h; ETA 19.2 h
[57/384] default|gpt-5__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (3010s, fallbacks 0, errors 0); non-ok so far 0; 17.4 runs/h; ETA 18.8 h
[58/384] default|gpt-5__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (2655s, fallbacks 0, errors 0); non-ok so far 0; 17.7 runs/h; ETA 18.5 h
[59/384] default|gpt-5__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (2758s, fallbacks 0, errors 0); non-ok so far 0; 17.9 runs/h; ETA 18.1 h
[60/384] default|gpt-5__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (2946s, fallbacks 0, errors 0); non-ok so far 0; 18.1 runs/h; ETA 17.9 h
[61/384] default|gpt-5__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (2126s, fallbacks 0, errors 0); non-ok so far 0; 16.8 runs/h; ETA 19.2 h
[62/384] default|gpt-5__ISFJ__memory__flat__seed3001__rep0 -> ok (1801s, fallbacks 0, errors 0); non-ok so far 0; 16.8 runs/h; ETA 19.1 h
[63/384] default|gpt-5__ISFJ__memory__flat__seed3003__rep0 -> ok (1757s, fallbacks 0, errors 0); non-ok so far 0; 17.1 runs/h; ETA 18.8 h
[64/384] default|gpt-5__ISFJ__memory__flat__seed3002__rep0 -> ok (1807s, fallbacks 0, errors 0); non-ok so far 0; 17.4 runs/h; ETA 18.4 h
[65/384] default|gpt-5__ISFJ__memory__flat__seed3009__rep0 -> ok (1640s, fallbacks 0, errors 0); non-ok so far 0; 17.4 runs/h; ETA 18.3 h
[66/384] default|gpt-5__ISFJ__memory__flat__seed3005__rep0 -> ok (1836s, fallbacks 0, errors 0); non-ok so far 0; 17.6 runs/h; ETA 18.1 h
[67/384] default|gpt-5__ISFJ__memory__flat__seed3007__rep0 -> ok (1734s, fallbacks 0, errors 0); non-ok so far 0; 17.9 runs/h; ETA 17.8 h
[68/384] default|gpt-5__ISFJ__memory__flat__seed3011__rep0 -> ok (1651s, fallbacks 0, errors 0); non-ok so far 0; 18.1 runs/h; ETA 17.5 h
[69/384] default|gpt-5__ISFJ__memory__flat__seed3004__rep0 -> ok (1976s, fallbacks 0, errors 0); non-ok so far 0; 18.3 runs/h; ETA 17.2 h
[70/384] default|gpt-5__ISFJ__memory__flat__seed3008__rep0 -> ok (1818s, fallbacks 0, errors 0); non-ok so far 0; 18.5 runs/h; ETA 16.9 h
[71/384] default|gpt-5__ISFJ__memory__flat__seed3006__rep0 -> ok (1887s, fallbacks 0, errors 0); non-ok so far 0; 18.7 runs/h; ETA 16.7 h
[72/384] default|gpt-5__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (2449s, fallbacks 0, errors 0); non-ok so far 0; 19.0 runs/h; ETA 16.5 h
[73/384] default|gpt-5__ISFJ__memory__flat__seed3010__rep0 -> ok (1859s, fallbacks 0, errors 0); non-ok so far 0; 19.2 runs/h; ETA 16.2 h
[74/384] default|gpt-5__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (2555s, fallbacks 0, errors 0); non-ok so far 0; 19.3 runs/h; ETA 16.1 h
[75/384] default|gpt-5__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (2522s, fallbacks 0, errors 0); non-ok so far 0; 19.4 runs/h; ETA 15.9 h
[76/384] default|gpt-5__ISFJ__memory__flat__seed3012__rep0 -> ok (1974s, fallbacks 0, errors 0); non-ok so far 0; 18.2 runs/h; ETA 16.9 h
[77/384] default|gpt-5__ISFJ__memory__flat__seed3013__rep0 -> ok (1906s, fallbacks 0, errors 0); non-ok so far 0; 18.3 runs/h; ETA 16.8 h
[78/384] default|gpt-5__ISFJ__memory__flat__seed3015__rep0 -> ok (2115s, fallbacks 0, errors 0); non-ok so far 0; 18.2 runs/h; ETA 16.8 h
[79/384] default|gpt-5__ISFJ__memory__flat__seed3014__rep0 -> ok (2135s, fallbacks 0, errors 0); non-ok so far 0; 18.5 runs/h; ETA 16.5 h
[80/384] default|gpt-5__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (1975s, fallbacks 0, errors 0); non-ok so far 0; 18.5 runs/h; ETA 16.4 h
[81/384] default|gpt-5__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (1975s, fallbacks 0, errors 0); non-ok so far 0; 18.7 runs/h; ETA 16.2 h
[82/384] default|gpt-5__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (2109s, fallbacks 0, errors 0); non-ok so far 0; 18.9 runs/h; ETA 16.0 h
[83/384] default|gpt-5__ISFJ__memory__flat__seed3016__rep0 -> ok (2201s, fallbacks 0, errors 0); non-ok so far 0; 19.1 runs/h; ETA 15.8 h
[84/384] default|gpt-5__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (2023s, fallbacks 0, errors 0); non-ok so far 0; 19.3 runs/h; ETA 15.6 h
[85/384] default|gpt-5__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (2200s, fallbacks 0, errors 0); non-ok so far 0; 19.5 runs/h; ETA 15.3 h
[86/384] default|gpt-5__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (2082s, fallbacks 0, errors 0); non-ok so far 0; 19.6 runs/h; ETA 15.2 h
[87/384] default|gpt-5__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (1969s, fallbacks 0, errors 0); non-ok so far 0; 19.8 runs/h; ETA 15.0 h
[88/384] default|gpt-5__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (2163s, fallbacks 0, errors 0); non-ok so far 0; 20.1 runs/h; ETA 14.8 h
[89/384] default|gpt-5__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (2316s, fallbacks 0, errors 0); non-ok so far 0; 20.1 runs/h; ETA 14.7 h
[90/384] default|gpt-5__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (2126s, fallbacks 0, errors 0); non-ok so far 0; 20.2 runs/h; ETA 14.6 h
[91/384] default|gpt-5__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (1699s, fallbacks 0, errors 0); non-ok so far 0; 19.6 runs/h; ETA 15.0 h
[92/384] default|gpt-5__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (1873s, fallbacks 0, errors 0); non-ok so far 0; 19.4 runs/h; ETA 15.0 h
[93/384] default|gpt-5__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (1730s, fallbacks 0, errors 0); non-ok so far 0; 19.6 runs/h; ETA 14.9 h
[94/384] default|gpt-5__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (1877s, fallbacks 0, errors 0); non-ok so far 0; 19.6 runs/h; ETA 14.8 h
[95/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (1736s, fallbacks 0, errors 0); non-ok so far 0; 19.7 runs/h; ETA 14.6 h
[96/384] default|gpt-5__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (1810s, fallbacks 0, errors 0); non-ok so far 0; 19.9 runs/h; ETA 14.5 h
[97/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (1772s, fallbacks 0, errors 0); non-ok so far 0; 20.0 runs/h; ETA 14.4 h
[98/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (1821s, fallbacks 0, errors 0); non-ok so far 0; 20.2 runs/h; ETA 14.2 h
[99/384] default|gpt-5__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (2071s, fallbacks 0, errors 0); non-ok so far 0; 20.2 runs/h; ETA 14.1 h
[100/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (1752s, fallbacks 0, errors 0); non-ok so far 0; 20.4 runs/h; ETA 13.9 h
[101/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (1891s, fallbacks 0, errors 0); non-ok so far 0; 20.6 runs/h; ETA 13.8 h
[102/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (1905s, fallbacks 0, errors 0); non-ok so far 0; 20.8 runs/h; ETA 13.6 h
[103/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (2041s, fallbacks 0, errors 0); non-ok so far 0; 20.9 runs/h; ETA 13.4 h
[104/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (1994s, fallbacks 0, errors 0); non-ok so far 0; 21.0 runs/h; ETA 13.3 h
[105/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (1804s, fallbacks 0, errors 0); non-ok so far 0; 21.2 runs/h; ETA 13.2 h
[106/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (1772s, fallbacks 0, errors 0); non-ok so far 0; 20.6 runs/h; ETA 13.5 h
[107/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (1682s, fallbacks 0, errors 0); non-ok so far 0; 20.6 runs/h; ETA 13.5 h
[108/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (1756s, fallbacks 0, errors 0); non-ok so far 0; 20.6 runs/h; ETA 13.4 h
[109/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (1747s, fallbacks 0, errors 0); non-ok so far 0; 20.6 runs/h; ETA 13.3 h
[110/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (1771s, fallbacks 0, errors 0); non-ok so far 0; 20.7 runs/h; ETA 13.2 h
[111/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (1721s, fallbacks 0, errors 0); non-ok so far 0; 20.8 runs/h; ETA 13.1 h
[112/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (1936s, fallbacks 0, errors 0); non-ok so far 0; 20.9 runs/h; ETA 13.0 h
[113/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (1670s, fallbacks 0, errors 0); non-ok so far 0; 21.0 runs/h; ETA 12.9 h
[114/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (1668s, fallbacks 0, errors 0); non-ok so far 0; 21.2 runs/h; ETA 12.7 h
[115/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (1875s, fallbacks 0, errors 0); non-ok so far 0; 21.2 runs/h; ETA 12.7 h
[116/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (1674s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 12.5 h
[117/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (1745s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 12.4 h
[118/384] default|gpt-5__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (2081s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 12.2 h
[119/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (1826s, fallbacks 0, errors 0); non-ok so far 0; 21.9 runs/h; ETA 12.1 h
[120/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (1961s, fallbacks 0, errors 0); non-ok so far 0; 22.0 runs/h; ETA 12.0 h
[121/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3009__rep0 -> ok (1622s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 12.2 h
[122/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3011__rep0 -> ok (1519s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 12.2 h
[123/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3010__rep0 -> ok (1780s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 12.1 h
[124/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3012__rep0 -> ok (1552s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 12.0 h
[125/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3013__rep0 -> ok (1496s, fallbacks 0, errors 0); non-ok so far 0; 21.8 runs/h; ETA 11.9 h
[126/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3014__rep0 -> ok (1621s, fallbacks 0, errors 0); non-ok so far 0; 21.8 runs/h; ETA 11.8 h
[127/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3015__rep0 -> ok (1745s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 11.8 h
[128/384] default|gpt-5__ISFJ__memory__sustained_bull__seed3016__rep0 -> ok (1804s, fallbacks 0, errors 0); non-ok so far 0; 21.8 runs/h; ETA 11.7 h
[129/384] default|gpt-5__INTJ__static__flat__seed3001__rep0 -> ok (2313s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 11.9 h
[130/384] default|gpt-5__INTJ__static__flat__seed3003__rep0 -> ok (2187s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 11.8 h
[131/384] default|gpt-5__INTJ__static__flat__seed3002__rep0 -> ok (2201s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 11.7 h
[132/384] default|gpt-5__INTJ__static__flat__seed3005__rep0 -> ok (2328s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 11.6 h
[133/384] default|gpt-5__INTJ__static__flat__seed3004__rep0 -> ok (2351s, fallbacks 0, errors 0); non-ok so far 0; 21.9 runs/h; ETA 11.5 h
[134/384] default|gpt-5__INTJ__static__flat__seed3006__rep0 -> ok (2342s, fallbacks 0, errors 0); non-ok so far 0; 22.0 runs/h; ETA 11.4 h
[135/384] default|gpt-5__INTJ__static__flat__seed3007__rep0 -> ok (2316s, fallbacks 0, errors 0); non-ok so far 0; 22.1 runs/h; ETA 11.2 h
[136/384] default|gpt-5__INTJ__static__flat__seed3008__rep0 -> ok (2404s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 11.4 h
[137/384] default|gpt-5__INTJ__static__flat__seed3009__rep0 -> ok (2393s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 11.4 h
[138/384] default|gpt-5__INTJ__static__flat__seed3010__rep0 -> ok (2302s, fallbacks 0, errors 0); non-ok so far 0; 21.8 runs/h; ETA 11.3 h
[139/384] default|gpt-5__INTJ__static__flat__seed3011__rep0 -> ok (2445s, fallbacks 0, errors 0); non-ok so far 0; 21.7 runs/h; ETA 11.3 h
[140/384] default|gpt-5__INTJ__static__flat__seed3012__rep0 -> ok (2410s, fallbacks 0, errors 0); non-ok so far 0; 21.9 runs/h; ETA 11.1 h
[141/384] default|gpt-5__INTJ__static__flat__seed3013__rep0 -> ok (2437s, fallbacks 0, errors 0); non-ok so far 0; 21.8 runs/h; ETA 11.1 h
[142/384] default|gpt-5__INTJ__static__flat__seed3014__rep0 -> ok (2738s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 11.2 h
[143/384] default|gpt-5__INTJ__static__flat__seed3015__rep0 -> ok (2673s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 11.1 h
[144/384] default|gpt-5__INTJ__static__bull_trap__seed3002__rep0 -> ok (2417s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 11.2 h
[145/384] default|gpt-5__INTJ__static__flat__seed3016__rep0 -> ok (2552s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 11.1 h
[146/384] default|gpt-5__INTJ__static__bull_trap__seed3003__rep0 -> ok (2420s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 11.0 h
[147/384] default|gpt-5__INTJ__static__bull_trap__seed3001__rep0 -> ok (2607s, fallbacks 0, errors 0); non-ok so far 0; 21.8 runs/h; ETA 10.9 h
[148/384] default|gpt-5__INTJ__static__bull_trap__seed3006__rep0 -> ok (2480s, fallbacks 0, errors 0); non-ok so far 0; 21.8 runs/h; ETA 10.8 h
[149/384] default|gpt-5__INTJ__static__bull_trap__seed3005__rep0 -> ok (2527s, fallbacks 0, errors 0); non-ok so far 0; 21.9 runs/h; ETA 10.7 h
[150/384] default|gpt-5__INTJ__static__bull_trap__seed3004__rep0 -> ok (2629s, fallbacks 0, errors 0); non-ok so far 0; 22.0 runs/h; ETA 10.6 h
[151/384] default|gpt-5__INTJ__static__bull_trap__seed3007__rep0 -> ok (2712s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 10.8 h
[152/384] default|gpt-5__INTJ__static__bull_trap__seed3008__rep0 -> ok (2634s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 10.8 h
[153/384] default|gpt-5__INTJ__static__bull_trap__seed3009__rep0 -> ok (2682s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 10.7 h
[154/384] default|gpt-5__INTJ__static__bull_trap__seed3010__rep0 -> ok (2608s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 10.6 h
[155/384] default|gpt-5__INTJ__static__bull_trap__seed3011__rep0 -> ok (2823s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 10.6 h
[156/384] default|gpt-5__INTJ__static__bull_trap__seed3012__rep0 -> ok (2744s, fallbacks 0, errors 0); non-ok so far 0; 21.6 runs/h; ETA 10.6 h
[157/384] default|gpt-5__INTJ__static__bull_trap__seed3013__rep0 -> ok (2506s, fallbacks 0, errors 0); non-ok so far 0; 21.5 runs/h; ETA 10.5 h
[158/384] default|gpt-5__INTJ__static__bull_trap__seed3014__rep0 -> ok (2710s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 10.5 h
[159/384] default|gpt-5__INTJ__static__bull_trap__seed3015__rep0 -> ok (2575s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 10.5 h
