[e9_2_pilot] claude-opus-5|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:27Z
[18/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3002__rep0 -> ok (1173s, fallbacks 0, errors 0); non-ok so far 10; 20.6 runs/h; ETA 17.8 h
[19/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3008__rep0 -> ok (1065s, fallbacks 0, errors 0); non-ok so far 10; 21.7 runs/h; ETA 16.8 h
[20/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3006__rep0 -> ok (1091s, fallbacks 0, errors 0); non-ok so far 10; 22.7 runs/h; ETA 16.0 h
[21/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3004__rep0 -> ok (1153s, fallbacks 0, errors 0); non-ok so far 10; 23.8 runs/h; ETA 15.2 h
[22/384] default|claude-opus-5__ISFJ__static__flat__seed3016__rep0 -> ok (1238s, fallbacks 0, errors 0); non-ok so far 10; 24.7 runs/h; ETA 14.7 h
[23/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3012__rep0 -> ok (1085s, fallbacks 0, errors 0); non-ok so far 10; 25.8 runs/h; ETA 14.0 h
[24/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3005__rep0 -> ok (1151s, fallbacks 0, errors 0); non-ok so far 10; 26.9 runs/h; ETA 13.4 h
[25/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3007__rep0 -> ok (1154s, fallbacks 0, errors 0); non-ok so far 10; 27.8 runs/h; ETA 12.9 h
[26/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3013__rep0 -> ok (1102s, fallbacks 0, errors 0); non-ok so far 10; 28.9 runs/h; ETA 12.4 h
[27/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3010__rep0 -> ok (1142s, fallbacks 0, errors 0); non-ok so far 10; 29.9 runs/h; ETA 11.9 h
[28/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3009__rep0 -> ok (1156s, fallbacks 0, errors 0); non-ok so far 10; 30.9 runs/h; ETA 11.5 h
[29/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3011__rep0 -> ok (1184s, fallbacks 0, errors 0); non-ok so far 10; 31.6 runs/h; ETA 11.2 h
[30/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3014__rep0 -> ok (1227s, fallbacks 0, errors 0); non-ok so far 10; 31.9 runs/h; ETA 11.1 h
[31/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3015__rep0 -> ok (1131s, fallbacks 0, errors 0); non-ok so far 10; 26.6 runs/h; ETA 13.2 h
[32/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (1123s, fallbacks 0, errors 0); non-ok so far 10; 26.8 runs/h; ETA 13.1 h
[33/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (1125s, fallbacks 0, errors 0); non-ok so far 10; 27.4 runs/h; ETA 12.8 h
[34/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (1106s, fallbacks 0, errors 0); non-ok so far 10; 28.2 runs/h; ETA 12.4 h
[35/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (1144s, fallbacks 0, errors 0); non-ok so far 10; 28.9 runs/h; ETA 12.1 h
[36/384] default|claude-opus-5__ISFJ__static__bull_trap__seed3016__rep0 -> ok (1211s, fallbacks 0, errors 0); non-ok so far 10; 29.7 runs/h; ETA 11.7 h
[37/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (1102s, fallbacks 0, errors 0); non-ok so far 10; 30.5 runs/h; ETA 11.4 h
[38/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (1135s, fallbacks 0, errors 0); non-ok so far 10; 31.3 runs/h; ETA 11.1 h
[39/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (1233s, fallbacks 0, errors 0); non-ok so far 10; 32.0 runs/h; ETA 10.8 h
[40/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (1214s, fallbacks 0, errors 0); non-ok so far 10; 32.8 runs/h; ETA 10.5 h
[41/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (1237s, fallbacks 0, errors 0); non-ok so far 10; 33.7 runs/h; ETA 10.2 h
[42/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (1143s, fallbacks 0, errors 0); non-ok so far 10; 34.4 runs/h; ETA 9.9 h
[43/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (1100s, fallbacks 0, errors 0); non-ok so far 10; 35.2 runs/h; ETA 9.7 h
[44/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (1211s, fallbacks 0, errors 0); non-ok so far 10; 35.8 runs/h; ETA 9.5 h
[45/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (1141s, fallbacks 0, errors 0); non-ok so far 10; 35.8 runs/h; ETA 9.5 h
[46/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (1256s, fallbacks 0, errors 0); non-ok so far 10; 30.4 runs/h; ETA 11.1 h
[47/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (1093s, fallbacks 0, errors 0); non-ok so far 10; 30.9 runs/h; ETA 10.9 h
[48/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (1094s, fallbacks 0, errors 0); non-ok so far 10; 31.5 runs/h; ETA 10.7 h
[49/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (1133s, fallbacks 0, errors 0); non-ok so far 10; 32.1 runs/h; ETA 10.4 h
[50/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (1173s, fallbacks 0, errors 0); non-ok so far 10; 32.6 runs/h; ETA 10.2 h
[51/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (1175s, fallbacks 0, errors 0); non-ok so far 10; 33.2 runs/h; ETA 10.0 h
[52/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (1161s, fallbacks 0, errors 0); non-ok so far 10; 33.7 runs/h; ETA 9.9 h
[53/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (1144s, fallbacks 0, errors 0); non-ok so far 10; 34.3 runs/h; ETA 9.7 h
[54/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (1198s, fallbacks 0, errors 0); non-ok so far 10; 34.9 runs/h; ETA 9.5 h
[55/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (1191s, fallbacks 0, errors 0); non-ok so far 10; 35.5 runs/h; ETA 9.3 h
[56/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (1310s, fallbacks 0, errors 0); non-ok so far 10; 36.0 runs/h; ETA 9.1 h
[57/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (1203s, fallbacks 0, errors 0); non-ok so far 10; 36.6 runs/h; ETA 8.9 h
[58/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (1260s, fallbacks 0, errors 0); non-ok so far 10; 37.1 runs/h; ETA 8.8 h
[59/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (1122s, fallbacks 0, errors 0); non-ok so far 10; 37.6 runs/h; ETA 8.6 h
[60/384] default|claude-opus-5__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (1339s, fallbacks 0, errors 0); non-ok so far 10; 38.1 runs/h; ETA 8.5 h
[61/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (1222s, fallbacks 0, errors 0); non-ok so far 10; 32.9 runs/h; ETA 9.8 h
[62/384] default|claude-opus-5__ISFJ__memory__flat__seed3003__rep0 -> ok (1239s, fallbacks 0, errors 0); non-ok so far 10; 32.8 runs/h; ETA 9.8 h
[63/384] default|claude-opus-5__ISFJ__memory__flat__seed3006__rep0 -> ok (1236s, fallbacks 0, errors 0); non-ok so far 10; 33.3 runs/h; ETA 9.6 h
[64/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (1336s, fallbacks 0, errors 0); non-ok so far 10; 33.8 runs/h; ETA 9.5 h
[65/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (1340s, fallbacks 0, errors 0); non-ok so far 10; 34.3 runs/h; ETA 9.3 h
[66/384] default|claude-opus-5__ISFJ__memory__flat__seed3001__rep0 -> ok (1311s, fallbacks 0, errors 0); non-ok so far 10; 34.8 runs/h; ETA 9.1 h
[67/384] default|claude-opus-5__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (1372s, fallbacks 0, errors 0); non-ok so far 10; 35.1 runs/h; ETA 9.0 h
[68/384] default|claude-opus-5__ISFJ__memory__flat__seed3005__rep0 -> ok (1307s, fallbacks 0, errors 0); non-ok so far 10; 35.6 runs/h; ETA 8.9 h
[69/384] default|claude-opus-5__ISFJ__memory__flat__seed3002__rep0 -> ok (1380s, fallbacks 0, errors 0); non-ok so far 10; 36.0 runs/h; ETA 8.8 h
[70/384] default|claude-opus-5__ISFJ__memory__flat__seed3008__rep0 -> ok (1334s, fallbacks 0, errors 0); non-ok so far 10; 36.3 runs/h; ETA 8.6 h
[71/384] default|claude-opus-5__ISFJ__memory__flat__seed3011__rep0 -> ok (1281s, fallbacks 0, errors 0); non-ok so far 10; 36.7 runs/h; ETA 8.5 h
[72/384] default|claude-opus-5__ISFJ__memory__flat__seed3009__rep0 -> ok (1339s, fallbacks 0, errors 0); non-ok so far 10; 37.2 runs/h; ETA 8.4 h
[73/384] default|claude-opus-5__ISFJ__memory__flat__seed3010__rep0 -> ok (1314s, fallbacks 0, errors 0); non-ok so far 10; 37.7 runs/h; ETA 8.2 h
[74/384] default|claude-opus-5__ISFJ__memory__flat__seed3004__rep0 -> ok (1397s, fallbacks 0, errors 0); non-ok so far 10; 38.2 runs/h; ETA 8.1 h
[75/384] default|claude-opus-5__ISFJ__memory__flat__seed3007__rep0 -> ok (1422s, fallbacks 0, errors 0); non-ok so far 10; 38.4 runs/h; ETA 8.0 h
[76/384] default|claude-opus-5__ISFJ__memory__flat__seed3012__rep0 -> ok (1165s, fallbacks 0, errors 0); non-ok so far 10; 34.9 runs/h; ETA 8.8 h
[77/384] default|claude-opus-5__ISFJ__memory__flat__seed3013__rep0 -> ok (1234s, fallbacks 0, errors 0); non-ok so far 10; 34.5 runs/h; ETA 8.9 h
[78/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (1210s, fallbacks 0, errors 0); non-ok so far 10; 34.9 runs/h; ETA 8.8 h
[79/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (1244s, fallbacks 0, errors 0); non-ok so far 10; 35.0 runs/h; ETA 8.7 h
[80/384] default|claude-opus-5__ISFJ__memory__flat__seed3016__rep0 -> ok (1324s, fallbacks 0, errors 0); non-ok so far 10; 35.4 runs/h; ETA 8.6 h
[81/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (1303s, fallbacks 0, errors 0); non-ok so far 10; 35.7 runs/h; ETA 8.5 h
[82/384] default|claude-opus-5__ISFJ__memory__flat__seed3014__rep0 -> ok (1354s, fallbacks 0, errors 0); non-ok so far 10; 36.1 runs/h; ETA 8.4 h
[83/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (1215s, fallbacks 0, errors 0); non-ok so far 10; 36.6 runs/h; ETA 8.2 h
[84/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (1270s, fallbacks 0, errors 0); non-ok so far 10; 37.0 runs/h; ETA 8.1 h
[85/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (1248s, fallbacks 0, errors 0); non-ok so far 10; 37.4 runs/h; ETA 8.0 h
[86/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (1232s, fallbacks 0, errors 0); non-ok so far 10; 37.8 runs/h; ETA 7.9 h
[87/384] default|claude-opus-5__ISFJ__memory__flat__seed3015__rep0 -> ok (1397s, fallbacks 0, errors 0); non-ok so far 10; 38.1 runs/h; ETA 7.8 h
[88/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (1266s, fallbacks 0, errors 0); non-ok so far 10; 38.5 runs/h; ETA 7.7 h
[89/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (1290s, fallbacks 0, errors 0); non-ok so far 10; 38.8 runs/h; ETA 7.6 h
[90/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (1256s, fallbacks 0, errors 0); non-ok so far 10; 39.1 runs/h; ETA 7.5 h
[91/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (1232s, fallbacks 0, errors 0); non-ok so far 10; 36.1 runs/h; ETA 8.1 h
[92/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (1154s, fallbacks 0, errors 0); non-ok so far 10; 36.0 runs/h; ETA 8.1 h
[93/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (1207s, fallbacks 0, errors 0); non-ok so far 10; 36.2 runs/h; ETA 8.0 h
[94/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (1165s, fallbacks 0, errors 0); non-ok so far 10; 36.2 runs/h; ETA 8.0 h
[95/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (1185s, fallbacks 0, errors 0); non-ok so far 10; 36.4 runs/h; ETA 7.9 h
[96/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (1262s, fallbacks 0, errors 0); non-ok so far 10; 36.6 runs/h; ETA 7.9 h
[97/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (1291s, fallbacks 0, errors 0); non-ok so far 10; 37.0 runs/h; ETA 7.8 h
[98/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (1199s, fallbacks 0, errors 0); non-ok so far 10; 37.3 runs/h; ETA 7.7 h
[99/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (1259s, fallbacks 0, errors 0); non-ok so far 10; 37.7 runs/h; ETA 7.6 h
[100/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (1207s, fallbacks 0, errors 0); non-ok so far 10; 37.9 runs/h; ETA 7.5 h
[101/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (1319s, fallbacks 0, errors 0); non-ok so far 10; 38.3 runs/h; ETA 7.4 h
[102/384] default|claude-opus-5__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (1370s, fallbacks 0, errors 0); non-ok so far 10; 38.7 runs/h; ETA 7.3 h
[103/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (1349s, fallbacks 0, errors 0); non-ok so far 10; 38.9 runs/h; ETA 7.2 h
[104/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (1293s, fallbacks 0, errors 0); non-ok so far 10; 39.3 runs/h; ETA 7.1 h
[105/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (1379s, fallbacks 0, errors 0); non-ok so far 10; 39.5 runs/h; ETA 7.1 h
[106/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (1263s, fallbacks 0, errors 0); non-ok so far 10; 36.9 runs/h; ETA 7.5 h
[107/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (1177s, fallbacks 0, errors 0); non-ok so far 10; 37.2 runs/h; ETA 7.5 h
[108/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (1215s, fallbacks 0, errors 0); non-ok so far 10; 37.2 runs/h; ETA 7.4 h
[109/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (1215s, fallbacks 0, errors 0); non-ok so far 10; 37.2 runs/h; ETA 7.4 h
[110/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (1198s, fallbacks 0, errors 0); non-ok so far 10; 37.1 runs/h; ETA 7.4 h
[111/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (1189s, fallbacks 0, errors 0); non-ok so far 10; 37.3 runs/h; ETA 7.3 h
[112/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (1262s, fallbacks 0, errors 0); non-ok so far 10; 37.6 runs/h; ETA 7.2 h
[113/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (1341s, fallbacks 0, errors 0); non-ok so far 10; 37.9 runs/h; ETA 7.2 h
[114/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (1253s, fallbacks 0, errors 0); non-ok so far 10; 38.2 runs/h; ETA 7.1 h
[115/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (1197s, fallbacks 0, errors 0); non-ok so far 10; 38.5 runs/h; ETA 7.0 h
[116/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (1283s, fallbacks 0, errors 0); non-ok so far 10; 38.8 runs/h; ETA 6.9 h
[117/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (1333s, fallbacks 0, errors 0); non-ok so far 10; 39.0 runs/h; ETA 6.8 h
[118/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (1264s, fallbacks 0, errors 0); non-ok so far 10; 39.4 runs/h; ETA 6.8 h
[119/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (1373s, fallbacks 0, errors 0); non-ok so far 10; 39.6 runs/h; ETA 6.7 h
[120/384] default|claude-opus-5__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (1383s, fallbacks 0, errors 0); non-ok so far 10; 39.9 runs/h; ETA 6.6 h
[121/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3009__rep0 -> contaminated (1247s, fallbacks 9, errors 27); non-ok so far 11; 37.6 runs/h; ETA 7.0 h
[122/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3010__rep0 -> contaminated (1214s, fallbacks 8, errors 24); non-ok so far 12; 37.9 runs/h; ETA 6.9 h
[123/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3011__rep0 -> contaminated (1156s, fallbacks 21, errors 50); non-ok so far 13; 38.1 runs/h; ETA 6.8 h
[124/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3012__rep0 -> contaminated (1095s, fallbacks 32, errors 50); non-ok so far 14; 38.3 runs/h; ETA 6.8 h
[125/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3013__rep0 -> contaminated (1072s, fallbacks 66, errors 50); non-ok so far 15; 38.3 runs/h; ETA 6.8 h
[126/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3014__rep0 -> contaminated (1067s, fallbacks 72, errors 50); non-ok so far 16; 38.5 runs/h; ETA 6.7 h
[127/384] default|claude-opus-5__INTJ__static__flat__seed3006__rep0 -> contaminated (976s, fallbacks 73, errors 50); non-ok so far 17; 38.8 runs/h; ETA 6.6 h
[128/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3015__rep0 -> contaminated (1073s, fallbacks 74, errors 50); non-ok so far 18; 39.1 runs/h; ETA 6.5 h
[129/384] default|claude-opus-5__INTJ__static__flat__seed3002__rep0 -> contaminated (1023s, fallbacks 74, errors 50); non-ok so far 19; 39.4 runs/h; ETA 6.5 h
[130/384] default|claude-opus-5__ISFJ__memory__sustained_bull__seed3016__rep0 -> contaminated (1053s, fallbacks 77, errors 50); non-ok so far 20; 39.7 runs/h; ETA 6.4 h
[131/384] default|claude-opus-5__INTJ__static__flat__seed3003__rep0 -> contaminated (1028s, fallbacks 78, errors 50); non-ok so far 21; 40.0 runs/h; ETA 6.3 h
[132/384] default|claude-opus-5__INTJ__static__flat__seed3001__rep0 -> contaminated (1055s, fallbacks 80, errors 50); non-ok so far 22; 40.3 runs/h; ETA 6.3 h
[133/384] default|claude-opus-5__INTJ__static__flat__seed3004__rep0 -> contaminated (1014s, fallbacks 80, errors 50); non-ok so far 23; 40.6 runs/h; ETA 6.2 h
[134/384] default|claude-opus-5__INTJ__static__flat__seed3005__rep0 -> contaminated (1050s, fallbacks 92, errors 50); non-ok so far 24; 40.7 runs/h; ETA 6.1 h
[135/384] default|claude-opus-5__INTJ__static__flat__seed3007__rep0 -> contaminated (1040s, fallbacks 95, errors 50); non-ok so far 25; 41.0 runs/h; ETA 6.1 h
[136/384] default|claude-opus-5__INTJ__static__flat__seed3008__rep0 -> contaminated (638s, fallbacks 200, errors 50); non-ok so far 26; 40.1 runs/h; ETA 6.2 h
[137/384] default|claude-opus-5__INTJ__static__flat__seed3009__rep0 -> contaminated (638s, fallbacks 200, errors 50); non-ok so far 27; 40.4 runs/h; ETA 6.1 h
[138/384] default|claude-opus-5__INTJ__static__flat__seed3010__rep0 -> contaminated (645s, fallbacks 200, errors 50); non-ok so far 28; 40.5 runs/h; ETA 6.1 h
[139/384] default|claude-opus-5__INTJ__static__flat__seed3011__rep0 -> contaminated (648s, fallbacks 200, errors 50); non-ok so far 29; 40.7 runs/h; ETA 6.0 h
[140/384] default|claude-opus-5__INTJ__static__flat__seed3012__rep0 -> contaminated (670s, fallbacks 200, errors 50); non-ok so far 30; 40.6 runs/h; ETA 6.0 h
[141/384] default|claude-opus-5__INTJ__static__flat__seed3013__rep0 -> contaminated (666s, fallbacks 200, errors 50); non-ok so far 31; 40.8 runs/h; ETA 6.0 h
[142/384] default|claude-opus-5__INTJ__static__flat__seed3015__rep0 -> contaminated (672s, fallbacks 200, errors 50); non-ok so far 32; 41.0 runs/h; ETA 5.9 h
[143/384] default|claude-opus-5__INTJ__static__bull_trap__seed3001__rep0 -> contaminated (666s, fallbacks 200, errors 50); non-ok so far 33; 41.3 runs/h; ETA 5.8 h
[144/384] default|claude-opus-5__INTJ__static__flat__seed3014__rep0 -> contaminated (679s, fallbacks 200, errors 50); non-ok so far 34; 41.6 runs/h; ETA 5.8 h
[145/384] default|claude-opus-5__INTJ__static__flat__seed3016__rep0 -> contaminated (694s, fallbacks 200, errors 50); non-ok so far 35; 41.8 runs/h; ETA 5.7 h
[146/384] default|claude-opus-5__INTJ__static__bull_trap__seed3002__rep0 -> contaminated (687s, fallbacks 200, errors 50); non-ok so far 36; 42.1 runs/h; ETA 5.7 h
[147/384] default|claude-opus-5__INTJ__static__bull_trap__seed3003__rep0 -> contaminated (691s, fallbacks 200, errors 50); non-ok so far 37; 42.3 runs/h; ETA 5.6 h
[148/384] default|claude-opus-5__INTJ__static__bull_trap__seed3004__rep0 -> contaminated (694s, fallbacks 200, errors 50); non-ok so far 38; 42.6 runs/h; ETA 5.5 h
[149/384] default|claude-opus-5__INTJ__static__bull_trap__seed3006__rep0 -> contaminated (680s, fallbacks 200, errors 50); non-ok so far 39; 42.8 runs/h; ETA 5.5 h
[150/384] default|claude-opus-5__INTJ__static__bull_trap__seed3005__rep0 -> contaminated (693s, fallbacks 200, errors 50); non-ok so far 40; 43.1 runs/h; ETA 5.4 h
[151/384] default|claude-opus-5__INTJ__static__bull_trap__seed3007__rep0 -> contaminated (699s, fallbacks 200, errors 50); non-ok so far 41; 42.1 runs/h; ETA 5.5 h
[152/384] default|claude-opus-5__INTJ__static__bull_trap__seed3008__rep0 -> contaminated (712s, fallbacks 200, errors 50); non-ok so far 42; 42.3 runs/h; ETA 5.5 h
[153/384] default|claude-opus-5__INTJ__static__bull_trap__seed3009__rep0 -> contaminated (700s, fallbacks 200, errors 50); non-ok so far 43; 42.5 runs/h; ETA 5.4 h
[154/384] default|claude-opus-5__INTJ__static__bull_trap__seed3010__rep0 -> contaminated (721s, fallbacks 200, errors 50); non-ok so far 44; 42.6 runs/h; ETA 5.4 h
