[e9_2_pilot] claude-fable-5-1|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:27Z
[69/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (1733s, fallbacks 0, errors 0); non-ok so far 0; 27.8 runs/h; ETA 11.3 h
[70/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3002__rep0 -> ok (1591s, fallbacks 0, errors 0); non-ok so far 0; 28.2 runs/h; ETA 11.2 h
[71/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3007__rep0 -> ok (1546s, fallbacks 0, errors 0); non-ok so far 0; 28.5 runs/h; ETA 11.0 h
[72/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (1665s, fallbacks 0, errors 0); non-ok so far 0; 28.9 runs/h; ETA 10.8 h
[73/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3004__rep0 -> ok (1636s, fallbacks 0, errors 0); non-ok so far 0; 29.1 runs/h; ETA 10.7 h
[74/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3010__rep0 -> ok (1523s, fallbacks 0, errors 0); non-ok so far 0; 29.4 runs/h; ETA 10.5 h
[75/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (1800s, fallbacks 0, errors 0); non-ok so far 0; 29.6 runs/h; ETA 10.4 h
[76/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3013__rep0 -> ok (1241s, fallbacks 0, errors 0); non-ok so far 0; 27.6 runs/h; ETA 11.2 h
[77/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3012__rep0 -> ok (1304s, fallbacks 0, errors 0); non-ok so far 0; 27.9 runs/h; ETA 11.0 h
[78/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (1363s, fallbacks 0, errors 0); non-ok so far 0; 27.6 runs/h; ETA 11.1 h
[79/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (1245s, fallbacks 0, errors 0); non-ok so far 0; 27.9 runs/h; ETA 10.9 h
[80/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (1314s, fallbacks 0, errors 0); non-ok so far 0; 28.0 runs/h; ETA 10.9 h
[81/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (1452s, fallbacks 0, errors 0); non-ok so far 0; 28.2 runs/h; ETA 10.8 h
[82/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (1497s, fallbacks 0, errors 0); non-ok so far 0; 28.5 runs/h; ETA 10.6 h
[83/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (1379s, fallbacks 0, errors 0); non-ok so far 0; 28.7 runs/h; ETA 10.5 h
[84/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (1338s, fallbacks 0, errors 0); non-ok so far 0; 29.1 runs/h; ETA 10.3 h
[85/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3014__rep0 -> ok (1641s, fallbacks 0, errors 0); non-ok so far 0; 29.4 runs/h; ETA 10.2 h
[86/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (1436s, fallbacks 0, errors 0); non-ok so far 0; 29.7 runs/h; ETA 10.0 h
[87/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (1479s, fallbacks 0, errors 0); non-ok so far 0; 30.0 runs/h; ETA 9.9 h
[88/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3016__rep0 -> ok (1692s, fallbacks 0, errors 0); non-ok so far 0; 30.2 runs/h; ETA 9.8 h
[89/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3015__rep0 -> ok (1741s, fallbacks 0, errors 0); non-ok so far 0; 30.4 runs/h; ETA 9.7 h
[90/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (1537s, fallbacks 0, errors 0); non-ok so far 0; 30.4 runs/h; ETA 9.7 h
[91/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (1258s, fallbacks 0, errors 0); non-ok so far 0; 29.3 runs/h; ETA 10.0 h
[92/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (1303s, fallbacks 0, errors 0); non-ok so far 0; 29.5 runs/h; ETA 9.9 h
[93/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (1296s, fallbacks 0, errors 0); non-ok so far 0; 29.2 runs/h; ETA 10.0 h
[94/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3003__rep0 -> contaminated (1221s, fallbacks 22, errors 50); non-ok so far 1; 29.1 runs/h; ETA 10.0 h
[95/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3001__rep0 -> contaminated (1306s, fallbacks 37, errors 50); non-ok so far 2; 29.3 runs/h; ETA 9.9 h
[96/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3006__rep0 -> contaminated (1244s, fallbacks 39, errors 50); non-ok so far 3; 29.6 runs/h; ETA 9.7 h
[97/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3014__rep0 -> contaminated (1486s, fallbacks 42, errors 50); non-ok so far 4; 29.9 runs/h; ETA 9.6 h
[98/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3015__rep0 -> contaminated (1399s, fallbacks 44, errors 50); non-ok so far 5; 30.2 runs/h; ETA 9.5 h
[99/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3002__rep0 -> contaminated (1312s, fallbacks 50, errors 50); non-ok so far 6; 30.4 runs/h; ETA 9.4 h
[100/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3005__rep0 -> contaminated (1317s, fallbacks 59, errors 50); non-ok so far 7; 30.7 runs/h; ETA 9.3 h
[101/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3008__rep0 -> contaminated (1205s, fallbacks 60, errors 50); non-ok so far 8; 31.0 runs/h; ETA 9.1 h
[102/384] default|claude-fable-5-1__ISFJ__memory__bull_trap__seed3016__rep0 -> contaminated (1396s, fallbacks 62, errors 50); non-ok so far 9; 31.3 runs/h; ETA 9.0 h
[103/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3009__rep0 -> contaminated (1103s, fallbacks 64, errors 50); non-ok so far 10; 31.6 runs/h; ETA 8.9 h
[104/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3004__rep0 -> contaminated (1370s, fallbacks 66, errors 50); non-ok so far 11; 31.8 runs/h; ETA 8.8 h
[105/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3007__rep0 -> contaminated (1281s, fallbacks 73, errors 50); non-ok so far 12; 32.1 runs/h; ETA 8.7 h
[106/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3010__rep0 -> contaminated (841s, fallbacks 149, errors 50); non-ok so far 13; 31.7 runs/h; ETA 8.8 h
[107/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3011__rep0 -> contaminated (813s, fallbacks 153, errors 50); non-ok so far 14; 32.0 runs/h; ETA 8.7 h
[108/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3012__rep0 -> contaminated (670s, fallbacks 191, errors 50); non-ok so far 15; 32.0 runs/h; ETA 8.6 h
[109/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3013__rep0 -> contaminated (643s, fallbacks 200, errors 50); non-ok so far 16; 32.0 runs/h; ETA 8.6 h
[110/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3014__rep0 -> contaminated (649s, fallbacks 200, errors 50); non-ok so far 17; 32.2 runs/h; ETA 8.5 h
[111/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3015__rep0 -> contaminated (649s, fallbacks 200, errors 50); non-ok so far 18; 32.4 runs/h; ETA 8.4 h
[112/384] default|claude-fable-5-1__ISFJ__memory__crash_d0.7__seed3016__rep0 -> contaminated (655s, fallbacks 200, errors 50); non-ok so far 19; 32.7 runs/h; ETA 8.3 h
[113/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3001__rep0 -> contaminated (659s, fallbacks 200, errors 50); non-ok so far 20; 32.9 runs/h; ETA 8.2 h
[114/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3002__rep0 -> contaminated (668s, fallbacks 200, errors 50); non-ok so far 21; 33.2 runs/h; ETA 8.1 h
[115/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3004__rep0 -> contaminated (665s, fallbacks 200, errors 50); non-ok so far 22; 33.4 runs/h; ETA 8.1 h
[116/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3003__rep0 -> contaminated (671s, fallbacks 200, errors 50); non-ok so far 23; 33.7 runs/h; ETA 8.0 h
[117/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3005__rep0 -> contaminated (678s, fallbacks 200, errors 50); non-ok so far 24; 33.9 runs/h; ETA 7.9 h
[118/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3006__rep0 -> contaminated (678s, fallbacks 200, errors 50); non-ok so far 25; 34.2 runs/h; ETA 7.8 h
[119/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3007__rep0 -> contaminated (668s, fallbacks 200, errors 50); non-ok so far 26; 34.4 runs/h; ETA 7.7 h
[120/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3008__rep0 -> contaminated (682s, fallbacks 200, errors 50); non-ok so far 27; 34.6 runs/h; ETA 7.6 h
[121/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3009__rep0 -> contaminated (711s, fallbacks 200, errors 50); non-ok so far 28; 34.2 runs/h; ETA 7.7 h
[122/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3010__rep0 -> contaminated (701s, fallbacks 200, errors 50); non-ok so far 29; 34.5 runs/h; ETA 7.6 h
[123/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3011__rep0 -> contaminated (699s, fallbacks 200, errors 50); non-ok so far 30; 34.5 runs/h; ETA 7.6 h
[124/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3012__rep0 -> contaminated (718s, fallbacks 200, errors 50); non-ok so far 31; 34.4 runs/h; ETA 7.6 h
[125/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3013__rep0 -> contaminated (701s, fallbacks 200, errors 50); non-ok so far 32; 34.6 runs/h; ETA 7.5 h
[126/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3014__rep0 -> contaminated (706s, fallbacks 200, errors 50); non-ok so far 33; 34.8 runs/h; ETA 7.4 h
[127/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3015__rep0 -> contaminated (707s, fallbacks 200, errors 50); non-ok so far 34; 35.0 runs/h; ETA 7.3 h
[128/384] default|claude-fable-5-1__ISFJ__memory__sustained_bull__seed3016__rep0 -> contaminated (713s, fallbacks 200, errors 50); non-ok so far 35; 35.3 runs/h; ETA 7.3 h
[129/384] default|claude-fable-5-1__INTJ__static__flat__seed3001__rep0 -> contaminated (705s, fallbacks 200, errors 50); non-ok so far 36; 35.5 runs/h; ETA 7.2 h
[130/384] default|claude-fable-5-1__INTJ__static__flat__seed3003__rep0 -> contaminated (690s, fallbacks 200, errors 50); non-ok so far 37; 35.7 runs/h; ETA 7.1 h
[131/384] default|claude-fable-5-1__INTJ__static__flat__seed3002__rep0 -> contaminated (693s, fallbacks 200, errors 50); non-ok so far 38; 36.0 runs/h; ETA 7.0 h
[132/384] default|claude-fable-5-1__INTJ__static__flat__seed3004__rep0 -> contaminated (700s, fallbacks 200, errors 50); non-ok so far 39; 36.2 runs/h; ETA 7.0 h
[133/384] default|claude-fable-5-1__INTJ__static__flat__seed3005__rep0 -> contaminated (698s, fallbacks 200, errors 50); non-ok so far 40; 36.5 runs/h; ETA 6.9 h
[134/384] default|claude-fable-5-1__INTJ__static__flat__seed3006__rep0 -> contaminated (691s, fallbacks 200, errors 50); non-ok so far 41; 36.7 runs/h; ETA 6.8 h
[135/384] default|claude-fable-5-1__INTJ__static__flat__seed3007__rep0 -> contaminated (693s, fallbacks 200, errors 50); non-ok so far 42; 36.9 runs/h; ETA 6.7 h
[136/384] default|claude-fable-5-1__INTJ__static__flat__seed3009__rep0 -> contaminated (665s, fallbacks 200, errors 50); non-ok so far 43; 36.5 runs/h; ETA 6.8 h
[137/384] default|claude-fable-5-1__INTJ__static__flat__seed3008__rep0 -> contaminated (672s, fallbacks 200, errors 50); non-ok so far 44; 36.8 runs/h; ETA 6.7 h
[138/384] default|claude-fable-5-1__INTJ__static__flat__seed3010__rep0 -> contaminated (667s, fallbacks 200, errors 50); non-ok so far 45; 36.7 runs/h; ETA 6.7 h
[139/384] default|claude-fable-5-1__INTJ__static__flat__seed3011__rep0 -> contaminated (676s, fallbacks 200, errors 50); non-ok so far 46; 36.6 runs/h; ETA 6.7 h
[140/384] default|claude-fable-5-1__INTJ__static__flat__seed3012__rep0 -> contaminated (668s, fallbacks 200, errors 50); non-ok so far 47; 36.8 runs/h; ETA 6.6 h
[141/384] default|claude-fable-5-1__INTJ__static__flat__seed3013__rep0 -> contaminated (665s, fallbacks 200, errors 50); non-ok so far 48; 37.1 runs/h; ETA 6.6 h
[142/384] default|claude-fable-5-1__INTJ__static__flat__seed3014__rep0 -> contaminated (672s, fallbacks 200, errors 50); non-ok so far 49; 37.3 runs/h; ETA 6.5 h
[143/384] default|claude-fable-5-1__INTJ__static__flat__seed3015__rep0 -> contaminated (672s, fallbacks 200, errors 50); non-ok so far 50; 37.5 runs/h; ETA 6.4 h
[144/384] default|claude-fable-5-1__INTJ__static__flat__seed3016__rep0 -> contaminated (664s, fallbacks 200, errors 50); non-ok so far 51; 37.7 runs/h; ETA 6.4 h
[145/384] default|claude-fable-5-1__INTJ__static__bull_trap__seed3001__rep0 -> contaminated (659s, fallbacks 200, errors 50); non-ok so far 52; 37.9 runs/h; ETA 6.3 h
[146/384] default|claude-fable-5-1__INTJ__static__bull_trap__seed3002__rep0 -> contaminated (659s, fallbacks 200, errors 50); non-ok so far 53; 38.2 runs/h; ETA 6.2 h
[147/384] default|claude-fable-5-1__INTJ__static__bull_trap__seed3003__rep0 -> contaminated (665s, fallbacks 200, errors 50); non-ok so far 54; 38.4 runs/h; ETA 6.2 h
[148/384] default|claude-fable-5-1__INTJ__static__bull_trap__seed3004__rep0 -> contaminated (661s, fallbacks 200, errors 50); non-ok so far 55; 38.6 runs/h; ETA 6.1 h
[149/384] default|claude-fable-5-1__INTJ__static__bull_trap__seed3005__rep0 -> contaminated (657s, fallbacks 200, errors 50); non-ok so far 56; 38.9 runs/h; ETA 6.0 h
[150/384] default|claude-fable-5-1__INTJ__static__bull_trap__seed3006__rep0 -> contaminated (660s, fallbacks 200, errors 50); non-ok so far 57; 39.1 runs/h; ETA 6.0 h
[151/384] default|claude-fable-5-1__INTJ__static__bull_trap__seed3008__rep0 -> contaminated (651s, fallbacks 200, errors 50); non-ok so far 58; 38.7 runs/h; ETA 6.0 h
