[manifest_openrouter_qwen235b] openrouter/qwen/qwen3-235b-a22b-2507|default: 96 runs in the manifest, 0 done, 96 pending, 0 abandoned after 3 non-ok attempts; 10 workers; started 2026-09-12T11:18:32Z
[17/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (1070s, fallbacks 0, errors 0); non-ok so far 0; 30.7 runs/h; ETA 2.6 h
[18/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__flat__seed3001__rep0 -> ok (1065s, fallbacks 0, errors 0); non-ok so far 0; 31.7 runs/h; ETA 2.5 h
[19/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__flat__seed3004__rep0 -> ok (1075s, fallbacks 0, errors 0); non-ok so far 0; 32.8 runs/h; ETA 2.3 h
[20/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__flat__seed3003__rep0 -> ok (1098s, fallbacks 0, errors 0); non-ok so far 0; 34.2 runs/h; ETA 2.2 h
[21/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (930s, fallbacks 0, errors 0); non-ok so far 0; 27.9 runs/h; ETA 2.7 h
[22/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (856s, fallbacks 0, errors 0); non-ok so far 0; 29.0 runs/h; ETA 2.5 h
[23/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (901s, fallbacks 0, errors 0); non-ok so far 0; 30.0 runs/h; ETA 2.4 h
[24/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (946s, fallbacks 0, errors 0); non-ok so far 0; 30.9 runs/h; ETA 2.3 h
[25/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (959s, fallbacks 0, errors 0); non-ok so far 0; 31.9 runs/h; ETA 2.2 h
[26/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (1025s, fallbacks 0, errors 0); non-ok so far 0; 32.6 runs/h; ETA 2.1 h
[27/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (845s, fallbacks 0, errors 0); non-ok so far 0; 33.6 runs/h; ETA 2.1 h
[28/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (908s, fallbacks 0, errors 0); non-ok so far 0; 34.7 runs/h; ETA 2.0 h
[29/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (837s, fallbacks 0, errors 0); non-ok so far 0; 35.5 runs/h; ETA 1.9 h
[30/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (866s, fallbacks 0, errors 0); non-ok so far 0; 36.6 runs/h; ETA 1.8 h
[31/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (997s, fallbacks 0, errors 0); non-ok so far 0; 30.1 runs/h; ETA 2.2 h
[32/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__flat__seed3002__rep0 -> ok (946s, fallbacks 0, errors 0); non-ok so far 0; 30.8 runs/h; ETA 2.1 h
[33/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (1059s, fallbacks 0, errors 0); non-ok so far 0; 31.4 runs/h; ETA 2.0 h
[34/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__flat__seed3004__rep0 -> ok (996s, fallbacks 0, errors 0); non-ok so far 0; 31.6 runs/h; ETA 2.0 h
[35/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__flat__seed3001__rep0 -> ok (1117s, fallbacks 0, errors 0); non-ok so far 0; 32.5 runs/h; ETA 1.9 h
[36/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__flat__seed3003__rep0 -> ok (1106s, fallbacks 0, errors 0); non-ok so far 0; 33.0 runs/h; ETA 1.8 h
[37/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__bull_trap__seed3004__rep0 -> ok (1042s, fallbacks 0, errors 0); non-ok so far 0; 33.3 runs/h; ETA 1.8 h
[38/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__bull_trap__seed3003__rep0 -> ok (1091s, fallbacks 0, errors 0); non-ok so far 0; 33.9 runs/h; ETA 1.7 h
[39/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__bull_trap__seed3002__rep0 -> ok (1192s, fallbacks 0, errors 0); non-ok so far 0; 34.3 runs/h; ETA 1.7 h
[40/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__bull_trap__seed3001__rep0 -> ok (1223s, fallbacks 0, errors 0); non-ok so far 0; 35.0 runs/h; ETA 1.6 h
[41/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__crash_d0.7__seed3001__rep0 -> ok (859s, fallbacks 0, errors 0); non-ok so far 0; 32.3 runs/h; ETA 1.7 h
[42/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__crash_d0.7__seed3002__rep0 -> ok (863s, fallbacks 0, errors 0); non-ok so far 0; 32.8 runs/h; ETA 1.6 h
[43/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__crash_d0.7__seed3003__rep0 -> ok (851s, fallbacks 0, errors 0); non-ok so far 0; 33.4 runs/h; ETA 1.6 h
[44/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__crash_d0.7__seed3004__rep0 -> ok (861s, fallbacks 0, errors 0); non-ok so far 0; 33.5 runs/h; ETA 1.6 h
[45/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__sustained_bull__seed3001__rep0 -> ok (889s, fallbacks 0, errors 0); non-ok so far 0; 34.0 runs/h; ETA 1.5 h
[46/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__sustained_bull__seed3002__rep0 -> ok (856s, fallbacks 0, errors 0); non-ok so far 0; 34.6 runs/h; ETA 1.4 h
[47/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__sustained_bull__seed3003__rep0 -> ok (883s, fallbacks 0, errors 0); non-ok so far 0; 34.7 runs/h; ETA 1.4 h
[48/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__static__sustained_bull__seed3004__rep0 -> ok (876s, fallbacks 0, errors 0); non-ok so far 0; 35.2 runs/h; ETA 1.4 h
[49/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__flat__seed3001__rep0 -> ok (854s, fallbacks 0, errors 0); non-ok so far 0; 35.6 runs/h; ETA 1.3 h
[50/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__flat__seed3002__rep0 -> ok (840s, fallbacks 0, errors 0); non-ok so far 0; 36.3 runs/h; ETA 1.3 h
[51/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__flat__seed3003__rep0 -> ok (961s, fallbacks 0, errors 0); non-ok so far 0; 33.2 runs/h; ETA 1.4 h
[52/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__flat__seed3004__rep0 -> ok (924s, fallbacks 0, errors 0); non-ok so far 0; 33.9 runs/h; ETA 1.3 h
[53/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__bull_trap__seed3001__rep0 -> ok (925s, fallbacks 0, errors 0); non-ok so far 0; 34.3 runs/h; ETA 1.3 h
[54/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__bull_trap__seed3002__rep0 -> ok (965s, fallbacks 0, errors 0); non-ok so far 0; 34.1 runs/h; ETA 1.2 h
[55/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__bull_trap__seed3003__rep0 -> ok (939s, fallbacks 0, errors 0); non-ok so far 0; 34.7 runs/h; ETA 1.2 h
[56/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__bull_trap__seed3004__rep0 -> ok (965s, fallbacks 0, errors 0); non-ok so far 0; 35.1 runs/h; ETA 1.1 h
[57/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__crash_d0.7__seed3004__rep0 -> ok (931s, fallbacks 0, errors 0); non-ok so far 0; 34.9 runs/h; ETA 1.1 h
[58/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__crash_d0.7__seed3003__rep0 -> ok (986s, fallbacks 0, errors 0); non-ok so far 0; 35.2 runs/h; ETA 1.1 h
[59/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__crash_d0.7__seed3002__rep0 -> ok (1040s, fallbacks 0, errors 0); non-ok so far 0; 35.7 runs/h; ETA 1.0 h
[60/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__crash_d0.7__seed3001__rep0 -> ok (1099s, fallbacks 0, errors 0); non-ok so far 0; 36.1 runs/h; ETA 1.0 h
[61/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__sustained_bull__seed3002__rep0 -> ok (831s, fallbacks 0, errors 0); non-ok so far 0; 34.5 runs/h; ETA 1.0 h
[62/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__sustained_bull__seed3001__rep0 -> ok (838s, fallbacks 0, errors 0); non-ok so far 0; 35.1 runs/h; ETA 1.0 h
[63/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__sustained_bull__seed3003__rep0 -> ok (884s, fallbacks 0, errors 0); non-ok so far 0; 35.2 runs/h; ETA 0.9 h
[64/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__flat__seed3001__rep0 -> ok (845s, fallbacks 0, errors 0); non-ok so far 0; 35.2 runs/h; ETA 0.9 h
[65/96] default|openrouter_qwen_qwen3-235b-a22b-2507__INTJ__memory__sustained_bull__seed3004__rep0 -> ok (865s, fallbacks 0, errors 0); non-ok so far 0; 35.7 runs/h; ETA 0.9 h
[66/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__flat__seed3002__rep0 -> ok (853s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 0.8 h
[67/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__flat__seed3003__rep0 -> ok (873s, fallbacks 0, errors 0); non-ok so far 0; 35.7 runs/h; ETA 0.8 h
[68/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__bull_trap__seed3001__rep0 -> ok (842s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 0.8 h
[69/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__flat__seed3004__rep0 -> ok (861s, fallbacks 0, errors 0); non-ok so far 0; 36.5 runs/h; ETA 0.7 h
[70/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__bull_trap__seed3002__rep0 -> ok (863s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 0.7 h
[71/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__bull_trap__seed3004__rep0 -> ok (862s, fallbacks 0, errors 0); non-ok so far 0; 35.4 runs/h; ETA 0.7 h
[72/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__crash_d0.7__seed3001__rep0 -> ok (844s, fallbacks 0, errors 0); non-ok so far 0; 35.5 runs/h; ETA 0.7 h
[73/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__bull_trap__seed3003__rep0 -> ok (948s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 0.6 h
[74/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__crash_d0.7__seed3002__rep0 -> ok (880s, fallbacks 0, errors 0); non-ok so far 0; 35.8 runs/h; ETA 0.6 h
[75/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__crash_d0.7__seed3003__rep0 -> ok (884s, fallbacks 0, errors 0); non-ok so far 0; 36.3 runs/h; ETA 0.6 h
[76/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__crash_d0.7__seed3004__rep0 -> ok (877s, fallbacks 0, errors 0); non-ok so far 0; 36.6 runs/h; ETA 0.5 h
[77/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__sustained_bull__seed3002__rep0 -> ok (862s, fallbacks 0, errors 0); non-ok so far 0; 36.2 runs/h; ETA 0.5 h
[78/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__sustained_bull__seed3001__rep0 -> ok (900s, fallbacks 0, errors 0); non-ok so far 0; 36.7 runs/h; ETA 0.5 h
[79/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__sustained_bull__seed3003__rep0 -> ok (888s, fallbacks 0, errors 0); non-ok so far 0; 37.0 runs/h; ETA 0.5 h
[80/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__static__sustained_bull__seed3004__rep0 -> ok (876s, fallbacks 0, errors 0); non-ok so far 0; 37.3 runs/h; ETA 0.4 h
[81/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__flat__seed3001__rep0 -> ok (892s, fallbacks 0, errors 0); non-ok so far 0; 35.9 runs/h; ETA 0.4 h
[82/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__flat__seed3002__rep0 -> ok (946s, fallbacks 0, errors 0); non-ok so far 0; 35.8 runs/h; ETA 0.4 h
[83/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__flat__seed3003__rep0 -> ok (989s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 0.4 h
[84/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__flat__seed3004__rep0 -> ok (902s, fallbacks 0, errors 0); non-ok so far 0; 36.3 runs/h; ETA 0.3 h
[85/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__bull_trap__seed3001__rep0 -> ok (888s, fallbacks 0, errors 0); non-ok so far 0; 36.7 runs/h; ETA 0.3 h
[86/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__bull_trap__seed3002__rep0 -> ok (929s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 0.3 h
[87/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__bull_trap__seed3004__rep0 -> ok (907s, fallbacks 0, errors 0); non-ok so far 0; 36.6 runs/h; ETA 0.2 h
[88/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__bull_trap__seed3003__rep0 -> ok (976s, fallbacks 0, errors 0); non-ok so far 0; 36.7 runs/h; ETA 0.2 h
[89/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__crash_d0.7__seed3001__rep0 -> ok (955s, fallbacks 0, errors 0); non-ok so far 0; 37.1 runs/h; ETA 0.2 h
[90/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__crash_d0.7__seed3002__rep0 -> ok (933s, fallbacks 0, errors 0); non-ok so far 0; 37.5 runs/h; ETA 0.2 h
[91/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__crash_d0.7__seed3003__rep0 -> ok (937s, fallbacks 0, errors 0); non-ok so far 0; 36.2 runs/h; ETA 0.1 h
[92/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__sustained_bull__seed3001__rep0 -> ok (855s, fallbacks 0, errors 0); non-ok so far 0; 36.2 runs/h; ETA 0.1 h
[93/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__crash_d0.7__seed3004__rep0 -> ok (931s, fallbacks 0, errors 0); non-ok so far 0; 36.5 runs/h; ETA 0.1 h
[94/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__sustained_bull__seed3003__rep0 -> ok (862s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 0.1 h
[95/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__sustained_bull__seed3002__rep0 -> ok (955s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 0.0 h
[96/96] default|openrouter_qwen_qwen3-235b-a22b-2507__ENTJ__memory__sustained_bull__seed3004__rep0 -> ok (902s, fallbacks 0, errors 0); non-ok so far 0; 37.1 runs/h; ETA 0.0 h
