[manifest_openrouter_haiku] openrouter/anthropic/claude-haiku-4.5|default: 192 runs in the manifest, 0 done, 192 pending, 0 abandoned after 3 non-ok attempts; 13 workers; started 2026-09-12T11:15:50Z
[34/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__flat__seed3003__rep0 -> ok (613s, fallbacks 0, errors 0); non-ok so far 1; 63.7 runs/h; ETA 2.5 h
[35/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__flat__seed3001__rep0 -> ok (628s, fallbacks 0, errors 0); non-ok so far 1; 65.4 runs/h; ETA 2.4 h
[36/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__flat__seed3002__rep0 -> ok (628s, fallbacks 0, errors 0); non-ok so far 1; 67.2 runs/h; ETA 2.3 h
[37/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__flat__seed3004__rep0 -> ok (635s, fallbacks 0, errors 0); non-ok so far 1; 68.3 runs/h; ETA 2.3 h
[38/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__flat__seed3006__rep0 -> ok (627s, fallbacks 0, errors 0); non-ok so far 1; 70.0 runs/h; ETA 2.2 h
[39/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__flat__seed3007__rep0 -> ok (620s, fallbacks 0, errors 0); non-ok so far 1; 71.8 runs/h; ETA 2.1 h
[40/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (602s, fallbacks 0, errors 0); non-ok so far 1; 58.2 runs/h; ETA 2.6 h
[41/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__flat__seed3008__rep0 -> ok (630s, fallbacks 0, errors 0); non-ok so far 1; 59.3 runs/h; ETA 2.5 h
[42/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (598s, fallbacks 0, errors 0); non-ok so far 1; 60.3 runs/h; ETA 2.5 h
[43/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (618s, fallbacks 0, errors 0); non-ok so far 1; 61.3 runs/h; ETA 2.4 h
[44/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (620s, fallbacks 0, errors 0); non-ok so far 1; 62.7 runs/h; ETA 2.4 h
[45/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (619s, fallbacks 0, errors 0); non-ok so far 1; 64.0 runs/h; ETA 2.3 h
[46/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (631s, fallbacks 0, errors 0); non-ok so far 1; 65.2 runs/h; ETA 2.2 h
[47/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (617s, fallbacks 0, errors 0); non-ok so far 1; 66.5 runs/h; ETA 2.2 h
[48/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (630s, fallbacks 0, errors 2); non-ok so far 1; 67.7 runs/h; ETA 2.1 h
[49/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (599s, fallbacks 0, errors 0); non-ok so far 1; 69.1 runs/h; ETA 2.1 h
[50/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (627s, fallbacks 0, errors 0); non-ok so far 1; 70.4 runs/h; ETA 2.0 h
[51/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (620s, fallbacks 0, errors 0); non-ok so far 1; 71.4 runs/h; ETA 2.0 h
[52/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (635s, fallbacks 0, errors 0); non-ok so far 1; 72.2 runs/h; ETA 1.9 h
[53/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (615s, fallbacks 0, errors 1); non-ok so far 1; 61.7 runs/h; ETA 2.3 h
[54/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (642s, fallbacks 0, errors 0); non-ok so far 1; 62.1 runs/h; ETA 2.2 h
[55/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (614s, fallbacks 0, errors 0); non-ok so far 1; 63.1 runs/h; ETA 2.2 h
[56/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (640s, fallbacks 0, errors 0); non-ok so far 1; 64.0 runs/h; ETA 2.1 h
[57/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (622s, fallbacks 0, errors 0); non-ok so far 1; 64.9 runs/h; ETA 2.1 h
[58/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (615s, fallbacks 0, errors 2); non-ok so far 1; 65.9 runs/h; ETA 2.0 h
[59/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (645s, fallbacks 0, errors 4); non-ok so far 1; 67.0 runs/h; ETA 2.0 h
[60/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (637s, fallbacks 0, errors 0); non-ok so far 1; 68.1 runs/h; ETA 1.9 h
[61/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (633s, fallbacks 0, errors 0); non-ok so far 1; 69.1 runs/h; ETA 1.9 h
[62/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (628s, fallbacks 0, errors 0); non-ok so far 1; 70.1 runs/h; ETA 1.9 h
[63/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (626s, fallbacks 0, errors 0); non-ok so far 1; 71.2 runs/h; ETA 1.8 h
[64/192] default|openrouter_anthropic_claude-haiku-4.5__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (617s, fallbacks 0, errors 0); non-ok so far 1; 72.3 runs/h; ETA 1.8 h
[65/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3001__rep0 -> ok (653s, fallbacks 0, errors 0); non-ok so far 1; 72.1 runs/h; ETA 1.8 h
[66/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3003__rep0 -> ok (612s, fallbacks 0, errors 0); non-ok so far 1; 63.5 runs/h; ETA 2.0 h
[67/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3002__rep0 -> ok (657s, fallbacks 0, errors 0); non-ok so far 1; 64.3 runs/h; ETA 1.9 h
[68/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3005__rep0 -> ok (616s, fallbacks 0, errors 0); non-ok so far 1; 65.0 runs/h; ETA 1.9 h
[69/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3001__rep0 -> ok (626s, fallbacks 0, errors 0); non-ok so far 1; 65.4 runs/h; ETA 1.9 h
[70/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3004__rep0 -> ok (658s, fallbacks 0, errors 0); non-ok so far 1; 66.3 runs/h; ETA 1.8 h
[71/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3006__rep0 -> ok (645s, fallbacks 0, errors 0); non-ok so far 1; 67.1 runs/h; ETA 1.8 h
[72/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3005__rep0 -> ok (623s, fallbacks 0, errors 0); non-ok so far 1; 68.0 runs/h; ETA 1.8 h
[73/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3008__rep0 -> ok (651s, fallbacks 0, errors 0); non-ok so far 1; 68.8 runs/h; ETA 1.7 h
[74/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__flat__seed3007__rep0 -> ok (654s, fallbacks 0, errors 0); non-ok so far 1; 69.7 runs/h; ETA 1.7 h
[75/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3003__rep0 -> ok (641s, fallbacks 0, errors 0); non-ok so far 1; 70.6 runs/h; ETA 1.7 h
[76/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3002__rep0 -> ok (671s, fallbacks 0, errors 0); non-ok so far 1; 71.1 runs/h; ETA 1.6 h
[77/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3004__rep0 -> ok (668s, fallbacks 0, errors 0); non-ok so far 1; 72.0 runs/h; ETA 1.6 h
[78/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3006__rep0 -> ok (648s, fallbacks 0, errors 0); non-ok so far 1; 72.1 runs/h; ETA 1.6 h
[79/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3008__rep0 -> ok (639s, fallbacks 0, errors 0); non-ok so far 1; 64.8 runs/h; ETA 1.7 h
[80/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3001__rep0 -> ok (640s, fallbacks 0, errors 0); non-ok so far 1; 65.4 runs/h; ETA 1.7 h
[81/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__bull_trap__seed3007__rep0 -> ok (665s, fallbacks 0, errors 0); non-ok so far 1; 66.1 runs/h; ETA 1.7 h
[82/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3003__rep0 -> ok (621s, fallbacks 0, errors 0); non-ok so far 1; 66.8 runs/h; ETA 1.6 h
[83/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3005__rep0 -> ok (640s, fallbacks 0, errors 0); non-ok so far 1; 67.1 runs/h; ETA 1.6 h
[84/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3004__rep0 -> ok (646s, fallbacks 0, errors 0); non-ok so far 1; 67.9 runs/h; ETA 1.6 h
[85/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3002__rep0 -> ok (660s, fallbacks 0, errors 0); non-ok so far 1; 68.7 runs/h; ETA 1.6 h
[86/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3001__rep0 -> ok (621s, fallbacks 0, errors 0); non-ok so far 1; 69.3 runs/h; ETA 1.5 h
[87/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3006__rep0 -> ok (649s, fallbacks 0, errors 0); non-ok so far 1; 70.1 runs/h; ETA 1.5 h
[88/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3007__rep0 -> ok (656s, fallbacks 0, errors 0); non-ok so far 1; 70.8 runs/h; ETA 1.5 h
[89/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__crash_d0.7__seed3008__rep0 -> ok (661s, fallbacks 0, errors 0); non-ok so far 1; 71.4 runs/h; ETA 1.4 h
[90/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3003__rep0 -> ok (610s, fallbacks 0, errors 0); non-ok so far 1; 72.0 runs/h; ETA 1.4 h
[91/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3002__rep0 -> ok (658s, fallbacks 0, errors 0); non-ok so far 1; 72.6 runs/h; ETA 1.4 h
[92/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3005__rep0 -> ok (608s, fallbacks 0, errors 0); non-ok so far 1; 66.1 runs/h; ETA 1.5 h
[93/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3004__rep0 -> ok (634s, fallbacks 0, errors 1); non-ok so far 1; 66.7 runs/h; ETA 1.5 h
[94/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3006__rep0 -> ok (643s, fallbacks 0, errors 0); non-ok so far 1; 67.0 runs/h; ETA 1.5 h
[95/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3007__rep0 -> ok (635s, fallbacks 0, errors 0); non-ok so far 1; 67.7 runs/h; ETA 1.4 h
[96/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__static__sustained_bull__seed3008__rep0 -> ok (627s, fallbacks 0, errors 0); non-ok so far 1; 68.0 runs/h; ETA 1.4 h
[97/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3005__rep0 -> ok (658s, fallbacks 0, errors 0); non-ok so far 1; 68.0 runs/h; ETA 1.4 h
[98/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3002__rep0 -> ok (702s, fallbacks 0, errors 1); non-ok so far 1; 68.4 runs/h; ETA 1.4 h
[99/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3001__rep0 -> ok (705s, fallbacks 0, errors 0); non-ok so far 1; 69.1 runs/h; ETA 1.3 h
[100/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3003__rep0 -> ok (690s, fallbacks 0, errors 0); non-ok so far 1; 69.8 runs/h; ETA 1.3 h
[101/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3004__rep0 -> ok (710s, fallbacks 0, errors 0); non-ok so far 1; 70.2 runs/h; ETA 1.3 h
[102/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3006__rep0 -> ok (720s, fallbacks 0, errors 0); non-ok so far 1; 70.5 runs/h; ETA 1.3 h
[103/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3007__rep0 -> ok (721s, fallbacks 0, errors 0); non-ok so far 1; 71.0 runs/h; ETA 1.3 h
[104/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__flat__seed3008__rep0 -> ok (716s, fallbacks 0, errors 0); non-ok so far 1; 71.6 runs/h; ETA 1.2 h
[105/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3001__rep0 -> ok (715s, fallbacks 0, errors 0); non-ok so far 1; 66.0 runs/h; ETA 1.3 h
[106/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3003__rep0 -> ok (689s, fallbacks 0, errors 0); non-ok so far 1; 66.5 runs/h; ETA 1.3 h
[107/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3002__rep0 -> ok (720s, fallbacks 0, errors 0); non-ok so far 1; 67.1 runs/h; ETA 1.3 h
[108/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3005__rep0 -> ok (680s, fallbacks 0, errors 0); non-ok so far 1; 67.5 runs/h; ETA 1.2 h
[109/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3004__rep0 -> ok (709s, fallbacks 0, errors 0); non-ok so far 1; 68.1 runs/h; ETA 1.2 h
[110/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3006__rep0 -> ok (709s, fallbacks 0, errors 0); non-ok so far 1; 67.8 runs/h; ETA 1.2 h
[111/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3001__rep0 -> ok (698s, fallbacks 0, errors 0); non-ok so far 1; 68.2 runs/h; ETA 1.2 h
[112/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3007__rep0 -> ok (706s, fallbacks 0, errors 0); non-ok so far 1; 68.8 runs/h; ETA 1.2 h
[113/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3003__rep0 -> ok (663s, fallbacks 0, errors 0); non-ok so far 1; 69.3 runs/h; ETA 1.1 h
[114/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__bull_trap__seed3008__rep0 -> ok (714s, fallbacks 0, errors 0); non-ok so far 1; 69.9 runs/h; ETA 1.1 h
[115/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3002__rep0 -> ok (705s, fallbacks 0, errors 0); non-ok so far 1; 70.3 runs/h; ETA 1.1 h
[116/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3005__rep0 -> ok (699s, fallbacks 0, errors 0); non-ok so far 1; 70.5 runs/h; ETA 1.1 h
[117/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3004__rep0 -> ok (721s, fallbacks 0, errors 0); non-ok so far 1; 70.9 runs/h; ETA 1.1 h
[118/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3006__rep0 -> ok (716s, fallbacks 0, errors 0); non-ok so far 1; 65.9 runs/h; ETA 1.1 h
[119/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3001__rep0 -> ok (709s, fallbacks 0, errors 0); non-ok so far 1; 66.2 runs/h; ETA 1.1 h
[120/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3008__rep0 -> ok (727s, fallbacks 0, errors 0); non-ok so far 1; 66.8 runs/h; ETA 1.1 h
[121/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__crash_d0.7__seed3007__rep0 -> ok (730s, fallbacks 0, errors 0); non-ok so far 1; 67.3 runs/h; ETA 1.1 h
[122/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3002__rep0 -> ok (719s, fallbacks 0, errors 0); non-ok so far 1; 67.7 runs/h; ETA 1.0 h
[123/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3001__rep0 -> ok (617s, fallbacks 0, errors 1); non-ok so far 1; 67.7 runs/h; ETA 1.0 h
[124/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3003__rep0 -> ok (712s, fallbacks 0, errors 0); non-ok so far 1; 68.1 runs/h; ETA 1.0 h
[125/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3002__rep0 -> ok (619s, fallbacks 0, errors 0); non-ok so far 1; 68.6 runs/h; ETA 1.0 h
[126/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3007__rep0 -> ok (705s, fallbacks 0, errors 0); non-ok so far 1; 69.0 runs/h; ETA 1.0 h
[127/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3005__rep0 -> ok (714s, fallbacks 0, errors 0); non-ok so far 1; 69.5 runs/h; ETA 0.9 h
[128/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3004__rep0 -> ok (721s, fallbacks 0, errors 0); non-ok so far 1; 70.1 runs/h; ETA 0.9 h
[129/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3006__rep0 -> ok (721s, fallbacks 0, errors 1); non-ok so far 1; 70.5 runs/h; ETA 0.9 h
[130/192] default|openrouter_anthropic_claude-haiku-4.5__INTJ__memory__sustained_bull__seed3008__rep0 -> ok (712s, fallbacks 0, errors 0); non-ok so far 1; 70.9 runs/h; ETA 0.9 h
[131/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3003__rep0 -> ok (612s, fallbacks 0, errors 0); non-ok so far 1; 66.8 runs/h; ETA 0.9 h
[132/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3005__rep0 -> ok (606s, fallbacks 0, errors 0); non-ok so far 1; 67.2 runs/h; ETA 0.9 h
[133/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3006__rep0 -> ok (609s, fallbacks 0, errors 0); non-ok so far 1; 67.6 runs/h; ETA 0.9 h
[134/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3004__rep0 -> ok (615s, fallbacks 0, errors 0); non-ok so far 1; 68.1 runs/h; ETA 0.9 h
[135/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3007__rep0 -> ok (611s, fallbacks 0, errors 0); non-ok so far 1; 68.5 runs/h; ETA 0.8 h
[136/192] default|openrouter_anthropic_claude-haiku-4.5__ENTJ__static__flat__seed3008__rep0 -> ok (618s, fallbacks 0, errors 0); non-ok so far 1; 68.4 runs/h; ETA 0.8 h
