Model,metric,source,n_pairs,df_d,sigma_d_R1,sigma_d_R1_limit90,mean_d
gemini-2.5-flash-lite|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),192,180,0.05935304178124291,0.06372422864907674,-0.0014687072127830894
gemini-2.5-flash-lite|default,v21_mcr_0.05,e9_2 pilot (R = 1),192,180,0.09377107226389839,0.10067705159303508,-0.01960731748182095
gemini-2.5-flash-lite|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),192,180,0.041661945422934214,0.04473023212325784,-0.015874457385558205
gemini-2.5-flash-lite|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),192,180,0.03939835710729132,0.0422999368078964,0.0027823391837614405
gemini-2.5-flash-lite|default,v21_mcr_0.002,e9_2 pilot (R = 1),192,180,0.05948285846684457,0.06386360597343084,-0.013092118201796737
gemini-2.5-flash-lite|default,turnover,e9_2 pilot (R = 1),192,180,5.666672248633297,6.084006939058082,8.669506631446152
gemini-2.5-pro|default,band_mas,e9_2 pilot (R = 1),128,120,0.05398849053837458,0.05895787407226734,-0.04035212673146231
gemini-2.5-pro|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),128,120,0.06393881225532604,0.06982407553329141,-0.03882124749380515
gemini-2.5-pro|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),128,120,0.03529449427861879,0.03854318445232486,0.0045755393515479045
gemini-2.5-pro|default,v21_mcr_0.05,e9_2 pilot (R = 1),128,120,0.06944632246450096,0.07583852583790698,-0.03424570814225726
gemini-2.5-pro|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),128,120,0.05435533055570182,0.05935847996679359,-0.040526037665137224
gemini-2.5-pro|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),128,120,0.024131403133555357,0.026352583910898654,0.0017034140928328951
gemini-2.5-pro|default,v21_mcr_0.002,e9_2 pilot (R = 1),128,120,0.05637489611102025,0.061563936917039666,-0.038822623572304336
gemini-2.5-pro|default,turnover,e9_2 pilot (R = 1),128,120,2.290750612639602,2.5016033010772345,1.448390128808372
gemini-3.5-flash|default,band_mas,e9_2 pilot (R = 1),192,180,0.05472113133764335,0.058751190851319524,0.022910856969689603
gemini-3.5-flash|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),192,180,0.07600728844039942,0.08160501437186685,0.02705099584889083
gemini-3.5-flash|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),192,180,0.041614216653667255,0.044678988262545245,0.011810503162584743
gemini-3.5-flash|default,v21_mcr_0.05,e9_2 pilot (R = 1),192,180,0.07951806369196747,0.08537434848099322,0.0388614990114756
gemini-3.5-flash|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),192,180,0.054313462264942984,0.05831349808238506,0.02275859394681255
gemini-3.5-flash|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),192,180,0.02682489353201352,0.028800472522056697,0.006647414830769249
gemini-3.5-flash|default,v21_mcr_0.002,e9_2 pilot (R = 1),192,180,0.05677712263808599,0.060958600207234356,0.029406008777581805
gemini-3.5-flash|default,turnover,e9_2 pilot (R = 1),192,180,4.048359606992463,4.346510060941849,-0.09342460015594083
gpt-5-mini|default,band_mas,e9_2 pilot (R = 1),192,180,0.059488081474961964,0.06386921364160622,0.028610181155584016
gpt-5-mini|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),192,180,0.08891214119641577,0.09546027373225464,0.027927896358737315
gpt-5-mini|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),192,180,0.04746120416465383,0.050956590182791806,0.013472938303267257
gpt-5-mini|default,v21_mcr_0.05,e9_2 pilot (R = 1),192,180,0.093363583926518,0.10023955287007554,0.04140083466200458
gpt-5-mini|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),192,180,0.05947252198599648,0.06385250823944412,0.0286251727371435
gpt-5-mini|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),192,180,0.031548573611512525,0.03387203853480672,0.007631039664259334
gpt-5-mini|default,v21_mcr_0.002,e9_2 pilot (R = 1),192,180,0.06342052112029198,0.06809126655729852,0.036256212401402844
gpt-5-mini|default,turnover,e9_2 pilot (R = 1),192,180,4.37481349227826,4.697006369218772,-2.8786617483438364
gpt-5-nano|default,band_mas,e9_2 pilot (R = 1),128,120,0.015421355329240256,0.01684081767166238,0.011985906171032224
gpt-5-nano|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),128,120,0.03178440142213094,0.03471000425871157,0.0072902493333375255
gpt-5-nano|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),128,120,0.024752192872003656,0.027030514389410093,-0.003316505222723907
gpt-5-nano|default,v21_mcr_0.05,e9_2 pilot (R = 1),128,120,0.03959303704536733,0.043237387616906355,0.003973744110613616
gpt-5-nano|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),128,120,0.015578810800786996,0.017012766169775023,0.012041718135872882
gpt-5-nano|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),128,120,0.014922731990598818,0.016296298428468872,-0.003975679203769494
gpt-5-nano|default,v21_mcr_0.002,e9_2 pilot (R = 1),128,120,0.020300049333404936,0.022168572233168718,0.008066038932103387
gpt-5-nano|default,turnover,e9_2 pilot (R = 1),128,120,1.7259447556824101,1.8848097538286417,-0.1304938606420344
gpt-5.4-mini|default,band_mas,e9_2 pilot (R = 1),192,180,0.06703383001368941,0.0719706856265225,-0.04619825646878278
gpt-5.4-mini|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),192,180,0.08362837861938417,0.08978737669982988,-0.046142194740367785
gpt-5.4-mini|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),192,180,0.059484975138730155,0.06386587853232864,-0.010754775577499162
gpt-5.4-mini|default,v21_mcr_0.05,e9_2 pilot (R = 1),192,180,0.11256614575860469,0.120856330108654,-0.056896970317866946
gpt-5.4-mini|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),192,180,0.06703160575050923,0.07196829755252972,-0.046291762260744974
gpt-5.4-mini|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),192,180,0.039913508385458436,0.04285302754854923,-0.005439421789546949
gpt-5.4-mini|default,v21_mcr_0.002,e9_2 pilot (R = 1),192,180,0.07856630764915647,0.08435249824602523,-0.05173118405029192
gpt-5.4-mini|default,turnover,e9_2 pilot (R = 1),192,180,3.5016710149471275,3.7595593707356345,-7.959799406676339
gpt-5.5|default,band_mas,e9_2 pilot (R = 1),192,180,0.05326627572705356,0.05718918916112283,0.009219454709223
gpt-5.5|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),192,180,0.07291030018756277,0.07827994152598558,0.010363222051986951
gpt-5.5|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),192,180,0.04919502975207002,0.05281810721467957,0.017835752295680917
gpt-5.5|default,v21_mcr_0.05,e9_2 pilot (R = 1),192,180,0.07839119151752287,0.0841644852971103,0.028198974347667872
gpt-5.5|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),192,180,0.05265773664424484,0.056535832863096394,0.009299671953163875
gpt-5.5|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),192,180,0.03380695644022313,0.03629674499356455,0.010928031763082796
gpt-5.5|default,v21_mcr_0.002,e9_2 pilot (R = 1),192,180,0.05520468721835505,0.05927035928114743,0.02022770371624669
gpt-5.5|default,turnover,e9_2 pilot (R = 1),192,180,2.3922114941114883,2.568391234093171,-0.5387750868774878
gpt-5|default,band_mas,e9_2 pilot (R = 1),192,180,0.038117763379771984,0.040925030905014696,0.025595224187661896
gpt-5|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),192,180,0.05809034133385603,0.062368533816769066,0.02752488520815405
gpt-5|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),192,180,0.04615125803574818,0.049550170155592176,0.01696174125371667
gpt-5|default,v21_mcr_0.05,e9_2 pilot (R = 1),192,180,0.07060216342165924,0.07580181689058972,0.04448662646187071
gpt-5|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),192,180,0.03824137346156499,0.041057744526408195,0.025529443239040217
gpt-5|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),192,180,0.0326795307506448,0.0350862875296939,0.011346110301344517
gpt-5|default,v21_mcr_0.002,e9_2 pilot (R = 1),192,180,0.046214645365223864,0.049618225786032324,0.03687555354038476
gpt-5|default,turnover,e9_2 pilot (R = 1),192,180,2.7410765443022647,2.9429492273964604,-0.6334005670442743
openrouter/anthropic/claude-haiku-4.5|default,band_mas,e9_2 pilot (R = 1),96,84,0.055557368075148814,0.06180490179088951,-0.09589162500054786
openrouter/anthropic/claude-haiku-4.5|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),96,84,0.07988747864813889,0.08887098045197998,-0.09136099666901283
openrouter/anthropic/claude-haiku-4.5|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),96,84,0.041321655707233285,0.04596835597697923,0.013715476700211773
openrouter/anthropic/claude-haiku-4.5|default,v21_mcr_0.05,e9_2 pilot (R = 1),96,84,0.08619466045106738,0.09588741707259174,-0.07764551996880105
openrouter/anthropic/claude-haiku-4.5|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),96,84,0.05438422373243995,0.06049983509317293,-0.0952999245222913
openrouter/anthropic/claude-haiku-4.5|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),96,84,0.030055786039861167,0.03343561743113821,0.009941183163514286
openrouter/anthropic/claude-haiku-4.5|default,v21_mcr_0.002,e9_2 pilot (R = 1),96,84,0.05435226015687059,0.060464277151582216,-0.08535874135877701
openrouter/anthropic/claude-haiku-4.5|default,turnover,e9_2 pilot (R = 1),96,84,1.4839293673397107,1.65080010069937,-0.9970340110116789
openrouter/deepseek/deepseek-v4-flash|default,band_mas,e9_2 pilot (R = 1),48,36,0.0808893134168734,0.09584190645639466,0.012493957845574527
openrouter/deepseek/deepseek-v4-flash|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),48,36,0.10879105828147742,0.12890135903824518,0.026916567746781486
openrouter/deepseek/deepseek-v4-flash|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),48,36,0.07315682170194172,0.0866800441990407,0.01955379989828641
openrouter/deepseek/deepseek-v4-flash|default,v21_mcr_0.05,e9_2 pilot (R = 1),48,36,0.11243682416751388,0.13322105391821842,0.04647036764506792
openrouter/deepseek/deepseek-v4-flash|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),48,36,0.07955632236672121,0.0942625086578562,0.011723658381851429
openrouter/deepseek/deepseek-v4-flash|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),48,36,0.036031473016514944,0.042691981430696316,0.008149964949439667
openrouter/deepseek/deepseek-v4-flash|default,v21_mcr_0.002,e9_2 pilot (R = 1),48,36,0.07273578997179235,0.08618118369458581,0.01987362333129109
openrouter/deepseek/deepseek-v4-flash|default,turnover,e9_2 pilot (R = 1),48,36,2.917328028299344,3.4566034520520406,-1.4815426323344667
openrouter/qwen/qwen3-235b-a22b-2507|default,band_mas,e9_2 pilot (R = 1),48,36,0.04453425368308396,0.052766522489843905,-0.01851916343252706
openrouter/qwen/qwen3-235b-a22b-2507|default,v21_mcr_B_0.05,e9_2 pilot (R = 1),48,36,0.06850795263310258,0.08117181998989857,-0.012836945359940328
openrouter/qwen/qwen3-235b-a22b-2507|default,v21_mcr_D_0.05,e9_2 pilot (R = 1),48,36,0.0849492600897967,0.10065234448346656,-0.0018633531993200285
openrouter/qwen/qwen3-235b-a22b-2507|default,v21_mcr_0.05,e9_2 pilot (R = 1),48,36,0.10004892217425299,0.11854321708320543,-0.014700298559260349
openrouter/qwen/qwen3-235b-a22b-2507|default,v21_mcr_B_0.002,e9_2 pilot (R = 1),48,36,0.04444551486544768,0.05266138007856992,-0.01853198520972354
openrouter/qwen/qwen3-235b-a22b-2507|default,v21_mcr_D_0.002,e9_2 pilot (R = 1),48,36,0.050219171743405094,0.059502311952434536,0.002175710454747088
openrouter/qwen/qwen3-235b-a22b-2507|default,v21_mcr_0.002,e9_2 pilot (R = 1),48,36,0.05718920194760809,0.06776076977104326,-0.016356274754976436
openrouter/qwen/qwen3-235b-a22b-2507|default,turnover,e9_2 pilot (R = 1),48,36,2.573203320565902,3.0488664265447527,-1.9694538326995115
gemini-2.5-flash|thinking0,band_mas,E8.5 closed form at R' = 1 (P8-15),96,84,0.0347598929736085,0.0379822015358277,0.0467595949543674
gemini-2.5-flash|thinking0,v21_mcr_B_0.05,E8.5 closed form at R' = 1 (P8-15),96,84,0.0489761391204058,0.0537762416738332,0.0416308670417173
gemini-2.5-flash|thinking0,v21_mcr_D_0.05,E8.5 closed form at R' = 1 (P8-15),96,84,0.0231515697696779,0.0252595279058836,0.0020999974280586
gemini-2.5-flash|thinking0,v21_mcr_0.05,E8.5 closed form at R' = 1 (P8-15),96,84,0.0620013336119195,0.0682431450798165,0.0437308644697759
gemini-2.5-flash|thinking0,v21_mcr_B_0.002,E8.5 closed form at R' = 1 (P8-15),96,84,0.0343917545794577,0.0375682696997123,0.0465682155993281
gemini-2.5-flash|thinking0,v21_mcr_D_0.002,E8.5 closed form at R' = 1 (P8-15),96,84,0.0114877295095191,0.0124964006937679,0.0017561049355446
gemini-2.5-flash|thinking0,v21_mcr_0.002,E8.5 closed form at R' = 1 (P8-15),96,84,0.0375513920986664,0.041022546686955,0.0483243205348727
gemini-2.5-flash|thinking0,turnover,E8.5 closed form at R' = 1 (P8-15),96,84,9.536514871863613,10.475642561643973,-9.299614580113854
