[e9_2_pilot] claude-sonnet-5|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:24Z
[21/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3006__rep0 -> ok (948s, fallbacks 0, errors 0); non-ok so far 0; 28.5 runs/h; ETA 12.7 h
[22/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3007__rep0 -> ok (938s, fallbacks 0, errors 0); non-ok so far 0; 29.7 runs/h; ETA 12.2 h
[23/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3012__rep0 -> ok (818s, fallbacks 0, errors 0); non-ok so far 0; 30.8 runs/h; ETA 11.7 h
[24/384] default|claude-sonnet-5__ISFJ__static__flat__seed3016__rep0 -> ok (1116s, fallbacks 0, errors 0); non-ok so far 0; 32.0 runs/h; ETA 11.2 h
[25/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3005__rep0 -> ok (1037s, fallbacks 0, errors 0); non-ok so far 0; 33.3 runs/h; ETA 10.8 h
[26/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3010__rep0 -> ok (1086s, fallbacks 0, errors 0); non-ok so far 0; 31.9 runs/h; ETA 11.2 h
[27/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3011__rep0 -> ok (1083s, fallbacks 0, errors 0); non-ok so far 0; 33.0 runs/h; ETA 10.8 h
[28/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3009__rep0 -> ok (1217s, fallbacks 0, errors 0); non-ok so far 0; 33.3 runs/h; ETA 10.7 h
[29/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3013__rep0 -> ok (925s, fallbacks 0, errors 0); non-ok so far 0; 33.0 runs/h; ETA 10.7 h
[30/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (787s, fallbacks 0, errors 0); non-ok so far 0; 31.0 runs/h; ETA 11.4 h
[31/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3015__rep0 -> ok (990s, fallbacks 0, errors 0); non-ok so far 0; 31.9 runs/h; ETA 11.1 h
[32/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (991s, fallbacks 0, errors 0); non-ok so far 0; 32.5 runs/h; ETA 10.8 h
[33/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (910s, fallbacks 0, errors 0); non-ok so far 0; 33.5 runs/h; ETA 10.5 h
[34/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (1007s, fallbacks 0, errors 0); non-ok so far 0; 34.1 runs/h; ETA 10.3 h
[35/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (916s, fallbacks 0, errors 0); non-ok so far 0; 34.9 runs/h; ETA 10.0 h
[36/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3016__rep0 -> ok (1106s, fallbacks 0, errors 0); non-ok so far 0; 35.6 runs/h; ETA 9.8 h
[37/384] default|claude-sonnet-5__ISFJ__static__bull_trap__seed3014__rep0 -> ok (1393s, fallbacks 0, errors 0); non-ok so far 0; 36.5 runs/h; ETA 9.5 h
[38/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (966s, fallbacks 0, errors 0); non-ok so far 0; 37.3 runs/h; ETA 9.3 h
[39/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (1016s, fallbacks 0, errors 0); non-ok so far 0; 38.3 runs/h; ETA 9.0 h
[40/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (1090s, fallbacks 0, errors 0); non-ok so far 0; 38.3 runs/h; ETA 9.0 h
[41/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (1026s, fallbacks 0, errors 0); non-ok so far 0; 37.3 runs/h; ETA 9.2 h
[42/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (965s, fallbacks 0, errors 0); non-ok so far 0; 37.9 runs/h; ETA 9.0 h
[43/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (1063s, fallbacks 0, errors 0); non-ok so far 0; 38.6 runs/h; ETA 8.8 h
[44/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (873s, fallbacks 0, errors 0); non-ok so far 0; 39.3 runs/h; ETA 8.7 h
[45/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (849s, fallbacks 0, errors 0); non-ok so far 0; 37.4 runs/h; ETA 9.1 h
[46/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (708s, fallbacks 0, errors 0); non-ok so far 0; 38.0 runs/h; ETA 8.9 h
[47/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (878s, fallbacks 0, errors 0); non-ok so far 0; 37.7 runs/h; ETA 8.9 h
[48/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (904s, fallbacks 0, errors 0); non-ok so far 0; 37.8 runs/h; ETA 8.9 h
[49/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (1041s, fallbacks 0, errors 0); non-ok so far 0; 38.1 runs/h; ETA 8.8 h
[50/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (894s, fallbacks 0, errors 0); non-ok so far 0; 38.7 runs/h; ETA 8.6 h
[51/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (1022s, fallbacks 0, errors 0); non-ok so far 0; 39.4 runs/h; ETA 8.5 h
[52/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (1151s, fallbacks 0, errors 0); non-ok so far 0; 39.9 runs/h; ETA 8.3 h
[53/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (1068s, fallbacks 0, errors 0); non-ok so far 0; 40.3 runs/h; ETA 8.2 h
[54/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (838s, fallbacks 0, errors 0); non-ok so far 0; 40.5 runs/h; ETA 8.1 h
[55/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (1457s, fallbacks 0, errors 0); non-ok so far 0; 40.0 runs/h; ETA 8.2 h
[56/384] default|claude-sonnet-5__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (1412s, fallbacks 0, errors 0); non-ok so far 0; 40.7 runs/h; ETA 8.1 h
[57/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (1041s, fallbacks 0, errors 0); non-ok so far 0; 40.6 runs/h; ETA 8.1 h
[58/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (1031s, fallbacks 0, errors 0); non-ok so far 0; 41.2 runs/h; ETA 7.9 h
[59/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (850s, fallbacks 0, errors 0); non-ok so far 0; 40.9 runs/h; ETA 7.9 h
[60/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (1225s, fallbacks 0, errors 0); non-ok so far 0; 41.4 runs/h; ETA 7.8 h
[61/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3002__rep0 -> ok (582s, fallbacks 0, errors 0); non-ok so far 0; 41.9 runs/h; ETA 7.7 h
[62/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3001__rep0 -> ok (594s, fallbacks 0, errors 0); non-ok so far 0; 42.5 runs/h; ETA 7.6 h
[63/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3003__rep0 -> ok (608s, fallbacks 0, errors 0); non-ok so far 0; 42.7 runs/h; ETA 7.5 h
[64/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (957s, fallbacks 0, errors 0); non-ok so far 0; 43.3 runs/h; ETA 7.4 h
[65/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3004__rep0 -> ok (599s, fallbacks 0, errors 0); non-ok so far 0; 43.9 runs/h; ETA 7.3 h
[66/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3005__rep0 -> ok (625s, fallbacks 0, errors 0); non-ok so far 0; 43.8 runs/h; ETA 7.3 h
[67/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3006__rep0 -> ok (606s, fallbacks 0, errors 0); non-ok so far 0; 43.4 runs/h; ETA 7.3 h
[68/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3007__rep0 -> ok (668s, fallbacks 0, errors 0); non-ok so far 0; 43.5 runs/h; ETA 7.3 h
[69/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3008__rep0 -> ok (606s, fallbacks 0, errors 0); non-ok so far 0; 43.9 runs/h; ETA 7.2 h
[70/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3009__rep0 -> ok (649s, fallbacks 0, errors 0); non-ok so far 0; 44.1 runs/h; ETA 7.1 h
[71/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (1167s, fallbacks 0, errors 0); non-ok so far 0; 44.1 runs/h; ETA 7.1 h
[72/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3010__rep0 -> ok (669s, fallbacks 0, errors 0); non-ok so far 0; 44.3 runs/h; ETA 7.0 h
[73/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (1379s, fallbacks 0, errors 0); non-ok so far 0; 44.8 runs/h; ETA 6.9 h
[74/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3012__rep0 -> ok (642s, fallbacks 0, errors 0); non-ok so far 0; 45.2 runs/h; ETA 6.9 h
[75/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3013__rep0 -> ok (645s, fallbacks 0, errors 0); non-ok so far 0; 45.8 runs/h; ETA 6.7 h
[76/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3011__rep0 -> ok (690s, fallbacks 0, errors 0); non-ok so far 0; 46.3 runs/h; ETA 6.6 h
[77/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3016__rep0 -> ok (667s, fallbacks 0, errors 0); non-ok so far 0; 46.2 runs/h; ETA 6.6 h
[78/384] default|claude-sonnet-5__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (1484s, fallbacks 0, errors 0); non-ok so far 0; 46.3 runs/h; ETA 6.6 h
[79/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3015__rep0 -> ok (780s, fallbacks 0, errors 0); non-ok so far 0; 46.6 runs/h; ETA 6.5 h
[80/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (682s, fallbacks 0, errors 0); non-ok so far 0; 47.2 runs/h; ETA 6.4 h
[81/384] default|claude-sonnet-5__ISFJ__memory__flat__seed3014__rep0 -> ok (797s, fallbacks 0, errors 0); non-ok so far 0; 47.7 runs/h; ETA 6.3 h
[82/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (682s, fallbacks 0, errors 0); non-ok so far 0; 47.3 runs/h; ETA 6.4 h
[83/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (696s, fallbacks 0, errors 0); non-ok so far 0; 47.3 runs/h; ETA 6.4 h
[84/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (705s, fallbacks 0, errors 0); non-ok so far 0; 47.5 runs/h; ETA 6.3 h
[85/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (732s, fallbacks 0, errors 0); non-ok so far 0; 46.9 runs/h; ETA 6.4 h
[86/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (818s, fallbacks 0, errors 0); non-ok so far 0; 47.4 runs/h; ETA 6.3 h
[87/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (679s, fallbacks 0, errors 0); non-ok so far 0; 47.9 runs/h; ETA 6.2 h
[88/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (758s, fallbacks 0, errors 0); non-ok so far 0; 47.9 runs/h; ETA 6.2 h
[89/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (767s, fallbacks 0, errors 0); non-ok so far 0; 48.0 runs/h; ETA 6.1 h
[90/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (792s, fallbacks 0, errors 0); non-ok so far 0; 48.5 runs/h; ETA 6.1 h
[91/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (809s, fallbacks 0, errors 0); non-ok so far 0; 48.9 runs/h; ETA 6.0 h
[92/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (733s, fallbacks 0, errors 0); non-ok so far 0; 49.2 runs/h; ETA 5.9 h
[93/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (729s, fallbacks 0, errors 0); non-ok so far 0; 49.3 runs/h; ETA 5.9 h
[94/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (769s, fallbacks 0, errors 0); non-ok so far 0; 49.2 runs/h; ETA 5.9 h
[95/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (809s, fallbacks 0, errors 0); non-ok so far 0; 49.4 runs/h; ETA 5.8 h
[96/384] default|claude-sonnet-5__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (861s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 5.8 h
[97/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (736s, fallbacks 0, errors 0); non-ok so far 0; 50.0 runs/h; ETA 5.7 h
[98/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (781s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 5.8 h
[99/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (758s, fallbacks 0, errors 0); non-ok so far 0; 50.0 runs/h; ETA 5.7 h
[100/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (752s, fallbacks 0, errors 0); non-ok so far 0; 49.4 runs/h; ETA 5.7 h
[101/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (760s, fallbacks 0, errors 0); non-ok so far 0; 49.8 runs/h; ETA 5.7 h
[102/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (806s, fallbacks 0, errors 0); non-ok so far 0; 50.0 runs/h; ETA 5.6 h
[103/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (742s, fallbacks 0, errors 0); non-ok so far 0; 50.4 runs/h; ETA 5.6 h
[104/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (705s, fallbacks 0, errors 0); non-ok so far 0; 50.6 runs/h; ETA 5.5 h
[105/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (727s, fallbacks 0, errors 0); non-ok so far 0; 51.1 runs/h; ETA 5.5 h
[106/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (687s, fallbacks 0, errors 0); non-ok so far 0; 51.4 runs/h; ETA 5.4 h
[107/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (731s, fallbacks 0, errors 0); non-ok so far 0; 51.8 runs/h; ETA 5.3 h
[108/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (692s, fallbacks 0, errors 0); non-ok so far 0; 52.0 runs/h; ETA 5.3 h
[109/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (704s, fallbacks 0, errors 0); non-ok so far 0; 51.7 runs/h; ETA 5.3 h
[110/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (728s, fallbacks 0, errors 0); non-ok so far 0; 51.8 runs/h; ETA 5.3 h
[111/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (680s, fallbacks 0, errors 0); non-ok so far 0; 52.2 runs/h; ETA 5.2 h
[112/384] default|claude-sonnet-5__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (747s, fallbacks 0, errors 0); non-ok so far 0; 52.3 runs/h; ETA 5.2 h
[113/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (634s, fallbacks 0, errors 0); non-ok so far 0; 52.4 runs/h; ETA 5.2 h
[114/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (712s, fallbacks 0, errors 0); non-ok so far 0; 52.5 runs/h; ETA 5.1 h
[115/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (619s, fallbacks 0, errors 0); non-ok so far 0; 52.3 runs/h; ETA 5.1 h
[116/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (642s, fallbacks 0, errors 0); non-ok so far 0; 52.7 runs/h; ETA 5.1 h
[117/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (647s, fallbacks 0, errors 0); non-ok so far 0; 52.6 runs/h; ETA 5.1 h
[118/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (629s, fallbacks 0, errors 0); non-ok so far 0; 52.9 runs/h; ETA 5.0 h
[119/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (646s, fallbacks 0, errors 0); non-ok so far 0; 53.3 runs/h; ETA 5.0 h
[120/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (701s, fallbacks 0, errors 0); non-ok so far 0; 53.6 runs/h; ETA 4.9 h
[121/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3009__rep0 -> ok (673s, fallbacks 0, errors 0); non-ok so far 0; 53.8 runs/h; ETA 4.9 h
[122/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3010__rep0 -> ok (668s, fallbacks 0, errors 0); non-ok so far 0; 54.2 runs/h; ETA 4.8 h
[123/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3011__rep0 -> ok (688s, fallbacks 0, errors 0); non-ok so far 0; 54.2 runs/h; ETA 4.8 h
[124/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3012__rep0 -> ok (659s, fallbacks 0, errors 0); non-ok so far 0; 54.2 runs/h; ETA 4.8 h
[125/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3013__rep0 -> ok (620s, fallbacks 0, errors 0); non-ok so far 0; 54.4 runs/h; ETA 4.8 h
[126/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3016__rep0 -> ok (634s, fallbacks 0, errors 0); non-ok so far 0; 54.0 runs/h; ETA 4.8 h
[127/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3014__rep0 -> ok (759s, fallbacks 0, errors 0); non-ok so far 0; 54.3 runs/h; ETA 4.7 h
[128/384] default|claude-sonnet-5__ISFJ__memory__sustained_bull__seed3015__rep0 -> ok (739s, fallbacks 0, errors 0); non-ok so far 0; 54.5 runs/h; ETA 4.7 h
[129/384] default|claude-sonnet-5__INTJ__static__flat__seed3008__rep0 -> ok (938s, fallbacks 0, errors 0); non-ok so far 0; 51.4 runs/h; ETA 5.0 h
[130/384] default|claude-sonnet-5__INTJ__static__flat__seed3001__rep0 -> ok (1273s, fallbacks 0, errors 0); non-ok so far 0; 51.5 runs/h; ETA 4.9 h
[131/384] default|claude-sonnet-5__INTJ__static__flat__seed3002__rep0 -> ok (1199s, fallbacks 0, errors 0); non-ok so far 0; 51.7 runs/h; ETA 4.9 h
[132/384] default|claude-sonnet-5__INTJ__static__flat__seed3004__rep0 -> ok (1111s, fallbacks 0, errors 0); non-ok so far 0; 52.1 runs/h; ETA 4.8 h
[133/384] default|claude-sonnet-5__INTJ__static__flat__seed3006__rep0 -> ok (1181s, fallbacks 0, errors 0); non-ok so far 0; 51.9 runs/h; ETA 4.8 h
[134/384] default|claude-sonnet-5__INTJ__static__flat__seed3003__rep0 -> ok (1315s, fallbacks 0, errors 0); non-ok so far 0; 52.2 runs/h; ETA 4.8 h
[135/384] default|claude-sonnet-5__INTJ__static__flat__seed3007__rep0 -> ok (1282s, fallbacks 0, errors 0); non-ok so far 0; 52.1 runs/h; ETA 4.8 h
[136/384] default|claude-sonnet-5__INTJ__static__flat__seed3010__rep0 -> ok (1220s, fallbacks 0, errors 0); non-ok so far 0; 52.1 runs/h; ETA 4.8 h
[137/384] default|claude-sonnet-5__INTJ__static__flat__seed3005__rep0 -> ok (1409s, fallbacks 0, errors 0); non-ok so far 0; 52.2 runs/h; ETA 4.7 h
[138/384] default|claude-sonnet-5__INTJ__static__flat__seed3012__rep0 -> ok (1215s, fallbacks 0, errors 0); non-ok so far 0; 52.4 runs/h; ETA 4.7 h
[139/384] default|claude-sonnet-5__INTJ__static__flat__seed3009__rep0 -> ok (1437s, fallbacks 0, errors 0); non-ok so far 0; 52.5 runs/h; ETA 4.7 h
[140/384] default|claude-sonnet-5__INTJ__static__flat__seed3013__rep0 -> ok (1262s, fallbacks 0, errors 0); non-ok so far 0; 52.2 runs/h; ETA 4.7 h
[141/384] default|claude-sonnet-5__INTJ__static__flat__seed3011__rep0 -> ok (1474s, fallbacks 0, errors 0); non-ok so far 0; 52.2 runs/h; ETA 4.7 h
[142/384] default|claude-sonnet-5__INTJ__static__flat__seed3015__rep0 -> ok (1524s, fallbacks 0, errors 0); non-ok so far 0; 51.3 runs/h; ETA 4.7 h
[143/384] default|claude-sonnet-5__INTJ__static__flat__seed3014__rep0 -> ok (1663s, fallbacks 0, errors 0); non-ok so far 0; 51.1 runs/h; ETA 4.7 h
[144/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3003__rep0 -> ok (1174s, fallbacks 0, errors 0); non-ok so far 0; 50.4 runs/h; ETA 4.8 h
[145/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3002__rep0 -> ok (1198s, fallbacks 0, errors 0); non-ok so far 0; 50.6 runs/h; ETA 4.7 h
[146/384] default|claude-sonnet-5__INTJ__static__flat__seed3016__rep0 -> ok (1308s, fallbacks 0, errors 0); non-ok so far 0; 50.8 runs/h; ETA 4.7 h
[147/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3008__rep0 -> ok (992s, fallbacks 0, errors 0); non-ok so far 0; 50.7 runs/h; ETA 4.7 h
[148/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3004__rep0 -> ok (1242s, fallbacks 0, errors 0); non-ok so far 0; 50.9 runs/h; ETA 4.6 h
[149/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3001__rep0 -> ok (1394s, fallbacks 0, errors 0); non-ok so far 0; 51.2 runs/h; ETA 4.6 h
[150/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3006__rep0 -> ok (1218s, fallbacks 0, errors 0); non-ok so far 0; 51.2 runs/h; ETA 4.6 h
[151/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3007__rep0 -> ok (1275s, fallbacks 0, errors 0); non-ok so far 0; 51.0 runs/h; ETA 4.6 h
[152/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3005__rep0 -> ok (1435s, fallbacks 0, errors 0); non-ok so far 0; 51.3 runs/h; ETA 4.5 h
[153/384] default|claude-sonnet-5__INTJ__static__bull_trap__seed3010__rep0 -> ok (1252s, fallbacks 0, errors 0); non-ok so far 0; 51.0 runs/h; ETA 4.5 h
