[manifest_openrouter_deepseek] openrouter/deepseek/deepseek-v4-flash|default: 96 runs in the manifest, 0 done, 96 pending, 0 abandoned after 3 non-ok attempts; 13 workers; started 2026-09-12T11:15:50Z
[46/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__sustained_bull__seed3002__rep0 -> ok (1230s, fallbacks 0, errors 0); non-ok so far 0; 35.7 runs/h; ETA 1.4 h
[47/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__sustained_bull__seed3004__rep0 -> ok (1184s, fallbacks 0, errors 0); non-ok so far 0; 36.4 runs/h; ETA 1.3 h
[48/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__sustained_bull__seed3003__rep0 -> ok (1196s, fallbacks 0, errors 0); non-ok so far 0; 37.2 runs/h; ETA 1.3 h
[49/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__flat__seed3003__rep0 -> ok (1364s, fallbacks 0, errors 0); non-ok so far 0; 36.2 runs/h; ETA 1.3 h
[50/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__flat__seed3002__rep0 -> ok (1449s, fallbacks 0, errors 0); non-ok so far 0; 36.3 runs/h; ETA 1.3 h
[51/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__flat__seed3001__rep0 -> ok (1474s, fallbacks 0, errors 0); non-ok so far 0; 36.9 runs/h; ETA 1.2 h
[52/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__flat__seed3004__rep0 -> ok (1565s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 1.2 h
[53/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__bull_trap__seed3001__rep0 -> ok (1501s, fallbacks 0, errors 0); non-ok so far 0; 33.5 runs/h; ETA 1.3 h
[54/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__bull_trap__seed3003__rep0 -> ok (1458s, fallbacks 0, errors 0); non-ok so far 0; 33.6 runs/h; ETA 1.2 h
[55/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__bull_trap__seed3004__rep0 -> ok (1534s, fallbacks 0, errors 0); non-ok so far 0; 33.8 runs/h; ETA 1.2 h
[56/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__bull_trap__seed3002__rep0 -> ok (1567s, fallbacks 0, errors 0); non-ok so far 0; 34.3 runs/h; ETA 1.2 h
[57/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__crash_d0.7__seed3001__rep0 -> ok (1607s, fallbacks 0, errors 0); non-ok so far 0; 34.0 runs/h; ETA 1.1 h
[58/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__crash_d0.7__seed3002__rep0 -> ok (1562s, fallbacks 0, errors 0); non-ok so far 0; 34.5 runs/h; ETA 1.1 h
[59/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__crash_d0.7__seed3003__rep0 -> ok (1478s, fallbacks 0, errors 0); non-ok so far 0; 34.8 runs/h; ETA 1.1 h
[60/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__sustained_bull__seed3001__rep0 -> ok (1549s, fallbacks 0, errors 0); non-ok so far 0; 34.9 runs/h; ETA 1.0 h
[61/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__crash_d0.7__seed3004__rep0 -> ok (1580s, fallbacks 0, errors 0); non-ok so far 0; 35.3 runs/h; ETA 1.0 h
[62/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__flat__seed3001__rep0 -> ok (1271s, fallbacks 0, errors 0); non-ok so far 0; 35.1 runs/h; ETA 1.0 h
[63/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__sustained_bull__seed3003__rep0 -> ok (1435s, fallbacks 0, errors 0); non-ok so far 0; 35.5 runs/h; ETA 0.9 h
[64/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__sustained_bull__seed3002__rep0 -> ok (1536s, fallbacks 0, errors 0); non-ok so far 0; 35.9 runs/h; ETA 0.9 h
[65/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__memory__sustained_bull__seed3004__rep0 -> ok (1538s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 0.9 h
[66/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__flat__seed3002__rep0 -> ok (1293s, fallbacks 0, errors 0); non-ok so far 0; 34.0 runs/h; ETA 0.9 h
[67/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__flat__seed3003__rep0 -> ok (1315s, fallbacks 0, errors 0); non-ok so far 0; 34.0 runs/h; ETA 0.9 h
[68/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__flat__seed3004__rep0 -> ok (1264s, fallbacks 0, errors 0); non-ok so far 0; 34.4 runs/h; ETA 0.8 h
[69/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__bull_trap__seed3001__rep0 -> ok (1247s, fallbacks 0, errors 0); non-ok so far 0; 34.8 runs/h; ETA 0.8 h
[70/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__bull_trap__seed3003__rep0 -> ok (1208s, fallbacks 0, errors 0); non-ok so far 0; 34.7 runs/h; ETA 0.7 h
[71/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__bull_trap__seed3002__rep0 -> ok (1244s, fallbacks 0, errors 0); non-ok so far 0; 35.1 runs/h; ETA 0.7 h
[72/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__bull_trap__seed3004__rep0 -> ok (1260s, fallbacks 0, errors 0); non-ok so far 0; 35.2 runs/h; ETA 0.7 h
[73/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__crash_d0.7__seed3001__rep0 -> ok (1325s, fallbacks 0, errors 0); non-ok so far 0; 34.9 runs/h; ETA 0.7 h
[74/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__crash_d0.7__seed3002__rep0 -> ok (1358s, fallbacks 0, errors 0); non-ok so far 0; 35.1 runs/h; ETA 0.6 h
[75/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__crash_d0.7__seed3003__rep0 -> ok (1235s, fallbacks 0, errors 0); non-ok so far 0; 35.5 runs/h; ETA 0.6 h
[76/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__sustained_bull__seed3001__rep0 -> ok (1243s, fallbacks 0, errors 0); non-ok so far 0; 35.7 runs/h; ETA 0.6 h
[77/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__sustained_bull__seed3002__rep0 -> ok (1176s, fallbacks 0, errors 0); non-ok so far 0; 36.1 runs/h; ETA 0.5 h
[78/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__crash_d0.7__seed3004__rep0 -> ok (1293s, fallbacks 0, errors 0); non-ok so far 0; 36.5 runs/h; ETA 0.5 h
[79/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__flat__seed3002__rep0 -> ok (1038s, fallbacks 0, errors 0); non-ok so far 0; 34.8 runs/h; ETA 0.5 h
[80/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__flat__seed3001__rep0 -> ok (1084s, fallbacks 0, errors 0); non-ok so far 0; 35.1 runs/h; ETA 0.5 h
[81/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__sustained_bull__seed3003__rep0 -> ok (1222s, fallbacks 0, errors 0); non-ok so far 0; 35.5 runs/h; ETA 0.4 h
[82/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__static__sustained_bull__seed3004__rep0 -> ok (1216s, fallbacks 0, errors 0); non-ok so far 0; 35.5 runs/h; ETA 0.4 h
[83/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__flat__seed3003__rep0 -> ok (1070s, fallbacks 0, errors 0); non-ok so far 0; 35.8 runs/h; ETA 0.4 h
[84/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__bull_trap__seed3001__rep0 -> ok (985s, fallbacks 0, errors 0); non-ok so far 0; 36.2 runs/h; ETA 0.3 h
[85/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__flat__seed3004__rep0 -> ok (1122s, fallbacks 0, errors 0); non-ok so far 0; 36.4 runs/h; ETA 0.3 h
[86/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__bull_trap__seed3003__rep0 -> ok (955s, fallbacks 0, errors 0); non-ok so far 0; 36.3 runs/h; ETA 0.3 h
[87/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__bull_trap__seed3002__rep0 -> ok (1019s, fallbacks 0, errors 0); non-ok so far 0; 36.7 runs/h; ETA 0.2 h
[88/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__bull_trap__seed3004__rep0 -> ok (977s, fallbacks 0, errors 0); non-ok so far 0; 36.9 runs/h; ETA 0.2 h
[89/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__crash_d0.7__seed3003__rep0 -> ok (1013s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 0.2 h
[90/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__crash_d0.7__seed3001__rep0 -> ok (1112s, fallbacks 0, errors 0); non-ok so far 0; 37.0 runs/h; ETA 0.2 h
[91/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__crash_d0.7__seed3002__rep0 -> ok (1128s, fallbacks 0, errors 0); non-ok so far 0; 37.2 runs/h; ETA 0.1 h
[92/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__sustained_bull__seed3001__rep0 -> ok (980s, fallbacks 0, errors 0); non-ok so far 0; 36.1 runs/h; ETA 0.1 h
[93/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__crash_d0.7__seed3004__rep0 -> ok (1098s, fallbacks 0, errors 0); non-ok so far 0; 36.1 runs/h; ETA 0.1 h
[94/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__sustained_bull__seed3002__rep0 -> ok (1114s, fallbacks 0, errors 0); non-ok so far 0; 36.3 runs/h; ETA 0.1 h
[95/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__sustained_bull__seed3003__rep0 -> ok (1049s, fallbacks 0, errors 0); non-ok so far 0; 36.5 runs/h; ETA 0.0 h
[96/96] default|openrouter_deepseek_deepseek-v4-flash__ENTJ__memory__sustained_bull__seed3004__rep0 -> ok (1126s, fallbacks 0, errors 0); non-ok so far 0; 36.5 runs/h; ETA 0.0 h
