[e9_2_pilot] gpt-5-nano|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:21Z
[16/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3009__rep0 -> ok (3562s, fallbacks 0, errors 0); non-ok so far 0; 7.1 runs/h; ETA 52.0 h
[17/384] default|gpt-5-nano__ISFJ__static__flat__seed3016__rep0 -> ok (4173s, fallbacks 0, errors 0); non-ok so far 0; 7.5 runs/h; ETA 49.1 h
[18/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3011__rep0 -> ok (3570s, fallbacks 0, errors 0); non-ok so far 0; 7.9 runs/h; ETA 46.3 h
[19/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3005__rep0 -> ok (3847s, fallbacks 0, errors 0); non-ok so far 0; 8.3 runs/h; ETA 43.8 h
[20/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3001__rep0 -> ok (4057s, fallbacks 0, errors 0); non-ok so far 0; 8.7 runs/h; ETA 41.7 h
[21/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3002__rep0 -> ok (4092s, fallbacks 0, errors 0); non-ok so far 0; 9.0 runs/h; ETA 40.2 h
[22/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3003__rep0 -> ok (4084s, fallbacks 0, errors 0); non-ok so far 0; 9.5 runs/h; ETA 38.3 h
[23/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3007__rep0 -> ok (4001s, fallbacks 0, errors 0); non-ok so far 0; 9.8 runs/h; ETA 36.9 h
[24/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3004__rep0 -> ok (4202s, fallbacks 0, errors 0); non-ok so far 0; 10.1 runs/h; ETA 35.5 h
[25/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3006__rep0 -> ok (4166s, fallbacks 0, errors 0); non-ok so far 0; 10.5 runs/h; ETA 34.1 h
[26/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3008__rep0 -> ok (4167s, fallbacks 0, errors 0); non-ok so far 0; 10.8 runs/h; ETA 33.1 h
[27/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3010__rep0 -> ok (4223s, fallbacks 0, errors 0); non-ok so far 0; 11.0 runs/h; ETA 32.4 h
[28/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3012__rep0 -> ok (3850s, fallbacks 0, errors 0); non-ok so far 0; 11.4 runs/h; ETA 31.3 h
[29/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3013__rep0 -> ok (3806s, fallbacks 0, errors 0); non-ok so far 0; 11.8 runs/h; ETA 30.2 h
[30/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3014__rep0 -> ok (3732s, fallbacks 0, errors 0); non-ok so far 0; 12.2 runs/h; ETA 29.1 h
[31/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (3140s, fallbacks 0, errors 0); non-ok so far 0; 9.8 runs/h; ETA 35.9 h
[32/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (3263s, fallbacks 0, errors 0); non-ok so far 0; 10.0 runs/h; ETA 35.2 h
[33/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3015__rep0 -> ok (3517s, fallbacks 0, errors 0); non-ok so far 0; 10.2 runs/h; ETA 34.5 h
[34/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (3030s, fallbacks 0, errors 0); non-ok so far 0; 10.5 runs/h; ETA 33.4 h
[35/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (3052s, fallbacks 0, errors 0); non-ok so far 0; 10.6 runs/h; ETA 33.0 h
[36/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (3739s, fallbacks 0, errors 0); non-ok so far 0; 10.8 runs/h; ETA 32.1 h
[37/384] default|gpt-5-nano__ISFJ__static__bull_trap__seed3016__rep0 -> ok (3829s, fallbacks 0, errors 0); non-ok so far 0; 11.1 runs/h; ETA 31.3 h
[38/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (3337s, fallbacks 0, errors 0); non-ok so far 0; 11.2 runs/h; ETA 30.8 h
[39/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (3756s, fallbacks 0, errors 0); non-ok so far 0; 11.5 runs/h; ETA 30.0 h
[40/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (3929s, fallbacks 0, errors 0); non-ok so far 0; 11.7 runs/h; ETA 29.4 h
[41/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (3475s, fallbacks 0, errors 0); non-ok so far 0; 12.0 runs/h; ETA 28.6 h
[42/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (3934s, fallbacks 0, errors 0); non-ok so far 0; 12.3 runs/h; ETA 27.8 h
[43/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (3867s, fallbacks 0, errors 0); non-ok so far 0; 12.5 runs/h; ETA 27.3 h
[44/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (3689s, fallbacks 0, errors 0); non-ok so far 0; 12.6 runs/h; ETA 27.0 h
[45/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (4027s, fallbacks 0, errors 0); non-ok so far 0; 12.9 runs/h; ETA 26.3 h
[46/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (3435s, fallbacks 0, errors 0); non-ok so far 0; 11.2 runs/h; ETA 30.2 h
[47/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (3435s, fallbacks 0, errors 0); non-ok so far 0; 11.3 runs/h; ETA 29.8 h
[48/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (3808s, fallbacks 0, errors 0); non-ok so far 0; 11.2 runs/h; ETA 30.1 h
[49/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (3804s, fallbacks 0, errors 0); non-ok so far 0; 11.2 runs/h; ETA 29.9 h
[50/384] default|gpt-5-nano__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (4105s, fallbacks 0, errors 0); non-ok so far 0; 11.4 runs/h; ETA 29.3 h
[51/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (3512s, fallbacks 0, errors 0); non-ok so far 0; 11.6 runs/h; ETA 28.7 h
[52/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (3384s, fallbacks 0, errors 0); non-ok so far 0; 11.7 runs/h; ETA 28.3 h
[53/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (3755s, fallbacks 0, errors 0); non-ok so far 0; 12.0 runs/h; ETA 27.7 h
[54/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (3830s, fallbacks 0, errors 0); non-ok so far 0; 12.1 runs/h; ETA 27.3 h
[55/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (4162s, fallbacks 0, errors 0); non-ok so far 0; 12.3 runs/h; ETA 26.7 h
[56/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (3814s, fallbacks 0, errors 0); non-ok so far 0; 12.5 runs/h; ETA 26.2 h
[57/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (3738s, fallbacks 0, errors 0); non-ok so far 0; 12.7 runs/h; ETA 25.7 h
[58/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (4187s, fallbacks 0, errors 0); non-ok so far 0; 12.9 runs/h; ETA 25.3 h
[59/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (4021s, fallbacks 0, errors 0); non-ok so far 0; 13.0 runs/h; ETA 25.0 h
[60/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (3936s, fallbacks 0, errors 0); non-ok so far 0; 13.1 runs/h; ETA 24.8 h
[61/384] default|gpt-5-nano__ISFJ__memory__flat__seed3001__rep0 -> ok (2504s, fallbacks 0, errors 0); non-ok so far 0; 12.0 runs/h; ETA 26.9 h
[62/384] default|gpt-5-nano__ISFJ__memory__flat__seed3003__rep0 -> ok (2400s, fallbacks 0, errors 0); non-ok so far 0; 12.2 runs/h; ETA 26.5 h
[63/384] default|gpt-5-nano__ISFJ__memory__flat__seed3002__rep0 -> ok (2603s, fallbacks 0, errors 0); non-ok so far 0; 12.3 runs/h; ETA 26.1 h
[64/384] default|gpt-5-nano__ISFJ__memory__flat__seed3005__rep0 -> ok (2385s, fallbacks 0, errors 0); non-ok so far 0; 12.5 runs/h; ETA 25.6 h
[65/384] default|gpt-5-nano__ISFJ__memory__flat__seed3009__rep0 -> ok (2233s, fallbacks 0, errors 0); non-ok so far 0; 12.7 runs/h; ETA 25.1 h
[66/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (3678s, fallbacks 0, errors 0); non-ok so far 0; 12.9 runs/h; ETA 24.7 h
[67/384] default|gpt-5-nano__ISFJ__memory__flat__seed3006__rep0 -> ok (2450s, fallbacks 0, errors 0); non-ok so far 0; 13.0 runs/h; ETA 24.4 h
[68/384] default|gpt-5-nano__ISFJ__memory__flat__seed3004__rep0 -> ok (2593s, fallbacks 0, errors 0); non-ok so far 0; 13.2 runs/h; ETA 23.9 h
[69/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (3773s, fallbacks 0, errors 0); non-ok so far 0; 13.3 runs/h; ETA 23.7 h
[70/384] default|gpt-5-nano__ISFJ__memory__flat__seed3008__rep0 -> ok (2651s, fallbacks 0, errors 0); non-ok so far 0; 13.4 runs/h; ETA 23.4 h
[71/384] default|gpt-5-nano__ISFJ__memory__flat__seed3010__rep0 -> ok (2566s, fallbacks 0, errors 0); non-ok so far 0; 13.5 runs/h; ETA 23.1 h
[72/384] default|gpt-5-nano__ISFJ__memory__flat__seed3011__rep0 -> ok (2405s, fallbacks 0, errors 0); non-ok so far 0; 13.7 runs/h; ETA 22.8 h
[73/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (3731s, fallbacks 0, errors 0); non-ok so far 0; 13.7 runs/h; ETA 22.7 h
[74/384] default|gpt-5-nano__ISFJ__memory__flat__seed3007__rep0 -> ok (3278s, fallbacks 0, errors 0); non-ok so far 0; 13.7 runs/h; ETA 22.6 h
[75/384] default|gpt-5-nano__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (3836s, fallbacks 0, errors 0); non-ok so far 0; 13.8 runs/h; ETA 22.4 h
[76/384] default|gpt-5-nano__ISFJ__memory__flat__seed3012__rep0 -> ok (2228s, fallbacks 0, errors 0); non-ok so far 0; 13.3 runs/h; ETA 23.1 h
[77/384] default|gpt-5-nano__ISFJ__memory__flat__seed3013__rep0 -> ok (2235s, fallbacks 0, errors 0); non-ok so far 0; 13.5 runs/h; ETA 22.8 h
[78/384] default|gpt-5-nano__ISFJ__memory__flat__seed3015__rep0 -> ok (2225s, fallbacks 0, errors 0); non-ok so far 0; 13.6 runs/h; ETA 22.5 h
[79/384] default|gpt-5-nano__ISFJ__memory__flat__seed3014__rep0 -> ok (2290s, fallbacks 0, errors 0); non-ok so far 0; 13.7 runs/h; ETA 22.2 h
[80/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (2339s, fallbacks 0, errors 0); non-ok so far 0; 13.8 runs/h; ETA 22.0 h
[81/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (2428s, fallbacks 0, errors 0); non-ok so far 0; 14.0 runs/h; ETA 21.7 h
[82/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (2337s, fallbacks 0, errors 0); non-ok so far 0; 14.0 runs/h; ETA 21.6 h
[83/384] default|gpt-5-nano__ISFJ__memory__flat__seed3016__rep0 -> ok (2719s, fallbacks 0, errors 0); non-ok so far 0; 14.1 runs/h; ETA 21.3 h
[84/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (2250s, fallbacks 0, errors 0); non-ok so far 0; 14.3 runs/h; ETA 21.0 h
[85/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (2652s, fallbacks 0, errors 0); non-ok so far 0; 14.4 runs/h; ETA 20.7 h
[86/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (2685s, fallbacks 0, errors 0); non-ok so far 0; 14.5 runs/h; ETA 20.6 h
[87/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (2196s, fallbacks 0, errors 0); non-ok so far 0; 14.5 runs/h; ETA 20.5 h
[88/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (2708s, fallbacks 0, errors 0); non-ok so far 0; 14.7 runs/h; ETA 20.2 h
[89/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (2407s, fallbacks 0, errors 0); non-ok so far 0; 14.8 runs/h; ETA 19.9 h
[90/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (2747s, fallbacks 0, errors 0); non-ok so far 0; 14.5 runs/h; ETA 20.3 h
[91/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (2219s, fallbacks 0, errors 0); non-ok so far 0; 14.4 runs/h; ETA 20.3 h
[92/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (2170s, fallbacks 0, errors 0); non-ok so far 0; 14.6 runs/h; ETA 20.1 h
[93/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (2334s, fallbacks 0, errors 0); non-ok so far 0; 14.5 runs/h; ETA 20.0 h
[94/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (2528s, fallbacks 0, errors 0); non-ok so far 0; 14.6 runs/h; ETA 19.9 h
[95/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (2255s, fallbacks 0, errors 0); non-ok so far 0; 14.6 runs/h; ETA 19.8 h
[96/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (2512s, fallbacks 0, errors 0); non-ok so far 0; 14.8 runs/h; ETA 19.5 h
[97/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (2305s, fallbacks 0, errors 0); non-ok so far 0; 14.9 runs/h; ETA 19.3 h
[98/384] default|gpt-5-nano__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (2664s, fallbacks 0, errors 0); non-ok so far 0; 15.0 runs/h; ETA 19.1 h
[99/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (2208s, fallbacks 0, errors 0); non-ok so far 0; 15.0 runs/h; ETA 19.0 h
[100/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (2626s, fallbacks 0, errors 0); non-ok so far 0; 15.1 runs/h; ETA 18.8 h
[101/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (2441s, fallbacks 0, errors 0); non-ok so far 0; 15.2 runs/h; ETA 18.6 h
[102/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (2447s, fallbacks 0, errors 0); non-ok so far 0; 15.3 runs/h; ETA 18.5 h
[103/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (3079s, fallbacks 0, errors 0); non-ok so far 0; 15.3 runs/h; ETA 18.4 h
[104/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (2737s, fallbacks 0, errors 0); non-ok so far 0; 15.4 runs/h; ETA 18.2 h
[105/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (2141s, fallbacks 0, errors 0); non-ok so far 0; 15.2 runs/h; ETA 18.4 h
[106/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (2208s, fallbacks 0, errors 0); non-ok so far 0; 15.3 runs/h; ETA 18.2 h
[107/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (2112s, fallbacks 0, errors 0); non-ok so far 0; 15.3 runs/h; ETA 18.1 h
[108/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (2829s, fallbacks 0, errors 0); non-ok so far 0; 15.4 runs/h; ETA 17.9 h
[109/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (2035s, fallbacks 0, errors 0); non-ok so far 0; 15.6 runs/h; ETA 17.7 h
[110/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (1991s, fallbacks 0, errors 0); non-ok so far 0; 15.6 runs/h; ETA 17.6 h
[111/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (2101s, fallbacks 0, errors 0); non-ok so far 0; 15.6 runs/h; ETA 17.5 h
[112/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (2260s, fallbacks 0, errors 0); non-ok so far 0; 15.7 runs/h; ETA 17.3 h
[113/384] default|gpt-5-nano__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (2440s, fallbacks 0, errors 0); non-ok so far 0; 15.7 runs/h; ETA 17.3 h
[114/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (1946s, fallbacks 0, errors 0); non-ok so far 0; 15.8 runs/h; ETA 17.1 h
[115/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (2198s, fallbacks 0, errors 0); non-ok so far 0; 15.9 runs/h; ETA 16.9 h
[116/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (2251s, fallbacks 0, errors 0); non-ok so far 0; 16.0 runs/h; ETA 16.7 h
[117/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (2554s, fallbacks 0, errors 0); non-ok so far 0; 16.0 runs/h; ETA 16.7 h
[118/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (2012s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 16.5 h
[119/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (2234s, fallbacks 0, errors 0); non-ok so far 0; 16.2 runs/h; ETA 16.4 h
[120/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3009__rep0 -> ok (1885s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 16.4 h
[121/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3011__rep0 -> ok (1811s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 16.3 h
[122/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3012__rep0 -> ok (1810s, fallbacks 0, errors 0); non-ok so far 0; 16.2 runs/h; ETA 16.1 h
[123/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (2163s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 15.9 h
[124/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3013__rep0 -> ok (1967s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 15.9 h
[125/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3010__rep0 -> ok (2216s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 15.8 h
[126/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3015__rep0 -> ok (1903s, fallbacks 0, errors 0); non-ok so far 0; 16.5 runs/h; ETA 15.7 h
[127/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3014__rep0 -> ok (1913s, fallbacks 0, errors 0); non-ok so far 0; 16.6 runs/h; ETA 15.5 h
[128/384] default|gpt-5-nano__ISFJ__memory__sustained_bull__seed3016__rep0 -> ok (2278s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 15.7 h
[129/384] default|gpt-5-nano__INTJ__static__flat__seed3003__rep0 -> ok (2820s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 15.9 h
[130/384] default|gpt-5-nano__INTJ__static__flat__seed3002__rep0 -> ok (3044s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 15.8 h
[131/384] default|gpt-5-nano__INTJ__static__flat__seed3001__rep0 -> ok (3136s, fallbacks 0, errors 0); non-ok so far 0; 16.2 runs/h; ETA 15.6 h
[132/384] default|gpt-5-nano__INTJ__static__flat__seed3006__rep0 -> ok (2807s, fallbacks 0, errors 0); non-ok so far 0; 16.2 runs/h; ETA 15.5 h
[133/384] default|gpt-5-nano__INTJ__static__flat__seed3004__rep0 -> ok (3062s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 15.4 h
[134/384] default|gpt-5-nano__INTJ__static__flat__seed3005__rep0 -> ok (3185s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 15.3 h
[135/384] default|gpt-5-nano__INTJ__static__flat__seed3010__rep0 -> ok (2702s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 15.2 h
[136/384] default|gpt-5-nano__INTJ__static__flat__seed3009__rep0 -> ok (2838s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 15.1 h
[137/384] default|gpt-5-nano__INTJ__static__flat__seed3007__rep0 -> ok (3243s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 15.1 h
[138/384] default|gpt-5-nano__INTJ__static__flat__seed3008__rep0 -> ok (3244s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 15.0 h
[139/384] default|gpt-5-nano__INTJ__static__flat__seed3011__rep0 -> ok (3076s, fallbacks 0, errors 0); non-ok so far 0; 16.5 runs/h; ETA 14.9 h
[140/384] default|gpt-5-nano__INTJ__static__flat__seed3013__rep0 -> ok (2875s, fallbacks 0, errors 0); non-ok so far 0; 16.6 runs/h; ETA 14.7 h
[141/384] default|gpt-5-nano__INTJ__static__flat__seed3012__rep0 -> ok (3249s, fallbacks 0, errors 0); non-ok so far 0; 16.6 runs/h; ETA 14.7 h
[142/384] default|gpt-5-nano__INTJ__static__flat__seed3014__rep0 -> ok (3100s, fallbacks 0, errors 0); non-ok so far 0; 16.7 runs/h; ETA 14.5 h
[143/384] default|gpt-5-nano__INTJ__static__flat__seed3015__rep0 -> ok (3133s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 14.7 h
[144/384] default|gpt-5-nano__INTJ__static__flat__seed3016__rep0 -> ok (2984s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 14.8 h
[145/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3002__rep0 -> ok (3044s, fallbacks 0, errors 0); non-ok so far 0; 16.2 runs/h; ETA 14.7 h
[146/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3003__rep0 -> ok (2986s, fallbacks 0, errors 0); non-ok so far 0; 16.3 runs/h; ETA 14.6 h
[147/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3001__rep0 -> ok (3262s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 14.5 h
[148/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3004__rep0 -> ok (3002s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 14.4 h
[149/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3006__rep0 -> ok (2958s, fallbacks 0, errors 0); non-ok so far 0; 16.4 runs/h; ETA 14.3 h
[150/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3005__rep0 -> ok (3201s, fallbacks 0, errors 0); non-ok so far 0; 16.5 runs/h; ETA 14.2 h
[151/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3008__rep0 -> ok (2969s, fallbacks 0, errors 0); non-ok so far 0; 16.5 runs/h; ETA 14.2 h
[152/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3007__rep0 -> ok (3247s, fallbacks 0, errors 0); non-ok so far 0; 16.5 runs/h; ETA 14.0 h
[153/384] default|gpt-5-nano__INTJ__static__bull_trap__seed3010__rep0 -> ok (2819s, fallbacks 0, errors 0); non-ok so far 0; 16.6 runs/h; ETA 13.9 h
