[e9_2_pilot] gpt-5.5|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:16Z
[29/384] default|gpt-5.5__ISFJ__static__bull_trap__seed3010__rep0 -> ok (1022s, fallbacks 0, errors 0); non-ok so far 0; 36.6 runs/h; ETA 9.7 h
[30/384] default|gpt-5.5__ISFJ__static__bull_trap__seed3014__rep0 -> ok (994s, fallbacks 0, errors 0); non-ok so far 0; 37.1 runs/h; ETA 9.6 h
[31/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (901s, fallbacks 0, errors 0); non-ok so far 0; 30.6 runs/h; ETA 11.5 h
[32/384] default|gpt-5.5__ISFJ__static__bull_trap__seed3015__rep0 -> ok (1009s, fallbacks 0, errors 0); non-ok so far 0; 31.6 runs/h; ETA 11.1 h
[33/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (839s, fallbacks 0, errors 0); non-ok so far 0; 32.5 runs/h; ETA 10.8 h
[34/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (947s, fallbacks 0, errors 0); non-ok so far 0; 33.4 runs/h; ETA 10.5 h
[35/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (895s, fallbacks 0, errors 0); non-ok so far 0; 33.8 runs/h; ETA 10.3 h
[36/384] default|gpt-5.5__ISFJ__static__bull_trap__seed3016__rep0 -> ok (1087s, fallbacks 0, errors 0); non-ok so far 0; 34.3 runs/h; ETA 10.1 h
[37/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (956s, fallbacks 0, errors 0); non-ok so far 0; 35.2 runs/h; ETA 9.9 h
[38/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (1082s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 9.6 h
[39/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (1026s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 9.4 h
[40/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (920s, fallbacks 0, errors 0); non-ok so far 0; 37.6 runs/h; ETA 9.2 h
[41/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (1061s, fallbacks 0, errors 0); non-ok so far 0; 38.4 runs/h; ETA 8.9 h
[42/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (1069s, fallbacks 0, errors 0); non-ok so far 0; 39.2 runs/h; ETA 8.7 h
[43/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (1051s, fallbacks 0, errors 0); non-ok so far 0; 40.1 runs/h; ETA 8.5 h
[44/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (1016s, fallbacks 0, errors 0); non-ok so far 0; 41.0 runs/h; ETA 8.3 h
[45/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (1065s, fallbacks 0, errors 0); non-ok so far 0; 41.8 runs/h; ETA 8.1 h
[46/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (953s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 9.4 h
[47/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (1000s, fallbacks 0, errors 0); non-ok so far 0; 36.3 runs/h; ETA 9.3 h
[48/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (1017s, fallbacks 0, errors 0); non-ok so far 0; 37.0 runs/h; ETA 9.1 h
[49/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (944s, fallbacks 0, errors 0); non-ok so far 0; 37.4 runs/h; ETA 9.0 h
[50/384] default|gpt-5.5__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (1082s, fallbacks 0, errors 0); non-ok so far 0; 38.0 runs/h; ETA 8.8 h
[51/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (880s, fallbacks 0, errors 0); non-ok so far 0; 38.7 runs/h; ETA 8.6 h
[52/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (887s, fallbacks 0, errors 0); non-ok so far 0; 39.5 runs/h; ETA 8.4 h
[53/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (950s, fallbacks 0, errors 0); non-ok so far 0; 40.1 runs/h; ETA 8.2 h
[54/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (1030s, fallbacks 0, errors 0); non-ok so far 0; 40.9 runs/h; ETA 8.1 h
[55/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (977s, fallbacks 0, errors 0); non-ok so far 0; 41.3 runs/h; ETA 8.0 h
[56/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (964s, fallbacks 0, errors 0); non-ok so far 0; 42.0 runs/h; ETA 7.8 h
[57/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (934s, fallbacks 0, errors 0); non-ok so far 0; 42.7 runs/h; ETA 7.7 h
[58/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (1041s, fallbacks 0, errors 0); non-ok so far 0; 43.3 runs/h; ETA 7.5 h
[59/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (962s, fallbacks 0, errors 0); non-ok so far 0; 44.0 runs/h; ETA 7.4 h
[60/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (984s, fallbacks 0, errors 0); non-ok so far 0; 44.7 runs/h; ETA 7.2 h
[61/384] default|gpt-5.5__ISFJ__memory__flat__seed3003__rep0 -> ok (783s, fallbacks 0, errors 0); non-ok so far 0; 39.7 runs/h; ETA 8.1 h
[62/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (944s, fallbacks 0, errors 0); non-ok so far 0; 40.3 runs/h; ETA 8.0 h
[63/384] default|gpt-5.5__ISFJ__memory__flat__seed3001__rep0 -> ok (832s, fallbacks 0, errors 0); non-ok so far 0; 40.7 runs/h; ETA 7.9 h
[64/384] default|gpt-5.5__ISFJ__memory__flat__seed3009__rep0 -> ok (752s, fallbacks 0, errors 0); non-ok so far 0; 41.3 runs/h; ETA 7.7 h
[65/384] default|gpt-5.5__ISFJ__memory__flat__seed3011__rep0 -> ok (749s, fallbacks 0, errors 0); non-ok so far 0; 42.0 runs/h; ETA 7.6 h
[66/384] default|gpt-5.5__ISFJ__memory__flat__seed3005__rep0 -> ok (871s, fallbacks 0, errors 0); non-ok so far 0; 42.2 runs/h; ETA 7.5 h
[67/384] default|gpt-5.5__ISFJ__memory__flat__seed3002__rep0 -> ok (922s, fallbacks 0, errors 0); non-ok so far 0; 42.6 runs/h; ETA 7.4 h
[68/384] default|gpt-5.5__ISFJ__memory__flat__seed3007__rep0 -> ok (870s, fallbacks 0, errors 0); non-ok so far 0; 43.2 runs/h; ETA 7.3 h
[69/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3014__rep0 -> ok (1021s, fallbacks 0, errors 0); non-ok so far 0; 43.7 runs/h; ETA 7.2 h
[70/384] default|gpt-5.5__ISFJ__memory__flat__seed3008__rep0 -> ok (884s, fallbacks 0, errors 0); non-ok so far 0; 44.3 runs/h; ETA 7.1 h
[71/384] default|gpt-5.5__ISFJ__memory__flat__seed3006__rep0 -> ok (901s, fallbacks 0, errors 0); non-ok so far 0; 44.9 runs/h; ETA 7.0 h
[72/384] default|gpt-5.5__ISFJ__memory__flat__seed3004__rep0 -> ok (981s, fallbacks 0, errors 0); non-ok so far 0; 45.2 runs/h; ETA 6.9 h
[73/384] default|gpt-5.5__ISFJ__memory__flat__seed3010__rep0 -> ok (909s, fallbacks 0, errors 0); non-ok so far 0; 45.8 runs/h; ETA 6.8 h
[74/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3015__rep0 -> ok (1119s, fallbacks 0, errors 0); non-ok so far 0; 46.1 runs/h; ETA 6.7 h
[75/384] default|gpt-5.5__ISFJ__static__sustained_bull__seed3016__rep0 -> ok (1105s, fallbacks 0, errors 0); non-ok so far 0; 46.3 runs/h; ETA 6.7 h
[76/384] default|gpt-5.5__ISFJ__memory__flat__seed3012__rep0 -> ok (822s, fallbacks 0, errors 0); non-ok so far 0; 43.1 runs/h; ETA 7.1 h
[77/384] default|gpt-5.5__ISFJ__memory__flat__seed3013__rep0 -> ok (853s, fallbacks 0, errors 0); non-ok so far 0; 43.4 runs/h; ETA 7.1 h
[78/384] default|gpt-5.5__ISFJ__memory__flat__seed3014__rep0 -> ok (909s, fallbacks 0, errors 0); non-ok so far 0; 43.3 runs/h; ETA 7.1 h
[79/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3005__rep0 -> ok (820s, fallbacks 0, errors 0); non-ok so far 0; 43.7 runs/h; ETA 7.0 h
[80/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (905s, fallbacks 0, errors 0); non-ok so far 0; 44.1 runs/h; ETA 6.9 h
[81/384] default|gpt-5.5__ISFJ__memory__flat__seed3015__rep0 -> ok (955s, fallbacks 0, errors 0); non-ok so far 0; 44.6 runs/h; ETA 6.8 h
[82/384] default|gpt-5.5__ISFJ__memory__flat__seed3016__rep0 -> ok (1022s, fallbacks 0, errors 0); non-ok so far 0; 44.7 runs/h; ETA 6.8 h
[83/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (988s, fallbacks 0, errors 0); non-ok so far 0; 44.9 runs/h; ETA 6.7 h
[84/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3007__rep0 -> ok (945s, fallbacks 0, errors 0); non-ok so far 0; 45.3 runs/h; ETA 6.6 h
[85/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (1018s, fallbacks 0, errors 0); non-ok so far 0; 45.8 runs/h; ETA 6.5 h
[86/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (1019s, fallbacks 0, errors 0); non-ok so far 0; 46.2 runs/h; ETA 6.5 h
[87/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3009__rep0 -> ok (918s, fallbacks 0, errors 0); non-ok so far 0; 46.7 runs/h; ETA 6.4 h
[88/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3006__rep0 -> ok (1029s, fallbacks 0, errors 0); non-ok so far 0; 47.1 runs/h; ETA 6.3 h
[89/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3008__rep0 -> ok (1008s, fallbacks 0, errors 0); non-ok so far 0; 47.5 runs/h; ETA 6.2 h
[90/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3010__rep0 -> ok (965s, fallbacks 0, errors 0); non-ok so far 0; 47.7 runs/h; ETA 6.2 h
[91/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3011__rep0 -> ok (825s, fallbacks 0, errors 0); non-ok so far 0; 45.6 runs/h; ETA 6.4 h
[92/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3012__rep0 -> ok (826s, fallbacks 0, errors 0); non-ok so far 0; 45.9 runs/h; ETA 6.4 h
[93/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3014__rep0 -> ok (853s, fallbacks 0, errors 0); non-ok so far 0; 45.5 runs/h; ETA 6.4 h
[94/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3013__rep0 -> ok (897s, fallbacks 0, errors 0); non-ok so far 0; 45.9 runs/h; ETA 6.3 h
[95/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (861s, fallbacks 0, errors 0); non-ok so far 0; 45.8 runs/h; ETA 6.3 h
[96/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (811s, fallbacks 0, errors 0); non-ok so far 0; 46.1 runs/h; ETA 6.2 h
[97/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3015__rep0 -> ok (990s, fallbacks 0, errors 0); non-ok so far 0; 46.4 runs/h; ETA 6.2 h
[98/384] default|gpt-5.5__ISFJ__memory__bull_trap__seed3016__rep0 -> ok (992s, fallbacks 0, errors 0); non-ok so far 0; 46.9 runs/h; ETA 6.1 h
[99/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3009__rep0 -> ok (804s, fallbacks 0, errors 0); non-ok so far 0; 46.9 runs/h; ETA 6.1 h
[100/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (949s, fallbacks 0, errors 0); non-ok so far 0; 47.3 runs/h; ETA 6.0 h
[101/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3006__rep0 -> ok (905s, fallbacks 0, errors 0); non-ok so far 0; 47.8 runs/h; ETA 5.9 h
[102/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3007__rep0 -> ok (935s, fallbacks 0, errors 0); non-ok so far 0; 47.9 runs/h; ETA 5.9 h
[103/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (979s, fallbacks 0, errors 0); non-ok so far 0; 48.4 runs/h; ETA 5.8 h
[104/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3005__rep0 -> ok (966s, fallbacks 0, errors 0); non-ok so far 0; 48.8 runs/h; ETA 5.7 h
[105/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3008__rep0 -> ok (950s, fallbacks 0, errors 0); non-ok so far 0; 49.1 runs/h; ETA 5.7 h
[106/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3011__rep0 -> ok (764s, fallbacks 0, errors 0); non-ok so far 0; 47.8 runs/h; ETA 5.8 h
[107/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3012__rep0 -> ok (772s, fallbacks 0, errors 0); non-ok so far 0; 47.3 runs/h; ETA 5.9 h
[108/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3013__rep0 -> ok (793s, fallbacks 0, errors 0); non-ok so far 0; 47.6 runs/h; ETA 5.8 h
[109/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3014__rep0 -> ok (769s, fallbacks 0, errors 0); non-ok so far 0; 47.7 runs/h; ETA 5.8 h
[110/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3010__rep0 -> ok (1055s, fallbacks 0, errors 0); non-ok so far 0; 48.1 runs/h; ETA 5.7 h
[111/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3015__rep0 -> ok (840s, fallbacks 0, errors 1); non-ok so far 0; 48.0 runs/h; ETA 5.7 h
[112/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (817s, fallbacks 0, errors 0); non-ok so far 0; 48.3 runs/h; ETA 5.6 h
[113/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (752s, fallbacks 0, errors 0); non-ok so far 0; 48.7 runs/h; ETA 5.6 h
[114/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3005__rep0 -> ok (799s, fallbacks 0, errors 0); non-ok so far 0; 48.5 runs/h; ETA 5.6 h
[115/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3007__rep0 -> ok (864s, fallbacks 0, errors 0); non-ok so far 0; 48.5 runs/h; ETA 5.5 h
[116/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3006__rep0 -> ok (906s, fallbacks 0, errors 0); non-ok so far 0; 48.7 runs/h; ETA 5.5 h
[117/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (979s, fallbacks 0, errors 0); non-ok so far 0; 49.1 runs/h; ETA 5.4 h
[118/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3008__rep0 -> ok (892s, fallbacks 0, errors 0); non-ok so far 0; 49.5 runs/h; ETA 5.4 h
[119/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (994s, fallbacks 0, errors 0); non-ok so far 0; 49.8 runs/h; ETA 5.3 h
[120/384] default|gpt-5.5__ISFJ__memory__crash_d0.7__seed3016__rep0 -> ok (1105s, fallbacks 0, errors 0); non-ok so far 0; 50.1 runs/h; ETA 5.3 h
[121/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3009__rep0 -> ok (762s, fallbacks 0, errors 0); non-ok so far 0; 49.8 runs/h; ETA 5.3 h
[122/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3011__rep0 -> ok (755s, fallbacks 0, errors 0); non-ok so far 0; 49.2 runs/h; ETA 5.3 h
[123/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3010__rep0 -> ok (854s, fallbacks 0, errors 0); non-ok so far 0; 49.2 runs/h; ETA 5.3 h
[124/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3013__rep0 -> ok (783s, fallbacks 0, errors 0); non-ok so far 0; 49.5 runs/h; ETA 5.3 h
[125/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3012__rep0 -> ok (821s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 5.2 h
[126/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3014__rep0 -> ok (792s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 5.2 h
[127/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3015__rep0 -> ok (888s, fallbacks 0, errors 0); non-ok so far 0; 49.5 runs/h; ETA 5.2 h
[128/384] default|gpt-5.5__ISFJ__memory__sustained_bull__seed3016__rep0 -> ok (942s, fallbacks 0, errors 0); non-ok so far 0; 49.5 runs/h; ETA 5.2 h
[129/384] default|gpt-5.5__INTJ__static__flat__seed3001__rep0 -> ok (1052s, fallbacks 0, errors 0); non-ok so far 0; 48.8 runs/h; ETA 5.2 h
[130/384] default|gpt-5.5__INTJ__static__flat__seed3003__rep0 -> ok (1039s, fallbacks 0, errors 0); non-ok so far 0; 48.7 runs/h; ETA 5.2 h
[131/384] default|gpt-5.5__INTJ__static__flat__seed3006__rep0 -> ok (1021s, fallbacks 0, errors 0); non-ok so far 0; 49.0 runs/h; ETA 5.2 h
[132/384] default|gpt-5.5__INTJ__static__flat__seed3002__rep0 -> ok (1101s, fallbacks 0, errors 0); non-ok so far 0; 49.3 runs/h; ETA 5.1 h
[133/384] default|gpt-5.5__INTJ__static__flat__seed3004__rep0 -> ok (1094s, fallbacks 0, errors 0); non-ok so far 0; 49.5 runs/h; ETA 5.1 h
[134/384] default|gpt-5.5__INTJ__static__flat__seed3005__rep0 -> ok (1117s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 5.0 h
[135/384] default|gpt-5.5__INTJ__static__flat__seed3007__rep0 -> ok (1138s, fallbacks 0, errors 0); non-ok so far 0; 49.8 runs/h; ETA 5.0 h
[136/384] default|gpt-5.5__INTJ__static__flat__seed3008__rep0 -> ok (1064s, fallbacks 0, errors 0); non-ok so far 0; 49.9 runs/h; ETA 5.0 h
[137/384] default|gpt-5.5__INTJ__static__flat__seed3009__rep0 -> ok (1029s, fallbacks 0, errors 0); non-ok so far 0; 49.5 runs/h; ETA 5.0 h
[138/384] default|gpt-5.5__INTJ__static__flat__seed3010__rep0 -> ok (1010s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 5.0 h
[139/384] default|gpt-5.5__INTJ__static__flat__seed3011__rep0 -> ok (1065s, fallbacks 0, errors 0); non-ok so far 0; 49.6 runs/h; ETA 4.9 h
[140/384] default|gpt-5.5__INTJ__static__flat__seed3012__rep0 -> ok (1082s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 4.9 h
[141/384] default|gpt-5.5__INTJ__static__flat__seed3013__rep0 -> ok (1029s, fallbacks 0, errors 0); non-ok so far 0; 50.0 runs/h; ETA 4.9 h
[142/384] default|gpt-5.5__INTJ__static__flat__seed3014__rep0 -> ok (1196s, fallbacks 0, errors 0); non-ok so far 0; 49.0 runs/h; ETA 4.9 h
[143/384] default|gpt-5.5__INTJ__static__flat__seed3015__rep0 -> ok (1152s, fallbacks 0, errors 0); non-ok so far 0; 49.2 runs/h; ETA 4.9 h
[144/384] default|gpt-5.5__INTJ__static__flat__seed3016__rep0 -> ok (1131s, fallbacks 0, errors 0); non-ok so far 0; 48.7 runs/h; ETA 4.9 h
[145/384] default|gpt-5.5__INTJ__static__bull_trap__seed3003__rep0 -> ok (1079s, fallbacks 0, errors 0); non-ok so far 0; 48.7 runs/h; ETA 4.9 h
[146/384] default|gpt-5.5__INTJ__static__bull_trap__seed3001__rep0 -> ok (1128s, fallbacks 0, errors 0); non-ok so far 0; 48.9 runs/h; ETA 4.9 h
[147/384] default|gpt-5.5__INTJ__static__bull_trap__seed3002__rep0 -> ok (1127s, fallbacks 0, errors 0); non-ok so far 0; 49.2 runs/h; ETA 4.8 h
[148/384] default|gpt-5.5__INTJ__static__bull_trap__seed3004__rep0 -> ok (1111s, fallbacks 0, errors 0); non-ok so far 0; 49.4 runs/h; ETA 4.8 h
[149/384] default|gpt-5.5__INTJ__static__bull_trap__seed3006__rep0 -> ok (1091s, fallbacks 0, errors 0); non-ok so far 0; 49.4 runs/h; ETA 4.8 h
[150/384] default|gpt-5.5__INTJ__static__bull_trap__seed3005__rep0 -> ok (1160s, fallbacks 0, errors 0); non-ok so far 0; 49.7 runs/h; ETA 4.7 h
[151/384] default|gpt-5.5__INTJ__static__bull_trap__seed3007__rep0 -> ok (1151s, fallbacks 0, errors 0); non-ok so far 0; 49.6 runs/h; ETA 4.7 h
[152/384] default|gpt-5.5__INTJ__static__bull_trap__seed3008__rep0 -> ok (1077s, fallbacks 0, errors 0); non-ok so far 0; 49.6 runs/h; ETA 4.7 h
[153/384] default|gpt-5.5__INTJ__static__bull_trap__seed3009__rep0 -> ok (1135s, fallbacks 0, errors 0); non-ok so far 0; 49.5 runs/h; ETA 4.7 h
[154/384] default|gpt-5.5__INTJ__static__bull_trap__seed3010__rep0 -> ok (1128s, fallbacks 0, errors 0); non-ok so far 0; 49.4 runs/h; ETA 4.7 h
[155/384] default|gpt-5.5__INTJ__static__bull_trap__seed3011__rep0 -> ok (1112s, fallbacks 0, errors 0); non-ok so far 0; 49.6 runs/h; ETA 4.6 h
[156/384] default|gpt-5.5__INTJ__static__bull_trap__seed3012__rep0 -> ok (1133s, fallbacks 0, errors 0); non-ok so far 0; 49.8 runs/h; ETA 4.6 h
