candidate,plan_six,ranked,E_O1,E_O2,E_O3,E_oracle,E_scripted,levels_not_defined,level_sigma_V__low,level_sigma_V__high,E_oracle_ci95,E_scripted_ci95,level_half_life__low,level_half_life__high,level_garch_set__low,level_garch_set__high,level_pe_dispersion__low,level_pe_dispersion__high,level_analyst_sd__low,level_analyst_sd__high,level_sentiment_loading__half,level_sentiment_loading__full,level_mu_V__low,level_mu_V__high,level_jump_rate__low,level_jump_rate__high,level_jump_sd__low,level_jump_sd__high,level_sbar__low,level_sbar__high,level_blowoff_g__low,level_blowoff_g__high,level_s_eps__low,level_s_eps__high,level_p_loss__low,level_p_loss__high,level_pe_cap__low,level_pe_cap__high,level_div_c_speed__low,level_div_c_speed__high,level_div_tau__low,level_div_tau__high,level_sent_rho__low,level_sent_rho__high,level_sent_b1__low,level_sent_b1__high,level_vol_rho_v__low,level_vol_rho_v__high,level_vol_beta_absr__low,level_vol_beta_absr__high,level_vol_sd_e__low,level_vol_sd_e__high,level_half_life_unmatched__low,level_half_life_unmatched__high,rank_oracle,rank_scripted,rank_sum,top_six_share_boot
blowoff_g,False,True,0.007010910052803885,0.009665101160701286,0.0037966396350480667,0.008338005606752585,0.0037966396350480667,{},,,"[0.0026170650436656046, 0.03129506246176222]","[0.002174200716486282, 0.005905869592666524]",,,,,,,,,,,,,,,,,,,"{'O1': 0.0064120678183476965, 'O2': 0.006757762879267714, 'O3': 0.0002994268465998947, 'sd_x': 0.08473982641106786, 'sd_r': 0.02578382114035838, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.007010910052803885, 'O2': 0.009665101160701286, 'O3': 0.0037966396350480667, 'sd_x': 0.08391150573053116, 'sd_r': 0.025424284739357744, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,20.0,0.024
s_eps,False,True,0.007014244875573687,0.004275482005577634,0.0,0.005644863440575661,0.0,{},,,"[0.005513057286455547, 0.02178165178661123]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,"{'O1': 0.007014244875573687, 'O2': 0.004275482005577634, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.006213874564779822, 'O2': 0.003901781647043533, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,,,,,,,,,,,,,15.0,14.0,29.0,0.0
p_loss,False,True,0.0,0.0,0.0,0.0,0.0,{},,,"[0.0, 0.0]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.0, 'O2': 0.0, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.0, 'O2': 0.0, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,,,,,,,,,,,21.0,15.0,36.0,0.0
pe_cap,False,True,0.0033436400338870058,0.006528150127223649,0.0,0.004935895080555327,0.0,{},,,"[0.0, 0.011965811673584034]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.0006124577710397795, 'O2': 0.0006878481942096264, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.0033436400338870058, 'O2': 0.006528150127223649, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,,,,,,,,,18.0,16.0,34.0,0.0
div_c_speed,False,True,0.06419563492754306,0.047225068837118904,0.0,0.05571035188233098,0.0,{},,,"[0.03812889500935741, 0.10117968144417278]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.06419563492754306, 'O2': 0.03615552163549017, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.018202095664969546, 'O2': 0.047225068837118904, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,,,,,,,2.0,17.0,19.0,0.004
div_tau,False,True,0.035438953048665935,0.0431971881069344,0.0,0.039318070577800165,0.0,{},,,"[0.033501337697280455, 0.09151248343477449]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.029172782809534028, 'O2': 0.0238389098855066, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.035438953048665935, 'O2': 0.0431971881069344, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,,,,,5.0,18.0,23.0,0.0
sent_rho,False,True,0.0068382965145798525,0.004255026075023463,0.0012208161611378255,0.005546661294801658,0.0012208161611378255,{},,,"[0.004563291204156588, 0.021160248229094784]","[0.0005068680413841474, 0.003578334978092777]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.0068382965145798525, 'O2': 0.004255026075023463, 'O3': 0.001162008946845073, 'sd_x': 0.0845512750817858, 'sd_r': 0.025703704586389216, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.006515311815533789, 'O2': 0.0031525107698507277, 'O3': 0.0012208161611378255, 'sd_x': 0.08456017357818815, 'sd_r': 0.02570462962342022, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,,,16.0,10.0,26.0,0.0
sent_b1,False,True,0.006219962732640697,0.004215082875857422,0.00044536996780335296,0.00521752280424906,0.00044536996780335296,{},,,"[0.0034685993248289404, 0.014546829269641971]","[0.0002669952793946742, 0.001139502038977602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.006090104337862035, 'O2': 0.004215082875857422, 'O3': 0.00034208160230201484, 'sd_x': 0.08452974361775148, 'sd_r': 0.025704107851578072, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.006219962732640697, 'O2': 0.003709377930842388, 'O3': 0.00044536996780335296, 'sd_x': 0.08456679447418679, 'sd_r': 0.025704249204077295, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,,,17.0,11.0,28.0,0.0
vol_rho_v,False,True,0.0010783674974366145,0.0009466543283229686,0.0,0.0010125109128797916,0.0,{},,,"[0.0001110714928202107, 0.0031470845387381037]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.00046818378447833564, 'O2': 0.00010051078232374707, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.0010783674974366145, 'O2': 0.0009466543283229686, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,,,20.0,19.0,39.0,0.0
vol_beta_absr,False,True,0.00140948013951471,0.001490767408364461,0.0,0.0014501237739395854,0.0,{},,,"[0.0005772793395750331, 0.0049142884592420135]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.00140948013951471, 'O2': 0.001490767408364461, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.0005533341556100546, 'O2': 0.0003346466024868966, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,,19.0,20.0,39.0,0.0
vol_sd_e,False,True,0.00662401998504165,0.008777491280314501,0.0,0.007700755632678075,0.0,{},,,"[0.002014331064179263, 0.019028665217452997]","[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.0012427691186783403, 'O2': 0.00281431622534576, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.00662401998504165, 'O2': 0.008777491280314501, 'O3': 0.0, 'sd_x': 0.0845559230892987, 'sd_r': 0.025704188845003313, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,13.0,21.0,34.0,0.0
half_life_unmatched,False,False,0.026131611448370496,0.043591577428826044,0.020259141027756056,0.03486159443859827,0.020259141027756056,{},,,"[0.031145801042724755, 0.08742860018112968]","[0.015613669515000806, 0.03847836032905249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'O1': 0.026131611448370496, 'O2': 0.043591577428826044, 'O3': 0.014124926277559603, 'sd_x': 0.07912639382214916, 'sd_r': 0.02568699007722713, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}","{'O1': 0.02592977807213573, 'O2': 0.04086434259404687, 'O3': 0.020259141027756056, 'sd_x': 0.09506394786243252, 'sd_r': 0.025653412812942655, 'O1_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O2_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'O3_diagnostics': {'cells_used': 12, 'cells_total': 12, 'seeds_min': 100, 'seeds_median': 100.0, 'defined': True}, 'cells_with_a_resolvable_day_theta_0.05': 1.0, 'cells_with_a_resolvable_day_theta_0.002': 1.0}",,,,
