ticker,window,m,m_peak21
AJG,2008Q4,3.6814355066244397,7.264015828745808
AJG,2011Q3,6.117014499719567,13.097287851660207
AJG,2018Q4,2.7695445767870996,4.143481021448648
AJG,2020Q1,15.556132067096629,43.584067015121626
AJG,2022H1,2.4651193507930476,4.851618785273734
AKAM,2008Q4,2.135990717898056,3.263068083749437
AKAM,2011Q3,2.2017776508196247,4.596389732823378
AKAM,2018Q4,3.7125660731109043,7.537547552256877
AKAM,2020Q1,5.716322323790921,14.574010594358374
AKAM,2022H1,2.2076330347744446,4.872919539342044
ALB,2008Q4,5.488381159539881,8.335186468374852
ALB,2011Q3,3.5845755912604096,7.298456029459603
ALB,2018Q4,2.1097047793162287,2.8979205586252075
ALB,2020Q1,4.040456338212145,9.383384578411574
ALB,2022H1,2.682047230174674,6.227159353957012
ALK,2008Q4,1.8452115952122965,3.118966892081101
ALK,2011Q3,2.2465711718549772,4.21229917747634
ALK,2018Q4,1.4210566314305035,2.2151583047512196
ALK,2020Q1,21.90265149302384,59.701566741809
ALK,2022H1,1.6541453883369772,3.494441194461794
ALL,2008Q4,16.889012070661224,26.374765067761782
ALL,2011Q3,4.669636624520211,8.67818235906129
ALL,2018Q4,3.9318296149962233,6.486616875298636
ALL,2020Q1,14.899039811677326,39.96145239237111
ALL,2022H1,1.5312931017880516,2.4664093507512206
AMAT,2008Q4,5.761462246928893,10.244938066979083
AMAT,2011Q3,1.8102553826265235,2.7740003966782116
AMAT,2018Q4,2.016916290005976,2.482292979613801
AMAT,2020Q1,7.04218499065252,18.264185121261963
AMAT,2022H1,2.1298364375310084,2.922780280247734
AMD,2008Q4,2.735786464425482,4.326877499600941
AMD,2011Q3,3.661667320324161,5.457432573223462
AMD,2018Q4,2.608620797670095,4.108346871347446
AMD,2020Q1,3.188510558634355,7.017263206404065
AMD,2022H1,2.1048895962473764,3.1854484918018002
AME,2008Q4,5.147729930807659,7.782014511640989
AME,2011Q3,4.08756967981255,7.4894356356743605
AME,2018Q4,3.8085366395374405,5.270906372474572
AME,2020Q1,16.329983035943176,45.461877075359105
AME,2022H1,2.0061229828967426,3.0659835940936917
AMG,2008Q4,3.880058267907723,6.623811253353509
AMG,2011Q3,4.3533742362629075,8.641983046382917
AMG,2018Q4,2.865644235520156,4.179196160567051
AMG,2020Q1,7.615927968282699,20.45213966746565
AMG,2022H1,1.488203486886463,2.6025046195371284
AMGN,2008Q4,3.420422204229893,6.927958965503117
AMGN,2011Q3,1.93520373898913,3.7656898985326244
AMGN,2018Q4,3.0816357718139264,4.167058172130465
AMGN,2020Q1,6.788415688049241,16.59482777394222
AMGN,2022H1,1.135521231557517,3.0651914564383147
AMT,2008Q4,4.667604541276422,6.754602415620414
AMT,2011Q3,2.1721491991626225,4.975560137970308
AMT,2018Q4,2.7473868633085186,4.56420276528294
AMT,2020Q1,10.364252534449452,27.498629571112033
AMT,2022H1,2.937710678681995,5.2325319178937155
AMZN,2008Q4,2.5520124957916424,4.574233926787511
AMZN,2011Q3,2.1529693328138086,3.999872252552455
AMZN,2018Q4,6.411216835558867,9.104340341185218
AMZN,2020Q1,5.997082233872871,12.732365486929085
AMZN,2022H1,4.943877919068651,10.508277837341458
AN,2008Q4,3.4835504836885565,6.813431148379596
AN,2011Q3,1.7370596739261512,3.076566967168107
AN,2018Q4,1.546282581161943,2.0944298889806294
AN,2020Q1,9.15883324000698,24.74479265757643
AN,2022H1,1.3088218174321327,2.158290947421666
ANF,2008Q4,4.657964211691028,8.838382040090181
ANF,2011Q3,3.1753884097170793,6.784963918988927
ANF,2018Q4,1.3153754247980907,2.5118413488772617
ANF,2020Q1,2.3844421968403853,5.982925141042811
ANF,2022H1,2.0730188203520408,6.947803528094721
AON,2008Q4,3.3794384492744127,6.137162550356048
AON,2011Q3,5.05273821088288,9.92302455894324
AON,2018Q4,2.6551063633884326,3.7377358726126593
AON,2020Q1,10.23452776850024,27.926949533388097
AON,2022H1,1.9886293048951822,4.339751082133699
AOS,2008Q4,3.0628005207980418,4.788156673621685
AOS,2011Q3,3.997507120545485,6.703441097656578
AOS,2018Q4,2.936848761171459,5.372859542040032
AOS,2020Q1,3.4013153270734655,7.372205208958988
AOS,2022H1,1.3027448348393695,2.3025121262264525
APA,2008Q4,4.233752910936914,7.474650749518871
APA,2011Q3,2.7848777101496403,4.500620165340355
APA,2018Q4,1.6919979958309794,2.1326092497945472
APA,2020Q1,13.081404848454769,36.03007422130722
APA,2022H1,1.1978342690838422,2.5803210457091077
APD,2008Q4,5.3705107919133575,8.304809681175367
APD,2011Q3,3.2708278675551,5.784604076105542
APD,2018Q4,2.948934395825212,4.323462858767759
APD,2020Q1,10.640993855044481,27.819173259666737
APD,2022H1,2.7558225207218148,4.799034246719456
APH,2008Q4,6.345524300355088,9.761684492471451
APH,2011Q3,4.755677364947578,8.649271319524527
APH,2018Q4,3.712103209133879,4.925486190189115
APH,2020Q1,6.827603015823799,17.75581133220074
APH,2022H1,2.5323280878692107,4.208629060241836
ARE,2008Q4,9.89877400337594,17.56177000545813
ARE,2011Q3,5.33661522593141,11.240270618182551
ARE,2018Q4,2.166609781473549,3.4939804268915466
ARE,2020Q1,23.839361830646016,65.52329965634966
ARE,2022H1,3.677270558290164,7.418046729599053
ASH,2008Q4,4.153350875636054,7.099789384426491
ASH,2011Q3,2.0284746150110617,3.730265878526709
ASH,2018Q4,3.2059407458886318,4.364987012175122
ASH,2020Q1,12.970878817740019,35.94088556850266
ASH,2022H1,2.046039016654419,4.008957464958287
ATI,2008Q4,4.323106817081767,6.939695271721635
ATI,2011Q3,3.5684330901583348,4.9752849985806735
ATI,2018Q4,1.347937223955731,1.8571833737460708
ATI,2020Q1,9.684905060559728,25.336906539170446
ATI,2022H1,1.4464593164232828,2.487653705900048
ATO,2008Q4,6.018766918563968,12.54645343298001
ATO,2011Q3,7.119339322147494,13.64914819461378
ATO,2018Q4,3.1258312544943285,5.221873425552058
ATO,2020Q1,23.980218921316464,65.48060595540777
ATO,2022H1,1.0581683869085503,1.6806512873177342
AVY,2008Q4,4.835197234668326,6.925873520254989
AVY,2011Q3,5.403740115516724,9.740663096588612
AVY,2018Q4,1.4501880494122883,2.3014656652429752
AVY,2020Q1,11.533539155759065,29.776359200992403
AVY,2022H1,2.307602083828768,3.540116560287315
AXP,2008Q4,2.5562287161706565,4.847971107544415
AXP,2011Q3,4.017581461179075,8.71675746182734
AXP,2018Q4,2.451693342972135,4.580668384014693
AXP,2020Q1,22.77830890746404,61.88701571692779
AXP,2022H1,1.8760523499379629,3.4584716560234305
AZO,2008Q4,6.690148857413553,11.570318241749797
AZO,2011Q3,1.793159716867331,3.657270279403534
AZO,2018Q4,1.677315798670891,2.3817445332513625
AZO,2020Q1,10.448087704232156,29.026014221513062
AZO,2022H1,2.585149822620265,8.029047248938314
BA,2008Q4,4.1820212937785035,7.8730849271129895
BA,2011Q3,4.503179447193818,9.098123606803867
BA,2018Q4,2.8657243691414127,4.192179332965939
BA,2020Q1,19.279757283479757,54.093274486047996
BA,2022H1,2.218500348336378,4.503342822466269
BAC,2008Q4,2.15839112169181,4.484029516080094
BAC,2011Q3,11.409585707284293,27.016401757813956
BAC,2018Q4,2.3541652751228233,3.8919092894186633
BAC,2020Q1,13.72018855275782,37.17684712062627
BAC,2022H1,1.9473200634006649,3.501794197504872
BALL,2008Q4,3.646174542101333,5.391723877204549
BALL,2011Q3,5.36130989572179,12.190845458270788
BALL,2018Q4,2.8722717626800334,4.337914773738355
BALL,2020Q1,5.716467085495673,14.916782794766487
BALL,2022H1,2.727468038393314,5.496291760780884
BAX,2008Q4,6.975486165982327,10.646196480077732
BAX,2011Q3,2.648093088605309,4.844505715947378
BAX,2018Q4,3.805055190277995,6.638771154870312
BAX,2020Q1,6.172839751572649,16.579272506086923
BAX,2022H1,1.6347544708039494,3.3346336281249624
BBWI,2008Q4,3.903657363747843,6.649104924570098
BBWI,2011Q3,2.6488987189821867,4.554915590691725
BBWI,2018Q4,2.2363681212732005,4.837965625389604
BBWI,2020Q1,5.839548853756138,15.115337853180026
BBWI,2022H1,2.586827517256798,4.298751967549831
BBY,2008Q4,4.6713427601441415,6.92140358214599
BBY,2011Q3,3.4875881268633036,5.055142154596238
BBY,2018Q4,2.830737038904155,4.042825585995383
BBY,2020Q1,3.8045854624670263,9.956749696863604
BBY,2022H1,1.6840706224301425,3.42773919921954
BC,2008Q4,9.223798061892307,18.1038746994317
BC,2011Q3,3.2182458006593597,6.29075951499966
BC,2018Q4,3.5759872411952225,5.633121149104282
BC,2020Q1,9.464185744738321,26.051080142017668
BC,2022H1,2.5186051092258923,4.8010050944439975
BDX,2008Q4,4.6130659144839905,7.767859607094169
BDX,2011Q3,3.400510592112559,5.096794833849564
BDX,2018Q4,3.4829639566099506,4.277882067530666
BDX,2020Q1,5.765964072095578,11.711922258558085
BDX,2022H1,1.6922830549134944,2.5724577471838854
BEN,2008Q4,3.2466232859551902,5.116384124408745
BEN,2011Q3,5.595916053356225,8.066340184111013
BEN,2018Q4,1.39627094017576,1.994892434759086
BEN,2020Q1,7.346237719274169,17.660466350590053
BEN,2022H1,1.2164184755497527,1.9096588046173688
BF-B,2008Q4,3.889674938604815,5.8258367103748805
BF-B,2011Q3,5.428097147991284,9.348188610738458
BF-B,2018Q4,1.1751069782602628,1.6606245290671273
BF-B,2020Q1,10.283682717426279,27.91333366429352
BF-B,2022H1,2.225524386378719,4.269727408918766
BIIB,2008Q4,1.1570659169215693,1.7701271729735426
BIIB,2011Q3,1.0963429205032507,2.0571137633290055
BIIB,2018Q4,0.7996907682713199,1.1415815065393664
BIIB,2020Q1,2.505029207061816,4.766172123592304
BIIB,2022H1,1.169289146841739,3.1599702075381533
BIO,2008Q4,4.564694263790152,7.047189652758451
BIO,2011Q3,5.754356826206876,8.170402015837414
BIO,2018Q4,1.353931920865154,1.5877693167107065
BIO,2020Q1,2.9590429898345127,6.9812820365186
BIO,2022H1,2.632491522845191,4.521105782046088
BKNG,2008Q4,1.8822293725590917,2.6525198617774848
BKNG,2011Q3,2.7337666880329397,5.379270254978392
BKNG,2018Q4,2.4888649143709314,3.2599973638944335
BKNG,2020Q1,8.829081786283904,22.26862776780129
BKNG,2022H1,2.080231125960392,4.289534020831969
BKR,2008Q4,9.204299139604403,16.648650511386442
BKR,2011Q3,2.8473277169590836,5.563543258231324
BKR,2018Q4,1.7239809923021656,2.8793026027611517
BKR,2020Q1,9.292860206123777,24.741543170771497
BKR,2022H1,1.6749838608402723,3.0431563074852543
BLK,2008Q4,3.318471240122709,4.675683964093018
BLK,2011Q3,3.7831866108510535,7.602509010289274
BLK,2018Q4,3.6036511970757314,5.478931233570625
BLK,2020Q1,14.409887396722715,38.32288077326875
BLK,2022H1,2.6997089716441502,4.27068223488998
BMY,2008Q4,3.9238851852634515,5.945517790139561
BMY,2011Q3,2.04286342663159,3.872312617404571
BMY,2018Q4,2.350463064769141,4.81720744812597
BMY,2020Q1,4.98088097891954,11.912471519411397
BMY,2022H1,0.9169193812345476,1.9845997717835413
BRK-B,2008Q4,5.885755366925644,10.757515191415125
BRK-B,2011Q3,6.534159221204041,12.446145672596757
BRK-B,2018Q4,3.3559934229752266,4.5340810979317565
BRK-B,2020Q1,16.743801804141363,46.432630575402285
BRK-B,2022H1,2.5944048721040796,5.092260010298653
BRO,2008Q4,3.4647871039578555,5.544567309601129
BRO,2011Q3,5.686570547200756,10.790880829477675
BRO,2018Q4,2.338245666610467,3.349462541131183
BRO,2020Q1,10.483111941772744,27.241503891727238
BRO,2022H1,2.901825631742557,5.489782569452384
BSX,2008Q4,5.746574431991483,8.36575406043533
BSX,2011Q3,2.4923974178529047,4.831383219816871
BSX,2018Q4,2.520929049085886,3.8026161143869768
BSX,2020Q1,6.282873155967115,15.809361169325173
BSX,2022H1,1.6111592441243938,3.4262605158813093
BWA,2008Q4,4.9907166341064615,7.202840641658302
BWA,2011Q3,2.691607579787952,5.376753824935367
BWA,2018Q4,2.114938784376222,2.8337808328625584
BWA,2020Q1,3.7471080272549835,8.481637049311361
BWA,2022H1,2.1721088767169596,3.8192502174100857
BXP,2008Q4,6.621783393967797,8.959964237036733
BXP,2011Q3,4.290022327146377,8.696324177927291
BXP,2018Q4,2.0958866624620267,3.846312487605084
BXP,2020Q1,23.36044366503279,66.4729318678163
BXP,2022H1,1.4818444900331589,3.183195881460426
C,2008Q4,5.1208824977989735,11.08590648143399
C,2011Q3,8.262332195218562,17.15151461543885
C,2018Q4,2.236987554440746,3.6172472687126986
C,2020Q1,15.767639167816828,43.32968366926531
C,2022H1,2.2628652820980797,4.552391631484538
CAG,2008Q4,2.2092881994144737,3.990270628814921
CAG,2011Q3,2.2641465078654033,3.358705386550835
CAG,2018Q4,4.209040241944327,9.913683758814546
CAG,2020Q1,2.313818410858593,5.09461251564465
CAG,2022H1,2.3954980813548574,5.398302728843593
CAH,2008Q4,7.107713153970976,11.236759264311118
CAH,2011Q3,3.229681497923507,5.456069848705389
CAH,2018Q4,0.6179411406639709,0.8471405125125477
CAH,2020Q1,5.562421009722513,12.72876806788764
CAH,2022H1,0.9197899834575003,1.3509111005888792
CB,2008Q4,5.69084657334647,8.973260352376101
CB,2011Q3,5.191006827448984,10.8338043284569
CB,2018Q4,2.369192335406498,2.7619474248616185
CB,2020Q1,14.305133012941498,38.138548198826946
CB,2022H1,1.2468459275412744,1.7760910721514196
CCEP,2008Q4,10.452046733511883,20.798008733029267
CCEP,2011Q3,3.656689513844232,6.328814764925635
CCEP,2018Q4,1.2847650756728997,1.8604710652517196
CCEP,2020Q1,17.506924354750126,47.676461730068844
CCEP,2022H1,1.8264937210166907,5.841754143725032
CCI,2008Q4,6.956505243649551,12.356978151825835
CCI,2011Q3,2.4888180272838674,5.373248992687926
CCI,2018Q4,2.0404933542904953,2.8505939297288734
CCI,2020Q1,9.947939105229434,25.431022622065903
CCI,2022H1,2.4617306176290676,4.21607702164818
CCK,2008Q4,4.2124158858563945,7.415320530869942
CCK,2011Q3,2.9751118776724326,6.19802799790892
CCK,2018Q4,1.9236589707739395,2.3766938117950382
CCK,2020Q1,10.116860084194641,28.365531394618067
CCK,2022H1,2.3036135334799948,4.304964008431175
CCL,2008Q4,2.5572713457193363,4.334422408131503
CCL,2011Q3,2.3003033922168843,3.539441282204415
CCL,2018Q4,2.435322986136541,4.5695474217834
CCL,2020Q1,30.787088259316146,85.08747947451096
CCL,2022H1,1.9740497969986666,4.163130250436538
CCU,2008Q4,3.8029197790735005,7.126609191452856
CCU,2011Q3,2.4636300312114447,4.056116713736942
CCU,2018Q4,0.939149476653531,1.3402576854638004
CCU,2020Q1,2.4838078765552947,5.425994480218478
CCU,2022H1,1.074059025602646,2.5911402498319642
CDNS,2008Q4,5.192120499127982,7.231086961783382
CDNS,2011Q3,3.052955613759696,6.595143246943653
CDNS,2018Q4,5.072154431581138,9.634868166067147
CDNS,2020Q1,6.15875974955632,15.799949009020056
CDNS,2022H1,2.4622691807083785,3.719503113918031
CHD,2008Q4,2.907781954878573,4.1808121620893015
CHD,2011Q3,2.3701371084369387,5.058502998118407
CHD,2018Q4,2.699309665520448,5.271800448129806
CHD,2020Q1,6.064581734803544,16.35319424357258
CHD,2022H1,2.1422526001369815,4.021332138917249
CHRW,2008Q4,2.6696982515452112,4.036589072377936
CHRW,2011Q3,3.75092158378067,7.114520901103564
CHRW,2018Q4,1.307434875126533,1.691284110506301
CHRW,2020Q1,1.501749340365952,3.1349892277067286
CHRW,2022H1,3.2301624675689564,7.162953678977627
CI,2008Q4,10.299258370580327,17.80205944780167
CI,2011Q3,3.6886189502307705,7.314220789776214
CI,2018Q4,3.4139270107640596,6.198631652645162
CI,2020Q1,8.075303438372126,20.616904940887775
CI,2022H1,1.0852709764813746,1.886964649662248
CIEN,2008Q4,2.442370473752945,3.9195692829563353
CIEN,2011Q3,2.510089731776063,4.773265621902571
CIEN,2018Q4,2.45976611770375,3.782404158967199
CIEN,2020Q1,2.4376815464381765,6.137167396045294
CIEN,2022H1,1.8180435009494542,3.9381123854716646
CINF,2008Q4,2.4412527074030503,6.38789842639093
CINF,2011Q3,5.937097687971978,11.577407700195069
CINF,2018Q4,3.1204327400054845,5.18440470753659
CINF,2020Q1,19.91474144179955,53.28251122821454
CINF,2022H1,1.68568951077427,3.2576721522385386
CL,2008Q4,5.41966520934921,10.459219447854693
CL,2011Q3,2.828831946357096,4.078917920832855
CL,2018Q4,3.12864917806243,6.2120539350849375
CL,2020Q1,9.258679692757998,24.236777791117156
CL,2022H1,1.9122380779576063,3.7766957522434526
CLF,2008Q4,4.566093480483227,6.9055779242692354
CLF,2011Q3,3.0850041649914757,4.848270881098462
CLF,2018Q4,1.4797095328662926,2.0311653547193593
CLF,2020Q1,3.4070407032369356,8.723866809820992
CLF,2022H1,1.5637442070565597,2.5985581558161024
CLX,2008Q4,2.8605823558104,3.834963841591492
CLX,2011Q3,3.7550410318614085,6.802189468251355
CLX,2018Q4,1.5520558117723398,2.203412365597682
CLX,2020Q1,7.44971193620126,20.047049806460684
CLX,2022H1,2.5277328050197085,6.8064256314023
CMCSA,2008Q4,4.865080318299971,9.342905785399905
CMCSA,2011Q3,2.8200616196535075,4.797272781140744
CMCSA,2018Q4,1.1118281656637843,1.911961114445297
CMCSA,2020Q1,8.826741336260985,22.447374128009947
CMCSA,2022H1,1.1060051198977223,2.665006844633033
CMI,2008Q4,3.895045663832429,6.550619347871181
CMI,2011Q3,3.3829011213994886,6.134310285376128
CMI,2018Q4,1.6995501006083267,2.3605203262117502
CMI,2020Q1,6.968612189192675,18.709382346962542
CMI,2022H1,2.0419951735280555,3.777516761672304
CMS,2008Q4,7.187330839667194,11.428463154067694
CMS,2011Q3,3.817430030850353,7.971518872441746
CMS,2018Q4,1.8233110006511768,2.6825497439976833
CMS,2020Q1,18.074106849418623,47.93400173649374
CMS,2022H1,1.4990450424765611,3.1427828798700226
CNP,2008Q4,8.262925125824257,18.71782016620175
CNP,2011Q3,2.9337978153867685,5.891274529231397
CNP,2018Q4,1.071452718613633,1.4546449422563648
CNP,2020Q1,18.770441356060203,53.31242082489426
CNP,2022H1,1.2011689219670851,2.5748033413664353
CNX,2008Q4,3.9321009069939477,5.822417476800254
CNX,2011Q3,2.5722485852791843,4.277478656308219
CNX,2018Q4,2.8180348414890464,4.354674230768425
CNX,2020Q1,2.9646024264252806,6.541866183367265
CNX,2022H1,1.4229985437409667,2.7227079205195244
COF,2008Q4,2.168548183282391,3.736724420487163
COF,2011Q3,4.031225789842142,8.142150716698053
COF,2018Q4,2.409061037190745,4.261465309132857
COF,2020Q1,17.80163330806293,49.42448098198432
COF,2022H1,1.84454569552872,2.973686998926202
COO,2008Q4,11.421002976264914,17.81315956503009
COO,2011Q3,2.4436827972879174,5.565810671762823
COO,2018Q4,4.555924291732668,9.353540018355286
COO,2020Q1,9.648939323263564,26.83391969669535
COO,2022H1,1.980548083622422,4.169529957547332
COP,2008Q4,5.631618672783755,9.789913670357581
COP,2011Q3,2.2156586029501812,4.852528279160733
COP,2018Q4,2.3011905737693246,2.7608693206596295
COP,2020Q1,12.628407155150004,34.476139840416764
COP,2022H1,1.9742816694991967,3.9886714046328766
COR,2008Q4,4.912901070388266,8.093193275145936
COR,2011Q3,3.8418457461218645,8.18526616836477
COR,2018Q4,1.5451750605974188,2.780132788177708
COR,2020Q1,5.7675870634074755,14.385004824682374
COR,2022H1,1.5325968897996467,3.7121599798908025
COST,2008Q4,2.806631246596851,4.991881353940759
COST,2011Q3,2.770960294538119,6.542958295999873
COST,2018Q4,6.024114661420928,10.754833304577266
COST,2020Q1,7.746015185215088,20.113191379468883
COST,2022H1,3.030084100783144,9.511003444477431
CPB,2008Q4,4.5676320270615225,6.87727505372959
CPB,2011Q3,2.119869942312104,4.267762995403461
CPB,2018Q4,1.096738905864399,1.3816445957456376
CPB,2020Q1,6.859272482840505,18.748027007411476
CPB,2022H1,2.065789933930143,4.585557489468752
CPRT,2008Q4,5.163652671446691,9.449898245884704
CPRT,2011Q3,3.407123707009852,5.974602946569117
CPRT,2018Q4,1.583096125244597,4.213320933962544
CPRT,2020Q1,11.249135127798354,29.033076669311434
CPRT,2022H1,2.734549843621189,4.473814272673488
CPT,2008Q4,7.055354457704391,11.40501346439423
CPT,2011Q3,6.735123775661805,13.924861576197726
CPT,2018Q4,2.69075879636192,3.6940603390835483
CPT,2020Q1,28.491184688773686,78.94573979446605
CPT,2022H1,2.1510323188555924,3.041262979183992
CSCO,2008Q4,4.187579275758027,6.863737527730904
CSCO,2011Q3,2.158740202997275,4.74870036535602
CSCO,2018Q4,3.8810594713466084,4.920027599707322
CSCO,2020Q1,5.586262130324361,13.985524725484181
CSCO,2022H1,2.8993260136861685,10.425622826873411
CSGP,2008Q4,3.503570164854739,5.00134120343526
CSGP,2011Q3,2.590522374478289,4.710891288163969
CSGP,2018Q4,3.426832646301103,4.76977568969474
CSGP,2020Q1,4.385338809157501,9.596987325765028
CSGP,2022H1,3.6863871621507744,10.798950242556607
CSR,2008Q4,7.346132955334493,13.503120774362912
CSR,2011Q3,6.01342779718518,10.45031874666157
CSR,2018Q4,2.1650312818259345,4.232717799378691
CSR,2020Q1,13.646296474288318,33.96090923250079
CSR,2022H1,1.4746620233120784,2.5410912578706095
CSX,2008Q4,2.803400598414437,3.96034733105069
CSX,2011Q3,4.032375608735347,6.1358586714083305
CSX,2018Q4,2.20391957253605,2.9544909159010837
CSX,2020Q1,8.342865428597516,23.20852160288707
CSX,2022H1,2.1615034555195303,3.8772449470336006
CTAS,2008Q4,5.364776081159815,6.79231988408369
CTAS,2011Q3,4.252551198570991,8.403573707364409
CTAS,2018Q4,3.173240661070299,4.455745557149133
CTAS,2020Q1,10.686505903340493,29.5013400702828
CTAS,2022H1,1.9797581738698595,3.7869003805322667
CTSH,2008Q4,2.942946050152353,4.544710923465174
CTSH,2011Q3,3.5739097604595855,7.55284309386618
CTSH,2018Q4,2.132788136740765,2.762967984673555
CTSH,2020Q1,16.056904930602283,40.968258793614034
CTSH,2022H1,2.987170971579338,9.451229556974349
CVS,2008Q4,5.600829907534318,11.522483344189373
CVS,2011Q3,2.770206226084634,6.157680187521747
CVS,2018Q4,1.3263066887314434,2.0873862705235453
CVS,2020Q1,7.057575605146822,17.605427368566403
CVS,2022H1,1.6535401032151338,3.378957558941338
CVX,2008Q4,7.002695383750119,13.622223260482079
CVX,2011Q3,3.5719846068722845,6.859259759915775
CVX,2018Q4,2.5193190493126196,3.1965074778226517
CVX,2020Q1,27.955939583968913,78.88954320505
CVX,2022H1,2.4416101038984084,3.9278147845134006
D,2008Q4,5.307373388979213,10.839661657416086
D,2011Q3,3.6151003448263217,7.5719006567612785
D,2018Q4,1.7536754962158174,2.9858735944641848
D,2020Q1,34.68260666964777,95.48841681772683
D,2022H1,0.9814785039711412,1.6753695903130468
DD,2008Q4,6.863258688852274,9.09245316108473
DD,2011Q3,5.758868831801286,9.892795267155279
DD,2018Q4,2.6737707263094963,3.71081336882844
DD,2020Q1,7.185705881618891,17.78724564296308
DD,2022H1,1.5831497694713974,3.1778651921717316
DDS,2008Q4,4.2080809864238224,7.295796723404667
DDS,2011Q3,2.6964410095841176,6.257799933215275
DDS,2018Q4,1.5485839324200967,3.146308912890952
DDS,2020Q1,3.5358330312621895,8.714526929543817
DDS,2022H1,1.2228960634278694,2.5379691411905143
DE,2008Q4,4.392744390914737,5.6931486050416265
DE,2011Q3,3.3508285572384464,6.5626148172308065
DE,2018Q4,1.9270217963011664,2.979393632670253
DE,2020Q1,7.798346290393635,19.76354716382199
DE,2022H1,2.1852165890954147,5.48660507331789
DECK,2008Q4,2.8441047696677475,4.073685686167096
DECK,2011Q3,3.139078240802092,7.371744885335543
DECK,2018Q4,3.6059613209198034,4.7660702696190524
