ticker,top,start,runup,top_date,rv_uncond,rv_calm,m_mania,m_blow-off,m_post-top,calm_over_uncond,mu_mania,mu_blow-off,mu_post-top
ABT,4716,4256,2.045565098678744,2018-10-01,0.00014340271729219536,0.00019237719201512275,0.4909485566569169,0.6909627219188416,1.7238462553184488,1.3415170622125498,0.6586158654238787,0.9269382808069513,2.3125691641409105
ABT,5312,5086,2.0729591216260634,2021-02-12,0.00014340271729219536,0.0006301267815914364,0.16914184411614364,0.47188704224536254,0.251326868976856,4.394106286755354,0.7432272405841409,2.0735218189687368,1.1043569750017421
ABT,5588,5086,2.0091135733161543,2022-03-18,0.00014340271729219536,0.0006301267815914364,0.2346628677055121,0.3066850946557973,0.5553453779706602,4.394106286755354,1.0311335822528307,1.3476069024811999,2.4402466166614065
ACGL,505,1,2.44284183412707,2002-01-09,0.00014047722506645616,,,,,,,,
ACGL,767,270,2.1651494269829823,2003-01-24,0.00014047722506645616,0.00034116094626984397,0.6424789206468677,1.0586885101093169,0.6849892908983283,2.428585460087566,1.560314965095736,2.571115522413255,1.6635550321913721
ACGL,2741,2307,2.032594449883224,2010-11-24,0.00014047722506645616,0.001315881911363648,0.0590497986884297,0.06613404982444683,0.04702415193342282,9.367225973755804,0.5531328080193101,0.6194925892652189,0.44048585738459745
ACGL,5545,5122,2.1317446084529847,2022-01-14,0.00014047722506645616,0.0019515066250374972,0.11376426122905565,0.06631521175126197,0.1175894747951049,13.89197874683451,1.5804106991433706,0.9212495122403616,1.6335504847050297
ACGL,5802,5302,2.063037344798988,2023-01-25,0.00014047722506645616,0.0004373771969990217,0.9081128788642521,2.065756669055431,0.833707123566823,3.113509658182028,2.827418219063335,6.43175334055802,2.595755181320461
ACGL,6102,5719,2.277417985905315,2024-04-05,0.00014047722506645616,0.00024281527015872193,0.6749038578043862,1.3140573955120889,0.6732240126697113,1.7285027522707135,1.1665731757330038,2.271351824784331,1.1636695587943298
ADBE,805,648,2.043240441948283,2003-03-20,0.0003492092615448821,0.0025021076716717494,0.5951186886150706,1.0033322084636862,0.3946287429504621,7.16506675854634,4.2640651331855315,7.188942254642044,2.827541288081284
ADBE,1088,648,2.75648025902806,2004-05-04,0.0003492092615448821,0.0025021076716717494,0.17472930867875588,0.28663204457826175,0.12500433814185957,7.16506675854634,1.2519471613579363,2.0537377345418757,0.8956644278943244
ADBE,1359,871,2.150331838395403,2005-06-01,0.0003492092615448821,0.000839855022423136,0.8540700106837542,0.24880615410329174,0.3672573193033256,2.405019324824504,2.0540548804474996,0.5983836087536801,0.8832609501077414
ADBE,2417,2303,2.0919900665089384,2009-08-13,0.0003492092615448821,0.002498555050682776,0.645178274299632,1.0614642177114617,0.13654540764053016,7.154893428740433,4.61618179515253,7.5946633561468415,0.9769678398519128
ADBE,2694,2303,2.071965053743548,2010-09-20,0.0003492092615448821,0.002498555050682776,0.209960314768635,0.3468395610519244,0.4760426907787007,7.154893428740433,1.5022436764343794,2.48160009619763,3.4060347200524395
ADBE,3353,2926,2.0718376912760026,2013-05-03,0.0003492092615448821,0.00042559260783817186,0.24757957913141132,0.6150974120826244,0.4771322697323301,1.2187323038208497,0.3017332308538213,0.7496390861016995,0.5814965103181537
ADBE,3636,3159,2.4343771058189634,2014-06-18,0.0003492092615448821,0.00024295131962203618,2.3101817954131527,1.135658214235132,0.37951846645791093,0.6957184312558986,1.607236054620774,0.7900983512505412,0.26403799211674217
ADBE,4414,4050,2.0303318285639373,2017-07-20,0.0003492092615448821,0.00043105212025895933,0.3658527806930054,0.23633994640680425,0.28283986320428844,1.2343662317316815,0.4515963182725824,0.29173004905383454,0.3491279761269818
ADBE,4669,4171,2.739927174035817,2018-07-25,0.0003492092615448821,0.0002159673674125693,0.9552548946560566,1.2153892726022553,2.3886038846493673,0.6184468489098537,0.5907743795057525,0.7516536658397039,1.4772245457552369
ADBE,4921,4460,2.1530744500524563,2019-07-26,0.0003492092615448821,0.0001152792485691873,2.1833968574910294,3.7192423647850106,2.2527182888430715,0.33011509505560765,0.7207722611547661,1.2277780467858468,0.7436563120549363
ADBE,5200,4774,2.601871603941462,2020-09-02,0.0003492092615448821,0.0006588129002257357,0.7219016208385319,1.0285862554407657,0.9694648072680733,1.8865848440307238,1.3619286567551885,1.9405152402928632,1.8289776122131138
ADBE,5453,4982,2.5531044322081136,2021-09-03,0.0003492092615448821,0.0002793425085991117,1.3716830414484953,0.9222058583693329,1.0388023284906365,0.7999286942256805,1.0972486242374047,0.7376989280926532,0.8309677901881113
ADBE,5955,5723,2.0526162057647612,2023-09-05,0.0003492092615448821,0.0009018112209617391,0.38229694611978526,1.0492296003500947,0.3654717312185231,2.5824378682632214,0.9872581105811178,2.7095702524467704,0.9438080384784318
ADBE,6212,5723,2.131358872730394,2024-09-12,0.0003492092615448821,0.0009018112209617391,0.2659699776795925,1.228344898075199,0.48774549842073484,2.5824378682632214,0.6868509421809035,3.172124380077321,1.2595724451966248
ADI,857,694,2.15965061469641,2003-06-04,0.0003234597583527108,0.0017622921222861692,0.7855554448790447,0.5296774379217154,0.35150959867573617,5.4482577098957385,4.279908509112833,2.885819184914807,1.9151148810874363
ADI,1111,694,2.733892766935619,2004-06-07,0.0003234597583527108,0.0017622921222861692,0.2981969859311939,0.14446919671352465,0.2769194342076598,5.4482577098957385,1.6246540276672985,0.7871054148369048,1.5087284424418481
ADI,2513,2241,2.0645766880638035,2009-12-30,0.0003234597583527108,0.0012354805156644694,0.2642382128718148,0.323029549455237,0.2760203716757495,3.819580283978516,1.0092790681589021,1.2338372982416863,1.0542819696291148
ADI,2777,2302,2.3639728224095213,2011-01-18,0.0003234597583527108,0.0015729882508785412,0.2156595857373699,0.20866571566676148,0.13095561064161687,4.863010653595136,1.0487548629907437,1.0147435983275148,0.6368385296982395
ADI,4539,4052,2.09204489185843,2018-01-18,0.0003234597583527108,0.000495153793454046,0.2742104995596861,0.21513811680675257,0.7663647737336544,1.5308049321984423,0.41976278518656635,0.3293344903116614,1.1731549754946213
ADI,5316,5083,2.0220721248808777,2021-02-19,0.0003234597583527108,0.0012153368902999358,0.23567529017207,0.3059203284111072,0.3729052641608951,3.757304761770995,0.8855038899952796,1.1494359066615998,1.401118724721202
ADI,5595,5093,2.098802735120777,2022-03-29,0.0003234597583527108,0.0014219537678649794,0.1439027666744881,0.19889869697183285,0.3735169811766018,4.396076269600238,0.632607537707537,0.8743738418122831,1.642009137243178
ADM,1254,799,2.189125088294274,2004-12-30,0.00023007522399787734,0.00020275411143003572,0.6306844885317522,2.6842380194185838,1.6680320561235153,0.8812513920747342,0.5557915834785484,2.3654884912725542,1.469955571484129
ADM,1527,1148,2.0907705855278986,2006-01-31,0.00023007522399787734,0.00016953441027635393,1.136959189278172,5.345546637171337,1.9801211961724265,0.7368651318923329,0.8377855829636602,3.9389469278358735,1.459082266380399
ADM,1790,1337,2.047127416348724,2007-02-16,0.00023007522399787734,0.0006870119516395928,0.3949110232053655,1.1634550886393749,0.35066275542238484,2.9860318712367357,1.1792169015939316,3.4741139754297348,1.0470901637469336
ADM,2404,2205,2.1218544925942187,2009-07-27,0.00023007522399787734,0.0011666267079278548,0.7633589178629434,0.4479893388775188,0.23517221563785248,5.070631629325798,3.870711873443755,2.2715889113131005,1.192471674951922
ADM,2696,2205,2.2747367253115156,2010-09-22,0.00023007522399787734,0.0011666267079278548,0.24391477762468128,0.27415728846555626,0.16921016331315253,5.070631629325798,1.2368019862836774,1.3901506183036465,0.858002406099055
ADM,3700,3238,2.2081916389292986,2014-09-18,0.00023007522399787734,0.00016776217427929841,0.6083393983164663,0.6728152595915932,1.4825490056225659,0.7291622772943435,0.4435781410443052,0.4905915068821909,1.0810188091402144
ADM,5319,5086,2.0609661633493963,2021-02-24,0.00023007522399787734,0.0006565693497136087,0.22594557958701325,0.2560644409480822,0.24067353329876498,2.8537160077682513,0.6447845173519352,0.7307351941537702,0.686813914620831
ADM,5610,5122,3.0655586309203833,2022-04-20,0.00023007522399787734,0.0009413091492102561,0.20441690150152753,0.40970468714530817,0.644748795522581,4.091310367338556,0.836332988372424,1.676229034064799,2.6378674314505823
ADP,5435,5086,2.0427680228412863,2021-08-10,0.0001390087353043901,0.0008215275033222615,0.1724039168775973,0.4089200344891184,0.13175016749185073,5.90989840691196,1.0188896337002942,2.4166758603816247,0.7786301049704726
ADP,5693,5214,2.0970735230375928,2022-08-18,0.0001390087353043901,0.0005187787561972366,0.5264592162815472,0.8529658771024318,0.5865767181419432,3.7319867349433595,1.9647388116514113,3.1832573387056033,2.189096531132342
ADSK,541,144,2.3715122904632304,2002-03-04,0.0004207065822487448,0.0022263452830084047,0.33792612151850604,0.4932816964183811,0.7243048588671747,5.291919301828435,1.7882777650558035,2.6104069305151056,3.8329628630473227
ADSK,1016,654,2.463224172774668,2004-01-21,0.0004207065822487448,0.0014819802648329717,0.19043273759437712,0.8857201914207368,0.26698329368649937,3.5225982367842863,0.6708180256759575,3.1200363845829275,0.9404748795909239
ADSK,1281,788,4.839932618648818,2005-02-08,0.0004207065822487448,0.0007492871444808085,0.6676953141080553,1.2372407580604505,0.5696113862618839,1.781020730590302,1.1891791961444498,2.203551438836923,1.0144896873126952
ADSK,1547,1054,2.9952241193384204,2006-03-01,0.0004207065822487448,0.0004798063149081011,0.5585711414155774,0.708024202310625,0.6819652416184855,1.1404773187608777,0.6370377176988407,0.8074855438690308,0.7777658902491644
ADSK,2418,2307,2.1544991286994852,2009-08-14,0.0004207065822487448,0.0027199734356722423,0.6506904763446374,0.6997227828906724,0.14902834953915992,6.465250486772857,4.206876918925629,4.523883062689977,0.9635056094010092
ADSK,2694,2307,2.8387096251889843,2010-09-20,0.0004207065822487448,0.0027199734356722423,0.3625472243032762,0.25890334020566147,0.16360810099272227,6.465250486772857,2.3439586184049044,1.6738749462917717,1.0577673545831803
ADSK,4316,4050,2.085600412244964,2017-03-01,0.0004207065822487448,0.000674306233954957,0.8346138878464341,0.5932527185751576,0.7622710627657603,1.6027945898794382,1.3377146240785087,0.9508622477635315,1.2217639354226102
ADSK,4574,4146,2.7574198275793096,2018-03-09,0.0004207065822487448,0.0006362174371619332,0.4842801764976948,1.8873781064729607,0.5623426509396734,1.5122592895058784,0.7323571956321854,2.8542050743237497,0.8504078977688827
ADSK,5161,4774,2.097701129043355,2020-07-09,0.0004207065822487448,0.0008139222276880985,4.159358554830365,1.9973933710465492,0.650333612284098,1.9346553204315284,8.046925157684958,3.8642677122898728,1.2581713830608852
ADSK,5446,5079,2.516691095688764,2021-08-25,0.0004207065822487448,0.0005938657714153583,0.2916944057821486,0.3161122073132081,0.7416098131624422,1.411591347682391,0.4117532993694374,0.4462212567401068,1.0468499956164579
AEP,1043,694,2.181326591654674,2004-03-01,0.00012038168851817379,0.0017943215911760681,0.04707707187124281,0.06129877332717699,0.0649650270736532,14.905270172424794,0.7016964751675339,0.9136747776797998,0.9683212802916923
AES,554,534,2.248174392705765,2002-03-21,0.0003536194365257819,0.007639587314310564,1.0556655753191941,0.7713156576491987,0.5006759557872879,21.603980226221452,22.806578214698565,16.663488216028284,10.816593448573093
AES,858,699,8.810523888126284,2003-06-05,0.0003536194365257819,0.009688351977109414,1.6736762159242475,0.9687361904020557,0.11054311209273043,27.397679472302,45.85484450430784,26.54112363785444,3.0286247529873793
AES,1124,699,10.684207017335371,2004-06-25,0.0003536194365257819,0.009688351977109414,0.080043667934221,0.038321007867338525,0.034361448954345446,27.397679472302,2.1930107578491644,1.0499066906049042,0.9414239646550232
AES,1390,902,2.820644312875372,2005-07-15,0.0003536194365257819,0.001719860219298176,0.11160888730698142,0.1694732858978702,0.14602361485055673,4.863590746581553,0.5428199515424982,0.8242487050856516,0.7101991019695564
AES,1648,1153,2.2271736597478378,2006-07-25,0.0003536194365257819,0.000507266739007671,0.4420452478414745,0.4035199374054225,0.6984425428294401,1.4344990309114043,0.6341134796475866,0.5788489591615091,1.0019151508361288
AES,2424,2307,2.9368632082034374,2009-08-24,0.0003536194365257819,0.004601138639312662,0.6497964903945955,0.589553420728282,0.15720997138677673,13.01155469427145,8.454862574914912,7.671006579000868,2.0455461411838947
AES,2711,2307,2.549898163196255,2010-10-13,0.0003536194365257819,0.004601138639312662,0.2521337374123861,0.2031378177422835,0.03674516537938073,13.01155469427145,3.280651914612337,2.6431388260286672,0.47811172908386207
AES,5041,4554,2.1745855784928385,2020-01-16,0.0003536194365257819,0.00022505477392890163,0.8450521781603492,0.830356375562897,15.52167064422543,0.6364321377241186,0.5378183642350137,0.5284654831723457,9.878490029154086
AES,5294,5083,3.0146111567586065,2021-01-19,0.0003536194365257819,0.0013262041141001207,0.3201148662882026,0.33199919060910255,0.5102569874716624,3.7503710970463837,1.200549542262143,1.2451201687031714,1.9136530578796813
AES,5562,5083,2.5476925669916897,2022-02-09,0.0003536194365257819,0.0013262041141001207,0.15386188246160307,0.15048039357769563,0.3561704742010929,3.7503710970463837,0.577039156921144,0.564357318745954,1.3357714520650834
AFL,2350,2307,3.2776329974952763,2009-05-08,0.00016444611576085918,0.007354253865120869,1.7614673760365351,1.2703671567637669,0.22146776051675932,44.72135952311316,78.77521581196464,56.81254634398748,9.904339340848718
AFL,2665,2307,4.6344534523526715,2010-08-09,0.00016444611576085918,0.007354253865120869,0.18580510297883013,0.10859283781469237,0.04091298040733286,44.72135952311316,8.309456811545326,4.856419341545975,1.8296841059584177
AFL,3415,2950,2.1224345437729046,2013-08-01,0.00016444611576085918,0.0006892835805433386,0.3072043727630415,0.2272115496263612,0.14949963959900517,4.191546740731223,1.2876614873933063,0.9523678302928646,0.6266347271017024
AFL,5332,5083,2.1243450981565952,2021-03-15,0.00016444611576085918,0.001162796270987391,0.24668781487850489,0.9523841807152786,0.09422304398617304,7.070986539313294,1.7443262184185175,6.7342957220926545,0.6662498757193539
AFL,5593,5094,2.1702974711943157,2022-03-25,0.00016444611576085918,0.0018564669911282088,0.12294870983861515,0.08364428409734391,0.13896893627392637,11.28921156050849,1.3879939964596981,0.9442780190021912,1.5688497219351771
AFL,6206,5723,2.058138900849583,2024-09-04,0.00016444611576085918,0.0002196526273049463,0.28955147738447545,1.4928376330294344,0.6524009340397895,1.3357118609257366,0.386757342691014,1.9940009328737174,0.871419665675976
AIG,2315,2305,4.628571961597363,2009-03-19,0.00023843698789334874,0.02568944175668623,0.16193561731379985,1.361575671860636,0.2614647304122017,107.74100941158066,17.447106869076233,146.69753727651604,28.170473980137423
AIG,2592,2305,6.358571155003706,2010-04-26,0.00023843698789334874,0.02568944175668623,0.03526740906555938,0.15985722032569558,0.05551742080748636,107.74100941158066,3.799746252054498,17.22317827961989,5.9815029577260725
AIG,2878,2392,3.685401809593443,2011-06-13,0.00023843698789334874,0.012513922509920629,0.023809721070068623,0.1343571471382093,0.09359544079485173,52.48314290699739,1.2496089934961585,7.051485353831113,4.912182894679617
AIG,3360,2994,2.2959636471973814,2013-05-14,0.00023843698789334874,0.001242435287133627,0.22517041999814433,0.45178001817944935,0.1633106737418981,5.21074896185721,1.1733065322462826,2.354112260716397,0.8509709236607969
AIG,5139,5083,2.100106449248113,2020-06-08,0.00023843698789334874,0.0017240754592123652,4.227634175555984,1.2360655019483329,0.701606635480372,7.230738294611961,30.56891632880292,8.937666159586566,5.073133966921781
AIG,5421,5083,2.682152136011942,2021-07-21,0.00023843698789334874,0.0017240754592123652,0.19384645919760363,0.3258361009930019,0.12976833515183145,7.230738294611961,1.4016530157950475,2.356035573217149,0.9383208704103871
AIG,5689,5214,2.2705618630626496,2022-08-12,0.00023843698789334874,0.0016268548630339766,0.3580891999733808,0.24331247941421347,0.23760380334346937,6.822997041724323,2.4432415520918065,1.6601203272577887,1.6211700473149393
AIV,1784,1281,2.020336972095137,2007-02-08,0.0001766020517945626,0.00013966170981024277,1.0849276513872825,0.9792460401850802,1.6501063574685768,0.7908272208111616,0.8579903193277855,0.7744144244499022,1.304949024719704
AIV,2374,2306,2.23644051206791,2009-06-12,0.0001766020517945626,0.0088061412837132,0.7548170344281238,0.714190945880855,0.1910540511550609,49.864320341856484,37.63843840421408,35.61264611065644,9.526780409405394
AIV,2629,2306,4.7243324526217485,2010-06-17,0.0001766020517945626,0.0088061412837132,0.10185538248610125,0.053966719202251816,0.06292147520185855,49.864320341856484,5.078949420829271,2.691013774100102,3.1375365958476533
AIV,2905,2401,3.4667124134403577,2011-07-21,0.0001766020517945626,0.004477067793288923,0.07044178730584154,0.029741355837245128,0.25137816094361554,25.351165220305596,1.7857813884040141,0.7539780257059014,6.372729290858169
AIV,5283,5086,2.151933457648353,2020-12-31,0.0001766020517945626,0.001314369399793245,0.5720534440083113,1.3375091854261845,0.31040406866036274,7.442548863034858,4.2575357092992325,9.954477467292328,2.3101974482895766
AIV,5536,5086,3.1626902000962014,2022-01-03,0.0001766020517945626,0.001314369399793245,0.24351069370764683,0.24410802232117537,0.3265654571494301,7.442548863034858,1.8123402365906767,1.8167858839841515,2.43047937181395
AJG,530,43,3.256874999349968,2002-02-14,0.00012389477230360474,,,,,,,,
AJG,2727,2303,2.1165258088885834,2010-11-04,0.00012389477230360474,0.0013749722774496786,0.09039716107181246,0.1581527332472181,0.05119929627847396,11.097903905745937,1.0032190069272122,1.755163836008697,0.5682048701403195
AJG,3401,2917,2.00644168656332,2013-07-12,0.00012389477230360474,0.00015852256021946505,0.3824265798648256,0.5590793457345132,0.5771344965676997,1.2794935352962653,0.4893123366625053,0.7153384085849754,0.7384398573548364
AJG,4545,4042,2.0629090113028763,2018-01-26,0.00012389477230360474,0.00015322801419750937,0.44207457540823614,1.9712859889454712,1.1298847962036709,1.2367593188034067,0.5467398507421953,2.4380063168549007,1.397395550879178
AJG,5370,5086,2.2522465877715585,2021-05-07,0.00012389477230360474,0.0007595953161310261,0.20439069345532873,0.21287982740587577,0.14901588706422825,6.130971484976252,1.2531135133691427,1.3051601515520905,0.9136121543992248
AKAM,725,692,3.283582078929892,2002-11-21,0.0005314381958570136,0.0049579280053654124,0.6831416056542625,2.487286769310509,0.5871849639890424,9.329265461188962,6.373209386731482,23.20455854900081,5.478004403872458
AKAM,983,692,20.58208898261546,2003-12-02,0.0005314381958570136,0.0049579280053654124,0.4222863287164699,1.6144567487318036,0.5143231149084923,9.329265461188962,3.9396212612268515,15.061695584527044,4.7982568718069185
AKAM,1237,774,10.869918437586863,2004-12-06,0.0005314381958570136,0.004833829721062923,0.3646422816677583,0.21401691256102684,0.17819913571520135,9.095751413328017,3.3166955488386654,1.9466446349030586,1.6208550405353739
AKAM,1492,988,2.1111110701589144,2005-12-08,0.0005314381958570136,0.003450403033793761,0.13896219996633713,0.33382223796075694,0.2577613634694228,6.492576297097981,0.9022226856940303,2.167366349628212,1.6735353187692317
AKAM,1749,1288,5.240706151500557,2006-12-15,0.0005314381958570136,0.0008158052242751064,1.911363563341733,4.119696746995957,0.699110807811299,1.535089556292644,2.934114244364188,6.324103451406273,1.0731976997624388
AKAM,2325,2235,2.3196985280462887,2009-04-02,0.0005314381958570136,0.002699250890002212,1.7223515944692742,1.435220755528244,0.3539959970187444,5.079143559956801,8.748071009029943,7.289692257557615,1.7979964885082425
AKAM,2607,2235,4.416576851213769,2010-05-17,0.0005314381958570136,0.002699250890002212,0.09571414780231957,0.8845482497824408,0.3644989401510437,5.079143559956801,0.4861458974069049,4.492747546353544,1.8513424444792532
AKAM,3047,2956,2.0680965406831335,2012-02-13,0.0005314381958570136,0.001255151821206255,1.0401738752537075,2.0222214732995645,0.5077084430385381,2.3618020514730946,2.456684792462925,4.776086824171855,1.1991068423186302
AKAM,3312,2956,2.012332415385564,2013-03-06,0.0005314381958570136,0.001255151821206255,0.25829390349027886,0.5506754086474593,0.5450124326410534,2.3618020514730946,0.6100390711463342,1.300586309839354,1.2872114814899818
AKAM,3574,3125,2.2580174153994625,2014-03-20,0.0005314381958570136,0.0008357765607327256,0.3672882846402959,2.380468404529427,0.34467845015994025,1.5726693475333036,0.5776230269618804,3.743689692574938,0.5420652333218235
AKAM,3827,3343,2.180029837641705,2015-03-23,0.0005314381958570136,0.0005619174647715655,0.37257908954261554,0.6742484423898729,0.23110546124447426,1.0573524243311117,0.39394740358296293,0.712918225162408,0.24435991972300464
AKAM,4925,4436,2.0064573795705334,2019-08-01,0.0005314381958570136,0.0006249911383238406,0.6962025076411416,0.316054230405197,0.43577939642907326,1.1760372950159532,0.8187601138696116,0.37169156220407673,0.5124928226001321
AKAM,5200,4780,2.072270331261827,2020-09-02,0.0005314381958570136,0.0005430701499607667,2.864941564375966,1.8390139585816443,0.9104546715292707,1.0218876892824669,2.927648515149451,1.8792657246931985,0.9303824204854737
ALB,1748,1327,2.3186675833708748,2006-12-14,0.00038862904217496473,0.00025756523018807223,0.4829161472908945,2.17530507945624,0.9652850439406658,0.6627534286851207,0.320054332384449,1.441690899845782,0.6397459725301436
ALB,2027,1523,2.0252291860154017,2008-01-28,0.00038862904217496473,0.0002037043752775806,3.4520708689356945,3.5495013009821226,3.287190984617259,0.5241614834999152,1.8094425878081748,1.8605118676076682,1.7230189030445293
ALB,2416,2305,2.0762757356589554,2009-08-12,0.00038862904217496473,0.003108600028970002,0.48582371703737065,0.4894864492809164,0.14816039254865712,7.998887606476098,3.8860493091423747,3.915347092691113,1.1851183277280872
ALB,2759,2305,3.703669665146996,2010-12-21,0.00038862904217496473,0.003108600028970002,0.1375695183012067,0.07359987831235709,0.09549211966149557,7.998887606476098,1.100403114968409,0.588717154470862,0.7638307324764694
ALB,4144,3947,2.053525252876714,2016-06-23,0.00038862904217496473,0.00032768123709892813,2.1301887525699246,1.7231631501172975,1.0384138871321682,0.8431722839473297,1.7961161157432963,1.4529234088982772,0.8755618088958549
ALB,4426,3947,3.0346888124914604,2017-08-07,0.00038862904217496473,0.00032768123709892813,0.6526607245349642,1.816494710954603,0.8122225543251869,0.8431722839473297,0.5503054337488648,1.531617994213837,0.6848435462039019
ALB,5294,5086,3.6806660042573296,2021-01-19,0.00038862904217496473,0.0014777735778260701,0.8851778052597992,1.0842397697631079,0.6929140767581515,3.8025299641933645,3.3659151281393047,4.122854212894333,2.634826539484252
ALB,5567,5086,4.927432232760749,2022-02-16,0.00038862904217496473,0.0014777735778260701,0.3395695572490603,0.41465225204318373,1.387565948869967,3.8025299641933645,1.2912234163674259,1.5767276131144654,5.276261097872447
ALK,923,694,2.0815030034348916,2003-09-08,0.0004579556373718636,0.00109115061502323,0.5828689390153705,0.3469287315064424,0.39951958390500325,2.3826557115557616,1.3887760066334196,0.8266117236266203,0.9519176184696374
ALK,1235,812,2.1008941793319895,2004-12-02,0.0004579556373718636,0.0016706539800905279,0.4154628284171573,0.36697253317545436,0.22387698572783096,3.648069471702875,1.5156372609759612,1.3387412952308457,0.8167187970505604
ALK,1595,1154,2.1414194702827904,2006-05-09,0.0004579556373718636,0.0005911877993180176,0.628248002985014,1.2222298641034108,1.4215435325433394,1.2909280966836716,0.8110229987387618,1.5778108721769588,1.8351104868191561
ALK,2167,2144,2.1240733808886194,2008-08-15,0.0004579556373718636,0.0022005448529321104,1.385573645392111,3.5078833588376206,2.1744356613551274,4.805148519539351,6.657887150868644,16.85590052843532,10.44848629899416
