ticker,peak,trough,depth,peak_date,trough_date,truncated_stab,rv_uncond,span,decay_half_life_uncond,stress_spell_uncond,rv_calm,m_deterioration,m_panic,m_stabilisation,calm_over_uncond,mu_deterioration,mu_panic,mu_stabilisation,rise,decay_half_life,censored,stress_spell,rv_peak_over_calm
ADBE,5507,5723,-0.6002149800846833,2021-11-19,2022-09-30,False,0.0003492092615448821,216,19.0,208,0.00018412042747489082,2.331709687222057,13.07406866065655,3.586562606021218,0.5272495542081341,1.2293928931306175,6.893296873017704,1.891013535164251,198.0,19.0,False,208.0,12.4860095162077
ADI,55,89,-0.39130436557704107,2000-03-22,2000-05-10,False,0.0003234597583527108,34,38.0,215,,,,,,,,,,,,,
ADI,116,149,-0.406887616995695,2000-06-19,2000-08-04,False,0.0003234597583527108,33,62.0,302,0.0031194664815311097,0.7373012725228834,1.0120681895216155,1.203723197548198,9.644063599805031,7.110580364427868,9.76044998708599,11.608783073715497,86.0,33.0,False,261.0,1.9655448083668012
ADI,169,2241,-0.828820422129688,2000-09-01,2008-12-01,False,0.0003234597583527108,2072,20.0,265,0.003092543850428973,0.9926004941417088,1.9436827445576825,0.37635492544742566,9.560830275080972,9.490084855450382,18.58322082931957,3.5982655653935893,51.0,15.0,False,130.0,2.345774207791419
ADI,5064,5083,-0.3361994436140028,2020-02-20,2020-03-18,False,0.0003234597583527108,19,7.0,22,0.0002864558663486488,1.113486974111622,20.331936226255273,4.973780504057598,0.8855997042954822,0.9861037350101237,18.00595670972627,4.404778543624043,27.0,7.0,False,22.0,24.22220320750733
ADM,11,184,-0.3381339133701432,2000-01-19,2000-09-25,False,0.00023007522399787734,173,17.0,245,,,,,,,,,,,,,
ADM,278,328,-0.3107770074213676,2001-02-08,2001-04-23,False,0.00023007522399787734,50,4.0,271,0.0005355037303901587,1.4711182096349993,0.9617169747286066,0.6727021774478118,2.32751584931674,3.4240509491439277,2.238411501237779,1.565724979879664,47.0,1.0,False,269.0,1.2126509109335357
ADM,484,799,-0.30947766637037655,2001-12-07,2003-03-12,False,0.00023007522399787734,315,4.0,105,0.0003759541564392498,0.6950398783997668,0.9862694996880563,0.5921806946166299,1.634048855441811,1.1357291177855544,1.6116125471224363,0.9676521862530407,67.0,4.0,False,21.0,1.786563788080927
ADM,1597,1769,-0.3164444260002337,2006-05-11,2007-01-18,False,0.00023007522399787734,172,4.0,11,0.000583511679666676,0.6489411882647582,1.1123953077511388,0.6994363645322001,2.5361778183993398,1.6458302471227897,2.8212323048099455,1.773894993108441,7.0,4.0,False,11.0,2.9142338617917902
ADM,2085,2205,-0.6800592468585236,2008-04-21,2008-10-09,False,0.00023007522399787734,120,19.0,39,0.0005109851242471247,1.520374539646396,7.100127063178211,7.5539952730199005,2.2209480680624654,3.376672896559023,15.769013483963674,16.777031207766544,134.0,19.0,False,39.0,14.936152508907707
ADM,3872,4035,-0.4184434430155032,2015-05-27,2016-01-19,False,0.00023007522399787734,163,12.0,211,0.00019340438319921958,1.1464471477181561,3.2148309205241445,2.6579180485802847,0.8406136907683893,0.9637191681142522,2.70243088529814,2.2342823005769885,153.0,12.0,False,211.0,5.9605481909401465
ADM,4721,5086,-0.40522316772290223,2018-10-08,2020-03-23,False,0.00023007522399787734,365,11.0,24,6.441806731553512e-05,2.3669910049655263,49.533374835845855,15.096009891144783,0.2799869807629936,0.6627266649734617,13.868700067290124,4.226686230989915,358.0,13.0,False,26.0,55.5192024751258
ADM,5760,6281,-0.4640504808536645,2022-11-22,2024-12-19,True,0.00023007522399787734,521,2.0,21,0.00043687257687812577,0.4614869329772633,9.00394980809584,,1.8988249551031897,0.8762829047912607,17.096924590108955,,281.0,2.0,False,21.0,9.375641709536511
ADP,224,800,-0.5942447676607668,2000-11-20,2003-03-13,False,0.0001390087353043901,576,13.0,21,0.0003264825669489008,0.8213553074488666,12.948819342417462,1.0360398602230427,2.3486478474463897,1.9290743748284485,30.41221667554095,2.433292787581508,406.0,13.0,False,21.0,12.730022659826368
ADP,5063,5086,-0.3945118383737859,2020-02-19,2020-03-23,False,0.0001390087353043901,23,7.0,22,0.00011999929821052909,1.195552200388117,36.3244204437697,10.221291848035905,0.8632500536586015,1.032060501136701,31.357057897201788,8.823530736277222,27.0,7.0,False,22.0,43.974374196769936
ADSK,47,144,-0.6355727905921487,2000-03-10,2000-07-28,False,0.0004207065822487448,97,16.0,283,,,,,,,,,,,,,
ADSK,1467,1642,-0.3684873859337361,2005-11-02,2006-07-17,False,0.0004207065822487448,175,17.0,21,0.00033574570736243943,3.9108426424452287,1.5985771243090197,1.7680252107109464,0.7980519476729465,3.1210555878458273,1.275747587560231,1.4109759629427423,4.0,17.0,False,21.0,7.118843828267838
ADSK,2006,2307,-0.7692006363309549,2007-12-26,2009-03-09,False,0.0004207065822487448,301,16.0,55,0.00044019052077995364,2.3657140705095907,9.55868894765894,2.97606278714215,1.0463124166659434,2.4752760062555157,10.001374932983067,3.113891446964286,234.0,16.0,False,55.0,10.93473985060016
ADSK,3811,3961,-0.3284557779542082,2015-02-27,2015-10-01,False,0.0004207065822487448,150,2.0,180,0.00025194185646970575,0.9558631044271848,1.985878150747487,2.0025170986425005,0.5988540876233401,0.5724225272945552,1.189251248097012,1.1992155500576929,132.0,2.0,False,188.0,4.046046967742159
ADSK,4006,4050,-0.34691378784300575,2015-12-04,2016-02-09,False,0.0004207065822487448,44,15.0,24,0.0004129224414423169,1.072606079813431,2.4950525264569614,0.7954711487398456,0.9814974589538856,1.0527601417953711,2.44888771467398,0.7807529111592868,24.0,15.0,False,24.0,3.9353310956037832
ADSK,5063,5079,-0.35471624812749325,2020-02-19,2020-03-12,False,0.0004207065822487448,16,15.0,31,0.00026527515150586247,0.5099314350021126,9.36043544916795,8.401912487425976,0.6305467104601118,0.3215355889007864,5.902191780947069,5.297798280520184,29.0,15.0,False,31.0,21.777747623890154
ADSK,5446,5650,-0.5199403896552834,2021-08-25,2022-06-16,False,0.0004207065822487448,204,11.0,334,0.00027312193095204357,0.7675744173632535,6.705178898030481,2.5253807465941853,0.6491981406427316,0.49830788455715225,4.352989673278269,1.6394724851038984,206.0,11.0,False,334.0,7.174252262070645
AEE,2005,2307,-0.6056805339004745,2007-12-24,2009-03-09,False,0.00010819950134334113,302,8.0,107,0.00015937207056419838,1.8925052829885012,16.673079369793484,2.0772318423314333,1.4729464423174676,2.787558923644925,24.558552940214078,3.059651252030643,204.0,8.0,False,107.0,23.772675808857525
AEP,351,694,-0.6275197888278861,2001-05-24,2002-10-09,False,0.00012038168851817379,343,8.0,72,0.0002522101460016879,0.7761161242692771,9.810434426288886,7.881516733659077,2.0950872936427722,1.6260310303478371,20.55371651163346,16.512465563322017,343.0,8.0,False,69.0,30.817480285295765
AEP,1835,2307,-0.4843234042703086,2007-04-24,2009-03-09,False,0.00012038168851817379,472,14.0,32,8.469624856326442e-05,2.378279499293641,15.583222681298391,4.348653210140127,0.7035642181616184,1.673272356490336,10.963797882206102,3.059556795848251,359.0,14.0,False,32.0,39.92695278951547
AEP,5062,5086,-0.329051924678216,2020-02-18,2020-03-23,False,0.00012038168851817379,24,8.0,22,6.047240143060462e-05,0.9604249705912685,52.72398158246186,15.6737233009448,0.502338870429411,0.48245879485901816,26.48530535267496,7.87352045841975,29.0,8.0,False,22.0,68.02841203118643
AES,189,699,-0.9865486726498114,2000-10-02,2002-10-16,False,0.0003536194365257819,510,15.0,230,0.001188787206159002,0.9668889877128739,12.741260331655418,7.889573916205599,3.361769980288765,3.250458373164932,42.83318649400326,26.52293274876925,242.0,15.0,False,229.0,20.72173820659247
AFL,210,430,-0.3662985258139656,2000-10-31,2001-09-21,False,0.00016444611576085918,220,9.0,395,0.0005097101557069966,1.0697429205368667,1.3242825644221217,1.119252278377501,3.099557282631274,3.3157294598932934,4.104689666816206,3.4691865505466293,217.0,9.0,False,228.0,2.8790736104765475
AFL,2090,2307,-0.8270633795079152,2008-04-28,2009-03-09,False,0.00016444611576085918,217,3.0,58,0.000297590630699619,14.155582796740529,52.687848669712764,21.024817603893695,1.8096543619940604,25.61671215468958,95.34679516922866,38.04765288701573,154.0,3.0,False,55.0,62.77393167336568
AFL,4911,5083,-0.5489019900717609,2019-07-12,2020-03-18,False,0.00016444611576085918,172,8.0,21,5.404097238863533e-05,1.4585508912488452,121.267076390261,44.749479427570044,0.32862419485312006,0.4793151122889524,39.85129534094133,14.705761646981466,157.0,8.0,False,21.0,180.71666728419711
AIG,237,2305,-0.99640551723381,2000-12-08,2009-03-05,False,0.00023843698789334874,2068,4.0,23,0.0002916502168397043,13.972933374386532,258.0055902485906,50.63425531780155,1.2231752272015677,17.091345954887615,315.5860464715944,61.93456675253411,1961.0,4.0,False,23.0,347.83932876450876
AIV,569,1085,-0.3562888317817178,2002-04-12,2004-04-29,False,0.0001766020517945626,516,2.0,21,7.202261240387301e-05,3.243487905986305,2.9241159890096227,2.1665674761697167,0.4078243240778164,1.322773262913437,1.192525626742985,0.8835789165378952,351.0,2.0,False,128.0,11.024947674523494
AIV,1785,2306,-0.8751366407946187,2007-02-09,2009-03-06,False,0.0001766020517945626,521,18.0,65,0.00013148784463572913,14.721038382105913,94.22481318114946,48.05349673612227,0.7445431312920765,10.960448012883981,70.15443745130395,35.777900929446055,451.0,18.0,False,65.0,130.48286227402514
AIV,5065,5086,-0.544242172393433,2020-02-21,2020-03-23,False,0.0001766020517945626,21,8.0,24,7.235750801846636e-05,1.1358116734421804,103.84134758881906,30.699743805447987,0.40972065320417855,0.46536550075966127,42.54594476369309,12.578319085169085,30.0,8.0,False,24.0,137.0398607989358
AIV,5503,5624,-0.3329239423681162,2021-11-15,2022-05-10,False,0.0001766020517945626,121,15.0,335,0.0003795960987003198,1.092052683714486,1.8939801172498112,1.3505398814269272,2.149443309650195,2.3473053347956423,4.071002891633098,2.902908912548876,116.0,12.0,False,194.0,2.3638922115589156
AIV,5689,5994,-0.4070471240824679,2022-08-12,2023-10-30,False,0.0001766020517945626,305,12.0,284,0.0005169533907146314,0.8107787159706112,1.5359202068096027,0.6735719564344783,2.9272218836731994,2.3733292002056308,4.495979240948935,1.9716945711035758,285.0,4.0,False,270.0,2.1314877242560506
AJG,249,264,-0.34633281953822903,2000-12-27,2001-01-19,False,0.00012389477230360474,15,10.0,193,0.0006054228008008924,1.033703192648802,3.2047029652547927,1.400116915737309,4.886588752246147,5.0512823943585685,15.660065464303946,6.841795572271501,17.0,9.0,False,187.0,3.77335533324528
AJG,453,2303,-0.49147557873360403,2001-10-24,2009-03-03,False,0.00012389477230360474,1850,2.0,1716,0.000611489182897218,0.6218973877133376,6.180938046853759,1.6654277513609215,4.935552739858634,3.0694073558394908,30.506345712045547,8.219806501266,1838.0,2.0,False,1666.0,5.945681083436621
AJG,5061,5086,-0.3722027547052116,2020-02-14,2020-03-23,False,0.00012389477230360474,25,8.0,21,9.056833256681971e-05,0.8153348072825968,43.82928061650472,10.928584598955744,0.7310101215964268,0.5960179966134502,32.03964775295503,7.988905956559475,26.0,8.0,False,21.0,53.39834142741485
AKAM,0,692,-0.9979143968352084,2000-01-03,2002-10-07,False,0.0005314381958570136,692,12.0,278,,,,,,,,,,,,,
ALB,609,799,-0.3092103451883421,2002-06-10,2003-03-12,False,0.00038862904217496473,190,15.0,21,0.00038230057054421406,1.5600110986782914,2.4814911614491924,0.8405091117506183,0.9837159065742145,1.5346077322021519,2.4410823275408924,0.8268221828496473,66.0,15.0,False,21.0,3.679640216411655
ALB,1968,2305,-0.6630519638757182,2007-10-31,2009-03-05,False,0.00038862904217496473,337,10.0,52,0.0004854945196220059,2.1696527990684196,9.601034087482489,2.5174432039493233,1.2492491989402876,2.710437021214776,11.994084142785892,3.144913905911363,273.0,10.0,False,52.0,13.050329384958252
ALB,2855,2956,-0.44813167108104235,2011-05-10,2011-10-03,False,0.00038862904217496473,101,8.0,50,0.0003990584553470738,0.6515135929200282,7.365076943828211,2.5176063428120585,1.0268364225013673,0.6689978869650138,7.562729260447864,2.585169890319885,20.0,8.0,False,50.0,7.740517846097508
ALB,3653,3947,-0.4104984949048891,2014-07-14,2015-09-11,False,0.00038862904217496473,294,18.0,21,8.504526508755051e-05,4.07554493929886,17.40068504619781,6.933139946624994,0.2188340444440132,0.8918679823800998,3.807862284755928,1.5172070552162973,128.0,18.0,False,244.0,17.088985452345714
ALB,4492,5086,-0.6327415372442937,2017-11-08,2020-03-23,False,0.00038862904217496473,594,10.0,24,0.00023675280180088392,3.1112569556855214,23.31789914470914,8.453345570304949,0.6091999724876336,1.8953776518055785,14.205263517426225,5.149777888858234,587.0,10.0,False,24.0,26.51451098069034
ALB,5508,5579,-0.3926344579211485,2021-11-22,2022-03-07,False,0.00038862904217496473,71,3.0,74,0.0005383778976990919,1.1959492331583224,6.730741429262757,2.5569859606654393,1.3853259516737524,1.6567795095785474,9.324270775963381,3.542259009375274,70.0,3.0,False,74.0,6.701018044656264
ALB,5753,6192,-0.7722362360437376,2022-11-11,2024-08-14,False,0.00038862904217496473,439,17.0,149,0.0010729571577689672,0.5083628684236876,1.4869585758569652,1.278853340117125,2.7608774469456945,1.4035275782955807,4.105310396625984,3.530757344680542,328.0,17.0,False,21.0,3.4636340999571678
ALK,4,694,-0.6087350134904024,2000-01-07,2002-10-09,False,0.0004579556373718636,690,1.0,21,,,,,,,,,,,,,
ALK,1711,2144,-0.7576300696289638,2006-10-23,2008-07-15,False,0.0004579556373718636,433,11.0,181,0.0006465647998041645,2.55866937460865,6.1491296338600625,6.5431724326009615,1.411850290815721,3.6124581006425016,8.681650461828896,9.237979901825076,443.0,11.0,False,181.0,13.058511890950548
ALK,4007,4146,-0.35007045795183744,2015-12-07,2016-06-27,False,0.0004579556373718636,139,10.0,21,0.00042473717502621353,0.5979042330850347,0.74128890403647,0.5663217826752172,0.9274635802360996,0.5545344006553657,0.6875184609269589,0.5252428281256472,22.0,10.0,False,21.0,2.784371289400359
ALK,4316,5085,-0.7506124541290331,2017-03-01,2020-03-20,False,0.0004579556373718636,769,10.0,23,0.00026494203643649526,0.5549968326086665,41.14857311892266,17.402128074715694,0.5785320996526138,0.3210834828696421,23.805770404199432,10.067689693488969,753.0,10.0,False,23.0,46.777058500815734
ALL,354,488,-0.3061392621906921,2001-05-30,2001-12-13,False,0.00014395836410192279,134,11.0,67,0.0005093947768659477,0.38254018438171195,2.737666661788378,0.4949206959517349,3.5384868398844493,1.3536134081616584,9.687197454728567,1.7512703694116667,10.0,11.0,False,63.0,2.934866527656923
ALL,1757,2307,-0.7703244413916781,2006-12-28,2009-03-09,False,0.00014395836410192279,550,12.0,95,5.793570139129768e-05,14.371203949600911,132.293688410945,43.209843619050325,0.402447622635383,5.7836568639251125,53.241280390650935,17.389698838933477,445.0,12.0,False,95.0,182.7726790673134
ALL,5061,5086,-0.41394036022078806,2020-02-14,2020-03-23,False,0.00014395836410192279,25,8.0,24,8.585631797322063e-05,1.0425232186442688,51.51862582907383,13.11398185261621,0.5963968714762151,0.6217575860407561,30.72554726721336,7.821137749496168,27.0,8.0,False,24.0,56.472765973910235
AMAT,67,2235,-0.8521676715957278,2000-04-07,2008-11-20,False,0.0004307154648361638,2168,20.0,261,0.0019441780055964438,0.630362852445682,2.170317764181887,0.8721877624099704,4.51383375875759,2.845353123636049,9.796453591195496,3.9369105659413686,186.0,7.0,False,194.0,3.8840104136292255
AMAT,4574,4774,-0.5227417833819339,2018-03-09,2018-12-24,False,0.0004307154648361638,200,8.0,414,0.0005129624968737008,0.5012190883188102,1.1104495456452013,1.43361553646089,1.1909544438317816,0.5969291005666013,1.3224948210371352,1.7073707938943805,210.0,8.0,False,201.0,3.0097571810916457
AMAT,5063,5085,-0.4364337979954168,2020-02-19,2020-03-20,False,0.0004307154648361638,22,6.0,21,0.00046964297786818333,0.8968588211570199,16.249942451677004,4.214462880789066,1.090378721476432,0.9779157747580512,17.71859147452517,4.595360647664661,29.0,6.0,False,21.0,19.402474593825776
AMAT,5545,5734,-0.5513919973226798,2022-01-14,2022-10-17,False,0.0004307154648361638,189,17.0,226,0.0005307088683835038,1.9263272894322951,2.498788094324616,1.8214074019780382,1.2321565202804494,2.373536729868167,3.0788980432212343,2.2442590064343135,209.0,17.0,False,226.0,2.9836962816812687
AMAT,6167,6281,-0.36412220441557364,2024-07-10,2024-12-19,True,0.0004307154648361638,114,15.0,21,0.0004818093121120916,0.7011148219376302,4.753848041858372,,1.1186255229896678,0.7842849343657893,5.317775752037231,,16.0,15.0,False,21.0,4.948525718885508
AMD,118,3914,-0.9658947367417186,2000-06-21,2015-07-27,False,0.0010545534912030337,3796,3.0,30,0.002886711224721571,0.6725031809777392,3.430366512429383,0.5868882442016301,2.7373777136979682,1.8408952199994548,9.390208840940018,1.6065348001088733,588.0,1.0,False,18.0,5.577013384945507
AMD,5063,5081,-0.34278441287536066,2020-02-19,2020-03-16,False,0.0010545534912030337,18,6.0,23,0.0004663243138437011,1.3327689524681698,11.855099709979843,3.284834836559992,0.4422007207161381,0.5893513913295171,5.2423336359147665,1.452556332160306,30.0,6.0,False,112.0,12.245507236259916
AMD,5512,5733,-0.6544994295506881,2021-11-29,2022-10-14,False,0.0010545534912030337,221,14.0,197,0.0006619459357999671,2.9467410561207106,2.3266798202231334,1.7055238592295192,0.627702569212321,1.8496769317303983,1.4604629008885222,1.0705617082912822,114.0,14.0,False,257.0,4.068883118002067
AMD,6082,6281,-0.437600555836281,2024-03-07,2024-12-19,True,0.0010545534912030337,199,2.0,106,0.0009159554244013012,0.6427567621389526,1.7072080717212894,,0.8685718003326508,0.5582803980670155,1.4828327883973935,,104.0,2.0,False,106.0,1.8685939721983795
AME,409,430,-0.3366920896656904,2001-08-16,2001-09-21,False,0.0001913755558949533,21,12.0,222,0.0003272713800228218,1.1292601121158372,3.33795902669694,1.715527585704737,1.7101002188725827,1.9311479648933703,5.70824446214215,2.9337240997956235,18.0,12.0,False,221.0,4.926835971233185
AME,591,694,-0.3494086954297152,2002-05-14,2002-10-09,False,0.0001913755558949533,103,15.0,182,0.0003653365475574812,1.018780515920257,1.8049624439227057,1.3478986539764446,1.909003194525092,1.9448552594116923,3.4456790714462624,2.5731428363371047,48.0,13.0,False,179.0,2.768260165504668
AME,2117,2302,-0.5331092017283676,2008-06-05,2009-03-02,False,0.0001913755558949533,185,39.0,52,0.00032076126246324854,2.094643857372567,10.62458472542045,2.6813329932616483,1.6760827210310782,3.510796376056046,17.807682876407938,4.494135899336389,88.0,10.0,False,51.0,10.899635577707684
AME,2845,2956,-0.32592024783407014,2011-04-26,2011-10-03,False,0.0001913755558949533,111,6.0,59,0.00023453064371240518,1.0152200476891928,4.087446790027217,3.303100909101368,1.2254994772746204,1.244151637761821,5.009163904566179,4.04794843748905,69.0,6.0,False,58.0,8.249165615233142
AME,5035,5086,-0.4271945935866538,2020-01-08,2020-03-23,False,0.0001913755558949533,51,13.0,21,0.0001453756323335084,0.8325970478398256,40.91336028651717,7.03569138781447,0.759635323611055,0.632470127873415,31.079233681264157,5.344559704209958,21.0,13.0,False,21.0,47.049391933087854
AMG,56,100,-0.3724998504514946,2000-03-23,2000-05-25,False,0.00032181598757500635,44,16.0,210,,,,,,,,,,,,,
AMG,177,315,-0.32140060666741677,2000-09-14,2001-04-03,False,0.00032181598757500635,138,20.0,82,0.0010489337146807518,1.7685579924486805,2.1520037420392244,0.5505620868551149,3.2594207720530806,5.764474657167725,7.014285698338607,1.794513502200454,74.0,18.0,False,39.0,3.2212139260146286
AMG,542,799,-0.4975556484892171,2002-03-05,2003-03-12,False,0.00032181598757500635,257,5.0,64,0.0005839650657209303,0.7345726056702567,3.16860484400945,0.902824611861556,1.8145930850773047,1.3329503707364656,5.749728439282,1.638259297721581,80.0,4.0,False,21.0,4.314698537019535
AMG,1955,2236,-0.8592499610080315,2007-10-12,2008-11-21,False,0.00032181598757500635,281,8.0,57,0.000402648134804569,6.359279981197942,18.898468603301353,13.472629865453182,1.2511750514281796,7.9565724575215295,23.64529242664941,16.856618364781216,281.0,6.0,False,57.0,29.50091154058345
AMG,3852,5086,-0.7958156257718633,2015-04-28,2020-03-23,False,0.00032181598757500635,1234,7.0,23,0.00021625216330853762,1.1811450448402283,33.82654987900116,9.251250291088452,0.6719745806852907,0.7936994462350213,22.730581670971876,6.216605035168837,1170.0,7.0,False,23.0,37.7029463038778
AMGN,13,77,-0.31297053954397513,2000-01-21,2000-04-24,False,0.00019935743916595018,64,25.0,247,,,,,,,,,,,,,
AMGN,139,633,-0.6016666682543327,2000-07-21,2002-07-15,False,0.00019935743916595018,494,12.0,448,0.0018013197624985172,0.4380361152397397,0.7110325606561938,0.8315669205538442,9.035628517474349,3.9579316145438725,6.424626081917915,7.513729781544641,502.0,10.0,False,444.0,2.1175143909421252
AMGN,1435,2063,-0.5361495693934841,2005-09-19,2008-03-19,False,0.00019935743916595018,628,2.0,862,0.00031370999448121354,0.6493456989149696,1.2001609881411954,0.6045216318819882,1.5736056592303707,1.0218140666094966,1.888580122926499,0.9512786610566754,631.0,2.0,False,483.0,2.3313631779274786
AMT,47,694,-0.9870467519769577,2000-03-10,2002-10-09,False,0.00022473235191917366,647,23.0,420,,,,,,,,,,,,,
AMT,5060,5086,-0.3028804858608487,2020-02-13,2020-03-23,False,0.00022473235191917366,26,8.0,24,0.0001996687273610635,0.7405604675604729,21.393227626819005,5.683067205677614,0.8884734469956314,0.6579683113221497,19.00731469196205,5.04925430973622,28.0,8.0,False,24.0,27.26489043672528
AMT,5455,5976,-0.4534422561150375,2021-09-08,2023-10-04,False,0.00022473235191917366,521,21.0,370,0.00011984890720180974,2.192479084365776,5.323249451400274,2.988428765217734,0.5332961906833695,1.1692407438452304,2.838868654489103,1.5937176766192231,283.0,21.0,False,375.0,7.38039239101807
AMZN,0,435,-0.9332027968826827,2000-01-03,2001-09-28,False,0.0004692073420968356,435,8.0,512,,,,,,,,,,,,,
AMZN,1962,2235,-0.6525490876953781,2007-10-23,2008-11-20,False,0.0004692073420968356,273,42.0,51,0.0008532741422856806,1.2737122180275233,6.213229928313052,2.4768523405655247,1.8185438839735395,2.316301564036324,11.299031285855055,4.504264675440981,246.0,21.0,False,47.0,6.803319690482776
AMZN,4022,4050,-0.3053446326540753,2015-12-29,2016-02-09,False,0.0004692073420968356,28,11.0,21,0.0004374688507089971,0.8088074195720993,3.479793575905081,0.9409717104801951,0.9323572149446709,0.7540974331388285,3.244410647013219,0.877321763325038,24.0,12.0,False,22.0,3.4250256502813197
AMZN,4697,4774,-0.34103783046300673,2018-09-04,2018-12-24,False,0.0004692073420968356,77,13.0,55,0.0002682531001874912,0.6391799242061287,5.471671737636458,1.9200142073578421,0.5717154786809129,0.36542905633073647,3.1282394266676503,1.0977018416337423,20.0,16.0,False,58.0,6.534040190590688
