ticker,peak,total_logV_change,V_fell,share_before_onset,share_onset_to_trough,share_after_trough
DDS,6098,-0.09736908304708747,True,-0.0,0.1759987227542208,0.8240012772457792
DE,2830,0.20067069546215022,False,,,
DE,4996,-0.15543108973330355,True,0.09328900935864479,-0.05613557046946989,0.9628465611108251
DE,5608,0.06030100769109037,False,,,
DECK,2914,-0.33559542814767873,True,-0.0,-0.0,1.0
DECK,5062,0.04770056968790248,False,,,
DGX,4665,-0.06291382541056878,True,-0.5443942220897802,-0.9856351029291566,2.5300293250189365
DGX,5074,-0.0784716154414955,True,-0.0,-5.6592336904438175e-15,1.0000000000000056
DHI,5064,0.07680541122374507,False,,,
DHI,6217,-0.03537783908165171,True,-1.2552751139636003e-14,0.9999999999999875,2.5105502279272006e-14
DIS,5007,-0.9837611922848106,True,0.1333697014939983,0.10726128084835095,0.7593690176576507
DLTR,3135,-0.11219725014953141,True,-0.0,0.5640196160171609,0.4359803839828391
DLTR,4982,-0.7747677089146991,True,-0.0,-0.0,1.0
DOC,5062,0.5355182363563622,False,,,
DOV,2895,0.03730036141320903,False,,,
DOV,5062,0.14131353306657735,False,,,
DTE,5065,-0.013468217050867093,True,-0.0,-4.223251524587065,5.223251524587065
DUK,5065,0.0,False,,,
DVA,2895,0.07172418079844567,False,,,
ECL,5063,0.013145729212502122,False,,,
ED,5064,-0.08102589524659187,True,-0.0,0.44452824716763634,0.5554717528323637
EFX,5073,-0.11028112500458898,True,-0.0,-0.0,1.0
EG,5060,0.5096308804936482,False,,,
EIX,5057,0.8906117174564634,False,,,
EL,5042,-0.36302592483300744,True,-0.0,0.015968880699062774,0.9840311193009372
EMN,2855,0.586130006830121,False,,,
EMR,5041,-0.05778774048123525,True,-7.684834294468852e-15,1.0,7.684834294468852e-15
EOG,5643,0.2645072317654704,False,,,
ES,5073,0.0,False,,,
ESS,4981,0.43711331905894646,False,,,
ETN,5064,-0.09672962645855021,True,-0.0,0.6818796909141501,0.31812030908584993
ETR,5062,0.33078434357601316,False,,,
EVRG,5063,-4.440892098500626e-16,False,,,
EXPD,5041,-0.08775074855750775,True,-1.0121605049534757e-14,0.7334167518881697,0.2665832481118405
FCX,5593,0.12796988096337714,False,,,
FDS,5063,0.01150038812031573,False,,,
FE,5062,-0.5503564625226263,True,-0.0,0.9854055103478789,0.014594489652121104
FICO,5063,0.11247798342669002,False,,,
FISV,5053,-0.24811647224558975,True,-0.0,1.0,-0.0
FMC,5064,-0.0804723532225724,True,-0.0,0.8619249347121917,0.13807506528780836
FOSL,2903,0.08004270767353594,False,,,
GIS,5877,-0.11778303565638293,True,3.7704004432831616e-15,1.0409166431234487,-0.04091664312345239
GL,5064,0.01626052087178076,False,,,
GL,6076,0.14042191505738844,False,,,
HD,5064,-4.440892098500626e-16,False,,,
HON,2845,0.45810884159358656,False,,,
HON,5042,0.01601864915563711,False,,,
HPQ,5639,-0.585626836848689,True,-0.0,-0.030493167792821275,1.0304931677928213
HSIC,5063,0.3853031348178195,False,,,
HUBB,4710,0.32858862999267746,False,,,
HUBB,5058,0.044145098763959556,False,,,
HUM,4743,0.27993610033712457,False,,,
HUM,5060,0.03483585934238809,False,,,
IDXX,4694,0.28999421221015975,False,,,
IDXX,5063,0.03607605647381007,False,,,
IEX,5059,-0.021506205220964247,True,-0.0,0.08251680573749871,0.9174831942625012
INTC,5046,0.18924199963852883,False,,,
INTU,5063,-0.17185025692665912,True,-0.0,-0.1790608825210295,1.1790608825210296
INTU,5512,0.16362942378180279,False,,,
IRM,3358,-0.906240396020654,True,0.2773154114343617,0.12104836391990174,0.6016362246457365
ITT,3058,-0.8094861726440952,True,-0.0,0.6587299623342452,0.3412700376657548
ITT,5031,0.09763846956391609,False,,,
ITW,2895,0.09261112283516004,False,,,
ITW,5064,0.015604998068889486,False,,,
J,5065,-0.006504087969176009,True,-0.0,-24.375469551569104,25.375469551569104
JBL,6082,0.6231402009537508,False,,,
JPM,5031,-0.1345151605346553,True,-3.3014063848635965e-15,-0.41232188470617687,1.4123218847061803
KLAC,5031,-0.10845170822749917,True,-2.04740532495116e-15,0.0128154209073332,0.9871845790926689
KLAC,6167,0.13489410008045866,False,,,
KMX,5064,0.034029748586311026,False,,,
KO,5065,0.25557882706736335,False,,,
LEG,4995,0.08393445148515077,False,,,
LH,5061,-0.8512219988433385,True,-0.0,-0.11113181359301912,1.111131813593019
LHX,5059,0.0,False,,,
LIN,5062,-0.9882898328100334,True,-0.0,-0.0,1.0
LMT,5058,0.044308124210937105,False,,,
LNT,5062,0.0,False,,,
LOW,5064,0.44145871075606946,False,,,
LPX,4703,-0.2173295814487899,True,-0.0,-0.1452469827503552,1.1452469827503553
LPX,5061,-2.2823823856765273,True,-0.0,-0.0,1.0
LPX,5371,0.9727048211542466,False,,,
LPX,5920,-1.4039107885081892,True,3.163229554792129e-16,0.6294211425270235,0.37057885747297614
LRCX,5060,0.016807118316381153,False,,,
LRCX,6167,-0.1609941624809328,True,-0.0,1.0000000000000027,-2.758418088001532e-15
LUV,3791,0.3373273029409467,False,,,
MAA,5065,-0.19809751938812248,True,-0.0,-0.0,1.0
MAR,5027,-0.32423966818557837,True,-0.0,0.0639222542790624,0.9360777457209376
MAS,5054,0.7336212884877202,False,,,
MCHP,4635,-2.302585092994045,True,-0.0,0.33382250906028854,0.6661774909397115
MCHP,5038,0.3888672166991265,False,,,
MCO,4669,0.24195982311368613,False,,,
MCO,5063,0.16482839934643678,False,,,
MDT,5055,0.12921173148000653,False,,,
MKC,5045,-0.00944294080028163,True,0.39886756415584723,4.7028697864633227e-14,0.6011324358441057
MLM,3950,0.3135354512781139,False,,,
MLM,5030,0.03640659028892568,False,,,
MNST,3134,-2.220446049250313e-16,False,,,
MS,5562,-0.058268908123976004,True,-0.0,-0.06463966662053171,1.0646396666205318
MSI,5063,-0.15651567895875607,True,-0.0,1.276525065388929,-0.276525065388929
MTCH,4707,-0.08031641781620591,True,-0.0,5.529245724906523e-15,0.9999999999999944
MTCH,5041,-1.3766942873908707,True,-0.0,0.1413643315601385,0.8586356684398615
NC,4251,0.0939318198342034,False,,,
NDSN,2895,0.07620660881064278,False,,,
NDSN,5054,0.010169579169628573,False,,,
NEE,5073,-0.0743047257205145,True,-0.0,-0.0,1.0
NI,5062,-0.9284612674944102,True,-0.0,0.3693689366841524,0.6306310633158476
NKE,5043,0.003656311203110718,False,,,
NSC,5049,-0.11031582042219545,True,8.051233416031637e-15,0.026338661492923226,0.9736613385070687
NTRS,5018,-0.0044477463982364185,True,-0.0,3.3507768132834133,-2.3507768132834133
NUE,5611,0.30796160140230944,False,,,
NVDA,4716,-0.04029322038261496,True,-0.0,-2.112738140170562,3.112738140170562
NVDA,5063,0.31385179018516585,False,,,
NVR,5064,0.005923435978386848,False,,,
NVR,5533,0.29653450694884675,False,,,
O,5065,0.0,False,,,
ODFL,2895,0.19378598668465408,False,,,
ODFL,4702,0.061300525863795974,False,,,
OKE,5064,-0.45104261660448364,True,-0.0,-0.04347365562924339,1.0434736556292434
ORLY,5001,0.05954821413598266,False,,,
PAYX,5064,0.029558802241544058,False,,,
PCAR,5018,-0.1374109278629947,True,-0.0,0.13622678627066784,0.8637732137293321
PEG,4989,-0.010471299867295336,True,-4.2410132025449076e-14,-14.436608024306947,15.43660802430699
PENN,5060,-0.7711087220296577,True,-0.0,1.0,-0.0
PH,2845,0.27193371548364187,False,,,
PH,5064,-0.10506892796076084,True,-0.0,0.6906065081387508,0.3093934918612492
PHM,5058,0.04267314112607545,False,,,
PLD,5065,-0.06975303876034955,True,-0.0,1.8419029056862264,-0.8419029056862264
PLD,5616,0.31132972075245524,False,,,
PNC,5027,-0.040933408926252746,True,1.0849064895869078e-14,-2.1698129791738156e-14,1.0000000000000109
PNW,5065,0.09633110893843222,False,,,
PPG,5018,-0.02783479899344421,True,-0.0,-1.041413551435354,2.041413551435354
PPL,5049,-0.00402415029972536,True,-1.1035601972430573e-13,8.114995848013256,-7.114995848013147
PVH,2903,0.5985312041850968,False,,,
QCOM,4705,-0.04281999718292884,True,-0.0,-0.0,1.0
QCOM,5042,-0.05976173454225453,True,-0.0,0.32673787834168216,0.6732621216583178
RCL,5042,-2.3551993536018823,True,-0.0,0.009362948475654456,0.9906370515243456
REGN,6201,0.1799648633901736,False,,,
RJF,5064,-0.06053924294765256,True,-0.0,-0.44526176205799384,1.445261762057994
RJF,5752,0.47129145943016404,False,,,
RMD,3840,-0.004008021397538641,True,-0.0,-0.9960079734077749,1.996007973407775
RMD,5063,0.11602895697474969,False,,,
ROK,2845,0.2527792007707208,False,,,
ROK,5065,-0.2544011306862841,True,-0.0,-1.745625928045474e-15,1.0000000000000018
ROP,5061,0.34656107770180355,False,,,
ROST,5064,0.017391742711869274,False,,,
RSG,5061,0.00593473551981516,False,,,
RTX,5056,-0.22021651598168734,True,-0.0,-0.3652277430226283,1.3652277430226283
RTX,5859,-0.4791361128090088,True,-0.1432035908286116,-0.01654240843161112,1.1597459992602228
RVTY,5040,-0.03865215443427994,True,-0.0,0.7463530755241343,0.2536469244758657
SCI,3929,0.04609110720026699,False,,,
SCI,5073,0.004889985294191934,False,,,
SHW,5045,0.15141599001886474,False,,,
SIG,2895,0.08617769624105254,False,,,
SNA,2895,0.29159291044378044,False,,,
SNPS,5063,-0.119545150649782,True,-0.0,0.8421643688445416,0.15783563115545846
SNPS,5531,0.2876820724517799,False,,,
SO,5050,-0.26966356694910276,True,-0.0,-0.12431301869180764,1.1243130186918076
SPGI,5063,0.12599422548677897,False,,,
SRE,5050,-0.2830483090366789,True,1.568951997492821e-15,1.542097197491455,-0.5420971974914565
STE,5061,0.18941526482132343,False,,,
STE,5610,0.2554913851797296,False,,,
STLD,5611,0.3622115985507106,False,,,
STLD,5828,-0.10135882539777086,True,-0.0,1.0,-0.0
STT,5545,0.06045410429534592,False,,,
SWK,5042,0.34360585960942513,False,,,
SWKS,5045,-0.05452083887841619,True,0.37819093812399346,-0.0,0.6218090618760065
SYK,5063,-0.4576215877025258,True,-0.0,1.08464906089809,-0.08464906089809013
SYY,5029,-0.21559634567882657,True,-2.0598178900101645e-15,-0.31250716360999853,1.3125071636100005
TDY,5063,0.07383426201105214,False,,,
TDY,5610,0.4167174370882969,False,,,
TECH,4715,-0.27193371548364187,True,-0.0,-0.043519640902029894,1.04351964090203
TFC,5027,-0.13566586515315526,True,-3.2734041783371486e-15,3.2734041783371486e-15,1.0
TFX,5063,0.21521197143220938,False,,,
TGT,4701,0.050858417233490716,False,,,
TJX,5068,-0.6151856390902339,True,-0.0,-0.0,1.0
TKR,3099,0.2092544391535427,False,,,
TKR,5036,0.13568424598562379,False,,,
TMO,2895,0.27157561342072833,False,,,
TPL,6263,-0.27032619388652845,True,0.9999999999999967,-0.0,3.2855803092205896e-15
TRMB,5064,0.5156918134171633,False,,,
TROW,5063,0.01985176855273174,False,,,
TT,5073,-0.17549559172355478,True,-0.0,-0.0,1.0
TTWO,4715,0.6931471805599454,False,,,
TYL,4022,-0.13083960095881064,True,-0.0,-6.7882996676192165e-15,1.0000000000000069
TYL,4697,-0.19996021585855273,True,-2.220887829828115e-15,0.02137180518151232,0.97862819481849
UDR,5065,-0.07020425867324853,True,-0.0,-0.706466275361027,1.706466275361027
UNH,5063,0.03583101952692758,False,,,
UNP,5045,0.012828164254111929,False,,,
URI,5828,0.09934985301247146,False,,,
USB,5021,-0.11921755031925252,True,-0.0,0.39387642978760196,0.606123570212398
VLO,5643,1.329562113917544,False,,,
VMC,4964,0.08544520595688576,False,,,
VMC,5537,-0.08570552846902135,True,-0.0,0.844426245218427,0.15557375478157298
VRSN,5533,4.440892098500626e-16,False,,,
VTR,4970,0.41738420034537427,False,,,
WEC,5075,-4.440892098500626e-16,False,,,
WEN,5065,-1.2383742310432684,True,-0.0,1.0,-0.0
WM,5062,-0.04192969313812345,True,-0.0,1.1809069139683377,-0.18090691396833775
WOR,2905,0.6603573577369544,False,,,
WRB,5063,-0.4269441397852889,True,-0.0,0.2598268728154216,0.7401731271845784
WY,5620,0.0,False,,,
ZBRA,5031,0.0546466962821448,False,,,
