seed,scenario,attempts,rejected,accepted,script_r2,n_event_days,depth,duration,rise,sd_x
240030,crash,1,0,True,0.05237756802530539,144,-0.4244776000963908,93.0,101.0,0.09089170182945443
240031,crash,1,0,True,0.07928750994192184,95,-0.5956739797213888,63.0,41.0,0.20984128675780764
240032,crash,1,0,True,0.025815358758819937,94,,,,0.15523169093736136
240033,crash,1,0,True,0.0034129484761941716,110,-0.5633907187224565,78.0,90.0,0.09933289313147936
240034,crash,1,0,True,0.02856863389495525,141,-0.5469512688817277,96.0,77.0,0.13553632365066
240035,crash,1,0,True,0.01233529959078875,121,-0.5660528739820855,124.0,85.0,0.16798584116827464
240036,crash,1,0,True,0.0032315030654902293,130,-0.6558452072511443,94.0,80.0,0.14191131714422056
240037,crash,1,0,True,0.0033376924376121264,136,-0.47826174837032964,14.0,14.0,0.09587970843459256
240038,crash,1,0,True,0.2091493600548799,142,-0.49634548212204965,32.0,25.0,0.17133887995810915
240039,crash,1,0,True,0.044464058324999854,128,-0.4795098034929358,80.0,93.0,0.11549042841468987
240040,crash,1,0,True,0.03162375767421361,116,,,,0.1081108174279258
240041,crash,1,0,True,0.0050628305816978435,143,,,,0.10112942882552378
240042,crash,1,0,True,0.03141072029514204,101,-0.4495779607700464,20.0,19.0,0.06919462774648259
240043,crash,1,0,True,0.0934444531701219,142,-0.7193946808820815,22.0,23.0,0.28222452821627353
240044,crash,1,0,True,0.0003653084412760335,108,-0.7699486024851591,92.0,90.0,0.3600887547044809
240045,crash,1,0,True,0.05114153593170475,140,-0.382402664912749,73.0,41.0,0.0948153576828382
240046,crash,2,1,True,0.007150856192407113,128,-0.3476946807638095,71.0,104.0,0.11024656761307533
240047,crash,1,0,True,0.004494975013388138,120,-0.6665056079474426,123.0,114.0,0.17852082955733628
240048,crash,1,0,True,0.004065752914455833,134,,,,0.0819831648828736
240049,crash,1,0,True,0.014682492745838991,145,-0.5003305628227576,64.0,59.0,0.1171868954594515
240050,crash,1,0,True,0.039775010959859684,132,-0.6264775231571709,62.0,72.0,0.19359170581281532
240051,crash,1,0,True,0.011553541662470303,100,-0.6358996598817633,92.0,67.0,0.1449569427634389
240052,crash,1,0,True,0.0005934992123466105,99,,,,0.0733283210003934
240053,crash,1,0,True,0.005053266063888661,126,-0.40346036954244113,83.0,87.0,0.11908691706710323
240054,crash,1,0,True,0.009104165836771727,121,,,,0.09256442179066934
240055,crash,1,0,True,0.0034201764886980803,126,-0.5485841410104815,101.0,113.0,0.1205350348696316
240056,crash,1,0,True,0.05377253729516282,134,-0.4138377536101647,25.0,20.0,0.11491441520118599
240057,crash,1,0,True,0.06566167830058665,132,,,,0.11800484392146368
240058,crash,1,0,True,0.0812013223128184,138,-0.42095024898320665,40.0,33.0,0.07998222004201061
240059,crash,1,0,True,0.006227566449225529,149,,,,0.09349119855352879
240060,crash,1,0,True,0.0005033380898450388,105,-0.48857937879503577,33.0,31.0,0.0706259378159967
240061,crash,1,0,True,0.0027434406356631573,126,-0.7058872839952184,101.0,85.0,0.12601322539102439
240062,crash,1,0,True,0.007152018685453828,121,-0.46581490429363037,46.0,65.0,0.09496866776931735
240063,crash,2,1,True,0.008462116811823987,141,,,,0.14502473890805803
240064,crash,1,0,True,0.21727601938714408,116,-0.583444457770782,43.0,42.0,0.15256365233023775
240065,crash,1,0,True,0.1326331239555221,113,,,,0.11755472962583434
240066,crash,1,0,True,0.003567897153401259,148,,,,0.058555595204210054
240067,crash,1,0,True,0.04712445079620832,122,,,,0.16725364704793405
240068,crash,1,0,True,0.014109983770661964,143,-0.48928794000469067,114.0,43.0,0.10333777535870124
240069,crash,1,0,True,0.006537948018431633,148,-0.42096183585168767,56.0,20.0,0.06877485266993666
240070,crash,1,0,True,0.3128637998936344,110,-0.5714245711861516,108.0,94.0,0.19801307279509964
240071,crash,1,0,True,0.2560740898000781,108,-0.5652753691034775,81.0,81.0,0.15886241793066438
240072,crash,1,0,True,3.320541912197073e-05,102,-0.5713209828041063,117.0,112.0,0.10493700770300574
240073,crash,1,0,True,0.004486815282179939,128,-0.4048719394665048,124.0,54.0,0.06286204323403949
240074,crash,1,0,True,0.00592390206290174,119,-0.340617210304909,28.0,28.0,0.08426637133686946
240075,crash,1,0,True,0.2830526007562745,116,-0.561290993153944,27.0,25.0,0.1587867955083591
240076,crash,1,0,True,0.018535983839876573,148,-0.37532317789230396,24.0,30.0,0.12109767994837517
240077,crash,1,0,True,0.00013447282358400073,120,-0.3528059797316915,28.0,5.0,0.14139902752213684
240078,crash,1,0,True,0.035654951867798344,127,-0.4410933871673961,30.0,26.0,0.10283257498175602
240079,crash,2,1,True,0.05237462060803154,121,,,,0.10492839417488498
240080,crash,1,0,True,0.021024732112478194,143,-0.5170729002509216,66.0,52.0,0.12198268862251156
240081,crash,1,0,True,0.007478430162946536,118,-0.4392263558555808,19.0,8.0,0.08268536433934566
240082,crash,3,1,True,0.09556465773356018,142,-0.6387007169258438,94.0,56.0,0.16375151191264545
240083,crash,1,0,True,0.035340739351213936,146,-0.6334779618786739,46.0,43.0,0.1745766998363324
240084,crash,1,0,True,0.007692473321889095,115,,,,0.06847516984808581
240085,crash,1,0,True,0.0010439595298110727,146,-0.5147684415748431,90.0,95.0,0.12993014817728196
240086,crash,1,0,True,0.047429362769810836,133,-0.6951420506979722,39.0,0.0,0.25761808969934696
240087,crash,1,0,True,8.768943458836029e-05,142,,,,0.21184360310514813
240088,crash,1,0,True,0.06125315149244294,143,-0.42678405898496574,71.0,55.0,0.09490042317929917
240089,crash,1,0,True,0.028258232372919103,94,-0.48478427465990737,47.0,45.0,0.11684769568931744
240090,crash,2,1,True,0.042393851331085294,109,-0.3720320433430243,81.0,74.0,0.06968238847811695
240091,crash,1,0,True,0.03709796010316254,142,-0.47926274219698184,73.0,67.0,0.13138526317394525
240092,crash,1,0,True,0.00016592771232612702,93,,,,0.07747802639882612
240093,crash,1,0,True,0.03489417141278958,119,,,,0.2098871308788181
240094,crash,1,0,True,0.04945592684051731,145,,,,0.10926510021897158
240095,crash,2,1,True,0.00016917396567696664,120,,,,0.12392043407126437
240096,crash,1,0,True,0.017986711452219906,97,-0.605348974880161,97.0,116.0,0.18521977719952512
240097,crash,1,0,True,0.006851183098216414,138,-0.5511065120656065,103.0,130.0,0.1401791327230731
240098,crash,1,0,True,0.009354265357751091,103,-0.46853451506119304,51.0,43.0,0.07992441743079662
240099,crash,1,0,True,0.050475222234113985,103,,,,0.05309974164453979
240100,crash,1,0,True,0.03608720624755609,135,-0.4418847550927937,42.0,24.0,0.10953595012332618
240101,crash,1,0,True,0.08068828194344417,127,-0.4302608709209268,36.0,29.0,0.1097158832870904
240102,crash,1,0,True,1.932311201868579e-06,126,-0.4434227426393297,83.0,86.0,0.1122719682948159
240103,crash,1,0,True,0.0019496800427213706,139,-0.3784526208967923,68.0,64.0,0.07912474585099084
240104,crash,1,0,True,0.010813448429702856,114,-0.563974321490853,60.0,98.0,0.17730400898913962
240105,crash,2,1,True,0.00032812934160095854,101,-0.604490766459487,78.0,28.0,0.10446512987529119
240106,crash,2,1,True,0.031831923822380086,122,-0.5471486740499609,102.0,112.0,0.10512388189470283
240107,crash,1,0,True,0.05092696672239836,133,-0.5748616819903365,68.0,70.0,0.08633517340997035
240108,crash,2,1,True,0.0015390327093199123,145,-0.5611958153142427,55.0,29.0,0.1063705866765499
240109,crash,1,0,True,0.0031267307594528113,150,,,,0.07600784627953303
240110,crash,1,0,True,0.06512083397507483,118,-0.4465030539292084,124.0,23.0,0.11554674315010678
240111,crash,2,1,True,0.02215679064715418,117,-0.3409713695743267,39.0,41.0,0.07179553318954827
240112,crash,1,0,True,0.00018774529157352196,112,-0.51797647354905,52.0,2.0,0.11079982357900625
240113,crash,1,0,True,0.05141529913900108,130,-0.7974960972652609,119.0,108.0,0.29556161390008173
240114,crash,1,0,True,0.042921839137007804,108,-0.6094161602658406,98.0,96.0,0.12899649776043895
240115,crash,1,0,True,0.0011655664153385461,105,,,,0.23683801028350762
240116,crash,1,0,True,0.1207318503716606,107,-0.44228727489953334,38.0,32.0,0.1124526505643767
240117,crash,1,0,True,1.1702871685233783e-05,149,-0.7407147130879833,56.0,63.0,0.1858926128428662
240118,crash,1,0,True,0.0009024298576138567,111,-0.6633368754820435,123.0,121.0,0.2295145916802445
240119,crash,1,0,True,0.15694601324912505,118,-0.5759649216667778,60.0,37.0,0.17322266112959345
240120,crash,1,0,True,0.00556367577199661,122,-0.8112229281273491,67.0,73.0,0.27409891896894223
240121,crash,1,0,True,0.0023736465897886286,148,,,,0.1417444506164119
240122,crash,1,0,True,0.029588862633606057,145,-0.3487263759089074,60.0,38.0,0.0811056125470683
240123,crash,1,0,True,0.0017436059884993757,100,-0.44303516005601873,62.0,59.0,0.046968267489885224
240124,crash,1,0,True,0.005484943042498122,148,-0.6575485608010567,102.0,58.0,0.16308589439865853
240125,crash,1,0,True,0.012914991383475159,91,-0.3686190642551692,40.0,20.0,0.12591710694834252
240126,crash,1,0,True,0.07726724042635076,119,-0.5381947039119322,94.0,38.0,0.13273062426051704
240127,crash,1,0,True,0.006380723437258909,145,-0.5712565899870687,114.0,33.0,0.15072556455474745
240128,crash,1,0,True,0.07031879786183515,102,-0.6414585039147915,44.0,46.0,0.15157152828425607
240129,crash,1,0,True,0.007023066056188485,101,-0.4199227490194066,83.0,81.0,0.08418870061050375
240130,crash,1,0,True,0.00083597373855634,90,-0.5315445509852199,42.0,50.0,0.11829434716782403
240131,crash,1,0,True,0.008258097926005726,129,-0.5249335490450582,74.0,91.0,0.19782841688409172
240132,crash,1,0,True,0.07073961628012058,126,-0.6664859361055784,118.0,129.0,0.19906224592064387
240133,crash,1,0,True,0.000986216270418185,95,-0.539019264843492,96.0,84.0,0.07525489898816591
240134,crash,1,0,True,0.01104467937655216,145,-0.33829783939858327,71.0,29.0,0.10452192071844306
240135,crash,2,1,True,0.024550533383199048,90,,,,0.08272943168619443
240136,crash,1,0,True,0.020019677064018183,133,-0.42970080530991317,108.0,85.0,0.1147925779778942
240137,crash,1,0,True,0.033146031218455156,144,,,,0.1431483713005004
240138,crash,1,0,True,0.007318761760647076,111,-0.7565291723275307,112.0,113.0,0.28929993974956447
240139,crash,1,0,True,0.002266376474558721,131,,,,0.13750855536339726
240140,crash,2,1,True,0.022393314094303875,126,-0.5369158923905236,37.0,70.0,0.1974870752344578
240141,crash,1,0,True,0.1525755592688836,147,-0.4664209791458527,30.0,22.0,0.10945738139569287
240142,crash,1,0,True,0.0017968486580409566,100,-0.3890136832839072,52.0,62.0,0.1388564281479197
240143,crash,1,0,True,0.05030418217855083,118,-0.4919430840018465,26.0,20.0,0.057677709152207546
240144,crash,1,0,True,0.03562154776689901,132,-0.48133106655185043,86.0,36.0,0.1433626978689755
240145,crash,1,0,True,0.013651832646856009,99,-0.749459667082049,74.0,68.0,0.36241481928270836
240146,crash,1,0,True,0.10910363376605856,97,,,,0.12478197712183338
240147,crash,1,0,True,0.03557667510090532,145,-0.8528378190610009,91.0,136.0,0.4158722227731153
240148,crash,1,0,True,0.11408272771612234,125,-0.541988208513585,37.0,40.0,0.09043711894709948
240149,crash,1,0,True,0.07338469999011474,120,-0.5109761762137908,29.0,29.0,0.11666484349493776
240150,crash,1,0,True,0.00044054622660201124,103,-0.6386542001478761,37.0,14.0,0.18679191871229925
240151,crash,1,0,True,0.13694185418266336,107,-0.6617702367873117,23.0,21.0,0.16524435738916488
240152,crash,1,0,True,0.121429607645678,101,-0.46496783565749467,57.0,46.0,0.1254219010874544
240153,crash,1,0,True,0.06144422459443437,128,-0.6259440336514007,52.0,69.0,0.11821025837355727
240154,crash,1,0,True,0.0017959049923279926,136,-0.6034006298084242,69.0,72.0,0.15254682256216714
240155,crash,1,0,True,0.013636664634975633,124,-0.6644380886305512,99.0,97.0,0.13790193680223747
240156,crash,1,0,True,0.02052398974889878,149,-0.36457033817419726,98.0,64.0,0.0928824420919482
240157,crash,1,0,True,0.0020968343483978536,108,-0.4967588090674654,62.0,68.0,0.05052825821677564
240158,crash,1,0,True,0.14506784440349413,113,-0.5657044377114574,62.0,67.0,0.11530480012862712
240159,crash,1,0,True,0.0032456905640864623,107,-0.3553147546187788,48.0,47.0,0.11590893433997407
240160,crash,1,0,True,0.015785078351085006,112,-0.5073694881998179,91.0,88.0,0.06523151828748291
240161,crash,1,0,True,0.0037776281440529236,143,-0.42138512919423143,48.0,5.0,0.12241143633632628
240162,crash,1,0,True,0.0009058209385511407,103,-0.5552840359859261,15.0,16.0,0.1064066038133113
240163,crash,1,0,True,0.010760885582706364,105,-0.5470157872162922,82.0,71.0,0.08160826738158872
240164,crash,2,1,True,0.016051498838413752,111,,,,0.07686887056372128
240165,crash,1,0,True,0.010877822825290599,113,-0.45195673474151044,76.0,79.0,0.10567995136048572
240166,crash,1,0,True,0.007274697622870881,104,-0.35024960678444994,63.0,31.0,0.08482116130058634
240167,crash,1,0,True,0.18085146484912248,125,-0.5478796708666002,39.0,68.0,0.2071780832651437
240168,crash,1,0,True,0.0786903113398927,100,-0.6479434264869783,73.0,61.0,0.28800312284952445
240169,crash,1,0,True,0.1096173062261173,132,-0.6352438960783923,61.0,62.0,0.15948763335513935
240170,crash,1,0,True,0.008824044516032394,116,-0.49538662652772725,106.0,112.0,0.11483888668712168
240171,crash,1,0,True,0.014385047161970145,112,-0.781307125320677,113.0,96.0,0.19434875956941047
240172,crash,1,0,True,0.017971170019867904,102,,,,0.08075033955380241
240173,crash,1,0,True,0.024485055210024125,95,,,,0.08567526173024136
240174,crash,1,0,True,0.07346135275803821,99,-0.5400677972360094,91.0,68.0,0.09886239343859247
240175,crash,1,0,True,1.4703623166243095e-08,122,-0.33422820009501664,36.0,1.0,0.144838420444658
240176,crash,1,0,True,0.10572896173710708,110,-0.6258333354919101,108.0,69.0,0.1991353519933729
240177,crash,1,0,True,0.0027910729192523816,145,-0.4712417933369054,71.0,92.0,0.08202249999723718
240178,crash,1,0,True,0.0004867786841632327,108,-0.5443659366236886,14.0,1.0,0.12318229850860918
240179,crash,1,0,True,0.002991036748855571,146,-0.42937820224745815,95.0,51.0,0.11423665804109452
240180,crash,1,0,True,0.10636481165662001,150,-0.623011822073817,38.0,47.0,0.18495766221925797
240181,crash,1,0,True,0.004822084815724475,146,-0.46743664072962,56.0,52.0,0.17395823605446012
240182,crash,1,0,True,0.02848630334114442,129,-0.5878049878464366,101.0,61.0,0.11367539049887963
240183,crash,1,0,True,0.10935949262595615,91,,,,0.11292336921874026
240184,crash,1,0,True,0.23103097940880069,129,-0.5582240096842055,71.0,49.0,0.14952133784553548
240185,crash,1,0,True,0.0005569251800789136,143,,,,0.14111263190559273
240186,crash,1,0,True,0.02311537444000487,128,-0.4929741725808262,125.0,70.0,0.08074460900904121
240187,crash,1,0,True,0.057372740115179045,135,-0.39715010974926823,36.0,29.0,0.12746420386239285
240188,crash,1,0,True,0.2015119723859461,106,-0.566372103617371,88.0,89.0,0.11153377664595295
240189,crash,1,0,True,0.049584537030864954,91,-0.5582979867780404,120.0,107.0,0.13673971785538813
240190,crash,1,0,True,0.0057245290619974175,149,-0.7237065194636234,59.0,62.0,0.28306016373106424
240191,crash,2,1,True,0.04445416649311525,145,-0.7882742279699577,71.0,82.0,0.4167077355387981
240192,crash,1,0,True,0.05654976500963891,112,-0.7422892799269181,65.0,74.0,0.3179629012020667
240193,crash,1,0,True,0.04742939768572074,112,-0.4623058828535578,29.0,26.0,0.19496712586571815
240194,crash,1,0,True,0.08074631986377781,111,-0.6637224184389682,109.0,107.0,0.10307723192679845
240195,crash,1,0,True,0.006783741188131712,99,-0.555686286692433,94.0,27.0,0.10111937231772854
240196,crash,1,0,True,0.000697715021259035,145,-0.516708130541632,125.0,28.0,0.0957558058901309
240197,crash,1,0,True,0.039450445460700145,96,-0.5687785417188548,106.0,98.0,0.16862877523994227
240198,crash,1,0,True,0.014133986260082967,108,-0.6005925121124736,43.0,29.0,0.19295560718249424
240199,crash,1,0,True,6.165503459121886e-06,142,,,,0.1209723755802901
240200,crash,1,0,True,0.013103654226165627,99,-0.44832748787064935,19.0,21.0,0.11499204845357441
240201,crash,1,0,True,0.05016064738686377,122,-0.45379863048073077,40.0,20.0,0.07635264293324864
240202,crash,1,0,True,0.020957157248352044,149,-0.5532603122696511,42.0,0.0,0.15856079724038208
240203,crash,1,0,True,0.00010136678006258905,132,-0.621572640634968,80.0,81.0,0.13379882951690775
240204,crash,1,0,True,0.0015427051929871112,107,-0.5279679451364674,104.0,61.0,0.09277395773082142
240205,crash,1,0,True,0.009112374574511816,149,-0.5499120846546554,94.0,72.0,0.10726092563949567
240206,crash,1,0,True,5.0856911188871065e-06,105,,,,0.06619416555621506
240207,crash,1,0,True,0.023535425184266198,138,,,,0.09225504383621543
240208,crash,1,0,True,0.010379048143685567,103,-0.6087273070459225,68.0,53.0,0.15694297028967516
240209,crash,1,0,True,0.011410993317802926,110,-0.5715689596017433,79.0,32.0,0.10176979336142615
240210,crash,1,0,True,0.18471024395629318,139,,,,0.10966008283984226
240211,crash,1,0,True,0.0036543646155834876,123,-0.48064027754130956,115.0,45.0,0.07400377857023548
240212,crash,1,0,True,0.007454199859374123,92,-0.5111217254227035,118.0,125.0,0.0516129800627784
240213,crash,1,0,True,0.005127688836459832,114,-0.5643064683794189,104.0,37.0,0.10491634213894731
240214,crash,1,0,True,0.11051060442915947,98,-0.5874115122708234,61.0,55.0,0.11449872210805798
240215,crash,1,0,True,0.024715681347644382,103,-0.4051049799743708,96.0,31.0,0.10789992068821107
240216,crash,1,0,True,0.012592201441224232,106,-0.47994876420160293,107.0,69.0,0.10435566229502218
240217,crash,1,0,True,0.07786448830747689,103,-0.598232359473595,26.0,33.0,0.17786991948169611
240218,crash,1,0,True,6.709960462189521e-05,90,-0.8063393584214742,58.0,64.0,0.3147684074733276
240219,crash,1,0,True,0.009985826793753375,119,-0.4243091065076734,64.0,6.0,0.12342016387336416
240220,crash,1,0,True,0.0024803175904722415,107,,,,0.05236432172963666
240221,crash,1,0,True,0.0035377986262260346,94,,,,0.11214398911652394
240222,crash,1,0,True,0.033236600723047696,125,-0.42825006556782674,73.0,61.0,0.06972028973550616
240223,crash,1,0,True,0.003312620003557807,103,,,,0.08293905682409522
240224,crash,1,0,True,0.0016465623104120496,145,-0.5889619557280437,50.0,68.0,0.2723398589242549
240225,crash,1,0,True,0.00599363778335203,133,-0.572615012226015,39.0,45.0,0.1199887237919207
240226,crash,1,0,True,0.0003394005700333902,112,-0.3560127363391873,87.0,30.0,0.11379244197114555
240227,crash,1,0,True,0.003272291272295488,106,-0.6395825971445334,63.0,11.0,0.17688736687016693
240228,crash,1,0,True,0.03729005335394026,106,-0.6234026641712471,41.0,76.0,0.1854063581380586
240229,crash,1,0,True,0.029909933031185804,102,-0.35429277043376206,105.0,42.0,0.07777040620290264
240230,crash,1,0,True,0.08530977026371717,94,-0.6235602958495474,111.0,99.0,0.12423881011763421
240231,crash,1,0,True,0.006960049170792122,145,-0.6560122024679613,16.0,1.0,0.23668205284551588
240232,crash,1,0,True,0.003972509977811353,135,-0.5100065286182167,120.0,72.0,0.06192784281257799
240233,crash,1,0,True,0.07580341265443663,94,,,,0.07772621801830676
240234,crash,1,0,True,0.04481541367054531,90,-0.5511974003337197,60.0,108.0,0.15944744696258562
240235,crash,1,0,True,0.05132979096883313,112,-0.7289500963909024,109.0,107.0,0.18563729513861246
240236,crash,1,0,True,0.01366686214033034,114,-0.36596857409906836,62.0,15.0,0.10727523743679228
240237,crash,3,1,True,0.0019807849085588273,113,-0.5041997040157664,77.0,80.0,0.11829668071102002
240238,crash,1,0,True,0.008367407003557623,114,-0.4899988876042727,100.0,77.0,0.10564542133087196
240239,crash,2,1,True,0.15247477954271596,100,-0.5784114211202456,75.0,68.0,0.13403157185396533
240240,crash,1,0,True,0.011934716633605413,96,-0.5619624604640843,29.0,30.0,0.11807138827165134
240241,crash,1,0,True,0.04418556047699773,128,-0.5141748281050711,40.0,45.0,0.11321620106892948
240242,crash,1,0,True,0.007146976593515348,107,-0.5328829777718767,70.0,30.0,0.1037148031394148
240243,crash,2,1,True,0.14646492501257818,111,-0.5239304006812187,39.0,44.0,0.1502275452691389
240244,crash,1,0,True,0.06929044706962785,139,-0.3930944331344839,53.0,33.0,0.10776538481614135
240245,crash,1,0,True,0.3221403621471485,107,-0.8533362238238793,90.0,78.0,0.47292836742641026
240246,crash,1,0,True,0.019205829837554162,147,-0.38946959274542137,28.0,2.0,0.09212080376802205
240247,crash,1,0,True,0.008104710932520234,94,,,,0.12881140687011677
240248,crash,1,0,True,0.014529397164907648,123,-0.47189808983637216,103.0,73.0,0.09367690213001116
240249,crash,1,0,True,0.04294031891196236,116,-0.46520941962062456,83.0,56.0,0.10513047409756998
240250,crash,1,0,True,0.013647535707434686,132,-0.5327761281829059,110.0,112.0,0.15271609476284181
240251,crash,1,0,True,0.0037824131113824134,126,-0.5662821809747933,70.0,110.0,0.13342616798219453
240252,crash,1,0,True,0.00044169804415530915,125,-0.3864765133642989,55.0,66.0,0.08844701386951563
240253,crash,1,0,True,0.003379609495655303,145,-0.5245895807929486,21.0,32.0,0.10893829346903812
240254,crash,1,0,True,0.000809933529604041,91,-0.3423069873921135,22.0,37.0,0.05938629902782242
240255,crash,3,1,True,0.00011083260326423257,102,-0.5156111319421421,96.0,110.0,0.10177838209216548
240256,crash,1,0,True,0.03204391800916868,110,-0.5080040578201481,38.0,36.0,0.09046187312583888
240257,crash,1,0,True,0.06119177496711984,140,-0.6192888610782492,97.0,37.0,0.2220584084273113
240258,crash,1,0,True,0.012227061992253848,96,-0.3716714902740572,67.0,37.0,0.05264024760272922
240259,crash,1,0,True,9.288324782470566e-05,108,,,,0.1329549200897711
240260,crash,3,1,True,2.1218274454911695e-06,125,,,,0.22824504006333743
240261,crash,1,0,True,0.00106852018855245,130,-0.4383724027958843,45.0,36.0,0.06693188927703078
240262,crash,1,0,True,0.018156340388945622,136,-0.4748605219906966,53.0,19.0,0.09163358292580229
240263,crash,1,0,True,0.0035198239175474747,102,-0.4945887406108499,52.0,50.0,0.12356993726046836
240264,crash,1,0,True,0.02421977713798902,128,,,,0.07918151135149037
240265,crash,2,1,True,0.0026241810646215917,146,-0.5973904679412907,56.0,24.0,0.13136325243978977
240266,crash,3,1,True,0.003700101620272137,144,-0.7090275376431372,32.0,2.0,0.21371537251695694
240267,crash,1,0,True,0.006665375812032844,122,-0.402521600446635,105.0,145.0,0.08119909536405273
240268,crash,1,0,True,0.00820082738274517,107,-0.42327931326905655,23.0,12.0,0.132551968952169
240269,crash,1,0,True,0.17542154154350248,127,-0.6503995616523999,48.0,53.0,0.16525285504531637
240270,crash,3,1,True,0.0030604651281483006,130,-0.32828792279994357,55.0,51.0,0.05385040088799978
240271,crash,1,0,True,0.069245846014788,121,-0.5980029218759391,79.0,33.0,0.1722523315133004
240272,crash,1,0,True,0.12210055148272342,108,-0.5834567803611581,72.0,76.0,0.14058005803657733
240273,crash,1,0,True,0.012281866113304068,131,-0.47455441861285796,81.0,6.0,0.12384778542194294
240274,crash,1,0,True,0.023835318122240767,104,-0.5400446062369817,53.0,66.0,0.13555842398971907
240275,crash,2,1,True,0.005640183237564919,135,-0.3485197754757705,25.0,25.0,0.09791965898634201
240276,crash,1,0,True,0.044574508666808,91,-0.3705612767273757,65.0,54.0,0.07592499381205321
240277,crash,1,0,True,0.017481346164119352,135,,,,0.11015029715505417
240278,crash,1,0,True,9.781173648520274e-06,128,-0.5656914041988267,85.0,72.0,0.12311275199880556
240279,crash,1,0,True,0.0006975318575871129,114,-0.5227362478684106,62.0,102.0,0.15456025451120103
240280,crash,1,0,True,0.02956456317960362,96,-0.4224462239316542,103.0,82.0,0.09471575460679346
240281,crash,1,0,True,0.025227868335657613,101,-0.45956703127657517,38.0,42.0,0.0797845064614417
240282,crash,1,0,True,0.0024277029045166694,97,-0.5526312178431942,122.0,129.0,0.13960414526025267
240283,crash,2,1,True,0.008751422073250567,126,-0.5391904152391302,95.0,90.0,0.07783184296126194
240284,crash,2,1,True,0.05257363180099434,100,-0.48821950574130524,55.0,49.0,0.118861435977126
240285,crash,1,0,True,0.004597502144637041,139,,,,0.07622324796243846
240286,crash,1,0,True,0.01910749665208878,122,-0.5538947245319226,96.0,95.0,0.14017702143296848
240287,crash,1,0,True,1.572020362796541e-06,92,-0.49911775828768457,110.0,32.0,0.06046491418268671
240288,crash,1,0,True,0.04889136409642769,129,-0.6418802237799446,106.0,100.0,0.21096711499662704
240289,crash,1,0,True,0.04023659836393004,118,-0.6082057648654269,119.0,115.0,0.15506127208214432
240290,crash,1,0,True,0.004734604251294354,131,-0.5334884830152542,112.0,99.0,0.1091220778748535
240291,crash,1,0,True,0.010908995391247492,135,-0.5578265476359667,55.0,68.0,0.10271278218640859
240292,crash,1,0,True,0.0011901690890884999,138,,,,0.05375597302185639
