seed,scenario,attempts,rejected,accepted,script_r2,n_event_days,topped,max_x,sd_x
241030,bull_trap,1,0,True,0.005242490333577692,92,False,0.3389900505379382,0.10544102775976878
241031,bull_trap,1,0,True,0.017176936512144778,114,False,0.4113344191737182,0.14263856801848293
241032,bull_trap,1,0,True,0.005171158038479106,121,False,0.4642747453703203,0.16774002995863668
241033,bull_trap,1,0,True,0.00026175456151919876,105,False,0.43284712407381953,0.1414227197876227
241034,bull_trap,1,0,True,0.0011935974311334857,111,False,0.37857825563557274,0.16055159000326752
241035,bull_trap,1,0,True,2.8961457825757712e-05,142,False,0.3721248529165036,0.11491027944650559
241036,bull_trap,1,0,True,9.115416248893286e-06,91,False,0.3225837640838496,0.10485528814726909
241037,bull_trap,2,1,True,0.008165157738474524,112,False,0.3735408950890852,0.13731726674551709
241038,bull_trap,1,0,True,0.0043032803369063306,136,False,0.662793343189505,0.2405105979215128
241039,bull_trap,1,0,True,7.915569406327564e-06,123,False,0.450901767112377,0.1435497621492956
241040,bull_trap,2,1,True,0.008019374847946561,139,False,0.4266738340203657,0.12112872574467827
241041,bull_trap,1,0,True,0.0017664234499493326,105,False,0.5430166818358274,0.19014370243395987
241042,bull_trap,1,0,True,0.017499922253199338,128,False,0.3681520359473475,0.0997547725176586
241043,bull_trap,1,0,True,0.012482811851440253,116,False,0.412104235512125,0.15248657673809574
241044,bull_trap,1,0,True,0.0022670258991820923,121,False,0.3763963038130662,0.11557098377331483
241045,bull_trap,1,0,True,0.004139557141459124,98,False,0.304861565355555,0.1004165237446557
241046,bull_trap,1,0,True,0.006127901928497078,143,False,0.41760469270686434,0.10481023474479202
241047,bull_trap,1,0,True,0.0055066146748638,131,False,0.3640888228193114,0.16650712294590073
241048,bull_trap,1,0,True,0.05161632676538251,111,False,0.38720441991934273,0.132551546678439
241049,bull_trap,3,1,True,0.0020657548340162956,141,False,0.3791530813119521,0.13867520165963526
241050,bull_trap,1,0,True,0.008816803774015489,93,False,0.3385878901800761,0.09416501736421268
241051,bull_trap,1,0,True,0.00011878208499263548,149,False,0.40993565151169703,0.13797194990121495
241052,bull_trap,1,0,True,0.00196657123846526,92,False,0.3640667255671527,0.10796250858432078
241053,bull_trap,1,0,True,0.03959023778762302,105,False,0.4189226539118743,0.14194597261726163
241054,bull_trap,1,0,True,0.014996273898234054,124,False,0.4417371587232916,0.1488407084335605
241055,bull_trap,1,0,True,0.012165510953307824,105,False,0.3931833177491209,0.15567506525529937
241056,bull_trap,1,0,True,9.008792564515603e-05,101,False,0.3981519122488401,0.12539622197614508
241057,bull_trap,1,0,True,0.00020278638657859343,123,False,0.3902738199002806,0.12800544401786748
241058,bull_trap,1,0,True,0.0019414178393433411,148,False,0.48267085393490483,0.14855703902495415
241059,bull_trap,1,0,True,0.03949066266802376,107,False,0.4256970291505983,0.13866859381239036
241060,bull_trap,1,0,True,3.130668270769366e-05,138,False,0.3869184274832143,0.13302002721492134
241061,bull_trap,1,0,True,0.0014723078615772572,143,False,0.4111105958421734,0.1610386631958271
241062,bull_trap,1,0,True,0.023588797491832694,139,True,0.46219857555402805,0.17782240017271073
241063,bull_trap,1,0,True,2.1207721640536114e-05,147,False,0.5507473839199236,0.18987091498489883
241064,bull_trap,1,0,True,0.0024698912671213226,125,False,0.4493847522860624,0.15119869435839897
241065,bull_trap,1,0,True,0.013495395312905072,96,False,0.37095817192707775,0.10572248734622727
241066,bull_trap,1,0,True,6.923102595695652e-06,114,False,0.4268039527503755,0.1266905239117684
241067,bull_trap,1,0,True,0.002292558638000166,100,False,0.48026911138069095,0.128471082608722
241068,bull_trap,1,0,True,0.0008464379647071857,114,False,0.34402068783889833,0.09879186563437625
241069,bull_trap,1,0,True,9.046149598369713e-05,129,False,0.42903069653510567,0.13623065099459122
241070,bull_trap,1,0,True,0.28343236318945964,135,True,0.3798785734806592,0.1448258462407108
241071,bull_trap,1,0,True,0.0007115638401060951,123,False,0.4216592426849539,0.13972499130920257
241072,bull_trap,1,0,True,0.0003069345796416903,147,False,0.401950740636232,0.19801568235079234
241073,bull_trap,1,0,True,0.037094798375267746,91,False,0.3261966359202052,0.09151342204981501
241074,bull_trap,2,1,True,0.00014138711206067078,145,False,0.4549509954678862,0.18227828900403886
241075,bull_trap,1,0,True,0.001296391296583341,90,False,0.3594645332713017,0.12958849690289836
241076,bull_trap,1,0,True,0.36214934939634447,148,True,0.42672065516032565,0.1686053949507884
241077,bull_trap,1,0,True,0.006965146623590494,132,False,0.4862496356434537,0.18294962635484716
241078,bull_trap,1,0,True,0.0014184555292611214,143,False,0.37934575750042865,0.12022052813327207
241079,bull_trap,1,0,True,0.013993654480241003,139,False,0.34543971601868995,0.12179967767271765
241080,bull_trap,2,1,True,0.001897720050981482,108,False,0.34629399454530907,0.11610889928348221
241081,bull_trap,1,0,True,0.6321545351416369,111,True,0.30675826992506927,0.13688649820438487
241082,bull_trap,1,0,True,0.0006976528170305639,99,False,0.34582142452878983,0.08224944239862891
241083,bull_trap,1,0,True,0.19815855071004057,142,True,0.4598933474645608,0.15892697706473444
241084,bull_trap,1,0,True,0.0037340683275055376,102,False,0.4083687980532799,0.1625880420208052
241085,bull_trap,1,0,True,0.1970072972134859,148,True,0.37284474070019813,0.09027846369978229
241086,bull_trap,2,1,True,0.016963101845977598,149,False,0.4002202072380676,0.1366454128051783
241087,bull_trap,1,0,True,0.01337001204986505,107,False,0.40167152486362645,0.16042013290555265
241088,bull_trap,1,0,True,0.1342826502588925,137,True,0.44508690051070104,0.17081183951071954
241089,bull_trap,1,0,True,0.002807367295864766,116,False,0.34743746843335155,0.11470684208624009
241090,bull_trap,1,0,True,0.06475779323374958,96,False,0.30559725315856956,0.08322560514453325
241091,bull_trap,1,0,True,0.002058138227506922,131,False,0.48784205966717664,0.161895581595839
241092,bull_trap,2,1,True,0.0001756666933218872,103,False,0.33000378544012576,0.11832900850657246
241093,bull_trap,1,0,True,0.0006581526513380521,132,False,0.44959823578703384,0.1328758685830143
241094,bull_trap,2,1,True,0.18548117372263617,145,True,0.417847646198883,0.1281115794070996
241095,bull_trap,2,1,True,0.013293353184652653,127,False,0.4976601592316025,0.14552642825590614
241096,bull_trap,1,0,True,0.002801329185698178,110,False,0.4243791484513316,0.12199720970821006
241097,bull_trap,1,0,True,0.04429625635493933,90,False,0.47599553346969037,0.15566587665527823
241098,bull_trap,2,1,True,0.008972885602120678,118,False,0.47892339133607126,0.15148829169049138
241099,bull_trap,1,0,True,0.006653967172097071,122,False,0.47997621841609484,0.15289171725951994
241100,bull_trap,1,0,True,0.023198817636797164,100,False,0.44543903286751946,0.12547568578071802
241101,bull_trap,1,0,True,0.0036956160837401477,147,False,0.44828488240066433,0.1646522157155883
241102,bull_trap,1,0,True,0.06207132687721709,134,True,0.35413407477721476,0.13690747382962942
241103,bull_trap,1,0,True,0.007888621885101386,95,False,0.49257043627954805,0.17790266496947071
241104,bull_trap,2,1,True,2.8757523351382236e-05,90,False,0.32255531958240635,0.08817381107754377
241105,bull_trap,1,0,True,0.006927200077936605,122,False,0.3305793804940359,0.1026691264242257
241106,bull_trap,1,0,True,0.0002642894389118685,128,False,0.5417629580147605,0.2068939782565149
241107,bull_trap,1,0,True,0.000483513379668193,123,False,0.4865064192120247,0.15423813255680713
241108,bull_trap,1,0,True,0.00375546164406535,120,False,0.34982100368078733,0.09381844757972575
241109,bull_trap,1,0,True,0.007509958981724603,117,False,0.31389636022624184,0.11879390664448919
241110,bull_trap,1,0,True,0.5747899647401226,128,True,0.41973134158647324,0.15453751821462047
241111,bull_trap,1,0,True,0.3540546593353618,149,True,0.3795452253084078,0.15742747669701465
241112,bull_trap,1,0,True,0.007031683005608864,105,False,0.4236328809179657,0.14383008046162765
241113,bull_trap,1,0,True,2.4431033827618367e-05,126,False,0.6066440197328228,0.2296613342385567
241114,bull_trap,1,0,True,0.017574405906656758,101,False,0.4323069747650854,0.16905019709236271
241115,bull_trap,1,0,True,0.001744440449483346,129,False,0.35949611321758446,0.14442233359425033
241116,bull_trap,1,0,True,0.008303134494789309,118,False,0.3150363262399158,0.11579472744575203
241117,bull_trap,1,0,True,0.00011213565366210744,120,False,0.4387071806206929,0.17264955710651195
241118,bull_trap,1,0,True,0.016917679995651105,107,False,0.37975013919830025,0.11638358110644895
241119,bull_trap,1,0,True,0.008384222573771832,122,False,0.3887596916297004,0.14587710662779121
241120,bull_trap,2,1,True,0.0013142934924964508,116,False,0.361051537607136,0.09429140861005442
241121,bull_trap,1,0,True,0.007363323962419362,121,False,0.4757475958165095,0.2436269069605179
241122,bull_trap,2,1,True,0.006564823364743864,125,False,0.4375509250254154,0.17113745429142313
241123,bull_trap,1,0,True,0.2778860806032723,144,True,0.4028612458318293,0.11666326521829541
241124,bull_trap,1,0,True,0.0003520674261277836,115,False,0.37586174231901803,0.16717466620302576
241125,bull_trap,1,0,True,0.0032599824592256907,130,False,0.5647793664290962,0.19183585526757882
241126,bull_trap,1,0,True,0.000679316961761709,144,False,0.47512442054266835,0.17527427837073856
241127,bull_trap,1,0,True,3.277719842397312e-05,145,False,0.39511207113361957,0.17753489779287737
241128,bull_trap,1,0,True,0.0029950124986267315,138,False,0.40105989202911263,0.17889092865919687
241129,bull_trap,1,0,True,0.0008227537266122526,95,False,0.3452562729403194,0.13775383394618523
241130,bull_trap,1,0,True,0.019106678320919786,147,False,0.3858424509993382,0.14124477489384707
241131,bull_trap,1,0,True,0.031237835930061988,110,False,0.517709437131204,0.12219597833318473
241132,bull_trap,1,0,True,0.0009313636429454185,109,False,0.374283724844806,0.11403954094811464
241133,bull_trap,1,0,True,0.013148967310199986,90,False,0.3319434118754406,0.10823724236860494
241134,bull_trap,1,0,True,0.0005805108469546712,129,False,0.49448996026613945,0.14160635309854974
241135,bull_trap,1,0,True,0.0012186883231665648,105,False,0.32095675096076354,0.1254983997439499
241136,bull_trap,5,1,True,8.371626760352857e-07,115,False,0.40173896162722017,0.1115928703074487
241137,bull_trap,1,0,True,0.010805542610761632,101,False,0.3120295612470117,0.08332285341149326
241138,bull_trap,1,0,True,0.028925555791352763,121,False,0.3968296271162748,0.11515104158197638
241139,bull_trap,2,1,True,0.002829105224088645,129,False,0.4696546866074726,0.13839730168508924
241140,bull_trap,1,0,True,0.22800595791993106,129,True,0.39551926523212194,0.1319362497131237
241141,bull_trap,1,0,True,0.00013088888393074358,97,False,0.3243466188530393,0.1533403411589236
241142,bull_trap,3,1,True,0.0011790775027156893,100,False,0.41509991971366794,0.14688786369344867
241143,bull_trap,1,0,True,0.007583509679219604,112,False,0.3390066626643519,0.10308027537190344
241144,bull_trap,1,0,True,0.0004785223189979925,122,False,0.39527148142034624,0.14087052341602052
241145,bull_trap,1,0,True,0.00019608468292421134,122,False,0.3481470672406723,0.14282684604850135
241146,bull_trap,1,0,True,0.007382327383411665,144,False,0.5183860740111605,0.172609090603752
241147,bull_trap,1,0,True,0.0003194336444792985,110,False,0.32422415452563513,0.11752495992479577
241148,bull_trap,1,0,True,0.00010753660189897319,120,False,0.36977671533642725,0.10785120870519121
241149,bull_trap,1,0,True,0.021661412363254643,120,False,0.3744611928585481,0.11815708225743095
241150,bull_trap,1,0,True,0.034241141474611665,112,False,0.5056364013078389,0.14689303366266993
241151,bull_trap,1,0,True,2.523137896201442e-05,105,False,0.30107627895398814,0.11646546913443499
241152,bull_trap,1,0,True,0.013866488396718134,118,False,0.368338143878628,0.11032113772116037
241153,bull_trap,1,0,True,0.002667525481198925,142,False,0.3806995398777181,0.14122430183883858
241154,bull_trap,1,0,True,0.006783175708663467,141,False,0.5737543661495719,0.24111864176837902
241155,bull_trap,1,0,True,0.00370245278034739,121,False,0.42223395923752366,0.15679174369503462
241156,bull_trap,1,0,True,0.0015108039976649986,145,False,0.4476029612121338,0.17368939250869314
241157,bull_trap,1,0,True,0.011861940828649607,137,False,0.43824588055214236,0.1743002063504957
241158,bull_trap,1,0,True,0.007313586344123255,142,False,0.7113821572312075,0.2116590988594297
241159,bull_trap,1,0,True,0.004196571469846281,135,False,0.3907474302164534,0.13628505596640486
241160,bull_trap,1,0,True,0.0030016174605847373,144,False,0.4310084333472604,0.1689815080224005
241161,bull_trap,1,0,True,0.000740482145963603,131,False,0.4016627678228778,0.1263390460900892
241162,bull_trap,2,1,True,0.0071751734464706495,106,False,0.41544084790783575,0.14615520292637235
241163,bull_trap,1,0,True,0.22798017760994108,99,True,0.31954996057708984,0.0885762560452907
241164,bull_trap,1,0,True,0.0004621016399988587,143,False,0.46123880187607397,0.15855290743087372
241165,bull_trap,1,0,True,0.006629292281792798,148,False,0.4426322657231348,0.16288611430589808
241166,bull_trap,1,0,True,0.0004975036803563645,103,False,0.35521074919046225,0.12302301902739896
241167,bull_trap,1,0,True,0.00010999540669020336,128,False,0.37238437863194995,0.1510550477716434
241168,bull_trap,1,0,True,0.0001689791269514184,116,False,0.36100324588363575,0.11110878496749982
241169,bull_trap,1,0,True,0.011873108736255904,140,False,0.4675471862973756,0.16307896176866518
241170,bull_trap,1,0,True,0.0003859317275395491,139,False,0.42608842597182844,0.1218936658483607
241171,bull_trap,1,0,True,0.00012365982527087998,126,False,0.3188395776465131,0.12380569940393658
241172,bull_trap,1,0,True,0.0005309533760943142,116,False,0.3819610570644335,0.26772414292581487
241173,bull_trap,1,0,True,0.0002885543819325407,111,False,0.37917391855872834,0.1592486448189162
241174,bull_trap,1,0,True,0.00277183658175831,121,False,0.42570687655690953,0.16285652428913738
241175,bull_trap,1,0,True,0.019052770407806254,95,False,0.423884479122571,0.13649980520274055
241176,bull_trap,1,0,True,0.0005081883725601947,133,False,0.3868937651639564,0.12933219927043302
241177,bull_trap,1,0,True,0.0015246493428701245,123,False,0.46657034465559233,0.18235569434642246
241178,bull_trap,1,0,True,0.0030683599918200654,126,False,0.3605739540250502,0.1292853614121283
241179,bull_trap,1,0,True,0.027689669618505774,100,False,0.34004785470807375,0.12558807781563563
241180,bull_trap,1,0,True,0.016318662917862128,107,False,0.3999071461585449,0.1084907908642161
241181,bull_trap,1,0,True,0.0025380846865954384,122,False,0.37025537133253605,0.13871446771935905
241182,bull_trap,1,0,True,0.00022849762838816648,132,False,0.43594488300597106,0.179135614666072
241183,bull_trap,1,0,True,0.01663060688399387,91,False,0.4112250095463304,0.12461606534766212
241184,bull_trap,2,1,True,0.0008115562243269938,141,False,0.39387976662102325,0.144889075096106
241185,bull_trap,1,0,True,0.003276591053818674,130,False,0.45859270145768616,0.1641877230805867
241186,bull_trap,1,0,True,7.973368615498219e-05,135,False,0.3786610758474056,0.10874089354715431
241187,bull_trap,1,0,True,0.0018367934220609825,107,False,0.47478798425295116,0.16864735742389345
241188,bull_trap,1,0,True,0.013071588927786459,112,False,0.3597422174327643,0.1389876180945549
241189,bull_trap,1,0,True,0.001493541139512066,137,False,0.46997021213993273,0.17100381016025282
241190,bull_trap,1,0,True,0.011024155824841382,113,False,0.4202947522060023,0.14314130106328957
241191,bull_trap,1,0,True,0.12525790570145637,112,True,0.3705999971111997,0.13240426392281343
241192,bull_trap,1,0,True,0.0008253095112505512,125,False,0.4053677592914166,0.12327651688777885
241193,bull_trap,1,0,True,0.0009603292141854348,125,False,0.40664629083037185,0.19769862040341563
241194,bull_trap,1,0,True,1.0689436362536003e-05,131,False,0.4484947075920939,0.17249077957008785
241195,bull_trap,1,0,True,5.588012691376401e-05,145,False,0.362438709223204,0.1350052674520307
241196,bull_trap,1,0,True,0.0023880128575354868,119,False,0.41591590051314875,0.1926825541383831
241197,bull_trap,1,0,True,0.019721269137655935,135,False,0.37839619918532175,0.1330020161916689
241198,bull_trap,1,0,True,0.0005079011933466555,119,False,0.33813799952263407,0.1080887682253391
241199,bull_trap,1,0,True,0.0008550787301045524,109,False,0.39979729639032136,0.1338858805229335
241200,bull_trap,1,0,True,0.2751108420486849,149,True,0.4142531704072585,0.1454755814103931
241201,bull_trap,1,0,True,0.0017055077142775277,143,False,0.35331691413984717,0.1468027427576098
241202,bull_trap,1,0,True,0.10165061612837299,110,True,0.48974959227497517,0.13069412328055832
241203,bull_trap,1,0,True,0.003604596177644839,129,False,0.3628044823380714,0.13759745322031341
241204,bull_trap,1,0,True,0.0067064691035394345,125,False,0.3931762569788073,0.14197336239843517
241205,bull_trap,1,0,True,0.4835104351076318,121,True,0.43516884122240906,0.11932776941740857
241206,bull_trap,1,0,True,0.000294223125393695,108,False,0.38298164128840795,0.11221604950477296
241207,bull_trap,1,0,True,0.0004723415980004625,128,False,0.422902699453215,0.12520947608072
241208,bull_trap,1,0,True,0.000932088233585525,140,False,0.4172022754998281,0.1292400072898307
241209,bull_trap,2,1,True,0.0008514943775215042,95,False,0.3848794379133497,0.12801360602431877
241210,bull_trap,1,0,True,0.004888082915692933,106,False,0.5179244401704592,0.1698278966065022
241211,bull_trap,1,0,True,0.014017543958083903,113,False,0.3800080991352151,0.13131430725087856
241212,bull_trap,1,0,True,0.0002811787794419849,130,False,0.4394385231654993,0.1965019083182924
241213,bull_trap,1,0,True,0.013593999565125968,100,False,0.3804829399516251,0.14018269216069892
241214,bull_trap,1,0,True,1.3482400130204293e-05,92,False,0.3384619505430299,0.1086141106091838
241215,bull_trap,1,0,True,0.002551097961510129,137,True,0.4225790464791525,0.1678255722954906
241216,bull_trap,1,0,True,3.1828530485764035e-05,138,False,0.4544041818635438,0.1878087031500302
241217,bull_trap,2,1,True,0.007004882471062483,144,False,0.41167040677992045,0.1133433835622522
241218,bull_trap,1,0,True,0.0023254526520181578,135,False,0.7029421040129095,0.14583418542396318
241219,bull_trap,2,1,True,0.361931592478496,120,True,0.39052345348805456,0.14990037824827948
241220,bull_trap,1,0,True,0.0017191610739358508,116,False,0.388991485032682,0.15641468979678433
241221,bull_trap,1,0,True,4.358859423800864e-06,104,False,0.3983072013424583,0.12760249425395834
241222,bull_trap,1,0,True,0.0032335890856175936,125,False,0.3704786269426556,0.12566776861774512
241223,bull_trap,1,0,True,0.07046745153378488,135,True,0.5106182609600592,0.236126186841544
241224,bull_trap,1,0,True,0.02492910645030709,106,False,0.3980209978820202,0.16290668325665736
241225,bull_trap,1,0,True,9.985927340777463e-06,115,False,0.382886960049836,0.1242764921640489
241226,bull_trap,1,0,True,0.005207880857684557,100,False,0.45720253284858137,0.15218934446091975
241227,bull_trap,2,1,True,0.0019135560789997714,90,False,0.36260349437719175,0.11235273609922015
241228,bull_trap,1,0,True,0.0038063776394696358,121,False,0.4697420820959778,0.13826234752863747
241229,bull_trap,1,0,True,0.05080442703294952,102,True,0.3937038545682706,0.11540261299730839
241230,bull_trap,1,0,True,4.09262764547575e-05,90,False,0.3361296165160226,0.19544258708426876
241231,bull_trap,1,0,True,0.015805609722145484,144,False,0.4141966266728146,0.12703475654495666
241232,bull_trap,1,0,True,0.02536169396399179,98,True,0.3331044680173043,0.09440491114250632
241233,bull_trap,1,0,True,0.0016481619804931645,128,False,0.463574793064501,0.1909121006681131
241234,bull_trap,1,0,True,0.0041940094628365,110,False,0.30997465788848444,0.1074066686777707
241235,bull_trap,1,0,True,0.2693323162609681,94,True,0.3141350613555483,0.10692814534250296
241236,bull_trap,1,0,True,0.00028491013579921316,99,False,0.42586706628112503,0.12620551557599533
241237,bull_trap,1,0,True,0.006040665495111694,130,False,0.3879410910730263,0.165897500244798
241238,bull_trap,1,0,True,0.015619954503259738,91,False,0.3857814614430995,0.1150691311358093
241239,bull_trap,1,0,True,0.012320829751088383,101,False,0.7074902969289856,0.30597027649593256
241240,bull_trap,1,0,True,0.00046153720196312893,135,False,0.43909801998944037,0.1474575638146439
241241,bull_trap,1,0,True,0.0004097343640724463,111,False,0.47582779960967847,0.1448470309295033
241242,bull_trap,1,0,True,0.004334491604106578,142,False,0.4682115502864731,0.20910369393959302
241243,bull_trap,1,0,True,1.216748385985312e-09,135,False,0.583106945173818,0.22747195437822698
241244,bull_trap,1,0,True,0.0049775762283168256,137,False,0.3941631885146983,0.17240778951561436
241245,bull_trap,1,0,True,0.0009974730196067162,125,False,0.49994230146750573,0.15595981780907445
241246,bull_trap,1,0,True,9.557787725748302e-05,131,False,0.34479594354027454,0.14852352833419244
241247,bull_trap,1,0,True,0.00013872920746397892,99,False,0.45972880449524134,0.15806807258223124
241248,bull_trap,1,0,True,0.019481985386881704,113,False,0.3780567336494743,0.12707200894054724
241249,bull_trap,2,1,True,0.0014436517246867696,106,False,0.3841177762626464,0.16975621698124888
241250,bull_trap,1,0,True,0.0005236510459211248,131,False,0.4141413760637791,0.10949842435697543
241251,bull_trap,1,0,True,0.22038876103493307,102,True,0.38207813694535797,0.1493169544531597
241252,bull_trap,1,0,True,0.0006507320860571798,113,False,0.39626255867315135,0.16733013814309441
241253,bull_trap,1,0,True,0.009060801998808411,109,False,0.43605384448105755,0.15844431293721603
241254,bull_trap,1,0,True,0.020819469334892413,90,False,0.3075472160855975,0.07949993115523739
241255,bull_trap,1,0,True,0.011252538954989346,97,False,0.3605167863372995,0.1254720369065618
241256,bull_trap,1,0,True,0.06640682907906098,146,True,0.5529764422352306,0.1784663423993372
241257,bull_trap,1,0,True,0.0011311301823940553,119,False,0.3876652994154628,0.12763772118178146
241258,bull_trap,1,0,True,0.00813529607160022,147,False,0.454524104886795,0.1424949124023549
241259,bull_trap,1,0,True,0.0014677235524299971,133,False,0.5221493571833282,0.2819228727023939
241260,bull_trap,1,0,True,0.001818409190447633,122,False,0.5262448337246538,0.20343280945063708
241261,bull_trap,1,0,True,0.0021943311576105547,114,False,0.4568874240960339,0.15049744000954307
241262,bull_trap,1,0,True,0.01577228108805229,125,False,0.30145184118534746,0.1247630223159534
241263,bull_trap,1,0,True,0.0007261580641213512,114,False,0.44116089181595874,0.13757784687297073
241264,bull_trap,1,0,True,0.009758691505948578,103,False,0.36967019326579853,0.10936251173636345
241265,bull_trap,1,0,True,0.058227893281796124,113,False,0.4290892316874533,0.12240934541332939
241266,bull_trap,1,0,True,0.013551022017707751,134,False,0.45243718594508936,0.15480578601119832
241267,bull_trap,1,0,True,0.011570155093830737,101,False,0.3382729691302353,0.1384746666890209
241268,bull_trap,2,1,True,0.0004974838175286634,139,False,0.43981049191906635,0.10585748686874988
241269,bull_trap,1,0,True,0.0006361530816962179,121,False,0.5031358719964923,0.20919494863002688
241270,bull_trap,1,0,True,0.015005954461851682,98,False,0.30257858792444464,0.08725495731770307
241271,bull_trap,1,0,True,0.00019693288224630412,115,False,0.5780234611580487,0.18971824773724297
241272,bull_trap,1,0,True,5.14075786522271e-06,133,False,0.35685793183185344,0.11060858965780677
241273,bull_trap,1,0,True,0.0006448992981804445,128,False,0.404456147905958,0.16945114735790515
241274,bull_trap,1,0,True,0.00449546159790131,98,False,0.3739813601116333,0.14393872887172324
241275,bull_trap,1,0,True,0.0015223220008878057,90,False,0.35661862829514757,0.14310581439097628
241276,bull_trap,1,0,True,0.003768394474645276,147,False,0.5511927341991592,0.19310044627321946
241277,bull_trap,2,1,True,0.0009584822777167251,131,False,0.5676813638285981,0.21599064782627267
241278,bull_trap,1,0,True,0.00010219295699483159,121,False,0.4098204792494711,0.17023940888859165
241279,bull_trap,1,0,True,0.014859178798842859,136,False,0.4197732622192838,0.1478095372168837
241280,bull_trap,1,0,True,0.006129050110586634,126,False,0.40530136597628386,0.11152018809058697
241281,bull_trap,2,1,True,0.00014856305526882952,141,False,0.44192788224927443,0.1865387619749116
241282,bull_trap,1,0,True,4.122807260964771e-05,106,False,0.3921193487502643,0.11776488346943653
241283,bull_trap,2,1,True,0.00047206210954109444,111,False,0.4290085500577834,0.16121640075779892
241284,bull_trap,1,0,True,0.014464845313872552,126,False,0.5437813363687747,0.16763324047882314
241285,bull_trap,1,0,True,0.005199477425691438,135,False,0.471135174169743,0.18585284102570745
241286,bull_trap,1,0,True,0.002206314823978154,111,False,0.42612796534467007,0.11642165978446893
241287,bull_trap,1,0,True,0.0012515055904320188,111,False,0.4597829699573401,0.14646347572537
241288,bull_trap,1,0,True,0.004450306914746402,130,False,0.38939381586925315,0.18106902391871887
241289,bull_trap,2,1,True,0.02471845067815778,96,False,0.42799518895372485,0.13622267332702
241290,bull_trap,1,0,True,0.16713201697564034,145,True,0.40892611266964063,0.14251444712241063
241291,bull_trap,1,0,True,0.2144111181531757,142,True,0.3429796084902536,0.15626525901999838
241292,bull_trap,2,1,True,0.0007433680466609735,94,False,0.3245561114585881,0.1128117105196679
241293,bull_trap,1,0,True,0.001583076786003469,150,False,0.41090861317586125,0.1463926692958517
241294,bull_trap,1,0,True,0.0011299233736776302,109,False,0.38893477083327466,0.1296457995489314
241295,bull_trap,1,0,True,0.05143866230354415,90,False,0.3357675148967071,0.09980205428187665
241296,bull_trap,2,1,True,4.67626480722187e-05,148,False,0.42948569344378273,0.15568435777600959
241297,bull_trap,1,0,True,0.0004669314747735861,120,False,0.41213016194994234,0.1612502796334237
241298,bull_trap,1,0,True,0.010565364802080455,119,False,0.4350420060377158,0.10784307566567777
