scope,statistic,n,p10,p25,p50,p75,p90,mean,sd,n_windows_scope
2008-12,acf5_absr,2502,-0.023669370835907446,0.027052478129194635,0.08552974710281444,0.14651665188823754,0.2073475107197039,0.09024300719859717,0.09206290002671444,2502
2008-12,acf10_absr,2502,-0.04060201841738027,0.0044349444372616745,0.060690206575861314,0.1213525182827271,0.1709758113701561,0.0637071104257315,0.081705894496893,2502
2008-12,acf20_absr,2502,-0.06255253794498498,-0.02831004491347355,0.019115359624224088,0.07064228455021197,0.11487299331353945,0.023031893965111305,0.07002279236454252,2502
2008-12,acf50_absr,2502,-0.08415410441544627,-0.05539598643901855,-0.01820651674865606,0.01904581353878381,0.053201585084791815,-0.016471981856185248,0.05615013205529035,2502
2008-12,garch_alpha,2502,0.0,2.5323022918704868e-15,0.03895633885988785,0.1094156734396434,0.18732695033668095,0.07356223256171407,0.1100368312435228,2502
2008-12,garch_beta,2502,0.4764084650316599,0.791465361833699,0.9016756105994594,0.9804807809574699,0.9914677118203953,0.814751971624597,0.2517253181684484,2502
2008-12,garch_persistence,2502,0.6864113021686097,0.9077261456301451,0.9693031751725169,0.9889613012338239,0.9964326310682629,0.888314204186311,0.2097016962920997,2502
2008-12,gjr_gamma,2502,-0.012556654620031684,2.0487926287989822e-11,0.06438067716013156,0.1557622511678292,0.26755790891032566,0.09588246209582815,0.20844266205922043,2502
2008-12,leverage_corr,2502,-0.15324824140445376,-0.10285930248900914,-0.05441670689469749,-0.00016778309886072886,0.050889293636854925,-0.052604113390583566,0.08216153180068902,2502
2008-12,volume_absr_spearman,2502,0.20638831990720274,0.27623857205789043,0.34105690431897107,0.40516647101599745,0.46202240836893216,0.337542810003521,0.09961206621545297,2502
2008-12,logvolume_acf1,2502,0.42678570526693177,0.48401689379322044,0.5441447533973417,0.6031740942110281,0.6567212966262889,0.5430945333422967,0.09447846590736991,2502
2008-12,logvolume_shapiro_p,2502,5.116652916795809e-07,7.150004278838032e-05,0.005251066952638892,0.10427924321304607,0.4271584746908787,0.11132181633495057,0.21254622027244732,2502
2008-12,skew,2502,-0.7034771201112201,-0.32893687595652,-0.02748529891060273,0.24467911541700282,0.5726155383830791,-0.06520767774532185,0.7732182601103439,2502
2008-12,worst_day,2502,-0.1748031588822952,-0.11741264079112501,-0.07688987679497306,-0.05217358591807286,-0.0379808869678246,-0.09652158169506257,0.07302080819998516,2502
2008-12,best_day,2502,0.037950839860362344,0.051973583287377556,0.0751639301139091,0.11333730544278775,0.16762525796267244,0.09269037727262348,0.06251170438198546,2502
2008-12,worst_over_best,2502,0.6347848844139414,0.7938902131005675,1.0114154715411137,1.2895646196968993,1.6539829752409894,1.1086504489836702,0.5082246195925662,2502
2008-12,mdd,2502,-0.5110692294395524,-0.3620254909964302,-0.23598825005998975,-0.14625849405751196,-0.10169665883432903,-0.2764816053468463,0.16875553881915595,2502
2008-12,daily_sigma,2502,0.011790160824982156,0.015585112278290925,0.021306735431666522,0.030511054764559654,0.04279184700767388,0.025346542096232945,0.015238309681930833,2502
2013-19,lb_p_r,3753,0.06262237326341165,0.195423666188082,0.44447487379567907,0.7050543845037923,0.8826851049873016,0.45885128865072694,0.29582881342521733,3753
2013-19,acf1_r,3753,-0.10378000679043582,-0.05912858742526557,-0.007652802844534926,0.04301434726347937,0.0899724867137078,-0.007742889294066349,0.07763403526062819,3753
2013-19,abs_acf1_r,3753,0.009633654314461781,0.025214564642351795,0.05204402600805315,0.08736815122267363,0.12776605044647607,0.06187123764595397,0.04751780116115668,3753
2013-19,kurtosis,3753,0.725219083066122,1.330230571526104,2.5812159875964307,5.682481936160514,12.866669356251965,5.400374869341683,8.89367034911564,3753
2013-19,jb_p,3753,4.06193784725066e-310,7.918211939793212e-65,8.595949236273017e-15,0.0001009737430129714,0.04026260944701786,0.03098784138328915,0.1214920630924546,3753
2013-19,hill,3753,2.2160692515199636,2.7218433393410084,3.3927224629649966,4.265732590968768,5.298278867693828,3.6391713686562763,1.3279980509019766,3753
2013-19,lb_p_absr,3753,9.78004519770708e-05,0.01996006464300624,0.2303213697064973,0.6089494142561963,0.8686446591182364,0.33539331079530976,0.32851646277249696,3753
2013-19,lb_p_r2,3753,0.0007971046286922248,0.08474333323568098,0.5985439577087062,0.9676655216681708,0.9991414411563232,0.5400845227533766,0.4013826041242015,3753
2013-19,arch_lm_p,3753,0.002077762010576644,0.07912144722253973,0.5495035601729216,0.9155407031235382,0.9912256858737593,0.5082091369935449,0.3889464547972995,3753
2013-19,acf1_absr,3753,-0.018852750167439307,0.03209152413978386,0.09099536350360335,0.1504331540837265,0.21397765739261077,0.09457587929579592,0.09085204922101943,3753
2013-19,acf5_absr,3753,-0.056835010947224804,-0.021320923239728368,0.025654445857992706,0.07701439743238592,0.12926155142969417,0.031208095307401967,0.07391560316654736,3753
2013-19,acf10_absr,3753,-0.06374536209326312,-0.02510524098446637,0.02164880088901984,0.07310385135488169,0.1220929107335108,0.026587820905079648,0.07350228584431284,3753
2013-19,acf20_absr,3753,-0.07409231171747561,-0.03631341007727826,0.005976122996882305,0.054747971316845924,0.10179943781298868,0.0108112848531651,0.06901171313719924,3753
2013-19,acf50_absr,3753,-0.06621913815884412,-0.03547344161751049,0.00069940510400823,0.03914273873188158,0.07808673633640784,0.0037196942571015037,0.05705520700147369,3753
2013-19,garch_alpha,3753,0.0,5.052089788420612e-12,0.05864360864814733,0.15694605506039422,0.3014632653037182,0.1157224638244024,0.1661833846570094,3753
2013-19,garch_beta,3753,3.47566971771542e-13,0.4116060774916709,0.7782069787140861,0.9544606976513071,0.9999999913234557,0.6508551100882402,0.3528785630465197,3753
2013-19,garch_persistence,3753,0.2365787120231356,0.6591251552107801,0.9030639368970328,0.9843008035449209,1.0,0.7665775739126426,0.2931129245825435,3753
2013-19,gjr_gamma,3753,-0.14843300201851825,-1.5115592923603216e-10,0.06200734001205178,0.20002737509707175,0.3911422451802396,0.09974554968194614,0.3184943518911771,3753
2013-19,leverage_corr,3753,-0.15101242282322955,-0.09686481581956582,-0.041115559014388764,0.015215930516750692,0.06831144710902835,-0.04192720087055218,0.08568265984003864,3753
2013-19,volume_absr_spearman,3753,0.197822436839362,0.26366388258937995,0.33716418772496903,0.40461187394414067,0.46478552419766817,0.33362017131716337,0.10307352565525886,3753
2013-19,logvolume_acf1,3753,0.3798094757645174,0.4424487165880238,0.5101972167871982,0.5756530599823297,0.6382253255655096,0.5097528571211681,0.10080883054114662,3753
2013-19,logvolume_shapiro_p,3753,1.862611235721012e-07,2.741489371563994e-05,0.0025940666839065177,0.07574390081285265,0.382887389312311,0.09738188985163987,0.19985467324551767,3753
2013-19,skew,3753,-1.2335206595674233,-0.6143037130383543,-0.20764188912424875,0.20994573115906606,0.8160439829626933,-0.22661297260294322,1.1497990979902737,3753
2013-19,worst_day,3753,-0.10951156968808302,-0.07521954665087272,-0.05358478432493996,-0.04076602841091237,-0.03186562210809045,-0.06563782602325939,0.043356974153686195,3753
2013-19,best_day,3753,0.029158070175481575,0.03699110712088416,0.049986817851737086,0.07173762580682297,0.10543433830799982,0.061516005026463386,0.04152978901623256,3753
2013-19,worst_over_best,3753,0.5608692306938958,0.7823057716116268,1.0814641162928647,1.4748781060314573,1.9526536629128433,1.2134919201278656,0.6606668062490368,3753
2013-19,mdd,3753,-0.3325348161652841,-0.23061147073047383,-0.15452424107456508,-0.11193858337913065,-0.08730851329793962,-0.18606533693835225,0.10660065405902452,3753
2013-19,daily_sigma,3753,0.009807189243219853,0.01150398601921068,0.013997812642369252,0.01765188141456213,0.022572798985475588,0.01548195559681642,0.006209170392151492,3753
2020-24,lb_p_r,2502,2.168163493665895e-05,0.1151991714873701,0.4228921972002296,0.7117387423903256,0.8890022362749588,0.4316037751781058,0.32282114710527976,2502
2020-24,acf1_r,2502,-0.15190721595206672,-0.07840134176614297,-0.020099305507141747,0.0342270999177682,0.07998284827277422,-0.03096928522533866,0.0989098349563178,2502
2020-24,abs_acf1_r,2502,0.011106534068287346,0.026595478873388326,0.05701796011412427,0.09891456659163896,0.15896427451619385,0.07544077138052069,0.07105666726968109,2502
2020-24,kurtosis,2502,0.4934286196716357,1.0976096408619564,2.719643769155595,5.930370160741205,11.241894536721398,4.998875797399192,7.548684316498607,2502
2020-24,jb_p,2502,9.240706210490011e-246,9.474668819582255e-70,1.0719879925012561e-15,0.001368329968446534,0.18342046999935335,0.05728085757262632,0.16968854396125227,2502
2020-24,hill,2502,2.2172323032484345,2.6763321113647813,3.4062634144648376,4.290324132295769,5.405224063578439,3.658942382340148,1.37669843170792,2502
2020-24,lb_p_absr,2502,1.8606368726873128e-42,0.0034128624933653946,0.23962321035234296,0.6024469632888305,0.8413233388082372,0.3270697132284107,0.32506934294260853,2502
2020-24,lb_p_r2,2502,2.442558343681105e-21,0.012414501022522374,0.46847533939449615,0.9215711049181492,0.9965861936574673,0.47906071517739895,0.40347977209181113,2502
2020-24,arch_lm_p,2502,6.154562214756118e-09,0.019889684044541875,0.40196072958725604,0.8640274103646195,0.9780365601159051,0.44780606742623674,0.3880754286054679,2502
2020-24,acf1_absr,2502,-0.025092128505743518,0.02277989225880207,0.08791062047776614,0.17473574023945285,0.3641330523153622,0.12284776162629955,0.147071938086668,2502
2020-24,acf5_absr,2502,-0.05272892426128667,-0.008889610668215456,0.04575802337512658,0.12590846048594864,0.3087212204847797,0.08199370944247474,0.13626954784310688,2502
2020-24,acf10_absr,2502,-0.07143039540923561,-0.03186029762819985,0.021284175246614745,0.0965781056993817,0.234708692552012,0.04843663572644899,0.11767856874330114,2502
2020-24,acf20_absr,2502,-0.06899151688535696,-0.02978202673072372,0.014941623157530151,0.06697214311463012,0.12759521153424067,0.022164783467972446,0.07490938226296369,2502
2020-24,acf50_absr,2502,-0.11545750721331663,-0.07077583877729049,-0.02745570418651254,0.016467402189629565,0.05497778097070857,-0.02791535894776401,0.06750331725396587,2502
2020-24,garch_alpha,2502,0.0,2.6836289555283487e-11,0.07276982331638936,0.18764741054529205,0.28439203348619807,0.11757022559284214,0.1451061156113613,2502
2020-24,garch_beta,2502,1.7792240133729984e-11,0.4700072914262301,0.7780039816656987,0.9304353638993028,0.9966544355341137,0.6593474289286448,0.3335267600285088,2502
2020-24,garch_persistence,2502,0.24051541711451943,0.6770546958395246,0.9124392641712328,0.9933287256394869,1.0,0.7769176545214871,0.29226549438280486,2502
2020-24,gjr_gamma,2502,-0.13252792087880844,-1.0070506133006992e-09,0.05612096740510305,0.18693300897274404,0.3137805752662986,0.08179021655105666,0.2658181923477544,2502
2020-24,leverage_corr,2502,-0.15700539387584161,-0.09360631428079301,-0.03680631892560701,0.022848708585732288,0.07069919446188824,-0.038947218341219905,0.08986430811628793,2502
2020-24,volume_absr_spearman,2502,0.19707251830932945,0.2587583262535552,0.3302244998042607,0.41363755161558247,0.5042710801744132,0.341613868914355,0.12009135297139537,2502
2020-24,logvolume_acf1,2502,0.3886395007611521,0.45068591105389666,0.520694097775548,0.5981598116676922,0.6781813893007494,0.5268787731361866,0.11373218416588553,2502
2020-24,logvolume_shapiro_p,2502,2.656174372717914e-08,7.000908936650453e-06,0.0009817073444124674,0.038671930975984065,0.2600090962960074,0.07629465386532322,0.17689482979341584,2502
2020-24,skew,2502,-1.1175338267733441,-0.5276514768034275,-0.15630161443858423,0.21240874003283766,0.7032133218293815,-0.18589727281623425,1.0071615095968947,2502
2020-24,worst_day,2502,-0.17415263699770092,-0.11384069109960915,-0.0739186232359419,-0.05262349926274046,-0.04143769957696292,-0.09546296084435509,0.06994745916284263,2502
2020-24,best_day,2502,0.039118707891423556,0.04970030046010987,0.07199131914626777,0.11215204896042907,0.1565760547446573,0.08865590465751147,0.05751185604406542,2502
2020-24,worst_over_best,2502,0.5711334726812411,0.7935193181151791,1.0700428520047556,1.39634059176218,1.8839359043060926,1.1834521598610086,0.6247709391716237,2502
2020-24,mdd,2502,-0.4657782228560645,-0.3366575278108941,-0.2263114864984167,-0.15842431317062788,-0.11583734845325995,-0.26449344346085063,0.1445872467902486,2502
2020-24,daily_sigma,2502,0.012714693392834495,0.01520405980603384,0.019570031169007927,0.026927592571685786,0.035397141326115385,0.022501531193643513,0.010822687974222265,2502
