model,config_tag,kind,n_runs,n_status_ok,mean_s_per_run,median_s_per_run,p90_s_per_run,s_per_call,busy_hours,runs_per_busy_hour,effective_concurrency,runs_per_stream_hour,usd_per_run,input_tokens_per_call,output_tokens_per_call,reasoning_tokens_per_call,llm_errors,fallbacks,temperature,provider_options,first_utc,last_utc,ledgers
gemini-2.5-flash,thinking0,smoke_context,8,8,362.31752449274063,361.5674082040787,463.3231103181839,1.811587622463703,0.13341065287590026,59.96522637095307,6.035125659547368,9.936036091657856,1.8245313375,29527.37125,105.778125,0.0,0,0,0.2,"{""config_tag"": ""thinking0"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gemini-2.5-flash"", ""options"": {""thinking_budget"": 0}, ""provider"": ""google"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2}",2026-09-11T12:44:50Z,2026-09-11T12:48:36Z,docs/env_v2/generated/v2_1/e9_0/smoke/context/ledger_thinking0_gemini-2.5-flash.jsonl
gemini-2.5-flash,untagged,smoke,2,0,1697.5271612405777,1697.5271612405777,1939.1459988832473,8.487635806202888,0.5554307523038652,3.600808906788509,1.6979085893640238,2.12073189884577,0.934339,1925.525,1637.615,1540.3375,0,0,0.2,NaN,2026-09-10T08:49:23Z,2026-09-10T08:59:27Z,docs/env_v2/generated/v2_1/e8_5/ledger.jsonl
gemini-2.5-flash-lite,default,pilot,384,384,293.09761211213964,262.27912747859955,409.95999906063076,1.4652400381584059,2.633076960245768,145.83698304213559,11.873464302024596,12.282597507558792,,1818.655670264148,123.63431971150716,0.0,1,0,0.2,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gemini-2.5-flash-lite"", ""options"": {}, ""provider"": ""google"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2}",2026-09-11T16:28:29Z,2026-09-11T19:18:15Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gemini-2.5-flash-lite.jsonl
gemini-2.5-flash-lite,default,smoke,2,2,227.27850377559662,227.27850377559662,240.1815331220627,1.136392518877983,0.067613136238522,29.580050730741245,1.8674749088025315,15.839597411088464,,1925.5075,105.26,0.0,0,0,0.2,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gemini-2.5-flash-lite"", ""options"": {}, ""provider"": ""google"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2}",2026-09-11T12:17:11Z,2026-09-11T12:17:43Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_gemini-2.5-flash-lite.jsonl
gemini-2.5-pro,default,pilot,279,279,2996.1926432783885,2969.8627054691315,3288.2565945625306,14.957374525384168,16.029285262028377,17.40564195091845,14.486293434688768,1.2015248779400696,,1810.7291547380476,1616.09089607787,1513.1773368164902,1,1,0.2,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gemini-2.5-pro"", ""options"": {}, ""provider"": ""google"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2}",2026-09-11T17:15:11Z,2026-09-12T08:26:09Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gemini-2.5-pro.jsonl
gemini-2.5-pro,default,smoke,2,2,3240.370928287506,3240.370928287506,3352.1263028144836,16.20185464143753,0.9389069851239522,2.1301364583372067,1.9173422924669985,1.1109839211841568,,1926.035,1712.3475,1605.0325,0,0,0.2,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gemini-2.5-pro"", ""options"": {}, ""provider"": ""google"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2}",2026-09-11T13:05:21Z,2026-09-11T13:10:00Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_gemini-2.5-pro.jsonl
gemini-3.5-flash,default,pilot,384,384,1094.887110169977,1148.8640092611313,1275.8031420707703,5.473010287754115,8.29313515537315,46.3033572714904,14.082485842819477,3.2880102127068733,,1818.3290549336111,1060.626854985681,955.6945847435563,0,0,0.2,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gemini-3.5-flash"", ""options"": {}, ""provider"": ""google"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2}",2026-09-11T16:43:08Z,2026-09-12T00:41:59Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gemini-3.5-flash.jsonl
gemini-3.5-flash,default,smoke,2,2,1245.8797211647034,1245.8797211647034,1379.2965508460998,6.2293986058235165,0.3925301900174883,5.095149496427,1.7633176205280416,2.8895245173703934,,1926.0025,1123.1225,1017.1025,0,0,0.2,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gemini-3.5-flash"", ""options"": {}, ""provider"": ""google"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2}",2026-09-11T12:31:39Z,2026-09-11T12:37:13Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_gemini-3.5-flash.jsonl
gpt-5,default,pilot,384,384,2152.1611225480833,2113.336281657219,2740.457449197769,10.760805612740418,15.481968040400082,24.80304822991204,14.827821144750486,1.6727372139023338,,1743.8463411458333,950.2140234375,854.3591666666666,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T17:00:27Z,2026-09-12T07:51:44Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gpt-5.jsonl
gpt-5,default,smoke,2,2,2569.923658490181,2569.923658490181,2881.7379661798477,12.849618292450906,0.822265492743916,2.4323044292251166,1.7363435270322454,1.4008198212841017,,1838.435,892.9975,798.24,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T12:49:55Z,2026-09-11T13:02:55Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_gpt-5.jsonl
gpt-5-mini,default,batch,142,142,1560.077416045565,1589.785516500473,1957.307922935486,7.799014014380223,5.196867520809174,27.32415237282978,11.841053619288772,2.307577792597733,0.3291755580985915,1742.6629466643196,604.9611688083083,510.1006160887168,0,0,1.0,NaN,2026-09-10T10:29:27Z,2026-09-10T15:18:35Z,docs/env_v2/generated/v2_1/e8_5/ledger_default_gpt-5-mini.jsonl
gpt-5-mini,default,pilot,384,384,2134.6780076560876,2079.54558467865,2633.6587993860244,10.672278342619748,15.358307195173369,25.002755519871297,14.825786760853084,1.6864370116188439,0.329427208984375,1743.8789839600042,605.4973700656182,511.18425164045414,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5-mini"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T17:01:00Z,2026-09-12T07:44:19Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gpt-5-mini.jsonl
gpt-5-mini,default,smoke,2,2,1339.097658753395,1339.097658753395,1425.9756335496902,6.695488293766975,0.4023611639605628,4.970658649839349,1.8489437112394955,2.6883774879804845,0.305643,1838.58,534.285,440.96,0,0,1.0,NaN,2026-09-10T09:42:09Z,2026-09-10T09:45:47Z,docs/env_v2/generated/v2_1/e8_5/ledger.jsonl
gpt-5-mini,untagged,smoke,2,0,1298.2323324680328,1298.2323324680328,1422.51699719429,6.491161662340164,0.40385458376672534,4.952277578097865,1.7858907975675369,2.773001341875488,0.30728975000000003,1838.595,538.4,444.8,0,0,1.0,NaN,2026-09-10T08:45:15Z,2026-09-10T08:50:26Z,docs/env_v2/generated/v2_1/e8_5/ledger.jsonl
gpt-5-nano,default,pilot,281,281,3002.843240596221,2968.7656586170197,3847.366646528244,14.95646614686244,16.004480413794518,17.557583422564697,14.645186306014631,1.198863780609877,,1732.5100412996082,2357.376677242675,2242.6511157984296,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5-nano"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T17:18:22Z,2026-09-12T08:23:05Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gpt-5-nano.jsonl
gpt-5-nano,default,smoke,2,2,3097.4841936826706,3097.4841936826706,3606.2484884023665,15.372129993462385,1.0370913403564028,1.9284704463087,1.6592796459514896,1.1622335336988037,,1838.394540942928,2122.8660049627792,2012.426799007444,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5-nano"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T12:54:37Z,2026-09-11T13:15:49Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_gpt-5-nano.jsonl
gpt-5.4-mini,default,pilot,384,384,322.2946905562033,317.8826537132263,392.3730093002319,1.6114734527810166,2.3337659423881107,164.54092204596063,14.730740431843127,11.169901662938548,,1743.9415104166667,77.9489453125,0.0,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5.4-mini"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T16:29:14Z,2026-09-11T18:42:51Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gpt-5.4-mini.jsonl
gpt-5.4-mini,default,smoke,2,2,288.76229202747345,288.76229202747345,294.2368026971817,1.4438114601373673,0.08219976491398281,24.330969828111815,1.9516296152269081,12.467001749859667,,1838.7525,78.6225,0.0,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5.4-mini"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T12:18:17Z,2026-09-11T12:18:31Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_gpt-5.4-mini.jsonl
gpt-5.5,default,pilot,384,384,990.0695134873191,988.4660568237305,1192.308115720749,4.948543410984675,7.133629129727681,53.82954356286515,14.804163890702874,3.63610832467685,,1743.907377518613,262.8023897537356,175.76153225386577,1,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5.5"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T16:38:55Z,2026-09-11T23:30:50Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_gpt-5.5.jsonl
gpt-5.5,default,smoke,2,2,1042.7382055521011,1042.7382055521011,1136.7413123369217,5.2006893044992575,0.32228946917586854,6.205601458571487,1.7974493692450926,3.4524485444492745,,1838.438902743142,257.84788029925187,168.8927680798005,0,0,1.0,"{""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": null, ""model"": ""gpt-5.5"", ""options"": {}, ""provider"": ""openai"", ""temperature_client"": 1.0, ""temperature_sent"": 1.0}",2026-09-11T12:29:01Z,2026-09-11T12:32:56Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_gpt-5.5.jsonl
openrouter/anthropic/claude-haiku-4.5,default,pilot,192,192,634.7201939933002,624.6579670906067,708.2902443170548,3.173600969966501,2.830074621770117,67.84273408307179,11.961431482845333,5.671790552858949,0.552738890625,1897.9392447916666,173.15104166666666,0.0,27,0,0.2,"{""base_url"": ""https://openrouter.ai/api/v1"", ""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": 8192, ""model"": ""openrouter/anthropic/claude-haiku-4.5"", ""options"": {}, ""provider"": ""openrouter"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2, ""upstream_pinned"": ""Anthropic""}",2026-09-12T11:26:35Z,2026-09-12T14:10:00Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_openrouter_anthropic_claude-haiku-4.5.jsonl
openrouter/anthropic/claude-haiku-4.5,default,smoke,2,2,651.1959379911423,651.1959379911423,654.9262502431869,3.255979689955711,0.1823702910211351,10.966698516526563,1.9837415353154397,5.528290012228191,0.574623,2007.5275,173.1175,0.0,0,0,0.2,"{""base_url"": ""https://openrouter.ai/api/v1"", ""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": 8192, ""model"": ""openrouter/anthropic/claude-haiku-4.5"", ""options"": {}, ""provider"": ""openrouter"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2, ""upstream_pinned"": ""Anthropic""}",2026-09-12T11:09:26Z,2026-09-12T11:09:36Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_openrouter_anthropic_claude-haiku-4.5.jsonl
openrouter/deepseek/deepseek-v4-flash,default,pilot,96,96,1196.6347150305908,1197.9570643901825,1489.657832145691,5.981304417522478,2.620180514322387,36.63869701924978,12.178649101867254,3.008436872824611,0.02979504377733333,1772.1072581484952,598.3033427054046,522.6185046339685,0,0,0.2,"{""base_url"": ""https://openrouter.ai/api/v1"", ""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": 8192, ""model"": ""openrouter/deepseek/deepseek-v4-flash"", ""options"": {}, ""provider"": ""openrouter"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2, ""upstream_pinned"": ""Baidu""}",2026-09-12T11:33:33Z,2026-09-12T13:53:33Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_openrouter_deepseek_deepseek-v4-flash.jsonl
openrouter/deepseek/deepseek-v4-flash,default,smoke,2,2,1122.2060379981995,1122.2060379981995,1205.9789023399353,5.611030189990998,0.34096943265861934,5.865628435973063,1.8284565687508072,3.2079670560512312,0.029195516307999998,1870.8275,542.8575,464.77,0,0,0.2,"{""base_url"": ""https://openrouter.ai/api/v1"", ""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": 8192, ""model"": ""openrouter/deepseek/deepseek-v4-flash"", ""options"": {}, ""provider"": ""openrouter"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2, ""upstream_pinned"": ""Baidu""}",2026-09-12T11:15:37Z,2026-09-12T11:19:07Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_openrouter_deepseek_deepseek-v4-flash.jsonl
openrouter/qwen/qwen3-235b-a22b-2507,default,pilot,96,96,931.3558091595769,907.672480225563,1061.9349579811096,4.655566658647195,2.58018903474013,37.206576226562746,9.625711363207728,3.865332630768165,0.02398469427083333,1805.6120801874513,99.58240041655819,0.0,0,0,0.2,"{""base_url"": ""https://openrouter.ai/api/v1"", ""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": 8192, ""model"": ""openrouter/qwen/qwen3-235b-a22b-2507"", ""options"": {}, ""provider"": ""openrouter"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2, ""upstream_pinned"": ""GMICloud""}",2026-09-12T11:33:32Z,2026-09-12T13:53:44Z,docs/env_v2/generated/v2_1/e9_2/ledger_default_openrouter_qwen_qwen3-235b-a22b-2507.jsonl
openrouter/qwen/qwen3-235b-a22b-2507,default,smoke,2,2,819.6095607280731,819.6095607280731,832.6455363750458,4.098047803640366,0.2323096086581548,8.609200504241793,1.9600508454170893,4.3923352929193005,0.02247478625,1907.0175,95.925,0.0,0,0,0.2,"{""base_url"": ""https://openrouter.ai/api/v1"", ""config_tag"": ""default"", ""max_retries"": 8, ""max_tokens_client"": 8192, ""model"": ""openrouter/qwen/qwen3-235b-a22b-2507"", ""options"": {}, ""provider"": ""openrouter"", ""temperature_client"": 0.2, ""temperature_sent"": 0.2, ""upstream_pinned"": ""GMICloud""}",2026-09-12T11:12:03Z,2026-09-12T11:12:36Z,docs/env_v2/generated/v2_1/e9_0/smoke/ledger_default_openrouter_qwen_qwen3-235b-a22b-2507.jsonl
