design,design_label,seeds_per_cell,runs_per_model,calls_per_run,stateful,all_models,model,config_tag,rate_source,streams,hours,days,hours_smoke_ratio_adjusted,note
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gemini-2.5-flash-lite,default,smoke,10,2.878861047824224,0.11995254365934266,4.710170642810667,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gemini-2.5-flash-lite,default,smoke,15,1.9192406985494828,0.07996836243956178,3.1401137618737778,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gemini-2.5-pro,default,smoke,10,41.04469842497508,1.710195767707295,67.154173248635,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gemini-2.5-pro,default,smoke,15,27.363132283316723,1.1401305118048635,44.769448832423336,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gemini-3.5-flash,default,smoke,10,15.78114313475291,0.6575476306147046,25.81989052909815,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gemini-3.5-flash,default,smoke,15,10.520762089835273,0.4383650870764697,17.2132603527321,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5,default,smoke,10,32.55236634087563,1.3563485975364846,53.259673789636906,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5,default,smoke,15,21.70157756058375,0.9042323983576562,35.50644919309127,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5-mini,default,batch,10,19.760980603243823,0.8233741918018259,19.760980603243823,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5-mini,default,batch,15,13.173987068829216,0.548916127867884,13.173987068829216,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5-nano,default,smoke,10,39.23479978664716,1.6347833244436316,64.19295654136874,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5-nano,default,smoke,15,26.156533191098106,1.0898555496290878,42.79530436091249,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5.4-mini,default,smoke,10,3.6576556990146636,0.15240232079227764,5.984374448370357,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5.4-mini,default,smoke,15,2.4384371326764427,0.10160154719485177,3.989582965580238,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5.5,default,smoke,10,13.208017270326614,0.5503340529302756,21.60994023780588,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,gpt-5.5,default,smoke,15,8.80534484688441,0.36688936862018373,14.406626825203919,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,openrouter/anthropic/claude-haiku-4.5,default,smoke,10,8.248481881221135,0.34368674505088065,13.495530544639085,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,openrouter/anthropic/claude-haiku-4.5,default,smoke,15,5.49898792081409,0.2291244967005871,8.997020363092721,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,openrouter/deepseek/deepseek-v4-flash,default,smoke,10,14.21460981464386,0.5922754089434942,23.256849405269342,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,openrouter/deepseek/deepseek-v4-flash,default,smoke,15,9.476406543095907,0.39485027262899614,15.504566270179561,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,openrouter/qwen/qwen3-235b-a22b-2507,default,smoke,10,10.381721102555593,0.432571712606483,16.985772201844394,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",19.0,456,200,False,True,openrouter/qwen/qwen3-235b-a22b-2507,default,smoke,15,6.9211474017037276,0.28838114173765533,11.32384813456293,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-fable-5-1,default,smoke,10,56.55344797523816,2.3563936656349234,92.52839438152397,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-fable-5-1,default,smoke,15,37.702298650158774,1.5709291104232823,61.68559625434931,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-haiku-4-5-20251001,default,smoke,10,18.556848406871158,0.7732020169529649,30.361285639399576,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-haiku-4-5-20251001,default,smoke,15,12.37123227124744,0.5154680113019766,20.240857092933048,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-opus-5,default,smoke,10,43.21095821936925,1.8004565924737188,70.69844062339004,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-opus-5,default,smoke,15,28.8073054795795,1.2003043949824792,47.132293748926685,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-sonnet-5,default,smoke,10,31.734775011301043,1.3222822921375434,51.921993848019284,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,claude-sonnet-5,default,smoke,15,21.156516674200695,0.8815215280916956,34.614662565346194,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-2.5-flash,thinking0,batch,10,12.497264066834065,0.5207193361180861,12.497264066834065,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-2.5-flash,thinking0,batch,15,8.331509377889375,0.347146224078724,8.331509377889375,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-2.5-flash-lite,default,smoke,10,7.121393118302027,0.2967247132625845,11.651474748005334,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-2.5-flash-lite,default,smoke,15,4.747595412201352,0.19781647550838966,7.767649832003555,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-2.5-pro,default,smoke,10,101.5316224196752,4.230484267486466,166.11821803609712,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-2.5-pro,default,smoke,15,67.68774827978348,2.820322844990978,110.7454786907314,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-3.5-flash,default,smoke,10,39.03756459649404,1.6265651915205852,63.870255519348056,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gemini-3.5-flash,default,smoke,15,26.02504306432936,1.0843767943470566,42.58017034623203,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5,default,smoke,10,80.52427463269234,3.355178109695514,131.7476141112071,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5,default,smoke,15,53.682849755128224,2.236785406463676,87.83174274080473,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5-mini,default,batch,10,48.88242570276103,2.036767737615043,48.88242570276103,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5-mini,default,batch,15,32.58828380184069,1.3578451584100286,32.58828380184069,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5-nano,default,smoke,10,97.05450473539035,4.043937697307931,158.79310302338584,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5-nano,default,smoke,15,64.7030031569269,2.695958464871954,105.86206868225722,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5.4-mini,default,smoke,10,9.047885150194169,0.3769952145914237,14.803452582810884,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5.4-mini,default,smoke,15,6.0319234334627785,0.2513301430609491,9.868968388540589,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5.5,default,smoke,10,32.67246377396583,1.3613526572485763,53.4561679566777,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,gpt-5.5,default,smoke,15,21.781642515977225,0.9075684381657178,35.637445304451795,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,openrouter/anthropic/claude-haiku-4.5,default,smoke,10,20.404139390389123,0.8501724745995468,33.383680820949316,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,openrouter/anthropic/claude-haiku-4.5,default,smoke,15,13.602759593592749,0.5667816497330312,22.255787213966205,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,openrouter/deepseek/deepseek-v4-flash,default,smoke,10,35.16245585727692,1.4651023273865382,57.53010116040311,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,openrouter/deepseek/deepseek-v4-flash,default,smoke,15,23.44163723818461,0.9767348849243588,38.35340077360207,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,openrouter/qwen/qwen3-235b-a22b-2507,default,smoke,10,25.681099569479624,1.0700458153949843,42.01743649929929,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",47.0,1128,200,False,True,openrouter/qwen/qwen3-235b-a22b-2507,default,smoke,15,17.12073304631975,0.7133638769299896,28.011624332866194,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-fable-5-1,default,smoke,10,111.90363109993933,4.6626512958308055,183.08809952088782,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-fable-5-1,default,smoke,15,74.6024207332929,3.1084341972205376,122.05873301392523,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-haiku-4-5-20251001,default,smoke,10,36.718870251893996,1.5299529271622498,60.07658647796086,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-haiku-4-5-20251001,default,smoke,15,24.479246834595997,1.0199686181081666,40.051057651973906,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-opus-5,default,smoke,10,85.50253434896469,3.5626055978735285,139.89265910585686,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-opus-5,default,smoke,15,57.001689565976456,2.3750703985823525,93.26177273723792,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-sonnet-5,default,smoke,10,62.79434204363823,2.616430918484926,102.73926442267644,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,claude-sonnet-5,default,smoke,15,41.86289469575882,1.7442872789899508,68.49284294845097,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-2.5-flash,thinking0,batch,10,24.728628898203574,1.0303595374251489,24.728628898203574,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-2.5-flash,thinking0,batch,15,16.48575259880238,0.6869063582834326,16.48575259880238,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-2.5-flash-lite,default,smoke,10,14.09126723408699,0.5871361347536246,23.055045777968,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-2.5-flash-lite,default,smoke,15,9.394178156057995,0.3914240898357498,15.370030518645333,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-2.5-pro,default,smoke,10,200.9029975538254,8.370958231409391,328.70200590121345,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-2.5-pro,default,smoke,15,133.93533170255026,5.580638820939594,219.13467060080896,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-3.5-flash,default,smoke,10,77.24454271221161,3.218522613008817,126.38156943190147,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gemini-3.5-flash,default,smoke,15,51.496361808141074,2.1456817420058782,84.25437962126765,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5,default,smoke,10,159.33526682639123,6.638969451099634,260.6920874966438,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5,default,smoke,15,106.22351121759415,4.425979634066423,173.79472499776253,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5-mini,default,batch,10,96.72479979482503,4.030199991451043,96.72479979482503,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5-mini,default,batch,15,64.48319986321668,2.6867999943006953,64.48319986321668,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5-nano,default,smoke,10,192.0440200083256,8.001834167013566,314.20762938669964,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5-nano,default,smoke,15,128.02934667221706,5.334556111342377,209.47175292446641,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5.4-mini,default,smoke,10,17.903262105703355,0.7459692544043065,29.29193808939175,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5.4-mini,default,smoke,15,11.935508070468902,0.4973128362695376,19.527958726261165,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5.5,default,smoke,10,64.64976874423027,2.693740364342928,105.7749706376814,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,gpt-5.5,default,smoke,15,43.099845829486846,1.795826909561952,70.5166470917876,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,openrouter/anthropic/claude-haiku-4.5,default,smoke,10,40.37414815545082,1.6822561731437842,66.05707056060183,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,openrouter/anthropic/claude-haiku-4.5,default,smoke,15,26.916098770300547,1.1215041154291894,44.03804704040122,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,openrouter/deepseek/deepseek-v4-flash,default,smoke,10,69.57677435588836,2.8990322648286817,113.83615761526573,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,openrouter/deepseek/deepseek-v4-flash,default,smoke,15,46.38451623725891,1.9326881765524544,75.89077174351048,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,openrouter/qwen/qwen3-235b-a22b-2507,default,smoke,10,50.815792765140536,2.1173246985475225,83.1408849879752,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",93.0,2232,200,False,True,openrouter/qwen/qwen3-235b-a22b-2507,default,smoke,15,33.87719517676035,1.4115497990316814,55.42725665865013,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-fable-5-1,default,smoke,10,203.35175974074997,8.472989989197915,332.70848192505423,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-fable-5-1,default,smoke,15,135.56783982716667,5.648659992798611,221.80565461670284,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-haiku-4-5-20251001,default,smoke,10,66.72568895236651,2.780237039681938,109.17143134167081,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-haiku-4-5-20251001,default,smoke,15,44.483792634911005,1.8534913597879585,72.78095422778054,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-opus-5,default,smoke,10,155.37557317177453,6.473982215490605,254.2135418160195,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-opus-5,default,smoke,15,103.58371544784968,4.3159881436604035,169.47569454401298,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-sonnet-5,default,smoke,10,114.11014844489098,4.7545895185371245,186.698233198197,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,claude-sonnet-5,default,smoke,15,76.07343229659399,3.169726345691416,124.465488798798,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-2.5-flash,thinking0,batch,10,44.93697079350972,1.872373783062905,44.93697079350972,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-2.5-flash,thinking0,batch,15,29.95798052900648,1.2482491887086034,29.95798052900648,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-2.5-flash-lite,default,smoke,10,25.606711425383885,1.0669463093909952,41.89572834921067,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-2.5-flash-lite,default,smoke,15,17.071140950255923,0.7112975395939968,27.930485566140444,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-2.5-pro,default,smoke,10,365.0817912537257,15.211741302238572,597.3186988957534,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-2.5-pro,default,smoke,15,243.38786083581715,10.141160868159048,398.2124659305023,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-3.5-flash,default,smoke,10,140.36911525122326,5.848713135467636,229.66113154829407,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gemini-3.5-flash,default,smoke,15,93.57941016748217,3.899142090311757,153.10742103219604,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gpt-5,default,smoke,10,289.54473218989375,12.064363841245573,473.73078265519143,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gpt-5,default,smoke,15,193.02982145992917,8.042909227497049,315.82052177012764,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gpt-5-mini,default,batch,10,175.76872220780032,7.323696758658347,175.76872220780032,the contrast P8-16 sized; stage 1 of a staged grid
headline_12cells,"static-memory contrast, default generator, E8.5's 12 persona x scenario cells",169.0,4056,200,False,True,gpt-5-mini,default,batch,15,117.17914813853355,4.882464505772231,117.17914813853355,the contrast P8-16 sized; stage 1 of a staged grid
