lb_p_r_calm,abs_acf1_r_calm,kurtosis,jb_p,hill,lb_p_absr,lb_p_r2,arch_lm_p,acf1_absr,garch_persistence,gjr_gamma,leverage_corr,volume_absr_spearman,logvolume_acf1,logvolume_shapiro_p,skew,worst_gt_best,acf1_x_calm,half_life_x_calm,sd_x_calm,sent_acf1,sent_corr_r,iv_rv20_corr,iv_calm_mean,mdd,calm_sigma,worst_panic_day,scenario,seed
,,0.1943113625886892,0.8542292143771097,5.009906631436498,0.4701645359929236,0.209837067289834,0.05267524210095137,-0.02378343168017085,0.9132229027897144,0.07308963639221525,-0.15018608553165513,0.30533729252322217,0.4487843347620484,0.9749952196351297,-0.007849907471308036,0.0,,,,0.2186675676038311,0.04754056301743966,0.31373636499751095,,-0.28610443038066424,,,bull_trap,31001
,,91.20031213929202,0.0,2.114949879063117,0.8198300649590187,0.9999999977923065,0.9999578388819703,0.03797622965224861,0.9268222001445067,9.4627614415635e-13,-0.016749985835139244,0.30088472666362115,0.5811850026087537,3.9488704631968384e-14,-7.895876285857142,1.0,,,,0.2592587053332541,0.10354049387617567,-0.10569317372388815,,-0.35058435615810135,,,sustained_bull,30001
0.8309245806307759,0.08883319857788417,39.94777856396614,0.0,3.04844778047388,0.765816272520847,0.9999999841578746,0.9999077174838691,0.05548323195830916,0.9371749465202838,-0.044123702260022775,-0.05051286732081392,0.3544342926754987,0.5678032338254227,1.1768851954824315e-13,-4.248362423949129,1.0,0.9291460224888488,9.43193797722103,0.11930269732332147,0.26134540574538967,0.106159782803023,-0.43906400136678597,66.09029126213592,-0.5389100222155767,0.043798616213663606,-0.10894579199106857,crash,3000155
0.8309245806307759,0.08883319857788417,40.40454252975599,0.0,2.8255981423875247,0.7038489240851606,0.9999999855079725,0.9999134007236138,0.05652524182317731,0.9391448612353366,-0.048466727883310357,-0.04894135241183652,0.3400395918988884,0.5678010039475768,1.03014270839075e-13,-4.256362776022962,1.0,0.9291460224888488,9.43193797722103,0.11930269732332147,0.2597546891381611,0.1004139795942728,-0.44766394827470374,66.09029126213592,-0.5130325538217939,0.043798616213663606,-0.10617255419347416,crash,3000170
0.8309245806307759,0.08883319857788417,40.34953007331978,0.0,2.753449091448157,0.6588797189910329,0.9999999857565172,0.9999154126518406,0.05798226585005461,0.9406659774677842,-0.05138647876268818,-0.04855402533232823,0.33969696969696966,0.5683881643905138,1.027427842635181e-13,-4.235158439617734,1.0,0.9291460224888488,9.43193797722103,0.11930269732332147,0.25931944641940896,0.0976348545633763,-0.45311674244468464,66.09029126213592,-0.4974530523824736,0.043798616213663606,-0.10457312132383301,crash,3000185
,,1.3986411664535927,0.0002835839908113575,3.828006869995763,0.7703698640387445,0.915748993744859,0.5214106848985185,0.09120482429032253,0.9716037559222364,0.045618574997993426,0.018013271781936246,0.4119597989949749,0.557955412598395,0.901225929164065,0.05910642095655474,1.0,,,,0.22256662256786644,0.036999813993134664,0.3774670715741789,,-0.5528637350434791,,-0.0970706728747226,crash,31001
0.1160038925237529,0.13881909278516907,1.6023792178609968,9.617200619695248e-07,2.7278882551500265,0.8918831243235681,0.4323631820317363,0.16768043677323707,0.04772461899491693,0.7589765693673476,0.016574041535324373,0.17263259261546354,0.30673823663773414,0.5957407355360805,0.22619741555800016,0.4399375012250266,0.0,0.9721494103183201,24.539856095458212,0.04860728932774965,0.24482054806012496,0.017621587629213304,0.13070328649523835,28.723333333333333,-0.31688060416269337,0.018159394274842384,,flat,30002
0.12757623017058223,0.1437362002279969,1.352731903317423,0.00023430759219854926,4.805649406405204,0.6307053431726954,0.4692749247089931,0.21267936950894506,0.05666550656309643,0.8345179957157355,0.0657196105910785,0.08570167410648587,0.3457453936348409,0.5999576877282746,0.15470035208399596,0.2158284319857767,0.0,0.9582596739367989,16.25713921734324,0.03722754027459245,0.24686677486348912,0.024038818952858636,0.12900429767860774,26.255421686746992,-0.2814459601287985,0.0183718180220178,,bull_trap,30002
,,6.447940074582041,2.7239516088671693e-80,2.7563641416989673,5.420769616713695e-27,2.3744057487310055e-13,0.0008071509675128777,0.3257107793851986,1.0000000111707292,0.06572070249844471,0.13278485360153794,0.44169940612151665,0.5279986163179178,0.7197329474154968,-0.8084171155956942,1.0,,,,0.22591473937911696,0.15348221861299013,0.6823279377396955,,-0.5220946253122192,,,bull_trap,31002
,,1.6024304783044467,9.607731499568947e-07,3.0706728594591746,0.7489247631204272,0.2702596748418507,0.16765615456611946,0.07014103709983342,0.7510174723622836,0.02517447138225166,0.1729374845737265,0.31739759403075984,0.5953906458222413,0.20499427469797943,0.4399583358211011,0.0,,,,0.2450028006769696,0.017644575517483597,0.10717337283042716,,-0.2687736512120672,,,sustained_bull,30002
0.12757623017058223,0.1437362002279969,2.420973267188929,7.286098019027456e-14,3.85499617356022,1.6926672907126835e-11,0.00023928611206445368,0.03674113539826919,0.15298388136527777,1.0,0.1677639473097358,-0.08083968842418036,0.2628155931171007,0.621016763212556,0.2909064244007357,-0.5990460493210092,1.0,0.9582596739367989,16.25713921734324,0.03722754027459245,0.23518745398957633,0.025995211753846992,0.6603573130724607,26.255421686746992,-0.6653307979542235,0.0183718180220178,-0.15672009242354346,crash,3000255
0.12757623017058223,0.1437362002279969,2.5147156030958744,2.9200650645572476e-14,4.26349908095917,2.5349077176368657e-10,0.00039106699825938257,0.03452526678846615,0.14637644886833848,1.0,0.165282063995289,-0.08409984690335102,0.2529054362722704,0.6197151010565263,0.33241233148635885,-0.5461893815379002,1.0,0.9582596739367989,16.25713921734324,0.03722754027459245,0.2374492206607758,0.026978432963032827,0.6526219749570943,26.255421686746992,-0.5942120083958273,0.0183718180220178,-0.15385071249880955,crash,3000270
0.12757623017058223,0.1437362002279969,2.562644695398542,2.825759100994733e-14,3.8645605933421208,7.121268010261928e-10,0.0004235987908435497,0.030602267761468467,0.14414212793945574,1.0,0.1605908940439904,-0.08148148475955665,0.24996954469316277,0.6188665722510223,0.3483799247595115,-0.4893507461418363,1.0,0.9582596739367989,16.25713921734324,0.03722754027459245,0.2401931972308709,0.02976521841691353,0.6468592977846817,26.255421686746992,-0.5277170454077401,0.0183718180220178,-0.15159082696858484,crash,3000285
,,6.539049649310616,8.936743550908661e-81,3.1959885897172002,1.7465126799910324e-25,2.4736174389509645e-13,0.00011315051039702606,0.3336750519316799,0.9999999998308654,0.05283627325596469,0.15525964097911152,0.4985823054667276,0.5770581388472753,0.21619097531606102,-0.6518698731031893,1.0,,,,0.2473185723438159,0.18233005625585977,0.5924515419538603,,-0.6604860109348143,,-0.09470352672661075,crash,31002
0.29701720931677533,0.035963933721108544,0.8331165428892087,0.021897609015045942,7.079940943552634,0.5778260302478835,0.6504391981255391,0.45227114317983164,-0.0830755486341259,0.6293030880299484,-0.005301075288103128,0.045184779936249635,0.22723161260849706,0.5132814297721532,0.004275972695579081,0.2385666578563304,0.0,0.9711795492107729,23.70226946793826,0.048571550131259536,0.29799429240731684,0.07737161248601113,-0.15327436618984264,33.02,-0.31819437769961023,0.018436379132828952,,flat,30003
0.9603650499311015,0.09668964998159986,0.9482364075984004,0.01493074898007406,5.520788595723441,0.6025994874814175,0.6937107926159747,0.3461759691845255,-0.05099792113490336,1.0000000008976326,-3.968905312521972e-11,0.0203776147621484,0.25748439165524595,0.5138458469511419,0.005284100448209014,0.169527333846923,1.0,0.8708494724095728,5.0124125771740715,0.02432982967622125,0.29548641492124533,0.06039880377825577,-0.2369092641903237,33.827536231884054,-0.22404769029773952,0.01841460497550574,,bull_trap,30003
,,1.4691310112387894,7.739417966564986e-05,3.6594393890620696,0.6860374025880923,0.9042149990679967,0.9330573328212,-0.06280746748352474,0.749057014992641,-0.036293218864656765,-0.011778792366370836,0.23249581239530992,0.5491931624170847,0.18599689860280116,-0.1768154619970168,1.0,,,,0.1267673565390976,0.0821913063403775,0.16417018463181854,32.5,-0.24807619102620626,,,bull_trap,31003
,,-0.021690070081004542,0.9038243371332478,6.293206874461965,0.22085691941677446,0.18085367882422831,0.3523775941977087,-0.009192807055137161,0.8662939130302654,0.07852985297768891,-0.07174697456661852,0.12407035175879398,0.5423507707684888,0.4738725336145238,0.07733103531025587,0.0,,,,0.2916072558862271,-0.03594688536293434,-0.21973996359298065,,-0.1457610236406801,,,sustained_bull,30003
0.9603650499311015,0.09668964998159986,5.0641574250380135,6.668893393823999e-47,2.540699326495044,1.0514201381748147e-06,1.2847994910857983e-07,5.907206483154775e-08,0.2597736335553059,0.9983881059957904,0.10435279810993169,-0.1671237759494369,0.38340490330440086,0.5620914620644287,0.008223289437563158,0.008810260795343425,0.0,0.8708494724095728,5.0124125771740715,0.02432982967622125,0.2792670678827558,0.007077700212223224,0.3879344022751708,33.827536231884054,-0.5720132751355238,0.01841460497550574,-0.15546380228983292,crash,3000355
0.9603650499311015,0.09668964998159986,5.712188311678432,3.718496884880676e-60,2.72545891174223,2.9993992998289544e-05,5.011893579204226e-06,5.667054370994923e-07,0.2381055610857981,0.9956544179221162,0.10711408686412899,-0.15950964952012897,0.3702360286279885,0.5525599799018238,0.0082064731084422,0.30739578123457717,0.0,0.8708494724095728,5.0124125771740715,0.02432982967622125,0.2805926385283659,0.008587460565397538,0.3668228265419664,33.827536231884054,-0.497420041424117,0.01841460497550574,-0.14584640957145556,crash,3000370
0.9603650499311015,0.09668964998159986,6.303129646660626,1.605658463042281e-74,2.84002242322764,5.934750316678269e-05,9.142122479578015e-05,9.135500116811452e-06,0.21834009929336767,0.9935788521207579,0.10821886848836611,-0.14441820731639513,0.37008679762448604,0.5448522446527791,0.009577348471045062,0.5603003014186688,0.0,0.8708494724095728,5.0124125771740715,0.02432982967622125,0.2824139301024547,0.013457070561092811,0.3608664584396558,33.827536231884054,-0.46881741095806984,0.01841460497550574,-0.13786054092364708,crash,3000385
,,0.7627901675539048,0.08217128131014405,6.980601680609799,0.17216771063583725,0.6496338498589685,0.7913038960364989,-0.0692691860860553,1.0000000002914513,1.221070367727693e-11,-0.03671854449361123,0.26871935434749505,0.5101150482202436,0.4764542877988545,0.0723063412199604,0.0,,,,0.11682103813028177,0.021412639744691903,0.24980927310408685,32.5,-0.42160909739150043,,-0.07673202595254391,crash,31003
0.5489443572985957,0.026441931311167254,1.5103074087974395,3.8360129445524895e-05,3.8607300126535917,0.6689026813297395,0.8791184132960405,0.5905453571633386,0.11423985255365066,0.2581101774712012,0.2613476488511933,-0.1597753876105293,0.30503426222019187,0.5727060539290227,0.9962316752776343,-0.20716726504324176,1.0,0.9606354165436088,17.259502890771262,0.05947424604335911,0.1310752911321627,0.11735319360339304,0.014999162410503392,35.64333333333333,-0.3405599316890584,0.02271545721021628,,flat,30004
0.4636530363316841,0.12771600146322834,0.41917809711775433,0.3792388039658959,5.914792662245658,0.3623324627341522,0.2529383525402178,0.522001641968546,0.04656618916799162,0.999999999996311,-5.249276426297637e-10,0.14137456638964926,0.34736257042789703,0.6466517561573806,0.7632203015272463,0.12058242049906616,0.0,0.9367329192105166,10.605541550137787,0.03580132914507704,0.23177198765254345,0.09765682139329836,0.004248804036954128,34.37014925373135,-0.1495357495524282,0.01856275217435934,,bull_trap,30004
,,1.0563467882196997,0.0014084148776701009,3.5160321678861934,0.01046372379465031,0.00011805405807525636,0.6839671452437814,0.07650594428957605,0.9967979085615666,-0.0027239997392076586,0.020843974866117543,0.33962387696056034,0.5306248784124312,0.5298562944118471,0.34194995939779893,0.0,,,,0.2831046703710657,0.1043046832919982,-0.1202964542709796,,-0.24058063496899973,,,bull_trap,31004
,,1.5102249925792721,3.840535039200018e-05,4.208589579294774,0.684536080807923,0.8994649391661259,0.5905719008741223,0.10041390005566009,0.25625450797786054,0.2760691482192534,-0.1675803404398499,0.3031323283082077,0.5708041922361602,0.9918181343296711,-0.20714600209880654,1.0,,,,0.13172098576252003,0.11708614736649849,0.012276806807407238,,-0.25863532361817176,,,sustained_bull,30004
0.8609074464179667,0.059457123901400545,2.7284999951033457,7.812823812388942e-15,4.2560029045703685,3.884149535350736e-15,0.0006188005379606286,0.044840837086999895,0.17608987549733068,0.9999999999999954,0.2571182879302755,-0.15600265107240735,0.2938114816506776,0.6470900406874379,2.5802612270673345e-05,0.3124042453057639,0.0,0.8741721119212791,5.154353791894805,0.035693304217427,0.13586579092396944,0.08410532553022622,0.6851564150842283,34.67777777777778,-0.65953576687163,0.02281697355171543,-0.15803751752617634,crash,3000455
0.8609074464179667,0.059457123901400545,2.8327426046193045,4.640183185851933e-16,4.029119417741553,1.1580250559663419e-14,0.0008013296999168836,0.04660367705201533,0.16934002250401384,0.9999999999999977,0.25660392757404127,-0.15879515176335965,0.2834749505101264,0.6470443759823866,2.2509111601155547e-05,0.35061945310027665,0.0,0.8741721119212791,5.154353791894805,0.035693304217427,0.13702095387936947,0.08809137479982257,0.6799675573082351,34.67777777777778,-0.6486341273395977,0.02281697355171543,-0.1567080761417068,crash,3000470
0.8609074464179667,0.059457123901400545,2.9120912614165393,4.723655072314848e-17,3.8577919417430957,2.1787618566450087e-14,0.0009924311647408306,0.04807485169115467,0.1639768557753604,1.000000000000001,0.2549239256137507,-0.16014436596987938,0.2802010050251256,0.6470216042826165,2.0522303981035677e-05,0.38307574039388687,0.0,0.8741721119212791,5.154353791894805,0.035693304217427,0.13785540626423964,0.09146843063552919,0.6761421419134743,34.67777777777778,-0.6392562511339972,0.02281697355171543,-0.15559704395525387,crash,3000485
,,3.669369984580049,9.004293110495566e-28,4.0490227486614225,8.808566836050517e-11,0.003620856291853192,0.33190315593716707,0.24212077933530424,0.9974036004157584,-0.11310726698604616,0.06908703309625676,0.3903456677326024,0.6340747503397441,7.706600400327929e-07,0.6238494469903877,0.0,,,,0.2705895238394898,0.07072038090594314,0.17705613058162006,,-0.4839533595194919,,-0.15040413688444954,crash,31004
0.3817824979222259,0.01899611371044077,0.21225813487649914,0.6309270682525152,7.066615894363858,0.6138070777778291,0.852315333992919,0.4768160931267792,-0.04009363062401755,0.9688876427803613,-5.5035290086782185e-14,0.012681068843816456,0.10112989188366073,0.5349833995219037,0.6394333254902037,0.12848885214416642,0.0,0.9323723711760884,9.898849505970853,0.028335785617422244,0.19257945250721925,0.06738936892221287,-0.1860882588938483,26.525,-0.18324649206741972,0.016596760607201416,,flat,30005
0.39902838651493644,0.033837365074613046,1.18928014151376,0.00025477910059820485,5.719373813280189,0.6205649499679323,0.8115644491210798,0.33049789875193203,-0.010072291954546888,0.9830817819443749,-4.569362509323427e-11,0.0307479763419009,0.17180143139942133,0.5502065164976709,0.8451857192173895,0.38132009521937194,0.0,0.7413842003331131,2.3163873590845423,0.01453798775500904,0.19618136134764935,0.08028893675243622,-0.25148868783811407,25.52786885245902,-0.14314554550875458,0.015233660295206135,,bull_trap,30005
,,2.674144745424347,1.324961777118375e-13,2.883765757160754,0.8620786627090714,0.9871141396004716,0.8509604247222005,0.008095498626152619,0.9627414619546804,0.05209546678614892,-0.11006884998714818,0.35590832952642,0.5374950575084583,0.7568481511154032,-0.01764070842278536,1.0,,,,0.2780713040882122,-0.08668419317386872,-0.06730218198879201,,-0.3428863988283991,,,bull_trap,31005
,,0.21225722489440946,0.6310092006867998,6.534692802952873,0.7798138912689034,0.9068442373748526,0.4768163924814065,-0.03279714302409328,0.9683415776979182,0.010667021658231255,0.016957813557624466,0.11275163697274251,0.5406329311037185,0.6803974832998012,0.12845867942320088,0.0,,,,0.19005222057379895,0.06880468702224965,-0.19397257571639803,,-0.1190127167300169,,,sustained_bull,30005
0.39902838651493644,0.033837365074613046,2.011502833560743,3.254667170226254e-08,3.6588265568088763,1.6757008909329758e-15,6.815793949382508e-06,0.025640312821622817,0.1755867620939155,0.9999999999999983,0.14886779787141674,-0.10787916188106872,0.2856799147251408,0.5772312705308201,0.1963016444383074,0.1676236833636799,0.0,0.7413842003331131,2.3163873590845423,0.01453798775500904,0.19193167064706917,0.012337960870477194,0.6776909841308164,25.52786885245902,-0.5632574942497497,0.015233660295206135,-0.10357814408965726,crash,3000555
0.39902838651493644,0.033837365074613046,2.006191537976787,2.4763227069363645e-08,3.7970127284748694,5.213467391271611e-13,1.0835077393069155e-05,0.04156109300703962,0.14905105852402223,0.9999999999999993,0.1535393050597751,-0.11564394743789827,0.26534490634993146,0.5696133798288909,0.2654832285403365,0.22341400302724637,0.0,0.7413842003331131,2.3163873590845423,0.01453798775500904,0.194032717194021,0.012557446422429864,0.6761663330980472,25.52786885245902,-0.4856733109294382,0.015233660295206135,-0.09917618991391208,crash,3000570
0.39902838651493644,0.033837365074613046,1.991805880738145,1.8749044012880964e-08,4.31626190836987,2.57033360542553e-12,8.871809471730046e-06,0.04719350808831107,0.14371647581495559,0.9999999999999992,0.15744099983216828,-0.1171992296163056,0.24854423633318107,0.5666052765023031,0.27655696020312326,0.284726494886649,0.0,0.7413842003331131,2.3163873590845423,0.01453798775500904,0.19485113836971832,0.01587973815258543,0.6682535675483492,25.52786885245902,-0.4114428541211379,0.015233660295206135,-0.0955468551679326,crash,3000585
,,1.588462048419279,2.8004505415241107e-05,3.357998927590012,0.008029559729166932,0.301813704586449,0.3457949349671993,0.07457670569967424,0.9358648089503032,0.004391284015408057,-0.08454627050830542,0.44199939089386325,0.6137774901177111,0.39336431937378186,0.03669518562428867,0.0,,,,0.28472294785485835,-0.06819252538436817,-0.08972692514890221,,-0.43317571406839406,,-0.09841386778102112,crash,31005
0.13037483454460566,0.052398885753403956,3.103911289037695,1.0560137801017307e-22,3.5693115218617693,0.6611622242746393,0.9986539855776063,0.9900168757273073,0.014910126152575594,0.8440982967786211,0.35716247928308203,-0.13606032745022134,0.3430485762144054,0.5450370190123688,0.26714424518935853,0.8017686214553982,0.0,0.9425615600314444,11.717663053416727,0.10117694041326779,0.10358970201490464,0.14306814979735322,0.035981749095767276,41.96333333333333,-0.31894782427459256,0.0355932033731671,,flat,30006
0.7609184583818291,0.15279211794060413,0.8932131256003437,0.03654576066443463,3.4069384739537614,0.629434240120107,0.6628244102664272,0.5490131693035587,0.09231820009920552,0.09340115815194197,0.16581793887340304,-0.08234371500068974,0.3803380539058931,0.4222414190315366,0.44825665622206773,-0.009577527187441467,1.0,0.8114107609571602,3.3167973390866146,0.027010113850831394,0.303713520626025,0.09925091140501427,-0.4192848218469472,33.74777777777778,-0.20246986556931135,0.023713008233391866,,bull_trap,30006
,,0.8119406139458061,0.05411705819882385,5.690862801703517,0.10600120624216179,0.12835073212659298,0.02396864265183973,0.18574135867343236,0.266574855718057,-0.18354116837588547,0.17224846513497044,0.2547297091518197,0.5787459397009022,0.3555092197246158,0.10518478288033208,1.0,,,,0.27919614832956513,-0.0019891833876893657,0.353090093406845,,-0.3098309381995812,,,bull_trap,31006
,,3.1040182250818766,1.0531199540206806e-22,3.6256574012425857,0.6401025444745654,0.998461682164355,0.9900141006338435,0.004390751725001471,0.8458314624221627,0.336930573020225,-0.13090826316789575,0.34068524440383735,0.5411764499889486,0.2691353143420995,0.8017683158768721,0.0,,,,0.10472458138330774,0.14206737899597638,0.0386052065163118,,-0.2583021165585859,,,sustained_bull,30006
0.9625985987945855,2.235598997206125e-07,4.298641332564424,4.549596429910318e-34,2.9303081886253213,2.604776437802439e-26,8.025269018724934e-10,0.00010089918465381701,0.34963759227014124,0.9762726187576019,0.33755505923598417,-0.13617441894089485,0.4066925536774783,0.7044608878443251,2.0794389082088827e-10,-0.09969726988402859,1.0,0.8670057630431296,4.857044745856984,0.05899148919470442,0.1079079778392619,0.1250341930214495,0.33400079121487836,43.00769230769231,-0.6888736701319014,0.03476758437367584,-0.3580817442207427,crash,3000655
0.9625985987945855,2.235598997206125e-07,4.287220504832426,7.968059991190282e-34,2.944925138559085,5.0090349427200086e-26,1.118885620301853e-09,0.00012122196283327151,0.34221455094843545,0.9756825523290167,0.3380404297158148,-0.12857175349024524,0.40990711131414653,0.7006872839704812,2.1252348816905408e-10,0.025706833050202372,1.0,0.8670057630431296,4.857044745856984,0.05899148919470442,0.1060157380012958,0.1231500375821556,0.3310928000703765,43.00769230769231,-0.6260531353907588,0.03476758437367584,-0.3504298533700396,crash,3000670
0.9625985987945855,2.235598997206125e-07,4.292109625738628,5.166006781599378e-34,3.3174984102722846,1.5735028032333784e-25,1.390816433524937e-09,0.00013680861967944156,0.33440057397177625,0.9755761664246805,0.33703289657486535,-0.12215667610085981,0.3995203289173138,0.697357700171119,2.0235612841047468e-10,0.12769343676116252,0.0,0.8670057630431296,4.857044745856984,0.05899148919470442,0.10483534356138807,0.12199909984752143,0.3291404227837912,43.00769230769231,-0.597703479337535,0.03476758437367584,-0.34423605720332695,crash,3000685
,,0.2513743104976278,0.3454018260452323,6.749206733819649,0.06723290936028621,0.014295565541512253,0.21631244265738853,0.08538413852977751,0.9818679180577073,0.037975232683358305,-0.0007572855452373565,0.3117603167351911,0.6362227919362464,0.11804087940760888,-0.21978640819731557,1.0,,,,0.2777178693382662,-0.02450576090485977,0.4717389261503465,,-0.5442098692649288,,-0.143832235899219,crash,31006
0.35885613519684345,0.010719478595007386,8.952962383029114,8.152819795373e-167,2.721014320103765,0.8321581330117205,0.9991376891189245,0.9445927951988788,0.04145204817924648,0.9602488386914898,1.4331711774818015e-11,-0.01078907301569791,0.2566910309121364,0.3701491675203805,0.31609013749464765,1.7385118576611136,0.0,0.9663795862720178,20.268305635411124,0.09158138399133277,0.23983336210701803,-0.07793674098795003,0.5578237890159364,43.45944444444444,-0.31186448216414375,0.0271462483677151,,flat,30007
0.4557513703658319,0.008825814685029382,6.949090545399843,5.850631263057676e-103,2.914470769991629,0.8780316041011169,0.998697313296662,0.9472200991549327,0.03862792380458208,0.953916610437356,0.007558230950661366,-0.015866820136480633,0.28810263438404143,0.376768515663078,0.3850642465948808,1.4568777701956561,0.0,0.9413653101976992,11.471388557473707,0.1013904204111067,0.24144950760471895,-0.06889752381384968,0.49345803090922596,47.58878504672898,-0.31186448216414375,0.03118069833436176,,bull_trap,30007
,,-0.22656904013132406,0.7515631602743214,7.7300674205370745,0.7395672328578381,0.7706950555403979,0.9821742790581841,0.04212467145857397,0.5190329993287741,0.22207665618752173,-0.1059050699284679,0.17222019186843307,0.6400692359239626,0.6779981198767484,-0.06624748853642551,1.0,,,,0.09280103763038512,-0.13539228508549497,0.07175609677250216,29.72105263157895,-0.18248417248653337,,,bull_trap,31007
,,8.953177536586571,7.99458294323064e-167,3.0951072281765133,0.8667434076288858,0.9989173346859275,0.944550291830221,0.03661313470539181,0.9589743046141964,2.2343553608166895e-10,-0.0059828830531383215,0.257680828384346,0.36533723059149525,0.34132364567825735,1.7385747688013846,0.0,,,,0.23940181256580445,-0.08032331190470766,0.5637878985883711,,-0.22747889122485876,,,sustained_bull,30007
