Final_Value,Return_Pct,Max_Drawdown_Pct,Trade_Count,Rationality_Score,Avg_Buy_PE,MAS_Deviation,Avg_Cash_Pct,Cideal,Model,Persona,Agent_Type,Scenario,Seed,Crash_Discount,Status
8721.42,-12.79,-21.17,53,79.5,15.0,0.3766,42.6,0.2,claude-sonnet-4-6,O2_aggressive,memory,flat,789,0.92,PASS
9276.61,-7.23,-19.02,57,68.0,15.0,0.3837,43.5,0.2,claude-sonnet-4-6,O2_aggressive,memory,flat,42,0.92,PASS
23573.33,135.73,-5.6,14,87.0,14.9,0.3282,26.7,0.2,claude-sonnet-4-6,O2_aggressive,memory,bull_trap,42,0.92,PASS
8191.12,-18.09,-25.54,59,81.5,15.0,0.3252,30.9,0.2,claude-sonnet-4-6,O2_aggressive,memory,flat,123,0.92,PASS
19690.44,96.9,-6.12,28,91.5,18.9,0.2114,9.3,0.2,claude-sonnet-4-6,O2_aggressive,memory,bull_trap,456,0.92,PASS
13478.54,34.79,-12.46,55,79.0,15.0,0.3089,31.0,0.2,claude-sonnet-4-6,O2_aggressive,memory,flat,999,0.92,PASS
22420.5,124.2,-5.79,17,96.0,19.3,0.2127,10.3,0.2,claude-sonnet-4-6,O2_aggressive,memory,bull_trap,789,0.92,PASS
19474.77,94.75,-13.56,25,93.5,16.7,0.2426,14.3,0.2,claude-sonnet-4-6,O2_aggressive,memory,bull_trap,999,0.92,PASS
9409.31,-5.91,-12.41,22,23.0,14.2,0.6578,85.5,0.2,claude-sonnet-4-6,O2_aggressive,memory,crash,789,0.92,PASS
18411.48,84.11,-8.28,29,91.5,20.3,0.2269,10.6,0.2,claude-sonnet-4-6,O2_aggressive,memory,bull_trap,123,0.92,PASS
9478.16,-5.22,-6.76,7,12.0,14.1,0.7432,94.3,0.2,claude-sonnet-4-6,O2_aggressive,memory,crash,456,0.92,PASS
9429.87,-5.7,-11.86,19,16.0,13.8,0.7019,89.9,0.2,claude-sonnet-4-6,O2_aggressive,memory,crash,999,0.92,PASS
8477.15,-15.23,-18.18,19,24.5,14.0,0.6429,81.6,0.2,claude-sonnet-4-6,O2_aggressive,memory,crash,123,0.92,PASS
10137.83,1.38,-11.61,21,27.0,13.9,0.64,79.3,0.2,claude-sonnet-4-6,O2_aggressive,memory,crash,42,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,flat,999,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,flat,42,0.92,PASS
10000.0,0.0,0.0,0,81.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,bull_trap,456,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,flat,123,0.92,PASS
10000.0,0.0,0.0,0,81.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,bull_trap,789,0.92,PASS
10000.0,0.0,0.0,0,77.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,bull_trap,999,0.92,PASS
10000.0,0.0,0.0,0,78.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,bull_trap,123,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,crash,123,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,flat,789,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,crash,999,0.92,PASS
10000.0,0.0,0.0,0,81.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,bull_trap,42,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,flat,456,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,crash,456,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,crash,42,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,static,crash,789,0.92,PASS
10000.0,0.0,0.0,0,81.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,bull_trap,789,0.92,PASS
10000.0,0.0,0.0,0,77.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,bull_trap,999,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,flat,789,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,flat,456,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,crash,42,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,flat,42,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,crash,123,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,flat,999,0.92,PASS
10000.0,0.0,0.0,0,81.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,bull_trap,456,0.92,PASS
10000.0,0.0,0.0,0,78.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,bull_trap,123,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,crash,789,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,flat,123,0.92,PASS
10000.0,0.0,0.0,0,81.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,bull_trap,42,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,crash,456,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O1_conservative,memory,crash,999,0.92,PASS
9663.34,-3.37,-20.28,19,93.0,15.0,0.1817,14.6,0.2,gpt-4o-mini,O2_aggressive,static,flat,42,0.92,PASS
11289.43,12.89,-14.66,41,89.0,15.0,0.2015,20.4,0.2,gpt-4o-mini,O2_aggressive,static,flat,123,0.92,PASS
10286.46,2.86,-19.42,32,91.5,15.0,0.1647,16.1,0.2,gpt-4o-mini,O2_aggressive,static,flat,789,0.92,PASS
12873.55,28.74,-20.5,51,89.5,15.0,0.2282,21.3,0.2,gpt-4o-mini,O2_aggressive,static,flat,456,0.92,PASS
13532.07,35.32,-17.33,40,90.5,15.0,0.1931,20.3,0.2,gpt-4o-mini,O2_aggressive,static,flat,999,0.92,PASS
19201.14,92.01,-5.96,75,69.0,20.8,0.1888,13.8,0.2,gpt-4o-mini,O2_aggressive,static,bull_trap,123,0.92,PASS
20592.81,105.93,-8.25,97,64.0,25.8,0.2677,31.5,0.2,gpt-4o-mini,O2_aggressive,static,bull_trap,42,0.92,PASS
17960.35,79.6,-4.41,90,62.5,20.9,0.2235,14.1,0.2,gpt-4o-mini,O2_aggressive,static,bull_trap,456,0.92,PASS
20125.91,101.26,-5.69,98,63.5,21.5,0.2508,21.4,0.2,gpt-4o-mini,O2_aggressive,static,bull_trap,789,0.92,PASS
18567.89,85.68,-12.44,93,62.0,20.5,0.2249,17.6,0.2,gpt-4o-mini,O2_aggressive,static,bull_trap,999,0.92,PASS
7739.78,-22.6,-29.82,27,94.0,13.9,0.3147,46.4,0.2,gpt-4o-mini,O2_aggressive,static,crash,42,0.92,PASS
7181.22,-28.19,-30.08,4,99.5,14.1,0.2128,41.2,0.2,gpt-4o-mini,O2_aggressive,static,crash,456,0.92,PASS
7208.43,-27.92,-30.6,15,98.0,14.0,0.1949,35.0,0.2,gpt-4o-mini,O2_aggressive,static,crash,123,0.92,PASS
7461.99,-25.38,-34.32,17,98.0,14.0,0.1473,29.7,0.2,gpt-4o-mini,O2_aggressive,static,crash,789,0.92,PASS
7535.39,-24.65,-29.74,13,98.0,13.9,0.2246,36.6,0.2,gpt-4o-mini,O2_aggressive,static,crash,999,0.92,PASS
8330.79,-16.69,-28.63,166,51.0,15.0,0.5095,55.7,0.2,gpt-4o-mini,O2_aggressive,memory,flat,42,0.92,PASS
11664.62,16.65,-14.68,178,51.0,15.0,0.4186,39.6,0.2,gpt-4o-mini,O2_aggressive,memory,flat,456,0.92,PASS
7674.99,-23.25,-25.41,169,56.5,15.0,0.5071,57.7,0.2,gpt-4o-mini,O2_aggressive,memory,flat,789,0.92,PASS
8651.82,-13.48,-18.97,168,52.5,15.0,0.4827,51.4,0.2,gpt-4o-mini,O2_aggressive,memory,flat,123,0.92,PASS
13534.95,35.35,-11.32,172,58.5,15.0,0.4227,40.8,0.2,gpt-4o-mini,O2_aggressive,memory,flat,999,0.92,PASS
16113.09,61.13,-10.09,174,32.5,20.8,0.3119,21.7,0.2,gpt-4o-mini,O2_aggressive,memory,bull_trap,123,0.92,PASS
23536.67,135.37,-9.31,178,23.0,25.7,0.356,26.0,0.2,gpt-4o-mini,O2_aggressive,memory,bull_trap,42,0.92,PASS
16584.67,65.85,-12.35,178,27.5,20.5,0.2585,13.7,0.2,gpt-4o-mini,O2_aggressive,memory,bull_trap,456,0.92,PASS
20665.01,106.65,-8.66,175,28.5,21.8,0.2308,10.7,0.2,gpt-4o-mini,O2_aggressive,memory,bull_trap,789,0.92,PASS
19526.81,95.27,-7.54,179,36.5,19.5,0.3306,23.1,0.2,gpt-4o-mini,O2_aggressive,memory,bull_trap,999,0.92,PASS
6700.39,-33.0,-36.19,172,18.0,14.0,0.6975,84.8,0.2,gpt-4o-mini,O2_aggressive,memory,crash,42,0.92,PASS
8318.53,-16.81,-19.04,171,15.5,14.0,0.7049,86.9,0.2,gpt-4o-mini,O2_aggressive,memory,crash,456,0.92,PASS
5638.93,-43.61,-43.61,168,23.0,14.0,0.6693,81.1,0.2,gpt-4o-mini,O2_aggressive,memory,crash,123,0.92,PASS
8040.27,-19.6,-28.51,160,31.5,14.1,0.6143,75.1,0.2,gpt-4o-mini,O2_aggressive,memory,crash,789,0.92,PASS
7726.97,-22.73,-23.96,169,18.0,14.0,0.7004,87.6,0.2,gpt-4o-mini,O2_aggressive,memory,crash,999,0.92,PASS
9793.42,-2.07,-6.43,19,61.5,15.0,0.1138,88.6,1.0,gemini-2.5-flash,O1_conservative,static,flat,42,0.92,PASS
10847.03,8.47,0.0,7,80.5,15.7,0.0299,97.0,1.0,gemini-2.5-flash,O1_conservative,static,bull_trap,42,0.92,PASS
10103.09,1.03,-3.51,10,55.0,15.0,0.045,95.5,1.0,gemini-2.5-flash,O1_conservative,static,flat,999,0.92,PASS
9602.12,-3.98,-6.24,19,58.5,15.0,0.0725,92.8,1.0,gemini-2.5-flash,O1_conservative,static,flat,789,0.92,PASS
10140.7,1.41,-0.31,6,90.5,15.0,0.0182,98.2,1.0,gemini-2.5-flash,O1_conservative,static,bull_trap,456,0.92,PASS
10432.48,4.32,-4.26,21,76.0,15.0,0.1773,82.3,1.0,gemini-2.5-flash,O1_conservative,static,flat,123,0.92,PASS
10620.51,6.21,-3.57,26,72.0,15.0,0.1379,86.2,1.0,gemini-2.5-flash,O1_conservative,static,flat,456,0.92,PASS
10277.62,2.78,-2.81,11,80.0,18.0,0.0887,91.1,1.0,gemini-2.5-flash,O1_conservative,static,bull_trap,123,0.92,PASS
10825.18,8.25,-2.38,13,87.0,15.3,0.0921,90.8,1.0,gemini-2.5-flash,O1_conservative,static,bull_trap,789,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,static,crash,42,0.92,PASS
10401.58,4.02,-0.57,8,84.0,14.9,0.0294,97.1,1.0,gemini-2.5-flash,O1_conservative,static,bull_trap,999,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,static,crash,123,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,static,crash,456,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,static,crash,789,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,static,crash,999,0.92,PASS
10462.18,4.62,-1.42,6,83.0,15.0,0.0328,96.7,1.0,gemini-2.5-flash,O1_conservative,memory,bull_trap,42,0.92,PASS
10030.16,0.3,-1.32,7,79.0,15.3,0.0124,98.8,1.0,gemini-2.5-flash,O1_conservative,memory,bull_trap,123,0.92,PASS
9945.2,-0.55,-4.28,18,54.0,15.0,0.0485,95.2,1.0,gemini-2.5-flash,O1_conservative,memory,flat,42,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,memory,crash,456,0.92,PASS
10134.14,1.34,-1.54,8,52.0,15.0,0.0126,98.7,1.0,gemini-2.5-flash,O1_conservative,memory,flat,999,0.92,PASS
10000.0,0.0,0.0,0,77.5,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,memory,bull_trap,999,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,memory,crash,42,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,memory,crash,123,0.92,PASS
9820.33,-1.8,-7.27,17,57.5,15.0,0.0724,92.8,1.0,gemini-2.5-flash,O1_conservative,memory,flat,789,0.92,PASS
10002.67,0.03,-1.19,7,87.5,15.2,0.0414,95.9,1.0,gemini-2.5-flash,O1_conservative,memory,bull_trap,456,0.92,PASS
10205.25,2.05,-1.34,19,69.0,15.0,0.0408,95.9,1.0,gemini-2.5-flash,O1_conservative,memory,flat,123,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,memory,crash,789,0.92,PASS
10729.72,7.3,-0.98,16,85.0,15.0,0.0579,94.2,1.0,gemini-2.5-flash,O1_conservative,memory,bull_trap,789,0.92,PASS
11186.92,11.87,-3.44,34,69.0,15.0,0.15,85.0,1.0,gemini-2.5-flash,O1_conservative,memory,flat,456,0.92,PASS
10000.0,0.0,0.0,0,0.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O1_conservative,memory,crash,999,0.92,PASS
12269.06,22.69,-16.84,67,76.5,15.0,0.2789,23.4,0.2,gemini-2.5-flash,O2_aggressive,static,flat,456,0.92,PASS
8066.32,-19.34,-24.8,105,64.5,15.0,0.353,37.6,0.2,gemini-2.5-flash,O2_aggressive,static,flat,42,0.92,PASS
21211.56,112.12,-5.69,67,79.0,23.0,0.218,14.3,0.2,gemini-2.5-flash,O2_aggressive,static,bull_trap,789,0.92,PASS
9554.91,-4.45,-15.91,84,69.0,15.0,0.3382,32.1,0.2,gemini-2.5-flash,O2_aggressive,static,flat,123,0.92,PASS
16093.24,60.93,-7.89,75,72.5,19.6,0.2626,20.1,0.2,gemini-2.5-flash,O2_aggressive,static,bull_trap,123,0.92,PASS
18001.58,80.02,-6.98,59,77.0,21.9,0.1955,10.4,0.2,gemini-2.5-flash,O2_aggressive,static,bull_trap,456,0.92,PASS
7854.87,-21.45,-29.98,84,75.0,15.0,0.388,44.5,0.2,gemini-2.5-flash,O2_aggressive,static,flat,789,0.92,PASS
19497.24,94.97,-4.86,70,72.0,23.8,0.3318,37.5,0.2,gemini-2.5-flash,O2_aggressive,static,bull_trap,42,0.92,PASS
14431.57,44.32,-13.44,84,71.0,15.0,0.3108,30.1,0.2,gemini-2.5-flash,O2_aggressive,static,flat,999,0.92,PASS
16885.74,68.86,-13.37,86,69.5,21.8,0.2599,24.9,0.2,gemini-2.5-flash,O2_aggressive,static,bull_trap,999,0.92,PASS
8787.28,-12.13,-20.39,85,29.0,13.8,0.6116,77.7,0.2,gemini-2.5-flash,O2_aggressive,static,crash,123,0.92,PASS
9225.81,-7.74,-17.94,90,48.5,13.9,0.5165,65.0,0.2,gemini-2.5-flash,O2_aggressive,static,crash,42,0.92,PASS
7017.69,-29.82,-30.22,75,32.0,13.9,0.6294,82.2,0.2,gemini-2.5-flash,O2_aggressive,static,crash,456,0.92,PASS
8643.92,-13.56,-17.59,86,27.5,13.9,0.6333,81.7,0.2,gemini-2.5-flash,O2_aggressive,static,crash,999,0.92,PASS
6967.19,-30.33,-35.54,94,50.0,13.9,0.5253,68.2,0.2,gemini-2.5-flash,O2_aggressive,static,crash,789,0.92,PASS
8162.44,-18.38,-23.04,32,61.0,15.0,0.5695,63.3,0.2,gemini-2.5-flash,O2_aggressive,memory,flat,42,0.92,PASS
12951.24,29.51,-11.9,20,76.5,15.0,0.409,35.1,0.2,gemini-2.5-flash,O2_aggressive,memory,flat,456,0.92,PASS
7460.12,-25.4,-32.0,38,70.5,15.0,0.558,60.4,0.2,gemini-2.5-flash,O2_aggressive,memory,flat,789,0.92,PASS
8166.39,-18.34,-25.89,32,74.5,15.0,0.4595,44.1,0.2,gemini-2.5-flash,O2_aggressive,memory,flat,123,0.92,PASS
24165.77,141.66,-4.93,8,82.5,16.9,0.39,31.9,0.2,gemini-2.5-flash,O2_aggressive,memory,bull_trap,42,0.92,PASS
16768.63,67.69,-9.65,19,87.0,20.3,0.3312,22.1,0.2,gemini-2.5-flash,O2_aggressive,memory,bull_trap,123,0.92,PASS
9765.3,-2.35,-2.35,2,0.5,13.9,0.797,99.5,0.2,gemini-2.5-flash,O2_aggressive,memory,crash,456,0.92,PASS
12546.73,25.47,-13.05,34,72.0,15.0,0.458,43.3,0.2,gemini-2.5-flash,O2_aggressive,memory,flat,999,0.92,PASS
7906.02,-20.94,-20.94,12,9.0,14.1,0.746,91.0,0.2,gemini-2.5-flash,O2_aggressive,memory,crash,123,0.92,PASS
18835.52,88.36,-6.8,18,89.5,23.6,0.2845,14.8,0.2,gemini-2.5-flash,O2_aggressive,memory,bull_trap,456,0.92,PASS
7963.99,-20.36,-24.56,9,16.0,14.1,0.6932,85.1,0.2,gemini-2.5-flash,O2_aggressive,memory,crash,42,0.92,PASS
22409.56,124.1,-7.16,12,91.5,23.5,0.2582,10.1,0.2,gemini-2.5-flash,O2_aggressive,memory,bull_trap,789,0.92,PASS
9136.84,-8.63,-13.47,13,8.5,14.2,0.745,91.7,0.2,gemini-2.5-flash,O2_aggressive,memory,crash,789,0.92,PASS
18955.5,89.56,-9.83,26,87.0,19.9,0.3347,23.2,0.2,gemini-2.5-flash,O2_aggressive,memory,bull_trap,999,0.92,PASS
8479.12,-15.21,-16.31,11,4.5,14.0,0.7725,95.5,0.2,gemini-2.5-flash,O2_aggressive,memory,crash,999,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,memory,flat,123,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,static,flat,42,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,memory,flat,42,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,memory,flat,456,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,memory,flat,789,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,static,flat,123,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,memory,flat,999,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,static,flat,789,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,static,flat,456,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,claude-sonnet-4-6,O3_conservative,static,flat,999,0.92,PASS
9222.28,-7.78,-27.35,48,87.0,15.0,0.1752,2.5,0.2,claude-sonnet-4-6,O3_aggressive,static,flat,42,0.92,PASS
10256.26,2.56,-18.86,71,80.0,15.0,0.1666,5.5,0.2,claude-sonnet-4-6,O3_aggressive,static,flat,123,0.92,PASS
