scenario,seed,persona,policy,mcr_0.03,mcr_0.05,mcr_0.08,mcr_0.12,mcr_0.2
flat,1,ISFJ,constant_mix,0.1006150991528777,0.09932353871869377,0.10188983521615629,,
flat,1,ISFJ,band_lo,0.16010328177812685,0.14986197616451669,0.13488446765168763,,
flat,1,ISFJ,band_hi,0.044430563896910996,0.053423813043700974,0.07115705329865189,,
flat,1,ISFJ,L5_full_level_free,0.06470603304415908,0.09505804493344466,0.10188983521615629,,
flat,1,ISFJ,L5_level_free,0.12907738200859195,0.09640115726954489,0.10188983521615629,,
flat,1,ISFJ,rule_p_sma50,0.15224071812035986,0.14202793977367534,0.09978901827852671,,
flat,1,ISFJ,rule_rsi,0.15453280368843123,0.1415439830474895,0.09978901827852671,,
flat,1,ISFJ,rule_analyst,0.16010328177812685,0.14986197616451669,0.13488446765168763,,
flat,1,ISFJ,random,0.41047954154397626,0.41365092723837976,0.3422519698527006,,
flat,1,ISFJ,oracle_switches,2.0,2.0,1.0,0.0,0.0
flat,1,INTJ,oracle,0.02139464185071162,0.0036903992439873087,0.004502388029042163,,
flat,1,INTJ,always_hold,0.07689520751404148,0.09425839278183663,0.11183735651780329,,
flat,1,INTJ,constant_mix,0.10045480444375861,0.09815471825251955,0.10186122893516066,,
flat,1,INTJ,band_lo,0.1591468664389329,0.14927979452453544,0.1351401200947269,,
flat,1,INTJ,band_hi,0.04458973208992705,0.05231845124336748,0.07116535482005153,,
flat,1,INTJ,L5_full_level_free,0.06493391493152607,0.09367210125668186,0.10186122893516066,,
flat,1,INTJ,L5_level_free,0.12773734628687525,0.09488253929727454,0.10186122893516066,,
flat,1,INTJ,rule_p_sma50,0.1521841321518259,0.14240572165189125,0.10316002974124401,,
flat,1,INTJ,rule_rsi,0.15351406387472585,0.14166451744053793,0.10316002974124401,,
flat,1,INTJ,rule_analyst,0.1591468664389329,0.14927979452453544,0.1351401200947269,,
flat,1,INTJ,random,0.3149744504807109,0.3145465810369284,0.2831937421154423,,
flat,1,INTJ,oracle_switches,2.0,2.0,1.0,0.0,0.0
flat,1,ENTJ,oracle,0.022624934385441862,0.0015120874604760924,0.00019628371942546444,,
flat,1,ENTJ,always_hold,0.09074572067091509,0.09778511207951306,0.10478125477027912,,
flat,1,ENTJ,constant_mix,0.09776752501483375,0.09768622745808324,0.10060322913639523,,
flat,1,ENTJ,band_lo,0.15833333333333333,0.15,0.13333333333333333,,
flat,1,ENTJ,band_hi,0.04400410115007162,0.05165657503883925,0.06898409137041132,,
flat,1,ENTJ,L5_full_level_free,0.06464519925591532,0.09405835272847307,0.10060322913639523,,
flat,1,ENTJ,L5_level_free,0.12570353586835661,0.09356221702343713,0.10060322913639523,,
flat,1,ENTJ,rule_p_sma50,0.15014412454487994,0.14165837582252025,0.10000000000000002,,
flat,1,ENTJ,rule_rsi,0.15416252124459345,0.14165837582252025,0.10000000000000002,,
flat,1,ENTJ,rule_analyst,0.15833333333333333,0.15,0.13333333333333333,,
flat,1,ENTJ,random,0.3824462840506161,0.3651837740457933,0.3707514318314833,,
flat,1,ENTJ,oracle_switches,2.0,2.0,1.0,0.0,0.0
flat,2,ISFJ,oracle,0.0329668093589574,0.002692465186777702,,,
flat,2,ISFJ,always_hold,0.12633268572299575,0.15621457485828893,,,
flat,2,ISFJ,constant_mix,0.09810885767136314,0.09880190369154858,,,
flat,2,ISFJ,band_lo,0.13374265533664864,0.16459887082782093,,,
flat,2,ISFJ,band_hi,0.06986659329672651,0.039013867020095155,,,
flat,2,ISFJ,L5_full_level_free,0.10124469126440135,0.08278114457400453,,,
flat,2,ISFJ,L5_level_free,0.07417716825103492,0.038843393737269055,,,
flat,2,ISFJ,rule_p_sma50,0.08170397863084834,0.09056284651679265,,,
flat,2,ISFJ,rule_rsi,0.08171263653554203,0.0907632589803915,,,
flat,2,ISFJ,rule_analyst,0.07215384910696351,0.011800603057504366,,,
flat,2,ISFJ,random,0.39505590426421583,0.40368431434193147,,,
flat,2,ISFJ,oracle_switches,3.0,2.0,0.0,0.0,0.0
flat,2,INTJ,oracle,0.03385752327802825,0.0034954898201275523,,,
flat,2,INTJ,always_hold,0.1355180921336035,0.1758496491661398,,,
flat,2,INTJ,constant_mix,0.09902510453576181,0.09935347180380188,,,
flat,2,INTJ,band_lo,0.13350719479847026,0.16395545297816136,,,
flat,2,INTJ,band_hi,0.06947390777772096,0.03899389091594741,,,
flat,2,INTJ,L5_full_level_free,0.10085493340744496,0.08229901403918466,,,
flat,2,INTJ,L5_level_free,0.0741363161862284,0.03899389091594743,,,
flat,2,INTJ,rule_p_sma50,0.08311665436602515,0.09246439516895864,,,
flat,2,INTJ,rule_rsi,0.08267183930841268,0.0917442726258134,,,
flat,2,INTJ,rule_analyst,0.07282702395196185,0.013169323324919352,,,
flat,2,INTJ,random,0.33122777137819825,0.33186492732319967,,,
flat,2,INTJ,oracle_switches,3.0,2.0,0.0,0.0,0.0
flat,2,ENTJ,oracle,0.031727570794170726,0.003191603672855568,,,
flat,2,ENTJ,always_hold,0.1107879225057606,0.12308175018012885,,,
flat,2,ENTJ,constant_mix,0.09824361972847591,0.09853866036745867,,,
flat,2,ENTJ,band_lo,0.13255813953488366,0.1636363636363637,,,
flat,2,ENTJ,band_hi,0.06960757033737609,0.0387686460304369,,,
flat,2,ENTJ,L5_full_level_free,0.10165812077497431,0.083447319470971,,,
flat,2,ENTJ,L5_level_free,0.07421671024251099,0.03876864603043721,,,
flat,2,ENTJ,rule_p_sma50,0.08328785612835063,0.09227454367195388,,,
flat,2,ENTJ,rule_rsi,0.08334997484612823,0.09227454367195388,,,
flat,2,ENTJ,rule_analyst,0.07084802736568901,0.011256927245779104,,,
flat,2,ENTJ,random,0.4305799054680465,0.4159103970393837,,,
flat,2,ENTJ,oracle_switches,3.0,2.0,0.0,0.0,0.0
flat,3,ISFJ,oracle,0.011590538363081933,0.0033306686886893457,0.0036866831621284956,0.002952267506720496,
flat,3,ISFJ,always_hold,0.1124031815084588,0.1148513631709965,0.12192464707308705,0.13307223347314726,
flat,3,ISFJ,constant_mix,0.10119856989156949,0.1007319168432838,0.10059064186115027,0.09885012528163557,
flat,3,ISFJ,band_lo,0.15587190486995808,0.16199306544247047,0.17230435632517274,0.17972924730613743,
flat,3,ISFJ,band_hi,0.04861474091898823,0.04187616370712352,0.03253457648316851,0.02176525461090283,
flat,3,ISFJ,L5_full_level_free,0.0906991044271311,0.06774426076750119,0.03692758754716879,0.0017656389806716467,
flat,3,ISFJ,L5_level_free,0.09657533584927078,0.07822875007483507,0.04076851946987475,0.021765252526580903,
flat,3,ISFJ,rule_p_sma50,0.09014775983978475,0.0865774730978208,0.06913409236871489,0.02237121670093719,
flat,3,ISFJ,rule_rsi,0.07528442498155655,0.0652513561206107,0.0605917977081276,0.022368505323614583,
flat,3,ISFJ,rule_analyst,0.16304111479864616,0.16544011154695987,0.16842891550414268,0.17947824156794132,
flat,3,ISFJ,random,0.3993019427268369,0.39770997260366997,0.3841322246538035,0.3806477887976071,
flat,3,ISFJ,oracle_switches,6.0,2.0,3.0,2.0,0.0
flat,3,INTJ,oracle,0.012601466381473603,0.004048175252221767,0.004578382352296196,0.00444996808518523,
flat,3,INTJ,always_hold,0.11840808688805061,0.12199232658613561,0.1324305512054458,0.14836022772994711,
flat,3,INTJ,constant_mix,0.10021814513884153,0.10010915276337301,0.0999679160511774,0.09819782375934703,
flat,3,INTJ,band_lo,0.15517846314779496,0.16099938148947224,0.1708717681070256,0.17841561928634547,
flat,3,INTJ,band_hi,0.0486781271500978,0.042704174135047235,0.03350608433770454,0.02444870710213959,
flat,3,INTJ,L5_full_level_free,0.0905811019127861,0.06795785153274239,0.03735508734321986,0.004450011376986124,
flat,3,INTJ,L5_level_free,0.09669543378456265,0.07859907351575066,0.041246185281725634,0.024448707102139578,
flat,3,INTJ,rule_p_sma50,0.08864768249210454,0.08507063104867814,0.068191546334127,0.024455956072310953,
flat,3,INTJ,rule_rsi,0.07517286214011187,0.0657210462213261,0.0609650747290794,0.025121830414886897,
flat,3,INTJ,rule_analyst,0.16266702791075116,0.16485857862398928,0.16769739152229568,0.17866253003358606,
flat,3,INTJ,random,0.30419495978356986,0.29676826812970275,0.2912801120300762,0.2819507226176435,
flat,3,INTJ,oracle_switches,6.0,2.0,3.0,2.0,0.0
flat,3,ENTJ,oracle,0.01123503776226079,0.00299738887264008,0.0032264684014240677,0.0034398031101841864,
flat,3,ENTJ,always_hold,0.10621627987836717,0.10740540809691423,0.1109067845745355,0.11604768265836425,
flat,3,ENTJ,constant_mix,0.09975663730410167,0.09942854161081276,0.09989311052995915,0.09781524725031061,
flat,3,ENTJ,band_lo,0.1541984732824427,0.16039603960396034,0.17049180327868843,0.18,
flat,3,ENTJ,band_hi,0.04940904684381248,0.04323203721652695,0.03340608530672679,0.023438792095505555,
flat,3,ENTJ,L5_full_level_free,0.08972126265575056,0.06645615550382603,0.035757773088755516,0.003439809190041576,
flat,3,ENTJ,L5_level_free,0.09736734730169869,0.07905628202635599,0.04122580992042188,0.023438792095480603,
flat,3,ENTJ,rule_p_sma50,0.08897537430725032,0.08511332977455581,0.06766927926969339,0.023415863837094365,
flat,3,ENTJ,rule_rsi,0.07456694760022414,0.06449528911067808,0.05990115451653393,0.023415863884367845,
flat,3,ENTJ,rule_analyst,0.1619524298933,0.16449897828918522,0.16750772920513166,0.18,
flat,3,ENTJ,random,0.394495211099017,0.38650687985315346,0.3996291459564157,0.3921349358451208,
flat,3,ENTJ,oracle_switches,6.0,2.0,3.0,2.0,0.0
flat,4,ISFJ,oracle,0.024573593151319767,0.003155842098561733,0.003279680570010546,0.0030986996004833635,0.003286615781166883
flat,4,ISFJ,always_hold,0.10060146669750859,0.10527945767877257,0.10713280056139682,0.10953807418515328,0.11420742652528088
flat,4,ISFJ,constant_mix,0.10233852884820971,0.10242555455574641,0.10203550955994459,0.10200849361518889,0.10247254249873322
flat,4,ISFJ,band_lo,0.04349498408546265,0.022854546465850105,0.004487676916817418,0.004434411198279424,0.005018888183458099
flat,4,ISFJ,band_hi,0.16358264531141095,0.1853007450952168,0.20409795013223184,0.2043130535087679,0.20445579952592713
flat,4,ISFJ,L5_full_level_free,0.1611886772068927,0.18530017007891897,0.20409795013223186,0.20431305350876794,0.20445579952592716
flat,4,ISFJ,L5_level_free,0.0687304131125685,0.026571896495211172,0.0032823898535726276,0.0030976809094427817,0.0032866159954722408
flat,4,ISFJ,rule_p_sma50,0.035862146253129286,0.004478854242471316,0.004487676916817429,0.004434411198279437,0.0050188881834581246
flat,4,ISFJ,rule_rsi,0.038778798417037,0.009331673118116791,0.0044876766215305374,0.004434411198279454,0.005018888183458137
flat,4,ISFJ,rule_analyst,0.06163329550160545,0.06302923388036526,0.06867952785402845,0.07850193151044599,0.10139455199814848
flat,4,ISFJ,random,0.3627853275167837,0.3687922722057998,0.36698155853705294,0.36375054691639414,0.35672252500854085
flat,4,ISFJ,oracle_switches,5.0,2.0,1.0,1.0,1.0
flat,4,INTJ,oracle,0.025921437815836657,0.0032599484495738104,0.0033906883824044404,0.0031344328621977693,0.0031729187955355817
flat,4,INTJ,always_hold,0.101240006991743,0.10846129794300437,0.11159812073098323,0.11539251810493409,0.1228856236821805
flat,4,INTJ,constant_mix,0.1002578942337224,0.10145011599352399,0.10152690059799967,0.10187707442861284,0.10305333825340462
flat,4,INTJ,band_lo,0.042901191160820105,0.023030730583290103,0.004965817791573994,0.005083734425893961,0.005759620825929145
flat,4,INTJ,band_hi,0.1610961083109183,0.18286242987157433,0.20145237785620618,0.20178774213283263,0.20291428026127922
flat,4,INTJ,L5_full_level_free,0.15862722619408262,0.1828624298715928,0.20145237785620618,0.20178774213283263,0.20291428026127922
flat,4,INTJ,L5_level_free,0.06863238607987376,0.02646835560852369,0.0033959265072015334,0.0031323930628741935,0.003172918794995588
flat,4,INTJ,rule_p_sma50,0.03493371561524888,0.00446519929489986,0.004965817791571034,0.005083734425893955,0.005759620825929142
flat,4,INTJ,rule_rsi,0.03837245231472246,0.00930903035941162,0.004965817791752531,0.005083734425894076,0.005759620825929133
flat,4,INTJ,rule_analyst,0.06119167192255175,0.06286058424165043,0.0689377634232911,0.07889751784710942,0.1016647641182941
flat,4,INTJ,random,0.3238457969070077,0.3170251080683107,0.32328333858304154,0.3242221738299986,0.324821923532439
flat,4,INTJ,oracle_switches,5.0,2.0,1.0,1.0,1.0
flat,4,ENTJ,oracle,0.019088728122740165,0.0003796221005008731,0.0,0.0,0.0
flat,4,ENTJ,always_hold,0.10058922575396329,0.10316575514637383,0.10440839161810649,0.10579475855371626,0.10859523216361285
flat,4,ENTJ,constant_mix,0.09987124075168125,0.10139478964150928,0.10135858966557124,0.1007200374874153,0.09990301851463962
flat,4,ENTJ,band_lo,0.03950617283950617,0.018604651162790697,0.0,0.0,0.0
flat,4,ENTJ,band_hi,0.1612808477612673,0.18183662347251425,0.20051585790491375,0.20111075582566448,0.20091526730952305
flat,4,ENTJ,L5_full_level_free,0.15897922881616947,0.18183662314434493,0.20051585790491375,0.20111075582566446,0.20091526730952303
flat,4,ENTJ,L5_level_free,0.06752196982969219,0.023470291909061913,0.0,0.0,0.0
flat,4,ENTJ,rule_p_sma50,0.03263529751497322,0.0002727369246902754,0.0,0.0,0.0
flat,4,ENTJ,rule_rsi,0.035710947901820736,0.005107738328019366,0.0,0.0,0.0
flat,4,ENTJ,rule_analyst,0.05950516367739002,0.06037744685363233,0.06611249530274646,0.07628364842624592,0.09907661188026949
flat,4,ENTJ,random,0.4670256617378974,0.4571917440962846,0.46695935676171363,0.4722237021222007,0.4784682240518919
flat,4,ENTJ,oracle_switches,5.0,2.0,1.0,1.0,1.0
flat,5,ISFJ,oracle,0.02555514438477808,0.0031841021771172383,0.0032021706518816973,,
flat,5,ISFJ,always_hold,0.11587983623379483,0.12021665326007247,0.12458410311242565,,
flat,5,ISFJ,constant_mix,0.10015155110832094,0.10148318773207843,0.10457447424662698,,
flat,5,ISFJ,band_lo,0.048847278160148215,0.03158387685616409,0.002553208447777966,,
flat,5,ISFJ,band_hi,0.15665086421022506,0.1754998470612836,0.20336703140727855,,
flat,5,ISFJ,L5_full_level_free,0.09512863353553086,0.09678263423609337,0.10457447424662698,,
flat,5,ISFJ,L5_level_free,0.15225270005579777,0.17600587009875118,0.20689134699882716,,
flat,5,ISFJ,rule_p_sma50,0.03993372862807253,0.01233999591216018,0.0025443502808063178,,
flat,5,ISFJ,rule_rsi,0.04012542366417624,0.012367592263265231,0.0025443502808063178,,
flat,5,ISFJ,rule_analyst,0.046768463237542336,0.02234781042829818,0.002553208447777966,,
flat,5,ISFJ,random,0.35780257356847295,0.3416855652362437,0.3425765876345208,,
flat,5,ISFJ,oracle_switches,5.0,3.0,1.0,0.0,0.0
flat,5,INTJ,oracle,0.026453674873704584,0.003405949690378784,0.0036719200866352276,,
flat,5,INTJ,always_hold,0.12616818018481465,0.13321114253992863,0.14030665126183894,,
flat,5,INTJ,constant_mix,0.1006683390525832,0.10101293594689632,0.10151017448769681,,
flat,5,INTJ,band_lo,0.04858049468486959,0.031519660258523874,0.003689743511473803,,
flat,5,INTJ,band_hi,0.15573737415757563,0.17348421368698608,0.20167266126692165,,
flat,5,INTJ,L5_full_level_free,0.09578892479437397,0.09635587303439001,0.10151017448769681,,
flat,5,INTJ,L5_level_free,0.15152530084105728,0.17340721527935093,0.20167282801661038,,
flat,5,INTJ,rule_p_sma50,0.0404688482973591,0.012855392959666296,0.0029126196641548253,,
flat,5,INTJ,rule_rsi,0.040472567792756015,0.01285542752688632,0.0029126196641548253,,
flat,5,INTJ,rule_analyst,0.04685217306895229,0.022451077278611644,0.003689743511473803,,
flat,5,INTJ,random,0.31279426000888444,0.30961513291420595,0.31421123073607515,,
flat,5,INTJ,oracle_switches,5.0,3.0,1.0,0.0,0.0
flat,5,ENTJ,oracle,0.020794640952066706,0.0004195921017499382,0.0,,
flat,5,ENTJ,always_hold,0.1101623629889541,0.11283658231628853,0.11553412894905297,,
flat,5,ENTJ,constant_mix,0.10186549253470223,0.10376391158329248,0.10484959453373122,,
flat,5,ENTJ,band_lo,0.04554455445544555,0.027906976744186046,0.0,,
flat,5,ENTJ,band_hi,0.15539707274992437,0.17392007254013395,0.20407371147430112,,
flat,5,ENTJ,L5_full_level_free,0.09699091445696732,0.09916390934228488,0.10484959453373122,,
flat,5,ENTJ,L5_level_free,0.15135714578909146,0.17392091050350797,0.20407371147491565,,
flat,5,ENTJ,rule_p_sma50,0.03866885524190835,0.010240805909742402,0.0,,
flat,5,ENTJ,rule_rsi,0.038403374469442246,0.010019461409262792,0.0,,
flat,5,ENTJ,rule_analyst,0.043912049647956364,0.0187174455477767,0.0,,
flat,5,ENTJ,random,0.46942967330488783,0.481124262918843,0.4795684771679049,,
flat,5,ENTJ,oracle_switches,5.0,3.0,1.0,0.0,0.0
flat,6,ISFJ,oracle,0.029418570781991494,0.0033151659279655166,0.003808026498145586,0.003701971202057283,0.005615317603964165
flat,6,ISFJ,always_hold,0.10759330413743606,0.11102573096900867,0.11145521515741048,0.115067787905028,0.12934769100207832
flat,6,ISFJ,constant_mix,0.10042288360994729,0.09927756602240403,0.09858848346277735,0.09880074044268475,0.10453175040190887
flat,6,ISFJ,band_lo,0.02046691051900983,0.012846633043983464,0.0038080263813892075,0.003701971091939909,0.005615317603964276
flat,6,ISFJ,band_hi,0.18584270781125434,0.1932076087649497,0.20199447328932324,0.20259885694450053,0.20651604602563967
flat,6,ISFJ,L5_full_level_free,0.10928522847055844,0.11317820342048714,0.12108334390942516,0.09267742519041293,0.00561531757707634
flat,6,ISFJ,L5_level_free,0.07739472631808257,0.055234164177276265,0.050289672356075905,0.05709885673058747,0.009540986913436633
flat,6,ISFJ,rule_p_sma50,0.08822965142587218,0.10709693854201911,0.1210833439874821,0.092677425190463,0.00561531757707634
flat,6,ISFJ,rule_rsi,0.09086142040808505,0.10764371659156012,0.12215114558851292,0.09597149471751354,0.005615317577076229
flat,6,ISFJ,rule_analyst,0.02887784914078823,0.01308107222275567,0.0037135181063370545,0.0033638551759575413,0.005615317577076229
flat,6,ISFJ,random,0.3338864855689286,0.32567468168127245,0.328446758021678,0.33584791626521415,0.31659435388316737
flat,6,ISFJ,oracle_switches,5.0,3.0,1.0,1.0,1.0
flat,6,INTJ,oracle,0.02956372456790521,0.0032422704724381084,0.0037585415775550756,0.0036937570471290543,0.008514629634026993
flat,6,INTJ,always_hold,0.11221298963803512,0.11769713558976917,0.11860641974615044,0.1245053809968154,0.14852600374739278
flat,6,INTJ,constant_mix,0.10049731744479769,0.09953457318451833,0.0985221725864153,0.09921622761194425,0.10883858934581758
flat,6,INTJ,band_lo,0.020426742791072195,0.012577011600340395,0.003758531891079475,0.003693757034795416,0.008514629634026882
flat,6,INTJ,band_hi,0.18416739652383932,0.19073400606511923,0.1989037369041115,0.19990217342542693,0.20845566246492087
flat,6,INTJ,L5_full_level_free,0.10866505694436181,0.11203169034822268,0.11945253811485976,0.09202733724780993,0.008514629634271964
flat,6,INTJ,L5_level_free,0.07712761040746142,0.05524459855705205,0.050946831019234314,0.05797878298393772,3.312774420116682e-06
flat,6,INTJ,rule_p_sma50,0.08778748866130327,0.10605901536067755,0.11945253844235741,0.09202733724822658,0.008514629634271853
flat,6,INTJ,rule_rsi,0.09081250220440769,0.10747584402444692,0.1212219859375525,0.09619784908749707,0.008514629634271853
flat,6,INTJ,rule_analyst,0.029191904390002032,0.012965286316382234,0.003924624495148259,0.0036939684345131,0.008514629634271798
flat,6,INTJ,random,0.3131958473694797,0.30548141364385784,0.2991807721952023,0.30167526869521855,0.2863617839044518
flat,6,INTJ,oracle_switches,5.0,3.0,1.0,1.0,1.0
flat,6,ENTJ,oracle,0.02669347254944496,3.086401521101306e-05,0.0,0.0,0.0
flat,6,ENTJ,always_hold,0.1045940421624935,0.10663668438488526,0.10707527134224828,0.10933528038751596,0.11893988439051639
flat,6,ENTJ,constant_mix,0.10117939514254988,0.10020031731143098,0.09931521046859174,0.10118487975695664,0.10691179327597296
flat,6,ENTJ,band_lo,0.016666666666666666,0.008955223880597015,0.0,0.0,0.0
flat,6,ENTJ,band_hi,0.18372119802741493,0.19038859825871052,0.19870487892147362,0.19884751008610324,0.20460437386579794
flat,6,ENTJ,L5_full_level_free,0.10611158378264642,0.10984396957859689,0.11785738609525512,0.08948607230520328,0.0
flat,6,ENTJ,L5_level_free,0.07536110693895623,0.05338716577858864,0.04875801516863922,0.05608903839312221,0.0
flat,6,ENTJ,rule_p_sma50,0.08521908071277166,0.10386481435005006,0.11785738609525512,0.08948607230520327,0.0
flat,6,ENTJ,rule_rsi,0.08981060854135746,0.10739345790605438,0.12185078899480388,0.09549217262588199,0.0
flat,6,ENTJ,rule_analyst,0.025183712342364013,0.008955223880597015,0.0,0.0,0.0
flat,6,ENTJ,random,0.4955346239637569,0.4987474844847911,0.4893829996271567,0.48170824243074073,0.4871362508939109
flat,6,ENTJ,oracle_switches,5.0,3.0,1.0,1.0,1.0
flat,7,ISFJ,oracle,0.025204411784675113,0.0028350926679583245,0.002251284938805074,0.0048350366795754385,
flat,7,ISFJ,always_hold,0.09753495337687842,0.09662705248435625,0.09444371672531156,0.10079230388215071,
flat,7,ISFJ,constant_mix,0.10008916888033362,0.09935798955969906,0.09982857161604049,0.09834205945711785,
flat,7,ISFJ,band_lo,0.14891545799195302,0.16507030744078735,0.20108945863369057,0.1978174116117734,
flat,7,ISFJ,band_hi,0.055492526721330086,0.03822559681751804,0.002868230111587024,0.00268017274943233,
flat,7,ISFJ,L5_full_level_free,0.06871180716208178,0.05804200660550936,0.026116180210084657,0.0017492396575178593,
flat,7,ISFJ,L5_level_free,0.07769167711533474,0.0695779882797491,0.02542309420364279,0.0026801730204193963,
flat,7,ISFJ,rule_p_sma50,0.06900317943902115,0.07954843014661714,0.021113119718349848,0.0026801733109302894,
flat,7,ISFJ,rule_rsi,0.07342333934154358,0.0861251684113008,0.03461965059336783,0.002680173310930234,
flat,7,ISFJ,rule_analyst,0.055492526721330086,0.03822559681751804,0.002868230111587024,0.00268017274943233,
flat,7,ISFJ,random,0.40241504111761695,0.41394926109006913,0.44429204590458005,0.5348622302692191,
flat,7,ISFJ,oracle_switches,4.0,4.0,1.0,1.0,0.0
flat,7,INTJ,oracle,0.025348504548848204,0.0034837260148440847,0.003928655127491429,0.002605110098110347,
flat,7,INTJ,always_hold,0.09633821614886859,0.09495065931830177,0.09115050471370102,0.10121823702609876,
flat,7,INTJ,constant_mix,0.1005522116479412,0.09978677462681154,0.10083480890618751,0.1030520708602527,
flat,7,INTJ,band_lo,0.1488157302971832,0.1652069161593931,0.20150993231783615,0.19748278957591783,
flat,7,INTJ,band_hi,0.05479437560696187,0.037837582751273385,0.003923177802246098,0.002605110079877293,
flat,7,INTJ,L5_full_level_free,0.06877230080741656,0.05803560867623457,0.026367230621369378,0.0026051100798772375,
flat,7,INTJ,L5_level_free,0.07750237550891557,0.06913839091560399,0.026367230621481653,0.0026051100798772653,
flat,7,INTJ,rule_p_sma50,0.06885908386993383,0.07934154855532977,0.022102084518445378,0.0026051100798772375,
flat,7,INTJ,rule_rsi,0.07388517503987242,0.08685667055912971,0.036914337508789925,0.0026051100798772375,
flat,7,INTJ,rule_analyst,0.05479437560696187,0.037837582751273385,0.003923177802246098,0.002605110079877293,
