scope,population,feature_set,theta,n_resolvable,n_rows,n_paths,coverage,sign_acc,sign_lo,sign_hi
crash,all,full,0.04,97824,144000,800,0.6793333333333333,0.7841429506051685,0.7739853712561047,0.7944449718757889
crash,all,full,0.05,87956,144000,800,0.6108055555555556,0.8009572968302333,0.790840434569152,0.8112387589609739
crash,all,full,0.06,79357,144000,800,0.5510902777777777,0.8177098428620033,0.8075600758924012,0.8277817839869414
crash,all,full,0.08,64880,144000,800,0.45055555555555554,0.8442663378545007,0.8341757302254001,0.8539300844831412
crash,all,full,0.1,53192,144000,800,0.3693888888888889,0.8677432696646112,0.8569316409538121,0.8784731120007262
crash,all,full,0.12,44030,144000,800,0.3057638888888889,0.889688848512378,0.8782285388715194,0.9013278669750338
crash,all,full,0.15,33222,144000,800,0.23070833333333332,0.9189392571187767,0.9078380995975168,0.9311184329302723
crash,all,full,0.2,21066,144000,800,0.14629166666666665,0.9507737586632489,0.9404095249554981,0.9612725429787351
crash,all,full,0.25,13321,144000,800,0.09250694444444445,0.9742511823436679,0.9654022130976517,0.9823755718053331
crash,all,full,0.3,8369,144000,800,0.058118055555555555,0.9896044927709404,0.9839581575310291,0.9944169799859564
crash,calm,full,0.01,30516,35655,600,0.8558687421119058,0.6811181019792896,0.6609744379865528,0.7030727158588577
crash,calm,full,0.02,25131,35655,600,0.7048380311316785,0.7078508614858143,0.6860725832592688,0.7336699078028243
crash,calm,full,0.03,20701,35655,600,0.5805917823587154,0.7309791797497706,0.707850005946494,0.757821220685462
crash,calm,full,0.04,16394,35655,600,0.4597952601318188,0.7522264243015737,0.7270192278518529,0.7810613222016192
crash,calm,full,0.05,12804,35655,600,0.35910811947833404,0.7742892845985629,0.7453571868389811,0.8050102384082538
crash,calm,full,0.06,10002,35655,600,0.2805216659655027,0.7995400919816037,0.7689011571310903,0.8309376792392801
crash,calm,full,0.08,5914,35655,600,0.1658673397840415,0.8229624619546838,0.7836517549683597,0.8589244698533333
crash,calm,full,0.1,3225,35655,600,0.09045014724442575,0.8567441860465116,0.8181648333872533,0.8955743623531571
crash,calm,full,0.12,1870,35655,600,0.05244706212312439,0.9053475935828877,0.8715575588222959,0.936444003260235
crash,calm,full,0.15,959,35655,600,0.026896648436404432,0.9697601668404588,0.9475348094042456,0.9855101896238223
crash,calm,full,0.2,312,35655,600,0.008750525872949095,1.0,1.0,1.0
crash,calm,full,0.25,95,35655,600,0.0026644229420838593,1.0,1.0,1.0
crash,calm,full,0.3,23,35655,600,0.0006450708175571449,1.0,1.0,1.0
flat,all,full,0.01,30808,36000,200,0.8557777777777777,0.6227603219942872,0.5965713220377327,0.6501973977076319
flat,all,full,0.02,25746,36000,200,0.7151666666666666,0.6390507263264197,0.609924461578494,0.6689665523359298
flat,all,full,0.03,21231,36000,200,0.58975,0.6545146248410343,0.6246752671661224,0.6866402370247818
flat,all,full,0.04,16940,36000,200,0.47055555555555556,0.6658205430932703,0.632744461249533,0.7008699651590675
flat,all,full,0.05,13202,36000,200,0.3667222222222222,0.6763369186486896,0.6398798936592528,0.7142585163100206
flat,all,full,0.06,10311,36000,200,0.28641666666666665,0.687324216855785,0.6464916318508052,0.7273630788126535
flat,all,full,0.08,6185,36000,200,0.17180555555555554,0.6983023443815684,0.6451819888226208,0.7438119459807654
flat,all,full,0.1,3566,36000,200,0.09905555555555555,0.7111609646662927,0.6457466738706471,0.7705725944791035
flat,all,full,0.12,2141,36000,200,0.059472222222222225,0.7258290518449323,0.6585203197226502,0.79060605269683
flat,all,full,0.15,1055,36000,200,0.029305555555555557,0.7753554502369668,0.6898378530902641,0.8501074422570204
flat,all,full,0.2,347,36000,200,0.00963888888888889,0.9048991354466859,0.8239165129573669,0.9701587301587301
flat,all,full,0.25,126,36000,200,0.0035,1.0,1.0,1.0
flat,all,full,0.3,58,36000,200,0.0016111111111111111,1.0,1.0,1.0
flat,calm,full,0.01,30808,36000,200,0.8557777777777777,0.6227603219942872,0.5965713220377327,0.6501973977076319
flat,calm,full,0.02,25746,36000,200,0.7151666666666666,0.6390507263264197,0.609924461578494,0.6689665523359298
flat,calm,full,0.03,21231,36000,200,0.58975,0.6545146248410343,0.6246752671661224,0.6866402370247818
flat,calm,full,0.04,16940,36000,200,0.47055555555555556,0.6658205430932703,0.632744461249533,0.7008699651590675
flat,calm,full,0.05,13202,36000,200,0.3667222222222222,0.6763369186486896,0.6398798936592528,0.7142585163100206
flat,calm,full,0.06,10311,36000,200,0.28641666666666665,0.687324216855785,0.6464916318508052,0.7273630788126535
flat,calm,full,0.08,6185,36000,200,0.17180555555555554,0.6983023443815684,0.6451819888226208,0.7438119459807654
flat,calm,full,0.1,3566,36000,200,0.09905555555555555,0.7111609646662927,0.6457466738706471,0.7705725944791035
flat,calm,full,0.12,2141,36000,200,0.059472222222222225,0.7258290518449323,0.6585203197226502,0.79060605269683
flat,calm,full,0.15,1055,36000,200,0.029305555555555557,0.7753554502369668,0.6898378530902641,0.8501074422570204
flat,calm,full,0.2,347,36000,200,0.00963888888888889,0.9048991354466859,0.8239165129573669,0.9701587301587301
flat,calm,full,0.25,126,36000,200,0.0035,1.0,1.0,1.0
flat,calm,full,0.3,58,36000,200,0.0016111111111111111,1.0,1.0,1.0
sustained_bull,all,full,0.01,30745,36000,200,0.8540277777777778,0.5801268498942918,0.5478664839699047,0.613985288326903
sustained_bull,all,full,0.02,25609,36000,200,0.7113611111111111,0.590925065406693,0.5537957362202253,0.6275328325863428
sustained_bull,all,full,0.03,21082,36000,200,0.5856111111111111,0.5992790057869273,0.5605759851516533,0.6395206817326308
sustained_bull,all,full,0.04,16820,36000,200,0.4672222222222222,0.6016052318668252,0.5607116888163353,0.6411293843419882
sustained_bull,all,full,0.05,13166,36000,200,0.3657222222222222,0.5991948959440985,0.554975191491695,0.6423111285409826
sustained_bull,all,full,0.06,10323,36000,200,0.28675,0.6034098614743776,0.5555741770058512,0.6517456925631528
sustained_bull,all,full,0.08,6282,36000,200,0.1745,0.5926456542502387,0.535548784004254,0.6494287508819347
sustained_bull,all,full,0.1,3665,36000,200,0.10180555555555555,0.5814461118690314,0.515685734881268,0.6499340677284078
sustained_bull,all,full,0.12,2205,36000,200,0.06125,0.5800453514739229,0.4990234760307753,0.6568943023494204
sustained_bull,all,full,0.15,1092,36000,200,0.030333333333333334,0.6282051282051282,0.5155795650067336,0.7445919621182605
sustained_bull,all,full,0.2,366,36000,200,0.010166666666666666,0.7431693989071039,0.5700603516137497,0.9329544290834612
sustained_bull,all,full,0.25,131,36000,200,0.003638888888888889,0.9007633587786259,0.6873827392120075,1.0
sustained_bull,all,full,0.3,53,36000,200,0.0014722222222222222,1.0,1.0,1.0
sustained_bull,calm,full,0.01,30745,36000,200,0.8540277777777778,0.5801268498942918,0.5478664839699047,0.613985288326903
sustained_bull,calm,full,0.02,25609,36000,200,0.7113611111111111,0.590925065406693,0.5537957362202253,0.6275328325863428
sustained_bull,calm,full,0.03,21082,36000,200,0.5856111111111111,0.5992790057869273,0.5605759851516533,0.6395206817326308
sustained_bull,calm,full,0.04,16820,36000,200,0.4672222222222222,0.6016052318668252,0.5607116888163353,0.6411293843419882
sustained_bull,calm,full,0.05,13166,36000,200,0.3657222222222222,0.5991948959440985,0.554975191491695,0.6423111285409826
sustained_bull,calm,full,0.06,10323,36000,200,0.28675,0.6034098614743776,0.5555741770058512,0.6517456925631528
sustained_bull,calm,full,0.08,6282,36000,200,0.1745,0.5926456542502387,0.535548784004254,0.6494287508819347
sustained_bull,calm,full,0.1,3665,36000,200,0.10180555555555555,0.5814461118690314,0.515685734881268,0.6499340677284078
sustained_bull,calm,full,0.12,2205,36000,200,0.06125,0.5800453514739229,0.4990234760307753,0.6568943023494204
sustained_bull,calm,full,0.15,1092,36000,200,0.030333333333333334,0.6282051282051282,0.5155795650067336,0.7445919621182605
sustained_bull,calm,full,0.2,366,36000,200,0.010166666666666666,0.7431693989071039,0.5700603516137497,0.9329544290834612
sustained_bull,calm,full,0.25,131,36000,200,0.003638888888888889,0.9007633587786259,0.6873827392120075,1.0
sustained_bull,calm,full,0.3,53,36000,200,0.0014722222222222222,1.0,1.0,1.0
pooled,all,price_only,0.01,262395,288000,1600,0.91109375,0.7116141694773147,0.7017625369040733,0.7195944152108109
pooled,all,price_only,0.02,236845,288000,1600,0.8223784722222223,0.7305072937997424,0.7205444520577198,0.7387865823303208
pooled,all,price_only,0.03,213850,288000,1600,0.7425347222222223,0.7487304185176525,0.738679320511216,0.7565975202320925
pooled,all,price_only,0.04,191802,288000,1600,0.6659791666666667,0.7667021198944746,0.757350314297982,0.7749607896433892
pooled,all,price_only,0.05,171916,288000,1600,0.5969305555555555,0.7841969333860722,0.7747464222135618,0.7932151968070974
pooled,all,price_only,0.06,155158,288000,1600,0.5387430555555556,0.8023369726343469,0.7929087063020277,0.8113215549869635
pooled,all,price_only,0.08,128183,288000,1600,0.4450798611111111,0.8318653799645819,0.8231282160541704,0.8402623871953128
pooled,all,price_only,0.1,107665,288000,1600,0.37383680555555554,0.8580132819393489,0.8495022699816166,0.8660133888753162
pooled,all,price_only,0.12,92585,288000,1600,0.32147569444444446,0.8804773991467301,0.8722802876994415,0.8882447000940826
pooled,all,price_only,0.15,75576,288000,1600,0.2624166666666667,0.9058034296602095,0.8978905861001594,0.9138317698402204
pooled,all,price_only,0.2,55953,288000,1600,0.19428125,0.9266527263953676,0.9186228792489022,0.9342312194188023
pooled,all,price_only,0.25,41460,288000,1600,0.14395833333333333,0.9401109503135552,0.9307154178687516,0.9486651466183379
pooled,all,price_only,0.3,29142,288000,1600,0.1011875,0.950449523025187,0.9398411141164117,0.9603604013857905
pooled,calm,price_only,0.01,102149,119336,1200,0.8559780787021519,0.6023455932020871,0.587180306039721,0.6187882248804792
pooled,calm,price_only,0.02,84854,119336,1200,0.7110511496949788,0.6167181276074198,0.5993634691429478,0.6352319800101347
pooled,calm,price_only,0.03,69874,119336,1200,0.585523228531206,0.628202192517961,0.6095017164660855,0.6479201267347184
pooled,calm,price_only,0.04,55579,119336,1200,0.4657354025608366,0.6387124633404703,0.6190093382322394,0.6605767751424129
pooled,calm,price_only,0.05,43344,119336,1200,0.36320976067573907,0.6459025470653378,0.6245751158779962,0.6700266082227143
pooled,calm,price_only,0.06,33839,119336,1200,0.28356070255413285,0.6590620290197701,0.6358444322432125,0.6839936435107484
pooled,calm,price_only,0.08,20216,119336,1200,0.1694040356640075,0.6645726157499011,0.6365336650449516,0.6941751321000124
pooled,calm,price_only,0.1,11407,119336,1200,0.09558724944693973,0.6787937231524502,0.6444963473195677,0.712389176262311
pooled,calm,price_only,0.12,6751,119336,1200,0.056571361533820474,0.7123389127536661,0.6723388081690627,0.7528789229610617
pooled,calm,price_only,0.15,3352,119336,1200,0.028088757793121942,0.7941527446300716,0.7474048634292555,0.8419380841791302
pooled,calm,price_only,0.2,1089,119336,1200,0.009125494402359723,0.8751147842056933,0.8160843623404079,0.9316954703716429
pooled,calm,price_only,0.25,365,119336,1200,0.003058590869477777,0.9698630136986301,0.9242248903032932,1.0
pooled,calm,price_only,0.3,136,119336,1200,0.001139639337668432,1.0,1.0,1.0
bull_trap,all,price_only,0.01,68932,72000,400,0.9573888888888888,0.845601462310683,0.8344398420911335,0.8569966178918594
bull_trap,all,price_only,0.02,65780,72000,400,0.9136111111111112,0.8596989966555184,0.8488356845967214,0.870416756388309
bull_trap,all,price_only,0.03,63009,72000,400,0.875125,0.8709866844419051,0.8606549594937082,0.8816366640127797
bull_trap,all,price_only,0.04,60218,72000,400,0.8363611111111111,0.8809990368328406,0.8708976487623135,0.8911639109296855
bull_trap,all,price_only,0.05,57592,72000,400,0.7998888888888889,0.8896200861230726,0.879424961127678,0.8993032945233231
bull_trap,all,price_only,0.06,55167,72000,400,0.7662083333333334,0.8970942773759675,0.8867730617102647,0.907167930993404
bull_trap,all,price_only,0.08,50836,72000,400,0.7060555555555555,0.9060508301203871,0.8962800992189704,0.9164188373762314
bull_trap,all,price_only,0.1,47242,72000,400,0.6561388888888889,0.9116252487193599,0.9016620399424384,0.9221181755161296
bull_trap,all,price_only,0.12,44209,72000,400,0.6140138888888889,0.9160804361102943,0.9057990904245774,0.9266611609652269
bull_trap,all,price_only,0.15,40207,72000,400,0.5584305555555555,0.919441888228418,0.9087491432588165,0.9293855935263137
bull_trap,all,price_only,0.2,34174,72000,400,0.4746388888888889,0.9221337859191198,0.9105801649531813,0.9333972104121172
bull_trap,all,price_only,0.25,27882,72000,400,0.38725,0.9280180761781794,0.9166183011721483,0.9406132819891049
bull_trap,all,price_only,0.3,20662,72000,400,0.28697222222222224,0.9364049946762172,0.9241631247689781,0.9486757928311057
bull_trap,calm,price_only,0.01,10080,11681,200,0.8629398167965071,0.6086309523809523,0.5647100049467029,0.6474612791804653
bull_trap,calm,price_only,0.02,8368,11681,200,0.7163770225151956,0.6279875717017208,0.5801315692727594,0.6712824845603832
bull_trap,calm,price_only,0.03,6860,11681,200,0.5872784864309563,0.6408163265306123,0.5874941511135912,0.6903572908179471
bull_trap,calm,price_only,0.04,5425,11681,200,0.4644294152897868,0.6567741935483871,0.6006995019092655,0.710474895304424
bull_trap,calm,price_only,0.05,4172,11681,200,0.35716120195188766,0.6663470757430489,0.6042647984764274,0.7241555385937215
bull_trap,calm,price_only,0.06,3203,11681,200,0.2742059755157949,0.6834217920699345,0.6138845696376171,0.7472403554446861
bull_trap,calm,price_only,0.08,1835,11681,200,0.15709271466484034,0.6850136239782016,0.5998781003563984,0.7609895356276776
bull_trap,calm,price_only,0.1,951,11681,200,0.08141426247752762,0.704521556256572,0.590033508113307,0.7989961518287901
bull_trap,calm,price_only,0.12,535,11681,200,0.045800873212909855,0.7626168224299066,0.6380469993180269,0.8741479786689023
bull_trap,calm,price_only,0.15,246,11681,200,0.021059840767057615,0.8577235772357723,0.7079004854368932,0.9709605911330049
bull_trap,calm,price_only,0.2,64,11681,200,0.005478982963787347,0.9375,0.84,1.0
bull_trap,calm,price_only,0.25,13,11681,200,0.0011129184145193048,0.9230769230769231,0.8564285714285714,1.0
bull_trap,calm,price_only,0.3,2,11681,200,0.0001712182176183546,,,
crash,all,price_only,0.01,131910,144000,800,0.9160416666666666,0.6970206959290425,0.6884550191206135,0.7056760362220866
crash,all,price_only,0.02,119710,144000,800,0.8313194444444445,0.7131484420683318,0.7039213106823378,0.7217894899838786
crash,all,price_only,0.03,108528,144000,800,0.7536666666666667,0.7297195193867021,0.7207175339633327,0.7385304310420605
crash,all,price_only,0.04,97824,144000,800,0.6793333333333333,0.7459314687602224,0.7371332349545328,0.7550819232043485
crash,all,price_only,0.05,87956,144000,800,0.6108055555555556,0.7624039292373459,0.7533483433993029,0.7716441315418051
crash,all,price_only,0.06,79357,144000,800,0.5510902777777777,0.7796791713396424,0.7706404064836693,0.7889014676415589
crash,all,price_only,0.08,64880,144000,800,0.45055555555555554,0.8106196054254008,0.8017790905535015,0.8197228694576266
crash,all,price_only,0.1,53192,144000,800,0.3693888888888889,0.8393931418258385,0.8294540748195751,0.8496808656204325
crash,all,price_only,0.12,44030,144000,800,0.3057638888888889,0.8663184192595957,0.8558741647706577,0.877498646166313
crash,all,price_only,0.15,33222,144000,800,0.23070833333333332,0.9003070254650533,0.8892578795098619,0.9124944775709642
crash,all,price_only,0.2,21066,144000,800,0.14629166666666665,0.9373397892338365,0.9264873224048195,0.9488435311044134
crash,all,price_only,0.25,13321,144000,800,0.09250694444444445,0.9650176413182193,0.9557057810558977,0.9752118258035098
crash,all,price_only,0.3,8369,144000,800,0.058118055555555555,0.9844664834508304,0.9744579495076843,0.9918036418383838
crash,calm,price_only,0.01,30516,35655,600,0.8558687421119058,0.6194455367675973,0.5974993400783944,0.6434799642558312
crash,calm,price_only,0.02,25131,35655,600,0.7048380311316785,0.6359078429031872,0.6107777317149605,0.6629597359487122
crash,calm,price_only,0.03,20701,35655,600,0.5805917823587154,0.6501135210859379,0.6240399182831349,0.6797243356210549
crash,calm,price_only,0.04,16394,35655,600,0.4597952601318188,0.6650603879468098,0.6355144895406584,0.6978670543894723
crash,calm,price_only,0.05,12804,35655,600,0.35910811947833404,0.6789284598562949,0.6467211709129598,0.7153295746711885
crash,calm,price_only,0.06,10002,35655,600,0.2805216659655027,0.6985602879424115,0.6640569549325428,0.7364447753240034
crash,calm,price_only,0.08,5914,35655,600,0.1658673397840415,0.7101792357118701,0.6710713333717843,0.7484586603380209
crash,calm,price_only,0.1,3225,35655,600,0.09045014724442575,0.7475968992248062,0.7057959412135116,0.7912733664533512
crash,calm,price_only,0.12,1870,35655,600,0.05244706212312439,0.8155080213903744,0.7764937683284457,0.8534774420191381
crash,calm,price_only,0.15,959,35655,600,0.026896648436404432,0.9092805005213764,0.8752281290766898,0.9438681825048267
crash,calm,price_only,0.2,312,35655,600,0.008750525872949095,0.9711538461538461,0.949352971715346,0.9956920903954802
crash,calm,price_only,0.25,95,35655,600,0.0026644229420838593,1.0,1.0,1.0
crash,calm,price_only,0.3,23,35655,600,0.0006450708175571449,1.0,1.0,1.0
flat,all,price_only,0.01,30808,36000,200,0.8557777777777777,0.6138340690729681,0.5843284467650314,0.6427481382705719
flat,all,price_only,0.02,25746,36000,200,0.7151666666666666,0.6289132292394936,0.5965743923404502,0.660121304322549
flat,all,price_only,0.03,21231,36000,200,0.58975,0.6428806933257972,0.609081808099916,0.6772974639385684
flat,all,price_only,0.04,16940,36000,200,0.47055555555555556,0.6553719008264463,0.6206540882583196,0.6931422304317709
flat,all,price_only,0.05,13202,36000,200,0.3667222222222222,0.6645205271928496,0.6289695659923776,0.7047750018992083
flat,all,price_only,0.06,10311,36000,200,0.28641666666666665,0.6780137717001261,0.6391965918571187,0.7188861756143886
flat,all,price_only,0.08,6185,36000,200,0.17180555555555554,0.6937752627324172,0.6472511915462835,0.7386871691827872
flat,all,price_only,0.1,3566,36000,200,0.09905555555555555,0.7114413909141896,0.6572198220394614,0.7634695868878298
flat,all,price_only,0.12,2141,36000,200,0.059472222222222225,0.7403082671648762,0.6786634708135157,0.8012077450700947
flat,all,price_only,0.15,1055,36000,200,0.029305555555555557,0.8132701421800947,0.74034024949568,0.8779639956585201
flat,all,price_only,0.2,347,36000,200,0.00963888888888889,0.8962536023054755,0.8190784982935153,0.9700999159068778
flat,all,price_only,0.25,126,36000,200,0.0035,1.0,1.0,1.0
flat,all,price_only,0.3,58,36000,200,0.0016111111111111111,1.0,1.0,1.0
flat,calm,price_only,0.01,30808,36000,200,0.8557777777777777,0.6138340690729681,0.5843284467650314,0.6427481382705719
flat,calm,price_only,0.02,25746,36000,200,0.7151666666666666,0.6289132292394936,0.5965743923404502,0.660121304322549
flat,calm,price_only,0.03,21231,36000,200,0.58975,0.6428806933257972,0.609081808099916,0.6772974639385684
flat,calm,price_only,0.04,16940,36000,200,0.47055555555555556,0.6553719008264463,0.6206540882583196,0.6931422304317709
flat,calm,price_only,0.05,13202,36000,200,0.3667222222222222,0.6645205271928496,0.6289695659923776,0.7047750018992083
flat,calm,price_only,0.06,10311,36000,200,0.28641666666666665,0.6780137717001261,0.6391965918571187,0.7188861756143886
flat,calm,price_only,0.08,6185,36000,200,0.17180555555555554,0.6937752627324172,0.6472511915462835,0.7386871691827872
flat,calm,price_only,0.1,3566,36000,200,0.09905555555555555,0.7114413909141896,0.6572198220394614,0.7634695868878298
flat,calm,price_only,0.12,2141,36000,200,0.059472222222222225,0.7403082671648762,0.6786634708135157,0.8012077450700947
flat,calm,price_only,0.15,1055,36000,200,0.029305555555555557,0.8132701421800947,0.74034024949568,0.8779639956585201
flat,calm,price_only,0.2,347,36000,200,0.00963888888888889,0.8962536023054755,0.8190784982935153,0.9700999159068778
flat,calm,price_only,0.25,126,36000,200,0.0035,1.0,1.0,1.0
flat,calm,price_only,0.3,58,36000,200,0.0016111111111111111,1.0,1.0,1.0
sustained_bull,all,price_only,0.01,30745,36000,200,0.8540277777777778,0.5718002927305252,0.5391563193470308,0.6058788772328683
sustained_bull,all,price_only,0.02,25609,36000,200,0.7113611111111111,0.5819438478659846,0.5454879250827517,0.6206935748571863
sustained_bull,all,price_only,0.03,21082,36000,200,0.5856111111111111,0.587800018973532,0.5499793870502816,0.6309568134070943
sustained_bull,all,price_only,0.04,16820,36000,200,0.4672222222222222,0.5904280618311534,0.5485691865169293,0.6366525956025401
sustained_bull,all,price_only,0.05,13166,36000,200,0.3657222222222222,0.588637399361993,0.5441401618394858,0.6402301326062805
sustained_bull,all,price_only,0.06,10323,36000,200,0.28675,0.5943039814007556,0.5442903853971915,0.6503499704022183
sustained_bull,all,price_only,0.08,6282,36000,200,0.1745,0.5869149952244508,0.5234334707665245,0.6481991540134031
sustained_bull,all,price_only,0.1,3665,36000,200,0.10180555555555555,0.5798090040927695,0.5044965850983945,0.6448395337749028
sustained_bull,all,price_only,0.12,2205,36000,200,0.06125,0.5854875283446712,0.49882797536240653,0.6599059849203944
sustained_bull,all,price_only,0.15,1092,36000,200,0.030333333333333334,0.6602564102564102,0.5397023587422933,0.7774240695580021
sustained_bull,all,price_only,0.2,366,36000,200,0.010166666666666666,0.7622950819672131,0.6206755649473866,0.9239325718088055
sustained_bull,all,price_only,0.25,131,36000,200,0.003638888888888889,0.9236641221374046,0.7785057471264368,1.0
sustained_bull,all,price_only,0.3,53,36000,200,0.0014722222222222222,1.0,1.0,1.0
sustained_bull,calm,price_only,0.01,30745,36000,200,0.8540277777777778,0.5718002927305252,0.5391563193470308,0.6058788772328683
sustained_bull,calm,price_only,0.02,25609,36000,200,0.7113611111111111,0.5819438478659846,0.5454879250827517,0.6206935748571863
